,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,☆,16,2018/10/14 16:45,3272,乗客アプリ（地図から）,2777,1032,5,2,2018/10/14 16:57,,,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/10/14 16:54,,2018/10/14 17:07,,,2018/10/14 16:45,0:00:00,0:00:00,,00,12,,,,,,
-,☆,16,2018/10/14 16:51,3277,乗客アプリ（目的地から）,2818,726,4,3,2018/10/14 16:52,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 17:16,,2018/10/14 17:40,,,2018/10/14 16:51,0:00:00,0:00:00,,00,24,,,,※213行と同一人物と思われるため一番短いものを採用,,
-,☆,16,2018/10/14 16:54,3279,乗客アプリ（目的地から）,2818,994,3,1,2018/10/14 16:54,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 17:29,,2018/10/14 17:51,,,2018/10/14 16:54,0:00:00,0:00:00,,00,,,,,※212行と同一人物と思われるため一番短いものを採用,,
★,-,17,2018/10/14 15:38,3222,乗客アプリ（簡単予約）,2544,771,2,4,,2018/10/14 16:55,2018/10/14 17:24,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 17:00,2018/10/14 17:05,2018/10/14 17:26,2018/10/14 17:31,2018/10/14 17:00,2018/10/14 17:00,0:28:48,1:55:12,535,00,00,10,05,,,,
★,-,17,2018/10/14 16:19,3242,乗客アプリ（地図から）,2816,656,9,2,,2018/10/14 17:21,2018/10/14 17:33,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/14 17:30,2018/10/14 17:30,2018/10/14 17:45,2018/10/14 17:46,2018/10/14 17:30,2018/10/14 17:30,0:12:00,0:24:00,,00,00,,,,,,
-,-,17,2018/10/14 17:04,3285,乗客アプリ（目的地から）,2735,1085,8,3,,2018/10/14 17:05,2018/10/14 17:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/14 17:07,2018/10/14 17:07,2018/10/14 17:26,2018/10/14 17:26,,2018/10/14 17:04,0:23:39,1:10:57,,00,01,,,,,,
-,-,17,2018/10/14 17:07,3289,街角設置端末（店舗から）,0,992,8,1,,2018/10/14 17:16,2018/10/14 17:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 17:10,2018/10/14 17:10,2018/10/14 17:33,2018/10/14 17:33,,2018/10/14 17:07,0:12:43,0:12:43,,06,09,,,,,,
★,-,17,2018/10/14 17:14,3292,乗客アプリ（地図から）,2794,811,7,3,,2018/10/14 17:31,2018/10/14 17:45,35.445857 139.647636,ホテルモントレ横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/14 17:39,2018/10/14 17:39,2018/10/14 18:03,2018/10/14 18:03,2018/10/14 17:30,2018/10/14 17:30,0:13:26,0:40:18,,00,01,,,,,,
-,-,17,2018/10/14 17:16,3293,乗客アプリ（地図から）,2092,976,2,2,,2018/10/14 17:24,2018/10/14 17:33,35.456605 139.635327,横浜ベイホテル東急,35.445857 139.647636,ホテルモントレ横浜,2018/10/14 17:27,2018/10/14 17:27,2018/10/14 17:43,2018/10/14 17:43,,2018/10/14 17:16,0:08:54,0:17:48,,00,08,,,,,,
-,-,17,2018/10/14 17:18,3294,乗客アプリ（地図から）,2812,539,9,1,,2018/10/14 17:21,2018/10/14 17:54,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/14 17:31,2018/10/14 17:31,2018/10/14 18:03,2018/10/14 18:04,,2018/10/14 17:18,0:32:51,0:32:51,,00,02,,,,,,
★,-,17,2018/10/14 17:18,3295,街角設置端末（店舗から）,0,590,5,2,,2018/10/14 17:42,2018/10/14 17:49,35.452963 139.642093,横浜赤レンガ倉庫,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/14 17:43,2018/10/14 17:43,2018/10/14 17:54,2018/10/14 17:54,2018/10/14 17:40,2018/10/14 17:40,0:06:42,0:13:24,,00,02,,,,,,
-,-,17,2018/10/14 17:19,3296,乗客アプリ（地図から）,2498,1024,9,1,,2018/10/14 17:21,2018/10/14 17:54,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/14 17:31,2018/10/14 17:31,2018/10/14 18:03,2018/10/14 18:03,,2018/10/14 17:19,0:32:52,0:32:52,,00,01,,,,,,
-,-,17,2018/10/14 17:21,3298,乗客アプリ（地図から）,1440,507,4,2,,2018/10/14 17:26,2018/10/14 17:35,35.450681 139.632446,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/14 17:33,2018/10/14 17:33,2018/10/14 17:50,2018/10/14 17:50,,2018/10/14 17:21,0:08:45,0:17:30,,00,05,,,,,,
-,-,17,2018/10/14 17:28,3299,街角設置端末（地図から）,0,388,9,1,,2018/10/14 17:37,2018/10/14 17:45,35.452963 139.642093,横浜赤レンガ倉庫,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/14 17:39,2018/10/14 17:39,2018/10/14 17:47,2018/10/14 17:47,,2018/10/14 17:28,0:08:01,0:08:01,,00,08,,,,,,
-,-,17,2018/10/14 17:29,3300,乗客アプリ（地図から）,2787,1086,4,1,,2018/10/14 17:32,2018/10/14 17:41,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/14 17:36,2018/10/14 17:36,2018/10/14 17:56,2018/10/14 17:56,,2018/10/14 17:29,0:09:16,0:09:16,,00,02,,,,,,
-,-,17,2018/10/14 17:36,3304,乗客アプリ（目的地から）,2252,1074,6,2,,2018/10/14 17:44,2018/10/14 17:52,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 17:47,2018/10/14 17:47,2018/10/14 18:08,2018/10/14 18:08,,2018/10/14 17:36,0:07:54,0:15:48,,00,08,,,,,,
-,-,17,2018/10/14 17:36,3305,乗客アプリ（目的地から）,2803,1112,8,2,,2018/10/14 17:48,2018/10/14 17:55,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/10/14 17:49,2018/10/14 17:49,2018/10/14 17:56,2018/10/14 17:57,,2018/10/14 17:36,0:07:17,0:14:34,,00,11,,,,,,
-,-,17,2018/10/14 17:44,3306,街角設置端末（店舗から）,0,767,5,2,,2018/10/14 17:54,2018/10/14 17:58,35.450447 139.635947,みなとみらい線　馬車道駅,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/14 17:53,2018/10/14 17:53,2018/10/14 18:02,2018/10/14 18:02,,2018/10/14 17:44,0:04:29,0:08:58,,00,09,,,,,,
-,-,17,2018/10/14 17:54,3308,乗客アプリ（地図から）,2787,823,8,1,,2018/10/14 17:58,2018/10/14 18:01,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.453715 139.638133,横浜ワールドポーターズ,2018/10/14 18:01,2018/10/14 18:01,2018/10/14 18:05,2018/10/14 18:05,,2018/10/14 17:54,0:02:59,0:02:59,,00,03,,,,,,
-,-,17,2018/10/14 17:57,3309,街角設置端末（地図から）,0,858,10,2,,2018/10/14 18:01,2018/10/14 18:20,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/14 18:02,2018/10/14 18:02,2018/10/14 18:36,2018/10/14 18:36,,2018/10/14 17:57,0:19:05,0:38:10,,00,04,,,,,,
-,-,17,2018/10/14 17:58,3311,乗客アプリ（目的地から）,2734,1192,9,4,,2018/10/14 18:03,2018/10/14 18:12,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 18:06,2018/10/14 18:06,2018/10/14 18:25,2018/10/14 18:25,,2018/10/14 17:58,0:08:34,0:34:16,,00,05,,,,,,
-,-,17,2018/10/14 17:58,3312,乗客アプリ（地図から）,2613,314,7,3,,2018/10/14 18:04,2018/10/14 18:13,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/14 18:04,2018/10/14 18:04,2018/10/14 18:31,2018/10/14 18:31,,2018/10/14 17:58,0:08:39,0:25:57,,00,05,,,,,,
★,☆,17,2018/10/14 16:47,3273,乗客アプリ（地図から）,1440,514,8,2,2018/10/14 17:20,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/14 17:30,,2018/10/14 17:51,,2018/10/14 17:30,2018/10/14 17:30,0:00:00,0:00:00,,00,00,,,,,,
-,☆,17,2018/10/14 17:04,3286,乗客アプリ（地図から）,1338,909,6,1,2018/10/14 17:05,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 17:46,,2018/10/14 17:57,,,2018/10/14 17:04,0:00:00,0:00:00,,00,41,,,,,,
-,☆,17,2018/10/14 17:05,3287,街角設置端末（店舗から）,0,1174,5,1,2018/10/14 17:37,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/14 17:35,,2018/10/14 17:52,,,2018/10/14 17:05,0:00:00,0:00:00,,00,31,,,,,,
-,☆,17,2018/10/14 17:05,3288,乗客アプリ（地図から）,1727,759,6,1,2018/10/14 17:06,,,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 17:42,,2018/10/14 18:05,,,2018/10/14 17:05,0:00:00,0:00:00,,00,,,,,※243行と同一人物と思われるため一番短いものを採用,,
-,☆,17,2018/10/14 17:07,3290,乗客アプリ（地図から）,1727,407,6,1,2018/10/14 17:11,,,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 17:40,,2018/10/14 18:03,,,2018/10/14 17:07,0:00:00,0:00:00,,00,33,,,,※242行と同一人物と思われるため一番短いものを採用,,
★,☆,17,2018/10/14 17:12,3291,乗客アプリ（地図から）,2794,369,6,3,2018/10/14 17:13,,,35.443659 139.650847,横浜マリンタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/14 17:37,,2018/10/14 18:04,,2018/10/14 17:20,2018/10/14 17:20,0:00:00,0:00:00,,00,16,,,,,,
-,☆,17,2018/10/14 17:19,3297,街角設置端末（店舗から）,0,460,8,4,2018/10/14 17:20,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 18:08,,2018/10/14 18:22,,,2018/10/14 17:19,0:00:00,0:00:00,,00,49,,,,,,
-,☆,17,2018/10/14 17:45,3307,乗客アプリ（目的地から）,2796,1193,8,2,2018/10/14 17:52,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 17:50,,2018/10/14 18:09,,,2018/10/14 17:45,0:00:00,0:00:00,,00,06,,,,,,
-,☆,17,2018/10/14 17:57,3310,乗客アプリ（目的地から）,2514,1247,6,1,2018/10/14 17:57,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 18:15,,2018/10/14 18:36,,,2018/10/14 17:57,0:00:00,0:00:00,,00,17,,,,,,
★,-,18,2018/10/14 12:48,3129,街角設置端末（店舗から）,0,1252,10,4,,2018/10/14 17:59,2018/10/14 18:12,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/10/14 18:00,2018/10/14 18:00,2018/10/14 18:21,2018/10/14 18:22,2018/10/14 18:00,2018/10/14 18:00,0:13:38,0:54:32,495,00,00,05,05,,,,
★,-,18,2018/10/14 16:50,3275,街角設置端末（地図から）,0,336,1,2,,2018/10/14 18:07,2018/10/14 18:14,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/14 18:10,2018/10/14 18:10,2018/10/14 18:22,2018/10/14 18:22,2018/10/14 18:10,2018/10/14 18:10,0:06:45,0:13:30,,00,00,,,,,,
★,-,18,2018/10/14 17:36,3303,乗客アプリ（目的地から）,2823,580,4,1,,2018/10/14 18:38,2018/10/14 18:57,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 18:46,2018/10/14 18:46,2018/10/14 19:03,2018/10/14 19:03,2018/10/14 18:40,2018/10/14 18:40,0:19:09,0:19:09,,00,00,,,,,,
-,-,18,2018/10/14 18:02,3313,街角設置端末（店舗から）,0,960,5,1,,2018/10/14 18:08,2018/10/14 18:13,35.448676 139.635696,横浜平和プラザホテル,35.443908 139.635249,イセザキ・モール,2018/10/14 18:08,2018/10/14 18:08,2018/10/14 18:16,2018/10/14 18:16,,2018/10/14 18:02,0:05:43,0:05:43,,00,05,,,,,,
-,-,18,2018/10/14 18:09,3314,乗客アプリ（目的地から）,2796,689,6,2,,2018/10/14 18:17,2018/10/14 18:24,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 18:12,2018/10/14 18:12,2018/10/14 18:25,2018/10/14 18:25,,2018/10/14 18:09,0:07:53,0:15:46,,04,07,,,,,,
-,-,18,2018/10/14 18:11,3315,乗客アプリ（目的地から）,2511,826,7,1,,2018/10/14 18:13,2018/10/14 18:21,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445783 139.642958,横浜情報文化センター,2018/10/14 18:15,2018/10/14 18:15,2018/10/14 18:34,2018/10/14 18:34,,2018/10/14 18:11,0:08:25,0:08:25,,00,01,,,,,,
-,-,18,2018/10/14 18:12,3316,街角設置端末（店舗から）,0,709,8,4,,2018/10/14 18:18,2018/10/14 18:28,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 18:17,2018/10/14 18:17,2018/10/14 18:36,2018/10/14 18:36,,2018/10/14 18:12,0:10:05,0:40:20,,00,06,,,,,,
-,-,18,2018/10/14 18:23,3318,街角設置端末（地図から）,0,1020,10,6,,2018/10/14 18:36,2018/10/14 18:48,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 18:36,2018/10/14 18:36,2018/10/14 18:53,2018/10/14 18:53,,2018/10/14 18:23,0:11:38,1:09:48,,00,13,,,,,,
-,-,18,2018/10/14 18:23,3319,街角設置端末（地図から）,0,837,1,4,,2018/10/14 18:29,2018/10/14 18:36,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/10/14 18:30,2018/10/14 18:30,2018/10/14 18:41,2018/10/14 18:38,,2018/10/14 18:23,0:06:45,0:27:00,,00,06,,,,,,
-,-,18,2018/10/14 18:30,3320,乗客アプリ（目的地から）,2830,688,8,2,,2018/10/14 18:32,2018/10/14 18:46,35.443659 139.650847,横浜マリンタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/14 18:32,2018/10/14 18:32,2018/10/14 18:53,2018/10/14 18:53,,2018/10/14 18:30,0:13:50,0:27:40,,00,02,,,,,,
★,-,18,2018/10/14 18:31,3321,乗客アプリ（地図から）,2737,642,1,1,,2018/10/14 18:40,2018/10/14 18:48,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/10/14 18:44,2018/10/14 18:44,2018/10/14 18:57,2018/10/14 18:57,2018/10/14 18:40,2018/10/14 18:40,0:08:00,0:08:00,,00,00,,,,,,
★,-,18,2018/10/14 18:33,3322,乗客アプリ（地図から）,2617,931,8,1,,2018/10/14 18:42,2018/10/14 18:54,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/14 18:46,2018/10/14 18:46,2018/10/14 19:05,2018/10/14 19:05,2018/10/14 18:42,2018/10/14 18:42,0:11:51,0:11:51,,00,00,,,,,,
-,-,18,2018/10/14 18:35,3323,乗客アプリ（地図から）,2787,990,7,1,,2018/10/14 18:40,2018/10/14 18:43,35.453715 139.638133,横浜ワールドポーターズ,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/14 18:39,2018/10/14 18:39,2018/10/14 18:46,2018/10/14 18:46,,2018/10/14 18:35,0:03:07,0:03:07,,00,05,,,,,,
★,-,18,2018/10/14 18:38,3324,街角設置端末（店舗から）,0,1296,2,4,,2018/10/14 18:50,2018/10/14 18:57,35.448676 139.635696,横浜平和プラザホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 18:50,2018/10/14 18:50,2018/10/14 19:04,2018/10/14 19:04,2018/10/14 18:50,2018/10/14 18:50,0:07:53,0:31:32,,00,00,,,,,,
-,-,18,2018/10/14 18:40,3325,乗客アプリ（目的地から）,2706,1206,3,1,,2018/10/14 18:43,2018/10/14 18:48,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/14 18:50,2018/10/14 18:50,2018/10/14 18:58,2018/10/14 18:58,,2018/10/14 18:40,0:04:48,0:04:48,,00,03,,,,,,
-,-,18,2018/10/14 18:43,3327,乗客アプリ（地図から）,2049,747,10,2,,2018/10/14 18:50,2018/10/14 19:06,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/14 18:54,2018/10/14 18:54,2018/10/14 19:19,2018/10/14 19:33,,2018/10/14 18:43,0:16:07,0:32:14,,00,06,,,,,,
-,-,18,2018/10/14 18:44,3328,乗客アプリ（目的地から）,2822,915,10,2,,2018/10/14 18:50,2018/10/14 18:53,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/14 18:52,2018/10/14 18:52,2018/10/14 19:04,2018/10/14 19:04,,2018/10/14 18:44,0:03:54,0:07:48,,00,05,,,,,,
★,-,18,2018/10/14 18:46,3329,街角設置端末（店舗から）,0,1038,4,4,,2018/10/14 18:53,2018/10/14 18:57,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 18:55,2018/10/14 18:55,2018/10/14 19:14,2018/10/14 19:14,2018/10/14 18:55,2018/10/14 18:55,0:04:32,0:18:08,,00,00,,,,,,
-,-,18,2018/10/14 18:48,3330,乗客アプリ（目的地から）,1540,327,3,4,,2018/10/14 18:57,2018/10/14 19:07,35.453715 139.638133,横浜ワールドポーターズ,35.441441 139.648505,横浜中華街朱雀門,2018/10/14 18:54,2018/10/14 18:54,2018/10/14 19:16,2018/10/14 19:16,,2018/10/14 18:48,0:09:45,0:39:00,,03,09,,,,,,
-,-,18,2018/10/14 18:49,3331,街角設置端末（店舗から）,0,329,1,1,,2018/10/14 19:04,2018/10/14 19:14,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 19:02,2018/10/14 19:02,2018/10/14 19:15,2018/10/14 19:18,,2018/10/14 18:49,0:10:00,0:10:00,,02,14,,,,,,
-,-,18,2018/10/14 18:50,3332,街角設置端末（店舗から）,0,416,9,2,,2018/10/14 18:53,2018/10/14 18:59,35.45435 139.631762,横浜ロイヤルパークホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/14 19:04,2018/10/14 19:04,2018/10/14 19:17,2018/10/14 19:17,,2018/10/14 18:50,0:06:39,0:13:18,,00,02,,,,,,
-,-,18,2018/10/14 18:50,3333,乗客アプリ（地図から）,2021,791,10,3,,2018/10/14 18:54,2018/10/14 18:56,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445857 139.647636,ホテルモントレ横浜,2018/10/14 18:59,2018/10/14 18:59,2018/10/14 19:09,2018/10/14 19:09,,2018/10/14 18:50,0:01:58,0:05:54,,00,03,,,,,,
-,-,18,2018/10/14 18:51,3334,乗客アプリ（目的地から）,2465,683,2,1,,2018/10/14 19:04,2018/10/14 19:12,35.441441 139.648505,横浜中華街朱雀門,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 19:02,2018/10/14 19:04,2018/10/14 19:21,2018/10/14 19:24,,2018/10/14 18:51,0:07:29,0:07:29,,02,13,,,,,,
-,-,18,2018/10/14 18:54,3336,乗客アプリ（目的地から）,1334,978,2,1,,2018/10/14 19:01,2018/10/14 19:18,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 18:59,2018/10/14 18:59,2018/10/14 19:33,2018/10/14 19:32,,2018/10/14 18:54,0:16:57,0:16:57,,01,07,,,,,,
-,-,18,2018/10/14 18:57,3337,街角設置端末（店舗から）,0,562,9,1,,2018/10/14 19:04,2018/10/14 19:08,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 19:06,2018/10/14 19:06,2018/10/14 19:18,2018/10/14 19:18,,2018/10/14 18:57,0:03:31,0:03:31,,00,07,,,,,,
-,☆,18,2018/10/14 18:23,3317,乗客アプリ（地図から）,2787,900,7,1,2018/10/14 18:34,,,35.453715 139.638133,横浜ワールドポーターズ,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/14 18:32,,2018/10/14 18:38,,,2018/10/14 18:23,0:00:00,0:00:00,,00,10,,,,,,
-,☆,18,2018/10/14 18:41,3326,街角設置端末（店舗から）,0,766,4,4,2018/10/14 18:44,,,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 18:51,,2018/10/14 19:11,,,2018/10/14 18:41,0:00:00,0:00:00,,00,10,,,,,,
-,☆,18,2018/10/14 18:59,3338,乗客アプリ（目的地から）,2787,1005,1,1,2018/10/14 19:03,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/14 19:02,,2018/10/14 19:06,,,2018/10/14 18:59,0:00:00,0:00:00,,00,03,,,,,,
-,-,19,2018/10/14 19:02,3339,乗客アプリ（目的地から）,1107,770,5,2,,2018/10/14 19:06,2018/10/14 19:12,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 19:06,2018/10/14 19:06,2018/10/14 19:19,2018/10/14 19:19,,2018/10/14 19:02,0:06:30,0:13:00,142,00,03,05,05,,,,
-,-,19,2018/10/14 19:10,3340,街角設置端末（店舗から）,0,956,2,2,,2018/10/14 19:16,2018/10/14 19:29,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/14 19:18,2018/10/14 19:18,2018/10/14 19:49,2018/10/14 19:49,,2018/10/14 19:10,0:13:10,0:26:20,,00,05,,,,,,
-,-,19,2018/10/14 19:14,3341,乗客アプリ（地図から）,2769,1064,6,3,,2018/10/14 19:19,2018/10/14 19:26,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 19:18,2018/10/14 19:18,2018/10/14 19:35,2018/10/14 19:35,,2018/10/14 19:14,0:06:30,0:19:30,,00,05,,,,,,
-,-,19,2018/10/14 19:18,3342,乗客アプリ（地図から）,2837,1026,1,2,,2018/10/14 19:25,2018/10/14 19:32,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/14 19:25,2018/10/14 19:25,2018/10/14 19:42,2018/10/14 19:42,,2018/10/14 19:18,0:06:57,0:13:54,,00,07,,,,,,
-,-,19,2018/10/14 19:27,3344,乗客アプリ（地図から）,2787,927,5,1,,2018/10/14 19:33,2018/10/14 19:37,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/14 19:32,2018/10/14 19:32,2018/10/14 19:48,2018/10/14 19:48,,2018/10/14 19:27,0:04:43,0:04:43,,00,06,,,,,,
-,-,19,2018/10/14 19:27,3345,街角設置端末（店舗から）,0,678,1,1,,2018/10/14 19:33,2018/10/14 19:38,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/10/14 19:39,2018/10/14 19:39,2018/10/14 19:50,2018/10/14 19:50,,2018/10/14 19:27,0:04:57,0:04:57,,00,06,,,,,,
-,-,19,2018/10/14 19:38,3348,乗客アプリ（地図から）,2512,1153,5,1,,2018/10/14 19:45,2018/10/14 19:50,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 19:47,2018/10/14 19:47,2018/10/14 19:59,2018/10/14 19:59,,2018/10/14 19:38,0:04:53,0:04:53,,00,06,,,,,,
-,-,19,2018/10/14 19:40,3349,乗客アプリ（地図から）,2433,334,3,2,,2018/10/14 19:44,2018/10/14 19:51,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/14 19:45,2018/10/14 19:45,2018/10/14 19:59,2018/10/14 19:59,,2018/10/14 19:40,0:07:29,0:14:58,,00,03,,,,,,
-,-,19,2018/10/14 19:42,3351,乗客アプリ（目的地から）,2822,591,6,2,,2018/10/14 19:47,2018/10/14 20:01,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/14 19:48,2018/10/14 19:48,2018/10/14 20:17,2018/10/14 20:17,,2018/10/14 19:42,0:14:14,0:28:28,,00,05,,,,,,
-,-,19,2018/10/14 19:58,3356,乗客アプリ（地図から）,2632,849,5,1,,2018/10/14 20:04,2018/10/14 20:12,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/10/14 20:01,2018/10/14 20:01,2018/10/14 20:19,2018/10/14 20:19,,2018/10/14 19:58,0:08:27,0:08:27,,02,05,,,,,,
-,-,19,2018/10/14 19:59,3357,乗客アプリ（目的地から）,2669,537,6,1,,2018/10/14 20:02,2018/10/14 20:05,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/14 20:05,2018/10/14 20:05,2018/10/14 20:14,2018/10/14 20:14,,2018/10/14 19:59,0:03:46,0:03:46,,00,03,,,,,,
-,☆,19,2018/10/14 19:35,3346,乗客アプリ（目的地から）,2840,1210,6,4,2018/10/14 19:36,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/10/14 19:41,,2018/10/14 20:02,,,2018/10/14 19:35,0:00:00,0:00:00,,00,06,,,,,,
