,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
★,☆,18,2018/10/18 18:23,4436,まちかど設置端末（店舗から）,0,817,10,1,2018/10/18 18:24,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 18:59,,2018/10/18 19:15,,2018/10/18 18:30,2018/10/18 18:30,0:00:00,0:00:00,,00,29,,,※同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/10/18 18:24,4437,まちかど設置端末（店舗から）,0,492,10,1,2018/10/18 18:25,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 18:59,,2018/10/18 19:14,,,2018/10/18 18:24,0:00:00,0:00:00,,00,,,,※同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/10/18 18:26,4439,乗客アプリ（地図から）,2535,1000,10,1,2018/10/18 18:26,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/18 18:59,,2018/10/18 19:11,,,2018/10/18 18:26,0:00:00,0:00:00,,00,,,,※同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/10/18 18:27,4440,乗客アプリ（目的地から）,2535,568,10,1,2018/10/18 18:27,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/18 18:59,,2018/10/18 19:11,,,2018/10/18 18:27,0:00:00,0:00:00,,00,,,,※同一人物と思われるため一番短いものを採用,,
-,☆,18,2018/10/18 18:28,4441,乗客アプリ（目的地から）,2535,928,7,1,2018/10/18 18:29,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/18 18:47,,2018/10/18 18:59,,,2018/10/18 18:28,0:00:00,0:00:00,,00,18,,,※同一人物と思われるため一番短いものを採用,,
-,-,19,2018/10/18 19:00,4451,乗客アプリ（地図から）,1823,923,1,1,,2018/10/18 19:07,2018/10/18 19:17,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/18 19:07,2018/10/18 19:07,2018/10/18 19:24,2018/10/18 19:28,,2018/10/18 19:00,0:10:35,0:10:35,182,00,07,03,03,,,
★,-,19,2018/10/18 19:01,4452,まちかど設置端末（店舗から）,0,652,4,1,,2018/10/18 19:09,2018/10/18 19:13,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 19:10,2018/10/18 19:10,2018/10/18 19:21,2018/10/18 19:21,2018/10/18 19:10,2018/10/18 19:10,0:04:31,0:04:31,,00,00,,,,,
-,-,19,2018/10/18 19:03,4453,まちかど設置端末（店舗から）,0,1134,10,3,,2018/10/18 19:08,2018/10/18 19:22,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 19:09,2018/10/18 19:09,2018/10/18 19:26,2018/10/18 19:26,,2018/10/18 19:03,0:13:43,0:41:09,,00,04,,,,,
-,-,19,2018/10/18 19:05,4454,乗客アプリ（目的地から）,3334,697,5,1,,2018/10/18 19:08,2018/10/18 19:15,35.450447 139.635947,みなとみらい線　馬車道駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 19:13,2018/10/18 19:13,2018/10/18 19:29,2018/10/18 19:29,,2018/10/18 19:05,0:07:06,0:07:06,,00,03,,,,,
-,-,19,2018/10/18 19:08,4456,まちかど設置端末（店舗から）,0,961,2,2,,2018/10/18 19:13,2018/10/18 19:21,35.454389 139.630904,横浜ランドマークタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/18 19:20,2018/10/18 19:20,2018/10/18 19:32,2018/10/18 19:32,,2018/10/18 19:08,0:07:42,0:15:24,,00,04,,,,,
-,-,19,2018/10/18 19:10,4458,乗客アプリ（目的地から）,2380,1226,10,1,,2018/10/18 19:14,2018/10/18 19:22,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 19:20,2018/10/18 19:20,2018/10/18 19:38,2018/10/18 19:38,,2018/10/18 19:10,0:07:45,0:07:45,,00,04,,,,,
★,-,19,2018/10/18 19:10,4459,乗客アプリ（地図から）,2351,651,3,1,,2018/10/18 19:17,2018/10/18 19:25,35.441441 139.648505,横浜中華街朱雀門,35.454389 139.630904,横浜ランドマークタワー,2018/10/18 19:28,2018/10/18 19:28,2018/10/18 19:49,2018/10/18 19:49,2018/10/18 19:15,2018/10/18 19:15,0:08:13,0:08:13,,00,02,,,,,
-,-,19,2018/10/18 19:17,4460,乗客アプリ（目的地から）,3314,916,2,1,,2018/10/18 19:25,2018/10/18 19:32,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/18 19:25,2018/10/18 19:25,2018/10/18 19:44,2018/10/18 19:44,,2018/10/18 19:17,0:07:00,0:07:00,,00,08,,,,,
-,-,19,2018/10/18 19:22,4461,まちかど設置端末（店舗から）,0,642,1,1,,2018/10/18 19:25,2018/10/18 19:30,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/18 19:29,2018/10/18 19:29,2018/10/18 19:41,2018/10/18 19:41,,2018/10/18 19:22,0:04:31,0:04:31,,00,02,,,,,
★,-,19,2018/10/18 19:23,4462,乗客アプリ（地図から）,2512,846,5,1,,2018/10/18 19:35,2018/10/18 19:40,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 19:35,2018/10/18 19:35,2018/10/18 19:47,2018/10/18 19:47,2018/10/18 19:35,2018/10/18 19:35,0:04:58,0:04:58,,00,00,,,,,
-,-,19,2018/10/18 19:32,4463,まちかど設置端末（店舗から）,0,710,6,2,,2018/10/18 19:40,2018/10/18 19:44,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 19:39,2018/10/18 19:39,2018/10/18 19:49,2018/10/18 19:49,,2018/10/18 19:32,0:04:26,0:08:52,,01,08,,,,,
-,-,19,2018/10/18 19:37,4464,まちかど設置端末（地図から）,0,889,3,1,,2018/10/18 19:39,2018/10/18 19:45,35.452963 139.642093,横浜赤レンガ倉庫,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/18 19:40,2018/10/18 19:40,2018/10/18 19:48,2018/10/18 19:48,,2018/10/18 19:37,0:06:12,0:06:12,,00,01,,,,,
-,-,19,2018/10/18 19:38,4465,乗客アプリ（地図から）,3102,500,5,1,,2018/10/18 19:41,2018/10/18 19:49,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/10/18 19:43,2018/10/18 19:43,2018/10/18 19:59,2018/10/18 19:59,,2018/10/18 19:38,0:07:43,0:07:43,,00,03,,,,,
-,-,19,2018/10/18 19:51,4466,まちかど設置端末（店舗から）,0,405,5,2,,2018/10/18 19:57,2018/10/18 20:08,35.443073 139.651914,横浜人形の家,35.443908 139.635249,イセザキ・モール,2018/10/18 19:57,2018/10/18 19:57,2018/10/18 20:16,2018/10/18 20:16,,2018/10/18 19:51,0:10:33,0:21:06,,00,05,,,,,
★,-,19,2018/10/18 19:52,4467,乗客アプリ（地図から）,3330,379,4,2,,2018/10/18 20:01,2018/10/18 20:10,35.448801 139.636702,ホテルルートイン横浜馬車道,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/18 20:05,2018/10/18 20:05,2018/10/18 20:25,2018/10/18 20:25,2018/10/18 20:05,2018/10/18 20:05,0:08:56,0:17:52,,00,00,,,,,
★,-,19,2018/10/18 19:58,4468,乗客アプリ（目的地から）,2375,1245,2,1,,2018/10/18 20:04,2018/10/18 20:13,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/18 20:11,2018/10/18 20:11,2018/10/18 20:27,2018/10/18 20:27,2018/10/18 20:05,2018/10/18 20:05,0:09:06,0:09:06,,00,00,,,,,
★,☆,19,2018/10/18 19:07,4455,乗客アプリ（地図から）,2351,341,1,1,2018/10/18 19:08,,,35.454389 139.630904,横浜ランドマークタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/18 19:15,,2018/10/18 19:43,,2018/10/18 19:15,2018/10/18 19:15,0:00:00,0:00:00,,00,00,,,,,※298行と同一人物と思われるため一番短いものを採用
★,☆,19,2018/10/18 19:09,4457,乗客アプリ（地図から）,2351,865,1,1,2018/10/18 19:10,,,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/18 19:15,,2018/10/18 19:41,,2018/10/18 19:15,2018/10/18 19:15,0:00:00,0:00:00,,00,00,,,,,※297行と同一人物と思われるため一番短いものを採用
-,-,20,2018/10/18 20:07,4469,乗客アプリ（地図から）,1218,907,3,1,,2018/10/18 20:08,2018/10/18 20:17,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 20:10,2018/10/18 20:10,2018/10/18 20:21,2018/10/18 20:27,,2018/10/18 20:07,0:08:55,0:08:55,244,00,00,03,03,,,
-,-,20,2018/10/18 20:09,4470,乗客アプリ（目的地から）,1358,1048,3,2,,2018/10/18 20:12,2018/10/18 20:17,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 20:14,2018/10/18 20:14,2018/10/18 20:28,2018/10/18 20:28,,2018/10/18 20:09,0:05:36,0:11:12,,00,03,,,,,
-,-,20,2018/10/18 20:09,4471,まちかど設置端末（店舗から）,0,693,9,1,,2018/10/18 20:11,2018/10/18 20:20,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/18 20:20,2018/10/18 20:20,2018/10/18 20:39,2018/10/18 20:39,,2018/10/18 20:09,0:09:02,0:09:02,,00,02,,,,,
★,-,20,2018/10/18 20:13,4472,乗客アプリ（目的地から）,3162,952,8,2,,2018/10/18 20:19,2018/10/18 20:26,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/18 20:30,2018/10/18 20:30,2018/10/18 20:44,2018/10/18 20:44,2018/10/18 20:30,2018/10/18 20:30,0:07:39,0:15:18,,00,00,,,,,
-,-,20,2018/10/18 20:13,4473,まちかど設置端末（店舗から）,0,906,1,1,,2018/10/18 20:18,2018/10/18 20:22,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 20:15,2018/10/18 20:15,2018/10/18 20:26,2018/10/18 20:26,,2018/10/18 20:13,0:03:59,0:03:59,,02,04,,,,,
-,-,20,2018/10/18 20:18,4475,乗客アプリ（簡単予約）,2477,993,5,1,,2018/10/18 20:23,2018/10/18 20:38,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/18 20:28,2018/10/18 20:28,2018/10/18 20:39,2018/10/18 20:39,,2018/10/18 20:18,0:15:10,0:15:10,,00,04,,,,,
-,-,20,2018/10/18 20:23,4476,乗客アプリ（目的地から）,3102,1197,9,1,,2018/10/18 20:23,2018/10/18 20:44,35.441441 139.648505,横浜中華街朱雀門,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 20:26,2018/10/18 20:26,2018/10/18 20:45,2018/10/18 20:45,,2018/10/18 20:23,0:20:27,0:20:27,,00,00,,,,,
★,-,20,2018/10/18 20:24,4477,乗客アプリ（簡単予約）,2915,544,5,1,,2018/10/18 20:31,2018/10/18 20:40,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 20:30,2018/10/18 20:30,2018/10/18 20:48,2018/10/18 20:48,2018/10/18 20:24,2018/10/18 20:24,0:09:01,0:09:01,,00,06,,,,,
★,-,20,2018/10/18 20:26,4478,乗客アプリ（地図から）,2737,486,9,1,,2018/10/18 20:38,2018/10/18 20:44,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 20:40,2018/10/18 20:40,2018/10/18 20:51,2018/10/18 20:51,2018/10/18 20:40,2018/10/18 20:40,0:05:17,0:05:17,,00,00,,,,,
★,-,20,2018/10/18 20:28,4480,乗客アプリ（目的地から）,3162,1293,8,2,,2018/10/18 20:29,2018/10/18 20:37,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 20:35,2018/10/18 20:35,2018/10/18 20:55,2018/10/18 20:55,2018/10/18 20:35,2018/10/18 20:35,0:07:44,0:15:28,,00,00,,,,,
-,-,20,2018/10/18 20:30,4481,乗客アプリ（目的地から）,3300,1038,4,1,,2018/10/18 20:40,2018/10/18 20:55,35.443659 139.650847,横浜マリンタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 20:41,2018/10/18 20:41,2018/10/18 21:16,2018/10/18 21:19,,2018/10/18 20:30,0:15:44,0:15:44,,00,09,,,,,
-,-,20,2018/10/18 20:31,4483,まちかど設置端末（地図から）,0,1103,10,3,,2018/10/18 20:35,2018/10/18 20:41,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 20:38,2018/10/18 20:38,2018/10/18 20:52,2018/10/18 20:52,,2018/10/18 20:31,0:05:55,0:17:45,,00,03,,,,,
★,-,20,2018/10/18 20:32,4486,乗客アプリ（目的地から）,1747,1042,2,1,,2018/10/18 20:43,2018/10/18 20:51,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 20:44,2018/10/18 20:44,2018/10/18 20:56,2018/10/18 21:04,2018/10/18 20:44,2018/10/18 20:44,0:08:08,0:08:08,,00,00,,,,,
★,-,20,2018/10/18 20:33,4487,乗客アプリ（地図から）,3018,686,2,2,,2018/10/18 20:44,2018/10/18 20:51,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 20:50,2018/10/18 20:50,2018/10/18 21:04,2018/10/18 21:05,2018/10/18 20:50,2018/10/18 20:50,0:07:19,0:14:38,,00,00,,,,,
-,-,20,2018/10/18 20:33,4488,乗客アプリ（目的地から）,1740,439,3,4,,2018/10/18 20:39,2018/10/18 20:47,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 20:46,2018/10/18 20:46,2018/10/18 21:05,2018/10/18 21:05,,2018/10/18 20:33,0:08:02,0:32:08,,00,06,,,,,
-,-,20,2018/10/18 20:33,4489,乗客アプリ（目的地から）,3321,363,1,3,,2018/10/18 20:41,2018/10/18 20:49,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 20:53,2018/10/18 20:53,2018/10/18 21:11,2018/10/18 21:11,,2018/10/18 20:33,0:08:54,0:26:42,,00,07,,,,,
★,-,20,2018/10/18 20:34,4490,乗客アプリ（地図から）,2296,608,2,1,,2018/10/18 20:43,2018/10/18 20:54,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/18 20:51,2018/10/18 20:51,2018/10/18 21:11,2018/10/18 21:11,2018/10/18 20:50,2018/10/18 20:50,0:10:57,0:10:57,,00,00,,,,,
-,-,20,2018/10/18 20:40,4491,まちかど設置端末（店舗から）,0,1296,4,1,,2018/10/18 20:47,2018/10/18 20:48,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/10/18 20:52,2018/10/18 20:52,2018/10/18 21:00,2018/10/18 21:00,,2018/10/18 20:40,0:01:39,0:01:39,,00,06,,,,,
-,-,20,2018/10/18 20:45,4492,まちかど設置端末（地図から）,0,695,5,2,,2018/10/18 20:54,2018/10/18 20:55,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/18 20:58,2018/10/18 20:58,2018/10/18 21:14,2018/10/18 21:14,,2018/10/18 20:45,0:01:29,0:02:58,,00,09,,,,,
★,☆,20,2018/10/18 20:18,4474,乗客アプリ（目的地から）,3102,666,9,1,2018/10/18 20:21,,,35.441441 139.648505,横浜中華街朱雀門,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/18 20:30,,2018/10/18 20:49,,2018/10/18 20:25,2018/10/18 20:25,0:00:00,0:00:00,,00,04,,,,,
-,☆,20,2018/10/18 20:27,4479,乗客アプリ（目的地から）,3162,500,8,2,2018/10/18 20:27,,,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/18 20:29,,2018/10/18 20:49,,,2018/10/18 20:27,0:00:00,0:00:00,,00,01,,,,,
★,☆,20,2018/10/18 20:32,4485,乗客アプリ（地図から）,3018,924,5,2,2018/10/18 20:32,,,35.445783 139.642958,横浜情報文化センター,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/18 20:56,,2018/10/18 21:09,,2018/10/18 20:50,2018/10/18 20:50,0:00:00,0:00:00,,00,06,,,,,
★,☆,20,2018/10/18 20:52,4493,乗客アプリ（目的地から）,3144,1184,10,1,2018/10/18 20:52,,,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/18 20:58,,2018/10/18 21:13,,2018/10/18 20:52,2018/10/18 20:52,0:00:00,0:00:00,,00,06,,,,,
