,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
★,☆,10,2018/10/8 7:48,1546,街角設置端末（店舗から）,0,971,1,1,2018/10/8 7:49,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/10/8 10:30,,2018/10/8 10:41,,2018/10/8 10:30,2018/10/8 10:30,,,,00,00,,,,
★,☆,10,2018/10/8 9:05,1548,乗客アプリ（目的地から）,2008,702,1,1,2018/10/8 9:06,,,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/8 10:12,,2018/10/8 10:26,,2018/10/8 10:00,2018/10/8 10:00,,,,00,11,,,,
-,☆,10,2018/10/8 9:41,1550,乗客アプリ（地図から）,1604,1077,2,3,2018/10/8 9:49,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/8 10:02,,2018/10/8 10:29,,,2018/10/8 9:41,,,,00,20,,,,
★,☆,10,2018/10/8 10:11,1562,乗客アプリ（目的地から）,988,666,7,4,2018/10/8 10:17,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/8 10:40,,2018/10/8 10:58,,2018/10/8 10:40,2018/10/8 10:40,,,,00,00,,,,"※28,29,30,31行と同一人物と思われるため一番短い待ち時間を採用"
★,☆,10,2018/10/8 10:37,1568,乗客アプリ（目的地から）,988,795,6,4,2018/10/8 10:38,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/8 11:01,,2018/10/8 11:21,,2018/10/8 10:52,2018/10/8 10:52,,,,00,,,,,"※27,29,30,31行と同一人物と思われるため一番短い待ち時間を採用"
★,☆,10,2018/10/8 10:39,1569,乗客アプリ（目的地から）,988,951,5,4,2018/10/8 10:39,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/8 10:42,,2018/10/8 11:00,,2018/10/8 10:42,2018/10/8 10:42,,,,00,,,,,"※27,28,30,31行と同一人物と思われるため一番短い待ち時間を採用"
★,☆,10,2018/10/8 10:41,1570,乗客アプリ（目的地から）,988,443,8,4,2018/10/8 10:41,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/8 10:45,,2018/10/8 11:03,,2018/10/8 10:45,2018/10/8 10:45,,,,00,,,,,"※27,28,29,31行と同一人物と思われるため一番短い待ち時間を採用"
★,☆,10,2018/10/8 10:42,1571,乗客アプリ（目的地から）,988,976,8,4,2018/10/8 10:43,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/8 10:50,,2018/10/8 11:07,,2018/10/8 10:50,2018/10/8 10:50,,,,00,,,,,"※27,28,29,30行と同一人物と思われるため一番短い待ち時間を採用"
★,☆,10,2018/10/8 10:45,1574,乗客アプリ（地図から）,1338,907,7,2,2018/10/8 10:50,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/8 10:55,,2018/10/8 11:07,,2018/10/8 10:55,2018/10/8 10:55,,,,00,00,,,,
★,-,11,2018/10/8 11:02,1580,乗客アプリ（目的地から）,2044,411,7,3,,2018/10/8 11:08,2018/10/8 11:13,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/8 11:15,2018/10/8 11:15,2018/10/8 11:34,2018/10/8 11:34,2018/10/8 11:15,2018/10/8 11:15,0:05:08,0:15:24,425,00,00,08,08,,
-,-,11,2018/10/8 11:04,1581,乗客アプリ（目的地から）,2055,942,1,4,,2018/10/8 11:20,2018/10/8 11:30,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 11:08,2018/10/8 11:08,2018/10/8 11:26,2018/10/8 11:26,,2018/10/8 11:04,0:10:00,0:40:00,,11,15,,,,
-,-,11,2018/10/8 11:05,1582,乗客アプリ（地図から）,1752,737,3,2,,2018/10/8 11:14,2018/10/8 11:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/8 11:15,2018/10/8 11:15,2018/10/8 11:29,2018/10/8 11:29,,2018/10/8 11:05,0:16:22,0:32:44,,00,08,,,,
-,-,11,2018/10/8 11:07,1583,乗客アプリ（目的地から）,1961,724,4,3,,2018/10/8 11:15,2018/10/8 11:27,35.456605 139.635327,横浜ベイホテル東急,35.441441 139.648505,横浜中華街朱雀門,2018/10/8 11:17,2018/10/8 11:17,2018/10/8 11:39,2018/10/8 11:39,,2018/10/8 11:07,0:12:15,0:36:45,,00,08,,,,
-,-,11,2018/10/8 11:07,1584,乗客アプリ（目的地から）,2050,682,8,5,,2018/10/8 11:13,2018/10/8 11:20,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/8 11:18,2018/10/8 11:18,2018/10/8 11:33,2018/10/8 11:33,,2018/10/8 11:07,0:06:20,0:31:40,,00,06,,,,
-,-,11,2018/10/8 11:15,1585,乗客アプリ（地図から）,1604,1130,10,3,,2018/10/8 11:22,2018/10/8 11:36,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/10/8 11:28,2018/10/8 11:28,2018/10/8 11:51,2018/10/8 11:51,,2018/10/8 11:15,0:14:15,0:42:45,,00,06,,,,
-,-,11,2018/10/8 11:16,1586,街角設置端末（店舗から）,0,592,3,1,,2018/10/8 11:18,2018/10/8 11:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/8 11:25,2018/10/8 11:25,2018/10/8 11:47,2018/10/8 11:47,,2018/10/8 11:16,0:12:24,0:12:24,,00,02,,,,
-,-,11,2018/10/8 11:19,1587,街角設置端末（地図から）,0,1104,7,3,,2018/10/8 11:25,2018/10/8 11:30,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/8 11:24,2018/10/8 11:24,2018/10/8 11:38,2018/10/8 11:38,,2018/10/8 11:19,0:05:48,0:17:24,,00,05,,,,
-,-,11,2018/10/8 11:23,1588,乗客アプリ（目的地から）,1983,858,5,3,,2018/10/8 11:32,2018/10/8 11:39,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/8 11:33,2018/10/8 11:33,2018/10/8 11:50,2018/10/8 11:50,,2018/10/8 11:23,0:07:27,0:22:21,,00,08,,,,
-,-,11,2018/10/8 11:25,1589,乗客アプリ（地図から）,1647,1216,6,2,,2018/10/8 11:30,2018/10/8 11:43,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/10/8 11:35,2018/10/8 11:35,2018/10/8 11:53,2018/10/8 11:57,,2018/10/8 11:25,0:13:43,0:27:26,,00,05,,,,
-,-,11,2018/10/8 11:25,1590,街角設置端末（地図から）,0,492,9,4,,2018/10/8 11:34,2018/10/8 11:45,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443863 139.64702,ローズホテル横浜,2018/10/8 11:37,2018/10/8 11:37,2018/10/8 11:53,2018/10/8 11:53,,2018/10/8 11:25,0:11:21,0:45:24,,00,08,,,,
-,-,11,2018/10/8 11:42,1594,街角設置端末（店舗から）,0,1132,7,3,,2018/10/8 11:48,2018/10/8 11:56,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜,2018/10/8 11:50,2018/10/8 11:50,2018/10/8 12:06,2018/10/8 12:06,,2018/10/8 11:42,0:07:34,0:22:42,,00,06,,,,
-,-,11,2018/10/8 11:45,1595,街角設置端末（店舗から）,0,797,10,4,,2018/10/8 11:54,2018/10/8 12:00,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/8 12:02,2018/10/8 12:02,2018/10/8 12:19,2018/10/8 12:19,,2018/10/8 11:45,0:05:47,0:23:08,,00,09,,,,
-,-,11,2018/10/8 11:46,1597,乗客アプリ（目的地から）,1638,1107,5,2,,2018/10/8 11:53,2018/10/8 12:14,35.450681 139.632446,横浜桜木町ワシントンホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/8 11:59,2018/10/8 11:59,2018/10/8 12:16,2018/10/8 12:25,,2018/10/8 11:46,0:20:04,0:40:08,,00,07,,,,
-,-,11,2018/10/8 11:57,1600,街角設置端末（店舗から）,0,919,7,2,,2018/10/8 12:02,2018/10/8 12:09,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/8 12:03,2018/10/8 12:03,2018/10/8 12:19,2018/10/8 12:19,,2018/10/8 11:57,0:07:32,0:15:04,,00,05,,,,
-,☆,11,2018/10/8 11:01,1579,乗客アプリ（地図から）,1752,1212,1,2,2018/10/8 11:02,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/8 11:13,,2018/10/8 11:27,,,2018/10/8 11:01,,,,00,11,,,,
-,☆,11,2018/10/8 11:28,1592,乗客アプリ（簡単予約）,1638,922,6,2,2018/10/8 11:35,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/8 11:32,,2018/10/8 11:52,,,2018/10/8 11:28,,,,00,07,,,,
★,☆,11,2018/10/8 11:30,1593,乗客アプリ（地図から）,1694,831,4,2,2018/10/8 11:58,,,35.445857 139.647636,ホテルモントレ横浜,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/8 11:45,,2018/10/8 11:59,,2018/10/8 11:45,2018/10/8 11:45,,,,00,13,,,,
-,☆,11,2018/10/8 11:45,1596,街角設置端末（地図から）,0,1193,8,1,2018/10/8 12:04,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/8 11:56,,2018/10/8 12:07,,,2018/10/8 11:45,,,,00,19,,,,
-,☆,11,2018/10/8 11:50,1599,乗客アプリ（地図から）,1440,404,6,2,2018/10/8 11:51,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/8 12:11,,2018/10/8 12:20,,,2018/10/8 11:50,,,,00,20,,,,
★,-,12,2018/10/8 11:25,1591,街角設置端末（地図から）,0,360,8,1,,2018/10/8 12:11,2018/10/8 12:20,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 12:10,2018/10/8 12:10,2018/10/8 12:35,2018/10/8 12:35,2018/10/8 12:10,2018/10/8 12:10,0:08:23,0:08:23,231,01,01,04,03,,
★,-,12,2018/10/8 11:48,1598,乗客アプリ（目的地から）,2062,825,5,1,,2018/10/8 12:07,2018/10/8 12:13,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/8 12:13,2018/10/8 12:13,2018/10/8 12:24,2018/10/8 12:24,2018/10/8 12:10,2018/10/8 12:10,0:06:38,0:06:38,,00,00,,,,
★,-,11,2018/10/8 11:48,1598,乗客アプリ（目的地から）,2062,825,5,1,,2018/10/8 12:07,2018/10/8 12:13,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/8 12:13,2018/10/8 12:13,2018/10/8 12:24,2018/10/8 12:24,2018/10/8 12:10,2018/10/8 12:10,0:06:38,0:06:38,,00,00,,,,
-,-,12,2018/10/8 12:02,1601,乗客アプリ（目的地から）,985,434,1,1,,2018/10/8 12:10,2018/10/8 12:22,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/8 12:16,2018/10/8 12:16,2018/10/8 12:40,2018/10/8 12:40,,2018/10/8 12:02,0:11:43,0:11:43,,00,07,,,,
-,-,12,2018/10/8 12:15,1602,乗客アプリ（目的地から）,2052,906,9,4,,2018/10/8 12:18,2018/10/8 12:27,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.441441 139.648505,横浜中華街朱雀門,2018/10/8 12:17,2018/10/8 12:17,2018/10/8 12:36,2018/10/8 12:36,,2018/10/8 12:15,0:09:06,0:36:24,,00,02,,,,
-,-,12,2018/10/8 12:20,1603,街角設置端末（地図から）,0,995,10,1,,2018/10/8 12:28,2018/10/8 12:39,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/8 12:29,2018/10/8 12:29,2018/10/8 12:42,2018/10/8 12:41,,2018/10/8 12:20,0:10:57,0:10:57,,00,08,,,,
-,-,12,2018/10/8 12:26,1604,街角設置端末（店舗から）,0,303,2,1,,2018/10/8 12:30,2018/10/8 12:43,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.441441 139.648505,横浜中華街朱雀門,2018/10/8 12:33,2018/10/8 12:33,2018/10/8 12:50,2018/10/8 12:50,,2018/10/8 12:26,0:13:32,0:13:32,,00,03,,,,
-,-,12,2018/10/8 12:35,1605,街角設置端末（店舗から）,0,1277,8,2,,2018/10/8 12:38,2018/10/8 12:45,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/8 12:39,2018/10/8 12:39,2018/10/8 12:54,2018/10/8 12:54,,2018/10/8 12:35,0:07:54,0:15:48,,00,02,,,,
-,-,12,2018/10/8 12:36,1606,乗客アプリ（目的地から）,988,1168,9,4,,2018/10/8 12:43,2018/10/8 12:53,35.447541 139.644914,シルク博物館,35.454389 139.630904,横浜ランドマークタワー,2018/10/8 12:40,2018/10/8 12:40,2018/10/8 12:59,2018/10/8 12:59,,2018/10/8 12:36,0:09:27,0:37:48,,03,07,,,,
★,-,12,2018/10/8 12:37,1609,乗客アプリ（目的地から）,2046,880,3,2,,2018/10/8 12:52,2018/10/8 12:58,35.450681 139.632446,横浜桜木町ワシントンホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/8 12:50,2018/10/8 12:50,2018/10/8 13:06,2018/10/8 13:06,2018/10/8 12:50,2018/10/8 12:50,0:06:34,0:13:08,,02,02,,,,
-,-,12,2018/10/8 12:42,1610,街角設置端末（店舗から）,0,1155,1,2,,2018/10/8 12:46,2018/10/8 13:02,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/8 12:45,2018/10/8 12:45,2018/10/8 13:00,2018/10/8 13:05,,2018/10/8 12:42,0:15:39,0:31:18,,01,04,,,,
-,-,12,2018/10/8 12:43,1611,乗客アプリ（地図から）,2060,391,2,3,,2018/10/8 12:47,2018/10/8 12:55,35.443863 139.64702,ローズホテル横浜,35.454389 139.630904,横浜ランドマークタワー,2018/10/8 12:47,2018/10/8 12:47,2018/10/8 13:07,2018/10/8 13:07,,2018/10/8 12:43,0:08:43,0:26:09,,00,03,,,,
-,-,12,2018/10/8 12:50,1612,乗客アプリ（地図から）,985,1123,1,1,,2018/10/8 12:58,2018/10/8 13:11,35.445857 139.647636,ホテルモントレ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/8 12:59,2018/10/8 12:59,2018/10/8 13:15,2018/10/8 13:15,,2018/10/8 12:50,0:12:42,0:12:42,,00,08,,,,
-,☆,12,2018/10/8 12:36,1607,街角設置端末（地図から）,0,826,10,2,2018/10/8 12:41,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/8 12:54,,2018/10/8 13:08,,,2018/10/8 12:36,,,,00,17,,,,
★,☆,12,2018/10/8 12:37,1608,乗客アプリ（目的地から）,2046,889,3,1,2018/10/8 12:37,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/8 12:50,,2018/10/8 13:05,,2018/10/8 12:50,2018/10/8 12:50,,,,00,00,,,,
-,-,13,2018/10/8 12:53,1613,乗客アプリ（地図から）,1647,836,3,2,,2018/10/8 13:02,2018/10/8 13:10,35.443704 139.651332,ホテルメルパルク横浜,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/8 13:06,2018/10/8 13:06,2018/10/8 13:27,2018/10/8 13:27,,2018/10/8 12:53,0:07:45,0:15:30,295,00,08,04,04,,
-,-,13,2018/10/8 13:15,1616,乗客アプリ（目的地から）,2072,424,10,2,,2018/10/8 13:19,2018/10/8 13:28,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.453715 139.638133,横浜ワールドポーターズ,2018/10/8 13:18,2018/10/8 13:18,2018/10/8 13:35,2018/10/8 13:35,,2018/10/8 13:15,0:09:06,0:18:12,,00,03,,,,
-,-,13,2018/10/8 13:16,1617,乗客アプリ（地図から）,2074,1263,5,1,,2018/10/8 13:23,2018/10/8 13:37,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/8 13:25,2018/10/8 13:25,2018/10/8 14:03,2018/10/8 14:03,,2018/10/8 13:16,0:14:08,0:14:08,,00,06,,,,
-,-,13,2018/10/8 13:17,1619,乗客アプリ（地図から）,2075,1250,3,1,,2018/10/8 13:23,2018/10/8 13:37,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/8 13:25,2018/10/8 13:25,2018/10/8 13:48,2018/10/8 13:48,,2018/10/8 13:17,0:13:57,0:13:57,,00,06,,,,
