,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
-,-,13,2018/10/8 13:18,1620,街角設置端末（店舗から）,0,973,6,2,,2018/10/8 13:22,2018/10/8 13:32,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/8 13:24,2018/10/8 13:24,2018/10/8 13:44,2018/10/8 13:44,,2018/10/8 13:18,0:09:12,0:18:24,,00,04,,,,
-,-,13,2018/10/8 13:29,1623,街角設置端末（地図から）,0,1116,2,2,,2018/10/8 13:34,2018/10/8 13:40,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 13:35,2018/10/8 13:35,2018/10/8 13:48,2018/10/8 13:48,,2018/10/8 13:29,0:05:26,0:10:52,,00,05,,,,
-,-,13,2018/10/8 13:29,1624,乗客アプリ（地図から）,985,1252,6,1,,2018/10/8 13:33,2018/10/8 13:42,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/8 13:37,2018/10/8 13:37,2018/10/8 13:50,2018/10/8 13:50,,2018/10/8 13:29,0:09:09,0:09:09,,00,03,,,,
-,-,13,2018/10/8 13:32,1626,街角設置端末（地図から）,0,1104,7,2,,2018/10/8 13:40,2018/10/8 13:53,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 13:42,2018/10/8 13:42,2018/10/8 13:56,2018/10/8 14:07,,2018/10/8 13:32,0:13:14,0:26:28,,00,07,,,,
-,-,13,2018/10/8 13:32,1627,街角設置端末（店舗から）,0,366,1,2,,2018/10/8 13:42,2018/10/8 13:48,35.45435 139.631762,横浜ロイヤルパークホテル,35.445783 139.642958,横浜情報文化センター,2018/10/8 13:41,2018/10/8 13:41,2018/10/8 13:56,2018/10/8 13:56,,2018/10/8 13:32,0:06:09,0:12:18,,00,09,,,,
-,-,13,2018/10/8 13:41,1628,乗客アプリ（目的地から）,1740,323,7,1,,2018/10/8 13:45,2018/10/8 13:53,35.450681 139.632446,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 13:51,2018/10/8 13:51,2018/10/8 14:06,2018/10/8 14:06,,2018/10/8 13:41,0:07:52,0:07:52,,00,04,,,,
-,-,13,2018/10/8 13:44,1630,乗客アプリ（簡単予約）,1990,337,3,1,,2018/10/8 13:47,2018/10/8 13:58,35.443863 139.64702,ローズホテル横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/8 13:48,2018/10/8 13:49,2018/10/8 14:03,2018/10/8 14:04,,2018/10/8 13:44,0:10:49,0:10:49,,00,03,,,,
★,-,13,2018/10/8 13:44,1631,乗客アプリ（目的地から）,1993,809,3,1,,2018/10/8 13:47,2018/10/8 13:58,35.443863 139.64702,ローズホテル横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/8 13:48,2018/10/8 13:48,2018/10/8 14:04,2018/10/8 14:04,2018/10/8 13:48,2018/10/8 13:48,0:10:56,0:10:56,,00,00,,,,
-,-,13,2018/10/8 13:50,1632,乗客アプリ（地図から）,2021,370,6,3,,2018/10/8 13:56,2018/10/8 14:17,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/8 13:55,2018/10/8 13:55,2018/10/8 14:20,2018/10/8 14:20,,2018/10/8 13:50,0:21:29,1:04:27,,00,05,,,,
-,-,13,2018/10/8 13:55,1634,街角設置端末（地図から）,0,944,5,2,,2018/10/8 13:56,2018/10/8 14:04,35.45435 139.631762,横浜ロイヤルパークホテル,35.443908 139.635249,イセザキ・モール,2018/10/8 13:56,2018/10/8 13:56,2018/10/8 14:10,2018/10/8 14:10,,2018/10/8 13:55,0:07:29,0:14:58,,00,01,,,,
-,-,13,2018/10/8 13:55,1635,乗客アプリ（地図から）,1694,1141,3,2,,2018/10/8 13:59,2018/10/8 14:04,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/10/8 14:02,2018/10/8 14:02,2018/10/8 14:20,2018/10/8 14:20,,2018/10/8 13:55,0:04:53,0:09:46,,00,04,,,,
-,-,13,2018/10/8 13:57,1636,乗客アプリ（目的地から）,1814,1240,6,2,,2018/10/8 14:00,2018/10/8 14:08,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/8 14:07,2018/10/8 14:07,2018/10/8 14:26,2018/10/8 14:26,,2018/10/8 13:57,0:07:28,0:14:56,,00,02,,,,
-,-,13,2018/10/8 13:59,1637,乗客アプリ（目的地から）,1038,545,1,2,,2018/10/8 14:01,2018/10/8 14:12,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 14:01,2018/10/8 14:01,2018/10/8 14:14,2018/10/8 14:14,,2018/10/8 13:59,0:11:12,0:22:24,,00,01,,,,
★,☆,13,2018/10/8 8:20,1547,街角設置端末（地図から）,0,595,3,1,2018/10/8 8:20,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/10/8 13:20,,2018/10/8 13:38,,2018/10/8 13:20,2018/10/8 13:20,,,,00,00,,,,
★,☆,13,2018/10/8 10:10,1560,街角設置端末（地図から）,0,1069,5,1,2018/10/8 10:10,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 13:09,,2018/10/8 13:21,,2018/10/8 13:09,2018/10/8 13:09,,,,00,00,,,,
★,☆,13,2018/10/8 13:02,1614,乗客アプリ（目的地から）,1740,563,4,1,2018/10/8 13:40,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 13:40,,2018/10/8 13:54,,2018/10/8 13:40,2018/10/8 13:40,,,,00,00,,,,
★,☆,13,2018/10/8 13:11,1615,街角設置端末（店舗から）,0,1246,5,3,2018/10/8 13:37,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/8 13:30,,2018/10/8 13:39,,2018/10/8 13:30,2018/10/8 13:30,,,,00,07,,,,
-,☆,13,2018/10/8 13:16,1618,乗客アプリ（地図から）,2075,928,2,1,2018/10/8 13:16,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/8 13:23,,2018/10/8 13:47,,,2018/10/8 13:16,,,,00,07,,,,
-,☆,13,2018/10/8 13:30,1625,乗客アプリ（地図から）,1338,476,1,1,2018/10/8 13:31,,,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 13:41,,2018/10/8 13:54,,,2018/10/8 13:30,,,,00,10,,,,
-,☆,13,2018/10/8 13:53,1633,乗客アプリ（地図から）,985,688,4,1,2018/10/8 13:54,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/8 13:57,,2018/10/8 14:11,,,2018/10/8 13:53,,,,00,03,,,,
★,-,14,2018/10/8 13:21,1621,街角設置端末（店舗から）,0,659,10,1,,2018/10/8 14:24,2018/10/8 14:43,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 14:30,2018/10/8 14:30,2018/10/8 14:47,2018/10/8 15:03,2018/10/8 14:30,2018/10/8 14:30,0:18:15,0:18:15,296,00,00,05,03,,
★,-,14,2018/10/8 13:44,1629,乗客アプリ（地図から）,1440,1219,7,2,,2018/10/8 14:29,2018/10/8 14:37,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 14:30,2018/10/8 14:30,2018/10/8 14:46,2018/10/8 14:46,2018/10/8 14:30,2018/10/8 14:30,0:08:04,0:16:08,,00,00,,,,
-,-,14,2018/10/8 14:03,1638,乗客アプリ（目的地から）,985,1214,4,1,,2018/10/8 14:16,2018/10/8 14:21,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443863 139.64702,ローズホテル横浜,2018/10/8 14:06,2018/10/8 14:18,2018/10/8 14:16,2018/10/8 14:27,,2018/10/8 14:03,0:04:32,0:04:32,,10,13,,,,
-,-,14,2018/10/8 14:05,1639,乗客アプリ（地図から）,1570,496,5,2,,2018/10/8 14:08,2018/10/8 14:22,35.443863 139.64702,ローズホテル横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/8 14:09,2018/10/8 14:09,2018/10/8 14:34,2018/10/8 14:34,,2018/10/8 14:05,0:13:29,0:26:58,,00,03,,,,
-,-,14,2018/10/8 14:06,1640,乗客アプリ（目的地から）,1740,1166,3,1,,2018/10/8 14:12,2018/10/8 14:37,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/8 14:17,2018/10/8 14:18,2018/10/8 14:40,2018/10/8 14:47,,2018/10/8 14:06,0:24:57,0:24:57,,00,06,,,,
-,-,14,2018/10/8 14:08,1642,街角設置端末（地図から）,0,925,3,1,,2018/10/8 14:13,2018/10/8 14:28,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/8 14:18,2018/10/8 14:18,2018/10/8 14:36,2018/10/8 14:37,,2018/10/8 14:08,0:15:22,0:15:22,,00,04,,,,
-,-,14,2018/10/8 14:11,1643,街角設置端末（店舗から）,0,584,6,2,,2018/10/8 14:18,2018/10/8 14:38,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/8 14:20,2018/10/8 14:20,2018/10/8 14:36,2018/10/8 14:36,,2018/10/8 14:11,0:19:54,0:39:48,,00,07,,,,
-,-,14,2018/10/8 14:12,1645,乗客アプリ（目的地から）,1743,1207,3,1,,2018/10/8 14:16,2018/10/8 14:25,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/8 14:18,2018/10/8 14:19,2018/10/8 14:32,2018/10/8 14:32,,2018/10/8 14:12,0:09:28,0:09:28,,00,03,,,,
-,-,14,2018/10/8 14:13,1646,乗客アプリ（目的地から）,1751,576,3,1,,2018/10/8 14:16,2018/10/8 14:42,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/10/8 14:18,2018/10/8 14:18,2018/10/8 14:57,2018/10/8 14:57,,2018/10/8 14:13,0:26:00,0:26:00,,00,02,,,,
★,-,14,2018/10/8 14:15,1647,乗客アプリWeb（目的地から）,1285,1021,4,2,,2018/10/8 14:25,2018/10/8 14:34,35.443073 139.651914,横浜人形の家,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 14:35,2018/10/8 14:35,2018/10/8 14:55,2018/10/8 14:55,2018/10/8 14:35,2018/10/8 14:35,0:08:14,0:16:28,,00,00,,,,
★,-,14,2018/10/8 14:16,1648,乗客アプリ（目的地から）,2048,1129,10,3,,2018/10/8 14:29,2018/10/8 14:34,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 14:35,2018/10/8 14:35,2018/10/8 14:49,2018/10/8 14:49,2018/10/8 14:35,2018/10/8 14:35,0:05:25,0:16:15,,00,00,,,,
★,-,14,2018/10/8 14:19,1649,乗客アプリ（目的地から）,2056,698,6,1,,2018/10/8 14:29,2018/10/8 14:43,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 14:30,2018/10/8 14:30,2018/10/8 14:54,2018/10/8 14:54,2018/10/8 14:30,2018/10/8 14:30,0:13:37,0:13:37,,00,00,,,,
-,-,14,2018/10/8 14:19,1650,街角設置端末（店舗から）,0,436,2,2,,2018/10/8 14:25,2018/10/8 14:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/10/8 14:28,2018/10/8 14:28,2018/10/8 14:39,2018/10/8 14:39,,2018/10/8 14:19,0:03:43,0:07:26,,00,05,,,,
-,-,14,2018/10/8 14:49,1658,街角設置端末（地図から）,0,1257,10,1,,2018/10/8 14:56,2018/10/8 15:04,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.448676 139.635696,横浜平和プラザホテル,2018/10/8 15:00,2018/10/8 15:00,2018/10/8 15:15,2018/10/8 15:15,,2018/10/8 14:49,0:07:25,0:07:25,,00,07,,,,
-,-,14,2018/10/8 14:51,1660,乗客アプリ（簡単予約）,1990,726,6,1,,2018/10/8 14:53,2018/10/8 15:02,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 14:54,2018/10/8 14:54,2018/10/8 15:05,2018/10/8 15:06,,2018/10/8 14:51,0:08:42,0:08:42,,00,02,,,,
-,-,14,2018/10/8 14:51,1661,乗客アプリ（簡単予約）,1993,680,6,1,,2018/10/8 14:53,2018/10/8 15:02,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 14:54,2018/10/8 14:54,2018/10/8 15:05,2018/10/8 15:05,,2018/10/8 14:51,0:08:43,0:08:43,,00,02,,,,
-,-,14,2018/10/8 14:55,1662,乗客アプリ（地図から）,2021,883,5,3,,2018/10/8 15:05,2018/10/8 15:17,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/10/8 15:03,2018/10/8 15:03,2018/10/8 15:24,2018/10/8 15:24,,2018/10/8 14:55,0:12:06,0:36:18,,01,09,,,,
★,☆,14,2018/10/8 14:07,1641,乗客アプリ（目的地から）,2084,369,8,1,2018/10/8 14:32,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445783 139.642958,横浜情報文化センター,2018/10/8 14:23,,2018/10/8 14:42,,2018/10/8 14:06,2018/10/8 14:06,,,,00,,,,,※109行と同一人物と思われるため一番短い待ち時間を採用
-,☆,14,2018/10/8 14:32,1651,乗客アプリ（目的地から）,2084,772,9,1,2018/10/8 14:33,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445783 139.642958,横浜情報文化センター,2018/10/8 14:42,,2018/10/8 15:01,,,2018/10/8 14:32,,,,00,09,,,,※110行と同一人物と思われるため一番短い待ち時間を採用
★,☆,14,2018/10/8 14:35,1652,乗客アプリ（地図から）,1789,468,10,1,2018/10/8 14:35,,,35.454389 139.630904,横浜ランドマークタワー,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/8 14:42,,2018/10/8 14:44,,2018/10/8 14:40,2018/10/8 14:40,,,,00,02,,,,※113行と同一人物と思われるため一番短い待ち時間を採用
-,☆,14,2018/10/8 14:37,1653,街角設置端末（店舗から）,0,836,5,2,2018/10/8 14:49,,,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/10/8 14:47,,2018/10/8 15:07,,,2018/10/8 14:37,,,,00,11,,,,
-,☆,14,2018/10/8 14:38,1654,乗客アプリ（地図から）,1789,1199,9,1,2018/10/8 14:55,2018/10/8 14:40,,35.454389 139.630904,横浜ランドマークタワー,35.445857 139.647636,ホテルモントレ横浜,2018/10/8 14:45,2018/10/8 14:45,2018/10/8 15:01,,,2018/10/8 14:38,,,,00,,,,,※111行と同一人物と思われるため一番短い待ち時間を採用
-,☆,14,2018/10/8 14:41,1656,乗客アプリ（目的地から）,2055,453,8,4,2018/10/8 14:57,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445783 139.642958,横浜情報文化センター,2018/10/8 14:53,,2018/10/8 15:03,,,2018/10/8 14:41,,,,00,16,,,,
★,-,15,2018/10/8 14:11,1644,乗客アプリ（目的地から）,1799,1255,7,1,,2018/10/8 14:58,2018/10/8 15:12,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/8 15:00,2018/10/8 15:00,2018/10/8 15:15,2018/10/8 15:26,2018/10/8 15:00,2018/10/8 15:00,0:14:32,0:14:32,333,00,00,05,05,,
★,-,15,2018/10/8 14:44,1657,乗客アプリ（地図から）,1440,430,7,2,,2018/10/8 15:01,2018/10/8 15:08,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/8 15:05,2018/10/8 15:05,2018/10/8 15:18,2018/10/8 15:18,2018/10/8 15:05,2018/10/8 15:05,0:06:40,0:13:20,,00,00,,,,
★,-,15,2018/10/8 14:50,1659,乗客アプリ（目的地から）,2046,1162,9,2,,2018/10/8 15:27,2018/10/8 15:28,35.441441 139.648505,横浜中華街朱雀門,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 15:15,2018/10/8 15:15,2018/10/8 15:33,2018/10/8 15:34,2018/10/8 15:15,2018/10/8 15:15,0:00:21,0:00:42,,12,12,,,,
-,-,15,2018/10/8 15:02,1663,乗客アプリ（目的地から）,985,538,8,1,,2018/10/8 15:07,2018/10/8 15:17,35.443863 139.64702,ローズホテル横浜,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/8 15:06,2018/10/8 15:06,2018/10/8 15:19,2018/10/8 15:19,,2018/10/8 15:02,0:10:03,0:10:03,,00,05,,,,
-,-,15,2018/10/8 15:06,1664,乗客アプリ（地図から）,2042,413,9,2,,2018/10/8 15:15,2018/10/8 15:28,35.443863 139.64702,ローズホテル横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 15:10,2018/10/8 15:10,2018/10/8 15:33,2018/10/8 15:33,,2018/10/8 15:06,0:12:35,0:25:10,,05,09,,,,
-,-,15,2018/10/8 15:06,1665,乗客アプリ（目的地から）,2052,1283,10,4,,2018/10/8 15:11,2018/10/8 15:18,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443704 139.651332,ホテルメルパルク横浜,2018/10/8 15:14,2018/10/8 15:14,2018/10/8 15:27,2018/10/8 15:27,,2018/10/8 15:06,0:07:01,0:28:04,,00,04,,,,
-,-,15,2018/10/8 15:08,1666,街角設置端末（地図から）,0,775,6,1,,2018/10/8 15:11,2018/10/8 15:18,35.448676 139.635696,横浜平和プラザホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/8 15:12,2018/10/8 15:12,2018/10/8 15:24,2018/10/8 15:24,,2018/10/8 15:08,0:07:19,0:07:19,,00,02,,,,
-,-,15,2018/10/8 15:09,1667,乗客アプリ（地図から）,1996,572,2,1,,2018/10/8 15:12,2018/10/8 15:22,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/10/8 15:16,2018/10/8 15:16,2018/10/8 15:35,2018/10/8 15:35,,2018/10/8 15:09,0:09:20,0:09:20,,00,03,,,,
-,-,15,2018/10/8 15:10,1668,乗客アプリ（地図から）,1570,596,7,2,,2018/10/8 15:14,2018/10/8 15:22,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 15:16,2018/10/8 15:16,2018/10/8 15:32,2018/10/8 15:32,,2018/10/8 15:10,0:08:01,0:16:02,,00,03,,,,
-,-,15,2018/10/8 15:13,1669,街角設置端末（地図から）,0,365,6,1,,2018/10/8 15:19,2018/10/8 15:23,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/8 15:21,2018/10/8 15:21,2018/10/8 15:28,2018/10/8 15:28,,2018/10/8 15:13,0:04:54,0:04:54,,00,05,,,,
-,-,15,2018/10/8 15:15,1670,街角設置端末（地図から）,0,740,1,2,,2018/10/8 15:21,2018/10/8 15:28,35.445783 139.642958,横浜情報文化センター,35.443908 139.635249,イセザキ・モール,2018/10/8 15:22,2018/10/8 15:22,2018/10/8 15:33,2018/10/8 15:33,,2018/10/8 15:15,0:06:57,0:13:54,,00,06,,,,
-,-,15,2018/10/8 15:15,1671,街角設置端末（地図から）,0,680,8,2,,2018/10/8 15:31,2018/10/8 15:44,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/8 15:29,2018/10/8 15:29,2018/10/8 15:53,2018/10/8 15:53,,2018/10/8 15:15,0:13:00,0:26:00,,02,15,,,,
★,-,15,2018/10/8 15:19,1672,街角設置端末（地図から）,0,450,3,3,,2018/10/8 15:33,2018/10/8 15:39,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/8 15:35,2018/10/8 15:40,2018/10/8 15:48,2018/10/8 15:54,2018/10/8 15:20,2018/10/8 15:20,0:06:25,0:19:15,,00,13,,,,
-,-,15,2018/10/8 15:19,1673,乗客アプリ（地図から）,2088,305,7,1,,2018/10/8 15:24,2018/10/8 15:36,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/8 15:24,2018/10/8 15:24,2018/10/8 15:44,2018/10/8 15:44,,2018/10/8 15:19,0:11:13,0:11:13,,00,05,,,,
-,-,15,2018/10/8 15:30,1675,乗客アプリ（目的地から）,985,1296,6,1,,2018/10/8 15:34,2018/10/8 15:44,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.447541 139.644914,シルク博物館,2018/10/8 15:33,2018/10/8 15:33,2018/10/8 15:42,2018/10/8 15:42,,2018/10/8 15:30,0:09:32,0:09:32,,00,04,,,,
-,-,15,2018/10/8 15:31,1676,街角設置端末（店舗から）,0,1255,9,3,,2018/10/8 15:42,2018/10/8 15:46,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 15:45,2018/10/8 15:45,2018/10/8 15:58,2018/10/8 15:58,,2018/10/8 15:31,0:04:29,0:13:27,,00,10,,,,
-,-,15,2018/10/8 15:34,1677,街角設置端末（店舗から）,0,378,2,2,,2018/10/8 15:42,2018/10/8 15:44,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/8 15:42,2018/10/8 15:42,2018/10/8 16:00,2018/10/8 16:00,,2018/10/8 15:34,0:02:02,0:04:04,,00,07,,,,
★,-,15,2018/10/8 15:34,1678,乗客アプリ（地図から）,2058,919,3,1,,2018/10/8 15:41,2018/10/8 15:48,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 15:43,2018/10/8 15:44,2018/10/8 15:56,2018/10/8 15:57,2018/10/8 15:40,2018/10/8 15:40,0:06:25,0:06:25,,00,01,,,,
★,-,15,2018/10/8 15:34,1679,乗客アプリ（地図から）,2053,638,3,1,,2018/10/8 15:41,2018/10/8 15:48,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 15:43,2018/10/8 15:43,2018/10/8 15:56,2018/10/8 15:56,2018/10/8 15:40,2018/10/8 15:40,0:06:12,0:06:12,,00,01,,,,
-,-,15,2018/10/8 15:45,1680,街角設置端末（地図から）,0,1294,2,2,,2018/10/8 15:45,2018/10/8 16:11,35.443704 139.651332,ホテルメルパルク横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/8 15:48,2018/10/8 15:48,2018/10/8 16:09,2018/10/8 16:21,,2018/10/8 15:45,0:25:29,0:50:58,,00,00,,,,
-,-,15,2018/10/8 15:48,1681,乗客アプリ（目的地から）,1814,348,5,2,,2018/10/8 15:52,2018/10/8 16:01,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/10/8 15:51,2018/10/8 15:51,2018/10/8 16:07,2018/10/8 16:07,,2018/10/8 15:48,0:09:19,0:18:38,,00,03,,,,
-,-,15,2018/10/8 15:50,1682,街角設置端末（地図から）,0,789,2,2,,2018/10/8 15:55,2018/10/8 16:03,35.447541 139.644914,シルク博物館,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/8 15:54,2018/10/8 15:54,2018/10/8 16:07,2018/10/8 16:07,,2018/10/8 15:50,0:07:14,0:14:28,,01,05,,,,
-,-,15,2018/10/8 15:56,1683,街角設置端末（地図から）,0,654,5,1,,2018/10/8 16:08,2018/10/8 16:18,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/10/8 16:03,2018/10/8 16:03,2018/10/8 16:33,2018/10/8 16:33,,2018/10/8 15:56,0:09:54,0:09:54,,05,12,,,,
★,☆,15,2018/10/8 14:39,1655,乗客アプリ（地図から）,1440,558,6,2,2018/10/8 14:43,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/8 15:15,,2018/10/8 15:29,,2018/10/8 15:15,2018/10/8 15:15,,,,00,00,,,,
-,☆,15,2018/10/8 15:24,1674,街角設置端末（店舗から）,0,849,3,3,2018/10/8 15:25,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/8 15:30,,2018/10/8 15:40,,,2018/10/8 15:24,,,,00,06,,,,
★,-,16,2018/10/8 15:57,1684,乗客アプリ（地図から）,2024,1080,4,2,,2018/10/8 16:01,2018/10/8 16:08,35.450681 139.632446,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/8 16:03,2018/10/8 16:03,2018/10/8 16:14,2018/10/8 16:14,2018/10/8 16:00,2018/10/8 16:00,0:07:18,0:14:36,289,00,01,04,04,,
-,-,16,2018/10/8 16:04,1685,街角設置端末（地図から）,0,860,10,1,,2018/10/8 16:08,2018/10/8 16:19,35.454389 139.630904,横浜ランドマークタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/8 16:09,2018/10/8 16:09,2018/10/8 16:30,2018/10/8 16:30,,2018/10/8 16:04,0:11:01,0:11:01,,00,03,,,,
-,-,16,2018/10/8 16:06,1686,街角設置端末（店舗から）,0,1082,9,2,,2018/10/8 16:09,2018/10/8 16:16,35.445857 139.647636,ホテルモントレ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/10/8 16:10,2018/10/8 16:10,2018/10/8 16:29,2018/10/8 16:29,,2018/10/8 16:06,0:06:10,0:12:20,,00,03,,,,
-,-,16,2018/10/8 16:10,1687,街角設置端末（店舗から）,0,466,6,1,,2018/10/8 16:15,2018/10/8 16:28,35.443704 139.651332,ホテルメルパルク横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/8 16:20,2018/10/8 16:20,2018/10/8 16:36,2018/10/8 16:36,,2018/10/8 16:10,0:12:36,0:12:36,,00,04,,,,
