,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
-,-,10,2018/10/16 10:36,3655,街角設置端末（店舗から）,0,556,7,2,,2018/10/16 10:43,2018/10/16 10:58,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/10/16 10:42,2018/10/16 10:42,2018/10/16 11:02,2018/10/16 11:02,,2018/10/16 10:36,0:15:29,0:30:58,,00,06,,,,
-,-,10,2018/10/16 10:36,3656,乗客アプリ（地図から）,2314,721,9,1,,2018/10/16 10:43,2018/10/16 10:50,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/16 10:42,2018/10/16 10:42,2018/10/16 10:56,2018/10/16 10:56,,2018/10/16 10:36,0:06:58,0:06:58,,00,06,,,,
★,-,10,2018/10/16 10:39,3657,乗客アプリ（地図から）,2959,1217,10,3,,2018/10/16 12:03,2018/10/16 12:09,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/16 12:05,2018/10/16 12:05,2018/10/16 12:19,2018/10/16 12:19,2018/10/16 12:05,2018/10/16 12:05,0:06:16,0:18:48,,00,00,,,,
-,-,10,2018/10/16 10:45,3658,街角設置端末（地図から）,0,893,7,2,,2018/10/16 10:50,2018/10/16 11:01,35.450447 139.635947,みなとみらい線　馬車道駅,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/16 10:54,2018/10/16 10:54,2018/10/16 11:14,2018/10/16 11:14,,2018/10/16 10:45,0:10:33,0:21:06,,00,04,,,,
-,-,10,2018/10/16 10:46,3659,乗客アプリ（目的地から）,2892,1145,3,2,,2018/10/16 10:49,2018/10/16 10:58,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/10/16 10:49,2018/10/16 10:49,2018/10/16 11:09,2018/10/16 11:09,,2018/10/16 10:46,0:09:24,0:18:48,,00,02,,,,
-,-,10,2018/10/16 10:48,3660,街角設置端末（店舗から）,0,1096,1,2,,2018/10/16 10:52,2018/10/16 11:00,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/16 10:51,2018/10/16 10:51,2018/10/16 11:09,2018/10/16 11:09,,2018/10/16 10:48,0:07:40,0:15:20,,01,04,,,,
★,-,10,2018/10/16 10:48,3661,街角設置端末（店舗から）,0,989,10,1,,2018/10/16 11:02,2018/10/16 11:07,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/16 11:02,2018/10/16 11:02,2018/10/16 11:11,2018/10/16 11:11,2018/10/16 11:02,2018/10/16 11:02,0:04:57,0:04:57,,00,00,,,,
★,-,10,2018/10/16 10:49,3662,街角設置端末（地図から）,0,514,1,1,,2018/10/16 13:15,2018/10/16 13:21,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/10/16 13:10,2018/10/16 13:12,2018/10/16 13:18,2018/10/16 13:20,2018/10/16 13:10,2018/10/16 13:10,0:05:39,0:05:39,,05,05,,,,
-,-,10,2018/10/16 10:50,3664,街角設置端末（店舗から）,0,933,2,1,,2018/10/16 10:54,2018/10/16 11:17,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/16 10:56,2018/10/16 10:56,2018/10/16 11:06,2018/10/16 11:06,,2018/10/16 10:50,0:23:04,0:23:04,,00,04,,,,
-,-,10,2018/10/16 10:53,3665,街角設置端末（地図から）,0,1121,8,3,,2018/10/16 10:58,2018/10/16 11:02,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/16 11:01,2018/10/16 11:01,2018/10/16 11:11,2018/10/16 11:11,,2018/10/16 10:53,0:03:53,0:11:39,,00,05,,,,
-,-,10,2018/10/16 10:58,3666,乗客アプリ（目的地から）,2801,841,4,1,,2018/10/16 11:04,2018/10/16 11:08,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/10/16 11:06,2018/10/16 11:06,2018/10/16 11:14,2018/10/16 11:14,,2018/10/16 10:58,0:03:35,0:03:35,,00,05,,,,
-,-,10,2018/10/16 10:59,3667,乗客アプリ（地図から）,1958,795,5,1,,2018/10/16 11:05,2018/10/16 11:13,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/16 11:11,2018/10/16 11:11,2018/10/16 11:24,2018/10/16 11:24,,2018/10/16 10:59,0:08:24,0:08:24,,00,06,,,,
-,-,10,2018/10/16 10:59,3668,街角設置端末（地図から）,0,383,8,2,,2018/10/16 11:09,2018/10/16 11:14,35.450447 139.635947,みなとみらい線　馬車道駅,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/16 11:05,2018/10/16 11:05,2018/10/16 11:17,2018/10/16 11:17,,2018/10/16 10:59,0:05:01,0:10:02,,04,09,,,,
★,☆,10,2018/10/16 8:12,3642,乗客アプリ（地図から）,2215,1185,6,1,2018/10/16 16:07,,,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/16 17:10,,2018/10/16 17:21,,2018/10/16 17:10,2018/10/16 17:10,0:00:00,0:00:00,,00,00,,,,
★,☆,10,2018/10/16 10:05,3648,乗客アプリ（目的地から）,2957,371,1,1,2018/10/16 13:36,,,35.441441 139.648505,横浜中華街朱雀門,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/16 13:30,,2018/10/16 13:44,,2018/10/16 13:30,2018/10/16 13:30,0:00:00,0:00:00,,00,05,,,,
-,☆,10,2018/10/16 10:10,3650,乗客アプリ（目的地から）,985,574,3,1,2018/10/16 10:10,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/16 10:11,,2018/10/16 10:23,,,2018/10/16 10:10,0:00:00,0:00:00,,00,01,,,,
-,☆,10,2018/10/16 10:49,3663,街角設置端末（地図から）,0,772,5,3,2018/10/16 10:49,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/16 10:53,,2018/10/16 11:03,,,2018/10/16 10:49,0:00:00,0:00:00,,00,04,,,,
-,-,11,2018/10/16 11:01,3669,乗客アプリ（目的地から）,2562,315,7,1,,2018/10/16 11:04,2018/10/16 11:08,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/16 11:06,2018/10/16 11:06,2018/10/16 11:20,2018/10/16 11:20,,2018/10/16 11:01,0:03:44,0:03:44,260,00,03,07,05,,
-,-,11,2018/10/16 11:04,3670,乗客アプリ（地図から）,2967,492,9,1,,2018/10/16 11:15,2018/10/16 11:54,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/16 11:13,2018/10/16 11:16,2018/10/16 11:30,2018/10/16 11:41,,2018/10/16 11:04,0:39:43,0:39:43,,01,11,,,,
-,-,11,2018/10/16 11:04,3671,街角設置端末（地図から）,0,790,9,1,,2018/10/16 11:54,2018/10/16 11:54,35.456605 139.635327,横浜ベイホテル東急,35.448676 139.635696,横浜平和プラザホテル,2018/10/16 11:13,2018/10/16 11:15,2018/10/16 11:25,2018/10/16 11:34,,2018/10/16 11:04,0:00:23,0:00:23,,40,50,,,,
-,-,11,2018/10/16 11:09,3674,街角設置端末（店舗から）,0,590,1,1,,2018/10/16 11:20,2018/10/16 11:24,35.443073 139.651914,横浜人形の家,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/16 11:14,2018/10/16 11:14,2018/10/16 11:21,2018/10/16 11:21,,2018/10/16 11:09,0:04:40,0:04:40,,05,10,,,,
-,-,11,2018/10/16 11:11,3675,乗客アプリ（地図から）,2314,591,3,1,,2018/10/16 11:18,2018/10/16 11:26,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.454389 139.630904,横浜ランドマークタワー,2018/10/16 11:20,2018/10/16 11:20,2018/10/16 11:31,2018/10/16 11:36,,2018/10/16 11:11,0:07:41,0:07:41,,00,07,,,,
★,-,11,2018/10/16 11:12,3676,乗客アプリ（地図から）,2953,1029,1,1,,2018/10/16 12:00,2018/10/16 12:06,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/16 12:03,2018/10/16 12:03,2018/10/16 12:13,2018/10/16 12:13,2018/10/16 11:55,2018/10/16 11:55,0:06:13,0:06:13,,00,05,,,,
-,-,11,2018/10/16 11:13,3677,街角設置端末（店舗から）,0,900,4,2,,2018/10/16 11:18,2018/10/16 11:23,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/16 11:14,2018/10/16 11:14,2018/10/16 11:26,2018/10/16 11:26,,2018/10/16 11:13,0:05:22,0:10:44,,03,04,,,,
-,-,11,2018/10/16 11:13,3678,街角設置端末（店舗から）,0,311,7,1,,2018/10/16 11:19,2018/10/16 11:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/16 11:23,2018/10/16 11:23,2018/10/16 11:38,2018/10/16 11:38,,2018/10/16 11:13,0:10:05,0:10:05,,00,06,,,,
-,-,11,2018/10/16 11:16,3679,街角設置端末（店舗から）,0,506,3,1,,2018/10/16 11:20,2018/10/16 11:29,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/16 11:23,2018/10/16 11:23,2018/10/16 11:40,2018/10/16 11:40,,2018/10/16 11:16,0:09:20,0:09:20,,00,04,,,,
★,-,11,2018/10/16 11:22,3681,乗客アプリ（簡単予約）,1853,347,8,1,,2018/10/16 11:41,2018/10/16 12:04,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/16 11:35,2018/10/16 11:44,2018/10/16 11:59,2018/10/16 12:12,2018/10/16 11:22,2018/10/16 11:22,0:23:20,0:23:20,,05,18,,,,
-,-,11,2018/10/16 11:24,3682,乗客アプリ（目的地から）,985,789,7,1,,2018/10/16 11:26,2018/10/16 11:29,35.450447 139.635947,みなとみらい線　馬車道駅,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/16 11:30,2018/10/16 11:30,2018/10/16 11:36,2018/10/16 11:36,,2018/10/16 11:24,0:03:00,0:03:00,,00,01,,,,
★,-,11,2018/10/16 11:27,3683,乗客アプリ（地図から）,1958,558,4,1,,2018/10/16 11:36,2018/10/16 11:49,35.441002 139.650809,横浜元町ショッピングストリート,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/16 11:40,2018/10/16 11:40,2018/10/16 12:09,2018/10/16 12:09,2018/10/16 11:40,2018/10/16 11:40,0:12:42,0:12:42,,00,00,,,,
★,-,11,2018/10/16 11:35,3687,乗客アプリ（地図から）,2163,870,7,2,,2018/10/16 12:34,2018/10/16 12:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/16 12:35,2018/10/16 12:35,2018/10/16 12:55,2018/10/16 12:55,2018/10/16 12:35,2018/10/16 12:35,0:08:05,0:16:10,,00,00,,,,
-,-,11,2018/10/16 11:41,3690,乗客アプリ（地図から）,2361,559,8,4,,2018/10/16 11:54,2018/10/16 12:09,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/16 11:48,2018/10/16 11:48,2018/10/16 12:22,2018/10/16 12:22,,2018/10/16 11:41,0:15:05,1:00:20,,05,12,,,,
-,-,11,2018/10/16 11:46,3691,街角設置端末（店舗から）,0,928,6,1,,2018/10/16 11:49,2018/10/16 11:56,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/16 11:48,2018/10/16 11:48,2018/10/16 11:57,2018/10/16 11:57,,2018/10/16 11:46,0:06:43,0:06:43,,01,03,,,,
-,-,11,2018/10/16 11:51,3693,乗客アプリ（地図から）,2964,746,5,3,,2018/10/16 12:01,2018/10/16 12:07,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/10/16 12:04,2018/10/16 12:04,2018/10/16 12:20,2018/10/16 12:20,,2018/10/16 11:51,0:06:03,0:18:09,,00,10,,,,
★,-,11,2018/10/16 11:53,3694,乗客アプリ（簡単予約）,2554,1106,4,1,,2018/10/16 17:38,2018/10/16 17:50,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/16 17:40,2018/10/16 17:40,2018/10/16 17:59,2018/10/16 18:01,2018/10/16 17:40,2018/10/16 17:40,0:12:28,0:12:28,,00,00,,,,
★,-,11,2018/10/16 11:56,3695,乗客アプリ（地図から）,1478,1257,4,1,,2018/10/16 13:13,2018/10/16 13:20,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/16 13:15,2018/10/16 13:15,2018/10/16 13:29,2018/10/16 13:29,2018/10/16 13:15,2018/10/16 13:15,0:07:01,0:07:01,,00,00,,,,
-,-,11,2018/10/16 11:57,3696,乗客アプリ（地図から）,2969,1239,6,1,,2018/10/16 12:00,2018/10/16 12:09,35.448676 139.635696,横浜平和プラザホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/16 11:59,2018/10/16 11:59,2018/10/16 12:15,2018/10/16 12:15,,2018/10/16 11:57,0:08:09,0:08:09,,01,03,,,,
-,☆,11,2018/10/16 11:05,3672,街角設置端末（店舗から）,0,787,10,1,2018/10/16 11:09,,,35.443073 139.651914,横浜人形の家,35.447541 139.644914,シルク博物館,2018/10/16 11:14,,2018/10/16 11:23,,,2018/10/16 11:05,0:00:00,0:00:00,,00,08,,,,
-,☆,11,2018/10/16 11:08,3673,乗客アプリ（地図から）,1310,1093,9,1,2018/10/16 11:18,,,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/16 11:16,,2018/10/16 11:28,,,2018/10/16 11:08,0:00:00,0:00:00,,00,10,,,,
-,☆,11,2018/10/16 11:18,3680,街角設置端末（地図から）,0,565,8,1,2018/10/16 11:19,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/16 11:22,,2018/10/16 11:33,,,2018/10/16 11:18,0:00:00,0:00:00,,00,04,,,,
-,☆,11,2018/10/16 11:31,3684,乗客アプリ（目的地から）,1952,585,10,1,2018/10/16 11:40,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.447541 139.644914,シルク博物館,2018/10/16 11:40,,2018/10/16 11:48,,,2018/10/16 11:31,0:00:00,0:00:00,,00,08,,,,
★,☆,11,2018/10/16 11:32,3685,乗客アプリ（地図から）,2163,815,4,2,2018/10/16 11:33,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/16 12:52,,2018/10/16 13:12,,2018/10/16 12:45,2018/10/16 12:45,0:00:00,0:00:00,,00,,,,,※53行と同一人物と思われるため一番短いものを採用
★,☆,11,2018/10/16 11:33,3686,乗客アプリ（地図から）,2163,381,7,2,2018/10/16 11:35,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/16 12:30,,2018/10/16 12:50,,2018/10/16 12:30,2018/10/16 12:30,0:00:00,0:00:00,,00,00,,,,※52行と同一人物と思われるため一番短いものを採用
★,☆,11,2018/10/16 11:39,3688,乗客アプリ（目的地から）,974,555,8,1,2018/10/16 11:40,,,35.443704 139.651332,ホテルメルパルク横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/16 19:45,,2018/10/16 19:56,,2018/10/16 19:39,2018/10/16 19:39,0:00:00,0:00:00,,00,,,,,※55行と同一人物と思われるため一番短いものを採用
★,☆,11,2018/10/16 11:40,3689,乗客アプリ（目的地から）,974,1300,3,1,2018/10/16 11:41,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/16 20:40,,2018/10/16 20:49,,2018/10/16 20:40,2018/10/16 20:40,0:00:00,0:00:00,,00,00,,,,※54行と同一人物と思われるため一番短いものを採用
-,☆,11,2018/10/16 11:50,3692,乗客アプリ（地図から）,2964,592,10,3,2018/10/16 11:50,,,35.441441 139.648505,横浜中華街朱雀門,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/16 11:56,,2018/10/16 12:31,,,2018/10/16 11:50,0:00:00,0:00:00,,00,05,,,,
-,-,12,2018/10/16 12:08,3698,街角設置端末（店舗から）,0,571,6,2,,2018/10/16 12:12,2018/10/16 12:21,35.443704 139.651332,ホテルメルパルク横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/16 12:17,2018/10/16 12:17,2018/10/16 12:34,2018/10/16 12:34,,2018/10/16 12:08,0:08:53,0:17:46,322,00,04,04,04,,
-,-,12,2018/10/16 12:08,3699,乗客アプリ（簡単予約）,2867,1223,1,1,,2018/10/16 12:16,2018/10/16 12:24,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/16 12:16,2018/10/16 12:17,2018/10/16 12:31,2018/10/16 12:33,,2018/10/16 12:08,0:08:43,0:08:43,,00,07,,,,
-,-,12,2018/10/16 12:09,3700,乗客アプリ（目的地から）,1952,948,5,1,,2018/10/16 12:13,2018/10/16 12:16,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.447541 139.644914,シルク博物館,2018/10/16 12:14,2018/10/16 12:14,2018/10/16 12:21,2018/10/16 12:21,,2018/10/16 12:09,0:03:40,0:03:40,,00,03,,,,
-,-,12,2018/10/16 12:11,3701,乗客アプリ（地図から）,985,801,10,1,,2018/10/16 12:16,2018/10/16 12:18,35.450681 139.632446,横浜桜木町ワシントンホテル,35.448676 139.635696,横浜平和プラザホテル,2018/10/16 12:16,2018/10/16 12:16,2018/10/16 12:23,2018/10/16 12:23,,2018/10/16 12:11,0:02:36,0:02:36,,00,04,,,,
★,-,12,2018/10/16 12:12,3702,乗客アプリ（地図から）,2959,1017,1,3,,2018/10/16 12:42,2018/10/16 12:49,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/10/16 12:48,2018/10/16 12:48,2018/10/16 13:01,2018/10/16 13:01,2018/10/16 12:48,2018/10/16 12:48,0:07:53,0:23:39,,00,00,,,,
-,-,12,2018/10/16 12:13,3703,乗客アプリ（地図から）,2892,653,9,2,,2018/10/16 12:23,2018/10/16 12:31,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/16 12:22,2018/10/16 12:22,2018/10/16 12:40,2018/10/16 12:40,,2018/10/16 12:13,0:07:25,0:14:50,,01,10,,,,
-,-,12,2018/10/16 12:18,3704,街角設置端末（店舗から）,0,1291,8,1,,2018/10/16 12:24,2018/10/16 12:37,35.454389 139.630904,横浜ランドマークタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/16 12:24,2018/10/16 12:25,2018/10/16 12:35,2018/10/16 12:43,,2018/10/16 12:18,0:13:31,0:13:31,,00,06,,,,
-,-,12,2018/10/16 12:19,3705,乗客アプリ（地図から）,1310,649,8,1,,2018/10/16 12:24,2018/10/16 12:30,35.454389 139.630904,横浜ランドマークタワー,35.448676 139.635696,横浜平和プラザホテル,2018/10/16 12:25,2018/10/16 12:25,2018/10/16 12:34,2018/10/16 12:35,,2018/10/16 12:19,0:06:09,0:06:09,,00,04,,,,
-,-,12,2018/10/16 12:20,3707,街角設置端末（地図から）,0,375,2,4,,2018/10/16 12:26,2018/10/16 12:34,35.443704 139.651332,ホテルメルパルク横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/16 12:30,2018/10/16 12:30,2018/10/16 12:43,2018/10/16 12:43,,2018/10/16 12:20,0:07:27,0:29:48,,00,06,,,,
-,-,12,2018/10/16 12:22,3708,乗客アプリ（地図から）,985,1251,8,1,,2018/10/16 12:29,2018/10/16 12:40,35.448801 139.636702,ホテルルートイン横浜馬車道,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/16 12:33,2018/10/16 12:33,2018/10/16 12:49,2018/10/16 12:49,,2018/10/16 12:22,0:10:43,0:10:43,,00,07,,,,
-,-,12,2018/10/16 12:33,3709,街角設置端末（店舗から）,0,753,2,2,,2018/10/16 12:36,2018/10/16 12:57,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/16 12:37,2018/10/16 12:37,2018/10/16 12:51,2018/10/16 13:03,,2018/10/16 12:33,0:20:14,0:40:28,,00,03,,,,
-,-,12,2018/10/16 12:35,3710,街角設置端末（店舗から）,0,650,2,1,,2018/10/16 12:39,2018/10/16 12:50,35.447541 139.644914,シルク博物館,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/16 12:42,2018/10/16 12:42,2018/10/16 12:54,2018/10/16 12:54,,2018/10/16 12:35,0:11:32,0:11:32,,00,04,,,,
★,-,12,2018/10/16 12:44,3711,乗客アプリ（目的地から）,2977,1284,8,1,,2018/10/16 17:34,2018/10/16 17:43,35.448676 139.635696,横浜平和プラザホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/16 17:30,2018/10/16 17:36,2018/10/16 17:43,2018/10/16 17:49,2018/10/16 17:30,2018/10/16 17:30,0:08:54,0:08:54,,03,03,,,,
-,-,12,2018/10/16 12:46,3712,乗客アプリ（地図から）,1310,353,10,1,,2018/10/16 12:50,2018/10/16 12:57,35.448676 139.635696,横浜平和プラザホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/16 12:53,2018/10/16 12:53,2018/10/16 13:08,2018/10/16 13:08,,2018/10/16 12:46,0:07:13,0:07:13,,00,04,,,,
★,-,12,2018/10/16 12:49,3713,街角設置端末（店舗から）,0,701,10,2,,2018/10/16 15:00,2018/10/16 15:11,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448676 139.635696,横浜平和プラザホテル,2018/10/16 15:00,2018/10/16 15:00,2018/10/16 15:14,2018/10/16 15:14,2018/10/16 15:00,2018/10/16 15:00,0:11:05,0:22:10,,00,00,,,,
