,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
★,-,10,2018/10/10 10:27,2034,乗客アプリ（目的地から）,1854,829,7,3,,2018/10/10 10:35,2018/10/10 10:41,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/10 10:37,2018/10/10 10:37,2018/10/10 10:50,2018/10/10 10:50,2018/10/10 10:35,2018/10/10 10:35,0:06:00,0:18:00,,00,00,,,,
-,-,10,2018/10/10 10:29,2035,乗客アプリ（目的地から）,990,1023,8,1,,2018/10/10 10:31,2018/10/10 10:39,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.447546 139.64358,横浜開港資料館,2018/10/10 10:34,2018/10/10 10:34,2018/10/10 10:54,2018/10/10 10:54,,2018/10/10 10:29,0:08:21,0:08:21,,00,02,,,,
-,-,10,2018/10/10 10:32,2036,乗客アプリ（地図から）,2261,1078,10,2,,2018/10/10 10:40,2018/10/10 10:43,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/10 10:41,2018/10/10 10:41,2018/10/10 10:56,2018/10/10 10:56,,2018/10/10 10:32,0:02:52,0:05:44,,00,07,,,,
-,-,10,2018/10/10 10:37,2038,乗客アプリ（目的地から）,985,1096,9,1,,2018/10/10 10:48,2018/10/10 10:56,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/10 10:45,2018/10/10 10:45,2018/10/10 10:55,2018/10/10 10:55,,2018/10/10 10:37,0:08:37,0:08:37,,02,10,,,,
-,-,10,2018/10/10 10:40,2039,街角設置端末（地図から）,0,1151,2,5,,2018/10/10 10:47,2018/10/10 10:55,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/10 10:48,2018/10/10 10:48,2018/10/10 11:03,2018/10/10 11:03,,2018/10/10 10:40,0:07:28,0:37:20,,00,07,,,,
-,-,10,2018/10/10 10:48,2040,街角設置端末（地図から）,0,427,10,3,,2018/10/10 10:50,2018/10/10 10:55,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/10 10:52,2018/10/10 10:52,2018/10/10 11:06,2018/10/10 11:06,,2018/10/10 10:48,0:05:05,0:15:15,,00,02,,,,
-,-,10,2018/10/10 10:56,2041,街角設置端末（店舗から）,0,1097,8,1,,2018/10/10 10:58,2018/10/10 11:02,35.443073 139.651914,横浜人形の家,35.447546 139.64358,横浜開港資料館,2018/10/10 11:01,2018/10/10 11:01,2018/10/10 11:10,2018/10/10 11:10,,2018/10/10 10:56,0:04:23,0:04:23,,00,01,,,,
-,☆,10,2018/10/10 10:14,2029,乗客アプリ（地図から）,2137,981,9,1,2018/10/10 10:14,,,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/10/10 10:17,,2018/10/10 10:30,,,2018/10/10 10:14,0:00:00,0:00:00,,00,03,,,,
-,☆,10,2018/10/10 10:27,2033,乗客アプリ（目的地から）,990,935,3,1,2018/10/10 10:28,,,35.447546 139.64358,横浜開港資料館,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/10 10:33,,2018/10/10 10:54,,,2018/10/10 10:27,0:00:00,0:00:00,,00,05,,,,
-,☆,10,2018/10/10 10:36,2037,街角設置端末（地図から）,0,1160,9,1,2018/10/10 11:06,2018/10/10 10:48,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/10 10:46,2018/10/10 10:46,2018/10/10 11:00,,,2018/10/10 10:36,,,,01,30,,,,
★,-,11,2018/10/10 10:07,2026,街角設置端末（地図から）,0,958,1,1,,2018/10/10 10:58,2018/10/10 11:12,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/10 11:00,2018/10/10 11:00,2018/10/10 11:23,2018/10/10 11:23,2018/10/10 11:00,2018/10/10 11:00,0:13:47,0:13:47,215,00,00,05,04,,
-,-,11,2018/10/10 11:00,2042,乗客アプリ（地図から）,2082,882,4,2,,2018/10/10 11:04,2018/10/10 11:10,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/10 11:05,2018/10/10 11:05,2018/10/10 11:21,2018/10/10 11:21,,2018/10/10 11:00,0:06:06,0:12:12,,00,04,,,,
-,-,11,2018/10/10 11:02,2044,街角設置端末（地図から）,0,978,3,1,,2018/10/10 11:05,2018/10/10 11:17,35.443073 139.651914,横浜人形の家,35.443908 139.635249,イセザキ・モール,2018/10/10 11:05,2018/10/10 11:05,2018/10/10 11:23,2018/10/10 11:23,,2018/10/10 11:02,0:11:41,0:11:41,,00,03,,,,
★,-,11,2018/10/10 11:00,2043,街角設置端末（店舗から）,0,450,2,2,,2018/10/10 11:10,2018/10/10 11:21,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/10/10 11:06,2018/10/10 11:06,2018/10/10 11:26,2018/10/10 11:26,2018/10/10 11:05,2018/10/10 11:05,0:11:31,0:23:02,,04,05,,,,
-,-,11,2018/10/10 11:07,2045,街角設置端末（地図から）,0,860,5,1,,2018/10/10 11:10,2018/10/10 11:15,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.454389 139.630904,横浜ランドマークタワー,2018/10/10 11:14,2018/10/10 11:14,2018/10/10 11:24,2018/10/10 11:24,,2018/10/10 11:07,0:05:04,0:05:04,,00,03,,,,
-,-,11,2018/10/10 11:08,2046,街角設置端末（店舗から）,0,1281,3,2,,2018/10/10 11:13,2018/10/10 11:18,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/10/10 11:15,2018/10/10 11:15,2018/10/10 11:25,2018/10/10 11:25,,2018/10/10 11:08,0:05:08,0:10:16,,00,04,,,,
-,-,11,2018/10/10 11:15,2048,乗客アプリ（地図から）,2241,385,3,1,,2018/10/10 11:25,2018/10/10 11:36,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/10 11:24,2018/10/10 11:24,2018/10/10 11:53,2018/10/10 11:53,,2018/10/10 11:15,0:10:38,0:10:38,,01,09,,,,
-,-,11,2018/10/10 11:24,2050,街角設置端末（店舗から）,0,690,8,2,,2018/10/10 11:31,2018/10/10 11:42,35.445783 139.642958,横浜情報文化センター,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/10 11:26,2018/10/10 11:31,2018/10/10 11:43,2018/10/10 11:56,,2018/10/10 11:24,0:11:23,0:22:46,,04,06,,,,
-,-,11,2018/10/10 11:27,2052,乗客アプリ（地図から）,2064,390,6,3,,2018/10/10 11:36,2018/10/10 11:44,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/10 11:37,2018/10/10 11:37,2018/10/10 11:57,2018/10/10 11:57,,2018/10/10 11:27,0:07:39,0:22:57,,00,09,,,,
-,-,11,2018/10/10 11:29,2053,街角設置端末（地図から）,0,429,7,1,,2018/10/10 11:33,2018/10/10 11:37,35.454389 139.630904,横浜ランドマークタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/10 11:31,2018/10/10 11:31,2018/10/10 11:34,2018/10/10 11:34,,2018/10/10 11:29,0:03:40,0:03:40,,02,04,,,,
-,-,11,2018/10/10 11:29,2054,乗客アプリ（目的地から）,2271,1279,4,2,,2018/10/10 11:33,2018/10/10 11:39,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/10 11:34,2018/10/10 11:34,2018/10/10 11:46,2018/10/10 11:46,,2018/10/10 11:29,0:06:16,0:12:32,,00,03,,,,
-,-,11,2018/10/10 11:30,2055,乗客アプリ（目的地から）,990,626,8,1,,2018/10/10 11:33,2018/10/10 11:37,35.447546 139.64358,横浜開港資料館,35.456605 139.635327,横浜ベイホテル東急,2018/10/10 11:35,2018/10/10 11:35,2018/10/10 11:51,2018/10/10 11:51,,2018/10/10 11:30,0:04:24,0:04:24,,00,03,,,,
-,-,11,2018/10/10 11:32,2056,街角設置端末（店舗から）,0,384,10,2,,2018/10/10 11:38,2018/10/10 11:46,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/10 11:44,2018/10/10 11:44,2018/10/10 12:04,2018/10/10 12:05,,2018/10/10 11:32,0:08:07,0:16:14,,00,05,,,,
-,-,11,2018/10/10 11:34,2057,街角設置端末（地図から）,0,498,5,1,,2018/10/10 11:38,2018/10/10 11:55,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/10 11:41,2018/10/10 11:41,2018/10/10 12:01,2018/10/10 12:09,,2018/10/10 11:34,0:16:33,0:16:33,,00,04,,,,
-,-,11,2018/10/10 11:37,2059,乗客アプリ（目的地から）,985,367,9,1,,2018/10/10 11:40,2018/10/10 11:47,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/10 11:41,2018/10/10 11:41,2018/10/10 11:52,2018/10/10 11:52,,2018/10/10 11:37,0:06:59,0:06:59,,00,03,,,,
-,-,11,2018/10/10 11:40,2060,街角設置端末（店舗から）,0,848,5,1,,2018/10/10 11:47,2018/10/10 11:52,35.447541 139.644914,シルク博物館,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/10 11:49,2018/10/10 11:49,2018/10/10 12:02,2018/10/10 12:02,,2018/10/10 11:40,0:05:14,0:05:14,,00,07,,,,
-,-,11,2018/10/10 11:47,2063,乗客アプリ（地図から）,2237,1114,8,1,,2018/10/10 11:54,2018/10/10 11:56,35.456605 139.635327,横浜ベイホテル東急,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/10 11:51,2018/10/10 11:51,2018/10/10 12:04,2018/10/10 12:04,,2018/10/10 11:47,0:02:42,0:02:42,,02,07,,,,
-,-,11,2018/10/10 11:52,2065,街角設置端末（店舗から）,0,1119,7,2,,2018/10/10 12:01,2018/10/10 12:06,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/10 12:05,2018/10/10 12:05,2018/10/10 12:18,2018/10/10 12:18,,2018/10/10 11:52,0:04:47,0:09:34,,00,08,,,,
-,-,11,2018/10/10 11:59,2066,街角設置端末（地図から）,0,1297,8,1,,2018/10/10 12:04,2018/10/10 12:09,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/10 12:06,2018/10/10 12:06,2018/10/10 12:17,2018/10/10 12:17,,2018/10/10 11:59,0:05:03,0:05:03,,00,04,,,,
-,☆,11,2018/10/10 11:15,2047,乗客アプリ（目的地から）,985,819,9,1,2018/10/10 11:16,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/10 11:27,,2018/10/10 11:40,,,2018/10/10 11:15,0:00:00,0:00:00,,00,11,,,,
-,☆,11,2018/10/10 11:17,2049,乗客アプリ（地図から）,2261,373,9,2,2018/10/10 11:18,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/10 11:24,,2018/10/10 11:42,,,2018/10/10 11:17,0:00:00,0:00:00,,00,,,,,※43行と同一人物と思われるので一番短いものを採用
-,☆,11,2018/10/10 11:26,2051,乗客アプリ（目的地から）,2261,874,7,2,2018/10/10 11:27,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/10 11:30,,2018/10/10 11:48,,,2018/10/10 11:26,0:00:00,0:00:00,,00,03,,,,※42行と同一人物と思われるので一番短いものを採用
★,☆,11,2018/10/10 11:35,2058,乗客アプリ（地図から）,2237,733,10,1,2018/10/10 11:35,,,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/10 11:45,,2018/10/10 12:04,,2018/10/10 11:40,2018/10/10 11:40,0:00:00,0:00:00,,00,05,,,,※45行と同一人物と思われるので一番短いものを採用
-,☆,11,2018/10/10 11:41,2061,乗客アプリ（地図から）,2237,1158,7,1,2018/10/10 11:43,,,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/10 11:47,,2018/10/10 12:06,,,2018/10/10 11:41,0:00:00,0:00:00,,00,,,,,※44行と同一人物と思われるので一番短いものを採用
-,☆,11,2018/10/10 11:52,2064,乗客アプリ（目的地から）,990,664,9,1,2018/10/10 11:52,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/10 11:57,,2018/10/10 12:09,,,2018/10/10 11:52,0:00:00,0:00:00,,00,04,,,,
-,-,12,2018/10/10 12:03,2068,乗客アプリ（目的地から）,990,305,6,1,,2018/10/10 12:05,2018/10/10 12:11,35.456605 139.635327,横浜ベイホテル東急,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/10 12:12,2018/10/10 12:12,2018/10/10 12:22,2018/10/10 12:22,,2018/10/10 12:03,0:06:02,0:06:02,178,00,01,07,06,,
-,-,12,2018/10/10 12:05,2069,街角設置端末（店舗から）,0,490,10,1,,2018/10/10 12:10,2018/10/10 12:15,35.450447 139.635947,みなとみらい線　馬車道駅,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/10 12:12,2018/10/10 12:12,2018/10/10 12:25,2018/10/10 12:25,,2018/10/10 12:05,0:04:39,0:04:39,,00,05,,,,
-,-,12,2018/10/10 12:10,2071,街角設置端末（地図から）,0,540,1,1,,2018/10/10 12:16,2018/10/10 12:22,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/10 12:20,2018/10/10 12:20,2018/10/10 12:26,2018/10/10 12:26,,2018/10/10 12:10,0:05:26,0:05:26,,00,06,,,,
-,-,12,2018/10/10 12:11,2072,乗客アプリ（目的地から）,985,844,8,1,,2018/10/10 12:26,2018/10/10 12:35,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/10/10 12:19,2018/10/10 12:24,2018/10/10 12:34,2018/10/10 12:44,,2018/10/10 12:11,0:08:54,0:08:54,,06,15,,,,
-,-,12,2018/10/10 12:18,2073,街角設置端末（店舗から）,0,861,8,2,,2018/10/10 12:26,2018/10/10 12:30,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/10 12:25,2018/10/10 12:25,2018/10/10 12:37,2018/10/10 12:37,,2018/10/10 12:18,0:03:55,0:07:50,,01,08,,,,
-,-,12,2018/10/10 12:18,2074,乗客アプリ（目的地から）,2261,1015,7,2,,2018/10/10 12:31,2018/10/10 12:42,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/10 12:33,2018/10/10 12:33,2018/10/10 12:51,2018/10/10 12:51,,2018/10/10 12:18,0:10:40,0:21:20,,00,12,,,,
-,-,12,2018/10/10 12:26,2075,乗客アプリ（地図から）,2304,778,10,1,,2018/10/10 12:29,2018/10/10 12:42,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/10 12:28,2018/10/10 12:28,2018/10/10 12:41,2018/10/10 12:43,,2018/10/10 12:26,0:12:10,0:12:10,,01,03,,,,
-,-,12,2018/10/10 12:28,2077,街角設置端末（地図から）,0,428,2,1,,2018/10/10 12:38,2018/10/10 12:46,35.453715 139.638133,横浜ワールドポーターズ,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/10 12:34,2018/10/10 12:34,2018/10/10 12:49,2018/10/10 12:49,,2018/10/10 12:28,0:08:08,0:08:08,,03,10,,,,
-,-,12,2018/10/10 12:28,2078,街角設置端末（地図から）,0,743,9,2,,2018/10/10 12:46,2018/10/10 12:54,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜,2018/10/10 12:45,2018/10/10 12:45,2018/10/10 12:58,2018/10/10 12:58,,2018/10/10 12:28,0:07:12,0:14:24,,01,18,,,,
-,-,12,2018/10/10 12:29,2079,乗客アプリ（地図から）,1302,829,10,1,,2018/10/10 12:38,2018/10/10 12:51,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/10 12:39,2018/10/10 12:39,2018/10/10 13:06,2018/10/10 13:06,,2018/10/10 12:29,0:13:27,0:13:27,,00,08,,,,
★,-,12,2018/10/10 12:07,2070,乗客アプリ（簡単予約）,2161,593,1,1,,2018/10/10 12:33,2018/10/10 12:40,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/10 12:40,2018/10/10 12:40,2018/10/10 12:54,2018/10/10 12:54,2018/10/10 12:40,2018/10/10 12:40,0:06:49,0:06:49,,00,00,,,,
-,-,12,2018/10/10 12:41,2081,街角設置端末（地図から）,0,1244,9,1,,2018/10/10 12:51,2018/10/10 12:59,35.447541 139.644914,シルク博物館,35.443073 139.651914,横浜人形の家,2018/10/10 12:52,2018/10/10 12:52,2018/10/10 13:03,2018/10/10 13:05,,2018/10/10 12:41,0:07:56,0:07:56,,00,09,,,,
-,-,12,2018/10/10 12:43,2082,街角設置端末（地図から）,0,842,3,1,,2018/10/10 12:47,2018/10/10 12:50,35.450681 139.632446,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/10 12:52,2018/10/10 12:52,2018/10/10 13:02,2018/10/10 13:02,,2018/10/10 12:43,0:03:29,0:03:29,,00,04,,,,
-,-,12,2018/10/10 12:44,2083,乗客アプリ（目的地から）,2327,390,8,3,,2018/10/10 12:48,2018/10/10 12:56,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/10 12:49,2018/10/10 12:49,2018/10/10 13:12,2018/10/10 13:12,,2018/10/10 12:44,0:07:47,0:23:21,,00,04,,,,
-,-,12,2018/10/10 12:47,2084,街角設置端末（店舗から）,0,558,9,1,,2018/10/10 12:59,2018/10/10 13:07,35.445857 139.647636,ホテルモントレ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/10 12:57,2018/10/10 12:57,2018/10/10 13:24,2018/10/10 13:24,,2018/10/10 12:47,0:07:48,0:07:48,,02,12,,,,
-,-,12,2018/10/10 12:54,2086,街角設置端末（店舗から）,0,1178,10,1,,2018/10/10 12:57,2018/10/10 13:01,35.445857 139.647636,ホテルモントレ横浜,35.448676 139.635696,横浜平和プラザホテル,2018/10/10 12:58,2018/10/10 12:58,2018/10/10 13:10,2018/10/10 13:10,,2018/10/10 12:54,0:03:53,0:03:53,,00,02,,,,
-,-,12,2018/10/10 12:56,2089,乗客アプリ（地図から）,985,641,3,1,,2018/10/10 13:01,2018/10/10 13:15,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜,2018/10/10 13:06,2018/10/10 13:06,2018/10/10 13:23,2018/10/10 13:34,,2018/10/10 12:56,0:14:13,0:14:13,,00,04,,,,
-,-,12,2018/10/10 12:59,2091,乗客アプリ（目的地から）,1038,584,3,1,,2018/10/10 13:01,2018/10/10 13:10,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/10 13:10,2018/10/10 13:10,2018/10/10 13:26,2018/10/10 13:26,,2018/10/10 12:59,0:09:00,0:09:00,,00,01,,,,
-,☆,12,2018/10/10 12:01,2067,乗客アプリ（目的地から）,990,972,5,1,2018/10/10 12:02,,,35.454389 139.630904,横浜ランドマークタワー,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/10 12:09,,2018/10/10 12:18,,,2018/10/10 12:01,0:00:00,0:00:00,,00,07,,,,
-,☆,12,2018/10/10 12:26,2076,乗客アプリ（目的地から）,1302,561,10,1,2018/10/10 12:28,,,35.456605 139.635327,横浜ベイホテル東急,35.453715 139.638133,横浜ワールドポーターズ,2018/10/10 12:37,,2018/10/10 12:51,,,2018/10/10 12:26,0:00:00,0:00:00,,00,10,,,,
-,☆,12,2018/10/10 12:36,2080,乗客アプリ（目的地から）,2327,1125,8,3,2018/10/10 12:43,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/10 12:44,,2018/10/10 13:06,,,2018/10/10 12:36,0:00:00,0:00:00,,00,08,,,,
-,☆,12,2018/10/10 12:56,2090,乗客アプリ（目的地から）,990,436,1,1,2018/10/10 12:57,,,35.441002 139.650809,横浜元町ショッピングストリート,35.453715 139.638133,横浜ワールドポーターズ,2018/10/10 13:02,,2018/10/10 13:19,,,2018/10/10 12:56,0:00:00,0:00:00,,00,05,,,,
★,-,13,2018/10/10 12:54,2087,乗客アプリ（地図から）,2137,564,4,1,,2018/10/10 13:00,2018/10/10 13:08,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/10 13:00,2018/10/10 13:00,2018/10/10 13:14,2018/10/10 13:14,2018/10/10 13:00,2018/10/10 13:00,0:08:11,0:08:11,163,00,00,04,05,,
-,-,13,2018/10/10 13:05,2093,乗客アプリ（地図から）,1302,908,4,1,,2018/10/10 13:10,2018/10/10 13:18,35.441441 139.648505,横浜中華街朱雀門,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/10 13:12,2018/10/10 13:12,2018/10/10 13:30,2018/10/10 13:30,,2018/10/10 13:05,0:08:36,0:08:36,,00,05,,,,
-,-,13,2018/10/10 13:06,2094,街角設置端末（店舗から）,0,540,10,2,,2018/10/10 13:11,2018/10/10 13:16,35.448676 139.635696,横浜平和プラザホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/10 13:11,2018/10/10 13:11,2018/10/10 13:21,2018/10/10 13:21,,2018/10/10 13:06,0:05:21,0:10:42,,00,04,,,,
-,-,13,2018/10/10 13:08,2095,乗客アプリ（簡単予約）,2318,975,2,2,,2018/10/10 13:13,2018/10/10 13:23,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/10 13:12,2018/10/10 13:12,2018/10/10 13:25,2018/10/10 13:25,,2018/10/10 13:08,0:09:47,0:19:34,,01,05,,,,
