,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
-,-,10,2018/10/15 10:17,3393,乗客アプリ（目的地から）,1358,1027,9,1,,2018/10/15 10:25,2018/10/15 10:31,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/15 10:28,2018/10/15 10:28,2018/10/15 10:40,2018/10/15 10:40,,2018/10/15 10:17,0:05:59,0:05:59,,00,07,,,,
-,-,10,2018/10/15 10:20,3394,街角設置端末（店舗から）,0,1253,7,4,,2018/10/15 10:26,2018/10/15 10:34,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/15 10:24,2018/10/15 10:24,2018/10/15 10:38,2018/10/15 10:38,,2018/10/15 10:20,0:07:23,0:29:32,,02,06,,,,
-,-,10,2018/10/15 10:20,3395,街角設置端末（店舗から）,0,1225,6,2,,2018/10/15 10:25,2018/10/15 10:48,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/15 10:23,2018/10/15 10:23,2018/10/15 10:37,2018/10/15 10:37,,2018/10/15 10:20,0:22:55,0:45:50,,02,04,,,,
-,-,10,2018/10/15 10:20,3396,街角設置端末（地図から）,0,722,5,2,,2018/10/15 10:24,2018/10/15 10:41,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/15 10:29,2018/10/15 10:29,2018/10/15 10:55,2018/10/15 10:55,,2018/10/15 10:20,0:16:56,0:33:52,,00,03,,,,
★,-,10,2018/10/15 10:22,3397,街角設置端末（店舗から）,0,342,10,1,,2018/10/15 14:35,2018/10/15 14:49,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/15 14:30,2018/10/15 14:31,2018/10/15 14:41,2018/10/15 14:48,2018/10/15 14:30,2018/10/15 14:30,0:14:01,0:14:01,,05,05,,,,
-,-,10,2018/10/15 10:25,3398,乗客アプリ（地図から）,2391,1091,10,1,,2018/10/15 10:29,2018/10/15 10:32,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/15 10:28,2018/10/15 10:28,2018/10/15 10:36,2018/10/15 10:36,,2018/10/15 10:25,0:02:52,0:02:52,,01,03,,,,
-,-,10,2018/10/15 10:28,3399,乗客アプリ（地図から）,2041,622,3,1,,2018/10/15 10:34,2018/10/15 10:41,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/15 10:40,2018/10/15 10:40,2018/10/15 10:55,2018/10/15 10:55,,2018/10/15 10:28,0:06:56,0:06:56,,00,05,,,,
★,-,10,2018/10/15 10:30,3400,乗客アプリ（目的地から）,1585,456,7,2,,2018/10/15 12:01,2018/10/15 12:11,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/15 12:00,2018/10/15 12:00,2018/10/15 12:14,2018/10/15 12:24,2018/10/15 12:00,2018/10/15 12:00,0:09:31,0:19:02,,01,01,,,,
-,-,10,2018/10/15 10:37,3402,街角設置端末（店舗から）,0,858,3,2,,2018/10/15 10:43,2018/10/15 11:01,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/15 10:48,2018/10/15 10:48,2018/10/15 11:05,2018/10/15 11:13,,2018/10/15 10:37,0:17:53,0:35:46,,00,06,,,,
-,-,10,2018/10/15 10:37,3403,街角設置端末（店舗から）,0,1189,2,1,,2018/10/15 10:42,2018/10/15 10:46,35.447541 139.644914,シルク博物館,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/15 10:44,2018/10/15 10:44,2018/10/15 10:52,2018/10/15 10:52,,2018/10/15 10:37,0:04:10,0:04:10,,00,04,,,,
-,-,10,2018/10/15 10:38,3404,街角設置端末（店舗から）,0,980,8,2,,2018/10/15 10:46,2018/10/15 11:07,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/15 10:45,2018/10/15 10:45,2018/10/15 11:03,2018/10/15 11:03,,2018/10/15 10:38,0:20:44,0:41:28,,00,08,,,,
-,-,10,2018/10/15 10:40,3405,街角設置端末（店舗から）,0,1043,3,1,,2018/10/15 10:43,2018/10/15 10:54,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/15 10:44,2018/10/15 10:44,2018/10/15 11:03,2018/10/15 11:03,,2018/10/15 10:40,0:10:37,0:10:37,,00,03,,,,
★,-,10,2018/10/15 10:41,3406,乗客アプリ（地図から）,2617,1208,5,1,,2018/10/15 10:47,2018/10/15 10:52,35.441002 139.650809,横浜元町ショッピングストリート,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/15 10:45,2018/10/15 10:45,2018/10/15 11:00,2018/10/15 11:00,2018/10/15 10:43,2018/10/15 10:43,0:05:30,0:05:30,,01,03,,,,
-,-,10,2018/10/15 10:41,3407,街角設置端末（店舗から）,0,1008,6,2,,2018/10/15 10:55,2018/10/15 11:04,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/15 10:53,2018/10/15 10:53,2018/10/15 11:09,2018/10/15 11:09,,2018/10/15 10:41,0:09:16,0:18:32,,02,14,,,,
-,-,10,2018/10/15 10:42,3408,街角設置端末（地図から）,0,421,9,1,,2018/10/15 10:43,2018/10/15 10:46,35.454389 139.630904,横浜ランドマークタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/15 10:44,2018/10/15 10:44,2018/10/15 10:52,2018/10/15 10:52,,2018/10/15 10:42,0:02:54,0:02:54,,00,01,,,,
-,-,10,2018/10/15 10:52,3409,街角設置端末（店舗から）,0,553,8,4,,2018/10/15 10:58,2018/10/15 11:17,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/15 10:59,2018/10/15 10:59,2018/10/15 11:15,2018/10/15 11:15,,2018/10/15 10:52,0:18:20,1:13:20,,00,06,,,,
-,-,10,2018/10/15 10:53,3410,街角設置端末（店舗から）,0,787,7,2,,2018/10/15 11:05,2018/10/15 11:14,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/15 11:02,2018/10/15 11:02,2018/10/15 11:19,2018/10/15 11:21,,2018/10/15 10:53,0:08:59,0:17:58,,02,11,,,,
-,-,10,2018/10/15 10:59,3411,街角設置端末（店舗から）,0,699,7,2,,2018/10/15 11:05,2018/10/15 11:13,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/15 11:03,2018/10/15 11:03,2018/10/15 11:20,2018/10/15 11:19,,2018/10/15 10:59,0:08:48,0:17:36,,01,05,,,,
★,☆,10,2018/10/15 7:12,3372,乗客アプリ（地図から）,2270,315,1,1,2018/10/15 16:36,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/10/15 18:20,,2018/10/15 18:35,,2018/10/15 18:20,2018/10/15 18:20,0:00:00,0:00:00,,00,00,,,,
★,☆,10,2018/10/15 7:25,3373,乗客アプリ（目的地から）,2800,373,5,4,2018/10/15 7:26,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/15 10:04,,2018/10/15 10:20,,2018/10/15 8:30,2018/10/15 8:30,0:00:00,0:00:00,,00,,,,,
★,☆,10,2018/10/15 8:06,3374,乗客アプリ（地図から）,2544,660,1,1,2018/10/15 8:07,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.445783 139.642958,横浜情報文化センター,2018/10/15 12:10,,2018/10/15 12:23,,2018/10/15 12:10,2018/10/15 12:10,0:00:00,0:00:00,,00,00,,,,※36行と同一人物と思われるため一番短いものを採用
★,☆,10,2018/10/15 8:07,3375,乗客アプリ（地図から）,2544,344,1,1,2018/10/15 8:09,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.445783 139.642958,横浜情報文化センター,2018/10/15 12:20,,2018/10/15 12:33,,2018/10/15 12:20,2018/10/15 12:20,0:00:00,0:00:00,,00,,,,,※35行と同一人物と思われるため一番短いものを採用
★,☆,10,2018/10/15 8:33,3376,乗客アプリ（地図から）,2845,1030,5,1,2018/10/15 8:47,,,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/15 17:55,,2018/10/15 18:18,,2018/10/15 17:55,2018/10/15 17:55,0:00:00,0:00:00,,00,00,,,,
★,☆,10,2018/10/15 9:18,3377,乗客アプリ（目的地から）,2846,677,5,1,2018/10/15 10:03,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/15 10:04,,2018/10/15 10:24,,2018/10/15 10:00,2018/10/15 10:00,0:00:00,0:00:00,,00,03,,,,
★,☆,10,2018/10/15 9:53,3383,乗客アプリ（地図から）,2860,1072,1,2,2018/10/15 9:58,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/15 10:04,,2018/10/15 10:12,,2018/10/15 10:00,2018/10/15 10:00,0:00:00,0:00:00,,00,04,,,,
★,☆,10,2018/10/15 10:01,3387,街角設置端末（店舗から）,0,725,7,1,2018/10/15 10:02,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/15 14:30,,2018/10/15 14:41,,2018/10/15 14:30,2018/10/15 14:30,0:00:00,0:00:00,,00,00,,,,
★,☆,10,2018/10/15 10:36,3401,乗客アプリ（地図から）,2617,914,2,1,2018/10/15 10:39,,,35.443073 139.651914,横浜人形の家,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/15 10:45,,2018/10/15 11:01,,2018/10/15 10:45,2018/10/15 10:45,0:00:00,0:00:00,,00,00,,,,
-,-,11,2018/10/15 11:05,3412,乗客アプリ（目的地から）,2351,453,3,1,,2018/10/15 11:10,2018/10/15 11:15,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/10/15 11:11,2018/10/15 11:11,2018/10/15 11:24,2018/10/15 11:24,,2018/10/15 11:05,0:04:57,0:04:57,116,00,05,03,01,,
-,-,11,2018/10/15 11:06,3413,街角設置端末（地図から）,0,608,1,2,,2018/10/15 11:11,2018/10/15 11:17,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/15 11:11,2018/10/15 11:11,2018/10/15 11:24,2018/10/15 11:24,,2018/10/15 11:06,0:05:44,0:11:28,,00,05,,,,
-,-,11,2018/10/15 11:08,3415,街角設置端末（地図から）,0,794,9,1,,2018/10/15 11:10,2018/10/15 11:15,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/15 11:12,2018/10/15 11:12,2018/10/15 11:23,2018/10/15 11:23,,2018/10/15 11:08,0:04:57,0:04:57,,00,01,,,,
-,-,11,2018/10/15 11:19,3416,街角設置端末（地図から）,0,569,8,1,,2018/10/15 11:20,2018/10/15 11:33,35.443704 139.651332,ホテルメルパルク横浜,35.454389 139.630904,横浜ランドマークタワー,2018/10/15 11:22,2018/10/15 11:22,2018/10/15 11:43,2018/10/15 11:43,,2018/10/15 11:19,0:12:08,0:12:08,,00,01,,,,
-,-,11,2018/10/15 11:30,3417,乗客アプリ（簡単予約）,2535,1095,3,1,,2018/10/15 11:33,2018/10/15 11:40,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/15 11:34,2018/10/15 11:34,2018/10/15 11:55,2018/10/15 11:55,,2018/10/15 11:30,0:07:00,0:07:00,,00,02,,,,
-,-,11,2018/10/15 11:32,3418,乗客アプリ（地図から）,2041,1144,9,1,,2018/10/15 11:33,2018/10/15 11:40,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/15 11:33,2018/10/15 11:33,2018/10/15 11:47,2018/10/15 11:47,,2018/10/15 11:32,0:07:33,0:07:33,,00,01,,,,
-,-,11,2018/10/15 11:38,3419,乗客アプリ（簡単予約）,2846,311,9,4,,2018/10/15 11:44,2018/10/15 11:52,35.441441 139.648505,横浜中華街朱雀門,35.453715 139.638133,横浜ワールドポーターズ,2018/10/15 11:46,2018/10/15 11:46,2018/10/15 12:06,2018/10/15 12:06,,2018/10/15 11:38,0:07:57,0:31:48,,00,05,,,,
★,-,11,2018/10/15 11:38,3420,街角設置端末（店舗から）,0,1104,5,1,,2018/10/15 11:58,2018/10/15 12:04,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/15 12:02,2018/10/15 12:02,2018/10/15 12:15,2018/10/15 12:15,2018/10/15 12:02,2018/10/15 12:02,0:06:28,0:06:28,,00,00,,,,
★,-,11,2018/10/15 11:42,3422,街角設置端末（店舗から）,0,476,6,1,,2018/10/15 11:58,2018/10/15 12:04,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/15 12:03,2018/10/15 12:03,2018/10/15 12:14,2018/10/15 12:14,2018/10/15 12:03,2018/10/15 12:03,0:06:22,0:06:22,,00,00,,,,
-,-,11,2018/10/15 11:54,3423,乗客アプリ（簡単予約）,2535,1139,5,1,,2018/10/15 11:55,2018/10/15 12:12,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/10/15 12:02,2018/10/15 12:02,2018/10/15 12:25,2018/10/15 12:25,,2018/10/15 11:54,0:16:17,0:16:17,,00,00,,,,
-,-,11,2018/10/15 11:59,3424,乗客アプリ（地図から）,2137,1229,9,1,,2018/10/15 12:16,2018/10/15 12:23,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/15 12:07,2018/10/15 12:07,2018/10/15 12:21,2018/10/15 12:21,,2018/10/15 11:59,0:07:25,0:07:25,,08,16,,,,
★,☆,11,2018/10/15 11:08,3414,街角設置端末（店舗から）,0,745,7,1,2018/10/15 11:09,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/15 12:14,,2018/10/15 12:27,,2018/10/15 12:07,2018/10/15 12:07,0:00:00,0:00:00,,00,07,,,,
★,☆,11,2018/10/15 11:40,3421,乗客アプリ（地図から）,2872,496,3,1,2018/10/15 11:42,,,35.447546 139.64358,横浜開港資料館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/15 16:40,,2018/10/15 16:50,,2018/10/15 16:40,2018/10/15 16:40,0:00:00,0:00:00,,00,00,,,,
★,-,12,2018/10/15 12:10,3425,乗客アプリ（目的地から）,2041,657,1,1,,2018/10/15 12:20,2018/10/15 12:26,35.441441 139.648505,横浜中華街朱雀門,35.445783 139.642958,横浜情報文化センター,2018/10/15 12:25,2018/10/15 12:25,2018/10/15 12:34,2018/10/15 12:34,2018/10/15 12:20,2018/10/15 12:20,0:06:11,0:06:11,202,00,00,03,03,,
-,-,12,2018/10/15 12:12,3426,街角設置端末（店舗から）,0,313,8,2,,2018/10/15 12:15,2018/10/15 12:24,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/15 12:16,2018/10/15 12:16,2018/10/15 12:31,2018/10/15 12:31,,2018/10/15 12:12,0:08:25,0:16:50,,00,03,,,,
-,-,12,2018/10/15 12:14,3427,街角設置端末（地図から）,0,515,7,1,,2018/10/15 12:20,2018/10/15 12:32,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/15 12:21,2018/10/15 12:22,2018/10/15 12:40,2018/10/15 12:45,,2018/10/15 12:14,0:11:34,0:11:34,,00,05,,,,
-,-,12,2018/10/15 12:17,3428,乗客アプリ（目的地から）,2351,966,7,1,,2018/10/15 12:20,2018/10/15 12:28,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/15 12:21,2018/10/15 12:21,2018/10/15 12:37,2018/10/15 12:37,,2018/10/15 12:17,0:07:30,0:07:30,,00,02,,,,
-,-,12,2018/10/15 12:23,3429,乗客アプリ（目的地から）,2840,610,2,4,,2018/10/15 12:30,2018/10/15 12:35,35.45435 139.631762,横浜ロイヤルパークホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/15 12:27,2018/10/15 12:27,2018/10/15 12:42,2018/10/15 12:42,,2018/10/15 12:23,0:05:10,0:20:40,,03,07,,,,
-,-,12,2018/10/15 12:25,3430,乗客アプリ（簡単予約）,2535,1002,7,1,,2018/10/15 12:28,2018/10/15 12:40,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/15 12:34,2018/10/15 12:34,2018/10/15 12:57,2018/10/15 12:57,,2018/10/15 12:25,0:12:16,0:12:16,,00,03,,,,
-,-,12,2018/10/15 12:29,3431,街角設置端末（店舗から）,0,1249,1,2,,2018/10/15 12:34,2018/10/15 12:49,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/15 12:40,2018/10/15 12:40,2018/10/15 13:00,2018/10/15 13:00,,2018/10/15 12:29,0:15:14,0:30:28,,00,05,,,,
-,-,12,2018/10/15 12:34,3432,街角設置端末（店舗から）,0,753,8,1,,2018/10/15 12:37,2018/10/15 12:42,35.445857 139.647636,ホテルモントレ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/15 12:38,2018/10/15 12:38,2018/10/15 12:45,2018/10/15 12:45,,2018/10/15 12:34,0:04:46,0:04:46,,00,03,,,,
-,-,12,2018/10/15 12:38,3433,街角設置端末（店舗から）,0,618,1,1,,2018/10/15 12:41,2018/10/15 12:49,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/15 12:46,2018/10/15 12:46,2018/10/15 12:58,2018/10/15 12:58,,2018/10/15 12:38,0:07:48,0:07:48,,00,03,,,,
★,-,12,2018/10/15 12:42,3434,乗客アプリ（地図から）,2872,808,9,1,,2018/10/15 16:46,2018/10/15 16:51,35.447546 139.64358,横浜開港資料館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/15 16:47,2018/10/15 16:48,2018/10/15 16:57,2018/10/15 16:59,2018/10/15 16:40,2018/10/15 16:40,0:04:36,0:04:36,,00,05,,,,
★,-,12,2018/10/15 12:47,3435,乗客アプリ（地図から）,2845,855,8,1,,2018/10/15 17:50,2018/10/15 18:16,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/15 17:55,2018/10/15 17:55,2018/10/15 18:18,2018/10/15 18:33,2018/10/15 17:55,2018/10/15 17:55,0:25:55,0:25:55,,00,00,,,,
★,-,12,2018/10/15 12:53,3438,乗客アプリ（地図から）,2879,664,8,3,,2018/10/15 18:27,2018/10/15 18:36,35.456605 139.635327,横浜ベイホテル東急,35.441441 139.648505,横浜中華街朱雀門,2018/10/15 18:25,2018/10/15 18:31,2018/10/15 18:47,2018/10/15 18:52,2018/10/15 18:25,2018/10/15 18:25,0:08:28,0:25:24,,01,01,,,,
-,-,12,2018/10/15 12:54,3439,街角設置端末（店舗から）,0,557,8,2,,2018/10/15 12:57,2018/10/15 13:06,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/15 13:00,2018/10/15 13:00,2018/10/15 13:13,2018/10/15 13:13,,2018/10/15 12:54,0:08:37,0:17:14,,00,03,,,,
-,-,12,2018/10/15 12:59,3440,乗客アプリ（簡単予約）,2535,619,4,1,,2018/10/15 13:03,2018/10/15 13:09,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/15 13:02,2018/10/15 13:02,2018/10/15 13:15,2018/10/15 13:15,,2018/10/15 12:59,0:06:26,0:06:26,,00,04,,,,
★,-,12,2018/10/15 12:59,3441,乗客アプリ（地図から）,2273,464,10,1,,2018/10/15 13:06,2018/10/15 13:11,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/15 13:10,2018/10/15 13:10,2018/10/15 13:21,2018/10/15 13:21,2018/10/15 13:05,2018/10/15 13:05,0:04:33,0:04:33,,00,01,,,,
★,☆,12,2018/10/15 12:50,3436,乗客アプリ（地図から）,2879,582,8,3,2018/10/15 12:51,,,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/15 18:30,,2018/10/15 18:57,,2018/10/15 18:30,2018/10/15 18:30,0:00:00,0:00:00,,00,00,,,,※71行と同一人物と思われるため一番短いものを採用
★,☆,12,2018/10/15 12:51,3437,乗客アプリ（地図から）,2879,318,8,3,2018/10/15 12:52,,,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/15 18:25,,2018/10/15 18:52,,2018/10/15 18:25,2018/10/15 18:25,0:00:00,0:00:00,,00,00,,,,※70行と同一人物と思われるため一番短いものを採用
