,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
-,-,10,2018/10/17 10:19,3927,乗客アプリ（地図から）,2137,550,1,1,,2018/10/17 10:28,2018/10/17 10:34,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/10/17 10:28,2018/10/17 10:28,2018/10/17 10:40,2018/10/17 10:40,,2018/10/17 10:19,0:06:06,0:06:06,,00,08,,,,
-,-,10,2018/10/17 10:25,3929,街角設置端末（地図から）,0,917,7,1,,2018/10/17 10:28,2018/10/17 10:42,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/17 10:30,2018/10/17 10:30,2018/10/17 10:42,2018/10/17 10:42,,2018/10/17 10:25,0:14:02,0:14:02,,00,02,,,,
★,-,10,2018/10/17 10:25,3930,乗客アプリ（目的地から）,1761,362,2,3,,2018/10/17 19:03,2018/10/17 19:11,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/17 19:00,2018/10/17 19:03,2018/10/17 19:13,2018/10/17 19:19,2018/10/17 19:00,2018/10/17 19:00,0:08:01,0:24:03,,03,03,,,,
-,-,10,2018/10/17 10:28,3931,街角設置端末（店舗から）,0,404,10,1,,2018/10/17 10:37,2018/10/17 10:41,35.450447 139.635947,みなとみらい線　馬車道駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/17 10:39,2018/10/17 10:39,2018/10/17 10:50,2018/10/17 10:50,,2018/10/17 10:28,0:04:41,0:04:41,,00,08,,,,
★,-,10,2018/10/17 10:30,3932,乗客アプリ（地図から）,1315,746,4,4,,2018/10/17 16:38,2018/10/17 16:42,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/17 16:40,2018/10/17 16:40,2018/10/17 16:53,2018/10/17 16:53,2018/10/17 16:40,2018/10/17 16:40,0:04:14,0:16:56,,00,00,,,,
★,-,10,2018/10/17 10:30,3933,乗客アプリ（簡単予約）,1853,1228,7,2,,2018/10/17 10:37,2018/10/17 10:58,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/17 10:40,2018/10/17 10:40,2018/10/17 11:08,2018/10/17 11:08,2018/10/17 10:40,2018/10/17 10:40,0:21:07,0:42:14,,00,00,,,,
-,-,10,2018/10/17 10:37,3934,乗客アプリ（地図から）,1666,358,5,1,,2018/10/17 10:41,2018/10/17 10:44,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/17 10:45,2018/10/17 10:45,2018/10/17 10:52,2018/10/17 10:52,,2018/10/17 10:37,0:03:31,0:03:31,,00,03,,,,
★,-,10,2018/10/17 10:38,3936,乗客アプリ（目的地から）,3097,1139,1,3,,2018/10/17 10:52,2018/10/17 11:01,35.447546 139.64358,横浜開港資料館,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/17 11:00,2018/10/17 11:00,2018/10/17 11:18,2018/10/17 11:18,2018/10/17 11:00,2018/10/17 11:00,0:09:48,0:29:24,,00,00,,,,
-,-,10,2018/10/17 10:39,3937,乗客アプリWeb（目的地から）,2669,1025,7,1,,2018/10/17 10:47,2018/10/17 10:55,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/17 10:49,2018/10/17 10:49,2018/10/17 11:03,2018/10/17 11:03,,2018/10/17 10:39,0:08:09,0:08:09,,00,07,,,,
★,-,10,2018/10/17 10:52,3938,街角設置端末（店舗から）,0,1195,2,2,,2018/10/17 12:57,2018/10/17 13:06,35.443704 139.651332,ホテルメルパルク横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/10/17 13:05,2018/10/17 13:05,2018/10/17 13:20,2018/10/17 13:20,2018/10/17 13:05,2018/10/17 13:05,0:09:06,0:18:12,,00,00,,,,
-,-,10,2018/10/17 10:52,3939,街角設置端末（地図から）,0,775,10,1,,2018/10/17 10:59,2018/10/17 11:04,35.450447 139.635947,みなとみらい線　馬車道駅,35.447541 139.644914,シルク博物館,2018/10/17 11:01,2018/10/17 11:01,2018/10/17 11:10,2018/10/17 11:10,,2018/10/17 10:52,0:05:03,0:05:03,,00,06,,,,
-,-,10,2018/10/17 10:55,3940,街角設置端末（地図から）,0,819,6,2,,2018/10/17 10:58,2018/10/17 11:07,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/17 10:58,2018/10/17 10:58,2018/10/17 11:12,2018/10/17 11:12,,2018/10/17 10:55,0:08:48,0:17:36,,00,03,,,,
★,☆,10,2018/10/17 8:19,3914,乗客アプリ（地図から）,2978,1097,6,1,2018/10/17 12:50,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/17 16:50,,2018/10/17 17:00,,2018/10/17 16:50,2018/10/17 16:50,0:00:00,0:00:00,,00,00,,,,
★,☆,10,2018/10/17 8:23,3915,乗客アプリ（簡単予約）,1841,896,8,1,2018/10/17 9:34,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/17 10:08,,2018/10/17 10:30,,2018/10/17 10:00,2018/10/17 10:00,0:00:00,0:00:00,,00,07,,,,
★,☆,10,2018/10/17 9:47,3919,乗客アプリ（目的地から）,3097,1159,8,3,2018/10/17 10:37,,,35.447546 139.64358,横浜開港資料館,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/17 11:15,,2018/10/17 11:32,,2018/10/17 11:15,2018/10/17 11:15,0:00:00,0:00:00,,00,00,,,,
-,☆,10,2018/10/17 10:09,3923,乗客アプリ（目的地から）,1358,657,9,1,2018/10/17 10:15,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/17 10:13,,2018/10/17 10:25,,,2018/10/17 10:09,0:00:00,0:00:00,,00,06,,,,
★,☆,10,2018/10/17 10:21,3928,乗客アプリ（地図から）,2554,890,5,3,2018/10/17 12:45,2018/10/17 10:32,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/17 19:05,2018/10/17 19:05,2018/10/17 19:18,,2018/10/17 19:00,2018/10/17 19:00,,,,00,05,,,,
★,☆,10,2018/10/17 10:38,3935,乗客アプリ（目的地から）,2839,794,1,1,2018/10/17 11:30,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/17 13:30,,2018/10/17 13:53,,2018/10/17 13:30,2018/10/17 13:30,0:00:00,0:00:00,,00,00,,,,
-,-,11,2018/10/17 11:01,3941,乗客アプリ（地図から）,1889,524,6,1,,2018/10/17 11:05,2018/10/17 11:11,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/17 11:06,2018/10/17 11:06,2018/10/17 11:20,2018/10/17 11:20,,2018/10/17 11:01,0:06:33,0:06:33,229,00,04,05,05,,
-,-,11,2018/10/17 11:03,3942,乗客アプリ（目的地から）,3021,462,7,1,,2018/10/17 11:06,2018/10/17 11:13,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/17 11:07,2018/10/17 11:07,2018/10/17 11:24,2018/10/17 11:24,,2018/10/17 11:03,0:06:58,0:06:58,,00,03,,,,
★,-,11,2018/10/17 11:06,3944,乗客アプリ（地図から）,2235,1076,10,2,,2018/10/17 13:09,2018/10/17 13:19,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/17 13:12,2018/10/17 13:19,2018/10/17 13:30,2018/10/17 13:38,2018/10/17 13:10,2018/10/17 13:10,0:10:11,0:20:22,,00,00,,,,
-,-,11,2018/10/17 11:09,3945,乗客アプリ（地図から）,1666,1173,2,1,,2018/10/17 11:15,2018/10/17 11:21,35.450681 139.632446,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/17 11:17,2018/10/17 11:17,2018/10/17 11:29,2018/10/17 11:29,,2018/10/17 11:09,0:06:01,0:06:01,,00,06,,,,
★,-,11,2018/10/17 11:14,3946,乗客アプリ（目的地から）,2931,321,5,1,,2018/10/17 16:03,2018/10/17 16:08,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/17 16:10,2018/10/17 16:10,2018/10/17 16:21,2018/10/17 16:21,2018/10/17 16:10,2018/10/17 16:10,0:04:29,0:04:29,,00,00,,,,
-,-,11,2018/10/17 11:16,3947,乗客アプリ（地図から）,2354,613,8,1,,2018/10/17 11:27,2018/10/17 11:50,35.441002 139.650809,横浜元町ショッピングストリート,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/17 11:28,2018/10/17 11:28,2018/10/17 11:56,2018/10/17 11:56,,2018/10/17 11:16,0:22:39,0:22:39,,00,11,,,,
-,-,11,2018/10/17 11:17,3948,街角設置端末（地図から）,0,1171,10,1,,2018/10/17 11:21,2018/10/17 11:26,35.447541 139.644914,シルク博物館,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/17 11:23,2018/10/17 11:23,2018/10/17 11:30,2018/10/17 11:30,,2018/10/17 11:17,0:04:44,0:04:44,,00,04,,,,
-,-,11,2018/10/17 11:21,3949,街角設置端末（地図から）,0,374,7,4,,2018/10/17 11:26,2018/10/17 11:31,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/17 11:27,2018/10/17 11:27,2018/10/17 11:42,2018/10/17 11:42,,2018/10/17 11:21,0:05:00,0:20:00,,00,04,,,,
-,-,11,2018/10/17 11:28,3950,乗客アプリ（目的地から）,3118,1217,8,1,,2018/10/17 11:37,2018/10/17 11:40,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/17 11:37,2018/10/17 11:37,2018/10/17 11:49,2018/10/17 11:49,,2018/10/17 11:28,0:03:45,0:03:45,,00,08,,,,
★,-,11,2018/10/17 11:31,3951,乗客アプリ（目的地から）,2839,1182,5,1,,2018/10/17 13:16,2018/10/17 13:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/17 13:20,2018/10/17 13:21,2018/10/17 13:42,2018/10/17 13:43,2018/10/17 13:20,2018/10/17 13:20,0:07:11,0:07:11,,00,00,,,,
-,-,11,2018/10/17 11:40,3952,乗客アプリ（目的地から）,3038,345,7,2,,2018/10/17 11:47,2018/10/17 11:52,35.441002 139.650809,横浜元町ショッピングストリート,35.443704 139.651332,ホテルメルパルク横浜,2018/10/17 11:54,2018/10/17 11:54,2018/10/17 12:00,2018/10/17 11:52,,2018/10/17 11:40,0:05:02,0:10:04,,00,06,,,,
★,-,11,2018/10/17 11:44,3954,乗客アプリ（簡単予約）,3021,706,6,1,,2018/10/17 11:49,2018/10/17 11:55,35.447546 139.64358,横浜開港資料館,35.454389 139.630904,横浜ランドマークタワー,2018/10/17 11:51,2018/10/17 11:51,2018/10/17 12:06,2018/10/17 12:06,2018/10/17 11:50,2018/10/17 11:50,0:06:03,0:06:03,,00,00,,,,
★,-,11,2018/10/17 11:44,3955,管理者端末コールセンター代理予約,3120,541,2,3,,2018/10/17 19:03,2018/10/17 19:11,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/17 19:05,2018/10/17 19:05,2018/10/17 19:18,2018/10/17 19:18,2018/10/17 19:05,2018/10/17 19:05,0:08:05,0:24:15,,00,00,,,,
-,-,11,2018/10/17 11:45,3956,乗客アプリ（目的地から）,3117,872,10,2,,2018/10/17 11:51,2018/10/17 12:00,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/17 11:55,2018/10/17 11:55,2018/10/17 12:17,2018/10/17 12:17,,2018/10/17 11:45,0:09:47,0:19:34,,00,06,,,,
★,-,11,2018/10/17 11:46,3957,乗客アプリ（地図から）,3029,527,3,1,,2018/10/17 12:46,2018/10/17 12:57,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/17 12:45,2018/10/17 12:45,2018/10/17 13:03,2018/10/17 13:12,2018/10/17 12:45,2018/10/17 12:45,0:11:37,0:11:37,,00,00,,,,
-,-,11,2018/10/17 11:47,3958,街角設置端末（店舗から）,0,1135,5,1,,2018/10/17 12:00,2018/10/17 12:06,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/17 12:02,2018/10/17 12:02,2018/10/17 12:12,2018/10/17 12:12,,2018/10/17 11:47,0:05:36,0:05:36,,00,13,,,,
-,-,11,2018/10/17 11:48,3959,街角設置端末（地図から）,0,1096,7,1,,2018/10/17 11:56,2018/10/17 11:58,35.447541 139.644914,シルク博物館,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/17 11:58,2018/10/17 11:58,2018/10/17 12:04,2018/10/17 12:04,,2018/10/17 11:48,0:02:26,0:02:26,,00,08,,,,
-,-,11,2018/10/17 11:54,3960,街角設置端末（地図から）,0,821,8,2,,2018/10/17 11:59,2018/10/17 12:03,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/17 12:01,2018/10/17 12:01,2018/10/17 12:16,2018/10/17 12:16,,2018/10/17 11:54,0:04:17,0:08:34,,00,05,,,,
-,-,11,2018/10/17 11:55,3961,乗客アプリ（目的地から）,2892,340,10,2,,2018/10/17 12:01,2018/10/17 12:09,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/17 12:06,2018/10/17 12:06,2018/10/17 12:22,2018/10/17 12:22,,2018/10/17 11:55,0:08:12,0:16:24,,00,05,,,,
★,-,11,2018/10/17 11:57,3962,乗客アプリ（簡単予約）,1853,824,7,2,,2018/10/17 12:02,2018/10/17 12:13,35.441002 139.650809,横浜元町ショッピングストリート,35.454389 139.630904,横浜ランドマークタワー,2018/10/17 12:10,2018/10/17 12:10,2018/10/17 12:34,2018/10/17 12:34,2018/10/17 12:10,2018/10/17 12:10,0:10:55,0:21:50,,00,00,,,,
★,☆,11,2018/10/17 11:04,3943,乗客アプリ（地図から）,2235,1080,6,2,2018/10/17 11:05,,,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/17 13:28,,2018/10/17 13:47,,2018/10/17 13:20,2018/10/17 13:20,0:00:00,0:00:00,,00,07,,,,
-,☆,11,2018/10/17 11:44,3953,街角設置端末（店舗から）,0,1110,6,1,2018/10/17 11:44,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/17 11:58,,2018/10/17 12:09,,,2018/10/17 11:44,0:00:00,0:00:00,,00,14,,,,
★,☆,11,2018/10/17 11:59,3963,乗客アプリ（地図から）,3109,881,9,1,2018/10/17 12:21,2018/10/17 11:59,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/17 12:09,2018/10/17 12:09,2018/10/17 12:34,,2018/10/17 12:08,2018/10/17 12:08,,,,00,13,,,,
-,-,12,2018/10/17 12:01,3964,街角設置端末（店舗から）,0,737,9,2,,2018/10/17 12:09,2018/10/17 12:18,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/17 12:06,2018/10/17 12:06,2018/10/17 12:20,2018/10/17 12:20,,2018/10/17 12:01,0:09:27,0:18:54,239,03,08,09,04,,
★,-,12,2018/10/17 12:07,3965,街角設置端末（店舗から）,0,1136,1,1,,2018/10/17 14:10,2018/10/17 14:17,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/17 14:10,2018/10/17 14:10,2018/10/17 14:21,2018/10/17 14:21,2018/10/17 14:10,2018/10/17 14:10,0:06:29,0:06:29,,00,00,,,,
-,-,12,2018/10/17 12:12,3966,乗客アプリ（地図から）,2043,841,7,1,,2018/10/17 12:18,2018/10/17 12:27,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/17 12:21,2018/10/17 12:21,2018/10/17 12:39,2018/10/17 12:39,,2018/10/17 12:12,0:08:39,0:08:39,,00,05,,,,
-,-,12,2018/10/17 12:22,3968,乗客アプリ（簡単予約）,3109,482,10,1,,2018/10/17 12:24,2018/10/17 12:43,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/17 12:26,2018/10/17 12:26,2018/10/17 12:51,2018/10/17 12:51,,2018/10/17 12:22,0:18:15,0:18:15,,00,02,,,,
-,-,12,2018/10/17 12:24,3969,街角設置端末（地図から）,0,1281,9,1,,2018/10/17 12:30,2018/10/17 12:33,35.445857 139.647636,ホテルモントレ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/17 12:36,2018/10/17 12:36,2018/10/17 12:43,2018/10/17 12:43,,2018/10/17 12:24,0:02:47,0:02:47,,00,06,,,,
★,-,12,2018/10/17 12:33,3971,乗客アプリ（目的地から）,2874,1091,10,1,,2018/10/17 15:05,2018/10/17 15:21,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/17 15:05,2018/10/17 15:05,2018/10/17 15:25,2018/10/17 15:33,2018/10/17 15:05,2018/10/17 15:05,0:15:44,0:15:44,,00,00,,,,
-,-,12,2018/10/17 12:35,3972,乗客アプリ（目的地から）,2983,452,9,2,,2018/10/17 12:37,2018/10/17 13:12,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/17 12:37,2018/10/17 12:37,2018/10/17 12:53,2018/10/17 12:53,,2018/10/17 12:35,0:34:35,1:09:10,,00,02,,,,
-,-,12,2018/10/17 12:38,3974,乗客アプリ（地図から）,2669,472,2,2,,2018/10/17 12:42,2018/10/17 12:48,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/17 12:43,2018/10/17 12:43,2018/10/17 12:50,2018/10/17 12:50,,2018/10/17 12:38,0:05:58,0:11:56,,00,03,,,,
★,-,12,2018/10/17 12:39,3975,街角設置端末（店舗から）,0,773,6,1,,2018/10/17 18:09,2018/10/17 18:15,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/17 18:15,2018/10/17 18:15,2018/10/17 18:26,2018/10/17 18:26,2018/10/17 18:15,2018/10/17 18:15,0:05:25,0:05:25,,00,00,,,,
★,-,12,2018/10/17 12:39,3976,乗客アプリ（地図から）,2963,694,3,1,,2018/10/17 12:49,2018/10/17 13:01,35.456605 139.635327,横浜ベイホテル東急,35.441441 139.648505,横浜中華街朱雀門,2018/10/17 12:56,2018/10/17 12:56,2018/10/17 13:19,2018/10/17 13:19,2018/10/17 12:50,2018/10/17 12:50,0:11:53,0:11:53,,00,00,,,,
-,-,12,2018/10/17 12:39,3977,乗客アプリ（目的地から）,3117,945,8,2,,2018/10/17 12:42,2018/10/17 12:50,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/17 12:41,2018/10/17 12:41,2018/10/17 13:04,2018/10/17 13:04,,2018/10/17 12:39,0:08:27,0:16:54,,01,02,,,,
-,-,12,2018/10/17 12:44,3978,街角設置端末（地図から）,0,493,10,1,,2018/10/17 12:48,2018/10/17 12:59,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448676 139.635696,横浜平和プラザホテル,2018/10/17 12:50,2018/10/17 12:50,2018/10/17 13:01,2018/10/17 13:01,,2018/10/17 12:44,0:11:06,0:11:06,,00,04,,,,
-,-,12,2018/10/17 12:45,3979,乗客アプリ（目的地から）,2290,656,1,1,,2018/10/17 12:50,2018/10/17 12:59,35.448676 139.635696,横浜平和プラザホテル,35.445857 139.647636,ホテルモントレ横浜,2018/10/17 12:51,2018/10/17 12:51,2018/10/17 13:04,2018/10/17 13:04,,2018/10/17 12:45,0:08:31,0:08:31,,00,05,,,,
★,-,12,2018/10/17 12:52,3980,乗客アプリ（目的地から）,2978,470,9,1,,2018/10/17 16:45,2018/10/17 16:52,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/17 16:50,2018/10/17 16:52,2018/10/17 16:58,2018/10/17 17:00,2018/10/17 16:50,2018/10/17 16:50,0:06:14,0:06:14,,00,00,,,,
-,-,12,2018/10/17 12:53,3981,街角設置端末（地図から）,0,332,4,1,,2018/10/17 12:59,2018/10/17 13:04,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/17 13:05,2018/10/17 13:05,2018/10/17 13:16,2018/10/17 13:16,,2018/10/17 12:53,0:04:25,0:04:25,,00,06,,,,
★,-,12,2018/10/17 12:57,3982,街角設置端末（店舗から）,0,826,1,3,,2018/10/17 13:24,2018/10/17 13:32,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/17 13:27,2018/10/17 13:27,2018/10/17 13:42,2018/10/17 13:42,2018/10/17 13:00,2018/10/17 13:00,0:07:44,0:23:12,,00,24,,,,
-,☆,12,2018/10/17 12:13,3967,乗客アプリ（地図から）,2354,595,8,1,2018/10/17 12:13,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454389 139.630904,横浜ランドマークタワー,2018/10/17 12:34,,2018/10/17 12:45,,,2018/10/17 12:13,0:00:00,0:00:00,,00,21,,,,
-,☆,12,2018/10/17 12:24,3970,街角設置端末（店舗から）,0,766,1,2,2018/10/17 12:37,,,35.441002 139.650809,横浜元町ショッピングストリート,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/17 12:52,,2018/10/17 13:12,,,2018/10/17 12:24,0:00:00,0:00:00,,00,28,,,,
