,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
★,-,17,2018/10/19 16:56,4635,乗客アプリ（地図から）,3405,1001,2,1,,2018/10/19 17:20,2018/10/19 17:27,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:26,2018/10/19 17:26,2018/10/19 17:33,2018/10/19 17:33,2018/10/19 17:26,2018/10/19 17:26,0:07:02,0:07:02,,00,00,,,,,,
-,-,17,2018/10/19 17:00,4637,乗客アプリ（地図から）,1155,824,9,1,,2018/10/19 17:06,2018/10/19 17:13,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.453715 139.638133,横浜ワールドポーターズ,2018/10/19 17:07,2018/10/19 17:07,2018/10/19 17:23,2018/10/19 17:23,,2018/10/19 17:00,0:07:02,0:07:02,,00,05,,,,,,
-,-,17,2018/10/19 17:01,4638,乗客アプリ（地図から）,1885,1031,4,1,,2018/10/19 17:12,2018/10/19 17:30,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 17:10,2018/10/19 17:12,2018/10/19 17:25,2018/10/19 17:32,,2018/10/19 17:01,0:18:27,0:18:27,,02,10,,,,,,
-,-,17,2018/10/19 17:03,4639,乗客アプリ（目的地から）,3378,1241,8,1,,2018/10/19 17:10,2018/10/19 17:22,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/10/19 17:07,2018/10/19 17:10,2018/10/19 17:18,2018/10/19 17:28,,2018/10/19 17:03,0:12:20,0:12:20,,03,07,,,,,,
-,-,17,2018/10/19 17:08,4640,乗客アプリ（地図から）,1506,715,8,1,,2018/10/19 17:14,2018/10/19 17:23,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/19 17:15,2018/10/19 17:15,2018/10/19 17:29,2018/10/19 17:29,,2018/10/19 17:08,0:08:56,0:08:56,,00,05,,,,,,
-,-,17,2018/10/19 17:09,4641,まちかど設置端末（地図から）,0,1020,1,1,,2018/10/19 17:17,2018/10/19 17:24,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/19 17:15,2018/10/19 17:15,2018/10/19 17:22,2018/10/19 17:22,,2018/10/19 17:09,0:06:59,0:06:59,,02,08,,,,,,
★,-,17,2018/10/19 17:10,4642,乗客アプリ（地図から）,2547,811,3,2,,2018/10/19 17:39,2018/10/19 17:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:41,2018/10/19 17:41,2018/10/19 17:49,2018/10/19 17:50,2018/10/19 17:40,2018/10/19 17:40,0:06:46,0:13:32,,00,00,,,,,,
-,-,17,2018/10/19 17:11,4643,まちかど設置端末（地図から）,0,841,7,1,,2018/10/19 17:18,2018/10/19 17:36,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/19 17:17,2018/10/19 17:17,2018/10/19 17:40,2018/10/19 17:40,,2018/10/19 17:11,0:17:31,0:17:31,,01,07,,,,,,
-,-,17,2018/10/19 17:11,4644,まちかど設置端末（地図から）,0,1237,4,1,,2018/10/19 17:16,2018/10/19 17:25,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:17,2018/10/19 17:17,2018/10/19 17:26,2018/10/19 17:26,,2018/10/19 17:11,0:08:23,0:08:23,,00,05,,,,,,
-,-,17,2018/10/19 17:14,4645,まちかど設置端末（店舗から）,0,557,10,1,,2018/10/19 17:19,2018/10/19 17:34,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:22,2018/10/19 17:22,2018/10/19 17:31,2018/10/19 17:34,,2018/10/19 17:14,0:14:08,0:14:08,,00,05,,,,,,
-,-,17,2018/10/19 17:15,4646,まちかど設置端末（店舗から）,0,835,9,1,,2018/10/19 17:23,2018/10/19 17:32,35.443073 139.651914,横浜人形の家,35.443908 139.635249,イセザキ・モール,2018/10/19 17:24,2018/10/19 17:24,2018/10/19 17:36,2018/10/19 17:38,,2018/10/19 17:15,0:09:43,0:09:43,,00,08,,,,,,
★,-,17,2018/10/19 17:16,4647,乗客アプリ（地図から）,1605,553,4,1,,2018/10/19 17:43,2018/10/19 17:57,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/19 17:46,2018/10/19 17:47,2018/10/19 17:57,2018/10/19 17:59,2018/10/19 17:46,2018/10/19 17:46,0:14:04,0:14:04,,00,00,,,,,,
-,-,17,2018/10/19 17:19,4648,乗客アプリ（地図から）,3425,1243,10,1,,2018/10/19 17:26,2018/10/19 17:39,35.450447 139.635947,みなとみらい線　馬車道駅,35.445783 139.642958,横浜情報文化センター,2018/10/19 17:29,2018/10/19 17:29,2018/10/19 17:42,2018/10/19 17:42,,2018/10/19 17:19,0:12:26,0:12:26,,00,07,,,,,,
-,-,17,2018/10/19 17:21,4650,乗客アプリ（目的地から）,1334,518,6,1,,2018/10/19 17:24,2018/10/19 17:48,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 17:29,2018/10/19 17:29,2018/10/19 17:42,2018/10/19 17:48,,2018/10/19 17:21,0:24:21,0:24:21,,00,02,,,,,,
-,-,17,2018/10/19 17:23,4652,乗客アプリ（目的地から）,3396,1203,9,2,,2018/10/19 17:26,2018/10/19 17:42,35.443704 139.651332,ホテルメルパルク横浜,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 17:26,2018/10/19 17:26,2018/10/19 17:48,2018/10/19 17:48,,2018/10/19 17:23,0:15:49,0:31:38,,00,03,,,,,,
-,-,17,2018/10/19 17:24,4654,乗客アプリ（地図から）,2275,1265,6,1,,2018/10/19 17:33,2018/10/19 17:54,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/19 17:34,2018/10/19 17:34,2018/10/19 17:54,2018/10/19 18:00,,2018/10/19 17:24,0:21:32,0:21:32,,00,08,,,,,,
-,-,17,2018/10/19 17:25,4655,まちかど設置端末（地図から）,0,459,5,1,,2018/10/19 17:26,2018/10/19 17:32,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:27,2018/10/19 17:27,2018/10/19 17:34,2018/10/19 17:34,,2018/10/19 17:25,0:05:11,0:05:11,,00,01,,,,,,
-,-,17,2018/10/19 17:28,4656,乗客アプリ（地図から）,67,1103,2,1,,2018/10/19 17:29,2018/10/19 17:34,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/19 17:29,2018/10/19 17:29,2018/10/19 17:37,2018/10/19 17:37,,2018/10/19 17:28,0:05:23,0:05:23,,00,01,,,,,,
-,-,17,2018/10/19 17:30,4657,まちかど設置端末（地図から）,0,697,8,1,,2018/10/19 17:32,2018/10/19 17:43,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:32,2018/10/19 17:32,2018/10/19 17:39,2018/10/19 17:39,,2018/10/19 17:30,0:10:55,0:10:55,,00,01,,,,,,
-,-,17,2018/10/19 17:33,4659,乗客アプリ（目的地から）,1747,346,8,1,,2018/10/19 17:37,2018/10/19 17:42,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:37,2018/10/19 17:37,2018/10/19 17:45,2018/10/19 17:45,,2018/10/19 17:33,0:05:52,0:05:52,,00,03,,,,,,
-,-,17,2018/10/19 17:35,4660,乗客アプリ（地図から）,1155,362,4,1,,2018/10/19 17:39,2018/10/19 17:57,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443908 139.635249,イセザキ・モール,2018/10/19 17:40,2018/10/19 17:40,2018/10/19 17:59,2018/10/19 17:59,,2018/10/19 17:35,0:18:42,0:18:42,,00,03,,,,,,
-,-,17,2018/10/19 17:38,4661,乗客アプリ（目的地から）,3434,516,6,1,,2018/10/19 17:43,2018/10/19 17:48,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 17:43,2018/10/19 17:43,2018/10/19 17:52,2018/10/19 17:52,,2018/10/19 17:38,0:04:52,0:04:52,,00,04,,,,,,
-,-,17,2018/10/19 17:41,4662,まちかど設置端末（店舗から）,0,537,5,1,,2018/10/19 17:45,2018/10/19 17:53,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 17:42,2018/10/19 17:42,2018/10/19 17:54,2018/10/19 17:54,,2018/10/19 17:41,0:07:59,0:07:59,,02,03,,,,,,
-,-,17,2018/10/19 17:44,4663,まちかど設置端末（地図から）,0,1200,4,1,,2018/10/19 17:47,2018/10/19 18:10,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/19 17:47,2018/10/19 17:47,2018/10/19 18:07,2018/10/19 18:07,,2018/10/19 17:44,0:23:18,0:23:18,,00,02,,,,,,
-,-,17,2018/10/19 17:44,4664,まちかど設置端末（地図から）,0,653,9,1,,2018/10/19 17:48,2018/10/19 17:57,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:46,2018/10/19 17:47,2018/10/19 17:55,2018/10/19 18:01,,2018/10/19 17:44,0:09:37,0:09:37,,01,03,,,,,,
-,-,17,2018/10/19 17:45,4665,乗客アプリ（簡単予約）,3429,1146,7,1,,2018/10/19 17:53,2018/10/19 18:04,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/19 17:50,2018/10/19 17:50,2018/10/19 18:01,2018/10/19 18:01,,2018/10/19 17:45,0:10:34,0:10:34,,02,08,,,,,,
-,-,17,2018/10/19 17:46,4666,まちかど設置端末（地図から）,0,447,9,1,,2018/10/19 17:52,2018/10/19 17:57,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:52,2018/10/19 17:52,2018/10/19 18:01,2018/10/19 18:01,,2018/10/19 17:46,0:05:35,0:05:35,,00,05,,,,,,
-,-,17,2018/10/19 17:47,4667,乗客アプリ（地図から）,3048,1084,8,1,,2018/10/19 17:57,2018/10/19 18:07,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/19 17:58,2018/10/19 17:58,2018/10/19 18:10,2018/10/19 18:10,,2018/10/19 17:47,0:09:21,0:09:21,,00,10,,,,,,
-,-,17,2018/10/19 17:58,4669,乗客アプリ（目的地から）,1291,1276,7,1,,2018/10/19 18:05,2018/10/19 18:15,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/19 18:05,2018/10/19 18:05,2018/10/19 18:17,2018/10/19 18:19,,2018/10/19 17:58,0:10:00,0:10:00,,00,07,,,,,,
★,☆,17,2018/10/19 16:37,4619,まちかど設置端末（店舗から）,0,1217,2,1,2018/10/19 16:39,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/19 17:06,,2018/10/19 17:13,,2018/10/19 17:06,2018/10/19 17:06,0:00:00,0:00:00,,00,00,,,,,,
★,☆,17,2018/10/19 16:51,4629,乗客アプリ（地図から）,2547,964,7,2,2018/10/19 16:51,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:21,,2018/10/19 17:28,,2018/10/19 17:21,2018/10/19 17:21,0:00:00,0:00:00,,00,00,,,,,,
-,☆,17,2018/10/19 17:22,4651,乗客アプリ（目的地から）,1663,1222,3,1,2018/10/19 17:23,,,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:31,,2018/10/19 17:48,,,2018/10/19 17:22,0:00:00,0:00:00,,00,08,,,,※173行と同一人物と思われるため一番短いものを採用,,
-,☆,17,2018/10/19 17:23,4653,乗客アプリ（目的地から）,1663,515,3,1,2018/10/19 17:24,,,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 17:32,,2018/10/19 17:48,,,2018/10/19 17:23,0:00:00,0:00:00,,00,,,,,※172行と同一人物と思われるため一番短いものを採用,,
-,☆,17,2018/10/19 17:32,4658,まちかど設置端末（店舗から）,0,556,6,1,2018/10/19 17:32,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 17:42,,2018/10/19 17:54,,,2018/10/19 17:32,0:00:00,0:00:00,,00,10,,,,,,
-,☆,17,2018/10/19 17:48,4668,乗客アプリ（目的地から）,3435,440,10,1,2018/10/19 17:48,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/19 17:54,,2018/10/19 18:01,,,2018/10/19 17:48,0:00:00,0:00:00,,00,06,,,,,,
★,-,18,2018/10/19 17:21,4649,まちかど設置端末（店舗から）,0,938,2,3,,2018/10/19 18:20,2018/10/19 18:28,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 18:20,2018/10/19 18:20,2018/10/19 18:30,2018/10/19 18:30,2018/10/19 18:20,2018/10/19 18:20,0:07:42,0:23:06,337,00,00,05,04,,,,
-,-,18,2018/10/19 18:03,4670,まちかど設置端末（店舗から）,0,585,7,2,,2018/10/19 18:08,2018/10/19 18:22,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/10/19 18:10,2018/10/19 18:10,2018/10/19 18:28,2018/10/19 18:28,,2018/10/19 18:03,0:14:11,0:28:22,,00,04,,,,,,
-,-,18,2018/10/19 18:04,4671,まちかど設置端末（店舗から）,0,1135,6,3,,2018/10/19 18:06,2018/10/19 18:18,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/10/19 18:05,2018/10/19 18:05,2018/10/19 18:16,2018/10/19 18:21,,2018/10/19 18:04,0:12:09,0:36:27,,00,02,,,,,,
-,-,18,2018/10/19 18:04,4672,乗客アプリ（地図から）,3437,1096,6,1,,2018/10/19 18:13,2018/10/19 18:25,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/19 18:14,2018/10/19 18:14,2018/10/19 18:28,2018/10/19 18:28,,2018/10/19 18:04,0:11:43,0:11:43,,00,09,,,,,,
-,-,18,2018/10/19 18:05,4673,乗客アプリ（地図から）,1059,611,5,1,,2018/10/19 18:08,2018/10/19 18:17,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/19 18:07,2018/10/19 18:07,2018/10/19 18:22,2018/10/19 18:22,,2018/10/19 18:05,0:08:28,0:08:28,,01,03,,,,,,
-,-,18,2018/10/19 18:06,4675,乗客アプリ（地図から）,1310,574,8,1,,2018/10/19 18:12,2018/10/19 18:17,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 18:14,2018/10/19 18:14,2018/10/19 18:22,2018/10/19 18:22,,2018/10/19 18:06,0:04:44,0:04:44,,00,06,,,,,,
-,-,18,2018/10/19 18:06,4676,まちかど設置端末（店舗から）,0,939,10,1,,2018/10/19 18:10,2018/10/19 18:32,35.443073 139.651914,横浜人形の家,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 18:09,2018/10/19 18:15,2018/10/19 18:22,2018/10/19 18:31,,2018/10/19 18:06,0:21:42,0:21:42,,01,03,,,,,,
-,-,18,2018/10/19 18:12,4678,乗客アプリ（目的地から）,3162,1289,10,1,,2018/10/19 18:16,2018/10/19 18:21,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/19 18:16,2018/10/19 18:16,2018/10/19 18:20,2018/10/19 18:20,,2018/10/19 18:12,0:04:34,0:04:34,,00,04,,,,,,
-,-,18,2018/10/19 18:15,4679,まちかど設置端末（地図から）,0,1072,9,1,,2018/10/19 18:20,2018/10/19 18:31,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/19 18:16,2018/10/19 18:21,2018/10/19 18:25,2018/10/19 18:34,,2018/10/19 18:15,0:10:52,0:10:52,,04,05,,,,,,
-,-,18,2018/10/19 18:18,4680,まちかど設置端末（店舗から）,0,934,9,1,,2018/10/19 18:25,2018/10/19 18:34,35.450447 139.635947,みなとみらい線　馬車道駅,35.441441 139.648505,横浜中華街朱雀門,2018/10/19 18:27,2018/10/19 18:27,2018/10/19 18:39,2018/10/19 18:39,,2018/10/19 18:18,0:08:25,0:08:25,,00,07,,,,,,
-,-,18,2018/10/19 18:18,4681,まちかど設置端末（地図から）,0,490,1,2,,2018/10/19 18:21,2018/10/19 18:27,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/19 18:21,2018/10/19 18:21,2018/10/19 18:31,2018/10/19 18:35,,2018/10/19 18:18,0:05:32,0:11:04,,00,03,,,,,,
-,-,18,2018/10/19 18:20,4682,乗客アプリ（目的地から）,1334,1152,1,1,,2018/10/19 18:21,2018/10/19 18:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/19 18:26,2018/10/19 18:26,2018/10/19 18:38,2018/10/19 18:38,,2018/10/19 18:20,0:07:43,0:07:43,,00,01,,,,,,
-,-,18,2018/10/19 18:24,4683,乗客アプリ（簡単予約）,2477,466,1,1,,2018/10/19 18:28,2018/10/19 18:38,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/19 18:30,2018/10/19 18:30,2018/10/19 18:40,2018/10/19 18:45,,2018/10/19 18:24,0:09:59,0:09:59,,00,04,,,,,,
-,-,18,2018/10/19 18:25,4684,まちかど設置端末（店舗から）,0,1103,1,1,,2018/10/19 18:27,2018/10/19 18:34,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.447546 139.64358,横浜開港資料館,2018/10/19 18:28,2018/10/19 18:28,2018/10/19 18:37,2018/10/19 18:37,,2018/10/19 18:25,0:06:37,0:06:37,,00,02,,,,,,
-,-,18,2018/10/19 18:33,4685,乗客アプリ（目的地から）,3162,900,9,1,,2018/10/19 18:39,2018/10/19 18:59,35.441002 139.650809,横浜元町ショッピングストリート,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/19 18:38,2018/10/19 18:40,2018/10/19 18:59,2018/10/19 19:10,,2018/10/19 18:33,0:20:16,0:20:16,,00,06,,,,,,
-,-,18,2018/10/19 18:37,4686,まちかど設置端末（店舗から）,0,799,9,1,,2018/10/19 18:47,2018/10/19 18:54,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/19 18:47,2018/10/19 18:47,2018/10/19 19:01,2018/10/19 19:01,,2018/10/19 18:37,0:07:00,0:07:00,,00,10,,,,,,
-,-,18,2018/10/19 18:38,4687,乗客アプリ（地図から）,1310,347,1,1,,2018/10/19 18:50,2018/10/19 19:04,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/19 18:44,2018/10/19 18:46,2018/10/19 18:52,2018/10/19 19:05,,2018/10/19 18:38,0:13:58,0:13:58,,06,12,,,,,,
-,-,18,2018/10/19 18:38,4688,まちかど設置端末（店舗から）,0,1091,1,1,,2018/10/19 18:44,2018/10/19 19:00,35.448676 139.635696,横浜平和プラザホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/19 18:41,2018/10/19 18:41,2018/10/19 18:55,2018/10/19 18:55,,2018/10/19 18:38,0:16:25,0:16:25,,02,05,,,,,,
-,-,18,2018/10/19 18:39,4689,まちかど設置端末（店舗から）,0,893,3,2,,2018/10/19 18:42,2018/10/19 18:53,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 18:41,2018/10/19 18:41,2018/10/19 18:50,2018/10/19 18:50,,2018/10/19 18:39,0:10:18,0:20:36,,01,03,,,,,,
-,-,18,2018/10/19 18:43,4691,まちかど設置端末（地図から）,0,998,3,2,,2018/10/19 18:47,2018/10/19 18:53,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 18:48,2018/10/19 18:48,2018/10/19 18:57,2018/10/19 18:57,,2018/10/19 18:43,0:05:32,0:11:04,,00,03,,,,,,
-,-,18,2018/10/19 18:47,4692,乗客アプリ（地図から）,1155,556,10,1,,2018/10/19 18:54,2018/10/19 19:05,35.443908 139.635249,イセザキ・モール,35.443659 139.650847,横浜マリンタワー,2018/10/19 18:53,2018/10/19 18:53,2018/10/19 19:03,2018/10/19 19:03,,2018/10/19 18:47,0:10:56,0:10:56,,01,07,,,,,,
-,-,18,2018/10/19 18:54,4694,乗客アプリ（目的地から）,3382,756,3,2,,2018/10/19 19:00,2018/10/19 19:13,35.45435 139.631762,横浜ロイヤルパークホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/19 18:57,2018/10/19 18:58,2018/10/19 19:09,2018/10/19 19:18,,2018/10/19 18:54,0:13:09,0:26:18,,03,06,,,,,,
-,-,18,2018/10/19 18:55,4695,乗客アプリ（目的地から）,3296,1296,3,1,,2018/10/19 19:02,2018/10/19 19:06,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 19:01,2018/10/19 19:01,2018/10/19 19:09,2018/10/19 19:09,,2018/10/19 18:55,0:03:56,0:03:56,,00,07,,,,,,
-,-,18,2018/10/19 18:56,4696,乗客アプリ（目的地から）,3238,1176,9,1,,2018/10/19 19:02,2018/10/19 19:10,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/19 19:04,2018/10/19 19:04,2018/10/19 19:16,2018/10/19 19:16,,2018/10/19 18:56,0:08:09,0:08:09,,00,06,,,,,,
-,-,18,2018/10/19 18:58,4697,まちかど設置端末（店舗から）,0,676,4,1,,2018/10/19 19:01,2018/10/19 19:06,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 19:02,2018/10/19 19:02,2018/10/19 19:11,2018/10/19 19:11,,2018/10/19 18:58,0:05:09,0:05:09,,00,02,,,,,,
-,☆,18,2018/10/19 18:05,4674,乗客アプリ（目的地から）,1761,942,9,1,2018/10/19 18:05,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/19 18:09,,2018/10/19 18:16,,,2018/10/19 18:05,0:00:00,0:00:00,,00,04,,,,,,
-,☆,18,2018/10/19 18:07,4677,乗客アプリ（目的地から）,3162,1145,10,1,2018/10/19 18:12,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/19 18:11,,2018/10/19 18:18,,,2018/10/19 18:07,0:00:00,0:00:00,,00,04,,,,,,
-,☆,18,2018/10/19 18:43,4690,乗客アプリ（目的地から）,1761,939,8,1,2018/10/19 18:43,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/19 18:46,,2018/10/19 18:58,,,2018/10/19 18:43,0:00:00,0:00:00,,00,03,,,,,,
-,-,19,2018/10/19 19:01,4698,乗客アプリ（地図から）,1112,401,2,1,,2018/10/19 19:02,2018/10/19 19:11,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/19 19:03,2018/10/19 19:03,2018/10/19 19:15,2018/10/19 19:15,,2018/10/19 19:01,0:08:44,0:08:44,158,00,01,04,03,,,,
-,-,19,2018/10/19 19:04,4699,乗客アプリ（地図から）,1035,612,1,1,,2018/10/19 19:10,2018/10/19 19:28,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/19 19:11,2018/10/19 19:11,2018/10/19 19:29,2018/10/19 19:29,,2018/10/19 19:04,0:17:18,0:17:18,,00,06,,,,,,
-,-,19,2018/10/19 19:08,4700,まちかど設置端末（店舗から）,0,959,10,1,,2018/10/19 19:11,2018/10/19 19:17,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/19 19:09,2018/10/19 19:09,2018/10/19 19:18,2018/10/19 19:18,,2018/10/19 19:08,0:05:38,0:05:38,,01,03,,,,,,
-,-,19,2018/10/19 19:10,4701,乗客アプリ（簡単予約）,3231,506,5,2,,2018/10/19 19:17,2018/10/19 19:22,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/19 19:18,2018/10/19 19:18,2018/10/19 19:25,2018/10/19 19:25,,2018/10/19 19:10,0:05:06,0:10:12,,00,06,,,,,,
-,-,19,2018/10/19 19:19,4702,まちかど設置端末（店舗から）,0,1033,3,1,,2018/10/19 19:23,2018/10/19 19:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/19 19:22,2018/10/19 19:22,2018/10/19 19:36,2018/10/19 19:36,,2018/10/19 19:19,0:08:18,0:08:18,,00,04,,,,,,
-,-,19,2018/10/19 19:20,4703,乗客アプリ（目的地から）,3162,403,2,1,,2018/10/19 19:22,2018/10/19 19:30,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/19 19:23,2018/10/19 19:23,2018/10/19 19:38,2018/10/19 19:38,,2018/10/19 19:20,0:07:51,0:07:51,,00,02,,,,,,
-,-,19,2018/10/19 19:29,4704,乗客アプリ（目的地から）,3436,975,4,1,,2018/10/19 19:32,2018/10/19 19:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448676 139.635696,横浜平和プラザホテル,2018/10/19 19:31,2018/10/19 19:31,2018/10/19 19:41,2018/10/19 19:41,,2018/10/19 19:29,0:07:14,0:07:14,,00,02,,,,,,
