,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
-,-,13,2018/10/9 13:02,1857,乗客アプリ（地図から）,1368,890,9,1,,2018/10/9 13:20,2018/10/9 13:20,35.441002 139.650809,横浜元町ショッピングストリート,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/9 13:12,2018/10/9 13:12,2018/10/9 13:29,2018/10/9 13:29,,2018/10/9 13:02,0:00:07,0:00:07,,08,18,,,,
-,-,13,2018/10/9 13:04,1859,乗客アプリ（地図から）,2092,475,3,1,,2018/10/9 13:12,2018/10/9 13:47,35.445857 139.647636,ホテルモントレ横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/9 13:15,2018/10/9 13:15,2018/10/9 13:37,2018/10/9 13:37,,2018/10/9 13:04,0:35:08,0:35:08,,00,07,,,,
-,-,13,2018/10/9 13:07,1861,街角設置端末（地図から）,0,434,1,1,,2018/10/9 13:08,2018/10/9 13:34,35.448676 139.635696,横浜平和プラザホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/9 13:11,2018/10/9 13:11,2018/10/9 13:38,2018/10/9 13:38,,2018/10/9 13:07,0:25:22,0:25:22,,00,01,,,,
-,-,13,2018/10/9 13:18,1864,街角設置端末（店舗から）,0,1287,5,3,,2018/10/9 13:25,2018/10/9 13:35,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/9 13:24,2018/10/9 13:25,2018/10/9 13:42,2018/10/9 13:43,,2018/10/9 13:18,0:10:11,0:30:33,,01,06,,,,
-,-,13,2018/10/9 13:28,1867,街角設置端末（地図から）,0,462,5,1,,2018/10/9 13:45,2018/10/9 13:54,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 13:32,2018/10/9 13:32,2018/10/9 13:54,2018/10/9 13:54,,2018/10/9 13:28,0:09:08,0:09:08,,12,16,,,,
-,-,13,2018/10/9 13:33,1868,乗客アプリ（目的地から）,2167,548,4,1,,2018/10/9 13:38,2018/10/9 13:44,35.443863 139.64702,ローズホテル横浜,35.447699 139.644009,横浜開港資料館,2018/10/9 13:39,2018/10/9 13:40,2018/10/9 13:46,2018/10/9 13:47,,2018/10/9 13:33,0:06:19,0:06:19,,00,05,,,,
★,-,13,2018/10/9 13:37,1869,街角設置端末（店舗から）,0,848,1,4,,2018/10/9 13:42,2018/10/9 13:50,35.454389 139.630904,横浜ランドマークタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 13:45,2018/10/9 13:45,2018/10/9 14:04,2018/10/9 14:04,2018/10/9 13:45,2018/10/9 13:45,0:08:29,0:33:56,,00,00,,,,
-,-,13,2018/10/9 13:37,1870,乗客アプリ（目的地から）,113,1123,4,1,,2018/10/9 13:38,2018/10/9 13:52,35.443863 139.64702,ローズホテル横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 13:40,2018/10/9 13:40,2018/10/9 13:58,2018/10/9 13:58,,2018/10/9 13:37,0:13:43,0:13:43,,00,01,,,,
★,-,13,2018/10/9 13:45,1871,街角設置端末（地図から）,0,577,7,2,,2018/10/9 13:51,2018/10/9 14:09,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/9 13:53,2018/10/9 13:53,2018/10/9 14:12,2018/10/9 14:12,2018/10/9 13:50,2018/10/9 13:50,0:18:08,0:36:16,,00,01,,,,
-,-,13,2018/10/9 13:47,1872,乗客アプリ（地図から）,1996,673,2,1,,2018/10/9 13:56,2018/10/9 14:08,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/9 14:00,2018/10/9 14:00,2018/10/9 14:13,2018/10/9 14:17,,2018/10/9 13:47,0:11:20,0:11:20,,00,09,,,,
-,-,13,2018/10/9 13:53,1875,乗客アプリ（目的地から）,2164,584,7,1,,2018/10/9 14:00,2018/10/9 14:24,35.441002 139.650809,横浜元町ショッピングストリート,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/9 14:03,2018/10/9 14:03,2018/10/9 14:35,2018/10/9 14:35,,2018/10/9 13:53,0:23:46,0:23:46,,00,06,,,,
-,-,13,2018/10/9 13:56,1876,街角設置端末（店舗から）,0,651,5,2,,2018/10/9 14:01,2018/10/9 14:07,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/9 14:03,2018/10/9 14:03,2018/10/9 14:15,2018/10/9 14:15,,2018/10/9 13:56,0:05:48,0:11:36,,00,05,,,,
-,-,13,2018/10/9 13:56,1877,街角設置端末（地図から）,0,933,1,2,,2018/10/9 14:04,2018/10/9 14:09,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/9 14:04,2018/10/9 14:04,2018/10/9 14:17,2018/10/9 14:17,,2018/10/9 13:56,0:05:44,0:11:28,,00,08,,,,
-,-,13,2018/10/9 13:56,1878,街角設置端末（店舗から）,0,833,8,2,,2018/10/9 13:59,2018/10/9 14:10,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 14:06,2018/10/9 14:06,2018/10/9 14:17,2018/10/9 14:17,,2018/10/9 13:56,0:10:29,0:20:58,,00,02,,,,
-,-,13,2018/10/9 13:58,1880,街角設置端末（地図から）,0,525,4,1,,2018/10/9 14:01,2018/10/9 14:08,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/9 14:00,2018/10/9 14:00,2018/10/9 14:11,2018/10/9 14:16,,2018/10/9 13:58,0:07:22,0:07:22,,00,03,,,,
-,☆,13,2018/10/9 13:04,1858,街角設置端末（地図から）,0,1050,1,1,2018/10/9 13:07,,,35.448676 139.635696,横浜平和プラザホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 13:08,,2018/10/9 13:20,,,2018/10/9 13:04,0:00:00,0:00:00,,00,03,,,,
-,☆,13,2018/10/9 13:05,1860,乗客アプリ（目的地から）,2189,1070,2,1,2018/10/9 13:06,,,35.443863 139.64702,ローズホテル横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 13:16,,2018/10/9 13:38,,,2018/10/9 13:05,0:00:00,0:00:00,,00,10,,,,
-,☆,13,2018/10/9 13:13,1862,乗客アプリ（簡単予約）,2172,943,1,1,2018/10/9 13:23,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 13:17,,2018/10/9 13:21,,,2018/10/9 13:13,0:00:00,0:00:00,,00,10,,,,
★,☆,13,2018/10/9 13:17,1863,乗客アプリ（地図から）,1996,870,3,1,2018/10/9 13:26,,,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/9 13:35,,2018/10/9 13:53,,2018/10/9 13:35,2018/10/9 13:35,0:00:00,0:00:00,,00,00,,,,
★,☆,13,2018/10/9 13:27,1866,乗客アプリ（地図から）,1996,429,3,1,2018/10/9 13:42,,,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/9 13:40,,2018/10/9 13:58,,2018/10/9 13:40,2018/10/9 13:40,0:00:00,0:00:00,,00,02,,,,
-,☆,13,2018/10/9 13:53,1874,乗客アプリ（簡単予約）,2172,693,2,1,2018/10/9 13:59,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/9 14:04,,2018/10/9 14:16,,,2018/10/9 13:53,0:00:00,0:00:00,,00,11,,,,
★,-,14,2018/10/9 10:01,1787,街角設置端末（店舗から）,0,720,8,1,,2018/10/9 14:24,2018/10/9 14:30,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 14:30,2018/10/9 14:30,2018/10/9 14:41,2018/10/9 14:41,2018/10/9 14:30,2018/10/9 14:30,0:05:46,0:05:46,217,00,00,03,03,,
★,-,14,2018/10/9 11:56,1836,街角設置端末（店舗から）,0,529,8,2,,2018/10/9 14:04,2018/10/9 14:10,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 14:05,2018/10/9 14:05,2018/10/9 14:22,2018/10/9 14:18,2018/10/9 14:05,2018/10/9 14:05,0:05:33,0:11:06,,00,00,,,,
★,-,14,2018/10/9 13:57,1879,乗客アプリ（目的地から）,2084,1205,2,1,,2018/10/9 14:10,2018/10/9 14:14,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/9 14:17,2018/10/9 14:17,2018/10/9 14:24,2018/10/9 14:24,2018/10/9 14:15,2018/10/9 14:15,0:03:52,0:03:52,,00,00,,,,
★,-,14,2018/10/9 14:04,1884,乗客アプリ（目的地から）,1751,1126,2,1,,2018/10/9 14:10,2018/10/9 14:24,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 14:15,2018/10/9 14:15,2018/10/9 14:40,2018/10/9 14:40,2018/10/9 14:15,2018/10/9 14:15,0:13:51,0:13:51,,00,00,,,,
★,-,14,2018/10/9 14:06,1886,乗客アプリ（目的地から）,2086,1075,2,1,,2018/10/9 14:10,2018/10/9 14:24,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 14:15,2018/10/9 14:15,2018/10/9 14:40,2018/10/9 14:40,2018/10/9 14:15,2018/10/9 14:15,0:13:52,0:13:52,,00,00,,,,
-,-,14,2018/10/9 14:09,1887,乗客アプリ（地図から）,1542,1253,6,2,,2018/10/9 14:19,2018/10/9 14:28,35.443908 139.635249,イセザキ・モール,35.443704 139.651332,ホテルメルパルク横浜,2018/10/9 14:16,2018/10/9 14:16,2018/10/9 14:33,2018/10/9 14:33,,2018/10/9 14:09,0:08:48,0:17:36,,03,10,,,,
-,-,14,2018/10/9 14:11,1888,乗客アプリ（目的地から）,2064,339,3,3,,2018/10/9 14:17,2018/10/9 14:28,35.441441 139.648505,横浜中華街朱雀門,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/9 14:18,2018/10/9 14:18,2018/10/9 14:38,2018/10/9 14:38,,2018/10/9 14:11,0:10:35,0:31:45,,00,06,,,,
-,-,14,2018/10/9 14:15,1889,街角設置端末（地図から）,0,1148,7,1,,2018/10/9 14:20,2018/10/9 14:42,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/9 14:24,2018/10/9 14:24,2018/10/9 14:56,2018/10/9 14:56,,2018/10/9 14:15,0:21:56,0:21:56,,00,04,,,,
-,-,14,2018/10/9 14:17,1890,街角設置端末（地図から）,0,1091,4,1,,2018/10/9 14:22,2018/10/9 14:27,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 14:26,2018/10/9 14:26,2018/10/9 14:38,2018/10/9 14:38,,2018/10/9 14:17,0:04:19,0:04:19,,00,05,,,,
-,-,14,2018/10/9 14:27,1892,乗客アプリ（地図から）,2231,768,5,1,,2018/10/9 14:30,2018/10/9 14:40,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447699 139.644009,横浜開港資料館,2018/10/9 14:33,2018/10/9 14:33,2018/10/9 14:45,2018/10/9 14:45,,2018/10/9 14:27,0:09:45,0:09:45,,00,03,,,,
-,-,14,2018/10/9 14:27,1893,街角設置端末（店舗から）,0,963,3,2,,2018/10/9 14:29,2018/10/9 14:38,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/9 14:31,2018/10/9 14:31,2018/10/9 14:46,2018/10/9 14:46,,2018/10/9 14:27,0:09:01,0:18:02,,00,01,,,,
-,-,14,2018/10/9 14:28,1894,乗客アプリ（目的地から）,2167,560,7,1,,2018/10/9 14:33,2018/10/9 14:49,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/9 14:36,2018/10/9 14:36,2018/10/9 15:04,2018/10/9 15:04,,2018/10/9 14:28,0:15:43,0:15:43,,00,05,,,,
-,-,14,2018/10/9 14:30,1895,乗客アプリ（地図から）,1310,823,8,2,,2018/10/9 14:34,2018/10/9 14:40,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/9 14:32,2018/10/9 14:32,2018/10/9 14:46,2018/10/9 14:48,,2018/10/9 14:30,0:06:12,0:12:24,,01,03,,,,
-,-,14,2018/10/9 14:30,1897,街角設置端末（地図から）,0,350,4,1,,2018/10/9 14:34,2018/10/9 14:45,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/10/9 14:37,2018/10/9 14:37,2018/10/9 15:01,2018/10/9 15:01,,2018/10/9 14:30,0:10:32,0:10:32,,00,03,,,,
-,-,14,2018/10/9 14:31,1898,街角設置端末（店舗から）,0,607,8,1,,2018/10/9 14:34,2018/10/9 14:37,35.450681 139.632446,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 14:33,2018/10/9 14:33,2018/10/9 14:43,2018/10/9 14:43,,2018/10/9 14:31,0:02:58,0:02:58,,00,02,,,,
-,-,14,2018/10/9 14:31,1899,乗客アプリ（地図から）,2164,505,8,1,,2018/10/9 14:37,2018/10/9 14:50,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/9 14:42,2018/10/9 14:42,2018/10/9 15:11,2018/10/9 15:11,,2018/10/9 14:31,0:13:03,0:13:03,,00,05,,,,
-,-,14,2018/10/9 14:56,1902,乗客アプリ（目的地から）,1751,879,8,1,,2018/10/9 15:01,2018/10/9 15:12,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/9 15:04,2018/10/9 15:04,2018/10/9 15:29,2018/10/9 15:29,,2018/10/9 14:56,0:11:05,0:11:05,,00,04,,,,
★,☆,14,2018/10/9 11:35,1829,乗客アプリ（目的地から）,2198,709,8,2,2018/10/9 12:22,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 14:10,,2018/10/9 14:22,,2018/10/9 14:10,2018/10/9 14:10,0:00:00,0:00:00,,00,00,,,,
★,☆,14,2018/10/9 12:16,1841,乗客アプリ（地図から）,1310,451,9,1,2018/10/9 14:14,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/9 14:30,,2018/10/9 14:42,,2018/10/9 14:30,2018/10/9 14:30,0:00:00,0:00:00,,00,00,,,,
★,☆,14,2018/10/9 13:52,1873,乗客アプリ（目的地から）,2084,333,2,1,2018/10/9 13:56,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/9 14:17,,2018/10/9 14:24,,2018/10/9 14:15,2018/10/9 14:15,0:00:00,0:00:00,,00,01,,,,
-,☆,14,2018/10/9 14:00,1881,乗客アプリ（地図から）,1542,1120,6,2,2018/10/9 14:08,,,35.443908 139.635249,イセザキ・モール,35.443704 139.651332,ホテルメルパルク横浜,2018/10/9 14:07,,2018/10/9 14:24,,,2018/10/9 14:00,0:00:00,0:00:00,,00,08,,,,
-,☆,14,2018/10/9 14:01,1882,乗客アプリ（目的地から）,1751,695,4,2,2018/10/9 14:04,,,35.454389 139.630904,横浜ランドマークタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 14:07,,2018/10/9 14:37,,,2018/10/9 14:01,0:00:00,0:00:00,,00,06,,,,
★,☆,14,2018/10/9 14:03,1883,乗客アプリ（地図から）,2086,1290,2,1,2018/10/9 14:04,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 14:15,,2018/10/9 14:40,,2018/10/9 14:15,2018/10/9 14:15,0:00:00,0:00:00,,00,00,,,,
-,☆,14,2018/10/9 14:05,1885,乗客アプリ（地図から）,1333,485,2,1,2018/10/9 14:06,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/9 14:11,,2018/10/9 14:31,,,2018/10/9 14:05,0:00:00,0:00:00,,00,06,,,,
★,☆,14,2018/10/9 14:26,1891,乗客アプリ（地図から）,1310,484,8,2,2018/10/9 14:29,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/9 14:40,,2018/10/9 14:53,,2018/10/9 14:40,2018/10/9 14:40,0:00:00,0:00:00,,00,00,,,,
★,-,15,2018/10/9 11:38,1830,乗客アプリ（目的地から）,2200,569,9,1,,2018/10/9 15:47,2018/10/9 15:53,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/9 15:50,2018/10/9 15:50,2018/10/9 16:03,2018/10/9 16:03,2018/10/9 15:50,2018/10/9 15:50,0:06:24,0:06:24,277,00,00,05,05,,
★,-,15,2018/10/9 14:48,1900,乗客アプリ（地図から）,2225,933,1,1,,2018/10/9 14:59,2018/10/9 15:05,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/9 15:00,2018/10/9 15:00,2018/10/9 15:18,2018/10/9 15:18,2018/10/9 15:00,2018/10/9 15:00,0:06:23,0:06:23,,00,00,,,,
★,-,15,2018/10/9 14:55,1901,乗客アプリ（簡単予約）,2205,366,6,2,,2018/10/9 14:58,2018/10/9 15:05,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 15:00,2018/10/9 15:00,2018/10/9 15:13,2018/10/9 15:13,2018/10/9 15:00,2018/10/9 15:00,0:06:24,0:12:48,,00,00,,,,
★,-,15,2018/10/9 15:06,1904,乗客アプリ（地図から）,2176,1294,8,1,,2018/10/9 15:22,2018/10/9 15:30,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 15:26,2018/10/9 15:26,2018/10/9 15:37,2018/10/9 15:38,2018/10/9 15:20,2018/10/9 15:20,0:08:00,0:08:00,,00,02,,,,
-,-,15,2018/10/9 15:06,1905,乗客アプリ（地図から）,2207,1057,6,2,,2018/10/9 15:10,2018/10/9 15:15,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/9 15:11,2018/10/9 15:11,2018/10/9 15:21,2018/10/9 15:21,,2018/10/9 15:06,0:05:16,0:10:32,,00,03,,,,
★,-,15,2018/10/9 15:12,1906,乗客アプリ（地図から）,1996,923,8,1,,2018/10/9 15:25,2018/10/9 15:30,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/9 15:25,2018/10/9 15:25,2018/10/9 15:33,2018/10/9 15:33,2018/10/9 15:25,2018/10/9 15:25,0:04:12,0:04:12,,00,00,,,,
-,-,15,2018/10/9 15:14,1907,街角設置端末（地図から）,0,629,2,3,,2018/10/9 15:29,2018/10/9 15:54,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 15:28,2018/10/9 15:28,2018/10/9 15:49,2018/10/9 16:03,,2018/10/9 15:14,0:24:23,1:13:09,,00,15,,,,
-,-,15,2018/10/9 15:16,1908,乗客アプリ（地図から）,1310,1083,9,1,,2018/10/9 15:19,2018/10/9 15:21,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/10/9 15:20,2018/10/9 15:20,2018/10/9 15:30,2018/10/9 15:30,,2018/10/9 15:16,0:02:30,0:02:30,,00,02,,,,
-,-,15,2018/10/9 15:18,1909,乗客アプリ（地図から）,2092,1179,3,1,,2018/10/9 15:23,2018/10/9 15:35,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.445857 139.647636,ホテルモントレ横浜,2018/10/9 15:22,2018/10/9 15:22,2018/10/9 15:42,2018/10/9 15:42,,2018/10/9 15:18,0:12:02,0:12:02,,01,05,,,,
-,-,15,2018/10/9 15:23,1911,街角設置端末（店舗から）,0,855,10,1,,2018/10/9 15:30,2018/10/9 15:30,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/9 15:33,2018/10/9 15:39,2018/10/9 15:41,2018/10/9 15:47,,2018/10/9 15:23,0:00:09,0:00:09,,00,07,,,,
-,-,15,2018/10/9 15:24,1913,乗客アプリ（目的地から）,2231,548,7,1,,2018/10/9 15:28,2018/10/9 15:29,35.443863 139.64702,ローズホテル横浜,35.443659 139.650847,横浜マリンタワー,2018/10/9 15:28,2018/10/9 15:28,2018/10/9 15:33,2018/10/9 15:33,,2018/10/9 15:24,0:01:30,0:01:30,,00,04,,,,
-,-,15,2018/10/9 15:26,1915,乗客アプリ（地図から）,2236,1133,2,1,,2018/10/9 15:38,2018/10/9 15:46,35.450447 139.635947,みなとみらい線　馬車道駅,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 15:37,2018/10/9 15:37,2018/10/9 15:51,2018/10/9 15:51,,2018/10/9 15:26,0:08:00,0:08:00,,00,12,,,,
-,-,15,2018/10/9 15:28,1916,乗客アプリ（目的地から）,1751,616,1,1,,2018/10/9 15:32,2018/10/9 15:36,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/9 15:48,2018/10/9 15:48,2018/10/9 16:00,2018/10/9 16:00,,2018/10/9 15:28,0:04:28,0:04:28,,00,03,,,,
★,-,15,2018/10/9 15:28,1918,乗客アプリ（目的地から）,990,920,8,1,,2018/10/9 15:39,2018/10/9 15:50,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443704 139.651332,ホテルメルパルク横浜,2018/10/9 15:36,2018/10/9 15:36,2018/10/9 16:04,2018/10/9 16:04,2018/10/9 15:34,2018/10/9 15:34,0:11:09,0:11:09,,03,05,,,,
-,-,15,2018/10/9 15:33,1919,街角設置端末（地図から）,0,935,4,1,,2018/10/9 15:39,2018/10/9 15:57,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/9 15:38,2018/10/9 15:38,2018/10/9 16:05,2018/10/9 16:05,,2018/10/9 15:33,0:18:01,0:18:01,,00,06,,,,
-,-,15,2018/10/9 15:38,1920,乗客アプリ（地図から）,1310,1205,7,1,,2018/10/9 15:46,2018/10/9 15:49,35.453715 139.638133,横浜ワールドポーターズ,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 15:43,2018/10/9 15:50,2018/10/9 15:56,2018/10/9 16:03,,2018/10/9 15:38,0:03:13,0:03:13,,02,07,,,,
★,-,15,2018/10/9 15:39,1921,乗客アプリ（地図から）,1338,444,1,1,,2018/10/9 15:49,2018/10/9 15:56,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 15:55,2018/10/9 15:58,2018/10/9 16:07,2018/10/9 16:09,2018/10/9 15:50,2018/10/9 15:50,0:07:21,0:07:21,,00,00,,,,
-,-,15,2018/10/9 15:40,1922,乗客アプリ（地図から）,1052,789,3,1,,2018/10/9 15:46,2018/10/9 15:55,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 15:50,2018/10/9 15:50,2018/10/9 16:02,2018/10/9 16:02,,2018/10/9 15:40,0:09:22,0:09:22,,00,05,,,,
-,-,15,2018/10/9 15:41,1924,街角設置端末（地図から）,0,548,1,1,,2018/10/9 15:47,2018/10/9 16:04,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 15:57,2018/10/9 15:57,2018/10/9 16:24,2018/10/9 16:24,,2018/10/9 15:41,0:16:12,0:16:12,,00,06,,,,
-,-,15,2018/10/9 15:46,1925,乗客アプリ（目的地から）,1751,1273,3,1,,2018/10/9 15:52,2018/10/9 16:02,35.450447 139.635947,みなとみらい線　馬車道駅,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/9 15:56,2018/10/9 15:56,2018/10/9 16:18,2018/10/9 16:18,,2018/10/9 15:46,0:10:26,0:10:26,,00,05,,,,
-,-,15,2018/10/9 15:47,1926,街角設置端末（店舗から）,0,539,4,1,,2018/10/9 15:51,2018/10/9 16:03,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/9 15:53,2018/10/9 15:53,2018/10/9 16:13,2018/10/9 16:13,,2018/10/9 15:47,0:11:16,0:11:16,,00,04,,,,
-,-,15,2018/10/9 15:48,1927,街角設置端末（地図から）,0,328,9,1,,2018/10/9 15:51,2018/10/9 15:57,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/10/9 15:51,2018/10/9 15:51,2018/10/9 16:04,2018/10/9 16:04,,2018/10/9 15:48,0:06:28,0:06:28,,00,02,,,,
-,-,15,2018/10/9 15:54,1930,乗客アプリ（地図から）,2231,938,8,1,,2018/10/9 15:59,2018/10/9 16:04,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/9 16:02,2018/10/9 16:02,2018/10/9 16:11,2018/10/9 16:11,,2018/10/9 15:54,0:04:26,0:04:26,,00,05,,,,
-,-,15,2018/10/9 15:57,1932,乗客アプリ（目的地から）,990,798,3,1,,2018/10/9 16:05,2018/10/9 16:27,35.443659 139.650847,横浜マリンタワー,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/9 16:11,2018/10/9 16:11,2018/10/9 16:37,2018/10/9 16:37,,2018/10/9 15:57,0:22:19,0:22:19,,00,07,,,,
-,-,15,2018/10/9 15:58,1933,街角設置端末（地図から）,0,353,4,1,,2018/10/9 16:03,2018/10/9 16:10,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.447541 139.644914,シルク博物館,2018/10/9 16:05,2018/10/9 16:05,2018/10/9 16:19,2018/10/9 16:19,,2018/10/9 15:58,0:07:01,0:07:01,,00,04,,,,
