,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
-,-,10,2018/10/9 10:20,1797,乗客アプリ（簡単予約）,2171,566,6,1,,2018/10/9 10:22,2018/10/9 11:12,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/10/9 10:23,2018/10/9 10:26,2018/10/9 10:49,2018/10/9 11:03,,2018/10/9 10:20,0:50:28,0:50:28,,00,01,,,,
-,-,10,2018/10/9 10:21,1798,乗客アプリ（簡単予約）,2170,1265,6,1,,2018/10/9 10:24,2018/10/9 10:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 10:28,2018/10/9 10:29,2018/10/9 10:51,2018/10/9 10:53,,2018/10/9 10:21,0:16:22,0:16:22,,00,03,,,,
-,-,10,2018/10/9 10:21,1799,乗客アプリ（地図から）,1666,333,10,1,,2018/10/9 10:32,2018/10/9 10:38,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/9 10:39,2018/10/9 10:39,2018/10/9 10:52,2018/10/9 10:52,,2018/10/9 10:21,0:06:07,0:06:07,,00,10,,,,
-,-,10,2018/10/9 10:22,1801,乗客アプリ（目的地から）,1668,779,6,1,,2018/10/9 10:24,2018/10/9 10:43,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 10:29,2018/10/9 10:29,2018/10/9 10:53,2018/10/9 10:53,,2018/10/9 10:22,0:18:29,0:18:29,,00,01,,,,
★,-,10,2018/10/9 10:26,1802,街角設置端末（店舗から）,0,1247,7,2,,2018/10/9 10:40,2018/10/9 10:50,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/9 10:35,2018/10/9 10:35,2018/10/9 10:50,2018/10/9 10:50,2018/10/9 10:35,2018/10/9 10:35,0:10:22,0:20:44,,05,05,,,,
-,-,10,2018/10/9 10:28,1803,街角設置端末（店舗から）,0,1041,9,3,,2018/10/9 10:37,2018/10/9 10:44,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 10:36,2018/10/9 10:36,2018/10/9 10:50,2018/10/9 10:50,,2018/10/9 10:28,0:06:11,0:18:33,,01,09,,,,
-,-,10,2018/10/9 10:29,1804,街角設置端末（店舗から）,0,833,3,3,,2018/10/9 10:39,2018/10/9 10:46,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 10:38,2018/10/9 10:38,2018/10/9 10:51,2018/10/9 10:51,,2018/10/9 10:29,0:07:07,0:21:21,,01,09,,,,
-,-,10,2018/10/9 10:31,1805,街角設置端末（地図から）,0,532,1,4,,2018/10/9 10:40,2018/10/9 10:46,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 10:43,2018/10/9 10:43,2018/10/9 10:58,2018/10/9 10:58,,2018/10/9 10:31,0:06:39,0:26:36,,00,08,,,,
-,-,10,2018/10/9 10:42,1807,街角設置端末（地図から）,0,325,4,1,,2018/10/9 10:50,2018/10/9 10:55,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 10:49,2018/10/9 10:49,2018/10/9 11:01,2018/10/9 11:01,,2018/10/9 10:42,0:05:19,0:05:19,,00,08,,,,
-,-,10,2018/10/9 10:42,1808,街角設置端末（店舗から）,0,852,10,2,,2018/10/9 10:54,2018/10/9 11:18,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/10/9 10:52,2018/10/9 10:52,2018/10/9 11:11,2018/10/9 11:11,,2018/10/9 10:42,0:24:35,0:49:10,,02,11,,,,
★,-,10,2018/10/9 10:42,1809,乗客アプリ（簡単予約）,2172,515,5,1,,2018/10/9 10:47,2018/10/9 10:59,35.454389 139.630904,横浜ランドマークタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/9 10:49,2018/10/9 10:49,2018/10/9 10:57,2018/10/9 11:03,2018/10/9 10:43,2018/10/9 10:43,0:11:57,0:11:57,,00,03,,,,
-,-,10,2018/10/9 10:43,1810,街角設置端末（地図から）,0,579,8,4,,2018/10/9 10:53,2018/10/9 10:59,35.45435 139.631762,横浜ロイヤルパークホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/9 11:01,2018/10/9 11:01,2018/10/9 11:16,2018/10/9 11:16,,2018/10/9 10:43,0:05:46,0:23:04,,00,10,,,,
-,-,10,2018/10/9 10:45,1811,乗客アプリ（目的地から）,2189,907,5,2,,2018/10/9 10:51,2018/10/9 11:10,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 10:52,2018/10/9 10:52,2018/10/9 11:21,2018/10/9 11:21,,2018/10/9 10:45,0:18:54,0:37:48,,00,06,,,,
-,-,10,2018/10/9 10:48,1813,街角設置端末（店舗から）,0,596,9,1,,2018/10/9 10:54,2018/10/9 11:15,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.447541 139.644914,シルク博物館,2018/10/9 11:02,2018/10/9 11:02,2018/10/9 11:17,2018/10/9 11:15,,2018/10/9 10:48,0:20:51,0:20:51,,00,05,,,,
-,-,10,2018/10/9 10:54,1814,街角設置端末（地図から）,0,420,9,1,,2018/10/9 11:00,2018/10/9 11:00,35.450447 139.635947,みなとみらい線　馬車道駅,35.447541 139.644914,シルク博物館,2018/10/9 11:06,2018/10/9 11:06,2018/10/9 11:14,2018/10/9 11:14,,2018/10/9 10:54,0:00:19,0:00:19,,00,05,,,,
-,-,10,2018/10/9 10:56,1815,街角設置端末（店舗から）,0,981,10,4,,2018/10/9 11:04,2018/10/9 11:18,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/10/9 11:03,2018/10/9 11:03,2018/10/9 11:26,2018/10/9 11:26,,2018/10/9 10:56,0:14:15,0:57:00,,00,08,,,,
-,-,10,2018/10/9 10:58,1816,街角設置端末（店舗から）,0,1267,4,1,,2018/10/9 11:08,2018/10/9 11:16,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 11:10,2018/10/9 11:10,2018/10/9 11:22,2018/10/9 11:22,,2018/10/9 10:58,0:07:33,0:07:33,,00,09,,,,
-,☆,10,2018/10/9 8:44,1779,乗客アプリ（目的地から）,112,1181,1,1,2018/10/9 8:45,,,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/10/9 10:14,,2018/10/9 10:19,,,2018/10/9 8:44,0:00:00,0:00:00,,00,89,,,,
★,☆,10,2018/10/9 9:49,1782,乗客アプリ（目的地から）,1756,1263,5,1,2018/10/9 9:49,,,35.445783 139.642958,横浜情報文化センター,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/9 10:16,,2018/10/9 10:23,,2018/10/9 9:48,2018/10/9 9:48,0:00:00,0:00:00,,00,28,,,,
-,☆,10,2018/10/9 9:49,1783,乗客アプリ（地図から）,2052,469,5,4,2018/10/9 9:54,,,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 10:22,,2018/10/9 10:43,,,2018/10/9 9:49,0:00:00,0:00:00,,00,32,,,,
★,☆,10,2018/10/9 10:22,1800,街角設置端末（店舗から）,0,331,5,4,2018/10/9 10:35,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/10/9 10:31,,2018/10/9 10:52,,2018/10/9 10:30,2018/10/9 10:30,0:00:00,0:00:00,,00,05,,,,
-,☆,10,2018/10/9 10:33,1806,街角設置端末（店舗から）,0,1052,6,3,2018/10/9 11:05,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 10:44,,2018/10/9 11:15,,,2018/10/9 10:33,0:00:00,0:00:00,,00,32,,,,
-,☆,10,2018/10/9 10:45,1812,街角設置端末（店舗から）,0,1191,9,1,2018/10/9 10:48,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 11:06,,2018/10/9 11:23,,,2018/10/9 10:45,0:00:00,0:00:00,,00,20,,,,
★,-,11,2018/10/9 10:10,1791,乗客アプリ（目的地から）,1799,989,2,1,,2018/10/9 10:56,2018/10/9 11:04,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454389 139.630904,横浜ランドマークタワー,2018/10/9 11:00,2018/10/9 11:00,2018/10/9 11:11,2018/10/9 11:11,2018/10/9 11:00,2018/10/9 11:00,0:07:35,0:07:35,143,00,00,05,05,,
-,-,11,2018/10/9 11:00,1817,乗客アプリ（目的地から）,113,977,9,1,,2018/10/9 11:07,2018/10/9 11:18,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 11:11,2018/10/9 11:11,2018/10/9 11:30,2018/10/9 11:30,,2018/10/9 11:00,0:10:56,0:10:56,,00,07,,,,
★,-,11,2018/10/9 11:07,1818,街角設置端末（地図から）,0,1196,7,2,,2018/10/9 11:11,2018/10/9 11:20,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 11:16,2018/10/9 11:16,2018/10/9 11:32,2018/10/9 11:32,2018/10/9 11:15,2018/10/9 11:15,0:09:04,0:18:08,,00,00,,,,
-,-,11,2018/10/9 11:09,1819,乗客アプリ（簡単予約）,2172,748,2,1,,2018/10/9 11:14,2018/10/9 11:19,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 11:10,2018/10/9 11:10,2018/10/9 11:21,2018/10/9 11:21,,2018/10/9 11:09,0:04:41,0:04:41,,03,05,,,,
-,-,11,2018/10/9 11:11,1820,街角設置端末（店舗から）,0,665,9,1,,2018/10/9 11:14,2018/10/9 11:18,35.443704 139.651332,ホテルメルパルク横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 11:14,2018/10/9 11:14,2018/10/9 11:29,2018/10/9 11:29,,2018/10/9 11:11,0:04:08,0:04:08,,00,03,,,,
-,-,11,2018/10/9 11:16,1822,街角設置端末（地図から）,0,587,3,1,,2018/10/9 11:31,2018/10/9 11:41,35.450447 139.635947,みなとみらい線　馬車道駅,35.447541 139.644914,シルク博物館,2018/10/9 11:27,2018/10/9 11:27,2018/10/9 11:35,2018/10/9 11:35,,2018/10/9 11:16,0:09:52,0:09:52,,04,14,,,,
★,-,11,2018/10/9 11:16,1823,乗客アプリ（地図から）,1727,607,10,2,,2018/10/9 11:25,2018/10/9 11:31,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 11:33,2018/10/9 11:33,2018/10/9 11:46,2018/10/9 11:46,2018/10/9 11:25,2018/10/9 11:25,0:06:34,0:13:08,,00,00,,,,
★,-,11,2018/10/9 11:18,1824,乗客アプリ（地図から）,2177,306,6,1,,2018/10/9 11:37,2018/10/9 11:56,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜,2018/10/9 11:30,2018/10/9 11:33,2018/10/9 11:59,2018/10/9 12:05,2018/10/9 11:30,2018/10/9 11:30,0:18:43,0:18:43,,07,07,,,,
-,-,11,2018/10/9 11:19,1825,街角設置端末（店舗から）,0,892,6,2,,2018/10/9 11:30,2018/10/9 11:39,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 11:24,2018/10/9 11:24,2018/10/9 11:45,2018/10/9 11:45,,2018/10/9 11:19,0:08:26,0:16:52,,06,11,,,,
-,-,11,2018/10/9 11:20,1826,街角設置端末（店舗から）,0,843,7,1,,2018/10/9 11:23,2018/10/9 11:27,35.443704 139.651332,ホテルメルパルク横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 11:27,2018/10/9 11:27,2018/10/9 11:37,2018/10/9 11:37,,2018/10/9 11:20,0:03:32,0:03:32,,00,03,,,,
-,-,11,2018/10/9 11:23,1827,街角設置端末（地図から）,0,1102,8,1,,2018/10/9 11:29,2018/10/9 11:34,35.454389 139.630904,横浜ランドマークタワー,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/9 11:25,2018/10/9 11:25,2018/10/9 11:34,2018/10/9 11:34,,2018/10/9 11:23,0:04:50,0:04:50,,03,06,,,,
-,-,11,2018/10/9 11:34,1828,乗客アプリ（地図から）,1103,364,3,1,,2018/10/9 11:37,2018/10/9 11:42,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443704 139.651332,ホテルメルパルク横浜,2018/10/9 11:40,2018/10/9 11:40,2018/10/9 11:51,2018/10/9 11:51,,2018/10/9 11:34,0:05:38,0:05:38,,00,02,,,,
-,-,11,2018/10/9 11:43,1831,乗客アプリ（目的地から）,2137,983,4,1,,2018/10/9 11:46,2018/10/9 11:54,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 11:45,2018/10/9 11:45,2018/10/9 12:04,2018/10/9 12:04,,2018/10/9 11:43,0:08:40,0:08:40,,00,02,,,,
-,-,11,2018/10/9 11:44,1833,街角設置端末（店舗から）,0,414,8,1,,2018/10/9 11:51,2018/10/9 11:54,35.445857 139.647636,ホテルモントレ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/9 11:49,2018/10/9 11:49,2018/10/9 11:57,2018/10/9 11:57,,2018/10/9 11:44,0:03:25,0:03:25,,01,07,,,,
-,-,11,2018/10/9 11:52,1834,乗客アプリ（目的地から）,113,1146,8,1,,2018/10/9 11:55,2018/10/9 12:03,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/9 11:58,2018/10/9 11:58,2018/10/9 12:11,2018/10/9 12:11,,2018/10/9 11:52,0:07:48,0:07:48,,00,03,,,,
-,-,11,2018/10/9 11:53,1835,街角設置端末（店舗から）,0,690,5,1,,2018/10/9 12:02,2018/10/9 12:07,35.450447 139.635947,みなとみらい線　馬車道駅,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 12:02,2018/10/9 12:02,2018/10/9 12:16,2018/10/9 12:16,,2018/10/9 11:53,0:05:05,0:05:05,,00,08,,,,
★,☆,11,2018/10/9 11:15,1821,乗客アプリ（目的地から）,1930,1199,6,1,2018/10/9 11:54,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/9 11:45,,2018/10/9 12:01,,2018/10/9 11:45,2018/10/9 11:45,0:00:00,0:00:00,,00,09,,,,
-,☆,11,2018/10/9 11:44,1832,街角設置端末（地図から）,0,1000,3,1,2018/10/9 11:44,,,35.447541 139.644914,シルク博物館,35.443073 139.651914,横浜人形の家,2018/10/9 11:50,,2018/10/9 11:57,,,2018/10/9 11:44,0:00:00,0:00:00,,00,06,,,,
★,-,12,2018/10/9 12:00,1837,街角設置端末（店舗から）,0,392,8,1,,2018/10/9 12:19,2018/10/9 12:25,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.445783 139.642958,横浜情報文化センター,2018/10/9 12:20,2018/10/9 12:20,2018/10/9 12:32,2018/10/9 12:30,2018/10/9 12:20,2018/10/9 12:20,0:06:21,0:06:21,193,00,00,04,04,,
-,-,12,2018/10/9 12:06,1838,乗客アプリ（地図から）,1799,770,1,1,,2018/10/9 12:15,2018/10/9 12:23,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/10/9 12:13,2018/10/9 12:13,2018/10/9 12:25,2018/10/9 12:25,,2018/10/9 12:06,0:07:28,0:07:28,,02,08,,,,
-,-,12,2018/10/9 12:11,1839,街角設置端末（店舗から）,0,727,6,2,,2018/10/9 12:18,2018/10/9 12:34,35.443704 139.651332,ホテルメルパルク横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/9 12:19,2018/10/9 12:19,2018/10/9 12:36,2018/10/9 12:36,,2018/10/9 12:11,0:15:50,0:31:40,,00,06,,,,
★,-,12,2018/10/9 12:15,1840,街角設置端末（店舗から）,0,410,8,1,,2018/10/9 12:31,2018/10/9 12:46,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 12:37,2018/10/9 12:37,2018/10/9 12:55,2018/10/9 13:00,2018/10/9 12:35,2018/10/9 12:35,0:14:42,0:14:42,,00,00,,,,
-,-,12,2018/10/9 12:17,1842,乗客アプリ（簡単予約）,2172,533,7,1,,2018/10/9 12:20,2018/10/9 12:22,35.450681 139.632446,横浜桜木町ワシントンホテル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/9 12:22,2018/10/9 12:22,2018/10/9 12:27,2018/10/9 12:27,,2018/10/9 12:17,0:01:35,0:01:35,,00,03,,,,
-,-,12,2018/10/9 12:20,1843,街角設置端末（店舗から）,0,336,6,2,,2018/10/9 12:26,2018/10/9 12:34,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/9 12:26,2018/10/9 12:26,2018/10/9 12:40,2018/10/9 12:40,,2018/10/9 12:20,0:07:49,0:15:38,,00,05,,,,
-,-,12,2018/10/9 12:23,1844,乗客アプリ（目的地から）,2198,482,9,1,,2018/10/9 12:28,2018/10/9 12:34,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 12:30,2018/10/9 12:30,2018/10/9 12:41,2018/10/9 12:41,,2018/10/9 12:23,0:06:14,0:06:14,,00,05,,,,
-,-,12,2018/10/9 12:24,1845,街角設置端末（地図から）,0,655,8,1,,2018/10/9 12:29,2018/10/9 12:37,35.445857 139.647636,ホテルモントレ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/9 12:32,2018/10/9 12:32,2018/10/9 12:47,2018/10/9 12:47,,2018/10/9 12:24,0:08:07,0:08:07,,00,04,,,,
-,-,12,2018/10/9 12:29,1846,乗客アプリ（簡単予約）,2205,390,7,2,,2018/10/9 12:33,2018/10/9 12:40,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/9 12:32,2018/10/9 12:32,2018/10/9 12:50,2018/10/9 12:50,,2018/10/9 12:29,0:07:30,0:15:00,,00,03,,,,
-,-,12,2018/10/9 12:44,1849,街角設置端末（地図から）,0,411,3,1,,2018/10/9 12:47,2018/10/9 12:56,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/9 12:52,2018/10/9 12:52,2018/10/9 13:06,2018/10/9 13:06,,2018/10/9 12:44,0:09:18,0:09:18,,00,02,,,,
-,-,12,2018/10/9 12:46,1850,乗客アプリ（地図から）,113,1005,9,1,,2018/10/9 12:48,2018/10/9 12:55,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 12:49,2018/10/9 12:49,2018/10/9 13:04,2018/10/9 13:04,,2018/10/9 12:46,0:07:21,0:07:21,,00,02,,,,
-,-,12,2018/10/9 12:47,1851,街角設置端末（地図から）,0,434,4,1,,2018/10/9 12:51,2018/10/9 12:59,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448676 139.635696,横浜平和プラザホテル,2018/10/9 12:51,2018/10/9 12:51,2018/10/9 13:02,2018/10/9 13:02,,2018/10/9 12:47,0:07:57,0:07:57,,00,03,,,,
-,-,12,2018/10/9 12:51,1852,街角設置端末（店舗から）,0,1210,1,2,,2018/10/9 12:54,2018/10/9 12:59,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/9 12:55,2018/10/9 12:55,2018/10/9 13:09,2018/10/9 13:09,,2018/10/9 12:51,0:05:26,0:10:52,,00,03,,,,
-,-,12,2018/10/9 12:52,1853,乗客アプリ（地図から）,1542,339,2,2,,2018/10/9 13:02,2018/10/9 13:13,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/9 13:02,2018/10/9 13:02,2018/10/9 13:19,2018/10/9 13:19,,2018/10/9 12:52,0:11:28,0:22:56,,00,10,,,,
-,-,12,2018/10/9 12:54,1854,街角設置端末（店舗から）,0,1212,9,1,,2018/10/9 13:01,2018/10/9 13:09,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/10/9 13:05,2018/10/9 13:05,2018/10/9 13:17,2018/10/9 13:17,,2018/10/9 12:54,0:07:37,0:07:37,,00,07,,,,
-,-,12,2018/10/9 12:54,1855,乗客アプリ（目的地から）,1214,1097,10,3,,2018/10/9 12:59,2018/10/9 13:06,35.443863 139.64702,ローズホテル横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/9 13:00,2018/10/9 13:00,2018/10/9 13:16,2018/10/9 13:16,,2018/10/9 12:54,0:07:03,0:21:09,,00,04,,,,
-,☆,12,2018/10/9 12:39,1848,乗客アプリ（目的地から）,2129,945,8,1,2018/10/9 12:39,,,35.447699 139.644009,横浜開港資料館,35.456605 139.635327,横浜ベイホテル東急,2018/10/9 12:49,,2018/10/9 13:10,,,2018/10/9 12:39,0:00:00,0:00:00,,00,10,,,,
★,-,13,2018/10/9 12:30,1847,乗客アプリ（目的地から）,1727,841,1,3,,2018/10/9 13:27,2018/10/9 13:34,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/9 13:25,2018/10/9 13:25,2018/10/9 13:39,2018/10/9 13:40,2018/10/9 13:25,2018/10/9 13:25,0:06:26,0:19:18,306,02,02,06,05,,
-,-,13,2018/10/9 13:02,1856,乗客アプリ（地図から）,2204,1217,9,1,,2018/10/9 13:10,2018/10/9 13:21,35.441002 139.650809,横浜元町ショッピングストリート,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/9 13:12,2018/10/9 13:12,2018/10/9 13:29,2018/10/9 13:29,,2018/10/9 13:02,0:10:09,0:10:09,,00,08,,,,
