,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,計算用ダミー,,
-,-,17,2018/11/15 17:58,109-885-SNOW,14484,乗客アプリ（地図から）,2643,925,1,1,,2018/11/15 18:29,2018/11/15 18:46,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/15 18:35,2018/11/15 18:35,2018/11/15 18:49,2018/11/15 18:47,,2018/11/15 17:58,0:16:33,0:16:33,,00,31,,,2018/11/15 17:58,2018/11/15 18:46,43419.748611111143419.7819444444,肯定的,,,,
-,☆,17,2018/11/15 17:58,024-975-GREEN,14486,まちかど端末（店舗から）,0,454,6,1,2018/11/15 17:59,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 18:42,,2018/11/15 18:53,,,2018/11/15 17:58,0:00:00,0:00:00,,00,43,,,2018/11/15 17:58,1900/1/0 0:00,43419.74861111110,#N/A,,,,
-,☆,17,2018/11/15 17:59,113-213-SUN 113-549-SUN 000-630-BLUE,14487,乗客アプリ（地図から）,1034,525,7,3,2018/11/15 17:59,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 18:52,,2018/11/15 19:04,,,2018/11/15 17:59,0:00:00,0:00:00,,00,52,,,2018/11/15 17:59,1900/1/0 0:00,43419.74930555560,#N/A,,,,
★,☆,17,2018/11/15 16:30,022-115-GREEN,14403,乗客アプリ（目的地から）,1325,203,7,1,2018/11/15 16:31,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/15 17:30,,2018/11/15 17:39,,2018/11/15 17:30,2018/11/15 17:30,0:00:00,0:00:00,,00,00,,,2018/11/15 16:30,1900/1/0 0:00,43419.68750,#N/A,,,,
-,☆,17,2018/11/15 17:26,020-958-GREEN,14443,乗客アプリ（地図から）,3880,403,6,1,2018/11/15 17:26,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/15 17:41,,2018/11/15 17:55,,,2018/11/15 17:26,0:00:00,0:00:00,,00,,,,2018/11/15 17:26,1900/1/0 0:00,43419.72638888890,#N/A,,,※300行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,17,2018/11/15 17:26,020-958-GREEN,14444,乗客アプリ（地図から）,3880,556,10,1,2018/11/15 17:27,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/15 17:41,,2018/11/15 17:55,,2018/11/15 17:36,2018/11/15 17:36,0:00:00,0:00:00,,00,04,,,2018/11/15 17:26,1900/1/0 0:00,43419.72638888890,#N/A,,,※299行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/15 17:31,009-842-BLUE,14447,乗客アプリ（地図から）,2535,2,10,1,2018/11/15 17:35,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/15 17:36,,2018/11/15 17:46,,,2018/11/15 17:31,0:00:00,0:00:00,,00,04,,,2018/11/15 17:31,1900/1/0 0:00,43419.72986111110,#N/A,,,,
★,☆,17,2018/11/15 17:31,072-171-ORANGE,14448,乗客アプリ（地図から）,1605,107,13,1,2018/11/15 17:42,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/15 17:41,,2018/11/15 18:06,,2018/11/15 17:41,2018/11/15 17:41,0:00:00,0:00:00,,00,00,,,2018/11/15 17:31,1900/1/0 0:00,43419.72986111110,#N/A,,,"※304,306行と同一人物と思われるため一番短い待ち時間を採用",
★,☆,17,2018/11/15 17:39,024-973-GREEN,14456,まちかど端末（店舗から）,0,725,8,1,2018/11/15 17:40,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/15 17:57,,2018/11/15 18:08,,2018/11/15 17:49,2018/11/15 17:49,0:00:00,0:00:00,,00,08,,,2018/11/15 17:39,1900/1/0 0:00,43419.73541666670,#N/A,,,,
-,☆,17,2018/11/15 17:42,072-171-ORANGE,14459,乗客アプリ（地図から）,1605,681,13,1,2018/11/15 17:42,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/15 17:57,,2018/11/15 18:12,,,2018/11/15 17:42,0:00:00,0:00:00,,00,,,,2018/11/15 17:42,1900/1/0 0:00,43419.73750,#N/A,,,"※302,306行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,17,2018/11/15 17:42,021-096-GREEN,14460,乗客アプリ（地図から）,5898,52,13,1,2018/11/15 17:43,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/15 18:01,,2018/11/15 18:16,,,2018/11/15 17:42,0:00:00,0:00:00,,00,18,,,2018/11/15 17:42,1900/1/0 0:00,43419.73750,#N/A,,,,
-,☆,17,2018/11/15 17:43,072-171-ORANGE,14462,乗客アプリ（地図から）,1605,814,13,1,2018/11/15 17:43,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/15 18:08,,2018/11/15 18:22,,,2018/11/15 17:43,0:00:00,0:00:00,,00,,,,2018/11/15 17:43,1900/1/0 0:00,43419.73819444440,#N/A,,,"※304,302行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,17,2018/11/15 17:45,066-442-BANANA 066-441-BANANA,14463,乗客アプリ（目的地から）,3607,505,10,2,2018/11/15 17:46,,,35.441441 139.648505,横浜中華街朱雀門,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/15 18:13,,2018/11/15 18:26,,,2018/11/15 17:45,0:00:00,0:00:00,,00,27,,,2018/11/15 17:45,1900/1/0 0:00,43419.73958333330,#N/A,,,※308行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/15 17:47,066-441-BANANA 066-442-BANANA,14464,乗客アプリ（目的地から）,3607,747,10,2,2018/11/15 17:47,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/15 18:14,,2018/11/15 18:26,,,2018/11/15 17:47,0:00:00,0:00:00,,00,,,,2018/11/15 17:47,1900/1/0 0:00,43419.74097222220,#N/A,,,※307行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/11/15 17:47,019-286-RED 027-722-GREEN 028-159-GREEN 027-790-GREEN 028-061-GREEN,14466,乗客アプリ（地図から）,3965,279,10,5,2018/11/15 17:47,,,35.447546 139.64358,横浜開港資料館,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 18:17,,2018/11/15 18:26,,,2018/11/15 17:47,0:00:00,0:00:00,,00,30,,,2018/11/15 17:47,1900/1/0 0:00,43419.74097222220,#N/A,,,,
-,☆,17,2018/11/15 17:50,009-842-BLUE,14471,乗客アプリ（地図から）,2535,971,13,1,2018/11/15 18:00,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443659 139.650847,横浜マリンタワー,2018/11/15 18:14,,2018/11/15 18:35,,,2018/11/15 17:50,0:00:00,0:00:00,,00,24,,,2018/11/15 17:50,1900/1/0 0:00,43419.74305555560,#N/A,,,,
-,☆,17,2018/11/15 17:53,062-901-BANANA,14473,まちかど端末（店舗から）,0,24,1,1,2018/11/15 17:54,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/15 18:42,,2018/11/15 18:57,,,2018/11/15 17:53,0:00:00,0:00:00,,00,48,,,2018/11/15 17:53,1900/1/0 0:00,43419.74513888890,#N/A,,,,
-,☆,17,2018/11/15 17:54,021-266-GREEN,14474,乗客アプリ（目的地から）,1747,687,5,1,2018/11/15 17:55,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/15 18:38,,2018/11/15 18:49,,,2018/11/15 17:54,0:00:00,0:00:00,,00,,,,2018/11/15 17:54,1900/1/0 0:00,43419.74583333330,#N/A,,,"※316,314行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,17,2018/11/15 17:55,020-313-GREEN,14475,乗客アプリ（地図から）,5517,669,6,1,2018/11/15 17:55,,,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 18:34,,2018/11/15 18:52,,,2018/11/15 17:55,0:00:00,0:00:00,,00,39,,,2018/11/15 17:55,1900/1/0 0:00,43419.74652777780,#N/A,,,,
-,☆,17,2018/11/15 17:55,021-266-GREEN,14477,乗客アプリ（目的地から）,1747,799,6,1,2018/11/15 17:56,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/15 18:42,,2018/11/15 18:53,,,2018/11/15 17:55,0:00:00,0:00:00,,00,,,,2018/11/15 17:55,1900/1/0 0:00,43419.74652777780,#N/A,,,"※312,316行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,17,2018/11/15 17:56,024-974-GREEN,14478,まちかど端末（店舗から）,0,987,1,1,2018/11/15 17:56,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 18:44,,2018/11/15 18:55,,,2018/11/15 17:56,0:00:00,0:00:00,,00,,,,2018/11/15 17:56,1900/1/0 0:00,43419.74722222220,#N/A,,,"※317,318行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,17,2018/11/15 17:56,021-266-GREEN,14479,乗客アプリ（目的地から）,1747,415,5,1,2018/11/15 17:57,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/15 18:37,,2018/11/15 18:51,,,2018/11/15 17:56,0:00:00,0:00:00,,00,40,,,2018/11/15 17:56,1900/1/0 0:00,43419.74722222220,#N/A,,,"※312,314行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,17,2018/11/15 17:57,024-974-GREEN,14480,まちかど端末（店舗から）,0,685,6,1,2018/11/15 17:57,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 18:41,,2018/11/15 18:52,,,2018/11/15 17:57,0:00:00,0:00:00,,00,44,,,2018/11/15 17:57,1900/1/0 0:00,43419.74791666670,#N/A,,,"※315,318行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,17,2018/11/15 17:58,024-975-GREEN,14483,まちかど端末（店舗から）,0,32,6,1,2018/11/15 17:58,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 18:42,,2018/11/15 18:53,,,2018/11/15 17:58,0:00:00,0:00:00,,00,,,,2018/11/15 17:58,1900/1/0 0:00,43419.74861111110,#N/A,,,"※315,317行と同一人物と思われるため一番短い待ち時間を採用",
★,-,18,2018/11/15 17:05,111-324-SUN,14432,乗客アプリ（地図から）,4442,585,1,1,,2018/11/15 18:02,2018/11/15 18:14,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/15 18:05,2018/11/15 18:05,2018/11/15 18:16,2018/11/15 18:20,2018/11/15 18:05,2018/11/15 18:05,0:12:12,0:12:12,709,00,00,17,12,2018/11/15 17:05,2018/11/15 18:14,43419.711805555643419.7597222222,#N/A,,,,
★,-,18,2018/11/15 17:25,018-594-RED,14442,乗客アプリ（地図から）,6316,870,11,1,,2018/11/15 18:21,2018/11/15 18:30,35.447541 139.644914,シルク博物館,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:25,2018/11/15 18:25,2018/11/15 18:44,2018/11/15 18:41,2018/11/15 18:25,2018/11/15 18:25,0:08:56,0:08:56,,00,00,,,2018/11/15 17:25,2018/11/15 18:30,43419.725694444443419.7708333333,#N/A,,,,
★,-,18,2018/11/15 17:35,104-418-SNOW,14450,乗客アプリ（目的地から）,6320,735,3,1,,2018/11/15 18:33,2018/11/15 18:44,35.45435 139.631762,横浜ロイヤルパークホテル,35.443908 139.635249,イセザキ・モール,2018/11/15 18:35,2018/11/15 18:37,2018/11/15 18:46,2018/11/15 18:46,2018/11/15 18:35,2018/11/15 18:35,0:10:43,0:10:43,,00,00,,,2018/11/15 17:35,2018/11/15 18:44,43419.732638888943419.7805555556,#N/A,,,,
★,-,18,2018/11/15 17:51,166-736-agekke,14472,乗客アプリ（地図から）,1333,642,1,1,,2018/11/15 18:24,2018/11/15 18:40,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 18:27,2018/11/15 18:27,2018/11/15 18:39,2018/11/15 18:42,2018/11/15 18:01,2018/11/15 18:01,0:16:05,0:16:05,,00,23,,,2018/11/15 17:51,2018/11/15 18:40,43419.7437543419.7777777778,#N/A,,,,
★,-,18,2018/11/15 17:58,066-181-BANANA 066-182-BANANA,14485,乗客アプリ（地図から）,6324,601,13,2,,2018/11/15 18:29,2018/11/15 18:42,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 18:22,2018/11/15 18:26,2018/11/15 18:37,2018/11/15 18:40,2018/11/15 18:08,2018/11/15 18:08,0:13:09,0:26:18,,07,21,,,2018/11/15 17:58,2018/11/15 18:42,43419.748611111143419.7791666667,#N/A,,,,
-,-,18,2018/11/15 18:00,009-842-BLUE,14490,乗客アプリ（地図から）,2535,930,11,1,,2018/11/15 18:03,2018/11/15 18:09,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/15 18:04,2018/11/15 18:04,2018/11/15 18:12,2018/11/15 18:12,,2018/11/15 18:00,0:06:25,0:06:25,,00,02,,,2018/11/15 18:00,2018/11/15 18:09,43419.7543419.75625,肯定的,,,,
★,-,18,2018/11/15 18:03,024-288-GREEN 024-287-GREEN,14497,乗客アプリ（地図から）,6321,115,9,2,,2018/11/15 18:24,2018/11/15 18:32,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/11/15 18:19,2018/11/15 18:29,2018/11/15 18:28,2018/11/15 18:38,2018/11/15 18:13,2018/11/15 18:13,0:08:09,0:16:18,,05,11,,,2018/11/15 18:03,2018/11/15 18:32,43419.752083333343419.7722222222,#N/A,,,※337行と同一人物と思われるため一番短いものを採用,
-,-,18,2018/11/15 18:03,166-680-agekke,14498,乗客アプリ（目的地から）,2424,841,2,1,,2018/11/15 18:31,2018/11/15 18:58,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 18:31,2018/11/15 18:34,2018/11/15 18:43,2018/11/15 18:57,,2018/11/15 18:03,0:26:01,0:26:01,,00,28,,,2018/11/15 18:03,2018/11/15 18:58,43419.752083333343419.7902777778,#N/A,,,※336行と同一人物と思われるため一番短いものを採用,
-,-,18,2018/11/15 18:05,113-136-SUN,14503,乗客アプリ（地図から）,6263,166,8,1,,2018/11/15 18:08,2018/11/15 18:15,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/15 18:06,2018/11/15 18:07,2018/11/15 18:14,2018/11/15 18:14,,2018/11/15 18:05,0:07:02,0:07:02,,01,03,,,2018/11/15 18:05,2018/11/15 18:15,43419.753472222243419.7604166667,#N/A,,,※同一人物と思われるため一番短いものを採用,
★,-,18,2018/11/15 18:06,000-630-BLUE,14505,乗客アプリ（地図から）,1034,662,13,1,,2018/11/15 18:10,2018/11/15 18:27,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 18:16,2018/11/15 18:16,2018/11/15 18:25,2018/11/15 18:25,2018/11/15 18:16,2018/11/15 18:16,0:16:44,0:16:44,,00,00,,,2018/11/15 18:06,2018/11/15 18:27,43419.754166666743419.76875,#N/A,,,※同一人物と思われるため一番短いものを採用,
★,-,18,2018/11/15 18:07,008-763-BLUE 008-761-BLUE 006-529-BLUE 006-561-BLUE,14509,乗客アプリ（地図から）,4053,557,2,4,,2018/11/15 18:15,2018/11/15 18:24,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/15 18:17,2018/11/15 18:17,2018/11/15 18:30,2018/11/15 18:30,2018/11/15 18:17,2018/11/15 18:17,0:09:42,0:38:48,,00,00,,,2018/11/15 18:07,2018/11/15 18:24,43419.754861111143419.7666666667,#N/A,,,,
-,-,18,2018/11/15 18:08,118-183-SUN,14512,乗客アプリ（地図から）,5444,998,1,1,,2018/11/15 18:30,2018/11/15 18:40,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 18:35,2018/11/15 18:35,2018/11/15 18:42,2018/11/15 18:42,,2018/11/15 18:08,0:10:00,0:10:00,,00,22,,,2018/11/15 18:08,2018/11/15 18:40,43419.755555555643419.7777777778,否定的,,,,
-,-,18,2018/11/15 18:08,062-783-BANANA 062-782-BANANA,14513,乗客アプリ（地図から）,5641,536,11,2,,2018/11/15 18:16,2018/11/15 18:30,35.445857 139.647636,ホテルモントレ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 18:18,2018/11/15 18:18,2018/11/15 18:42,2018/11/15 18:42,,2018/11/15 18:08,0:14:07,0:28:14,,00,07,,,2018/11/15 18:08,2018/11/15 18:30,43419.755555555643419.7708333333,肯定的,,,,
-,-,18,2018/11/15 18:15,018-826-RED,14533,乗客アプリ（地図から）,1789,894,13,1,,2018/11/15 18:27,2018/11/15 18:49,35.454389 139.630904,横浜ランドマークタワー,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/15 18:27,2018/11/15 18:27,2018/11/15 18:43,2018/11/15 18:43,,2018/11/15 18:15,0:21:46,0:21:46,,00,11,,,2018/11/15 18:15,2018/11/15 18:49,43419.760416666743419.7840277778,#N/A,,,,
-,-,18,2018/11/15 18:20,062-664-BANANA 070-791-ORANGE 070-790-ORANGE,14537,乗客アプリ（目的地から）,5476,272,3,3,,2018/11/15 18:25,2018/11/15 18:53,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 18:25,2018/11/15 18:25,2018/11/15 18:52,2018/11/15 18:54,,2018/11/15 18:20,0:27:23,1:22:09,,00,05,,,2018/11/15 18:20,2018/11/15 18:53,43419.763888888943419.7868055556,#N/A,,,,
-,-,18,2018/11/15 18:21,064-258-BANANA 024-533-GREEN,14539,乗客アプリ（目的地から）,4745,434,4,2,,2018/11/15 18:28,2018/11/15 18:39,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/15 18:29,2018/11/15 18:29,2018/11/15 18:38,2018/11/15 18:42,,2018/11/15 18:21,0:10:50,0:21:40,,00,06,,,2018/11/15 18:21,2018/11/15 18:39,43419.764583333343419.7770833333,#N/A,,,,
-,-,18,2018/11/15 18:22,050-504-STRAWBERRY,14542,乗客アプリ（目的地から）,6133,946,4,1,,2018/11/15 18:32,2018/11/15 18:44,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 18:34,2018/11/15 18:34,2018/11/15 18:46,2018/11/15 18:52,,2018/11/15 18:22,0:11:58,0:11:58,,00,09,,,2018/11/15 18:22,2018/11/15 18:44,43419.765277777843419.7805555556,#N/A,,,,
-,-,18,2018/11/15 18:28,027-167-GREEN 027-372-GREEN 027-375-GREEN,14547,まちかど端末（店舗から）,0,668,2,3,,2018/11/15 18:35,2018/11/15 18:47,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 18:37,2018/11/15 18:37,2018/11/15 18:48,2018/11/15 18:52,,2018/11/15 18:28,0:12:27,0:37:21,,00,06,,,2018/11/15 18:28,2018/11/15 18:47,43419.769444444443419.7826388889,#N/A,,,,
★,-,18,2018/11/15 18:32,118-069-SUN 111-179-SUN,14549,まちかど端末（乗降ポイントから）,0,620,5,2,,2018/11/15 18:38,2018/11/15 18:45,35.450447 139.635947,馬車道駅（みなとみらい線）,35.441441 139.648505,横浜中華街朱雀門,2018/11/15 18:41,2018/11/15 18:41,2018/11/15 18:50,2018/11/15 18:50,2018/11/15 18:41,2018/11/15 18:41,0:07:20,0:14:40,,00,00,,,2018/11/15 18:32,2018/11/15 18:45,43419.772222222243419.78125,#N/A,,,,
★,-,18,2018/11/15 18:32,027-885-GREEN,14550,乗客アプリ（目的地から）,2215,786,2,1,,2018/11/15 18:38,2018/11/15 18:49,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/15 18:42,2018/11/15 18:42,2018/11/15 18:55,2018/11/15 18:55,2018/11/15 18:42,2018/11/15 18:42,0:11:00,0:11:00,,00,00,,,2018/11/15 18:32,2018/11/15 18:49,43419.772222222243419.7840277778,#N/A,,,,
-,-,18,2018/11/15 18:35,032-008-YELLOW,14552,乗客アプリ（目的地から）,3405,679,6,1,,2018/11/15 18:46,2018/11/15 18:52,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/15 18:47,2018/11/15 18:47,2018/11/15 18:53,2018/11/15 18:53,,2018/11/15 18:35,0:05:27,0:05:27,,00,11,,,2018/11/15 18:35,2018/11/15 18:52,43419.774305555643419.7861111111,#N/A,,,,
-,-,18,2018/11/15 18:36,015-953-RED 103-196-SNOW,14554,乗客アプリ（地図から）,3445,372,4,2,,2018/11/15 18:50,2018/11/15 18:56,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443908 139.635249,イセザキ・モール,2018/11/15 18:48,2018/11/15 18:48,2018/11/15 18:54,2018/11/15 18:54,,2018/11/15 18:36,0:05:34,0:11:08,,02,14,,,2018/11/15 18:36,2018/11/15 18:56,43419.77543419.7888888889,#N/A,,,,
-,-,18,2018/11/15 18:39,028-150-GREEN 019-286-RED 027-722-GREEN 028-159-GREEN 027-790-GREEN 028-061-GREEN,14555,乗客アプリ（地図から）,3965,411,4,6,,2018/11/15 19:03,2018/11/15 19:14,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/15 19:01,2018/11/15 19:01,2018/11/15 19:21,2018/11/15 19:21,,2018/11/15 18:39,0:10:27,1:02:42,,02,24,,,2018/11/15 18:39,2018/11/15 19:14,43419.777083333343419.8013888889,#N/A,,,,
