,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,
-,☆,12,2018/11/4 12:41,166-765-agekke,9447,乗客アプリ（目的地から）,1888,469,2,1,2018/11/4 12:41,,,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/4 13:28,,2018/11/4 13:39,,,2018/11/4 12:41,0:00:00,0:00:00,,00,,,,2018/11/4 12:41,1900/1/0 0:00,43408.52847222220,#N/A,,※108行と同一人物と思われるため一番短いものを採用,
-,☆,12,2018/11/4 12:42,065-290-BANANA 067-868-BANANA 066-995-BANANA 063-211-BANANA 066-994-BANANA 066-996-BANANA,9448,まちかど端末（乗降ポイントから）,0,724,2,6,2018/11/4 12:47,,,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/4 13:28,,2018/11/4 13:49,,,2018/11/4 12:42,0:00:00,0:00:00,,00,46,,,2018/11/4 12:42,1900/1/0 0:00,43408.52916666670,#N/A,,,
-,☆,12,2018/11/4 12:42,167-294-CAKE,9450,乗客アプリ（地図から）,4952,500,7,1,2018/11/4 12:43,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/4 13:34,,2018/11/4 13:44,,,2018/11/4 12:42,0:00:00,0:00:00,,00,51,,,2018/11/4 12:42,1900/1/0 0:00,43408.52916666670,#N/A,,※119行と同一人物と思われるため一番短いものを採用,
-,☆,12,2018/11/4 12:42,021-224-GREEN 021-223-GREEN,9451,まちかど端末（乗降ポイントから）,0,957,3,2,2018/11/4 12:44,,,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/4 13:41,,2018/11/4 13:53,,,2018/11/4 12:42,0:00:00,0:00:00,,00,58,,,2018/11/4 12:42,1900/1/0 0:00,43408.52916666670,#N/A,,,
★,☆,12,2018/11/4 12:43,067-303-BANANA 064-607-BANANA,9452,乗客アプリ（目的地から）,5006,834,6,2,2018/11/4 12:43,,,35.453715 139.638133,横浜ワールドポーターズ,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/4 13:48,,2018/11/4 14:03,,2018/11/4 12:53,2018/11/4 12:53,0:00:00,0:00:00,,00,55,,,2018/11/4 12:43,1900/1/0 0:00,43408.52986111110,#N/A,,※115行と同一人物と思われるため一番短いものを採用,
-,☆,12,2018/11/4 12:44,064-526-BANANA 064-520-BANANA,9453,まちかど端末（乗降ポイントから）,0,223,6,2,2018/11/4 12:45,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/4 13:27,,2018/11/4 13:37,,,2018/11/4 12:44,0:00:00,0:00:00,,00,43,,,2018/11/4 12:44,1900/1/0 0:00,43408.53055555560,#N/A,,,
-,☆,12,2018/11/4 12:44,064-607-BANANA,9454,乗客アプリ（目的地から）,5006,25,7,1,2018/11/4 13:42,,,35.453715 139.638133,横浜ワールドポーターズ,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/4 13:37,,2018/11/4 13:51,,,2018/11/4 12:44,0:00:00,0:00:00,,00,,,,2018/11/4 12:44,1900/1/0 0:00,43408.53055555560,#N/A,,※117行と同一人物と思われるため一番短いものを採用,
-,☆,12,2018/11/4 12:44,067-051-BANANA 063-213-BANANA 063-212-BANANA,9455,まちかど端末（乗降ポイントから）,0,466,3,3,2018/11/4 12:45,,,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/4 13:43,,2018/11/4 14:00,,,2018/11/4 12:44,0:00:00,0:00:00,,00,58,,,2018/11/4 12:44,1900/1/0 0:00,43408.53055555560,#N/A,,,
-,☆,12,2018/11/4 12:44,167-294-CAKE,9456,乗客アプリ（簡単予約）,4952,716,1,1,2018/11/4 12:45,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/4 13:39,,2018/11/4 13:48,,,2018/11/4 12:44,0:00:00,0:00:00,,00,,,,2018/11/4 12:44,1900/1/0 0:00,43408.53055555560,#N/A,,※113行と同一人物と思われるため一番短いものを採用,
-,☆,12,2018/11/4 12:46,063-193-BANANA 067-051-BANANA 063-213-BANANA 063-212-BANANA 063-209-BANANA 063-142-BANANA,9459,まちかど端末（乗降ポイントから）,0,392,2,6,2018/11/4 12:47,,,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/4 14:06,,2018/11/4 14:27,,,2018/11/4 12:46,0:00:00,0:00:00,,00,80,,,2018/11/4 12:46,1900/1/0 0:00,43408.53194444440,#N/A,,,
-,☆,12,2018/11/4 12:48,063-639-BANANA 063-637-BANANA 063-638-BANANA,9461,乗客アプリ（目的地から）,3333,61,2,3,2018/11/4 12:48,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 13:20,,2018/11/4 13:33,,,2018/11/4 12:48,0:00:00,0:00:00,,00,32,,,2018/11/4 12:48,1900/1/0 0:00,43408.53333333330,#N/A,,,
-,☆,12,2018/11/4 12:48,022-526-GREEN,9462,乗客アプリ（地図から）,4679,564,4,1,2018/11/4 12:48,,,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/4 13:14,,2018/11/4 13:24,,,2018/11/4 12:48,0:00:00,0:00:00,,00,,,,2018/11/4 12:48,1900/1/0 0:00,43408.53333333330,#N/A,,"※123,127行と同一人物と思われるため一番短いものを採用",
-,☆,12,2018/11/4 12:49,023-634-GREEN 022-526-GREEN,9464,乗客アプリ（地図から）,4679,271,2,2,2018/11/4 12:49,,,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/4 13:13,,2018/11/4 13:25,,,2018/11/4 12:49,0:00:00,0:00:00,,00,24,,,2018/11/4 12:49,1900/1/0 0:00,43408.53402777780,#N/A,,"※122,127行と同一人物と思われるため一番短いものを採用",
-,☆,12,2018/11/4 12:49,115-129-SUN 115-130-SUN 115-702-SUN 115-127-SUN 115-128-SUN,9465,乗客アプリ（目的地から）,4946,862,2,5,2018/11/4 12:51,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/4 13:16,,2018/11/4 13:26,,,2018/11/4 12:49,0:00:00,0:00:00,,00,27,,,2018/11/4 12:49,1900/1/0 0:00,43408.53402777780,#N/A,,,
-,☆,12,2018/11/4 12:50,020-116-GREEN 020-207-GREEN 020-115-GREEN 020-117-GREEN,9467,まちかど端末（店舗から）,0,881,2,4,2018/11/4 12:51,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/4 13:36,,2018/11/4 13:48,,,2018/11/4 12:50,0:00:00,0:00:00,,00,46,,,2018/11/4 12:50,1900/1/0 0:00,43408.53472222220,#N/A,,,
-,☆,12,2018/11/4 12:54,167-296-CAKE,9471,乗客アプリWeb（目的地から）,5010,691,3,1,2018/11/4 12:55,,,35.443908 139.635249,イセザキ・モール,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/4 13:29,,2018/11/4 13:44,,,2018/11/4 12:54,0:00:00,0:00:00,,00,35,,,2018/11/4 12:54,1900/1/0 0:00,43408.53750,#N/A,,,
-,☆,12,2018/11/4 12:54,023-634-GREEN 022-526-GREEN,9472,乗客アプリ（地図から）,4679,339,4,2,2018/11/4 12:54,,,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/4 13:41,,2018/11/4 13:52,,,2018/11/4 12:54,0:00:00,0:00:00,,00,,,,2018/11/4 12:54,1900/1/0 0:00,43408.53750,#N/A,,"※122,123行と同一人物と思われるため一番短いものを採用",
★,-,13,2018/11/4 12:02,063-750-BANANA 063-748-BANANA 063-850-BANANA 063-749-BANANA 050-980-STRAWBERRY,9414,まちかど端末（店舗から）,0,634,10,5,,2018/11/4 13:01,2018/11/4 13:04,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/11/4 13:02,2018/11/4 13:02,2018/11/4 13:12,2018/11/4 13:12,2018/11/4 13:02,2018/11/4 13:02,0:03:12,0:16:00,575,00,00,25,26,2018/11/4 12:02,2018/11/4 13:04,43408.501388888943408.5444444444,#N/A,,,
★,-,13,2018/11/4 12:48,022-466-GREEN 022-503-GREEN 022-502-GREEN,9463,まちかど端末（乗降ポイントから）,0,233,7,3,,2018/11/4 13:50,2018/11/4 14:01,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443073 139.651914,横浜人形の家,2018/11/4 13:47,2018/11/4 13:48,2018/11/4 14:09,2018/11/4 14:10,2018/11/4 13:47,2018/11/4 13:47,0:11:39,0:34:57,,02,02,,,2018/11/4 12:48,2018/11/4 14:01,43408.533333333343408.5840277778,#N/A,,,
-,-,13,2018/11/4 13:01,167-293-CAKE,9476,乗客アプリWeb（目的地から）,5004,953,9,1,,2018/11/4 13:24,2018/11/4 13:27,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/4 13:24,2018/11/4 13:24,2018/11/4 13:29,2018/11/4 13:29,,2018/11/4 13:01,0:02:40,0:02:40,,00,22,,,2018/11/4 13:01,2018/11/4 13:27,43408.542361111143408.5604166667,#N/A,,※132行と同一人物と思われるため一番短いものを採用,
★,-,13,2018/11/4 13:03,016-602-RED,9477,乗客アプリ（目的地から）,5000,663,5,1,,2018/11/4 13:11,2018/11/4 13:20,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445783 139.642958,横浜情報文化センター,2018/11/4 13:13,2018/11/4 13:13,2018/11/4 13:27,2018/11/4 13:27,2018/11/4 13:13,2018/11/4 13:13,0:08:43,0:08:43,,00,00,,,2018/11/4 13:03,2018/11/4 13:20,43408.5437543408.5555555556,#N/A,,,
-,-,13,2018/11/4 13:07,050-986-STRAWBERRY 050-918-STRAWBERRY,9480,乗客アプリ（地図から）,2092,563,5,2,,2018/11/4 13:31,2018/11/4 13:41,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.454389 139.630904,横浜ランドマークタワー,2018/11/4 13:32,2018/11/4 13:32,2018/11/4 13:52,2018/11/4 13:52,,2018/11/4 13:07,0:10:40,0:21:20,,00,23,,,2018/11/4 13:07,2018/11/4 13:41,43408.546527777843408.5701388889,#N/A,,,
-,-,13,2018/11/4 13:08,074-480-ORANGE 074-479-ORANGE 074-478-ORANGE,9481,まちかど端末（店舗から）,0,677,3,3,,2018/11/4 13:31,2018/11/4 13:43,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/4 13:37,2018/11/4 13:37,2018/11/4 13:49,2018/11/4 13:49,,2018/11/4 13:08,0:12:08,0:36:24,,00,23,,,2018/11/4 13:08,2018/11/4 13:43,43408.547222222243408.5715277778,肯定的,,,
-,-,13,2018/11/4 13:08,064-719-BANANA 064-720-BANANA,9482,まちかど端末（店舗から）,0,651,1,2,,2018/11/4 13:44,2018/11/4 13:51,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/4 13:52,2018/11/4 13:52,2018/11/4 14:02,2018/11/4 14:02,,2018/11/4 13:08,0:06:50,0:13:40,,00,36,,,2018/11/4 13:08,2018/11/4 13:51,43408.547222222243408.5770833333,#N/A,,,
★,-,13,2018/11/4 13:11,109-434-SNOW 109-435-SNOW,9484,乗客アプリ（簡単予約）,4981,326,4,2,,2018/11/4 13:44,2018/11/4 13:54,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/4 13:48,2018/11/4 13:48,2018/11/4 13:59,2018/11/4 13:59,2018/11/4 13:21,2018/11/4 13:21,0:09:48,0:19:36,,00,23,,,2018/11/4 13:11,2018/11/4 13:54,43408.549305555643408.5791666667,#N/A,,,
★,-,13,2018/11/4 13:19,064-624-BANANA 050-908-STRAWBERRY,9487,まちかど端末（乗降ポイントから）,0,70,5,2,,2018/11/4 13:25,2018/11/4 14:04,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/4 13:27,2018/11/4 13:27,2018/11/4 14:02,2018/11/4 14:02,2018/11/4 13:27,2018/11/4 13:27,0:39:02,1:18:04,,00,00,,,2018/11/4 13:19,2018/11/4 14:04,43408.554861111143408.5861111111,#N/A,,,
-,-,13,2018/11/4 13:20,109-426-SNOW 109-431-SNOW,9488,乗客アプリ（目的地から）,4993,119,2,2,,2018/11/4 13:45,2018/11/4 13:53,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/4 13:47,2018/11/4 13:47,2018/11/4 14:00,2018/11/4 14:00,,2018/11/4 13:20,0:08:13,0:16:26,,00,25,,,2018/11/4 13:20,2018/11/4 13:53,43408.555555555643408.5784722222,#N/A,,,
★,-,13,2018/11/4 13:22,111-203-SUN 111-202-SUN,9489,乗客アプリ（地図から）,4970,240,6,2,,2018/11/4 13:30,2018/11/4 13:34,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 13:32,2018/11/4 13:32,2018/11/4 13:44,2018/11/4 13:44,2018/11/4 13:32,2018/11/4 13:32,0:04:42,0:09:24,,00,00,,,2018/11/4 13:22,2018/11/4 13:34,43408.556944444443408.5652777778,#N/A,,,
-,-,13,2018/11/4 13:23,026-146-GREEN 026-147-GREEN 026-145-GREEN,9490,まちかど端末（乗降ポイントから）,0,251,3,3,,2018/11/4 13:58,2018/11/4 14:04,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/4 13:59,2018/11/4 14:01,2018/11/4 14:07,2018/11/4 14:09,,2018/11/4 13:23,0:05:53,0:17:39,,00,35,,,2018/11/4 13:23,2018/11/4 14:04,43408.557638888943408.5861111111,#N/A,,,
-,-,13,2018/11/4 13:24,027-742-GREEN 028-092-GREEN 028-090-GREEN 027-741-GREEN 028-091-GREEN 028-093-GREEN,9491,まちかど端末（乗降ポイントから）,0,741,6,6,,2018/11/4 14:05,2018/11/4 14:16,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/4 14:09,2018/11/4 14:09,2018/11/4 14:25,2018/11/4 14:25,,2018/11/4 13:24,0:10:13,1:01:18,,00,41,,,2018/11/4 13:24,2018/11/4 14:16,43408.558333333343408.5944444444,#N/A,,,
-,-,13,2018/11/4 13:29,167-293-CAKE,9493,乗客アプリWeb（目的地から）,5004,795,4,1,,2018/11/4 13:55,2018/11/4 14:00,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/4 13:59,2018/11/4 13:59,2018/11/4 14:04,2018/11/4 14:04,,2018/11/4 13:29,0:05:10,0:05:10,,00,26,,,2018/11/4 13:29,2018/11/4 14:00,43408.561805555643408.5833333333,肯定的,,,
-,-,13,2018/11/4 13:32,166-758-agekke,9497,まちかど端末（店舗から）,0,73,2,1,,2018/11/4 14:06,2018/11/4 14:21,35.448801 139.636702,ホテルルートイン横浜馬車道,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/4 14:11,2018/11/4 14:11,2018/11/4 14:19,2018/11/4 14:26,,2018/11/4 13:32,0:14:30,0:14:30,,00,33,,,2018/11/4 13:32,2018/11/4 14:21,43408.563888888943408.5979166667,#N/A,,,
-,-,13,2018/11/4 13:33,026-131-GREEN 026-130-GREEN 026-132-GREEN 026-133-GREEN,9498,乗客アプリ（目的地から）,4987,815,1,4,,2018/11/4 13:52,2018/11/4 13:56,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/4 14:02,2018/11/4 14:02,2018/11/4 14:11,2018/11/4 14:11,,2018/11/4 13:33,0:03:52,0:15:28,,00,18,,,2018/11/4 13:33,2018/11/4 13:56,43408.564583333343408.5805555556,肯定的,,,
-,-,13,2018/11/4 13:37,114-915-SUN 113-973-SUN 110-979-SUN,9504,まちかど端末（店舗から）,0,467,4,3,,2018/11/4 14:09,2018/11/4 14:14,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/4 14:11,2018/11/4 14:11,2018/11/4 14:20,2018/11/4 14:20,,2018/11/4 13:37,0:04:50,0:14:30,,00,32,,,2018/11/4 13:37,2018/11/4 14:14,43408.567361111143408.5930555556,#N/A,,,
-,-,13,2018/11/4 13:37,017-830-RED 021-213-GREEN,9505,乗客アプリ（地図から）,5015,298,10,2,,2018/11/4 14:17,2018/11/4 14:35,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/4 14:20,2018/11/4 14:20,2018/11/4 14:32,2018/11/4 14:39,,2018/11/4 13:37,0:18:33,0:37:06,,00,39,,,2018/11/4 13:37,2018/11/4 14:35,43408.567361111143408.6076388889,#N/A,,,
★,-,13,2018/11/4 13:43,167-289-CAKE,9512,乗客アプリ（目的地から）,2669,847,5,1,,2018/11/4 13:53,2018/11/4 14:10,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 13:53,2018/11/4 13:54,2018/11/4 14:17,2018/11/4 14:18,2018/11/4 13:53,2018/11/4 13:53,0:17:21,0:17:21,,00,00,,,2018/11/4 13:43,2018/11/4 14:10,43408.571527777843408.5902777778,肯定的,,,
-,-,13,2018/11/4 13:43,074-469-ORANGE 074-468-ORANGE,9513,乗客アプリ（目的地から）,4967,978,7,2,,2018/11/4 14:07,2018/11/4 14:24,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 14:15,2018/11/4 14:15,2018/11/4 14:30,2018/11/4 14:37,,2018/11/4 13:43,0:17:55,0:35:50,,00,23,,,2018/11/4 13:43,2018/11/4 14:24,43408.571527777843408.6,#N/A,,,
★,-,13,2018/11/4 13:46,025-726-GREEN 028-829-GREEN 025-729-GREEN 025-727-GREEN 025-728-GREEN 028-828-GREEN,9517,まちかど端末（店舗から）,0,858,6,6,,2018/11/4 13:58,2018/11/4 13:58,35.453715 139.638133,横浜ワールドポーターズ,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/4 13:55,2018/11/4 13:55,2018/11/4 14:06,2018/11/4 14:06,2018/11/4 13:55,2018/11/4 13:55,0:00:08,0:00:48,,03,03,,,2018/11/4 13:46,2018/11/4 13:58,43408.573611111143408.5819444444,#N/A,,,
-,-,13,2018/11/4 13:46,103-422-SNOW 103-421-SNOW,9518,乗客アプリ（目的地から）,4924,773,3,2,,2018/11/4 14:13,2018/11/4 14:20,35.445783 139.642958,横浜情報文化センター,35.441441 139.648505,横浜中華街朱雀門,2018/11/4 14:18,2018/11/4 14:19,2018/11/4 14:24,2018/11/4 14:26,,2018/11/4 13:46,0:06:46,0:13:32,,00,27,,,2018/11/4 13:46,2018/11/4 14:20,43408.573611111143408.5972222222,肯定的,,,
-,-,13,2018/11/4 13:50,112-510-SUN,9525,まちかど端末（店舗から）,0,419,7,2,,2018/11/4 14:16,2018/11/4 14:24,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 14:22,2018/11/4 14:22,2018/11/4 14:36,2018/11/4 14:36,,2018/11/4 13:50,0:07:59,0:15:58,,00,26,,,2018/11/4 13:50,2018/11/4 14:24,43408.576388888943408.6,#N/A,,,
-,-,13,2018/11/4 13:51,063-359-BANANA 063-371-BANANA 063-370-BANANA 063-358-BANANA,9526,乗客アプリ（地図から）,3706,519,8,4,,2018/11/4 14:15,2018/11/4 14:28,35.441441 139.648505,横浜中華街朱雀門,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/4 14:22,2018/11/4 14:22,2018/11/4 14:45,2018/11/4 14:45,,2018/11/4 13:51,0:13:14,0:52:56,,00,24,,,2018/11/4 13:51,2018/11/4 14:28,43408.577083333343408.6027777778,#N/A,,,
-,-,13,2018/11/4 13:56,109-428-SNOW 109-427-SNOW,9532,乗客アプリ（目的地から）,4562,761,7,2,,2018/11/4 14:36,2018/11/4 14:44,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/4 14:37,2018/11/4 14:37,2018/11/4 14:53,2018/11/4 14:53,,2018/11/4 13:56,0:08:06,0:16:12,,00,40,,,2018/11/4 13:56,2018/11/4 14:44,43408.580555555643408.6138888889,否定的,,,
★,☆,13,2018/11/4 12:06,166-762-agekke,9415,乗客アプリ（地図から）,1885,840,4,1,2018/11/4 12:07,,,35.443908 139.635249,イセザキ・モール,35.443659 139.650847,横浜マリンタワー,2018/11/4 13:06,,2018/11/4 13:17,,2018/11/4 13:06,2018/11/4 13:06,0:00:00,0:00:00,,00,00,,,2018/11/4 12:06,1900/1/0 0:00,43408.50416666670,#N/A,,※154行と同一人物と思われるため一番短いものを採用,
★,☆,13,2018/11/4 12:07,166-762-agekke,9416,乗客アプリ（地図から）,1885,388,1,1,2018/11/4 12:08,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/11/4 13:07,,2018/11/4 13:26,,2018/11/4 13:07,2018/11/4 13:07,0:00:00,0:00:00,,00,,,,2018/11/4 12:07,1900/1/0 0:00,43408.50486111110,#N/A,,※153行と同一人物と思われるため一番短いものを採用,
★,☆,13,2018/11/4 12:50,027-324-GREEN,9468,まちかど端末（乗降ポイントから）,0,158,3,1,2018/11/4 12:51,,,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/4 13:00,,2018/11/4 13:16,,2018/11/4 13:00,2018/11/4 13:00,0:00:00,0:00:00,,00,00,,,2018/11/4 12:50,1900/1/0 0:00,43408.53472222220,#N/A,,,
-,☆,13,2018/11/4 13:04,050-986-STRAWBERRY 050-918-STRAWBERRY,9478,乗客アプリ（地図から）,2092,547,5,2,2018/11/4 13:05,,,35.441002 139.650809,横浜元町ショッピングストリート,35.454389 139.630904,横浜ランドマークタワー,2018/11/4 13:33,,2018/11/4 13:54,,,2018/11/4 13:04,0:00:00,0:00:00,,00,29,,,2018/11/4 13:04,1900/1/0 0:00,43408.54444444440,#N/A,,,
-,☆,13,2018/11/4 13:05,112-037-SUN 110-573-SUN,9479,まちかど端末（店舗から）,0,50,3,2,2018/11/4 13:05,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/11/4 13:40,,2018/11/4 13:48,,,2018/11/4 13:05,0:00:00,0:00:00,,00,35,,,2018/11/4 13:05,1900/1/0 0:00,43408.54513888890,#N/A,,,
★,☆,13,2018/11/4 13:09,062-471-BANANA,9483,乗客アプリ（地図から）,2737,84,5,1,2018/11/4 13:09,,,35.443908 139.635249,イセザキ・モール,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/4 13:43,,2018/11/4 13:50,,2018/11/4 13:19,2018/11/4 13:19,0:00:00,0:00:00,,00,24,,,2018/11/4 13:09,1900/1/0 0:00,43408.54791666670,#N/A,,,
★,☆,13,2018/11/4 13:16,064-487-BANANA 064-481-BANANA 064-486-BANANA,9485,乗客アプリ（地図から）,4957,185,2,3,2018/11/4 13:16,,,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/4 13:48,,2018/11/4 14:05,,2018/11/4 13:26,2018/11/4 13:26,0:00:00,0:00:00,,00,22,,,2018/11/4 13:16,1900/1/0 0:00,43408.55277777780,#N/A,,,
★,☆,13,2018/11/4 13:17,015-696-RED,9486,乗客アプリ（目的地から）,2512,532,6,1,2018/11/4 13:17,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 13:28,,2018/11/4 13:39,,2018/11/4 13:27,2018/11/4 13:27,0:00:00,0:00:00,,00,01,,,2018/11/4 13:17,1900/1/0 0:00,43408.55347222220,#N/A,,"※163,166,169行と同一人物と思われるため一番短いものを採用",
-,☆,13,2018/11/4 13:27,063-596-BANANA 063-597-BANANA,9492,まちかど端末（乗降ポイントから）,0,731,4,2,2018/11/4 13:28,,,35.443704 139.651332,ホテルメルパルク横浜,35.443908 139.635249,イセザキ・モール,2018/11/4 14:02,,2018/11/4 14:14,,,2018/11/4 13:27,0:00:00,0:00:00,,00,34,,,2018/11/4 13:27,1900/1/0 0:00,43408.56041666670,#N/A,,※162行と同一人物と思われるため一番短いものを採用,
-,☆,13,2018/11/4 13:29,063-598-BANANA 065-291-BANANA,9494,まちかど端末（乗降ポイントから）,0,257,9,2,2018/11/4 13:30,,,35.443704 139.651332,ホテルメルパルク横浜,35.443908 139.635249,イセザキ・モール,2018/11/4 14:04,,2018/11/4 14:16,,,2018/11/4 13:29,0:00:00,0:00:00,,00,,,,2018/11/4 13:29,1900/1/0 0:00,43408.56180555560,#N/A,,※161行と同一人物と思われるため一番短いものを採用,
-,☆,13,2018/11/4 13:32,015-696-RED,9495,乗客アプリ（目的地から）,2512,735,1,1,2018/11/4 13:33,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 14:10,,2018/11/4 14:21,,,2018/11/4 13:32,0:00:00,0:00:00,,00,,,,2018/11/4 13:32,1900/1/0 0:00,43408.56388888890,#N/A,,"※160,166,169行と同一人物と思われるため一番短いものを採用",
-,☆,13,2018/11/4 13:33,103-422-SNOW 103-421-SNOW,9499,乗客アプリ（目的地から）,4924,3,4,2,2018/11/4 13:34,,,35.447546 139.64358,横浜開港資料館,35.441441 139.648505,横浜中華街朱雀門,2018/11/4 14:10,,2018/11/4 14:17,,,2018/11/4 13:33,0:00:00,0:00:00,,00,,,,2018/11/4 13:33,1900/1/0 0:00,43408.56458333330,#N/A,,"※167,168,171行と同一人物と思われるため一番短いものを採用",
-,☆,13,2018/11/4 13:34,111-154-SUN 111-153-SUN,9500,まちかど端末（店舗から）,0,154,7,2,2018/11/4 13:34,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443908 139.635249,イセザキ・モール,2018/11/4 14:15,,2018/11/4 14:27,,,2018/11/4 13:34,0:00:00,0:00:00,,00,41,,,2018/11/4 13:34,1900/1/0 0:00,43408.56527777780,#N/A,,,
-,☆,13,2018/11/4 13:34,015-696-RED,9501,乗客アプリ（目的地から）,2512,588,3,1,2018/11/4 13:37,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 14:11,,2018/11/4 14:22,,,2018/11/4 13:34,0:00:00,0:00:00,,00,,,,2018/11/4 13:34,1900/1/0 0:00,43408.56527777780,#N/A,,"※160,163,169行と同一人物と思われるため一番短いものを採用",
