,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,
-,-,10,2018/11/4 10:07,051-663-STRAWBERRY 072-227-ORANGE,9357,乗客アプリ（地図から）,4894,518,9,2,,2018/11/4 10:15,2018/11/4 10:18,35.450681 139.632446,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/4 10:13,2018/11/4 10:13,2018/11/4 10:24,2018/11/4 10:24,,2018/11/4 10:07,0:03:33,0:07:06,,01,07,,,2018/11/4 10:07,2018/11/4 10:18,43408.421527777843408.4291666667,肯定的,,,
-,-,10,2018/11/4 10:08,166-763-agekke,9358,まちかど端末（乗降ポイントから）,0,501,10,1,,2018/11/4 10:12,2018/11/4 10:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447546 139.64358,横浜開港資料館,2018/11/4 10:13,2018/11/4 10:13,2018/11/4 10:25,2018/11/4 10:25,,2018/11/4 10:08,0:11:14,0:11:14,,00,04,,,2018/11/4 10:08,2018/11/4 10:23,43408.422222222243408.4326388889,#N/A,,,
-,-,10,2018/11/4 10:10,016-377-RED 015-861-RED 015-862-RED,9359,まちかど端末（店舗から）,0,401,1,3,,2018/11/4 10:18,2018/11/4 10:36,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/4 10:23,2018/11/4 10:23,2018/11/4 10:37,2018/11/4 10:37,,2018/11/4 10:10,0:17:58,0:53:54,,00,07,,,2018/11/4 10:10,2018/11/4 10:36,43408.423611111143408.4416666667,#N/A,,,
-,-,10,2018/11/4 10:16,166-762-agekke,9361,乗客アプリ（地図から）,1885,693,7,1,,2018/11/4 10:17,2018/11/4 10:25,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/4 10:18,2018/11/4 10:18,2018/11/4 10:30,2018/11/4 10:30,,2018/11/4 10:16,0:08:40,0:08:40,,00,00,,,2018/11/4 10:16,2018/11/4 10:25,43408.427777777843408.4340277778,肯定的,,,
-,-,10,2018/11/4 10:19,025-746-GREEN,9362,まちかど端末（店舗から）,0,964,5,1,,2018/11/4 10:24,2018/11/4 10:32,35.45435 139.631762,横浜ロイヤルパークホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/4 10:24,2018/11/4 10:24,2018/11/4 10:31,2018/11/4 10:40,,2018/11/4 10:19,0:07:19,0:07:19,,00,05,,,2018/11/4 10:19,2018/11/4 10:32,43408.429861111143408.4388888889,#N/A,,,
★,-,10,2018/11/4 10:20,072-282-ORANGE 072-281-ORANGE 072-280-ORANGE,9363,乗客アプリ（目的地から）,4542,899,5,3,,2018/11/4 10:27,2018/11/4 10:38,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/4 10:30,2018/11/4 10:30,2018/11/4 10:48,2018/11/4 10:48,2018/11/4 10:30,2018/11/4 10:30,0:11:10,0:33:30,,00,00,,,2018/11/4 10:20,2018/11/4 10:38,43408.430555555643408.4430555556,#N/A,,,
-,-,10,2018/11/4 10:20,166-765-agekke,9364,乗客アプリ（目的地から）,1888,523,1,1,,2018/11/4 10:25,2018/11/4 10:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/4 10:24,2018/11/4 10:24,2018/11/4 10:30,2018/11/4 10:30,,2018/11/4 10:20,0:05:47,0:05:47,,01,05,,,2018/11/4 10:20,2018/11/4 10:31,43408.430555555643408.4381944444,#N/A,,,
-,-,10,2018/11/4 10:28,067-303-BANANA 064-607-BANANA,9367,まちかど端末（店舗から）,0,290,7,2,,2018/11/4 10:37,2018/11/4 10:43,35.45435 139.631762,横浜ロイヤルパークホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/4 10:34,2018/11/4 10:34,2018/11/4 10:43,2018/11/4 10:43,,2018/11/4 10:28,0:05:53,0:11:46,,03,08,,,2018/11/4 10:28,2018/11/4 10:43,43408.436111111143408.4465277778,#N/A,,,
-,-,10,2018/11/4 10:30,166-758-agekke,9368,まちかど端末（店舗から）,0,789,8,1,,2018/11/4 10:36,2018/11/4 10:41,35.450447 139.635947,みなとみらい線　馬車道駅,35.447541 139.644914,シルク博物館,2018/11/4 10:35,2018/11/4 10:35,2018/11/4 10:41,2018/11/4 10:41,,2018/11/4 10:30,0:04:49,0:04:49,,00,05,,,2018/11/4 10:30,2018/11/4 10:41,43408.437543408.4451388889,#N/A,,,
-,-,10,2018/11/4 10:34,167-286-CAKE,9369,乗客アプリWeb（簡単予約）,4972,91,2,1,,2018/11/4 10:38,2018/11/4 10:44,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 10:37,2018/11/4 10:37,2018/11/4 10:46,2018/11/4 10:46,,2018/11/4 10:34,0:05:40,0:05:40,,01,04,,,2018/11/4 10:34,2018/11/4 10:44,43408.440277777843408.4472222222,#N/A,,,
-,-,10,2018/11/4 10:38,114-046-SUN,9371,乗客アプリ（地図から）,4839,548,1,1,,2018/11/4 10:44,2018/11/4 10:52,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/4 10:40,2018/11/4 10:40,2018/11/4 10:50,2018/11/4 10:50,,2018/11/4 10:38,0:08:07,0:08:07,,03,05,,,2018/11/4 10:38,2018/11/4 10:52,43408.443055555643408.4527777778,#N/A,,,
-,-,10,2018/11/4 10:40,015-217-RED 023-557-GREEN,9372,まちかど端末（店舗から）,0,918,8,2,,2018/11/4 10:53,2018/11/4 11:11,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/11/4 10:43,2018/11/4 10:51,2018/11/4 10:59,2018/11/4 11:16,,2018/11/4 10:40,0:17:43,0:35:26,,10,13,,,2018/11/4 10:40,2018/11/4 11:11,43408.444444444443408.4659722222,#N/A,,,
-,-,10,2018/11/4 10:46,109-998-SNOW 109-997-SNOW,9373,乗客アプリ（目的地から）,4838,731,5,2,,2018/11/4 10:54,2018/11/4 11:00,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/4 10:49,2018/11/4 10:49,2018/11/4 11:01,2018/11/4 11:01,,2018/11/4 10:46,0:06:27,0:12:54,,04,08,,,2018/11/4 10:46,2018/11/4 11:00,43408.448611111143408.4583333333,#N/A,,,
-,-,10,2018/11/4 10:49,166-758-agekke,9375,まちかど端末（店舗から）,0,68,3,1,,2018/11/4 10:54,2018/11/4 10:57,35.447541 139.644914,シルク博物館,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/4 10:52,2018/11/4 10:52,2018/11/4 10:57,2018/11/4 10:57,,2018/11/4 10:49,0:02:07,0:02:07,,02,05,,,2018/11/4 10:49,2018/11/4 10:57,43408.450694444443408.45625,#N/A,,,
★,-,10,2018/11/4 10:49,064-406-BANANA 064-407-BANANA,9376,乗客アプリ（地図から）,3653,283,8,2,,2018/11/4 11:03,2018/11/4 11:16,35.445857 139.647636,ホテルモントレ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/4 10:59,2018/11/4 10:59,2018/11/4 11:22,2018/11/4 11:22,2018/11/4 10:59,2018/11/4 10:59,0:12:39,0:25:18,,03,03,,,2018/11/4 10:49,2018/11/4 11:16,43408.450694444443408.4694444444,#N/A,,,
-,-,10,2018/11/4 10:50,022-433-GREEN 022-432-GREEN,9377,まちかど端末（店舗から）,0,494,7,2,,2018/11/4 10:52,2018/11/4 11:03,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/4 10:52,2018/11/4 10:52,2018/11/4 11:01,2018/11/4 11:03,,2018/11/4 10:50,0:10:13,0:20:26,,00,02,,,2018/11/4 10:50,2018/11/4 11:03,43408.451388888943408.4604166667,#N/A,,,
-,-,10,2018/11/4 10:59,017-540-RED 017-541-RED,9381,乗客アプリ（地図から）,3307,78,1,2,,2018/11/4 11:04,2018/11/4 11:24,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/4 11:03,2018/11/4 11:04,2018/11/4 11:18,2018/11/4 11:25,,2018/11/4 10:59,0:19:59,0:39:58,,00,05,,,2018/11/4 10:59,2018/11/4 11:24,43408.457638888943408.475,#N/A,,,
-,☆,10,2018/11/4 9:09,070-579-ORANGE 070-574-ORANGE,9345,まちかど端末（店舗から）,0,579,3,2,2018/11/4 10:16,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/4 10:06,,2018/11/4 10:12,,,2018/11/4 9:09,0:00:00,0:00:00,,00,16,,,2018/11/4 9:09,1900/1/0 0:00,43408.381250,#N/A,,2018/11/4 10:00,※10時以前に予約しているため
-,☆,10,2018/11/4 10:03,072-282-ORANGE 072-281-ORANGE 072-280-ORANGE,9352,乗客アプリ（目的地から）,4542,656,10,3,2018/11/4 10:03,,,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/4 10:09,,2018/11/4 10:22,,,2018/11/4 10:03,0:00:00,0:00:00,,00,05,,,2018/11/4 10:03,1900/1/0 0:00,43408.418750,#N/A,,,
-,☆,10,2018/11/4 10:23,167-286-CAKE,9365,乗客アプリWeb（簡単予約）,4972,175,2,1,2018/11/4 10:33,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 10:31,,2018/11/4 10:42,,,2018/11/4 10:23,0:00:00,0:00:00,,00,09,,,2018/11/4 10:23,1900/1/0 0:00,43408.43263888890,#N/A,,,
★,☆,10,2018/11/4 10:23,064-406-BANANA 064-407-BANANA,9366,乗客アプリ（地図から）,3653,561,3,2,2018/11/4 10:24,,,35.445857 139.647636,ホテルモントレ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/4 10:33,,2018/11/4 10:49,,2018/11/4 10:33,2018/11/4 10:33,0:00:00,0:00:00,,00,00,,,2018/11/4 10:23,1900/1/0 0:00,43408.43263888890,#N/A,,,
-,☆,10,2018/11/4 10:46,,9374,乗客アプリ（目的地から）,1390,740,10,1,2018/11/4 10:48,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/4 10:48,,2018/11/4 10:57,,,2018/11/4 10:46,0:00:00,0:00:00,,00,01,,,2018/11/4 10:46,1900/1/0 0:00,43408.44861111110,#N/A,,,
★,-,11,2018/11/4 10:14,063-750-BANANA 063-748-BANANA 050-980-STRAWBERRY 063-850-BANANA 063-749-BANANA,9360,まちかど端末（店舗から）,0,136,4,5,,2018/11/4 11:18,2018/11/4 11:28,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 11:11,2018/11/4 11:11,2018/11/4 11:26,2018/11/4 11:26,2018/11/4 11:11,2018/11/4 11:11,0:10:02,0:50:10,529,06,06,04,03,2018/11/4 10:14,2018/11/4 11:28,43408.426388888943408.4777777778,#N/A,,,
★,-,11,2018/11/4 10:35,111-923-SUN 111-972-SUN,9370,乗客アプリ（目的地から）,1828,213,9,2,,2018/11/4 11:35,2018/11/4 11:42,35.448801 139.636702,ホテルルートイン横浜馬車道,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 11:35,2018/11/4 11:35,2018/11/4 11:43,2018/11/4 11:43,2018/11/4 11:35,2018/11/4 11:35,0:06:36,0:13:12,,00,00,,,2018/11/4 10:35,2018/11/4 11:42,43408.440972222243408.4875,#N/A,,,
★,-,11,2018/11/4 10:52,,9378,乗客アプリ（目的地から）,1390,493,7,1,,2018/11/4 11:03,2018/11/4 11:10,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/4 11:02,2018/11/4 11:02,2018/11/4 11:12,2018/11/4 11:12,2018/11/4 11:02,2018/11/4 11:02,0:06:23,0:06:23,,01,01,,,2018/11/4 10:52,2018/11/4 11:10,43408.452777777843408.4652777778,肯定的,,,
★,-,11,2018/11/4 10:52,,9379,乗客アプリ（目的地から）,1004,825,10,1,,2018/11/4 11:04,2018/11/4 11:20,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/4 11:02,2018/11/4 11:02,2018/11/4 11:11,2018/11/4 11:11,2018/11/4 11:02,2018/11/4 11:02,0:15:48,0:15:48,,02,02,,,2018/11/4 10:52,2018/11/4 11:20,43408.452777777843408.4722222222,#N/A,,,
★,-,11,2018/11/4 10:56,026-981-GREEN 028-337-GREEN 027-846-GREEN 114-033-SUN,9380,乗客アプリ（目的地から）,4033,973,2,4,,2018/11/4 11:07,2018/11/4 11:13,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/4 11:06,2018/11/4 11:06,2018/11/4 11:15,2018/11/4 11:15,2018/11/4 11:06,2018/11/4 11:06,0:05:56,0:23:44,,00,00,,,2018/11/4 10:56,2018/11/4 11:13,43408.455555555643408.4673611111,#N/A,,,
★,-,11,2018/11/4 11:00,008-637-BLUE,9382,乗客アプリ（目的地から）,2351,779,1,1,,2018/11/4 11:09,2018/11/4 11:16,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/4 11:10,2018/11/4 11:10,2018/11/4 11:16,2018/11/4 11:16,2018/11/4 11:10,2018/11/4 11:10,0:06:22,0:06:22,,00,00,,,2018/11/4 11:00,2018/11/4 11:16,43408.458333333343408.4694444444,#N/A,,,
-,-,11,2018/11/4 11:01,072-282-ORANGE 072-281-ORANGE 072-280-ORANGE,9384,乗客アプリ（目的地から）,4542,76,6,3,,2018/11/4 11:05,2018/11/4 11:10,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/4 11:04,2018/11/4 11:04,2018/11/4 11:15,2018/11/4 11:15,,2018/11/4 11:01,0:05:42,0:17:06,,00,03,,,2018/11/4 11:01,2018/11/4 11:10,43408.459027777843408.4652777778,#N/A,,,
-,-,11,2018/11/4 11:02,063-960-BANANA,9387,乗客アプリ（地図から）,3674,845,9,1,,2018/11/4 11:13,2018/11/4 11:20,35.45435 139.631762,横浜ロイヤルパークホテル,35.443908 139.635249,イセザキ・モール,2018/11/4 11:12,2018/11/4 11:12,2018/11/4 11:21,2018/11/4 11:21,,2018/11/4 11:02,0:06:51,0:06:51,,01,10,,,2018/11/4 11:02,2018/11/4 11:20,43408.459722222243408.4722222222,#N/A,,,
-,-,11,2018/11/4 11:03,166-767-agekke,9388,乗客アプリ（地図から）,1996,913,3,1,,2018/11/4 11:12,2018/11/4 11:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/4 11:16,2018/11/4 11:16,2018/11/4 11:27,2018/11/4 11:27,,2018/11/4 11:03,0:11:17,0:11:17,,00,08,,,2018/11/4 11:03,2018/11/4 11:23,43408.460416666743408.4743055556,肯定的,,,
-,-,11,2018/11/4 11:04,050-906-STRAWBERRY 050-905-STRAWBERRY 063-753-BANANA,9389,乗客アプリ（目的地から）,4980,547,5,3,,2018/11/4 11:12,2018/11/4 11:22,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/4 11:13,2018/11/4 11:13,2018/11/4 11:31,2018/11/4 11:31,,2018/11/4 11:04,0:09:10,0:27:30,,00,08,,,2018/11/4 11:04,2018/11/4 11:22,43408.461111111143408.4736111111,#N/A,,,
★,-,11,2018/11/4 11:05,074-469-ORANGE 074-468-ORANGE,9390,乗客アプリ（目的地から）,4967,769,10,2,,2018/11/4 11:13,2018/11/4 11:15,35.445857 139.647636,ホテルモントレ横浜,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/4 11:15,2018/11/4 11:15,2018/11/4 11:19,2018/11/4 11:19,2018/11/4 11:15,2018/11/4 11:15,0:01:55,0:03:50,,00,00,,,2018/11/4 11:05,2018/11/4 11:15,43408.461805555643408.46875,#N/A,,,
-,-,11,2018/11/4 11:06,101-936-SNOW,9391,乗客アプリ（地図から）,4795,786,1,1,,2018/11/4 11:16,2018/11/4 11:29,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/4 11:16,2018/11/4 11:16,2018/11/4 11:29,2018/11/4 11:29,,2018/11/4 11:06,0:12:26,0:12:26,,00,10,,,2018/11/4 11:06,2018/11/4 11:29,43408.462543408.4784722222,#N/A,,,
-,-,11,2018/11/4 11:21,022-433-GREEN,9396,乗客アプリ（地図から）,4975,500,8,1,,2018/11/4 11:24,2018/11/4 11:38,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/4 11:23,2018/11/4 11:23,2018/11/4 11:31,2018/11/4 11:31,,2018/11/4 11:21,0:13:20,0:13:20,,01,02,,,2018/11/4 11:21,2018/11/4 11:38,43408.472916666743408.4847222222,#N/A,,,
-,-,11,2018/11/4 11:22,023-444-GREEN 023-443-GREEN,9397,乗客アプリ（地図から）,3238,436,6,2,,2018/11/4 11:25,2018/11/4 11:32,35.452963 139.642093,横浜赤レンガ倉庫,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/4 11:24,2018/11/4 11:24,2018/11/4 11:32,2018/11/4 11:32,,2018/11/4 11:22,0:06:41,0:13:22,,01,02,,,2018/11/4 11:22,2018/11/4 11:32,43408.473611111143408.4805555556,肯定的,,,
★,-,11,2018/11/4 11:26,020-363-GREEN 020-362-GREEN 020-364-GREEN,9398,まちかど端末（乗降ポイントから）,0,316,8,3,,2018/11/4 11:37,2018/11/4 11:45,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 11:35,2018/11/4 11:35,2018/11/4 11:49,2018/11/4 11:49,2018/11/4 11:35,2018/11/4 11:35,0:08:32,0:25:36,,01,01,,,2018/11/4 11:26,2018/11/4 11:45,43408.476388888943408.4895833333,#N/A,,,
-,-,11,2018/11/4 11:26,109-434-SNOW 109-435-SNOW,9399,乗客アプリ（目的地から）,4981,330,3,2,,2018/11/4 11:36,2018/11/4 11:44,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/4 11:29,2018/11/4 11:29,2018/11/4 11:42,2018/11/4 11:42,,2018/11/4 11:26,0:08:27,0:16:54,,06,09,,,2018/11/4 11:26,2018/11/4 11:44,43408.476388888943408.4888888889,#N/A,,,
-,-,11,2018/11/4 11:29,075-238-ORANGE 074-006-ORANGE,9400,まちかど端末（店舗から）,0,902,7,2,,2018/11/4 11:33,2018/11/4 11:39,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447546 139.64358,横浜開港資料館,2018/11/4 11:34,2018/11/4 11:34,2018/11/4 11:43,2018/11/4 11:43,,2018/11/4 11:29,0:05:57,0:11:54,,00,03,,,2018/11/4 11:29,2018/11/4 11:39,43408.478472222243408.4854166667,#N/A,,,
-,-,11,2018/11/4 11:31,167-285-CAKE,9401,乗客アプリWeb（目的地から）,4971,547,6,2,,2018/11/4 11:34,2018/11/4 11:53,35.443908 139.635249,イセザキ・モール,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/4 11:36,2018/11/4 11:36,2018/11/4 11:45,2018/11/4 11:45,,2018/11/4 11:31,0:18:39,0:37:18,,00,03,,,2018/11/4 11:31,2018/11/4 11:53,43408.479861111143408.4951388889,#N/A,,,
-,-,11,2018/11/4 11:38,023-557-GREEN 023-556-GREEN,9402,まちかど端末（店舗から）,0,39,4,2,,2018/11/4 11:40,2018/11/4 11:51,35.456605 139.635327,横浜ベイホテル東急,35.443659 139.650847,横浜マリンタワー,2018/11/4 11:39,2018/11/4 11:39,2018/11/4 11:53,2018/11/4 11:53,,2018/11/4 11:38,0:11:10,0:22:20,,00,02,,,2018/11/4 11:38,2018/11/4 11:51,43408.484722222243408.49375,#N/A,,,
★,-,11,2018/11/4 11:38,056-123-STRAWBERRY,9403,乗客アプリ（地図から）,1569,428,6,1,,2018/11/4 11:46,2018/11/4 11:54,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/4 11:48,2018/11/4 11:48,2018/11/4 12:02,2018/11/4 12:02,2018/11/4 11:48,2018/11/4 11:48,0:08:20,0:08:20,,00,00,,,2018/11/4 11:38,2018/11/4 11:54,43408.484722222243408.4958333333,#N/A,,,
