,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,-,14,2018/11/3 14:31,9021,乗客アプリ（目的地から）,4834,365,10,2,,2018/11/3 14:40,2018/11/3 14:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 14:40,2018/11/3 14:41,2018/11/3 14:49,2018/11/3 14:51,,2018/11/3 14:31,0:06:04,0:12:08,,00,08,,,2018/11/3 14:31,2018/11/3 14:46,43407.604861111143407.6152777778,#N/A,,,,
-,-,14,2018/11/3 14:32,9022,乗客アプリ（地図から）,1604,523,10,2,,2018/11/3 14:40,2018/11/3 15:03,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/3 14:41,2018/11/3 14:42,2018/11/3 15:03,2018/11/3 15:10,,2018/11/3 14:32,0:22:35,0:45:10,,00,08,,,2018/11/3 14:32,2018/11/3 15:03,43407.605555555643407.6270833333,肯定的,,,,
-,-,14,2018/11/3 14:33,9023,乗客アプリ（地図から）,4825,739,8,3,,2018/11/3 14:34,2018/11/3 14:58,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 14:37,2018/11/3 14:37,2018/11/3 14:58,2018/11/3 14:58,,2018/11/3 14:33,0:23:55,1:11:45,,00,01,,,2018/11/3 14:33,2018/11/3 14:58,43407.6062543407.6236111111,#N/A,,,,
-,-,14,2018/11/3 14:37,9024,まちかど端末（店舗から）,0,453,9,2,,2018/11/3 14:51,2018/11/3 14:58,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 14:55,2018/11/3 14:55,2018/11/3 15:07,2018/11/3 15:03,,2018/11/3 14:37,0:06:39,0:13:18,,00,14,,,2018/11/3 14:37,2018/11/3 14:58,43407.609027777843407.6236111111,#N/A,,,,
-,-,14,2018/11/3 14:38,9025,まちかど端末（乗降ポイントから）,0,860,4,2,,2018/11/3 14:53,2018/11/3 15:04,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 14:51,2018/11/3 14:51,2018/11/3 15:05,2018/11/3 15:05,,2018/11/3 14:38,0:10:56,0:21:52,,02,15,,,2018/11/3 14:38,2018/11/3 15:04,43407.609722222243407.6277777778,#N/A,,,,
-,-,14,2018/11/3 14:38,9026,乗客アプリ（目的地から）,3162,887,10,1,,2018/11/3 14:40,2018/11/3 14:53,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 14:43,2018/11/3 14:43,2018/11/3 15:02,2018/11/3 15:02,,2018/11/3 14:38,0:12:50,0:12:50,,00,01,,,2018/11/3 14:38,2018/11/3 14:53,43407.609722222243407.6201388889,肯定的,,,,
-,-,14,2018/11/3 14:41,9027,乗客アプリ（地図から）,1751,709,5,1,,2018/11/3 14:56,2018/11/3 15:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/3 14:59,2018/11/3 14:59,2018/11/3 15:13,2018/11/3 15:13,,2018/11/3 14:41,0:08:01,0:08:01,,00,15,,,2018/11/3 14:41,2018/11/3 15:04,43407.611805555643407.6277777778,肯定的,,,,
-,-,14,2018/11/3 14:44,9028,乗客アプリ（目的地から）,1877,291,7,2,,2018/11/3 14:54,2018/11/3 15:01,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/3 14:55,2018/11/3 14:55,2018/11/3 15:05,2018/11/3 15:05,,2018/11/3 14:44,0:07:21,0:14:42,,00,09,,,2018/11/3 14:44,2018/11/3 15:01,43407.613888888943407.6256944444,否定的,,,,
-,-,14,2018/11/3 14:44,9029,乗客アプリ（目的地から）,4824,172,1,2,,2018/11/3 14:54,2018/11/3 15:01,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 14:53,2018/11/3 14:56,2018/11/3 15:06,2018/11/3 15:09,,2018/11/3 14:44,0:06:44,0:13:28,,00,09,,,2018/11/3 14:44,2018/11/3 15:01,43407.613888888943407.6256944444,時刻かぶり,,,,
-,-,14,2018/11/3 14:45,9030,乗客アプリ（目的地から）,4882,682,8,1,,2018/11/3 15:04,2018/11/3 15:12,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 15:04,2018/11/3 15:04,2018/11/3 15:13,2018/11/3 15:13,,2018/11/3 14:45,0:07:25,0:07:25,,00,19,,,2018/11/3 14:45,2018/11/3 15:12,43407.614583333343407.6333333333,肯定的,,,,
-,-,14,2018/11/3 14:50,9032,乗客アプリ（地図から）,3445,181,10,1,,2018/11/3 15:06,2018/11/3 15:23,35.443704 139.651332,ホテルメルパルク横浜,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 15:04,2018/11/3 15:07,2018/11/3 15:26,2018/11/3 15:37,,2018/11/3 14:50,0:16:24,0:16:24,,01,15,,,2018/11/3 14:50,2018/11/3 15:23,43407.618055555643407.6409722222,#N/A,,,,
-,-,14,2018/11/3 14:50,9033,乗客アプリ（目的地から）,2036,139,5,1,,2018/11/3 15:05,2018/11/3 15:14,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 15:13,2018/11/3 15:13,2018/11/3 15:26,2018/11/3 15:26,,2018/11/3 14:50,0:09:05,0:09:05,,00,14,,,2018/11/3 14:50,2018/11/3 15:14,43407.618055555643407.6347222222,#N/A,,,,
-,-,14,2018/11/3 14:51,9035,乗客アプリ（目的地から）,4801,909,9,2,,2018/11/3 14:58,2018/11/3 15:06,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/3 15:03,2018/11/3 15:03,2018/11/3 15:17,2018/11/3 15:11,,2018/11/3 14:51,0:07:35,0:15:10,,00,06,,,2018/11/3 14:51,2018/11/3 15:06,43407.6187543407.6291666667,肯定的,,,,
-,-,14,2018/11/3 14:55,9037,乗客アプリ（目的地から）,3600,583,7,1,,2018/11/3 15:10,2018/11/3 15:19,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 15:16,2018/11/3 15:16,2018/11/3 15:28,2018/11/3 15:29,,2018/11/3 14:55,0:09:09,0:09:09,,00,14,,,2018/11/3 14:55,2018/11/3 15:19,43407.621527777843407.6381944444,#N/A,,,,
-,-,14,2018/11/3 14:56,9038,乗客アプリ（目的地から）,3162,995,1,1,,2018/11/3 15:10,2018/11/3 15:51,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 15:12,2018/11/3 15:12,2018/11/3 15:31,2018/11/3 15:40,,2018/11/3 14:56,0:40:36,0:40:36,,00,14,,,2018/11/3 14:56,2018/11/3 15:51,43407.622222222243407.6604166667,#N/A,,,,
-,-,14,2018/11/3 14:58,9041,乗客アプリ（地図から）,4807,845,9,3,,2018/11/3 15:14,2018/11/3 15:26,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 15:23,2018/11/3 15:23,2018/11/3 15:40,2018/11/3 15:40,,2018/11/3 14:58,0:12:09,0:36:27,,00,16,,,2018/11/3 14:58,2018/11/3 15:26,43407.623611111143407.6430555556,肯定的,,,,
-,-,14,2018/11/3 14:58,9042,乗客アプリ（地図から）,4241,494,6,2,,2018/11/3 15:05,2018/11/3 15:25,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/3 15:06,2018/11/3 15:07,2018/11/3 15:21,2018/11/3 15:31,,2018/11/3 14:58,0:20:32,0:41:04,,00,06,,,2018/11/3 14:58,2018/11/3 15:25,43407.623611111143407.6423611111,#N/A,,,,
-,-,14,2018/11/3 14:58,9043,乗客アプリ（簡単予約）,4547,136,8,4,,2018/11/3 15:24,2018/11/3 15:45,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 15:23,2018/11/3 15:23,2018/11/3 15:40,2018/11/3 15:59,,2018/11/3 14:58,0:21:26,1:25:44,,00,25,,,2018/11/3 14:58,2018/11/3 15:45,43407.623611111143407.65625,#N/A,,,,
★,☆,14,2018/11/3 13:32,8969,乗客アプリWeb（地図から）,4808,929,10,1,2018/11/3 13:33,,,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 14:32,,2018/11/3 14:44,,2018/11/3 14:32,2018/11/3 14:32,0:00:00,0:00:00,,00,00,,,2018/11/3 13:32,1900/1/0 0:00,43407.56388888890,#N/A,,,,
★,☆,14,2018/11/3 13:56,8988,まちかど端末（店舗から）,0,54,10,4,2018/11/3 13:57,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 14:24,,2018/11/3 14:42,,2018/11/3 14:05,2018/11/3 14:05,0:00:00,0:00:00,,00,19,,,2018/11/3 13:56,1900/1/0 0:00,43407.58055555560,#N/A,,,,
-,☆,14,2018/11/3 14:05,8995,乗客アプリ（目的地から）,1915,681,2,2,2018/11/3 14:19,,,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 14:20,,2018/11/3 14:33,,,2018/11/3 14:05,0:00:00,0:00:00,,00,14,,,2018/11/3 14:05,1900/1/0 0:00,43407.58680555560,#N/A,,,,
-,☆,14,2018/11/3 14:06,8996,乗客アプリ（地図から）,1769,946,8,1,2018/11/3 14:15,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 14:12,,2018/11/3 14:24,,,2018/11/3 14:06,0:00:00,0:00:00,,00,09,,,2018/11/3 14:06,1900/1/0 0:00,43407.58750,#N/A,,,,
-,☆,14,2018/11/3 14:09,8997,乗客アプリWeb（目的地から）,4819,853,7,1,2018/11/3 14:10,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 14:13,,2018/11/3 14:29,,,2018/11/3 14:09,0:00:00,0:00:00,,00,04,,,2018/11/3 14:09,1900/1/0 0:00,43407.58958333330,#N/A,,,,
-,☆,14,2018/11/3 14:14,9003,乗客アプリ（目的地から）,2563,611,6,2,2018/11/3 14:25,,,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 14:25,,2018/11/3 14:55,,,2018/11/3 14:14,0:00:00,0:00:00,,00,11,,,2018/11/3 14:14,1900/1/0 0:00,43407.59305555560,#N/A,,,,
-,☆,14,2018/11/3 14:15,9004,乗客アプリ（目的地から）,4834,398,9,1,2018/11/3 14:15,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 14:36,,2018/11/3 14:44,,,2018/11/3 14:15,0:00:00,0:00:00,,00,21,,,2018/11/3 14:15,1900/1/0 0:00,43407.593750,#N/A,,,,
-,☆,14,2018/11/3 14:18,9008,まちかど端末（乗降ポイントから）,0,492,9,2,2018/11/3 14:19,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 14:34,,2018/11/3 14:46,,,2018/11/3 14:18,0:00:00,0:00:00,,00,15,,,2018/11/3 14:18,1900/1/0 0:00,43407.59583333330,#N/A,,,,
-,☆,14,2018/11/3 14:19,9010,乗客アプリWeb（目的地から）,4877,347,7,2,2018/11/3 14:44,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443659 139.650847,横浜マリンタワー,2018/11/3 14:41,,2018/11/3 14:49,,,2018/11/3 14:19,0:00:00,0:00:00,,00,24,,,2018/11/3 14:19,1900/1/0 0:00,43407.59652777780,#N/A,,,,
-,☆,14,2018/11/3 14:19,9011,乗客アプリ（地図から）,4834,649,8,1,2018/11/3 14:30,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 14:34,,2018/11/3 14:41,,,2018/11/3 14:19,0:00:00,0:00:00,,00,14,,,2018/11/3 14:19,1900/1/0 0:00,43407.59652777780,#N/A,,,,
-,☆,14,2018/11/3 14:25,9016,乗客アプリ（目的地から）,4882,626,3,1,2018/11/3 14:25,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 14:48,,2018/11/3 14:57,,,2018/11/3 14:25,0:00:00,0:00:00,,00,23,,,2018/11/3 14:25,1900/1/0 0:00,43407.60069444440,#N/A,,,,
-,☆,14,2018/11/3 14:29,9019,乗客アプリ（目的地から）,4643,443,1,1,2018/11/3 14:30,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 14:48,,2018/11/3 14:59,,,2018/11/3 14:29,0:00:00,0:00:00,,00,18,,,2018/11/3 14:29,1900/1/0 0:00,43407.60347222220,#N/A,,,,
-,☆,14,2018/11/3 14:50,9031,乗客アプリ（地図から）,3445,695,10,1,2018/11/3 14:50,,,35.443704 139.651332,ホテルメルパルク横浜,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/3 15:04,,2018/11/3 15:23,,,2018/11/3 14:50,0:00:00,0:00:00,,00,14,,,2018/11/3 14:50,1900/1/0 0:00,43407.61805555560,#N/A,,,,
-,☆,14,2018/11/3 14:50,9034,乗客アプリ（目的地から）,4801,765,1,1,2018/11/3 14:51,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/3 15:09,,2018/11/3 15:22,,,2018/11/3 14:50,0:00:00,0:00:00,,00,18,,,2018/11/3 14:50,1900/1/0 0:00,43407.61805555560,#N/A,,,,
-,☆,14,2018/11/3 14:55,9036,乗客アプリ（目的地から）,3162,285,1,1,2018/11/3 14:56,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 15:14,,2018/11/3 15:34,,,2018/11/3 14:55,0:00:00,0:00:00,,00,19,,,2018/11/3 14:55,1900/1/0 0:00,43407.62152777780,#N/A,,,,
-,☆,14,2018/11/3 14:57,9040,乗客アプリ（地図から）,4547,805,8,4,2018/11/3 14:57,,,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 15:24,,2018/11/3 15:40,,,2018/11/3 14:57,0:00:00,0:00:00,,00,26,,,2018/11/3 14:57,1900/1/0 0:00,43407.62291666670,#N/A,,,,
-,☆,14,2018/11/3 14:59,9044,乗客アプリ（地図から）,2400,545,10,1,2018/11/3 14:59,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 15:17,,2018/11/3 15:25,,,2018/11/3 14:59,0:00:00,0:00:00,,00,18,,,2018/11/3 14:59,1900/1/0 0:00,43407.62430555560,#N/A,,,,
★,-,15,2018/11/3 14:59,9045,乗客アプリ（目的地から）,4832,940,9,3,,2018/11/3 15:50,2018/11/3 16:05,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 15:59,2018/11/3 15:59,2018/11/3 16:15,2018/11/3 16:16,2018/11/3 15:59,2018/11/3 15:59,0:14:50,0:44:30,910,00,00,12,10,2018/11/3 14:59,2018/11/3 16:05,43407.624305555643407.6701388889,#N/A,,,,
-,-,15,2018/11/3 15:00,9047,乗客アプリ（目的地から）,1915,248,4,2,,2018/11/3 15:22,2018/11/3 15:22,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/3 15:30,2018/11/3 15:30,2018/11/3 15:42,2018/11/3 15:42,,2018/11/3 15:00,0:00:07,0:00:14,,00,21,,,2018/11/3 15:00,2018/11/3 15:22,43407.62543407.6402777778,#N/A,,,,
★,-,15,2018/11/3 15:01,9048,乗客アプリ（地図から）,4640,250,6,1,,2018/11/3 15:11,2018/11/3 15:19,35.443908 139.635249,イセザキ・モール,35.443704 139.651332,ホテルメルパルク横浜,2018/11/3 15:16,2018/11/3 15:16,2018/11/3 15:27,2018/11/3 15:28,2018/11/3 15:11,2018/11/3 15:11,0:08:39,0:08:39,,00,00,,,2018/11/3 15:01,2018/11/3 15:19,43407.625694444443407.6381944444,肯定的,,,,
-,-,15,2018/11/3 15:02,9050,乗客アプリWeb（目的地から）,4816,169,1,2,,2018/11/3 15:18,2018/11/3 15:26,35.447546 139.64358,横浜開港資料館,35.443908 139.635249,イセザキ・モール,2018/11/3 15:16,2018/11/3 15:16,2018/11/3 15:24,2018/11/3 15:24,,2018/11/3 15:02,0:07:27,0:14:54,,02,15,,,2018/11/3 15:02,2018/11/3 15:26,43407.626388888943407.6430555556,#N/A,,,,
-,-,15,2018/11/3 15:06,9053,乗客アプリ（地図から）,2400,304,2,1,,2018/11/3 15:10,2018/11/3 15:16,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 15:12,2018/11/3 15:12,2018/11/3 15:20,2018/11/3 15:20,,2018/11/3 15:06,0:06:17,0:06:17,,00,04,,,2018/11/3 15:06,2018/11/3 15:16,43407.629166666743407.6361111111,#N/A,,,,
-,-,15,2018/11/3 15:06,9054,乗客アプリ（地図から）,1751,509,6,1,,2018/11/3 15:11,2018/11/3 15:17,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 15:16,2018/11/3 15:16,2018/11/3 15:25,2018/11/3 15:25,,2018/11/3 15:06,0:06:03,0:06:03,,00,04,,,2018/11/3 15:06,2018/11/3 15:17,43407.629166666743407.6368055556,肯定的,,,,
-,-,15,2018/11/3 15:06,9055,乗客アプリ（地図から）,4810,785,2,2,,2018/11/3 15:22,2018/11/3 15:53,35.454389 139.630904,横浜ランドマークタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/3 15:26,2018/11/3 15:26,2018/11/3 15:42,2018/11/3 15:53,,2018/11/3 15:06,0:30:07,1:00:14,,00,16,,,2018/11/3 15:06,2018/11/3 15:53,43407.629166666743407.6618055556,#N/A,,,,
-,-,15,2018/11/3 15:08,9057,乗客アプリ（目的地から）,4802,734,10,1,,2018/11/3 15:15,2018/11/3 15:27,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 15:18,2018/11/3 15:19,2018/11/3 15:32,2018/11/3 15:33,,2018/11/3 15:08,0:11:42,0:11:42,,00,06,,,2018/11/3 15:08,2018/11/3 15:27,43407.630555555643407.64375,#N/A,,,,
-,-,15,2018/11/3 15:09,9058,まちかど端末（店舗から）,0,930,7,1,,2018/11/3 15:10,2018/11/3 15:28,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 15:17,2018/11/3 15:17,2018/11/3 15:39,2018/11/3 15:40,,2018/11/3 15:09,0:17:32,0:17:32,,00,01,,,2018/11/3 15:09,2018/11/3 15:28,43407.6312543407.6444444444,#N/A,,,,
-,-,15,2018/11/3 15:09,9059,乗客アプリ（簡単予約）,4871,641,7,1,,2018/11/3 15:11,2018/11/3 15:28,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 15:17,2018/11/3 15:17,2018/11/3 15:40,2018/11/3 15:40,,2018/11/3 15:09,0:17:18,0:17:18,,00,01,,,2018/11/3 15:09,2018/11/3 15:28,43407.6312543407.6444444444,#N/A,,,,
-,-,15,2018/11/3 15:09,9060,乗客アプリ（地図から）,1769,957,8,2,,2018/11/3 15:23,2018/11/3 15:32,35.452963 139.642093,横浜赤レンガ倉庫,35.445857 139.647636,ホテルモントレ横浜,2018/11/3 15:25,2018/11/3 15:25,2018/11/3 15:35,2018/11/3 15:35,,2018/11/3 15:09,0:08:45,0:17:30,,00,14,,,2018/11/3 15:09,2018/11/3 15:32,43407.6312543407.6472222222,#N/A,,,,
★,-,15,2018/11/3 15:09,9061,乗客アプリ（簡単予約）,4370,402,10,2,,2018/11/3 15:51,2018/11/3 16:10,35.441002 139.650809,横浜元町ショッピングストリート,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 15:50,2018/11/3 15:51,2018/11/3 16:06,2018/11/3 16:13,2018/11/3 15:19,2018/11/3 15:19,0:19:33,0:39:06,,00,31,,,2018/11/3 15:09,2018/11/3 16:10,43407.6312543407.6736111111,#N/A,,,,
-,-,15,2018/11/3 15:11,9062,まちかど端末（乗降ポイントから）,0,579,8,1,,2018/11/3 15:34,2018/11/3 15:53,35.443704 139.651332,ホテルメルパルク横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 15:37,2018/11/3 15:37,2018/11/3 16:04,2018/11/3 16:04,,2018/11/3 15:11,0:19:16,0:19:16,,00,23,,,2018/11/3 15:11,2018/11/3 15:53,43407.632638888943407.6618055556,#N/A,,,,
-,-,15,2018/11/3 15:13,9063,乗客アプリ（簡単予約）,4679,355,6,2,,2018/11/3 15:26,2018/11/3 15:34,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 15:27,2018/11/3 15:27,2018/11/3 15:38,2018/11/3 15:38,,2018/11/3 15:13,0:08:01,0:16:02,,00,13,,,2018/11/3 15:13,2018/11/3 15:34,43407.634027777843407.6486111111,#N/A,,,,
-,-,15,2018/11/3 15:16,9065,乗客アプリ（地図から）,4845,33,3,2,,2018/11/3 15:25,2018/11/3 15:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 15:26,2018/11/3 15:28,2018/11/3 15:39,2018/11/3 15:41,,2018/11/3 15:16,0:06:22,0:12:44,,00,08,,,2018/11/3 15:16,2018/11/3 15:31,43407.636111111143407.6465277778,#N/A,,,,
-,-,15,2018/11/3 15:19,9066,乗客アプリ（目的地から）,2888,754,9,1,,2018/11/3 15:27,2018/11/3 15:36,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 15:29,2018/11/3 15:29,2018/11/3 15:43,2018/11/3 15:43,,2018/11/3 15:19,0:09:27,0:09:27,,00,07,,,2018/11/3 15:19,2018/11/3 15:36,43407.638194444443407.65,#N/A,,,,
★,-,15,2018/11/3 15:21,9067,乗客アプリ（地図から）,2934,23,7,2,,2018/11/3 15:37,2018/11/3 15:46,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 15:41,2018/11/3 15:41,2018/11/3 15:55,2018/11/3 15:55,2018/11/3 15:31,2018/11/3 15:31,0:08:56,0:17:52,,00,06,,,2018/11/3 15:21,2018/11/3 15:46,43407.639583333343407.6569444444,#N/A,,,,
-,-,15,2018/11/3 15:21,9068,まちかど端末（店舗から）,0,116,2,2,,2018/11/3 15:28,2018/11/3 15:43,35.448676 139.635696,横浜平和プラザホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/3 15:35,2018/11/3 15:35,2018/11/3 15:45,2018/11/3 15:46,,2018/11/3 15:21,0:14:44,0:29:28,,00,07,,,2018/11/3 15:21,2018/11/3 15:43,43407.639583333343407.6548611111,#N/A,,,,
-,-,15,2018/11/3 15:21,9069,乗客アプリ（地図から）,3446,232,1,1,,2018/11/3 15:36,2018/11/3 16:18,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/3 15:35,2018/11/3 15:36,2018/11/3 16:07,2018/11/3 16:12,,2018/11/3 15:21,0:41:49,0:41:49,,00,14,,,2018/11/3 15:21,2018/11/3 16:18,43407.639583333343407.6791666667,#N/A,,,,
