,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,,,,
★,☆,11,2018/10/27 10:54,6910,乗客アプリ（地図から）,3855,375,3,2,2018/10/27 11:01,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/27 11:24,,2018/10/27 11:36,,2018/10/27 11:24,2018/10/27 11:24,0:00:00,0:00:00,,00,00,,,2018/10/27 10:54,1900/1/0 0:00,43400.45416666670,#N/A,,,,
-,☆,11,2018/10/27 11:00,6911,乗客アプリ（目的地から）,4153,943,2,1,2018/10/27 11:00,,,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/27 11:05,,2018/10/27 11:21,,,2018/10/27 11:00,0:00:00,0:00:00,,00,,,,2018/10/27 11:00,1900/1/0 0:00,43400.45833333330,#N/A,,※56行と同一人物と思われるため一番短いものを採用,,
-,☆,11,2018/10/27 11:06,6917,乗客アプリ（地図から）,1340,838,6,1,2018/10/27 11:08,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/10/27 11:16,,2018/10/27 11:26,,,2018/10/27 11:06,0:00:00,0:00:00,,00,09,,,2018/10/27 11:06,1900/1/0 0:00,43400.46250,#N/A,,,,
★,☆,11,2018/10/27 11:07,6918,乗客アプリ（目的地から）,4153,1212,3,3,2018/10/27 11:09,,,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/27 11:37,,2018/10/27 11:50,,2018/10/27 11:37,2018/10/27 11:37,0:00:00,0:00:00,,00,00,,,2018/10/27 11:07,1900/1/0 0:00,43400.46319444440,#N/A,,※54行と同一人物と思われるため一番短いものを採用,,
-,☆,11,2018/10/27 11:42,6924,乗客アプリ（目的地から）,1875,1211,9,1,2018/10/27 11:42,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/27 11:51,,2018/10/27 12:06,,,2018/10/27 11:42,0:00:00,0:00:00,,00,08,,,2018/10/27 11:42,1900/1/0 0:00,43400.48750,#N/A,,,,
-,☆,11,2018/10/27 11:56,6931,乗客アプリ（地図から）,4152,901,5,1,2018/10/27 12:06,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/27 12:03,,2018/10/27 12:16,,,2018/10/27 11:56,0:00:00,0:00:00,,00,09,,,2018/10/27 11:56,1900/1/0 0:00,43400.49722222220,#N/A,,,,
-,☆,11,2018/10/27 11:57,6932,乗客アプリ（地図から）,1892,1197,5,1,2018/10/27 12:02,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/27 12:07,,2018/10/27 12:16,,,2018/10/27 11:57,0:00:00,0:00:00,,00,09,,,2018/10/27 11:57,1900/1/0 0:00,43400.49791666670,#N/A,,,,
-,-,12,2018/10/27 12:00,6933,乗客アプリ（目的地から）,1875,932,6,2,,2018/10/27 12:11,2018/10/27 12:20,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/27 12:18,2018/10/27 12:18,2018/10/27 12:38,2018/10/27 12:38,,2018/10/27 12:00,0:09:11,0:18:22,316,00,10,05,05,2018/10/27 12:00,2018/10/27 12:20,43400.543400.5138888889,#N/A,,,,
-,-,12,2018/10/27 12:07,6935,乗客アプリ（地図から）,4152,603,5,1,,2018/10/27 12:11,2018/10/27 12:22,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/27 12:12,2018/10/27 12:12,2018/10/27 12:28,2018/10/27 12:28,,2018/10/27 12:07,0:11:10,0:11:10,,00,03,,,2018/10/27 12:07,2018/10/27 12:22,43400.504861111143400.5152777778,#N/A,,,,
-,-,12,2018/10/27 12:12,6937,まちかど設置端末（地図から）,0,1238,1,4,,2018/10/27 12:16,2018/10/27 12:25,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/27 12:18,2018/10/27 12:18,2018/10/27 12:38,2018/10/27 12:38,,2018/10/27 12:12,0:09:32,0:38:08,,00,04,,,2018/10/27 12:12,2018/10/27 12:25,43400.508333333343400.5173611111,#N/A,,,,
-,-,12,2018/10/27 12:13,6938,乗客アプリ（目的地から）,1445,394,8,2,,2018/10/27 12:19,2018/10/27 12:33,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/27 12:19,2018/10/27 12:19,2018/10/27 12:41,2018/10/27 12:41,,2018/10/27 12:13,0:14:24,0:28:48,,00,05,,,2018/10/27 12:13,2018/10/27 12:33,43400.509027777843400.5229166667,肯定的,,,,
-,-,12,2018/10/27 12:16,6939,乗客アプリ（地図から）,4136,1084,7,2,,2018/10/27 12:16,2018/10/27 12:21,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/27 12:17,2018/10/27 12:17,2018/10/27 12:29,2018/10/27 12:29,,2018/10/27 12:16,0:04:23,0:08:46,,00,00,,,2018/10/27 12:16,2018/10/27 12:21,43400.511111111143400.5145833333,#N/A,,,,
-,-,12,2018/10/27 12:22,6940,乗客アプリ（簡単予約）,4162,786,1,2,,2018/10/27 12:26,2018/10/27 12:50,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/10/27 12:27,2018/10/27 12:27,2018/10/27 12:45,2018/10/27 12:56,,2018/10/27 12:22,0:23:52,0:47:44,,00,04,,,2018/10/27 12:22,2018/10/27 12:50,43400.515277777843400.5347222222,#N/A,,,,
-,-,12,2018/10/27 12:23,6941,まちかど設置端末（店舗から）,0,831,1,1,,2018/10/27 12:30,2018/10/27 12:34,35.445857 139.647636,ホテルモントレ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/27 12:31,2018/10/27 12:31,2018/10/27 12:36,2018/10/27 12:36,,2018/10/27 12:23,0:03:51,0:03:51,,00,07,,,2018/10/27 12:23,2018/10/27 12:34,43400.515972222243400.5236111111,#N/A,,,,
-,-,12,2018/10/27 12:25,6942,まちかど設置端末（地図から）,0,429,9,1,,2018/10/27 12:31,2018/10/27 12:58,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/10/27 12:37,2018/10/27 12:37,2018/10/27 12:52,2018/10/27 12:52,,2018/10/27 12:25,0:26:46,0:26:46,,00,06,,,2018/10/27 12:25,2018/10/27 12:58,43400.517361111143400.5402777778,#N/A,,,,
-,-,12,2018/10/27 12:25,6943,乗客アプリ（地図から）,3706,1246,2,4,,2018/10/27 12:29,2018/10/27 12:40,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/10/27 12:29,2018/10/27 12:29,2018/10/27 12:51,2018/10/27 12:51,,2018/10/27 12:25,0:10:22,0:41:28,,00,04,,,2018/10/27 12:25,2018/10/27 12:40,43400.517361111143400.5277777778,#N/A,,,,
-,-,12,2018/10/27 12:30,6944,乗客アプリ（目的地から）,4154,614,10,2,,2018/10/27 12:37,2018/10/27 12:44,35.452963 139.642093,横浜赤レンガ倉庫,35.443659 139.650847,横浜マリンタワー,2018/10/27 12:39,2018/10/27 12:39,2018/10/27 12:51,2018/10/27 12:51,,2018/10/27 12:30,0:06:50,0:13:40,,00,07,,,2018/10/27 12:30,2018/10/27 12:44,43400.520833333343400.5305555556,#N/A,,,,
-,-,12,2018/10/27 12:32,6945,乗客アプリ（地図から）,3698,977,9,2,,2018/10/27 12:38,2018/10/27 12:43,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/27 12:40,2018/10/27 12:40,2018/10/27 12:50,2018/10/27 12:50,,2018/10/27 12:32,0:05:46,0:11:32,,00,05,,,2018/10/27 12:32,2018/10/27 12:43,43400.522222222243400.5298611111,#N/A,,,,
-,-,12,2018/10/27 12:36,6946,乗客アプリ（目的地から）,3972,900,1,1,,2018/10/27 12:45,2018/10/27 12:54,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/27 12:46,2018/10/27 12:46,2018/10/27 13:01,2018/10/27 12:57,,2018/10/27 12:36,0:09:00,0:09:00,,00,08,,,2018/10/27 12:36,2018/10/27 12:54,43400.52543400.5375,#N/A,,,,
-,-,12,2018/10/27 12:42,6947,まちかど設置端末（店舗から）,0,667,7,1,,2018/10/27 12:45,2018/10/27 12:52,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448676 139.635696,横浜平和プラザホテル,2018/10/27 12:46,2018/10/27 12:46,2018/10/27 12:54,2018/10/27 12:54,,2018/10/27 12:42,0:06:23,0:06:23,,00,03,,,2018/10/27 12:42,2018/10/27 12:52,43400.529166666743400.5361111111,#N/A,,,,
-,-,12,2018/10/27 12:44,6948,乗客アプリ（地図から）,3855,826,9,1,,2018/10/27 12:50,2018/10/27 13:07,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/10/27 12:50,2018/10/27 12:50,2018/10/27 13:10,2018/10/27 13:10,,2018/10/27 12:44,0:17:28,0:17:28,,00,05,,,2018/10/27 12:44,2018/10/27 13:07,43400.530555555643400.5465277778,#N/A,,,,
-,-,12,2018/10/27 12:52,6949,乗客アプリ（地図から）,3698,616,3,2,,2018/10/27 12:54,2018/10/27 13:01,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/27 12:54,2018/10/27 12:54,2018/10/27 13:07,2018/10/27 13:07,,2018/10/27 12:52,0:07:34,0:15:08,,00,02,,,2018/10/27 12:52,2018/10/27 13:01,43400.536111111143400.5423611111,#N/A,,,,
-,-,12,2018/10/27 12:54,6951,まちかど設置端末（地図から）,0,895,8,1,,2018/10/27 12:59,2018/10/27 13:07,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/27 13:01,2018/10/27 13:01,2018/10/27 13:14,2018/10/27 13:14,,2018/10/27 12:54,0:08:12,0:08:12,,00,04,,,2018/10/27 12:54,2018/10/27 13:07,43400.537543400.5465277778,#N/A,,,,
-,-,12,2018/10/27 12:57,6952,乗客アプリ（目的地から）,4166,905,1,1,,2018/10/27 13:04,2018/10/27 13:14,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/27 13:08,2018/10/27 13:08,2018/10/27 13:24,2018/10/27 13:24,,2018/10/27 12:57,0:10:07,0:10:07,,00,07,,,2018/10/27 12:57,2018/10/27 13:14,43400.539583333343400.5513888889,#N/A,,,,
-,☆,12,2018/10/27 12:03,6934,乗客アプリ（地図から）,1892,721,10,1,2018/10/27 12:05,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/27 12:15,,2018/10/27 12:27,,,2018/10/27 12:03,0:00:00,0:00:00,,00,12,,,2018/10/27 12:03,1900/1/0 0:00,43400.50208333330,#N/A,,,,
-,☆,12,2018/10/27 12:09,6936,乗客アプリ（地図から）,4136,794,7,1,2018/10/27 12:15,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/27 12:13,,2018/10/27 12:23,,,2018/10/27 12:09,0:00:00,0:00:00,,00,06,,,2018/10/27 12:09,1900/1/0 0:00,43400.506250,#N/A,,,,
-,☆,12,2018/10/27 12:52,6950,乗客アプリ（目的地から）,4047,473,1,1,2018/10/27 12:59,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/27 12:57,,2018/10/27 13:10,,,2018/10/27 12:52,0:00:00,0:00:00,,00,06,,,2018/10/27 12:52,1900/1/0 0:00,43400.53611111110,#N/A,,,,
-,-,13,2018/10/27 13:00,6953,乗客アプリ（目的地から）,4168,303,2,1,,2018/10/27 13:07,2018/10/27 13:13,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/27 13:07,2018/10/27 13:07,2018/10/27 13:16,2018/10/27 13:16,,2018/10/27 13:00,0:05:32,0:05:32,424,00,07,03,03,2018/10/27 13:00,2018/10/27 13:13,43400.541666666743400.5506944444,#N/A,,,,
-,-,13,2018/10/27 13:02,6954,乗客アプリ（地図から）,1338,481,10,1,,2018/10/27 13:07,2018/10/27 13:17,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/27 13:08,2018/10/27 13:08,2018/10/27 13:23,2018/10/27 13:28,,2018/10/27 13:02,0:10:11,0:10:11,,00,05,,,2018/10/27 13:02,2018/10/27 13:17,43400.543055555643400.5534722222,#N/A,,,,
★,-,13,2018/10/27 13:03,6955,まちかど設置端末（地図から）,0,755,2,2,,2018/10/27 13:30,2018/10/27 13:33,35.450447 139.635947,みなとみらい線　馬車道駅,35.447541 139.644914,シルク博物館,2018/10/27 13:29,2018/10/27 13:29,2018/10/27 13:37,2018/10/27 13:37,2018/10/27 13:29,2018/10/27 13:29,0:03:04,0:06:08,,00,00,,,2018/10/27 13:03,2018/10/27 13:33,43400.5437543400.5645833333,#N/A,,,,
★,-,13,2018/10/27 13:03,6956,まちかど設置端末（店舗から）,0,398,4,2,,2018/10/27 13:27,2018/10/27 13:54,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/27 13:32,2018/10/27 13:32,2018/10/27 13:47,2018/10/27 13:51,2018/10/27 13:32,2018/10/27 13:32,0:26:47,0:53:34,,00,00,,,2018/10/27 13:03,2018/10/27 13:54,43400.5437543400.5791666667,#N/A,,,,
★,-,13,2018/10/27 13:04,6957,乗客アプリ（目的地から）,4159,361,4,3,,2018/10/27 13:35,2018/10/27 13:54,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/27 13:39,2018/10/27 13:40,2018/10/27 13:52,2018/10/27 13:53,2018/10/27 13:34,2018/10/27 13:34,0:19:09,0:57:27,,00,00,,,2018/10/27 13:04,2018/10/27 13:54,43400.544444444443400.5791666667,#N/A,,,,
-,-,13,2018/10/27 13:04,6958,まちかど設置端末（店舗から）,0,789,10,1,,2018/10/27 13:11,2018/10/27 13:17,35.448801 139.636702,ホテルルートイン横浜馬車道,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/27 13:13,2018/10/27 13:13,2018/10/27 13:28,2018/10/27 13:28,,2018/10/27 13:04,0:05:41,0:05:41,,00,06,,,2018/10/27 13:04,2018/10/27 13:17,43400.544444444443400.5534722222,#N/A,,,,
-,-,13,2018/10/27 13:06,6959,まちかど設置端末（地図から）,0,648,9,1,,2018/10/27 13:07,2018/10/27 13:17,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/27 13:08,2018/10/27 13:08,2018/10/27 13:21,2018/10/27 13:21,,2018/10/27 13:06,0:09:38,0:09:38,,00,01,,,2018/10/27 13:06,2018/10/27 13:17,43400.545833333343400.5534722222,#N/A,,,,
-,-,13,2018/10/27 13:08,6960,乗客アプリ（目的地から）,4156,526,3,1,,2018/10/27 13:19,2018/10/27 13:23,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/27 13:24,2018/10/27 13:24,2018/10/27 13:32,2018/10/27 13:32,,2018/10/27 13:08,0:04:28,0:04:28,,00,10,,,2018/10/27 13:08,2018/10/27 13:23,43400.547222222243400.5576388889,肯定的,,,,
-,-,13,2018/10/27 13:12,6961,まちかど設置端末（店舗から）,0,334,4,1,,2018/10/27 13:19,2018/10/27 13:34,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/27 13:23,2018/10/27 13:23,2018/10/27 13:40,2018/10/27 13:40,,2018/10/27 13:12,0:14:34,0:14:34,,00,06,,,2018/10/27 13:12,2018/10/27 13:34,43400.5543400.5652777778,#N/A,,,,
-,-,13,2018/10/27 13:13,6962,乗客アプリ（目的地から）,4079,404,1,2,,2018/10/27 13:15,2018/10/27 13:32,35.441002 139.650809,横浜元町ショッピングストリート,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/27 13:15,2018/10/27 13:15,2018/10/27 13:32,2018/10/27 13:32,,2018/10/27 13:13,0:17:00,0:34:00,,00,01,,,2018/10/27 13:13,2018/10/27 13:32,43400.550694444443400.5638888889,#N/A,,,,
-,-,13,2018/10/27 13:16,6963,まちかど設置端末（店舗から）,0,1079,1,2,,2018/10/27 13:19,2018/10/27 13:30,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/27 13:22,2018/10/27 13:22,2018/10/27 13:34,2018/10/27 13:34,,2018/10/27 13:16,0:10:59,0:21:58,,00,03,,,2018/10/27 13:16,2018/10/27 13:30,43400.552777777843400.5625,#N/A,,,,
-,-,13,2018/10/27 13:24,6964,まちかど設置端末（地図から）,0,1065,5,1,,2018/10/27 13:28,2018/10/27 13:40,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/27 13:30,2018/10/27 13:30,2018/10/27 13:50,2018/10/27 13:50,,2018/10/27 13:24,0:12:15,0:12:15,,00,03,,,2018/10/27 13:24,2018/10/27 13:40,43400.558333333343400.5694444444,#N/A,,,,
-,-,13,2018/10/27 13:28,6965,まちかど設置端末（地図から）,0,1297,3,4,,2018/10/27 13:33,2018/10/27 13:44,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/27 13:35,2018/10/27 13:35,2018/10/27 13:55,2018/10/27 13:55,,2018/10/27 13:28,0:11:30,0:46:00,,00,04,,,2018/10/27 13:28,2018/10/27 13:44,43400.561111111143400.5722222222,#N/A,,,,
★,-,13,2018/10/27 13:29,6966,乗客アプリ（目的地から）,3704,576,5,3,,2018/10/27 13:51,2018/10/27 14:00,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/27 13:59,2018/10/27 13:59,2018/10/27 14:15,2018/10/27 14:15,2018/10/27 13:59,2018/10/27 13:59,0:08:34,0:25:42,,00,00,,,2018/10/27 13:29,2018/10/27 14:00,43400.561805555643400.5833333333,#N/A,,,,
★,-,13,2018/10/27 13:30,6967,乗客アプリ（地図から）,1076,720,6,1,,2018/10/27 13:57,2018/10/27 14:03,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/10/27 14:00,2018/10/27 14:00,2018/10/27 14:13,2018/10/27 14:13,2018/10/27 14:00,2018/10/27 14:00,0:06:04,0:06:04,,00,00,,,2018/10/27 13:30,2018/10/27 14:03,43400.562543400.5854166667,#N/A,,,,
★,-,13,2018/10/27 13:35,6968,まちかど設置端末（地図から）,0,816,5,1,,2018/10/27 14:09,2018/10/27 14:30,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/27 14:15,2018/10/27 14:15,2018/10/27 14:27,2018/10/27 14:27,2018/10/27 14:05,2018/10/27 14:05,0:20:45,0:20:45,,00,03,,,2018/10/27 13:35,2018/10/27 14:30,43400.565972222243400.6041666667,#N/A,,,,
-,-,13,2018/10/27 13:36,6969,乗客アプリ（目的地から）,4047,429,4,1,,2018/10/27 13:45,2018/10/27 13:52,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/27 13:46,2018/10/27 13:46,2018/10/27 13:58,2018/10/27 13:58,,2018/10/27 13:36,0:07:28,0:07:28,,00,09,,,2018/10/27 13:36,2018/10/27 13:52,43400.566666666743400.5777777778,#N/A,,,,
-,-,13,2018/10/27 13:38,6970,まちかど設置端末（地図から）,0,1265,7,1,,2018/10/27 13:42,2018/10/27 13:51,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/10/27 13:42,2018/10/27 13:42,2018/10/27 13:57,2018/10/27 13:57,,2018/10/27 13:38,0:09:10,0:09:10,,00,03,,,2018/10/27 13:38,2018/10/27 13:51,43400.568055555643400.5770833333,#N/A,,,,
★,-,13,2018/10/27 13:42,6971,乗客アプリ（簡単予約）,2518,524,5,2,,2018/10/27 14:35,2018/10/27 14:42,35.450447 139.635947,みなとみらい線　馬車道駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/27 14:42,2018/10/27 14:42,2018/10/27 14:51,2018/10/27 14:51,2018/10/27 14:42,2018/10/27 14:42,0:06:39,0:13:18,,00,00,,,2018/10/27 13:42,2018/10/27 14:42,43400.570833333343400.6125,#N/A,,,,
-,-,13,2018/10/27 13:52,6972,乗客アプリ（地図から）,3338,379,3,3,,2018/10/27 13:56,2018/10/27 14:05,35.447546 139.64358,横浜開港資料館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/27 13:54,2018/10/27 13:54,2018/10/27 14:05,2018/10/27 14:05,,2018/10/27 13:52,0:09:33,0:28:39,,01,03,,,2018/10/27 13:52,2018/10/27 14:05,43400.577777777843400.5868055556,#N/A,,,,
-,-,13,2018/10/27 13:53,6973,乗客アプリ（地図から）,1340,1131,6,2,,2018/10/27 13:55,2018/10/27 14:11,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/27 13:55,2018/10/27 13:55,2018/10/27 14:21,2018/10/27 14:21,,2018/10/27 13:53,0:16:00,0:32:00,,00,01,,,2018/10/27 13:53,2018/10/27 14:11,43400.578472222243400.5909722222,#N/A,,,,
-,☆,13,2018/10/27 13:59,6974,乗客アプリ（地図から）,4152,636,2,6,2018/10/27 14:00,,,35.447546 139.64358,横浜開港資料館,35.448676 139.635696,横浜平和プラザホテル,2018/10/27 14:01,,2018/10/27 14:11,,,2018/10/27 13:59,0:00:00,0:00:00,,00,01,,,2018/10/27 13:59,1900/1/0 0:00,43400.58263888890,#N/A,,,,
-,-,14,2018/10/27 14:01,6975,乗客アプリ（地図から）,4152,502,4,6,,2018/10/27 14:04,2018/10/27 14:13,35.447546 139.64358,横浜開港資料館,35.448676 139.635696,横浜平和プラザホテル,2018/10/27 14:03,2018/10/27 14:03,2018/10/27 14:14,2018/10/27 14:14,,2018/10/27 14:01,0:09:18,0:55:48,659,00,03,05,04,2018/10/27 14:01,2018/10/27 14:13,43400.584027777843400.5923611111,#N/A,,,,
-,-,14,2018/10/27 14:01,6976,まちかど設置端末（地図から）,0,403,2,1,,2018/10/27 14:05,2018/10/27 14:10,35.450447 139.635947,みなとみらい線　馬車道駅,35.443908 139.635249,イセザキ・モール,2018/10/27 14:08,2018/10/27 14:08,2018/10/27 14:15,2018/10/27 14:15,,2018/10/27 14:01,0:04:28,0:04:28,,00,04,,,2018/10/27 14:01,2018/10/27 14:10,43400.584027777843400.5902777778,#N/A,,,,
-,-,14,2018/10/27 14:04,6978,まちかど設置端末（地図から）,0,829,6,2,,2018/10/27 14:11,2018/10/27 14:21,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/27 14:15,2018/10/27 14:15,2018/10/27 14:25,2018/10/27 14:29,,2018/10/27 14:04,0:09:31,0:19:02,,00,06,,,2018/10/27 14:04,2018/10/27 14:21,43400.586111111143400.5979166667,#N/A,,,,
-,-,14,2018/10/27 14:05,6979,乗客アプリWeb（目的地から）,2669,951,3,1,,2018/10/27 14:07,2018/10/27 14:12,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/27 14:07,2018/10/27 14:07,2018/10/27 14:17,2018/10/27 14:17,,2018/10/27 14:05,0:04:12,0:04:12,,00,02,,,2018/10/27 14:05,2018/10/27 14:12,43400.586805555643400.5916666667,#N/A,,,,
-,-,14,2018/10/27 14:07,6980,乗客アプリ（目的地から）,4146,407,1,2,,2018/10/27 14:13,2018/10/27 14:18,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/27 14:11,2018/10/27 14:11,2018/10/27 14:23,2018/10/27 14:23,,2018/10/27 14:07,0:05:33,0:11:06,,01,05,,,2018/10/27 14:07,2018/10/27 14:18,43400.588194444443400.5958333333,肯定的,,,,
-,-,14,2018/10/27 14:09,6981,乗客アプリ（地図から）,1789,801,7,3,,2018/10/27 14:12,2018/10/27 14:16,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/27 14:12,2018/10/27 14:12,2018/10/27 14:29,2018/10/27 14:29,,2018/10/27 14:09,0:03:59,0:11:57,,00,02,,,2018/10/27 14:09,2018/10/27 14:16,43400.589583333343400.5944444444,#N/A,,,,
-,-,14,2018/10/27 14:10,6982,乗客アプリ（地図から）,3598,1098,5,1,,2018/10/27 14:21,2018/10/27 14:30,35.445857 139.647636,ホテルモントレ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/27 14:20,2018/10/27 14:20,2018/10/27 14:31,2018/10/27 14:31,,2018/10/27 14:10,0:09:07,0:09:07,,00,10,,,2018/10/27 14:10,2018/10/27 14:30,43400.590277777843400.6041666667,#N/A,,,,
-,-,14,2018/10/27 14:11,6983,乗客アプリ（目的地から）,3945,1177,6,1,,2018/10/27 14:12,2018/10/27 14:18,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/27 14:18,2018/10/27 14:18,2018/10/27 14:24,2018/10/27 14:24,,2018/10/27 14:11,0:06:10,0:06:10,,00,00,,,2018/10/27 14:11,2018/10/27 14:18,43400.590972222243400.5958333333,#N/A,,,,
-,-,14,2018/10/27 14:12,6984,乗客アプリ（目的地から）,2888,587,6,1,,2018/10/27 14:15,2018/10/27 14:28,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/27 14:19,2018/10/27 14:19,2018/10/27 14:41,2018/10/27 14:41,,2018/10/27 14:12,0:13:02,0:13:02,,00,02,,,2018/10/27 14:12,2018/10/27 14:28,43400.591666666743400.6027777778,#N/A,,,,
-,-,14,2018/10/27 14:15,6985,乗客アプリ（地図から）,1727,459,9,1,,2018/10/27 14:18,2018/10/27 14:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/27 14:17,2018/10/27 14:17,2018/10/27 14:37,2018/10/27 14:37,,2018/10/27 14:15,0:22:39,0:22:39,,00,02,,,2018/10/27 14:15,2018/10/27 14:41,43400.5937543400.6118055556,#N/A,,,,
