,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,,,,
-,-,14,2018/10/31 14:14,7852,乗客アプリ（目的地から）,1742,559,3,1,,2018/10/31 14:20,2018/10/31 14:37,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/31 14:22,2018/10/31 14:22,2018/10/31 14:49,2018/10/31 14:49,,2018/10/31 14:14,0:16:29,0:16:29,,00,05,,,2018/10/31 14:14,2018/10/31 14:37,43404.593055555643404.6090277778,#N/A,,,,
-,-,14,2018/10/31 14:15,7853,乗客アプリ（目的地から）,1328,912,9,1,,2018/10/31 14:25,2018/10/31 14:32,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/31 14:25,2018/10/31 14:25,2018/10/31 14:40,2018/10/31 14:40,,2018/10/31 14:15,0:07:15,0:07:15,,00,10,,,2018/10/31 14:15,2018/10/31 14:32,43404.5937543404.6055555556,#N/A,,,,
-,-,14,2018/10/31 14:15,7854,まちかど端末（店舗から）,0,312,7,2,,2018/10/31 14:19,2018/10/31 14:30,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/31 14:20,2018/10/31 14:20,2018/10/31 14:35,2018/10/31 14:35,,2018/10/31 14:15,0:10:21,0:20:42,,00,04,,,2018/10/31 14:15,2018/10/31 14:30,43404.5937543404.6041666667,#N/A,,,,
-,-,14,2018/10/31 14:22,7856,乗客アプリ（地図から）,3445,137,8,1,,2018/10/31 14:27,2018/10/31 14:36,35.443908 139.635249,イセザキ・モール,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/31 14:30,2018/10/31 14:30,2018/10/31 14:40,2018/10/31 14:40,,2018/10/31 14:22,0:08:16,0:08:16,,00,05,,,2018/10/31 14:22,2018/10/31 14:36,43404.598611111143404.6083333333,#N/A,,,,
-,-,14,2018/10/31 14:23,7857,まちかど端末（店舗から）,0,552,10,2,,2018/10/31 14:27,2018/10/31 14:37,35.450681 139.632446,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/31 14:25,2018/10/31 14:25,2018/10/31 14:39,2018/10/31 14:39,,2018/10/31 14:23,0:09:28,0:18:56,,02,04,,,2018/10/31 14:23,2018/10/31 14:37,43404.599305555643404.6090277778,#N/A,,,,
-,-,14,2018/10/31 14:26,7858,まちかど端末（店舗から）,0,352,5,1,,2018/10/31 14:29,2018/10/31 14:51,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/31 14:31,2018/10/31 14:31,2018/10/31 14:39,2018/10/31 14:39,,2018/10/31 14:26,0:21:44,0:21:44,,00,03,,,2018/10/31 14:26,2018/10/31 14:51,43404.601388888943404.61875,#N/A,,,,
-,-,14,2018/10/31 14:28,7859,まちかど端末（店舗から）,0,863,8,1,,2018/10/31 14:36,2018/10/31 14:53,35.450447 139.635947,みなとみらい線　馬車道駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/31 14:37,2018/10/31 14:38,2018/10/31 14:46,2018/10/31 14:56,,2018/10/31 14:28,0:16:58,0:16:58,,00,07,,,2018/10/31 14:28,2018/10/31 14:53,43404.602777777843404.6201388889,#N/A,,,,
-,-,14,2018/10/31 14:29,7860,乗客アプリ（目的地から）,4508,408,7,1,,2018/10/31 14:34,2018/10/31 15:09,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/31 14:36,2018/10/31 14:36,2018/10/31 14:53,2018/10/31 15:04,,2018/10/31 14:29,0:34:47,0:34:47,,00,05,,,2018/10/31 14:29,2018/10/31 15:09,43404.603472222243404.63125,#N/A,,,,
-,-,14,2018/10/31 14:32,7861,まちかど端末（乗降ポイントから）,0,94,5,2,,2018/10/31 14:51,2018/10/31 14:51,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/31 14:41,2018/10/31 14:41,2018/10/31 14:50,2018/10/31 14:50,,2018/10/31 14:32,0:00:12,0:00:24,,10,18,,,2018/10/31 14:32,2018/10/31 14:51,43404.605555555643404.61875,#N/A,,,,
-,-,14,2018/10/31 14:34,7862,乗客アプリ（地図から）,4503,401,7,1,,2018/10/31 14:39,2018/10/31 14:43,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/31 14:42,2018/10/31 14:42,2018/10/31 14:50,2018/10/31 14:53,,2018/10/31 14:34,0:03:47,0:03:47,,00,05,,,2018/10/31 14:34,2018/10/31 14:43,43404.606944444443404.6131944444,#N/A,,,,
-,-,14,2018/10/31 14:34,7863,まちかど端末（店舗から）,0,881,10,2,,2018/10/31 14:39,2018/10/31 14:51,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/31 14:40,2018/10/31 14:40,2018/10/31 14:57,2018/10/31 15:00,,2018/10/31 14:34,0:11:41,0:23:22,,00,05,,,2018/10/31 14:34,2018/10/31 14:51,43404.606944444443404.61875,#N/A,,,,
-,-,14,2018/10/31 14:34,7864,乗客アプリ（目的地から）,4485,285,8,2,,2018/10/31 14:42,2018/10/31 14:55,35.443908 139.635249,イセザキ・モール,35.445857 139.647636,ホテルモントレ横浜,2018/10/31 14:45,2018/10/31 14:45,2018/10/31 15:01,2018/10/31 15:01,,2018/10/31 14:34,0:13:00,0:26:00,,00,08,,,2018/10/31 14:34,2018/10/31 14:55,43404.606944444443404.6215277778,#N/A,,,,
-,-,14,2018/10/31 14:34,7865,乗客アプリ（目的地から）,1334,550,10,1,,2018/10/31 14:42,2018/10/31 15:13,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/31 14:43,2018/10/31 14:43,2018/10/31 15:12,2018/10/31 15:12,,2018/10/31 14:34,0:30:51,0:30:51,,00,07,,,2018/10/31 14:34,2018/10/31 15:13,43404.606944444443404.6340277778,#N/A,,,,
★,-,14,2018/10/31 14:35,7866,まちかど端末（店舗から）,0,336,5,1,,2018/10/31 15:01,2018/10/31 15:22,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 15:05,2018/10/31 15:05,2018/10/31 15:26,2018/10/31 15:26,2018/10/31 15:05,2018/10/31 15:05,0:20:46,0:20:46,,00,00,,,2018/10/31 14:35,2018/10/31 15:22,43404.607638888943404.6402777778,#N/A,,,,
-,-,14,2018/10/31 14:37,7867,乗客アプリ（目的地から）,2351,186,7,2,,2018/10/31 14:43,2018/10/31 15:13,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/31 14:46,2018/10/31 14:46,2018/10/31 15:11,2018/10/31 15:13,,2018/10/31 14:37,0:29:37,0:59:14,,00,06,,,2018/10/31 14:37,2018/10/31 15:13,43404.609027777843404.6340277778,#N/A,,,,
-,-,14,2018/10/31 14:38,7868,乗客アプリ（地図から）,1751,728,4,1,,2018/10/31 14:41,2018/10/31 14:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/31 14:42,2018/10/31 14:42,2018/10/31 14:56,2018/10/31 14:56,,2018/10/31 14:38,0:12:25,0:12:25,,00,03,,,2018/10/31 14:38,2018/10/31 14:54,43404.609722222243404.6208333333,肯定的,,,,
-,-,14,2018/10/31 14:40,7869,まちかど端末（店舗から）,0,677,9,3,,2018/10/31 14:48,2018/10/31 14:54,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/31 14:53,2018/10/31 14:53,2018/10/31 15:04,2018/10/31 15:04,,2018/10/31 14:40,0:06:04,0:18:12,,00,07,,,2018/10/31 14:40,2018/10/31 14:54,43404.611111111143404.6208333333,#N/A,,,,
-,-,14,2018/10/31 14:45,7872,乗客アプリ（地図から）,4472,447,10,1,,2018/10/31 14:51,2018/10/31 14:54,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/31 14:50,2018/10/31 14:50,2018/10/31 15:09,2018/10/31 15:09,,2018/10/31 14:45,0:03:35,0:03:35,,00,06,,,2018/10/31 14:45,2018/10/31 14:54,43404.614583333343404.6208333333,肯定的,,,,
★,-,14,2018/10/31 14:49,7873,乗客アプリ（目的地から）,1216,566,8,2,,2018/10/31 15:18,2018/10/31 15:35,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/31 15:19,2018/10/31 15:19,2018/10/31 15:39,2018/10/31 15:48,2018/10/31 15:19,2018/10/31 15:19,0:17:08,0:34:16,,00,00,,,2018/10/31 14:49,2018/10/31 15:35,43404.617361111143404.6493055556,#N/A,,,,
-,-,14,2018/10/31 14:53,7874,乗客アプリ（地図から）,1666,882,4,1,,2018/10/31 14:54,2018/10/31 14:58,35.443908 139.635249,イセザキ・モール,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 14:55,2018/10/31 14:55,2018/10/31 15:02,2018/10/31 15:02,,2018/10/31 14:53,0:03:44,0:03:44,,00,01,,,2018/10/31 14:53,2018/10/31 14:58,43404.620138888943404.6236111111,#N/A,,,,
-,-,14,2018/10/31 14:55,7876,乗客アプリ（地図から）,1751,145,10,1,,2018/10/31 15:01,2018/10/31 15:28,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/31 15:01,2018/10/31 15:01,2018/10/31 15:31,2018/10/31 15:31,,2018/10/31 14:55,0:27:05,0:27:05,,00,05,,,2018/10/31 14:55,2018/10/31 15:28,43404.621527777843404.6444444444,肯定的,,,,
-,-,14,2018/10/31 14:57,7877,乗客アプリ（簡単予約）,2337,116,8,1,,2018/10/31 15:02,2018/10/31 15:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/31 15:03,2018/10/31 15:03,2018/10/31 15:38,2018/10/31 15:38,,2018/10/31 14:57,0:26:59,0:26:59,,00,04,,,2018/10/31 14:57,2018/10/31 15:29,43404.622916666743404.6451388889,肯定的,,,,
-,-,14,2018/10/31 14:58,7878,乗客アプリ（地図から）,3448,536,9,3,,2018/10/31 15:04,2018/10/31 15:13,35.450447 139.635947,みなとみらい線　馬車道駅,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/31 15:06,2018/10/31 15:06,2018/10/31 15:19,2018/10/31 15:19,,2018/10/31 14:58,0:08:44,0:26:12,,00,06,,,2018/10/31 14:58,2018/10/31 15:13,43404.623611111143404.6340277778,#N/A,,,,
★,☆,14,2018/10/31 13:09,7821,乗客アプリ（目的地から）,4480,730,2,1,2018/10/31 13:09,,,35.447541 139.644914,シルク博物館,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/31 14:09,,2018/10/31 14:21,,2018/10/31 14:09,2018/10/31 14:09,0:00:00,0:00:00,,00,00,,,2018/10/31 13:09,1900/1/0 0:00,43404.54791666670,#N/A,,,,
★,☆,14,2018/10/31 13:44,7835,乗客アプリ（地図から）,1310,115,1,1,2018/10/31 14:04,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454389 139.630904,横浜ランドマークタワー,2018/10/31 14:14,,2018/10/31 14:23,,2018/10/31 14:14,2018/10/31 14:14,0:00:00,0:00:00,,00,00,,,2018/10/31 13:44,1900/1/0 0:00,43404.57222222220,#N/A,,※142行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,14,2018/10/31 14:04,7844,乗客アプリ（地図から）,1310,300,1,1,2018/10/31 14:06,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454389 139.630904,横浜ランドマークタワー,2018/10/31 14:07,,2018/10/31 14:16,,,2018/10/31 14:04,0:00:00,0:00:00,,00,,,,2018/10/31 14:04,1900/1/0 0:00,43404.58611111110,#N/A,,※141行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,14,2018/10/31 14:42,7870,まちかど端末（乗降ポイントから）,0,21,8,1,2018/10/31 14:42,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/31 15:03,,2018/10/31 15:24,,,2018/10/31 14:42,0:00:00,0:00:00,,00,,,,2018/10/31 14:42,1900/1/0 0:00,43404.61250,#N/A,,※144行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,14,2018/10/31 14:43,7871,まちかど端末（乗降ポイントから）,0,988,7,1,2018/10/31 15:00,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/31 14:50,,2018/10/31 15:22,,,2018/10/31 14:43,0:00:00,0:00:00,,00,16,,,2018/10/31 14:43,1900/1/0 0:00,43404.61319444440,#N/A,,※143行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,14,2018/10/31 14:53,7875,まちかど端末（店舗から）,0,782,8,2,2018/10/31 14:54,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/10/31 15:02,,2018/10/31 15:37,,,2018/10/31 14:53,0:00:00,0:00:00,,00,09,,,2018/10/31 14:53,1900/1/0 0:00,43404.62013888890,#N/A,,,,
-,-,15,2018/10/31 15:03,7879,乗客アプリ（地図から）,4472,85,2,1,,2018/10/31 15:11,2018/10/31 15:15,35.450447 139.635947,みなとみらい線　馬車道駅,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/31 15:09,2018/10/31 15:09,2018/10/31 15:21,2018/10/31 15:22,,2018/10/31 15:03,0:04:06,0:04:06,420,01,07,07,06,2018/10/31 15:03,2018/10/31 15:15,43404.627083333343404.6354166667,#N/A,,,,
★,-,15,2018/10/31 15:05,7882,乗客アプリ（目的地から）,4256,661,1,2,,2018/10/31 15:35,2018/10/31 15:53,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 15:34,2018/10/31 15:34,2018/10/31 15:46,2018/10/31 15:55,2018/10/31 15:34,2018/10/31 15:34,0:18:14,0:36:28,,01,01,,,2018/10/31 15:05,2018/10/31 15:53,43404.628472222243404.6618055556,#N/A,,,,
-,-,15,2018/10/31 15:06,7883,まちかど端末（乗降ポイントから）,0,161,8,1,,2018/10/31 15:09,2018/10/31 15:35,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/31 15:13,2018/10/31 15:13,2018/10/31 15:47,2018/10/31 15:47,,2018/10/31 15:06,0:25:50,0:25:50,,00,03,,,2018/10/31 15:06,2018/10/31 15:35,43404.629166666743404.6493055556,#N/A,,,,
-,-,15,2018/10/31 15:08,7884,まちかど端末（乗降ポイントから）,0,192,5,1,,2018/10/31 15:14,2018/10/31 15:22,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 15:15,2018/10/31 15:15,2018/10/31 15:27,2018/10/31 15:27,,2018/10/31 15:08,0:07:52,0:07:52,,00,05,,,2018/10/31 15:08,2018/10/31 15:22,43404.630555555643404.6402777778,#N/A,,,,
-,-,15,2018/10/31 15:09,7886,まちかど端末（乗降ポイントから）,0,949,1,1,,2018/10/31 15:17,2018/10/31 15:44,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/31 15:19,2018/10/31 15:19,2018/10/31 15:44,2018/10/31 15:47,,2018/10/31 15:09,0:27:29,0:27:29,,00,07,,,2018/10/31 15:09,2018/10/31 15:44,43404.6312543404.6555555556,#N/A,,,,
-,-,15,2018/10/31 15:10,7887,まちかど端末（乗降ポイントから）,0,943,2,1,,2018/10/31 15:28,2018/10/31 15:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/31 15:32,2018/10/31 15:32,2018/10/31 15:49,2018/10/31 15:49,,2018/10/31 15:10,0:13:27,0:13:27,,00,17,,,2018/10/31 15:10,2018/10/31 15:41,43404.631944444443404.6534722222,#N/A,,,,
-,-,15,2018/10/31 15:13,7888,まちかど端末（店舗から）,0,312,9,3,,2018/10/31 15:22,2018/10/31 15:28,35.450681 139.632446,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/31 15:28,2018/10/31 15:28,2018/10/31 15:43,2018/10/31 15:45,,2018/10/31 15:13,0:06:27,0:19:21,,00,08,,,2018/10/31 15:13,2018/10/31 15:28,43404.634027777843404.6444444444,#N/A,,,,
-,-,15,2018/10/31 15:17,7890,乗客アプリ（目的地から）,4363,484,1,1,,2018/10/31 15:25,2018/10/31 15:39,35.448676 139.635696,横浜平和プラザホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/31 15:25,2018/10/31 15:25,2018/10/31 15:40,2018/10/31 15:40,,2018/10/31 15:17,0:14:20,0:14:20,,00,07,,,2018/10/31 15:17,2018/10/31 15:39,43404.636805555643404.6520833333,#N/A,,,,
-,-,15,2018/10/31 15:21,7891,乗客アプリ（目的地から）,1347,88,3,4,,2018/10/31 15:26,2018/10/31 15:36,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/31 15:28,2018/10/31 15:28,2018/10/31 15:43,2018/10/31 15:43,,2018/10/31 15:21,0:09:51,0:39:24,,00,04,,,2018/10/31 15:21,2018/10/31 15:36,43404.639583333343404.65,肯定的,,,,
★,-,15,2018/10/31 15:25,7892,乗客アプリ（地図から）,1199,253,10,1,,2018/10/31 16:27,2018/10/31 16:37,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/31 16:25,2018/10/31 16:29,2018/10/31 16:38,2018/10/31 16:42,2018/10/31 16:25,2018/10/31 16:25,0:09:59,0:09:59,,02,02,,,2018/10/31 15:25,2018/10/31 16:37,43404.642361111143404.6923611111,#N/A,,,,
-,-,15,2018/10/31 15:30,7893,まちかど端末（店舗から）,0,983,2,1,,2018/10/31 15:34,2018/10/31 16:06,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/31 15:39,2018/10/31 15:39,2018/10/31 15:59,2018/10/31 15:59,,2018/10/31 15:30,0:32:02,0:32:02,,00,03,,,2018/10/31 15:30,2018/10/31 16:06,43404.645833333343404.6708333333,#N/A,,,,
-,-,15,2018/10/31 15:30,7894,乗客アプリ（目的地から）,4513,200,10,5,,2018/10/31 15:36,2018/10/31 15:48,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/31 15:35,2018/10/31 15:35,2018/10/31 15:57,2018/10/31 15:57,,2018/10/31 15:30,0:11:25,0:57:05,,01,06,,,2018/10/31 15:30,2018/10/31 15:48,43404.645833333343404.6583333333,肯定的,,,,
-,-,15,2018/10/31 15:30,7895,乗客アプリ（地図から）,4502,79,9,1,,2018/10/31 15:38,2018/10/31 15:44,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.447541 139.644914,シルク博物館,2018/10/31 15:40,2018/10/31 15:40,2018/10/31 15:47,2018/10/31 15:47,,2018/10/31 15:30,0:06:41,0:06:41,,00,07,,,2018/10/31 15:30,2018/10/31 15:44,43404.645833333343404.6555555556,#N/A,,,,
-,-,15,2018/10/31 15:31,7896,乗客アプリ（簡単予約）,3814,211,4,1,,2018/10/31 15:34,2018/10/31 15:52,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/31 15:35,2018/10/31 15:35,2018/10/31 15:47,2018/10/31 15:59,,2018/10/31 15:31,0:18:07,0:18:07,,00,02,,,2018/10/31 15:31,2018/10/31 15:52,43404.646527777843404.6611111111,#N/A,,,,
-,-,15,2018/10/31 15:31,7897,まちかど端末（乗降ポイントから）,0,233,4,1,,2018/10/31 15:39,2018/10/31 15:45,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/31 15:41,2018/10/31 15:41,2018/10/31 15:51,2018/10/31 15:51,,2018/10/31 15:31,0:06:24,0:06:24,,00,07,,,2018/10/31 15:31,2018/10/31 15:45,43404.646527777843404.65625,#N/A,,,,
-,-,15,2018/10/31 15:33,7898,まちかど端末（乗降ポイントから）,0,196,3,2,,2018/10/31 15:41,2018/10/31 15:41,35.443704 139.651332,ホテルメルパルク横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/31 15:42,2018/10/31 15:42,2018/10/31 16:01,2018/10/31 16:01,,2018/10/31 15:33,0:00:18,0:00:36,,00,07,,,2018/10/31 15:33,2018/10/31 15:41,43404.647916666743404.6534722222,#N/A,,,,
-,-,15,2018/10/31 15:38,7899,乗客アプリ（目的地から）,3162,975,8,1,,2018/10/31 15:44,2018/10/31 15:53,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/31 15:46,2018/10/31 15:46,2018/10/31 15:56,2018/10/31 16:04,,2018/10/31 15:38,0:09:11,0:09:11,,00,06,,,2018/10/31 15:38,2018/10/31 15:53,43404.651388888943404.6618055556,#N/A,,,,
-,-,15,2018/10/31 15:43,7901,まちかど端末（店舗から）,0,684,8,1,,2018/10/31 15:51,2018/10/31 15:57,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 15:54,2018/10/31 15:54,2018/10/31 16:14,2018/10/31 16:14,,2018/10/31 15:43,0:06:06,0:06:06,,00,07,,,2018/10/31 15:43,2018/10/31 15:57,43404.654861111143404.6645833333,#N/A,,,,
-,-,16,2018/10/31 15:49,7902,乗客アプリ（目的地から）,4521,746,5,1,,2018/10/31 15:58,2018/10/31 16:09,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/10/31 15:55,2018/10/31 15:59,2018/10/31 16:13,2018/10/31 16:21,,2018/10/31 15:49,0:10:45,0:10:45,,02,09,,,2018/10/31 15:49,2018/10/31 16:09,43404.659027777843404.6729166667,肯定的,,,,
-,-,16,2018/10/31 15:49,7903,乗客アプリ（目的地から）,1603,804,5,2,,2018/10/31 15:56,2018/10/31 16:11,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/31 15:56,2018/10/31 15:56,2018/10/31 16:19,2018/10/31 16:19,,2018/10/31 15:49,0:15:15,0:30:30,,00,06,,,2018/10/31 15:49,2018/10/31 16:11,43404.659027777843404.6743055556,#N/A,,,,
-,-,16,2018/10/31 15:50,7904,乗客アプリ（目的地から）,4414,763,9,3,,2018/10/31 15:57,2018/10/31 16:10,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/31 15:57,2018/10/31 15:57,2018/10/31 16:18,2018/10/31 16:18,,2018/10/31 15:50,0:13:06,0:39:18,,00,06,,,2018/10/31 15:50,2018/10/31 16:10,43404.659722222243404.6736111111,#N/A,,,,
-,-,16,2018/10/31 15:58,7905,乗客アプリ（地図から）,1705,819,1,1,,2018/10/31 16:04,2018/10/31 16:09,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/31 16:04,2018/10/31 16:04,2018/10/31 16:14,2018/10/31 16:14,,2018/10/31 15:58,0:05:24,0:05:24,,00,06,,,2018/10/31 15:58,2018/10/31 16:09,43404.665277777843404.6729166667,肯定的,,,,
★,☆,15,2018/10/31 14:21,7855,乗客アプリ（目的地から）,4480,366,8,1,2018/10/31 14:21,,,35.447541 139.644914,シルク博物館,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/31 15:21,,2018/10/31 15:33,,2018/10/31 15:21,2018/10/31 15:21,0:00:00,0:00:00,,00,00,,,2018/10/31 14:21,1900/1/0 0:00,43404.59791666670,#N/A,,,,
★,☆,15,2018/10/31 15:04,7880,乗客アプリ（目的地から）,4256,219,2,1,2018/10/31 15:04,,,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 15:33,,2018/10/31 15:44,,2018/10/31 15:33,2018/10/31 15:33,0:00:00,0:00:00,,00,00,,,2018/10/31 15:04,1900/1/0 0:00,43404.62777777780,#N/A,,,,
-,☆,15,2018/10/31 15:05,7881,乗客アプリ（簡単予約）,2931,554,2,1,2018/10/31 15:05,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/31 15:16,,2018/10/31 15:33,,,2018/10/31 15:05,0:00:00,0:00:00,,00,11,,,2018/10/31 15:05,1900/1/0 0:00,43404.62847222220,#N/A,,,,
-,☆,15,2018/10/31 15:09,7885,まちかど端末（乗降ポイントから）,0,368,2,1,2018/10/31 15:09,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/31 15:30,,2018/10/31 15:50,,,2018/10/31 15:09,0:00:00,0:00:00,,00,21,,,2018/10/31 15:09,1900/1/0 0:00,43404.631250,#N/A,,,,
-,☆,15,2018/10/31 15:15,7889,乗客アプリ（目的地から）,4511,84,9,1,2018/10/31 15:15,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/31 15:33,,2018/10/31 15:41,,,2018/10/31 15:15,0:00:00,0:00:00,,00,18,,,2018/10/31 15:15,1900/1/0 0:00,43404.63541666670,#N/A,,,,
-,☆,15,2018/10/31 15:39,7900,乗客アプリ（目的地から）,4521,404,1,1,2018/10/31 15:48,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/31 15:46,,2018/10/31 16:07,,,2018/10/31 15:39,0:00:00,0:00:00,,00,08,,,2018/10/31 15:39,1900/1/0 0:00,43404.65208333330,#N/A,,,,
-,-,16,2018/10/31 16:01,7906,乗客アプリ（地図から）,2051,653,5,1,,2018/10/31 16:09,2018/10/31 16:37,35.441441 139.648505,横浜中華街朱雀門,35.454389 139.630904,横浜ランドマークタワー,2018/10/31 16:11,2018/10/31 16:11,2018/10/31 16:36,2018/10/31 16:36,,2018/10/31 16:01,0:27:57,0:27:57,552,00,08,10,08,2018/10/31 16:01,2018/10/31 16:37,43404.667361111143404.6923611111,#N/A,,,,
