,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,
-,-,11,2018/11/10 11:09,028-571-GREEN,11822,乗客アプリ（目的地から）,3162,488,4,1,,2018/11/10 11:12,2018/11/10 11:18,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 11:12,2018/11/10 11:12,2018/11/10 11:18,2018/11/10 11:18,,2018/11/10 11:09,0:05:26,0:05:26,,00,03,,,2018/11/10 11:09,2018/11/10 11:18,43414.464583333343414.4708333333,#N/A,,,
-,-,11,2018/11/10 11:09,019-071-RED 019-072-RED 019-337-RED 019-073-RED,11823,まちかど端末（店舗から）,0,440,1,4,,2018/11/10 11:18,2018/11/10 11:23,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/10 11:13,2018/11/10 11:13,2018/11/10 11:24,2018/11/10 11:24,,2018/11/10 11:09,0:05:17,0:21:08,,04,08,,,2018/11/10 11:09,2018/11/10 11:23,43414.464583333343414.4743055556,#N/A,,,
-,-,11,2018/11/10 11:11,019-958-RED 018-460-RED,11824,乗客アプリ（地図から）,5668,473,9,2,,2018/11/10 11:23,2018/11/10 11:28,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 11:14,2018/11/10 11:14,2018/11/10 11:26,2018/11/10 11:26,,2018/11/10 11:11,0:05:18,0:10:36,,09,12,,,2018/11/10 11:11,2018/11/10 11:28,43414.465972222243414.4777777778,肯定的,,,
-,-,11,2018/11/10 11:14,166-599-agekke,11825,乗客アプリ（地図から）,1340,149,6,1,,2018/11/10 11:19,2018/11/10 11:23,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 11:20,2018/11/10 11:20,2018/11/10 11:32,2018/11/10 11:32,,2018/11/10 11:14,0:04:28,0:04:28,,00,04,,,2018/11/10 11:14,2018/11/10 11:23,43414.468055555643414.4743055556,#N/A,,,
-,-,11,2018/11/10 11:19,066-492-BANANA 063-166-BANANA,11826,乗客アプリ（目的地から）,3338,819,10,2,,2018/11/10 11:22,2018/11/10 11:31,35.443659 139.650847,横浜マリンタワー,35.448676 139.635696,横浜平和プラザホテル,2018/11/10 11:21,2018/11/10 11:21,2018/11/10 11:31,2018/11/10 11:31,,2018/11/10 11:19,0:09:09,0:18:18,,00,02,,,2018/11/10 11:19,2018/11/10 11:31,43414.471527777843414.4798611111,#N/A,,,
-,-,11,2018/11/10 11:21,068-179-BANANA 068-180-BANANA,11827,まちかど端末（店舗から）,0,790,4,2,,2018/11/10 11:30,2018/11/10 11:30,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 11:27,2018/11/10 11:27,2018/11/10 11:37,2018/11/10 11:37,,2018/11/10 11:21,0:00:12,0:00:24,,02,09,,,2018/11/10 11:21,2018/11/10 11:30,43414.472916666743414.4791666667,肯定的,,,
-,-,11,2018/11/10 11:21,166-566-agekke,11828,まちかど端末（乗降ポイントから）,0,558,7,1,,2018/11/10 11:29,2018/11/10 11:36,35.448676 139.635696,横浜平和プラザホテル,35.447541 139.644914,シルク博物館,2018/11/10 11:23,2018/11/10 11:23,2018/11/10 11:29,2018/11/10 11:29,,2018/11/10 11:21,0:07:54,0:07:54,,05,07,,,2018/11/10 11:21,2018/11/10 11:36,43414.472916666743414.4833333333,#N/A,,,
-,-,11,2018/11/10 11:23,062-544-BANANA 074-563-ORANGE,11829,まちかど端末（店舗から）,0,639,5,2,,2018/11/10 11:29,2018/11/10 11:40,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/10 11:26,2018/11/10 11:26,2018/11/10 11:34,2018/11/10 11:34,,2018/11/10 11:23,0:10:31,0:21:02,,03,06,,,2018/11/10 11:23,2018/11/10 11:40,43414.474305555643414.4861111111,#N/A,,,
-,-,11,2018/11/10 11:24,063-101-BANANA 063-100-BANANA,11830,まちかど端末（店舗から）,0,967,6,2,,2018/11/10 11:30,2018/11/10 11:35,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/10 11:28,2018/11/10 11:28,2018/11/10 11:37,2018/11/10 11:37,,2018/11/10 11:24,0:05:21,0:10:42,,01,06,,,2018/11/10 11:24,2018/11/10 11:35,43414.47543414.4826388889,#N/A,,,
-,-,11,2018/11/10 11:24,166-599-agekke,11831,まちかど端末（店舗から）,0,513,3,1,,2018/11/10 11:28,2018/11/10 11:39,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/10 11:31,2018/11/10 11:31,2018/11/10 11:38,2018/11/10 11:38,,2018/11/10 11:24,0:10:27,0:10:27,,00,04,,,2018/11/10 11:24,2018/11/10 11:39,43414.47543414.4854166667,#N/A,,,
★,-,11,2018/11/10 11:29,026-202-GREEN 026-201-GREEN,11832,乗客アプリ（地図から）,3698,192,13,2,,2018/11/10 11:38,2018/11/10 11:48,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/11/10 11:39,2018/11/10 11:39,2018/11/10 11:52,2018/11/10 11:52,2018/11/10 11:39,2018/11/10 11:39,0:10:25,0:20:50,,00,00,,,2018/11/10 11:29,2018/11/10 11:48,43414.478472222243414.4916666667,#N/A,,,
-,-,11,2018/11/10 11:30,064-243-BANANA 064-242-BANANA 064-244-BANANA 063-201-BANANA 064-241-BANANA,11833,乗客アプリ（目的地から）,5699,115,8,5,,2018/11/10 11:34,2018/11/10 11:41,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 11:36,2018/11/10 11:36,2018/11/10 11:49,2018/11/10 11:49,,2018/11/10 11:30,0:07:20,0:36:40,,00,03,,,2018/11/10 11:30,2018/11/10 11:41,43414.479166666743414.4868055556,#N/A,,,
-,-,11,2018/11/10 11:34,107-240-SNOW 113-633-SUN 113-943-SUN,11835,乗客アプリ（地図から）,5119,315,7,3,,2018/11/10 11:44,2018/11/10 11:56,35.441441 139.648505,横浜中華街朱雀門,35.454389 139.630904,横浜ランドマークタワー,2018/11/10 11:39,2018/11/10 11:39,2018/11/10 11:56,2018/11/10 11:56,,2018/11/10 11:34,0:12:16,0:36:48,,04,10,,,2018/11/10 11:34,2018/11/10 11:56,43414.481944444443414.4972222222,肯定的,,,
-,-,11,2018/11/10 11:35,103-429-SNOW 103-428-SNOW,11836,乗客アプリ（地図から）,5277,679,9,2,,2018/11/10 11:38,2018/11/10 11:46,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 11:37,2018/11/10 11:37,2018/11/10 11:49,2018/11/10 11:49,,2018/11/10 11:35,0:08:35,0:17:10,,00,02,,,2018/11/10 11:35,2018/11/10 11:46,43414.482638888943414.4902777778,#N/A,,,
-,-,11,2018/11/10 11:37,019-958-RED 018-460-RED,11837,乗客アプリ（地図から）,5668,690,11,2,,2018/11/10 11:40,2018/11/10 11:46,35.452963 139.642093,横浜赤レンガ倉庫,35.445783 139.642958,横浜情報文化センター,2018/11/10 11:41,2018/11/10 11:41,2018/11/10 11:48,2018/11/10 11:48,,2018/11/10 11:37,0:05:25,0:10:50,,00,03,,,2018/11/10 11:37,2018/11/10 11:46,43414.484027777843414.4902777778,肯定的,,,
-,-,11,2018/11/10 11:39,109-645-SNOW,11838,乗客アプリ（目的地から）,5184,138,10,1,,2018/11/10 11:40,2018/11/10 12:05,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/10 11:40,2018/11/10 11:40,2018/11/10 11:50,2018/11/10 11:50,,2018/11/10 11:39,0:24:37,0:24:37,,00,01,,,2018/11/10 11:39,2018/11/10 12:05,43414.485416666743414.5034722222,#N/A,,,
-,-,11,2018/11/10 11:40,019-276-RED,11839,まちかど端末（乗降ポイントから）,0,361,6,1,,2018/11/10 11:47,2018/11/10 11:54,35.445783 139.642958,横浜情報文化センター,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/10 11:42,2018/11/10 11:42,2018/11/10 11:54,2018/11/10 11:54,,2018/11/10 11:40,0:07:15,0:07:15,,05,06,,,2018/11/10 11:40,2018/11/10 11:54,43414.486111111143414.4958333333,#N/A,,,
★,-,11,2018/11/10 11:45,064-697-BANANA 071-180-ORANGE 064-696-BANANA,11841,まちかど端末（店舗から）,0,139,10,3,,2018/11/10 11:55,2018/11/10 12:12,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/10 11:53,2018/11/10 11:53,2018/11/10 12:11,2018/11/10 12:11,2018/11/10 11:53,2018/11/10 11:53,0:17:10,0:51:30,,01,01,,,2018/11/10 11:45,2018/11/10 12:12,43414.489583333343414.5083333333,#N/A,,,
-,-,11,2018/11/10 11:47,019-958-RED 018-460-RED,11842,乗客アプリ（地図から）,5668,807,11,2,,2018/11/10 11:49,2018/11/10 11:59,35.445783 139.642958,横浜情報文化センター,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 11:49,2018/11/10 11:49,2018/11/10 11:59,2018/11/10 11:59,,2018/11/10 11:47,0:10:15,0:20:30,,00,01,,,2018/11/10 11:47,2018/11/10 11:59,43414.490972222243414.4993055556,肯定的,,,
-,-,11,2018/11/10 11:49,112-657-SUN,11843,まちかど端末（乗降ポイントから）,0,770,8,1,,2018/11/10 11:55,2018/11/10 12:10,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 11:51,2018/11/10 11:53,2018/11/10 11:56,2018/11/10 12:01,,2018/11/10 11:49,0:14:45,0:14:45,,04,06,,,2018/11/10 11:49,2018/11/10 12:10,43414.492361111143414.5069444444,#N/A,,,
-,-,11,2018/11/10 11:50,112-707-SUN,11846,まちかど端末（店舗から）,0,225,13,1,,2018/11/10 12:02,2018/11/10 12:15,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/10 11:58,2018/11/10 12:00,2018/11/10 12:07,2018/11/10 12:18,,2018/11/10 11:50,0:13:09,0:13:09,,03,11,,,2018/11/10 11:50,2018/11/10 12:15,43414.493055555643414.5104166667,#N/A,,,
-,-,11,2018/11/10 11:53,166-566-agekke,11848,まちかど端末（乗降ポイントから）,0,905,8,1,,2018/11/10 12:02,2018/11/10 12:06,35.447541 139.644914,シルク博物館,35.445857 139.647636,ホテルモントレ横浜,2018/11/10 11:56,2018/11/10 11:56,2018/11/10 11:59,2018/11/10 11:59,,2018/11/10 11:53,0:03:36,0:03:36,,06,09,,,2018/11/10 11:53,2018/11/10 12:06,43414.495138888943414.5041666667,#N/A,,,
-,-,11,2018/11/10 11:54,167-483-CAKE,11849,乗客アプリWeb（地図から）,5729,844,9,4,,2018/11/10 12:05,2018/11/10 12:12,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/10 12:01,2018/11/10 12:01,2018/11/10 12:12,2018/11/10 12:12,,2018/11/10 11:54,0:06:21,0:25:24,,04,11,,,2018/11/10 11:54,2018/11/10 12:12,43414.495833333343414.5083333333,#N/A,,,
-,-,11,2018/11/10 11:57,104-794-SNOW 111-381-SUN,11850,乗客アプリ（目的地から）,5633,539,13,2,,2018/11/10 12:02,2018/11/10 12:05,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445857 139.647636,ホテルモントレ横浜,2018/11/10 12:00,2018/11/10 12:00,2018/11/10 12:06,2018/11/10 12:06,,2018/11/10 11:57,0:03:01,0:06:02,,01,04,,,2018/11/10 11:57,2018/11/10 12:05,43414.497916666743414.5034722222,#N/A,,,
-,-,11,2018/11/10 11:58,166-599-agekke,11851,乗客アプリ（地図から）,1340,817,7,1,,2018/11/10 12:07,2018/11/10 12:15,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/10 12:03,2018/11/10 12:03,2018/11/10 12:13,2018/11/10 12:13,,2018/11/10 11:58,0:07:35,0:07:35,,04,09,,,2018/11/10 11:58,2018/11/10 12:15,43414.498611111143414.5104166667,肯定的,,,
-,-,11,2018/11/10 11:58,051-654-STRAWBERRY,11852,まちかど端末（乗降ポイントから）,0,682,11,1,,2018/11/10 12:06,2018/11/10 12:12,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 12:10,2018/11/10 12:10,2018/11/10 12:18,2018/11/10 12:20,,2018/11/10 11:58,0:05:41,0:05:41,,00,08,,,2018/11/10 11:58,2018/11/10 12:12,43414.498611111143414.5083333333,#N/A,,,
★,☆,11,2018/11/10 10:53,019-071-RED 019-072-RED 019-337-RED 019-073-RED,11811,まちかど端末（店舗から）,0,148,1,4,2018/11/10 11:07,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/10 11:02,,2018/11/10 11:13,,2018/11/10 11:02,2018/11/10 11:02,0:00:00,0:00:00,,00,04,,,2018/11/10 10:53,1900/1/0 0:00,43414.45347222220,#N/A,,,
-,☆,11,2018/11/10 11:31,103-428-SNOW,11834,乗客アプリ（地図から）,5277,312,9,1,2018/11/10 11:34,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 11:35,,2018/11/10 11:46,,,2018/11/10 11:31,0:00:00,0:00:00,,00,03,,,2018/11/10 11:31,1900/1/0 0:00,43414.47986111110,#N/A,,,
-,☆,11,2018/11/10 11:49,104-794-SNOW,11844,乗客アプリ（目的地から）,5633,305,8,1,2018/11/10 11:55,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445857 139.647636,ホテルモントレ横浜,2018/11/10 11:51,,2018/11/10 11:56,,,2018/11/10 11:49,0:00:00,0:00:00,,00,05,,,2018/11/10 11:49,1900/1/0 0:00,43414.49236111110,#N/A,,,
-,☆,11,2018/11/10 11:50,112-706-SUN,11845,乗客アプリ（目的地から）,5634,149,9,1,2018/11/10 11:53,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445857 139.647636,ホテルモントレ横浜,2018/11/10 11:54,,2018/11/10 11:59,,,2018/11/10 11:50,0:00:00,0:00:00,,00,04,,,2018/11/10 11:50,1900/1/0 0:00,43414.49305555560,#N/A,,,
★,-,12,2018/11/10 11:40,070-783-ORANGE,11840,乗客アプリ（地図から）,1605,186,5,1,,2018/11/10 12:39,2018/11/10 12:59,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/10 12:40,2018/11/10 12:40,2018/11/10 12:53,2018/11/10 13:04,2018/11/10 12:40,2018/11/10 12:40,0:20:12,0:20:12,602,00,00,22,24,2018/11/10 11:40,2018/11/10 12:59,43414.486111111143414.5409722222,否定的,,,
★,-,12,2018/11/10 11:59,062-544-BANANA 074-563-ORANGE,11853,乗客アプリ（地図から）,5726,959,13,2,,2018/11/10 12:10,2018/11/10 12:28,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 12:09,2018/11/10 12:09,2018/11/10 12:29,2018/11/10 12:29,2018/11/10 12:09,2018/11/10 12:09,0:18:00,0:36:00,,01,01,,,2018/11/10 11:59,2018/11/10 12:28,43414.499305555643414.5194444444,#N/A,,,
-,-,12,2018/11/10 12:00,020-141-GREEN,11854,乗客アプリ（地図から）,5429,485,2,1,,2018/11/10 12:06,2018/11/10 12:16,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/10 12:11,2018/11/10 12:11,2018/11/10 12:22,2018/11/10 12:22,,2018/11/10 12:00,0:10:13,0:10:13,,00,05,,,2018/11/10 12:00,2018/11/10 12:16,43414.543414.5111111111,否定的,,,
-,-,12,2018/11/10 12:01,102-640-SNOW,11855,乗客アプリ（簡単予約）,1836,258,1,1,,2018/11/10 12:17,2018/11/10 12:31,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 12:17,2018/11/10 12:22,2018/11/10 12:29,2018/11/10 12:35,,2018/11/10 12:01,0:13:47,0:13:47,,00,16,,,2018/11/10 12:01,2018/11/10 12:31,43414.500694444443414.5215277778,#N/A,,,
★,-,12,2018/11/10 12:05,068-179-BANANA 068-180-BANANA,11857,乗客アプリ（目的地から）,5723,715,11,2,,2018/11/10 12:22,2018/11/10 12:29,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 12:22,2018/11/10 12:22,2018/11/10 12:33,2018/11/10 12:33,2018/11/10 12:15,2018/11/10 12:15,0:07:30,0:15:00,,00,06,,,2018/11/10 12:05,2018/11/10 12:29,43414.503472222243414.5201388889,#N/A,,,
-,-,12,2018/11/10 12:09,018-216-RED 068-181-BANANA,11858,まちかど端末（店舗から）,0,512,2,2,,2018/11/10 12:22,2018/11/10 12:34,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 12:22,2018/11/10 12:22,2018/11/10 12:37,2018/11/10 12:39,,2018/11/10 12:09,0:11:41,0:23:22,,00,13,,,2018/11/10 12:09,2018/11/10 12:34,43414.5062543414.5236111111,#N/A,,,
-,-,12,2018/11/10 12:11,074-923-ORANGE,11860,まちかど端末（乗降ポイントから）,0,510,2,1,,2018/11/10 12:26,2018/11/10 12:36,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/10 12:27,2018/11/10 12:29,2018/11/10 12:41,2018/11/10 12:43,,2018/11/10 12:11,0:09:52,0:09:52,,00,14,,,2018/11/10 12:11,2018/11/10 12:36,43414.507638888943414.525,#N/A,,,
-,-,12,2018/11/10 12:13,146-511-STAR 146-535-STAR,11862,乗客アプリ（簡単予約）,5689,707,10,2,,2018/11/10 12:17,2018/11/10 12:23,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 12:18,2018/11/10 12:18,2018/11/10 12:28,2018/11/10 12:28,,2018/11/10 12:13,0:05:44,0:11:28,,00,04,,,2018/11/10 12:13,2018/11/10 12:23,43414.509027777843414.5159722222,肯定的,,,
-,-,12,2018/11/10 12:13,019-395-RED 019-435-RED,11863,乗客アプリ（地図から）,3834,111,13,2,,2018/11/10 12:22,2018/11/10 12:34,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/10 12:23,2018/11/10 12:23,2018/11/10 12:35,2018/11/10 12:35,,2018/11/10 12:13,0:12:29,0:24:58,,00,08,,,2018/11/10 12:13,2018/11/10 12:34,43414.509027777843414.5236111111,#N/A,,,
-,-,12,2018/11/10 12:15,166-566-agekke,11865,まちかど端末（乗降ポイントから）,0,290,9,1,,2018/11/10 12:16,2018/11/10 12:19,35.445857 139.647636,ホテルモントレ横浜,35.443704 139.651332,ホテルメルパルク横浜,2018/11/10 12:16,2018/11/10 12:16,2018/11/10 12:20,2018/11/10 12:20,,2018/11/10 12:15,0:02:17,0:02:17,,00,01,,,2018/11/10 12:15,2018/11/10 12:19,43414.510416666743414.5131944444,#N/A,,,
-,-,12,2018/11/10 12:17,063-532-BANANA,11867,乗客アプリ（地図から）,5736,387,3,1,,2018/11/10 12:31,2018/11/10 12:45,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/10 12:33,2018/11/10 12:33,2018/11/10 12:50,2018/11/10 12:51,,2018/11/10 12:17,0:13:57,0:13:57,,00,13,,,2018/11/10 12:17,2018/11/10 12:45,43414.511805555643414.53125,#N/A,,,
-,-,12,2018/11/10 12:17,063-840-BANANA,11868,乗客アプリ（地図から）,4644,170,3,1,,2018/11/10 12:30,2018/11/10 12:45,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/10 12:34,2018/11/10 12:34,2018/11/10 12:50,2018/11/10 12:50,,2018/11/10 12:17,0:14:02,0:14:02,,00,13,,,2018/11/10 12:17,2018/11/10 12:45,43414.511805555643414.53125,#N/A,,,
-,-,12,2018/11/10 12:19,166-599-agekke,11871,乗客アプリ（地図から）,1340,333,1,1,,2018/11/10 12:55,2018/11/10 13:05,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/10 12:57,2018/11/10 12:57,2018/11/10 13:10,2018/11/10 13:16,,2018/11/10 12:19,0:10:14,0:10:14,,00,35,,,2018/11/10 12:19,2018/11/10 13:05,43414.513194444443414.5451388889,#N/A,,,
-,-,12,2018/11/10 12:22,105-390-SNOW,11874,乗客アプリ（目的地から）,2117,227,4,1,,2018/11/10 12:30,2018/11/10 12:33,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.447541 139.644914,シルク博物館,2018/11/10 12:28,2018/11/10 12:29,2018/11/10 12:31,2018/11/10 12:32,,2018/11/10 12:22,0:03:09,0:03:09,,02,07,,,2018/11/10 12:22,2018/11/10 12:33,43414.515277777843414.5229166667,肯定的,,,
★,-,12,2018/11/10 12:23,021-247-GREEN 019-669-RED 019-668-RED 022-397-GREEN,11876,乗客アプリ（地図から）,4966,394,2,4,,2018/11/10 12:44,2018/11/10 13:10,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 12:54,2018/11/10 12:54,2018/11/10 13:08,2018/11/10 13:21,2018/11/10 12:33,2018/11/10 12:33,0:25:58,1:43:52,,00,10,,,2018/11/10 12:23,2018/11/10 13:10,43414.515972222243414.5486111111,#N/A,,,
-,-,12,2018/11/10 12:24,111-857-SUN 001-920-BLUE,11877,乗客アプリ（地図から）,3145,379,3,2,,2018/11/10 12:49,2018/11/10 13:21,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443704 139.651332,ホテルメルパルク横浜,2018/11/10 12:56,2018/11/10 12:56,2018/11/10 13:16,2018/11/10 13:29,,2018/11/10 12:24,0:32:01,1:04:02,,00,25,,,2018/11/10 12:24,2018/11/10 13:21,43414.516666666743414.55625,#N/A,,,
-,-,12,2018/11/10 12:26,166-647-agekke,11881,乗客アプリ（地図から）,1888,200,9,1,,2018/11/10 13:06,2018/11/10 13:13,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/10 13:08,2018/11/10 13:08,2018/11/10 13:19,2018/11/10 13:22,,2018/11/10 12:26,0:06:56,0:06:56,,00,39,,,2018/11/10 12:26,2018/11/10 13:13,43414.518055555643414.5506944444,#N/A,,,
