,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,
-,☆,12,2018/11/11 12:57,063-990-BANANA 063-991-BANANA,12497,乗客アプリ（地図から）,5815,257,9,2,2018/11/11 12:57,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/11 13:17,,2018/11/11 13:31,,,2018/11/11 12:57,0:00:00,0:00:00,,00,19,,,2018/11/11 12:57,1900/1/0 0:00,43415.53958333330,#N/A,,,
-,☆,12,2018/11/11 12:57,018-641-RED 018-643-RED 018-642-RED,12498,まちかど端末（店舗から）,0,694,4,3,2018/11/11 12:58,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/11 13:32,,2018/11/11 13:40,,,2018/11/11 12:57,0:00:00,0:00:00,,00,34,,,2018/11/11 12:57,1900/1/0 0:00,43415.53958333330,#N/A,,,
★,-,13,2018/11/11 12:39,022-191-GREEN,12477,乗客アプリ（目的地から）,2400,653,3,1,,2018/11/11 13:43,2018/11/11 13:47,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/11 13:39,2018/11/11 13:46,2018/11/11 13:48,2018/11/11 14:02,2018/11/11 13:39,2018/11/11 13:39,0:04:08,0:04:08,1105,04,04,10,08,2018/11/11 12:39,2018/11/11 13:47,43415.527083333343415.5743055556,#N/A,,,
★,-,13,2018/11/11 12:52,019-509-RED,12496,まちかど端末（乗降ポイントから）,0,964,8,1,,2018/11/11 13:48,2018/11/11 13:54,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/11 13:51,2018/11/11 13:51,2018/11/11 14:06,2018/11/11 14:06,2018/11/11 13:51,2018/11/11 13:51,0:05:31,0:05:31,,00,00,,,2018/11/11 12:52,2018/11/11 13:54,43415.536111111143415.5791666667,#N/A,,,
-,-,13,2018/11/11 13:02,018-241-RED,12500,まちかど端末（店舗から）,0,994,10,1,,2018/11/11 13:06,2018/11/11 13:09,35.454389 139.630904,横浜ランドマークタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/11 13:11,2018/11/11 13:12,2018/11/11 13:18,2018/11/11 13:18,,2018/11/11 13:02,0:03:10,0:03:10,,00,04,,,2018/11/11 13:02,2018/11/11 13:09,43415.543055555643415.5479166667,#N/A,,,
★,-,13,2018/11/11 13:02,101-910-SNOW 101-909-SNOW,12501,乗客アプリ（地図から）,1669,713,4,2,,2018/11/11 13:18,2018/11/11 13:33,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/11 13:21,2018/11/11 13:21,2018/11/11 13:38,2018/11/11 13:40,2018/11/11 13:12,2018/11/11 13:12,0:14:22,0:28:44,,00,05,,,2018/11/11 13:02,2018/11/11 13:33,43415.543055555643415.5645833333,#N/A,,,
★,-,13,2018/11/11 13:03,109-528-SNOW 104-502-SNOW,12502,乗客アプリ（簡単予約）,5791,909,6,2,,2018/11/11 13:20,2018/11/11 13:32,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.453715 139.638133,横浜ワールドポーターズ,2018/11/11 13:13,2018/11/11 13:19,2018/11/11 13:26,2018/11/11 13:32,2018/11/11 13:13,2018/11/11 13:13,0:11:52,0:23:44,,06,06,,,2018/11/11 13:03,2018/11/11 13:32,43415.5437543415.5638888889,#N/A,,,
-,-,13,2018/11/11 13:04,068-161-BANANA 068-160-BANANA,12503,まちかど端末（乗降ポイントから）,0,262,10,2,,2018/11/11 13:25,2018/11/11 13:38,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.441441 139.648505,横浜中華街朱雀門,2018/11/11 13:25,2018/11/11 13:25,2018/11/11 13:39,2018/11/11 13:37,,2018/11/11 13:04,0:12:48,0:25:36,,00,21,,,2018/11/11 13:04,2018/11/11 13:38,43415.544444444443415.5680555556,#N/A,,,
-,-,13,2018/11/11 13:04,050-992-STRAWBERRY 050-998-STRAWBERRY 050-990-STRAWBERRY 050-991-STRAWBERRY,12504,乗客アプリ（地図から）,5831,527,9,4,,2018/11/11 13:20,2018/11/11 13:26,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/11 13:33,2018/11/11 13:33,2018/11/11 13:47,2018/11/11 13:47,,2018/11/11 13:04,0:06:20,0:25:20,,00,15,,,2018/11/11 13:04,2018/11/11 13:26,43415.544444444443415.5597222222,肯定的,,,
-,-,13,2018/11/11 13:05,026-204-GREEN 026-203-GREEN,12505,乗客アプリ（地図から）,3698,620,7,2,,2018/11/11 13:15,2018/11/11 13:28,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/11/11 13:12,2018/11/11 13:12,2018/11/11 13:34,2018/11/11 13:34,,2018/11/11 13:05,0:13:46,0:27:32,,02,09,,,2018/11/11 13:05,2018/11/11 13:28,43415.545138888943415.5611111111,#N/A,,,
-,-,13,2018/11/11 13:06,166-606-agekke,12506,乗客アプリ（地図から）,1885,320,2,1,,2018/11/11 13:13,2018/11/11 13:18,35.447546 139.64358,横浜開港資料館,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/11 13:13,2018/11/11 13:13,2018/11/11 13:17,2018/11/11 13:17,,2018/11/11 13:06,0:05:22,0:05:22,,00,07,,,2018/11/11 13:06,2018/11/11 13:18,43415.545833333343415.5541666667,肯定的,,,
-,-,13,2018/11/11 13:07,167-532-CAKE,12507,乗客アプリWeb（目的地から）,5892,800,1,2,,2018/11/11 13:22,2018/11/11 13:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/11 13:26,2018/11/11 13:26,2018/11/11 13:40,2018/11/11 13:40,,2018/11/11 13:07,0:06:41,0:13:22,,00,15,,,2018/11/11 13:07,2018/11/11 13:29,43415.546527777843415.5618055556,#N/A,,,
-,-,13,2018/11/11 13:07,018-175-RED 022-330-GREEN 018-174-RED 018-173-RED,12508,まちかど端末（店舗から）,0,647,3,4,,2018/11/11 13:12,2018/11/11 13:21,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/11 13:17,2018/11/11 13:17,2018/11/11 13:32,2018/11/11 13:32,,2018/11/11 13:07,0:08:55,0:35:40,,00,04,,,2018/11/11 13:07,2018/11/11 13:21,43415.546527777843415.55625,#N/A,,,
-,-,13,2018/11/11 13:08,105-825-SNOW 057-746-STRAWBERRY,12511,まちかど端末（店舗から）,0,111,4,2,,2018/11/11 13:14,2018/11/11 13:33,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/11 13:22,2018/11/11 13:22,2018/11/11 13:39,2018/11/11 13:39,,2018/11/11 13:08,0:18:41,0:37:22,,00,05,,,2018/11/11 13:08,2018/11/11 13:33,43415.547222222243415.5645833333,#N/A,,,
-,-,13,2018/11/11 13:11,019-903-RED,12513,乗客アプリ（地図から）,2772,640,5,1,,2018/11/11 13:14,2018/11/11 13:21,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/11 13:17,2018/11/11 13:17,2018/11/11 13:24,2018/11/11 13:21,,2018/11/11 13:11,0:06:30,0:06:30,,00,03,,,2018/11/11 13:11,2018/11/11 13:21,43415.549305555643415.55625,#N/A,,,
★,-,13,2018/11/11 13:13,110-552-SUN 110-553-SUN,12516,乗客アプリ（目的地から）,4256,708,2,2,,2018/11/11 13:24,2018/11/11 13:41,35.441441 139.648505,横浜中華街朱雀門,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/11 13:23,2018/11/11 13:23,2018/11/11 13:49,2018/11/11 13:49,2018/11/11 13:23,2018/11/11 13:23,0:16:39,0:33:18,,01,01,,,2018/11/11 13:13,2018/11/11 13:41,43415.550694444443415.5701388889,#N/A,,,
-,-,13,2018/11/11 13:16,066-492-BANANA 062-867-BANANA 063-166-BANANA,12520,乗客アプリ（地図から）,3338,154,6,3,,2018/11/11 13:37,2018/11/11 13:49,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/11 13:39,2018/11/11 13:39,2018/11/11 13:53,2018/11/11 13:53,,2018/11/11 13:16,0:12:50,0:38:30,,00,21,,,2018/11/11 13:16,2018/11/11 13:49,43415.552777777843415.5756944444,#N/A,,,
-,-,13,2018/11/11 13:16,104-741-SNOW,12521,乗客アプリ（目的地から）,5399,945,5,1,,2018/11/11 13:30,2018/11/11 13:36,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/11 13:31,2018/11/11 13:31,2018/11/11 13:42,2018/11/11 13:43,,2018/11/11 13:16,0:06:43,0:06:43,,00,13,,,2018/11/11 13:16,2018/11/11 13:36,43415.552777777843415.5666666667,#N/A,,,
-,-,13,2018/11/11 13:16,064-325-BANANA,12524,乗客アプリ（簡単予約）,5904,614,1,1,,2018/11/11 13:37,2018/11/11 13:47,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/11 13:40,2018/11/11 13:40,2018/11/11 13:52,2018/11/11 13:52,,2018/11/11 13:16,0:09:38,0:09:38,,00,20,,,2018/11/11 13:16,2018/11/11 13:47,43415.552777777843415.5743055556,#N/A,,,
-,-,13,2018/11/11 13:17,018-859-RED 018-631-RED,12525,乗客アプリ（地図から）,5878,912,3,2,,2018/11/11 13:25,2018/11/11 13:35,35.448801 139.636702,ホテルルートイン横浜馬車道,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/11 13:30,2018/11/11 13:30,2018/11/11 13:59,2018/11/11 13:59,,2018/11/11 13:17,0:10:50,0:21:40,,00,07,,,2018/11/11 13:17,2018/11/11 13:35,43415.553472222243415.5659722222,#N/A,,,
★,-,13,2018/11/11 13:19,063-050-BANANA 063-046-BANANA 063-048-BANANA 063-047-BANANA,12526,乗客アプリ（目的地から）,5882,378,11,4,,2018/11/11 13:28,2018/11/11 13:40,35.456605 139.635327,横浜ベイホテル東急,35.443659 139.650847,横浜マリンタワー,2018/11/11 13:32,2018/11/11 13:32,2018/11/11 13:50,2018/11/11 13:50,2018/11/11 13:29,2018/11/11 13:29,0:11:21,0:45:24,,00,00,,,2018/11/11 13:19,2018/11/11 13:40,43415.554861111143415.5694444444,肯定的,,,
-,-,13,2018/11/11 13:20,062-700-BANANA 063-754-BANANA,12527,乗客アプリ（地図から）,5885,142,13,2,,2018/11/11 13:24,2018/11/11 13:29,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/11 13:23,2018/11/11 13:24,2018/11/11 13:30,2018/11/11 13:32,,2018/11/11 13:20,0:05:15,0:10:30,,00,04,,,2018/11/11 13:20,2018/11/11 13:29,43415.555555555643415.5618055556,#N/A,,,
★,-,13,2018/11/11 13:21,017-679-RED 017-678-RED 008-125-BLUE,12529,乗客アプリ（簡単予約）,5828,667,13,3,,2018/11/11 13:36,2018/11/11 13:50,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/11 13:37,2018/11/11 13:37,2018/11/11 13:59,2018/11/11 13:59,2018/11/11 13:31,2018/11/11 13:31,0:13:51,0:41:33,,00,04,,,2018/11/11 13:21,2018/11/11 13:50,43415.5562543415.5763888889,#N/A,,,
-,-,13,2018/11/11 13:22,167-541-CAKE,12530,乗客アプリWeb（簡単予約）,5287,92,5,2,,2018/11/11 13:30,2018/11/11 13:40,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/11 13:32,2018/11/11 13:32,2018/11/11 13:48,2018/11/11 13:48,,2018/11/11 13:22,0:10:17,0:20:34,,00,08,,,2018/11/11 13:22,2018/11/11 13:40,43415.556944444443415.5694444444,#N/A,,,
-,-,13,2018/11/11 13:22,072-199-ORANGE 072-198-ORANGE,12531,乗客アプリ（目的地から）,3123,476,9,2,,2018/11/11 13:40,2018/11/11 14:03,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443659 139.650847,横浜マリンタワー,2018/11/11 13:40,2018/11/11 13:40,2018/11/11 13:57,2018/11/11 14:06,,2018/11/11 13:22,0:22:23,0:44:46,,00,18,,,2018/11/11 13:22,2018/11/11 14:03,43415.556944444443415.5854166667,#N/A,,,
-,-,13,2018/11/11 13:25,019-531-RED 019-619-RED,12533,乗客アプリ（簡単予約）,3203,997,10,2,,2018/11/11 13:38,2018/11/11 14:02,35.441441 139.648505,横浜中華街朱雀門,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/11 13:37,2018/11/11 13:41,2018/11/11 13:59,2018/11/11 14:14,,2018/11/11 13:25,0:23:57,0:47:54,,00,12,,,2018/11/11 13:25,2018/11/11 14:02,43415.559027777843415.5847222222,#N/A,,,
-,-,13,2018/11/11 13:27,062-927-BANANA 062-991-BANANA 062-926-BANANA 062-928-BANANA,12535,乗客アプリ（簡単予約）,5554,31,2,4,,2018/11/11 13:45,2018/11/11 13:52,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/11 13:45,2018/11/11 13:45,2018/11/11 13:57,2018/11/11 13:57,,2018/11/11 13:27,0:07:07,0:28:28,,00,17,,,2018/11/11 13:27,2018/11/11 13:52,43415.560416666743415.5777777778,#N/A,,,
-,-,13,2018/11/11 13:27,062-969-BANANA 062-968-BANANA 062-970-BANANA 064-749-BANANA,12536,乗客アプリ（目的地から）,5794,121,1,4,,2018/11/11 14:05,2018/11/11 14:15,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/11 14:04,2018/11/11 14:04,2018/11/11 14:18,2018/11/11 14:18,,2018/11/11 13:27,0:09:39,0:38:36,,00,37,,,2018/11/11 13:27,2018/11/11 14:15,43415.560416666743415.59375,肯定的,,,
★,-,13,2018/11/11 13:28,166-590-agekke,12537,乗客アプリ（地図から）,1751,170,9,1,,2018/11/11 13:38,2018/11/11 13:55,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447546 139.64358,横浜開港資料館,2018/11/11 13:38,2018/11/11 13:38,2018/11/11 13:56,2018/11/11 13:59,2018/11/11 13:38,2018/11/11 13:38,0:16:55,0:16:55,,00,00,,,2018/11/11 13:28,2018/11/11 13:55,43415.561111111143415.5798611111,#N/A,,,
-,-,13,2018/11/11 13:33,102-899-SNOW 102-898-SNOW 062-694-BANANA,12538,乗客アプリ（地図から）,5135,669,4,3,,2018/11/11 13:43,2018/11/11 14:00,35.441441 139.648505,横浜中華街朱雀門,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/11 13:40,2018/11/11 13:42,2018/11/11 13:57,2018/11/11 14:04,,2018/11/11 13:33,0:16:28,0:49:24,,03,10,,,2018/11/11 13:33,2018/11/11 14:00,43415.564583333343415.5833333333,#N/A,,,
-,-,13,2018/11/11 13:35,027-058-GREEN 027-057-GREEN,12539,まちかど端末（店舗から）,0,874,5,2,,2018/11/11 13:44,2018/11/11 13:50,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/11 13:46,2018/11/11 13:46,2018/11/11 13:58,2018/11/11 13:58,,2018/11/11 13:35,0:06:04,0:12:08,,00,08,,,2018/11/11 13:35,2018/11/11 13:50,43415.565972222243415.5763888889,#N/A,,,
★,-,13,2018/11/11 13:35,167-540-CAKE,12540,乗客アプリWeb（目的地から）,5905,181,11,4,,2018/11/11 13:52,2018/11/11 13:57,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/11 13:59,2018/11/11 13:59,2018/11/11 14:13,2018/11/11 14:13,2018/11/11 13:45,2018/11/11 13:45,0:05:35,0:22:20,,00,07,,,2018/11/11 13:35,2018/11/11 13:57,43415.565972222243415.58125,#N/A,,,
★,-,13,2018/11/11 13:36,103-709-SNOW 103-651-SNOW 103-708-SNOW 103-710-SNOW,12541,乗客アプリ（地図から）,5898,307,10,4,,2018/11/11 13:47,2018/11/11 13:55,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/11 13:51,2018/11/11 13:51,2018/11/11 14:08,2018/11/11 14:08,2018/11/11 13:46,2018/11/11 13:46,0:07:50,0:31:20,,00,01,,,2018/11/11 13:36,2018/11/11 13:55,43415.566666666743415.5798611111,#N/A,,,
-,-,13,2018/11/11 13:38,105-659-SNOW 105-657-SNOW 105-660-SNOW,12542,乗客アプリ（地図から）,5894,284,4,3,,2018/11/11 13:47,2018/11/11 13:59,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/11 13:47,2018/11/11 13:49,2018/11/11 14:03,2018/11/11 14:05,,2018/11/11 13:38,0:12:25,0:37:15,,00,09,,,2018/11/11 13:38,2018/11/11 13:59,43415.568055555643415.5826388889,#N/A,,,
-,-,13,2018/11/11 13:38,026-302-GREEN,12543,まちかど端末（店舗から）,0,289,9,1,,2018/11/11 13:47,2018/11/11 14:01,35.454389 139.630904,横浜ランドマークタワー,35.445857 139.647636,ホテルモントレ横浜,2018/11/11 13:47,2018/11/11 13:47,2018/11/11 14:03,2018/11/11 14:03,,2018/11/11 13:38,0:13:58,0:13:58,,00,09,,,2018/11/11 13:38,2018/11/11 14:01,43415.568055555643415.5840277778,#N/A,,,
★,-,13,2018/11/11 13:42,062-949-BANANA 062-950-BANANA 062-951-BANANA 062-958-BANANA 062-992-BANANA,12546,乗客アプリ（目的地から）,4268,770,2,5,,2018/11/11 14:06,2018/11/11 14:14,35.443659 139.650847,横浜マリンタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/11 14:06,2018/11/11 14:06,2018/11/11 14:25,2018/11/11 14:25,2018/11/11 13:52,2018/11/11 13:52,0:07:59,0:39:55,,00,13,,,2018/11/11 13:42,2018/11/11 14:14,43415.570833333343415.5930555556,肯定的,,,
-,-,13,2018/11/11 13:45,074-422-ORANGE 075-073-ORANGE,12548,まちかど端末（店舗から）,0,850,5,2,,2018/11/11 14:05,2018/11/11 14:18,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/11 14:07,2018/11/11 14:07,2018/11/11 14:19,2018/11/11 14:24,,2018/11/11 13:45,0:12:34,0:25:08,,00,19,,,2018/11/11 13:45,2018/11/11 14:18,43415.572916666743415.5958333333,#N/A,,,
-,-,13,2018/11/11 13:46,018-241-RED,12549,乗客アプリ（地図から）,5696,418,6,1,,2018/11/11 14:01,2018/11/11 14:05,35.447541 139.644914,シルク博物館,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/11 13:58,2018/11/11 13:58,2018/11/11 14:03,2018/11/11 14:03,,2018/11/11 13:46,0:04:00,0:04:00,,02,14,,,2018/11/11 13:46,2018/11/11 14:05,43415.573611111143415.5868055556,#N/A,,,
-,-,13,2018/11/11 13:46,068-501-BANANA 063-005-BANANA 068-500-BANANA 068-499-BANANA 062-659-BANANA 063-006-BANANA,12550,乗客アプリ（地図から）,5854,609,4,6,,2018/11/11 14:09,2018/11/11 14:22,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/11 14:15,2018/11/11 14:15,2018/11/11 14:32,2018/11/11 14:32,,2018/11/11 13:46,0:13:29,1:20:54,,00,23,,,2018/11/11 13:46,2018/11/11 14:22,43415.573611111143415.5986111111,#N/A,,,
-,-,13,2018/11/11 13:47,105-665-SNOW 105-664-SNOW,12552,乗客アプリ（地図から）,2535,778,3,2,,2018/11/11 13:56,2018/11/11 14:15,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/11 13:59,2018/11/11 14:00,2018/11/11 14:14,2018/11/11 14:19,,2018/11/11 13:47,0:18:21,0:36:42,,00,09,,,2018/11/11 13:47,2018/11/11 14:15,43415.574305555643415.59375,肯定的,,,
-,-,13,2018/11/11 13:51,027-115-GREEN 027-116-GREEN,12554,乗客アプリ（地図から）,3615,753,13,2,,2018/11/11 14:02,2018/11/11 14:07,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454389 139.630904,横浜ランドマークタワー,2018/11/11 14:02,2018/11/11 14:04,2018/11/11 14:08,2018/11/11 14:09,,2018/11/11 13:51,0:04:48,0:09:36,,00,11,,,2018/11/11 13:51,2018/11/11 14:07,43415.577083333343415.5881944444,#N/A,,,
-,-,13,2018/11/11 13:52,115-558-SUN,12555,乗客アプリ（簡単予約）,4047,270,3,1,,2018/11/11 14:06,2018/11/11 14:11,35.450554 139.632616,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/11 14:05,2018/11/11 14:06,2018/11/11 14:15,2018/11/11 14:15,,2018/11/11 13:52,0:05:29,0:05:29,,00,13,,,2018/11/11 13:52,2018/11/11 14:11,43415.577777777843415.5909722222,#N/A,,,
-,-,13,2018/11/11 13:57,068-262-BANANA 000-645-BLUE 068-256-BANANA,12557,まちかど端末（店舗から）,0,985,8,3,,2018/11/11 14:05,2018/11/11 14:19,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/11 14:05,2018/11/11 14:10,2018/11/11 14:21,2018/11/11 14:25,,2018/11/11 13:57,0:14:05,0:42:15,,00,07,,,2018/11/11 13:57,2018/11/11 14:19,43415.5812543415.5965277778,#N/A,,,
-,-,13,2018/11/11 13:59,019-235-RED 019-234-RED,12558,乗客アプリ（地図から）,4708,941,9,2,,2018/11/11 14:04,2018/11/11 14:11,35.443659 139.650847,横浜マリンタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/11 14:04,2018/11/11 14:04,2018/11/11 14:18,2018/11/11 14:18,,2018/11/11 13:59,0:06:41,0:13:22,,00,05,,,2018/11/11 13:59,2018/11/11 14:11,43415.582638888943415.5909722222,#N/A,,,
★,☆,13,2018/11/11 12:26,022-191-GREEN,12463,乗客アプリ（目的地から）,2400,380,11,1,2018/11/11 12:35,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/11 13:26,,2018/11/11 13:35,,2018/11/11 13:26,2018/11/11 13:26,0:00:00,0:00:00,,00,00,,,2018/11/11 12:26,1900/1/0 0:00,43415.51805555560,#N/A,,,
★,☆,13,2018/11/11 12:31,019-531-RED,12468,乗客アプリ（目的地から）,3203,874,2,1,2018/11/11 13:25,,,35.441441 139.648505,横浜中華街朱雀門,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/11 13:31,,2018/11/11 13:52,,2018/11/11 13:31,2018/11/11 13:31,0:00:00,0:00:00,,00,00,,,2018/11/11 12:31,1900/1/0 0:00,43415.52152777780,#N/A,,,
-,☆,13,2018/11/11 13:07,027-058-GREEN 027-057-GREEN,12509,まちかど端末（店舗から）,0,369,8,2,2018/11/11 13:26,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/11 13:25,,2018/11/11 13:38,,,2018/11/11 13:07,0:00:00,0:00:00,,00,18,,,2018/11/11 13:07,1900/1/0 0:00,43415.54652777780,#N/A,,,
-,☆,13,2018/11/11 13:08,064-536-BANANA 064-326-BANANA 051-640-STRAWBERRY,12510,まちかど端末（店舗から）,0,589,5,3,2018/11/11 13:09,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/11 13:36,,2018/11/11 13:49,,,2018/11/11 13:08,0:00:00,0:00:00,,00,27,,,2018/11/11 13:08,1900/1/0 0:00,43415.54722222220,#N/A,,,
-,☆,13,2018/11/11 13:12,018-859-RED 018-631-RED,12514,乗客アプリ（地図から）,5878,287,5,2,2018/11/11 13:12,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/11 13:37,,2018/11/11 13:54,,,2018/11/11 13:12,0:00:00,0:00:00,,00,,,,2018/11/11 13:12,1900/1/0 0:00,43415.550,#N/A,,"※174,178行と同一人物と思われるため一番短いものを採用",
-,☆,13,2018/11/11 13:13,018-859-RED 018-631-RED,12515,乗客アプリ（地図から）,5878,309,6,2,2018/11/11 13:15,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/11 13:25,,2018/11/11 13:44,,,2018/11/11 13:13,0:00:00,0:00:00,,00,12,,,2018/11/11 13:13,1900/1/0 0:00,43415.55069444440,#N/A,,"※173,178行と同一人物と思われるため一番短いものを採用",
-,☆,13,2018/11/11 13:14,104-741-SNOW,12517,乗客アプリ（目的地から）,5399,888,5,1,2018/11/11 13:14,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/11 13:30,,2018/11/11 13:40,,,2018/11/11 13:14,0:00:00,0:00:00,,00,15,,,2018/11/11 13:14,1900/1/0 0:00,43415.55138888890,#N/A,,※177行と同一人物と思われるため一番短いものを採用,
-,☆,13,2018/11/11 13:14,066-492-BANANA 062-867-BANANA 063-166-BANANA,12518,乗客アプリ（地図から）,3338,607,5,3,2018/11/11 13:15,,,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/11 13:34,,2018/11/11 13:48,,,2018/11/11 13:14,0:00:00,0:00:00,,00,19,,,2018/11/11 13:14,1900/1/0 0:00,43415.55138888890,#N/A,,,
-,☆,13,2018/11/11 13:15,104-741-SNOW,12519,乗客アプリ（目的地から）,5399,308,5,1,2018/11/11 13:15,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/11 13:31,,2018/11/11 13:42,,,2018/11/11 13:15,0:00:00,0:00:00,,00,,,,2018/11/11 13:15,1900/1/0 0:00,43415.55208333330,#N/A,,※175行と同一人物と思われるため一番短いものを採用,
-,☆,13,2018/11/11 13:16,018-631-RED,12522,乗客アプリ（地図から）,5878,42,3,1,2018/11/11 13:16,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/11 13:28,,2018/11/11 13:58,,,2018/11/11 13:16,0:00:00,0:00:00,,00,,,,2018/11/11 13:16,1900/1/0 0:00,43415.55277777780,#N/A,,"※173,174行と同一人物と思われるため一番短いものを採用",
