,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,
★,-,15,2018/11/11 15:27,109-528-SNOW 104-502-SNOW,12675,乗客アプリ（地図から）,5791,490,4,2,,2018/11/11 15:43,2018/11/11 15:59,35.453715 139.638133,横浜ワールドポーターズ,35.441441 139.648505,横浜中華街朱雀門,2018/11/11 15:50,2018/11/11 15:50,2018/11/11 16:08,2018/11/11 16:08,2018/11/11 15:37,2018/11/11 15:37,0:16:56,0:33:52,,00,05,,,2018/11/11 15:27,2018/11/11 15:59,43415.6437543415.6659722222,#N/A,,※同一人物と思われるため一番短いものを採用,
-,-,15,2018/11/11 15:28,166-614-agekke,12676,乗客アプリ（地図から）,2435,668,2,1,,2018/11/11 15:54,2018/11/11 16:01,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.456605 139.635327,横浜ベイホテル東急,2018/11/11 15:52,2018/11/11 15:57,2018/11/11 16:03,2018/11/11 16:08,,2018/11/11 15:28,0:07:25,0:07:25,,01,25,,,2018/11/11 15:28,2018/11/11 16:01,43415.644444444443415.6673611111,#N/A,,※310行と同一人物と思われるため一番短いものを採用,
-,-,15,2018/11/11 15:29,019-402-RED,12678,まちかど端末（店舗から）,0,189,8,1,,2018/11/11 15:57,2018/11/11 16:18,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/11 16:00,2018/11/11 16:00,2018/11/11 16:11,2018/11/11 16:30,,2018/11/11 15:29,0:21:15,0:21:15,,00,27,,,2018/11/11 15:29,2018/11/11 16:18,43415.645138888943415.6791666667,#N/A,,,
-,-,15,2018/11/11 15:31,102-899-SNOW 102-898-SNOW 062-694-BANANA,12679,乗客アプリ（地図から）,5135,132,3,3,,2018/11/11 15:53,2018/11/11 16:04,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/11 15:53,2018/11/11 15:53,2018/11/11 16:07,2018/11/11 16:07,,2018/11/11 15:31,0:11:05,0:33:15,,00,22,,,2018/11/11 15:31,2018/11/11 16:04,43415.646527777843415.6694444444,#N/A,,※307行と同一人物と思われるため一番短いものを採用,
-,-,15,2018/11/11 15:37,067-253-BANANA 068-191-BANANA,12682,まちかど端末（店舗から）,0,680,11,2,,2018/11/11 16:06,2018/11/11 16:21,35.45435 139.631762,横浜ロイヤルパークホテル,35.447546 139.64358,横浜開港資料館,2018/11/11 16:06,2018/11/11 16:08,2018/11/11 16:19,2018/11/11 16:26,,2018/11/11 15:37,0:15:06,0:30:12,,00,28,,,2018/11/11 15:37,2018/11/11 16:21,43415.650694444443415.68125,#N/A,,,
-,-,15,2018/11/11 15:37,062-947-BANANA 074-493-ORANGE,12683,乗客アプリ（地図から）,5231,380,13,2,,2018/11/11 16:02,2018/11/11 16:11,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/11 16:10,2018/11/11 16:10,2018/11/11 16:24,2018/11/11 16:24,,2018/11/11 15:37,0:08:22,0:16:44,,00,25,,,2018/11/11 15:37,2018/11/11 16:11,43415.650694444443415.6743055556,#N/A,,,
-,-,15,2018/11/11 15:42,068-278-BANANA,12686,まちかど端末（店舗から）,0,134,5,1,,2018/11/11 15:51,2018/11/11 16:00,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/11 15:51,2018/11/11 15:51,2018/11/11 16:08,2018/11/11 16:05,,2018/11/11 15:42,0:09:06,0:09:06,,00,09,,,2018/11/11 15:42,2018/11/11 16:00,43415.654166666743415.6666666667,#N/A,,※315行と同一人物と思われるため一番短いものを採用,
-,-,15,2018/11/11 15:42,023-343-GREEN 025-808-GREEN 025-801-GREEN 018-720-RED,12687,乗客アプリ（地図から）,5857,512,10,4,,2018/11/11 15:51,2018/11/11 16:16,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/11 15:47,2018/11/11 15:52,2018/11/11 16:11,2018/11/11 16:21,,2018/11/11 15:42,0:25:03,1:40:12,,04,09,,,2018/11/11 15:42,2018/11/11 16:16,43415.654166666743415.6777777778,#N/A,,,
-,-,15,2018/11/11 15:42,026-204-GREEN 026-203-GREEN,12688,乗客アプリ（地図から）,3698,940,5,2,,2018/11/11 15:46,2018/11/11 16:06,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/11 15:51,2018/11/11 15:51,2018/11/11 16:11,2018/11/11 16:11,,2018/11/11 15:42,0:20:19,0:40:38,,00,03,,,2018/11/11 15:42,2018/11/11 16:06,43415.654166666743415.6708333333,#N/A,,,
-,-,15,2018/11/11 15:44,028-746-GREEN 028-743-GREEN 028-745-GREEN 028-741-GREEN 028-744-GREEN,12690,まちかど端末（店舗から）,0,718,2,5,,2018/11/11 16:09,2018/11/11 16:15,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/11 16:11,2018/11/11 16:16,2018/11/11 16:24,2018/11/11 16:30,,2018/11/11 15:44,0:05:52,0:29:20,,00,24,,,2018/11/11 15:44,2018/11/11 16:15,43415.655555555643415.6770833333,#N/A,,,
-,-,15,2018/11/11 15:47,112-719-SUN 112-668-SUN,12696,乗客アプリ（地図から）,5709,497,6,2,,2018/11/11 16:01,2018/11/11 16:17,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/11 16:06,2018/11/11 16:06,2018/11/11 16:30,2018/11/11 16:30,,2018/11/11 15:47,0:15:59,0:31:58,,00,14,,,2018/11/11 15:47,2018/11/11 16:17,43415.657638888943415.6784722222,#N/A,,,
★,-,15,2018/11/11 15:49,113-594-SUN,12701,乗客アプリ（地図から）,5934,817,10,1,,2018/11/11 16:01,2018/11/11 16:10,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/11 16:04,2018/11/11 16:04,2018/11/11 16:13,2018/11/11 16:13,2018/11/11 15:59,2018/11/11 15:59,0:09:27,0:09:27,,00,01,,,2018/11/11 15:49,2018/11/11 16:10,43415.659027777843415.6736111111,#N/A,,※334行と同一人物と思われるため一番短いものを採用,
-,-,15,2018/11/11 15:50,018-885-RED 018-886-RED 018-898-RED,12704,乗客アプリ（目的地から）,1960,246,9,3,,2018/11/11 16:04,2018/11/11 16:07,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/11 16:11,2018/11/11 16:11,2018/11/11 16:19,2018/11/11 16:19,,2018/11/11 15:50,0:02:23,0:07:09,,00,14,,,2018/11/11 15:50,2018/11/11 16:07,43415.659722222243415.6715277778,#N/A,,,
-,-,15,2018/11/11 15:51,075-070-ORANGE 111-263-SUN,12706,乗客アプリ（地図から）,3598,993,3,2,,2018/11/11 16:16,2018/11/11 16:33,35.45435 139.631762,横浜ロイヤルパークホテル,35.445857 139.647636,ホテルモントレ横浜,2018/11/11 16:12,2018/11/11 16:15,2018/11/11 16:26,2018/11/11 16:31,,2018/11/11 15:51,0:16:55,0:33:50,,04,25,,,2018/11/11 15:51,2018/11/11 16:33,43415.660416666743415.6895833333,#N/A,,,
-,-,15,2018/11/11 15:52,020-361-GREEN,12707,まちかど端末（乗降ポイントから）,0,344,4,1,,2018/11/11 16:03,2018/11/11 16:09,35.443704 139.651332,ホテルメルパルク横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/11 16:02,2018/11/11 16:04,2018/11/11 16:09,2018/11/11 16:11,,2018/11/11 15:52,0:06:04,0:06:04,,00,10,,,2018/11/11 15:52,2018/11/11 16:09,43415.661111111143415.6729166667,#N/A,,,
-,-,15,2018/11/11 15:54,010-031-RED 010-033-RED,12708,まちかど端末（乗降ポイントから）,0,807,4,2,,2018/11/11 16:13,2018/11/11 16:18,35.447541 139.644914,シルク博物館,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/11 16:13,2018/11/11 16:13,2018/11/11 16:26,2018/11/11 16:26,,2018/11/11 15:54,0:05:28,0:10:56,,00,18,,,2018/11/11 15:54,2018/11/11 16:18,43415.662543415.6791666667,#N/A,,,
-,-,15,2018/11/11 15:55,166-606-agekke,12709,乗客アプリ（地図から）,1885,968,5,1,,2018/11/11 16:06,2018/11/11 16:18,35.443908 139.635249,イセザキ・モール,35.443704 139.651332,ホテルメルパルク横浜,2018/11/11 16:14,2018/11/11 16:14,2018/11/11 16:25,2018/11/11 16:27,,2018/11/11 15:55,0:11:50,0:11:50,,00,11,,,2018/11/11 15:55,2018/11/11 16:18,43415.663194444443415.6791666667,#N/A,,,
-,-,15,2018/11/11 15:56,019-235-RED 019-234-RED,12711,乗客アプリ（地図から）,4708,816,3,2,,2018/11/11 16:16,2018/11/11 16:30,35.45435 139.631762,横浜ロイヤルパークホテル,35.443659 139.650847,横浜マリンタワー,2018/11/11 16:13,2018/11/11 16:16,2018/11/11 16:30,2018/11/11 16:34,,2018/11/11 15:56,0:13:24,0:26:48,,03,20,,,2018/11/11 15:56,2018/11/11 16:30,43415.663888888943415.6875,#N/A,,,
-,-,15,2018/11/11 15:57,068-161-BANANA 068-160-BANANA,12712,乗客アプリ（簡単予約）,5883,286,8,2,,2018/11/11 16:00,2018/11/11 16:15,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/11 16:04,2018/11/11 16:04,2018/11/11 16:18,2018/11/11 16:25,,2018/11/11 15:57,0:15:03,0:30:06,,00,03,,,2018/11/11 15:57,2018/11/11 16:15,43415.664583333343415.6770833333,#N/A,,,
-,-,15,2018/11/11 15:57,112-167-SUN 110-383-SUN,12713,乗客アプリ（地図から）,4983,149,8,2,,2018/11/11 16:05,2018/11/11 16:10,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/11 16:09,2018/11/11 16:09,2018/11/11 16:21,2018/11/11 16:21,,2018/11/11 15:57,0:05:35,0:11:10,,00,07,,,2018/11/11 15:57,2018/11/11 16:10,43415.664583333343415.6736111111,#N/A,,,
-,☆,15,2018/11/11 15:59,105-367-SNOW 105-655-SNOW 103-173-SNOW,12714,乗客アプリ（目的地から）,5819,277,9,3,2018/11/11 15:59,,,35.453715 139.638133,横浜ワールドポーターズ,35.443659 139.650847,横浜マリンタワー,2018/11/11 16:29,,2018/11/11 16:45,,,2018/11/11 15:59,0:00:00,0:00:00,,00,29,,,2018/11/11 15:59,1900/1/0 0:00,43415.66597222220,#N/A,,,
★,☆,15,2018/11/11 14:20,062-969-BANANA 062-968-BANANA 062-970-BANANA 064-749-BANANA,12578,乗客アプリ（目的地から）,5794,897,1,4,2018/11/11 14:20,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/11/11 15:20,,2018/11/11 15:38,,2018/11/11 15:20,2018/11/11 15:20,0:00:00,0:00:00,,00,00,,,2018/11/11 14:20,1900/1/0 0:00,43415.59722222220,#N/A,,※302行と同一人物と思われるため一番短いものを採用,
★,☆,15,2018/11/11 14:21,062-969-BANANA 062-968-BANANA 062-970-BANANA 064-749-BANANA,12580,乗客アプリ（目的地から）,5794,811,11,4,2018/11/11 14:33,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/11/11 15:21,,2018/11/11 15:39,,2018/11/11 15:21,2018/11/11 15:21,0:00:00,0:00:00,,00,,,,2018/11/11 14:21,1900/1/0 0:00,43415.59791666670,#N/A,,※301行と同一人物と思われるため一番短いものを採用,
★,☆,15,2018/11/11 14:50,027-115-GREEN 027-116-GREEN,12626,乗客アプリ（地図から）,3615,780,10,2,2018/11/11 14:50,,,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/11 15:00,,2018/11/11 15:27,,2018/11/11 15:00,2018/11/11 15:00,0:00:00,0:00:00,,00,00,,,2018/11/11 14:50,1900/1/0 0:00,43415.61805555560,#N/A,,,
★,☆,15,2018/11/11 14:51,103-651-SNOW,12628,乗客アプリ（地図から）,5898,143,13,1,2018/11/11 14:51,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/11 15:23,,2018/11/11 15:29,,2018/11/11 15:01,2018/11/11 15:01,0:00:00,0:00:00,,00,22,,,2018/11/11 14:51,1900/1/0 0:00,43415.618750,#N/A,,,
★,☆,15,2018/11/11 14:51,056-496-STRAWBERRY,12629,乗客アプリ（地図から）,5844,414,2,1,2018/11/11 14:52,,,35.443704 139.651332,ホテルメルパルク横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/11 15:19,,2018/11/11 15:33,,2018/11/11 15:01,2018/11/11 15:01,0:00:00,0:00:00,,00,17,,,2018/11/11 14:51,1900/1/0 0:00,43415.618750,#N/A,,,
★,☆,15,2018/11/11 15:00,019-600-RED 019-606-RED,12641,乗客アプリ（地図から）,2934,811,6,2,2018/11/11 15:00,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/11 15:40,,2018/11/11 15:54,,2018/11/11 15:10,2018/11/11 15:10,0:00:00,0:00:00,,00,29,,,2018/11/11 15:00,1900/1/0 0:00,43415.6250,#N/A,,,
-,☆,15,2018/11/11 15:00,055-208-STRAWBERRY,12643,乗客アプリ（地図から）,1420,980,4,1,2018/11/11 15:00,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/11 15:27,,2018/11/11 15:39,,,2018/11/11 15:00,0:00:00,0:00:00,,00,26,,,2018/11/11 15:00,1900/1/0 0:00,43415.6250,#N/A,,,
★,☆,15,2018/11/11 15:00,019-600-RED 019-606-RED,12644,乗客アプリ（地図から）,2934,483,3,2,2018/11/11 15:00,,,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/11 15:42,,2018/11/11 15:56,,2018/11/11 15:10,2018/11/11 15:10,0:00:00,0:00:00,,00,31,,,2018/11/11 15:00,1900/1/0 0:00,43415.6250,#N/A,,※309行と同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:02,019-600-RED 019-606-RED,12646,乗客アプリ（地図から）,2934,379,3,2,2018/11/11 15:02,,,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/11 15:42,,2018/11/11 15:56,,,2018/11/11 15:02,0:00:00,0:00:00,,00,,,,2018/11/11 15:02,1900/1/0 0:00,43415.62638888890,#N/A,,※308行と同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:04,103-179-SNOW,12647,乗客アプリ（地図から）,5768,184,3,1,2018/11/11 15:05,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/11 15:40,,2018/11/11 15:47,,,2018/11/11 15:04,0:00:00,0:00:00,,00,,,,2018/11/11 15:04,1900/1/0 0:00,43415.62777777780,#N/A,,※313行と同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:06,068-161-BANANA 068-160-BANANA,12648,乗客アプリ（地図から）,5883,907,2,2,2018/11/11 15:06,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/11/11 15:26,,2018/11/11 15:44,,,2018/11/11 15:06,0:00:00,0:00:00,,00,20,,,2018/11/11 15:06,1900/1/0 0:00,43415.62916666670,#N/A,,※314行と同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:08,063-752-BANANA 020-143-GREEN,12649,乗客アプリ（地図から）,5092,362,9,2,2018/11/11 15:08,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/11 15:18,,2018/11/11 15:29,,,2018/11/11 15:08,0:00:00,0:00:00,,00,10,,,2018/11/11 15:08,1900/1/0 0:00,43415.63055555560,#N/A,,,
-,☆,15,2018/11/11 15:08,103-179-SNOW,12650,乗客アプリ（地図から）,5768,800,1,1,2018/11/11 15:08,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/11 15:13,,2018/11/11 15:35,,,2018/11/11 15:08,0:00:00,0:00:00,,00,05,,,2018/11/11 15:08,1900/1/0 0:00,43415.63055555560,#N/A,,※310行と同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:10,068-161-BANANA 068-160-BANANA,12654,乗客アプリ（地図から）,5883,141,8,2,2018/11/11 15:10,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/11/11 15:37,,2018/11/11 15:55,,,2018/11/11 15:10,0:00:00,0:00:00,,00,,,,2018/11/11 15:10,1900/1/0 0:00,43415.63194444440,#N/A,,※311行と同一人物と思われるため一番短いものを採用,
★,☆,15,2018/11/11 15:11,167-544-CAKE,12658,乗客アプリWeb（地図から）,5913,946,10,4,2018/11/11 15:13,,,35.443659 139.650847,横浜マリンタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/11 15:48,,2018/11/11 15:58,,2018/11/11 15:21,2018/11/11 15:21,0:00:00,0:00:00,,00,27,,,2018/11/11 15:11,1900/1/0 0:00,43415.63263888890,#N/A,,※316行と同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:14,167-544-CAKE,12659,乗客アプリWeb（地図から）,5913,556,10,4,2018/11/11 15:14,,,35.443659 139.650847,横浜マリンタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/11 15:48,,2018/11/11 15:58,,,2018/11/11 15:14,0:00:00,0:00:00,,00,,,,2018/11/11 15:14,1900/1/0 0:00,43415.63472222220,#N/A,,※315行と同一人物と思われるため一番短いものを採用,
★,☆,15,2018/11/11 15:19,065-272-BANANA,12663,乗客アプリ（目的地から）,1889,652,2,1,2018/11/11 15:19,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/11 15:57,,2018/11/11 16:03,,2018/11/11 15:29,2018/11/11 15:29,0:00:00,0:00:00,,00,27,,,2018/11/11 15:19,1900/1/0 0:00,43415.63819444440,#N/A,,"※319,320行と同一人物と思われるため一番短いものを採用",
-,☆,15,2018/11/11 15:19,028-574-GREEN 028-172-GREEN,12664,まちかど端末（乗降ポイントから）,0,487,10,2,2018/11/11 15:20,,,35.447541 139.644914,シルク博物館,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/11 15:48,,2018/11/11 15:56,,,2018/11/11 15:19,0:00:00,0:00:00,,00,28,,,2018/11/11 15:19,1900/1/0 0:00,43415.63819444440,#N/A,,,
★,☆,15,2018/11/11 15:20,065-272-BANANA,12666,乗客アプリ（地図から）,1889,759,2,1,2018/11/11 15:20,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/11 16:03,,2018/11/11 16:08,,2018/11/11 15:30,2018/11/11 15:30,0:00:00,0:00:00,,00,,,,2018/11/11 15:20,1900/1/0 0:00,43415.63888888890,#N/A,,"※317,320行と同一人物と思われるため一番短いものを採用",
-,☆,15,2018/11/11 15:21,065-272-BANANA,12667,乗客アプリ（地図から）,1889,852,10,1,2018/11/11 15:21,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/11 15:58,,2018/11/11 16:04,,,2018/11/11 15:21,0:00:00,0:00:00,,00,,,,2018/11/11 15:21,1900/1/0 0:00,43415.63958333330,#N/A,,"※319,317行と同一人物と思われるため一番短いものを採用",
-,☆,15,2018/11/11 15:24,105-665-SNOW 105-664-SNOW,12669,乗客アプリ（地図から）,2535,126,2,2,2018/11/11 15:24,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/11 16:02,,2018/11/11 16:14,,,2018/11/11 15:24,0:00:00,0:00:00,,00,,,,2018/11/11 15:24,1900/1/0 0:00,43415.64166666670,#N/A,,※同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:24,105-665-SNOW,12670,乗客アプリ（地図から）,2535,748,3,1,2018/11/11 15:24,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/11 16:03,,2018/11/11 16:13,,,2018/11/11 15:24,0:00:00,0:00:00,,00,,,,2018/11/11 15:24,1900/1/0 0:00,43415.64166666670,#N/A,,※同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:25,066-496-BANANA 066-500-BANANA,12671,乗客アプリ（地図から）,3858,903,6,2,2018/11/11 15:26,,,35.441002 139.650809,横浜元町ショッピングストリート,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/11 15:57,,2018/11/11 16:13,,,2018/11/11 15:25,0:00:00,0:00:00,,00,31,,,2018/11/11 15:25,1900/1/0 0:00,43415.64236111110,#N/A,,,
-,☆,15,2018/11/11 15:26,105-665-SNOW,12672,乗客アプリ（地図から）,2535,639,2,1,2018/11/11 15:26,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/11 16:02,,2018/11/11 16:13,,,2018/11/11 15:26,0:00:00,0:00:00,,00,,,,2018/11/11 15:26,1900/1/0 0:00,43415.64305555560,#N/A,,※同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:26,105-665-SNOW 105-664-SNOW,12673,乗客アプリ（地図から）,2535,310,2,2,2018/11/11 15:26,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/11 16:02,,2018/11/11 16:14,,,2018/11/11 15:26,0:00:00,0:00:00,,00,,,,2018/11/11 15:26,1900/1/0 0:00,43415.64305555560,#N/A,,※同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:29,105-665-SNOW 105-664-SNOW,12677,乗客アプリ（地図から）,2535,78,3,2,2018/11/11 15:29,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/11 16:03,,2018/11/11 16:14,,,2018/11/11 15:29,0:00:00,0:00:00,,00,33,,,2018/11/11 15:29,1900/1/0 0:00,43415.64513888890,#N/A,,※同一人物と思われるため一番短いものを採用,
-,☆,15,2018/11/11 15:32,167-523-CAKE,12680,乗客アプリWeb（簡単予約）,5879,714,13,4,2018/11/11 15:34,,,35.447546 139.64358,横浜開港資料館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/11 16:04,,2018/11/11 16:16,,,2018/11/11 15:32,0:00:00,0:00:00,,00,31,,,2018/11/11 15:32,1900/1/0 0:00,43415.64722222220,#N/A,,,
-,☆,15,2018/11/11 15:34,066-496-BANANA 066-500-BANANA,12681,乗客アプリ（地図から）,3858,42,11,2,2018/11/11 15:34,,,35.443704 139.651332,ホテルメルパルク横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/11 16:10,,2018/11/11 16:25,,,2018/11/11 15:34,0:00:00,0:00:00,,00,36,,,2018/11/11 15:34,1900/1/0 0:00,43415.64861111110,#N/A,,,
-,☆,15,2018/11/11 15:41,026-204-GREEN 026-203-GREEN,12685,乗客アプリ（地図から）,3698,493,5,2,2018/11/11 15:42,,,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/11 15:49,,2018/11/11 15:57,,,2018/11/11 15:41,0:00:00,0:00:00,,00,08,,,2018/11/11 15:41,1900/1/0 0:00,43415.65347222220,#N/A,,,
-,☆,15,2018/11/11 15:44,000-089-BLUE,12689,乗客アプリ（地図から）,5935,65,4,1,2018/11/11 15:47,,,35.441002 139.650809,横浜元町ショッピングストリート,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/11 16:10,,2018/11/11 16:25,,,2018/11/11 15:44,0:00:00,0:00:00,,00,,,,2018/11/11 15:44,1900/1/0 0:00,43415.65555555560,#N/A,,※336行と同一人物と思われるため一番短いものを採用,
★,☆,15,2018/11/11 15:45,111-292-SUN,12691,乗客アプリ（簡単予約）,5917,734,10,1,2018/11/11 15:48,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/11 16:01,,2018/11/11 16:11,,2018/11/11 15:55,2018/11/11 15:55,0:00:00,0:00:00,,00,06,,,2018/11/11 15:45,1900/1/0 0:00,43415.656250,#N/A,,,
★,☆,15,2018/11/11 15:45,113-594-SUN,12692,乗客アプリ（地図から）,5934,454,10,1,2018/11/11 15:45,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/11 16:02,,2018/11/11 16:11,,2018/11/11 15:55,2018/11/11 15:55,0:00:00,0:00:00,,00,,,,2018/11/11 15:45,1900/1/0 0:00,43415.656250,#N/A,,"※334,335行と同一人物と思われるため一番短いものを採用",
★,☆,15,2018/11/11 15:46,075-070-ORANGE 111-263-SUN,12694,乗客アプリ（地図から）,3598,178,3,2,2018/11/11 15:46,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.445857 139.647636,ホテルモントレ横浜,2018/11/11 16:12,,2018/11/11 16:26,,2018/11/11 15:56,2018/11/11 15:56,0:00:00,0:00:00,,00,15,,,2018/11/11 15:46,1900/1/0 0:00,43415.65694444440,#N/A,,,
★,☆,15,2018/11/11 15:47,113-594-SUN,12697,乗客アプリ（地図から）,5934,912,1,1,2018/11/11 15:48,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/11 15:57,,2018/11/11 16:21,,2018/11/11 15:57,2018/11/11 15:57,0:00:00,0:00:00,,00,00,,,2018/11/11 15:47,1900/1/0 0:00,43415.65763888890,#N/A,,"※332,335行と同一人物と思われるため一番短いものを採用",
★,☆,15,2018/11/11 15:48,113-594-SUN,12698,乗客アプリ（地図から）,5934,437,1,1,2018/11/11 15:48,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/11 15:58,,2018/11/11 16:21,,2018/11/11 15:58,2018/11/11 15:58,0:00:00,0:00:00,,00,,,,2018/11/11 15:48,1900/1/0 0:00,43415.65833333330,#N/A,,"※332,334行と同一人物と思われるため一番短いものを採用",
