,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,計算用ダミー,
-,-,19,2018/11/1 19:16,8419,乗客アプリ（目的地から）,2339,222,3,3,,2018/11/1 19:32,2018/11/1 19:39,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 19:27,2018/11/1 19:27,2018/11/1 19:39,2018/11/1 19:39,,2018/11/1 19:16,0:07:48,0:23:24,,04,15,,,2018/11/1 19:16,2018/11/1 19:39,43405.802777777843405.81875,#N/A,,
-,-,19,2018/11/1 19:22,8420,まちかど端末（店舗から）,0,62,6,2,,2018/11/1 19:26,2018/11/1 19:32,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/11/1 19:24,2018/11/1 19:26,2018/11/1 19:33,2018/11/1 19:40,,2018/11/1 19:22,0:06:58,0:13:56,,01,03,,,2018/11/1 19:22,2018/11/1 19:32,43405.806944444443405.8138888889,#N/A,,
-,-,19,2018/11/1 19:23,8421,まちかど端末（店舗から）,0,981,6,1,,2018/11/1 19:26,2018/11/1 19:38,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 19:24,2018/11/1 19:25,2018/11/1 19:40,2018/11/1 19:45,,2018/11/1 19:23,0:12:44,0:12:44,,01,02,,,2018/11/1 19:23,2018/11/1 19:38,43405.807638888943405.8180555556,#N/A,,
-,-,19,2018/11/1 19:24,8423,乗客アプリ（地図から）,3462,704,4,1,,2018/11/1 19:31,2018/11/1 19:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/1 19:30,2018/11/1 19:32,2018/11/1 19:43,2018/11/1 19:51,,2018/11/1 19:24,0:22:22,0:22:22,,01,07,,,2018/11/1 19:24,2018/11/1 19:54,43405.808333333343405.8291666667,#N/A,,
-,-,19,2018/11/1 19:24,8424,乗客アプリ（目的地から）,1747,41,2,1,,2018/11/1 19:33,2018/11/1 19:41,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 19:29,2018/11/1 19:29,2018/11/1 19:39,2018/11/1 19:39,,2018/11/1 19:24,0:07:51,0:07:51,,04,08,,,2018/11/1 19:24,2018/11/1 19:41,43405.808333333343405.8201388889,#N/A,,
-,-,19,2018/11/1 19:28,8426,乗客アプリ（地図から）,4363,59,6,1,,2018/11/1 19:36,2018/11/1 19:39,35.448676 139.635696,横浜平和プラザホテル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 19:39,2018/11/1 19:39,2018/11/1 19:44,2018/11/1 19:44,,2018/11/1 19:28,0:02:54,0:02:54,,00,07,,,2018/11/1 19:28,2018/11/1 19:39,43405.811111111143405.81875,#N/A,,
-,-,19,2018/11/1 19:28,8427,乗客アプリ（地図から）,3441,723,4,1,,2018/11/1 19:31,2018/11/1 19:44,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/1 19:31,2018/11/1 19:31,2018/11/1 19:41,2018/11/1 19:47,,2018/11/1 19:28,0:12:08,0:12:08,,00,03,,,2018/11/1 19:28,2018/11/1 19:44,43405.811111111143405.8222222222,#N/A,,
★,-,19,2018/11/1 19:28,8428,乗客アプリ（目的地から）,2589,110,4,1,,2018/11/1 20:29,2018/11/1 20:39,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 20:28,2018/11/1 20:28,2018/11/1 20:41,2018/11/1 20:42,2018/11/1 20:28,2018/11/1 20:28,0:09:45,0:09:45,,00,00,,,2018/11/1 19:28,2018/11/1 20:39,43405.811111111143405.8604166667,#N/A,,
-,-,19,2018/11/1 19:30,8429,まちかど端末（店舗から）,0,183,4,2,,2018/11/1 19:38,2018/11/1 19:54,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/1 19:38,2018/11/1 19:38,2018/11/1 19:52,2018/11/1 19:52,,2018/11/1 19:30,0:16:09,0:32:18,,00,07,,,2018/11/1 19:30,2018/11/1 19:54,43405.812543405.8291666667,#N/A,,
-,-,19,2018/11/1 19:38,8430,乗客アプリ（地図から）,2512,136,6,1,,2018/11/1 19:45,2018/11/1 19:50,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 19:48,2018/11/1 19:48,2018/11/1 19:58,2018/11/1 19:58,,2018/11/1 19:38,0:05:04,0:05:04,,00,06,,,2018/11/1 19:38,2018/11/1 19:50,43405.818055555643405.8263888889,#N/A,,
-,-,19,2018/11/1 19:39,8431,乗客アプリ（目的地から）,2669,74,1,1,,2018/11/1 19:46,2018/11/1 19:56,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/1 19:44,2018/11/1 19:44,2018/11/1 19:53,2018/11/1 20:01,,2018/11/1 19:39,0:10:24,0:10:24,,01,06,,,2018/11/1 19:39,2018/11/1 19:56,43405.8187543405.8305555556,#N/A,,
-,-,19,2018/11/1 19:42,8432,まちかど端末（店舗から）,0,293,4,1,,2018/11/1 19:51,2018/11/1 19:59,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/1 19:48,2018/11/1 19:48,2018/11/1 19:56,2018/11/1 19:56,,2018/11/1 19:42,0:08:23,0:08:23,,02,08,,,2018/11/1 19:42,2018/11/1 19:59,43405.820833333343405.8326388889,#N/A,,
-,-,19,2018/11/1 19:44,8433,乗客アプリ（地図から）,4537,539,3,1,,2018/11/1 19:49,2018/11/1 20:05,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/1 19:53,2018/11/1 19:53,2018/11/1 20:07,2018/11/1 20:16,,2018/11/1 19:44,0:15:32,0:15:32,,00,04,,,2018/11/1 19:44,2018/11/1 20:05,43405.822222222243405.8368055556,#N/A,,
-,-,19,2018/11/1 19:46,8435,まちかど端末（乗降ポイントから）,0,930,5,1,,2018/11/1 19:49,2018/11/1 20:13,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/1 19:49,2018/11/1 19:49,2018/11/1 20:04,2018/11/1 20:04,,2018/11/1 19:46,0:24:25,0:24:25,,00,02,,,2018/11/1 19:46,2018/11/1 20:13,43405.823611111143405.8423611111,#N/A,,
-,-,19,2018/11/1 19:47,8436,乗客アプリ（目的地から）,3162,607,3,1,,2018/11/1 19:49,2018/11/1 19:55,35.456605 139.635327,横浜ベイホテル東急,35.445857 139.647636,ホテルモントレ横浜,2018/11/1 19:51,2018/11/1 19:51,2018/11/1 20:04,2018/11/1 20:04,,2018/11/1 19:47,0:05:50,0:05:50,,00,02,,,2018/11/1 19:47,2018/11/1 19:55,43405.824305555643405.8298611111,#N/A,,
-,-,19,2018/11/1 19:47,8437,乗客アプリ（地図から）,1751,734,3,1,,2018/11/1 19:49,2018/11/1 19:57,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/1 19:49,2018/11/1 19:49,2018/11/1 20:07,2018/11/1 20:07,,2018/11/1 19:47,0:08:39,0:08:39,,00,01,,,2018/11/1 19:47,2018/11/1 19:57,43405.824305555643405.83125,肯定的,,
-,-,19,2018/11/1 19:48,8438,乗客アプリ（地図から）,2424,538,3,1,,2018/11/1 19:49,2018/11/1 20:02,35.456605 139.635327,横浜ベイホテル東急,35.443704 139.651332,ホテルメルパルク横浜,2018/11/1 19:50,2018/11/1 19:50,2018/11/1 20:13,2018/11/1 20:13,,2018/11/1 19:48,0:12:58,0:12:58,,00,01,,,2018/11/1 19:48,2018/11/1 20:02,43405.82543405.8347222222,#N/A,,
-,-,19,2018/11/1 19:51,8440,乗客アプリ（地図から）,3537,690,6,1,,2018/11/1 19:56,2018/11/1 20:00,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 19:57,2018/11/1 19:57,2018/11/1 20:07,2018/11/1 20:07,,2018/11/1 19:51,0:04:28,0:04:28,,00,04,,,2018/11/1 19:51,2018/11/1 20:00,43405.827083333343405.8333333333,#N/A,,
-,-,19,2018/11/1 19:51,8441,乗客アプリ（地図から）,2146,590,7,1,,2018/11/1 19:54,2018/11/1 19:57,35.450681 139.632446,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 19:55,2018/11/1 19:55,2018/11/1 20:04,2018/11/1 20:04,,2018/11/1 19:51,0:03:01,0:03:01,,00,03,,,2018/11/1 19:51,2018/11/1 19:57,43405.827083333343405.83125,肯定的,,
-,-,19,2018/11/1 19:55,8442,乗客アプリ（地図から）,4608,625,5,2,,2018/11/1 20:00,2018/11/1 20:07,35.447546 139.64358,横浜開港資料館,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 20:01,2018/11/1 20:01,2018/11/1 20:06,2018/11/1 20:08,,2018/11/1 19:55,0:06:58,0:13:56,,00,05,,,2018/11/1 19:55,2018/11/1 20:07,43405.829861111143405.8381944444,#N/A,,
-,-,19,2018/11/1 19:56,8443,乗客アプリ（地図から）,3445,799,5,1,,2018/11/1 20:00,2018/11/1 20:05,35.447546 139.64358,横浜開港資料館,35.445857 139.647636,ホテルモントレ横浜,2018/11/1 19:59,2018/11/1 19:59,2018/11/1 20:06,2018/11/1 20:06,,2018/11/1 19:56,0:04:49,0:04:49,,01,04,,,2018/11/1 19:56,2018/11/1 20:05,43405.830555555643405.8368055556,#N/A,,
-,-,19,2018/11/1 19:59,8444,乗客アプリ（地図から）,2471,291,7,4,,2018/11/1 20:07,2018/11/1 20:12,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 20:03,2018/11/1 20:03,2018/11/1 20:12,2018/11/1 20:12,,2018/11/1 19:59,0:05:45,0:23:00,,03,08,,,2018/11/1 19:59,2018/11/1 20:12,43405.832638888943405.8416666667,#N/A,,
-,☆,19,2018/11/1 19:12,8414,乗客アプリ（目的地から）,2339,296,3,3,2018/11/1 19:12,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 19:23,,2018/11/1 19:35,,,2018/11/1 19:12,0:00:00,0:00:00,,00,11,,,2018/11/1 19:12,1900/1/0 0:00,43405.80,#N/A,,※372行と同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/1 19:15,8417,乗客アプリ（目的地から）,2339,872,3,3,2018/11/1 19:15,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 19:26,,2018/11/1 19:38,,,2018/11/1 19:15,0:00:00,0:00:00,,00,,,,2018/11/1 19:15,1900/1/0 0:00,43405.80208333330,#N/A,,※371行と同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/1 19:24,8422,乗客アプリ（目的地から）,4363,916,6,1,2018/11/1 19:25,,,35.448676 139.635696,横浜平和プラザホテル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 19:35,,2018/11/1 19:45,,,2018/11/1 19:24,0:00:00,0:00:00,,00,,,,2018/11/1 19:24,1900/1/0 0:00,43405.80833333330,#N/A,,※374行と同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/1 19:25,8425,乗客アプリ（地図から）,4363,529,6,1,2018/11/1 19:27,,,35.448676 139.635696,横浜平和プラザホテル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/1 19:35,,2018/11/1 19:49,,,2018/11/1 19:25,0:00:00,0:00:00,,00,09,,,2018/11/1 19:25,1900/1/0 0:00,43405.80902777780,#N/A,,※373行と同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/1 19:46,8434,乗客アプリ（地図から）,3445,876,1,1,2018/11/1 19:46,,,35.447546 139.64358,横浜開港資料館,35.445857 139.647636,ホテルモントレ横浜,2018/11/1 19:48,,2018/11/1 19:52,,,2018/11/1 19:46,0:00:00,0:00:00,,00,02,,,2018/11/1 19:46,1900/1/0 0:00,43405.82361111110,#N/A,,※376行と同一人物と思われるため一番短いものを採用
-,☆,19,2018/11/1 19:50,8439,乗客アプリ（地図から）,3445,592,1,1,2018/11/1 19:55,,,35.447546 139.64358,横浜開港資料館,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 20:00,,2018/11/1 20:14,,,2018/11/1 19:50,0:00:00,0:00:00,,00,,,,2018/11/1 19:50,1900/1/0 0:00,43405.82638888890,#N/A,,※375行と同一人物と思われるため一番短いものを採用
-,-,20,2018/11/1 20:04,8445,乗客アプリ（目的地から）,3457,860,2,1,,2018/11/1 20:05,2018/11/1 20:11,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/1 20:06,2018/11/1 20:06,2018/11/1 20:14,2018/11/1 20:14,,2018/11/1 20:04,0:05:47,0:05:47,329,00,01,05,04,2018/11/1 20:04,2018/11/1 20:11,43405.836111111143405.8409722222,#N/A,,
-,-,20,2018/11/1 20:05,8446,乗客アプリ（目的地から）,3162,51,4,1,,2018/11/1 20:08,2018/11/1 20:38,35.445857 139.647636,ホテルモントレ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 20:12,2018/11/1 20:12,2018/11/1 20:41,2018/11/1 20:41,,2018/11/1 20:05,0:30:23,0:30:23,,00,03,,,2018/11/1 20:05,2018/11/1 20:38,43405.836805555643405.8597222222,#N/A,,
-,-,20,2018/11/1 20:14,8447,乗客アプリ（目的地から）,2669,780,9,1,,2018/11/1 20:18,2018/11/1 20:23,35.450447 139.635947,みなとみらい線　馬車道駅,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/1 20:17,2018/11/1 20:17,2018/11/1 20:24,2018/11/1 20:24,,2018/11/1 20:14,0:04:52,0:04:52,,00,03,,,2018/11/1 20:14,2018/11/1 20:23,43405.843055555643405.8493055556,肯定的,,
-,-,20,2018/11/1 20:17,8448,乗客アプリ（簡単予約）,4550,224,6,2,,2018/11/1 20:21,2018/11/1 20:33,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 20:19,2018/11/1 20:20,2018/11/1 20:30,2018/11/1 20:36,,2018/11/1 20:17,0:12:01,0:24:02,,01,03,,,2018/11/1 20:17,2018/11/1 20:33,43405.845138888943405.85625,#N/A,,
-,-,20,2018/11/1 20:18,8449,乗客アプリ（地図から）,1751,538,6,1,,2018/11/1 20:25,2018/11/1 20:43,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 20:27,2018/11/1 20:27,2018/11/1 20:45,2018/11/1 20:45,,2018/11/1 20:18,0:17:57,0:17:57,,00,07,,,2018/11/1 20:18,2018/11/1 20:43,43405.845833333343405.8631944444,肯定的,,
-,-,20,2018/11/1 20:18,8450,乗客アプリ（地図から）,2424,381,2,1,,2018/11/1 20:20,2018/11/1 20:49,35.443659 139.650847,横浜マリンタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 20:19,2018/11/1 20:20,2018/11/1 20:37,2018/11/1 20:41,,2018/11/1 20:18,0:29:42,0:29:42,,00,01,,,2018/11/1 20:18,2018/11/1 20:49,43405.845833333343405.8673611111,#N/A,,
-,-,20,2018/11/1 20:19,8451,乗客アプリ（目的地から）,1742,833,2,1,,2018/11/1 20:25,2018/11/1 20:49,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 20:24,2018/11/1 20:24,2018/11/1 20:41,2018/11/1 20:46,,2018/11/1 20:19,0:23:56,0:23:56,,01,06,,,2018/11/1 20:19,2018/11/1 20:49,43405.846527777843405.8673611111,#N/A,,
-,-,20,2018/11/1 20:20,8452,乗客アプリ（地図から）,1352,610,8,1,,2018/11/1 20:21,2018/11/1 20:35,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 20:21,2018/11/1 20:21,2018/11/1 20:31,2018/11/1 20:31,,2018/11/1 20:20,0:14:37,0:14:37,,00,01,,,2018/11/1 20:20,2018/11/1 20:35,43405.847222222243405.8576388889,#N/A,,
★,-,20,2018/11/1 20:22,8453,乗客アプリ（地図から）,2156,686,3,2,,2018/11/1 20:50,2018/11/1 21:06,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 20:51,2018/11/1 20:51,2018/11/1 21:01,2018/11/1 21:01,2018/11/1 20:51,2018/11/1 20:51,0:16:26,0:32:52,,00,00,,,2018/11/1 20:22,2018/11/1 21:06,43405.848611111143405.8791666667,#N/A,,
-,-,20,2018/11/1 20:22,8454,乗客アプリ（目的地から）,3144,221,9,1,,2018/11/1 20:27,2018/11/1 20:35,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/1 20:33,2018/11/1 20:33,2018/11/1 20:44,2018/11/1 20:44,,2018/11/1 20:22,0:07:57,0:07:57,,00,04,,,2018/11/1 20:22,2018/11/1 20:35,43405.848611111143405.8576388889,#N/A,,
-,-,20,2018/11/1 20:22,8455,乗客アプリ（目的地から）,4652,661,8,1,,2018/11/1 20:28,2018/11/1 20:35,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 20:30,2018/11/1 20:30,2018/11/1 20:40,2018/11/1 20:40,,2018/11/1 20:22,0:07:17,0:07:17,,00,05,,,2018/11/1 20:22,2018/11/1 20:35,43405.848611111143405.8576388889,#N/A,,
-,-,20,2018/11/1 20:23,8456,乗客アプリ（目的地から）,2078,947,5,1,,2018/11/1 20:27,2018/11/1 20:35,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/1 20:25,2018/11/1 20:25,2018/11/1 20:33,2018/11/1 20:33,,2018/11/1 20:23,0:07:45,0:07:45,,01,04,,,2018/11/1 20:23,2018/11/1 20:35,43405.849305555643405.8576388889,#N/A,,
-,-,20,2018/11/1 20:25,8457,乗客アプリ（目的地から）,4654,878,8,1,,2018/11/1 20:28,2018/11/1 20:39,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/1 20:28,2018/11/1 20:29,2018/11/1 20:45,2018/11/1 20:46,,2018/11/1 20:25,0:11:03,0:11:03,,00,02,,,2018/11/1 20:25,2018/11/1 20:39,43405.850694444443405.8604166667,#N/A,,
-,-,20,2018/11/1 20:25,8458,乗客アプリ（地図から）,3445,806,2,1,,2018/11/1 20:31,2018/11/1 20:55,35.445857 139.647636,ホテルモントレ横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 20:30,2018/11/1 20:30,2018/11/1 20:51,2018/11/1 20:57,,2018/11/1 20:25,0:23:54,0:23:54,,01,05,,,2018/11/1 20:25,2018/11/1 20:55,43405.850694444443405.8715277778,肯定的,,
-,-,20,2018/11/1 20:26,8459,乗客アプリ（目的地から）,4655,122,8,1,,2018/11/1 20:28,2018/11/1 20:39,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/1 20:29,2018/11/1 20:29,2018/11/1 20:45,2018/11/1 20:45,,2018/11/1 20:26,0:10:43,0:10:43,,00,01,,,2018/11/1 20:26,2018/11/1 20:39,43405.851388888943405.8604166667,#N/A,,
-,-,20,2018/11/1 20:30,8460,乗客アプリ（目的地から）,2084,639,2,1,,2018/11/1 20:37,2018/11/1 20:49,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 20:35,2018/11/1 20:35,2018/11/1 20:51,2018/11/1 20:51,,2018/11/1 20:30,0:11:40,0:11:40,,02,07,,,2018/11/1 20:30,2018/11/1 20:49,43405.854166666743405.8673611111,#N/A,,
-,-,20,2018/11/1 20:32,8461,乗客アプリ（地図から）,1158,854,6,1,,2018/11/1 20:38,2018/11/1 20:48,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/1 20:39,2018/11/1 20:39,2018/11/1 20:54,2018/11/1 20:54,,2018/11/1 20:32,0:10:43,0:10:43,,00,05,,,2018/11/1 20:32,2018/11/1 20:48,43405.855555555643405.8666666667,#N/A,,
-,-,20,2018/11/1 20:48,8462,乗客アプリ（地図から）,1751,18,6,1,,2018/11/1 20:53,2018/11/1 20:59,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 20:56,2018/11/1 20:56,2018/11/1 21:04,2018/11/1 21:00,,2018/11/1 20:48,0:06:00,0:06:00,,00,05,,,2018/11/1 20:48,2018/11/1 20:59,43405.866666666743405.8743055556,#N/A,,
-,-,20,2018/11/1 20:48,8463,乗客アプリ（地図から）,4218,980,9,1,,2018/11/1 20:53,2018/11/1 21:00,35.443908 139.635249,イセザキ・モール,35.445783 139.642958,横浜情報文化センター,2018/11/1 20:52,2018/11/1 20:52,2018/11/1 20:58,2018/11/1 21:07,,2018/11/1 20:48,0:07:00,0:07:00,,00,04,,,2018/11/1 20:48,2018/11/1 21:00,43405.866666666743405.875,肯定的,,
-,-,20,2018/11/1 20:50,8464,乗客アプリ（簡単予約）,4656,408,9,2,,2018/11/1 21:04,2018/11/1 21:05,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/11/1 21:01,2018/11/1 21:01,2018/11/1 21:13,2018/11/1 21:13,,2018/11/1 20:50,0:00:30,0:01:00,,03,14,,,2018/11/1 20:50,2018/11/1 21:05,43405.868055555643405.8784722222,肯定的,,
-,-,20,2018/11/1 20:52,8465,まちかど端末（店舗から）,0,423,3,1,,2018/11/1 20:55,2018/11/1 21:02,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/1 20:57,2018/11/1 20:57,2018/11/1 21:04,2018/11/1 21:04,,2018/11/1 20:52,0:06:44,0:06:44,,00,03,,,2018/11/1 20:52,2018/11/1 21:02,43405.869444444443405.8763888889,#N/A,,
-,-,20,2018/11/1 20:53,8466,乗客アプリ（地図から）,3913,246,6,1,,2018/11/1 21:09,2018/11/1 21:12,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445857 139.647636,ホテルモントレ横浜,2018/11/1 21:02,2018/11/1 21:02,2018/11/1 21:15,2018/11/1 21:20,,2018/11/1 20:53,0:02:58,0:02:58,,06,15,,,2018/11/1 20:53,2018/11/1 21:12,43405.870138888943405.8833333333,否定的,,
-,-,20,2018/11/1 20:56,8467,乗客アプリ（地図から）,2985,724,4,2,,2018/11/1 21:02,2018/11/1 21:11,35.447546 139.64358,横浜開港資料館,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 21:00,2018/11/1 21:00,2018/11/1 21:15,2018/11/1 21:15,,2018/11/1 20:56,0:09:57,0:19:54,,01,05,,,2018/11/1 20:56,2018/11/1 21:11,43405.872222222243405.8826388889,#N/A,,
-,-,20,2018/11/1 20:59,8468,乗客アプリ（地図から）,3445,398,6,1,,2018/11/1 21:11,2018/11/1 21:22,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/1 21:07,2018/11/1 21:07,2018/11/1 21:27,2018/11/1 21:27,,2018/11/1 20:59,0:11:04,0:11:04,,04,12,,,2018/11/1 20:59,2018/11/1 21:22,43405.874305555643405.8902777778,#N/A,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,133 ,,,,15,,28,,,,,,,,,,,,,,,42,,,,,,43 ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,
