,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,
-,-,15,2018/11/7 15:20,167-396-CAKE,10732,乗客アプリWeb（目的地から）,5432,908,7,2,,2018/11/7 15:29,2018/11/7 15:34,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/7 15:31,2018/11/7 15:31,2018/11/7 15:40,2018/11/7 15:40,,2018/11/7 15:20,0:04:07,0:08:14,,00,09,,,2018/11/7 15:20,2018/11/7 15:34,43411.638888888943411.6486111111,#N/A,,,
-,-,15,2018/11/7 15:23,028-357-GREEN,10733,乗客アプリ（地図から）,5119,806,9,1,,2018/11/7 15:31,2018/11/7 15:41,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/7 15:36,2018/11/7 15:36,2018/11/7 15:51,2018/11/7 15:51,,2018/11/7 15:23,0:09:33,0:09:33,,00,07,,,2018/11/7 15:23,2018/11/7 15:41,43411.640972222243411.6534722222,肯定的,,,
-,-,15,2018/11/7 15:24,167-383-CAKE,10734,乗客アプリWeb（目的地から）,5398,718,8,1,,2018/11/7 15:28,2018/11/7 15:39,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/7 15:29,2018/11/7 15:29,2018/11/7 15:48,2018/11/7 15:48,,2018/11/7 15:24,0:10:01,0:10:01,,00,04,,,2018/11/7 15:24,2018/11/7 15:39,43411.641666666743411.6520833333,肯定的,,,
★,-,15,2018/11/7 15:25,019-663-RED 111-533-SUN 019-657-RED,10735,乗客アプリ（地図から）,5408,670,2,3,,2018/11/7 15:30,2018/11/7 15:38,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 15:35,2018/11/7 15:35,2018/11/7 15:48,2018/11/7 15:48,2018/11/7 15:35,2018/11/7 15:35,0:07:52,0:23:36,,00,00,,,2018/11/7 15:25,2018/11/7 15:38,43411.642361111143411.6513888889,#N/A,,,
-,-,15,2018/11/7 15:26,020-401-GREEN 020-862-GREEN,10736,まちかど端末（店舗から）,0,37,8,2,,2018/11/7 15:39,2018/11/7 15:45,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/7 15:48,2018/11/7 15:48,2018/11/7 15:58,2018/11/7 15:58,,2018/11/7 15:26,0:05:45,0:11:30,,00,12,,,2018/11/7 15:26,2018/11/7 15:45,43411.643055555643411.65625,#N/A,,,
-,-,15,2018/11/7 15:27,022-176-GREEN 022-175-GREEN,10737,まちかど端末（乗降ポイントから）,0,27,3,2,,2018/11/7 15:32,2018/11/7 15:38,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/7 15:36,2018/11/7 15:36,2018/11/7 15:50,2018/11/7 15:50,,2018/11/7 15:27,0:06:15,0:12:30,,00,04,,,2018/11/7 15:27,2018/11/7 15:38,43411.6437543411.6513888889,#N/A,,,
-,-,15,2018/11/7 15:28,167-372-CAKE,10738,乗客アプリWeb（簡単予約）,5312,127,10,1,,2018/11/7 15:43,2018/11/7 15:57,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/7 15:46,2018/11/7 15:46,2018/11/7 16:05,2018/11/7 16:06,,2018/11/7 15:28,0:13:22,0:13:22,,00,15,,,2018/11/7 15:28,2018/11/7 15:57,43411.644444444443411.6645833333,#N/A,,,
-,-,15,2018/11/7 15:31,017-185-RED 017-494-RED,10742,乗客アプリ（地図から）,2968,183,7,2,,2018/11/7 15:40,2018/11/7 15:45,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/7 15:46,2018/11/7 15:46,2018/11/7 15:56,2018/11/7 15:56,,2018/11/7 15:31,0:05:47,0:11:34,,00,08,,,2018/11/7 15:31,2018/11/7 15:45,43411.646527777843411.65625,#N/A,,,
-,-,15,2018/11/7 15:32,019-853-RED,10743,まちかど端末（店舗から）,0,656,9,1,,2018/11/7 15:43,2018/11/7 15:55,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 15:49,2018/11/7 15:49,2018/11/7 16:04,2018/11/7 16:07,,2018/11/7 15:32,0:12:16,0:12:16,,00,11,,,2018/11/7 15:32,2018/11/7 15:55,43411.647222222243411.6631944444,#N/A,,,
-,-,15,2018/11/7 15:35,166-658-agekke,10745,乗客アプリ（地図から）,1751,775,2,1,,2018/11/7 15:44,2018/11/7 15:51,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/7 15:50,2018/11/7 15:50,2018/11/7 15:56,2018/11/7 15:56,,2018/11/7 15:35,0:06:20,0:06:20,,00,09,,,2018/11/7 15:35,2018/11/7 15:51,43411.649305555643411.6604166667,#N/A,,,
★,-,15,2018/11/7 15:35,010-098-RED 010-099-RED,10746,乗客アプリ（目的地から）,2801,591,1,2,,2018/11/7 15:41,2018/11/7 15:50,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/7 15:45,2018/11/7 15:45,2018/11/7 16:00,2018/11/7 16:00,2018/11/7 15:45,2018/11/7 15:45,0:09:09,0:18:18,,00,00,,,2018/11/7 15:35,2018/11/7 15:50,43411.649305555643411.6597222222,#N/A,,,
-,-,15,2018/11/7 15:35,023-239-GREEN,10747,乗客アプリ（地図から）,4418,833,3,1,,2018/11/7 15:45,2018/11/7 15:53,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/7 15:53,2018/11/7 15:53,2018/11/7 16:09,2018/11/7 16:09,,2018/11/7 15:35,0:08:00,0:08:00,,00,09,,,2018/11/7 15:35,2018/11/7 15:53,43411.649305555643411.6618055556,#N/A,,,
-,-,15,2018/11/7 15:36,112-405-SUN,10748,乗客アプリ（地図から）,4073,628,9,1,,2018/11/7 15:49,2018/11/7 15:55,35.445783 139.642958,横浜情報文化センター,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 15:57,2018/11/7 15:57,2018/11/7 16:07,2018/11/7 16:07,,2018/11/7 15:36,0:05:26,0:05:26,,00,13,,,2018/11/7 15:36,2018/11/7 15:55,43411.6543411.6631944444,#N/A,,,
-,-,15,2018/11/7 15:37,166-805-agekke,10749,乗客アプリ（地図から）,2051,531,1,1,,2018/11/7 15:41,2018/11/7 15:54,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/7 15:44,2018/11/7 15:44,2018/11/7 16:05,2018/11/7 16:05,,2018/11/7 15:37,0:13:11,0:13:11,,00,04,,,2018/11/7 15:37,2018/11/7 15:54,43411.650694444443411.6625,肯定的,,,
-,-,15,2018/11/7 15:41,166-643-agekke,10751,乗客アプリ（目的地から）,5169,68,4,1,,2018/11/7 15:51,2018/11/7 16:07,35.443659 139.650847,横浜マリンタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/7 15:56,2018/11/7 15:56,2018/11/7 16:04,2018/11/7 16:04,,2018/11/7 15:41,0:16:04,0:16:04,,00,10,,,2018/11/7 15:41,2018/11/7 16:07,43411.653472222243411.6715277778,肯定的,,,
-,-,15,2018/11/7 15:42,017-254-RED,10753,乗客アプリ（目的地から）,4342,155,2,1,,2018/11/7 15:51,2018/11/7 15:59,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 15:56,2018/11/7 15:56,2018/11/7 16:02,2018/11/7 16:02,,2018/11/7 15:42,0:07:53,0:07:53,,00,09,,,2018/11/7 15:42,2018/11/7 15:59,43411.654166666743411.6659722222,#N/A,,,
-,-,15,2018/11/7 15:43,105-304-SNOW 105-303-SNOW,10754,乗客アプリ（地図から）,5393,599,4,2,,2018/11/7 15:52,2018/11/7 16:15,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 15:57,2018/11/7 15:57,2018/11/7 16:16,2018/11/7 16:24,,2018/11/7 15:43,0:23:05,0:46:10,,00,08,,,2018/11/7 15:43,2018/11/7 16:15,43411.654861111143411.6770833333,#N/A,,,
-,-,15,2018/11/7 15:52,017-260-RED 017-252-RED,10756,乗客アプリ（地図から）,4034,594,3,2,,2018/11/7 15:54,2018/11/7 16:02,35.454389 139.630904,横浜ランドマークタワー,35.445857 139.647636,ホテルモントレ横浜,2018/11/7 15:57,2018/11/7 15:57,2018/11/7 16:12,2018/11/7 16:12,,2018/11/7 15:52,0:08:19,0:16:38,,00,02,,,2018/11/7 15:52,2018/11/7 16:02,43411.661111111143411.6680555556,#N/A,,,
-,-,15,2018/11/7 15:56,167-396-CAKE,10758,乗客アプリWeb（目的地から）,5432,166,5,2,,2018/11/7 16:02,2018/11/7 16:08,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 16:05,2018/11/7 16:05,2018/11/7 16:26,2018/11/7 16:26,,2018/11/7 15:56,0:06:48,0:13:36,,00,05,,,2018/11/7 15:56,2018/11/7 16:08,43411.663888888943411.6722222222,#N/A,,,
-,-,15,2018/11/7 15:58,071-102-ORANGE,10760,乗客アプリ（目的地から）,4746,925,2,1,,2018/11/7 15:59,2018/11/7 16:08,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/11/7 15:59,2018/11/7 15:59,2018/11/7 16:10,2018/11/7 16:10,,2018/11/7 15:58,0:08:47,0:08:47,,00,01,,,2018/11/7 15:58,2018/11/7 16:08,43411.665277777843411.6722222222,肯定的,,,
-,☆,15,2018/11/7 15:14,063-551-BANANA 063-600-BANANA 067-026-BANANA 065-301-BANANA,10727,乗客アプリ（地図から）,5394,919,9,4,2018/11/7 15:19,,,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/7 15:17,,2018/11/7 15:36,,,2018/11/7 15:14,0:00:00,0:00:00,,00,05,,,2018/11/7 15:14,1900/1/0 0:00,43411.63472222220,#N/A,,,
-,☆,15,2018/11/7 15:28,167-372-CAKE,10739,乗客アプリWeb（簡単予約）,5312,673,10,1,2018/11/7 15:47,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/7 15:46,,2018/11/7 16:06,,,2018/11/7 15:28,0:00:00,0:00:00,,00,18,,,2018/11/7 15:28,1900/1/0 0:00,43411.64444444440,#N/A,,,
-,☆,15,2018/11/7 15:29,017-254-RED,10740,乗客アプリ（目的地から）,4342,19,6,1,2018/11/7 15:38,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 15:34,,2018/11/7 15:41,,,2018/11/7 15:29,0:00:00,0:00:00,,00,08,,,2018/11/7 15:29,1900/1/0 0:00,43411.64513888890,#N/A,,,
-,☆,15,2018/11/7 15:31,105-304-SNOW 105-303-SNOW,10741,乗客アプリ（地図から）,5393,483,4,2,2018/11/7 15:43,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443704 139.651332,ホテルメルパルク横浜,2018/11/7 15:41,,2018/11/7 15:55,,,2018/11/7 15:31,0:00:00,0:00:00,,00,12,,,2018/11/7 15:31,1900/1/0 0:00,43411.64652777780,#N/A,,,
-,☆,15,2018/11/7 15:33,023-239-GREEN,10744,乗客アプリ（簡単予約）,4418,11,3,1,2018/11/7 15:33,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/11/7 15:56,,2018/11/7 16:13,,,2018/11/7 15:33,0:00:00,0:00:00,,00,22,,,2018/11/7 15:33,1900/1/0 0:00,43411.64791666670,#N/A,,,
-,☆,15,2018/11/7 15:41,167-384-CAKE,10752,乗客アプリWeb（目的地から）,5399,506,2,1,2018/11/7 15:41,,,35.441441 139.648505,横浜中華街朱雀門,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/7 16:00,,2018/11/7 16:13,,,2018/11/7 15:41,0:00:00,0:00:00,,00,18,,,2018/11/7 15:41,1900/1/0 0:00,43411.65347222220,#N/A,,,
-,☆,15,2018/11/7 15:49,017-260-RED 017-252-RED,10755,乗客アプリ（地図から）,4034,946,5,2,2018/11/7 15:51,,,35.445857 139.647636,ホテルモントレ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/7 16:02,,2018/11/7 16:20,,,2018/11/7 15:49,0:00:00,0:00:00,,00,13,,,2018/11/7 15:49,1900/1/0 0:00,43411.65902777780,#N/A,,,
★,-,16,2018/11/7 15:57,019-611-RED,10759,まちかど端末（乗降ポイントから）,0,630,8,1,,2018/11/7 16:51,2018/11/7 17:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 16:56,2018/11/7 16:56,2018/11/7 17:15,2018/11/7 17:15,2018/11/7 16:56,2018/11/7 16:56,0:12:32,0:12:32,451,00,00,05,04,2018/11/7 15:57,2018/11/7 17:04,43411.664583333343411.7111111111,#N/A,,,
-,-,16,2018/11/7 16:02,061-631-BANANA 064-530-BANANA,10761,乗客アプリ（地図から）,5404,131,3,2,,2018/11/7 16:04,2018/11/7 16:12,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/7 16:04,2018/11/7 16:04,2018/11/7 16:14,2018/11/7 16:14,,2018/11/7 16:02,0:08:32,0:17:04,,00,01,,,2018/11/7 16:02,2018/11/7 16:12,43411.668055555643411.675,#N/A,,,
-,-,16,2018/11/7 16:02,167-383-CAKE,10762,乗客アプリWeb（地図から）,5398,763,9,1,,2018/11/7 16:03,2018/11/7 16:15,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443073 139.651914,横浜人形の家,2018/11/7 16:03,2018/11/7 16:03,2018/11/7 16:23,2018/11/7 16:23,,2018/11/7 16:02,0:12:09,0:12:09,,00,00,,,2018/11/7 16:02,2018/11/7 16:15,43411.668055555643411.6770833333,#N/A,,,
-,-,16,2018/11/7 16:03,167-379-CAKE,10763,乗客アプリWeb（簡単予約）,5391,677,6,2,,2018/11/7 16:05,2018/11/7 16:16,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/7 16:05,2018/11/7 16:05,2018/11/7 16:14,2018/11/7 16:20,,2018/11/7 16:03,0:10:35,0:21:10,,00,02,,,2018/11/7 16:03,2018/11/7 16:16,43411.6687543411.6777777778,#N/A,,,
★,-,16,2018/11/7 16:04,023-733-GREEN 027-298-GREEN 025-764-GREEN,10764,乗客アプリ（目的地から）,5436,785,1,3,,2018/11/7 16:15,2018/11/7 16:24,35.453715 139.638133,横浜ワールドポーターズ,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/7 16:16,2018/11/7 16:16,2018/11/7 16:32,2018/11/7 16:32,2018/11/7 16:14,2018/11/7 16:14,0:08:16,0:24:48,,00,01,,,2018/11/7 16:04,2018/11/7 16:24,43411.669444444443411.6833333333,#N/A,,,
-,-,16,2018/11/7 16:05,063-810-BANANA 063-425-BANANA 063-424-BANANA,10765,まちかど端末（店舗から）,0,370,6,3,,2018/11/7 16:08,2018/11/7 16:16,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/7 16:09,2018/11/7 16:09,2018/11/7 16:21,2018/11/7 16:21,,2018/11/7 16:05,0:08:06,0:24:18,,00,03,,,2018/11/7 16:05,2018/11/7 16:16,43411.670138888943411.6777777778,#N/A,,,
-,-,16,2018/11/7 16:05,063-599-BANANA,10766,乗客アプリ（地図から）,1103,113,2,1,,2018/11/7 16:19,2018/11/7 16:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443704 139.651332,ホテルメルパルク横浜,2018/11/7 16:21,2018/11/7 16:21,2018/11/7 16:40,2018/11/7 16:45,,2018/11/7 16:05,0:27:37,0:27:37,,00,14,,,2018/11/7 16:05,2018/11/7 16:47,43411.670138888943411.6993055556,#N/A,,,
-,-,16,2018/11/7 16:06,166-646-agekke,10767,乗客アプリ（目的地から）,3945,420,4,1,,2018/11/7 16:07,2018/11/7 16:19,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 16:08,2018/11/7 16:08,2018/11/7 16:32,2018/11/7 16:32,,2018/11/7 16:06,0:11:52,0:11:52,,00,01,,,2018/11/7 16:06,2018/11/7 16:19,43411.670833333343411.6798611111,#N/A,,,
-,-,16,2018/11/7 16:08,167-377-CAKE,10768,乗客アプリWeb（目的地から）,5325,409,5,1,,2018/11/7 16:20,2018/11/7 16:35,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/7 16:22,2018/11/7 16:22,2018/11/7 16:40,2018/11/7 16:46,,2018/11/7 16:08,0:15:08,0:15:08,,00,12,,,2018/11/7 16:08,2018/11/7 16:35,43411.672222222243411.6909722222,#N/A,,,
-,-,16,2018/11/7 16:09,166-662-agekke,10770,まちかど端末（乗降ポイントから）,0,698,3,1,,2018/11/7 16:24,2018/11/7 16:36,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 16:24,2018/11/7 16:26,2018/11/7 16:44,2018/11/7 16:52,,2018/11/7 16:09,0:12:02,0:12:02,,00,15,,,2018/11/7 16:09,2018/11/7 16:36,43411.672916666743411.6916666667,#N/A,,,
-,-,16,2018/11/7 16:14,027-329-GREEN 028-370-GREEN,10771,乗客アプリ（目的地から）,5024,751,5,2,,2018/11/7 16:23,2018/11/7 16:32,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/7 16:26,2018/11/7 16:26,2018/11/7 16:41,2018/11/7 16:41,,2018/11/7 16:14,0:09:09,0:18:18,,00,08,,,2018/11/7 16:14,2018/11/7 16:32,43411.676388888943411.6888888889,#N/A,,,
-,-,16,2018/11/7 16:19,019-749-RED,10774,乗客アプリ（地図から）,2911,395,7,1,,2018/11/7 16:24,2018/11/7 16:31,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/7 16:29,2018/11/7 16:29,2018/11/7 16:40,2018/11/7 16:40,,2018/11/7 16:19,0:07:09,0:07:09,,00,04,,,2018/11/7 16:19,2018/11/7 16:31,43411.679861111143411.6881944444,#N/A,,,
-,-,16,2018/11/7 16:19,166-654-agekke,10775,乗客アプリ（地図から）,5386,878,2,1,,2018/11/7 16:20,2018/11/7 16:25,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.456605 139.635327,横浜ベイホテル東急,2018/11/7 16:22,2018/11/7 16:22,2018/11/7 16:30,2018/11/7 16:30,,2018/11/7 16:19,0:04:54,0:04:54,,00,00,,,2018/11/7 16:19,2018/11/7 16:25,43411.679861111143411.6840277778,#N/A,,,
★,-,16,2018/11/7 16:21,005-354-BLUE 066-883-BANANA,10776,乗客アプリ（目的地から）,3765,928,3,2,,2018/11/7 16:27,2018/11/7 16:34,35.445857 139.647636,ホテルモントレ横浜,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/7 16:31,2018/11/7 16:31,2018/11/7 16:49,2018/11/7 16:49,2018/11/7 16:31,2018/11/7 16:31,0:07:00,0:14:00,,00,00,,,2018/11/7 16:21,2018/11/7 16:34,43411.6812543411.6902777778,#N/A,,,
-,-,16,2018/11/7 16:21,167-404-CAKE,10777,乗客アプリWeb（目的地から）,5037,460,6,1,,2018/11/7 16:26,2018/11/7 16:32,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/7 16:28,2018/11/7 16:28,2018/11/7 16:36,2018/11/7 16:36,,2018/11/7 16:21,0:06:13,0:06:13,,00,04,,,2018/11/7 16:21,2018/11/7 16:32,43411.6812543411.6888888889,#N/A,,,
-,-,16,2018/11/7 16:21,019-846-RED,10778,乗客アプリ（地図から）,3394,731,4,1,,2018/11/7 16:29,2018/11/7 16:39,35.453715 139.638133,横浜ワールドポーターズ,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 16:30,2018/11/7 16:30,2018/11/7 16:46,2018/11/7 16:46,,2018/11/7 16:21,0:09:40,0:09:40,,00,07,,,2018/11/7 16:21,2018/11/7 16:39,43411.6812543411.69375,#N/A,,,
-,-,16,2018/11/7 16:23,105-351-SNOW 112-165-SUN,10779,まちかど端末（店舗から）,0,290,1,2,,2018/11/7 16:32,2018/11/7 16:37,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/11/7 16:33,2018/11/7 16:33,2018/11/7 16:41,2018/11/7 16:41,,2018/11/7 16:23,0:04:50,0:09:40,,00,08,,,2018/11/7 16:23,2018/11/7 16:37,43411.682638888943411.6923611111,#N/A,,,
★,-,16,2018/11/7 16:24,027-793-GREEN,10780,乗客アプリ（地図から）,5131,840,2,1,,2018/11/7 16:29,2018/11/7 16:36,35.456605 139.635327,横浜ベイホテル東急,35.448676 139.635696,横浜平和プラザホテル,2018/11/7 16:34,2018/11/7 16:34,2018/11/7 16:45,2018/11/7 16:45,2018/11/7 16:34,2018/11/7 16:34,0:07:24,0:07:24,,00,00,,,2018/11/7 16:24,2018/11/7 16:36,43411.683333333343411.6916666667,肯定的,,,
-,-,16,2018/11/7 16:25,167-383-CAKE,10782,乗客アプリWeb（地図から）,5398,297,1,1,,2018/11/7 16:46,2018/11/7 16:52,35.443073 139.651914,横浜人形の家,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/7 16:42,2018/11/7 16:42,2018/11/7 16:50,2018/11/7 16:50,,2018/11/7 16:25,0:06:21,0:06:21,,03,20,,,2018/11/7 16:25,2018/11/7 16:52,43411.684027777843411.7027777778,肯定的,,,
-,-,16,2018/11/7 16:33,063-977-BANANA 063-963-BANANA,10784,まちかど端末（店舗から）,0,491,6,2,,2018/11/7 16:37,2018/11/7 16:41,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/7 16:37,2018/11/7 16:37,2018/11/7 16:48,2018/11/7 16:48,,2018/11/7 16:33,0:04:26,0:08:52,,00,04,,,2018/11/7 16:33,2018/11/7 16:41,43411.689583333343411.6951388889,#N/A,,,
-,-,16,2018/11/7 16:36,167-394-CAKE,10785,乗客アプリ（地図から）,5429,167,3,1,,2018/11/7 16:40,2018/11/7 16:46,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/7 16:45,2018/11/7 16:45,2018/11/7 16:54,2018/11/7 16:54,,2018/11/7 16:36,0:06:10,0:06:10,,00,03,,,2018/11/7 16:36,2018/11/7 16:46,43411.691666666743411.6986111111,肯定的,,,
-,-,16,2018/11/7 16:39,020-997-GREEN,10786,まちかど端末（店舗から）,0,690,7,1,,2018/11/7 16:42,2018/11/7 16:50,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/7 16:42,2018/11/7 16:42,2018/11/7 16:57,2018/11/7 16:57,,2018/11/7 16:39,0:08:00,0:08:00,,00,03,,,2018/11/7 16:39,2018/11/7 16:50,43411.6937543411.7013888889,#N/A,,,
-,-,16,2018/11/7 16:41,009-691-BLUE 009-692-BLUE 009-690-BLUE,10788,乗客アプリ（地図から）,1724,778,6,3,,2018/11/7 16:46,2018/11/7 16:51,35.453715 139.638133,横浜ワールドポーターズ,35.445857 139.647636,ホテルモントレ横浜,2018/11/7 16:47,2018/11/7 16:47,2018/11/7 17:02,2018/11/7 17:02,,2018/11/7 16:41,0:05:37,0:16:51,,00,04,,,2018/11/7 16:41,2018/11/7 16:51,43411.695138888943411.7020833333,肯定的,,,
-,-,16,2018/11/7 16:43,105-373-SNOW 105-372-SNOW,10790,まちかど端末（店舗から）,0,709,5,2,,2018/11/7 16:46,2018/11/7 17:09,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 16:47,2018/11/7 16:47,2018/11/7 16:57,2018/11/7 16:57,,2018/11/7 16:43,0:23:27,0:46:54,,00,02,,,2018/11/7 16:43,2018/11/7 17:09,43411.696527777843411.7145833333,#N/A,,,
-,-,16,2018/11/7 16:44,019-713-RED,10791,乗客アプリ（地図から）,5168,105,3,1,,2018/11/7 16:48,2018/11/7 17:02,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448676 139.635696,横浜平和プラザホテル,2018/11/7 16:48,2018/11/7 16:48,2018/11/7 16:59,2018/11/7 17:03,,2018/11/7 16:44,0:13:49,0:13:49,,00,04,,,2018/11/7 16:44,2018/11/7 17:02,43411.697222222243411.7097222222,肯定的,,,
-,-,16,2018/11/7 16:45,008-382-BLUE,10792,乗客アプリ（簡単予約）,2978,278,3,1,,2018/11/7 16:47,2018/11/7 16:56,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/7 16:48,2018/11/7 16:48,2018/11/7 16:55,2018/11/7 16:55,,2018/11/7 16:45,0:08:37,0:08:37,,00,02,,,2018/11/7 16:45,2018/11/7 16:56,43411.697916666743411.7055555556,肯定的,,,
-,-,16,2018/11/7 16:47,065-322-BANANA,10793,乗客アプリ（地図から）,5359,927,7,1,,2018/11/7 16:52,2018/11/7 16:59,35.453715 139.638133,横浜ワールドポーターズ,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/7 16:53,2018/11/7 16:53,2018/11/7 17:08,2018/11/7 17:08,,2018/11/7 16:47,0:07:06,0:07:06,,00,05,,,2018/11/7 16:47,2018/11/7 16:59,43411.699305555643411.7076388889,#N/A,,,
-,-,16,2018/11/7 16:51,017-260-RED 017-252-RED,10795,乗客アプリ（地図から）,4034,923,9,2,,2018/11/7 16:56,2018/11/7 17:03,35.443704 139.651332,ホテルメルパルク横浜,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/7 16:56,2018/11/7 16:56,2018/11/7 17:01,2018/11/7 17:01,,2018/11/7 16:51,0:07:22,0:14:44,,00,04,,,2018/11/7 16:51,2018/11/7 17:03,43411.702083333343411.7104166667,#N/A,,,
-,-,16,2018/11/7 16:52,167-394-CAKE,10796,乗客アプリ（地図から）,5429,334,4,3,,2018/11/7 17:02,2018/11/7 17:13,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445857 139.647636,ホテルモントレ横浜,2018/11/7 17:05,2018/11/7 17:05,2018/11/7 17:24,2018/11/7 17:24,,2018/11/7 16:52,0:10:39,0:31:57,,00,10,,,2018/11/7 16:52,2018/11/7 17:13,43411.702777777843411.7173611111,#N/A,,,
