,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,
-,-,16,2018/11/13 16:26,019-748-RED,13498,乗客アプリ（地図から）,2911,189,7,1,,2018/11/13 16:30,2018/11/13 16:34,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/13 16:28,2018/11/13 16:28,2018/11/13 16:38,2018/11/13 16:38,,2018/11/13 16:26,0:04:27,0:04:27,,02,03,,,2018/11/13 16:26,2018/11/13 16:34,43417.684722222243417.6902777778,時刻かぶり,,,
-,-,16,2018/11/13 16:26,166-749-agekke,13499,乗客アプリ（目的地から）,2306,491,4,1,,2018/11/13 16:29,2018/11/13 16:34,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/13 16:30,2018/11/13 16:30,2018/11/13 16:39,2018/11/13 16:39,,2018/11/13 16:26,0:04:48,0:04:48,,00,03,,,2018/11/13 16:26,2018/11/13 16:34,43417.684722222243417.6902777778,肯定的,,,
★,-,16,2018/11/13 16:27,167-583-CAKE,13500,乗客アプリ（目的地から）,5037,197,10,1,,2018/11/13 16:33,2018/11/13 16:40,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/13 16:37,2018/11/13 16:37,2018/11/13 16:46,2018/11/13 16:46,2018/11/13 16:37,2018/11/13 16:37,0:06:46,0:06:46,,00,00,,,2018/11/13 16:27,2018/11/13 16:40,43417.685416666743417.6944444444,肯定的,,,
-,-,16,2018/11/13 16:28,069-404-BANANA,13501,まちかど端末（乗降ポイントから）,0,75,11,1,,2018/11/13 16:34,2018/11/13 16:40,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/13 16:35,2018/11/13 16:35,2018/11/13 16:44,2018/11/13 16:44,,2018/11/13 16:28,0:06:27,0:06:27,,00,05,,,2018/11/13 16:28,2018/11/13 16:40,43417.686111111143417.6944444444,#N/A,,,
★,-,16,2018/11/13 16:30,114-425-SUN,13502,乗客アプリ（地図から）,4054,397,9,1,,2018/11/13 16:35,2018/11/13 16:41,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.445857 139.647636,ホテルモントレ横浜,2018/11/13 16:40,2018/11/13 16:40,2018/11/13 16:47,2018/11/13 16:47,2018/11/13 16:40,2018/11/13 16:40,0:06:26,0:06:26,,00,00,,,2018/11/13 16:30,2018/11/13 16:41,43417.687543417.6951388889,#N/A,,,
-,-,16,2018/11/13 16:32,102-955-SNOW,13503,乗客アプリ（地図から）,4941,553,8,1,,2018/11/13 16:38,2018/11/13 16:43,35.450554 139.632616,横浜桜木町ワシントンホテル,35.445857 139.647636,ホテルモントレ横浜,2018/11/13 16:36,2018/11/13 16:36,2018/11/13 16:47,2018/11/13 16:47,,2018/11/13 16:32,0:04:18,0:04:18,,02,06,,,2018/11/13 16:32,2018/11/13 16:43,43417.688888888943417.6965277778,肯定的,,,
★,-,16,2018/11/13 16:36,053-283-STRAWBERRY,13504,乗客アプリ（目的地から）,3765,150,9,1,,2018/11/13 16:42,2018/11/13 16:48,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/13 16:46,2018/11/13 16:46,2018/11/13 16:56,2018/11/13 16:56,2018/11/13 16:46,2018/11/13 16:46,0:06:37,0:06:37,,00,00,,,2018/11/13 16:36,2018/11/13 16:48,43417.691666666743417.7,#N/A,,,
-,-,16,2018/11/13 16:44,028-823-GREEN 062-777-BANANA,13509,乗客アプリ（地図から）,5131,811,4,2,,2018/11/13 16:47,2018/11/13 16:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/13 16:47,2018/11/13 16:47,2018/11/13 16:54,2018/11/13 16:54,,2018/11/13 16:44,0:06:19,0:12:38,,00,03,,,2018/11/13 16:44,2018/11/13 16:54,43417.697222222243417.7041666667,#N/A,,,
-,-,16,2018/11/13 16:47,167-625-CAKE,13510,乗客アプリWeb（目的地から）,6132,814,8,2,,2018/11/13 16:53,2018/11/13 17:00,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/13 16:49,2018/11/13 16:49,2018/11/13 17:03,2018/11/13 17:03,,2018/11/13 16:47,0:06:36,0:13:12,,03,06,,,2018/11/13 16:47,2018/11/13 17:00,43417.699305555643417.7083333333,肯定的,,,
-,-,16,2018/11/13 16:49,102-955-SNOW,13511,乗客アプリ（地図から）,4941,647,5,1,,2018/11/13 16:54,2018/11/13 16:59,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/13 16:52,2018/11/13 16:52,2018/11/13 17:00,2018/11/13 17:00,,2018/11/13 16:49,0:05:53,0:05:53,,01,04,,,2018/11/13 16:49,2018/11/13 16:59,43417.700694444443417.7076388889,肯定的,,,
-,-,16,2018/11/13 16:51,064-508-BANANA 064-133-BANANA,13512,乗客アプリ（目的地から）,6135,380,3,2,,2018/11/13 16:58,2018/11/13 17:06,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/13 16:54,2018/11/13 16:54,2018/11/13 17:05,2018/11/13 17:05,,2018/11/13 16:51,0:07:58,0:15:56,,04,07,,,2018/11/13 16:51,2018/11/13 17:06,43417.702083333343417.7125,肯定的,,,
-,-,16,2018/11/13 16:54,166-605-agekke,13513,乗客アプリ（地図から）,2051,681,9,1,,2018/11/13 17:01,2018/11/13 17:11,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/13 16:57,2018/11/13 16:57,2018/11/13 17:10,2018/11/13 17:10,,2018/11/13 16:54,0:09:46,0:09:46,,04,06,,,2018/11/13 16:54,2018/11/13 17:11,43417.704166666743417.7159722222,肯定的,,,
-,-,16,2018/11/13 16:54,102-958-SNOW,13514,乗客アプリ（地図から）,2325,241,6,1,,2018/11/13 16:59,2018/11/13 17:07,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/13 16:56,2018/11/13 16:56,2018/11/13 17:05,2018/11/13 17:05,,2018/11/13 16:54,0:07:19,0:07:19,,03,04,,,2018/11/13 16:54,2018/11/13 17:07,43417.704166666743417.7131944444,#N/A,,,
-,-,16,2018/11/13 16:59,104-690-SNOW,13518,乗客アプリ（地図から）,5567,487,5,1,,2018/11/13 17:06,2018/11/13 17:20,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/13 17:07,2018/11/13 17:07,2018/11/13 17:19,2018/11/13 17:28,,2018/11/13 16:59,0:13:15,0:13:15,,00,07,,,2018/11/13 16:59,2018/11/13 17:20,43417.707638888943417.7222222222,#N/A,,,
★,☆,16,2018/11/13 15:59,113-131-SUN,13477,乗客アプリ（地図から）,4073,835,10,1,2018/11/13 16:09,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/13 16:09,,2018/11/13 16:18,,2018/11/13 16:09,2018/11/13 16:09,0:00:00,0:00:00,,00,00,,,2018/11/13 15:59,1900/1/0 0:00,43417.66597222220,#N/A,,,
★,☆,16,2018/11/13 16:04,063-091-BANANA,13482,乗客アプリ（地図から）,5936,652,6,1,2018/11/13 16:05,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/13 16:14,,2018/11/13 16:40,,2018/11/13 16:14,2018/11/13 16:14,0:00:00,0:00:00,,00,00,,,2018/11/13 16:04,1900/1/0 0:00,43417.66944444440,#N/A,,,
-,☆,16,2018/11/13 16:13,009-663-BLUE,13489,乗客アプリ（地図から）,2312,686,6,1,2018/11/13 16:33,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/13 16:21,,2018/11/13 16:33,,,2018/11/13 16:13,0:00:00,0:00:00,,00,19,,,2018/11/13 16:13,1900/1/0 0:00,43417.67569444440,#N/A,,,
-,☆,16,2018/11/13 16:24,019-748-RED,13497,乗客アプリ（地図から）,2911,162,7,1,2018/11/13 16:26,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/13 16:26,,2018/11/13 16:36,,,2018/11/13 16:24,0:00:00,0:00:00,,00,01,,,2018/11/13 16:24,1900/1/0 0:00,43417.68333333330,#N/A,,,
-,☆,16,2018/11/13 16:41,009-838-BLUE 009-837-BLUE,13506,乗客アプリ（地図から）,1019,326,2,2,2018/11/13 16:41,,,35.454389 139.630904,横浜ランドマークタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/13 16:44,,2018/11/13 16:51,,,2018/11/13 16:41,0:00:00,0:00:00,,00,03,,,2018/11/13 16:41,1900/1/0 0:00,43417.69513888890,#N/A,,※205行と同一人物と思われるため一番短いものを採用,
-,☆,16,2018/11/13 16:41,009-838-BLUE 009-837-BLUE,13507,乗客アプリ（地図から）,1019,764,2,2,2018/11/13 16:42,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/13 16:49,,2018/11/13 16:59,,,2018/11/13 16:41,0:00:00,0:00:00,,00,,,,2018/11/13 16:41,1900/1/0 0:00,43417.69513888890,#N/A,,※204行と同一人物と思われるため一番短いものを採用,
-,☆,16,2018/11/13 16:57,167-596-CAKE,13515,乗客アプリWeb（目的地から）,4694,459,5,1,2018/11/13 16:57,,,35.443908 139.635249,イセザキ・モール,35.443659 139.650847,横浜マリンタワー,2018/11/13 17:02,,2018/11/13 17:13,,,2018/11/13 16:57,0:00:00,0:00:00,,00,04,,,2018/11/13 16:57,1900/1/0 0:00,43417.706250,#N/A,,,
-,☆,16,2018/11/13 16:58,066-251-BANANA 070-943-ORANGE 070-940-ORANGE 018-974-RED,13516,まちかど端末（店舗から）,0,590,4,4,2018/11/13 16:58,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/13 17:06,,2018/11/13 17:23,,,2018/11/13 16:58,0:00:00,0:00:00,,00,08,,,2018/11/13 16:58,1900/1/0 0:00,43417.70694444440,#N/A,,※245行と同一人物と思われるため一番短いものを採用,
-,☆,16,2018/11/13 16:59,066-251-BANANA 070-940-ORANGE 070-943-ORANGE 018-974-RED,13517,まちかど端末（店舗から）,0,967,4,4,2018/11/13 17:00,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/13 17:08,,2018/11/13 17:24,,,2018/11/13 16:59,0:00:00,0:00:00,,00,,,,2018/11/13 16:59,1900/1/0 0:00,43417.70763888890,#N/A,,※244行と同一人物と思われるため一番短いものを採用,
★,-,17,2018/11/13 16:19,112-669-SUN,13494,乗客アプリ（目的地から）,5709,165,11,1,,2018/11/13 17:15,2018/11/13 17:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/13 17:19,2018/11/13 17:19,2018/11/13 17:29,2018/11/13 17:38,2018/11/13 17:19,2018/11/13 17:19,0:15:18,0:15:18,425,00,00,08,04,2018/11/13 16:19,2018/11/13 17:31,43417.679861111143417.7298611111,#N/A,,,
-,-,17,2018/11/13 17:00,026-254-GREEN,13520,まちかど端末（店舗から）,0,177,13,1,,2018/11/13 17:03,2018/11/13 17:05,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/13 17:02,2018/11/13 17:02,2018/11/13 17:12,2018/11/13 17:12,,2018/11/13 17:00,0:02:19,0:02:19,,01,02,,,2018/11/13 17:00,2018/11/13 17:05,43417.708333333343417.7118055556,#N/A,,,
-,-,17,2018/11/13 17:00,068-532-BANANA 068-537-BANANA,13521,乗客アプリ（地図から）,6098,112,1,2,,2018/11/13 17:04,2018/11/13 17:14,35.443704 139.651332,ホテルメルパルク横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/13 17:03,2018/11/13 17:03,2018/11/13 17:19,2018/11/13 17:19,,2018/11/13 17:00,0:10:10,0:20:20,,00,03,,,2018/11/13 17:00,2018/11/13 17:14,43417.708333333343417.7180555556,#N/A,,,
-,-,17,2018/11/13 17:06,028-591-GREEN,13522,まちかど端末（店舗から）,0,86,2,1,,2018/11/13 17:08,2018/11/13 17:16,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/13 17:09,2018/11/13 17:09,2018/11/13 17:21,2018/11/13 17:21,,2018/11/13 17:06,0:08:10,0:08:10,,00,02,,,2018/11/13 17:06,2018/11/13 17:16,43417.712543417.7194444444,#N/A,,,
-,-,17,2018/11/13 17:06,016-973-RED,13523,まちかど端末（乗降ポイントから）,0,861,4,1,,2018/11/13 17:10,2018/11/13 17:19,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/13 17:10,2018/11/13 17:10,2018/11/13 17:24,2018/11/13 17:24,,2018/11/13 17:06,0:08:39,0:08:39,,00,04,,,2018/11/13 17:06,2018/11/13 17:19,43417.712543417.7215277778,#N/A,,,
★,-,17,2018/11/13 17:06,057-053-STRAWBERRY 057-055-STRAWBERRY 062-644-BANANA,13524,乗客アプリ（目的地から）,5476,425,5,3,,2018/11/13 17:11,2018/11/13 17:27,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/13 17:16,2018/11/13 17:16,2018/11/13 17:35,2018/11/13 17:35,2018/11/13 17:16,2018/11/13 17:16,0:15:44,0:47:12,,00,00,,,2018/11/13 17:06,2018/11/13 17:27,43417.712543417.7270833333,#N/A,,,
-,-,17,2018/11/13 17:08,029-587-GREEN,13526,まちかど端末（乗降ポイントから）,0,985,13,1,,2018/11/13 17:11,2018/11/13 17:18,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/13 17:09,2018/11/13 17:09,2018/11/13 17:21,2018/11/13 17:21,,2018/11/13 17:08,0:07:04,0:07:04,,01,02,,,2018/11/13 17:08,2018/11/13 17:18,43417.713888888943417.7208333333,#N/A,,,
-,-,17,2018/11/13 17:08,015-470-RED 015-469-RED,13527,まちかど端末（店舗から）,0,99,7,2,,2018/11/13 17:13,2018/11/13 17:21,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/13 17:11,2018/11/13 17:11,2018/11/13 17:23,2018/11/13 17:23,,2018/11/13 17:08,0:08:22,0:16:44,,01,04,,,2018/11/13 17:08,2018/11/13 17:21,43417.713888888943417.7229166667,#N/A,,,
★,-,17,2018/11/13 17:14,111-649-SUN,13528,乗客アプリ（目的地から）,4256,173,11,1,,2018/11/13 17:21,2018/11/13 17:39,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/13 17:24,2018/11/13 17:24,2018/11/13 17:46,2018/11/13 17:46,2018/11/13 17:24,2018/11/13 17:24,0:18:28,0:18:28,,00,00,,,2018/11/13 17:14,2018/11/13 17:39,43417.718055555643417.7354166667,#N/A,,,
-,-,17,2018/11/13 17:15,112-686-SUN,13529,まちかど端末（店舗から）,0,324,3,1,,2018/11/13 17:21,2018/11/13 17:30,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/13 17:18,2018/11/13 17:22,2018/11/13 17:30,2018/11/13 17:36,,2018/11/13 17:15,0:09:06,0:09:06,,02,06,,,2018/11/13 17:15,2018/11/13 17:30,43417.7187543417.7291666667,#N/A,,,
-,-,17,2018/11/13 17:15,028-160-GREEN,13530,乗客アプリ（地図から）,3965,128,10,1,,2018/11/13 17:18,2018/11/13 17:37,35.447546 139.64358,横浜開港資料館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/13 17:20,2018/11/13 17:20,2018/11/13 17:31,2018/11/13 17:44,,2018/11/13 17:15,0:19:19,0:19:19,,00,02,,,2018/11/13 17:15,2018/11/13 17:37,43417.7187543417.7340277778,肯定的,,,
-,-,17,2018/11/13 17:16,009-080-BLUE,13531,乗客アプリ（地図から）,3880,583,8,1,,2018/11/13 17:18,2018/11/13 17:32,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/13 17:19,2018/11/13 17:19,2018/11/13 17:33,2018/11/13 17:33,,2018/11/13 17:16,0:13:22,0:13:22,,00,02,,,2018/11/13 17:16,2018/11/13 17:32,43417.719444444443417.7305555556,#N/A,,,
-,-,17,2018/11/13 17:16,105-585-SNOW,13532,まちかど端末（店舗から）,0,309,3,1,,2018/11/13 17:21,2018/11/13 17:25,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.447541 139.644914,シルク博物館,2018/11/13 17:22,2018/11/13 17:22,2018/11/13 17:26,2018/11/13 17:26,,2018/11/13 17:16,0:03:40,0:03:40,,00,05,,,2018/11/13 17:16,2018/11/13 17:25,43417.719444444443417.7256944444,#N/A,,,
-,-,17,2018/11/13 17:16,063-634-BANANA,13533,乗客アプリ（地図から）,3333,950,7,1,,2018/11/13 17:27,2018/11/13 17:42,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/13 17:25,2018/11/13 17:25,2018/11/13 17:45,2018/11/13 17:45,,2018/11/13 17:16,0:15:43,0:15:43,,01,10,,,2018/11/13 17:16,2018/11/13 17:42,43417.719444444443417.7375,#N/A,,,
★,-,17,2018/11/13 17:17,114-425-SUN,13534,乗客アプリ（地図から）,4054,326,10,1,,2018/11/13 17:24,2018/11/13 17:31,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/13 17:27,2018/11/13 17:27,2018/11/13 17:36,2018/11/13 17:36,2018/11/13 17:27,2018/11/13 17:27,0:07:09,0:07:09,,00,00,,,2018/11/13 17:17,2018/11/13 17:31,43417.720138888943417.7298611111,#N/A,,,
-,-,17,2018/11/13 17:18,112-036-SUN,13535,まちかど端末（乗降ポイントから）,0,942,9,1,,2018/11/13 17:24,2018/11/13 17:32,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/11/13 17:23,2018/11/13 17:23,2018/11/13 17:41,2018/11/13 17:41,,2018/11/13 17:18,0:08:06,0:08:06,,00,06,,,2018/11/13 17:18,2018/11/13 17:32,43417.720833333343417.7305555556,#N/A,,,
-,-,17,2018/11/13 17:20,018-942-RED,13536,まちかど端末（乗降ポイントから）,0,837,6,1,,2018/11/13 17:27,2018/11/13 17:34,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/13 17:27,2018/11/13 17:27,2018/11/13 17:39,2018/11/13 17:39,,2018/11/13 17:20,0:07:10,0:07:10,,00,07,,,2018/11/13 17:20,2018/11/13 17:34,43417.722222222243417.7319444444,#N/A,,,
-,-,17,2018/11/13 17:21,066-176-BANANA 066-175-BANANA,13537,まちかど端末（乗降ポイントから）,0,247,13,2,,2018/11/13 17:36,2018/11/13 17:44,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/13 17:36,2018/11/13 17:36,2018/11/13 17:47,2018/11/13 17:47,,2018/11/13 17:21,0:08:01,0:16:02,,00,14,,,2018/11/13 17:21,2018/11/13 17:44,43417.722916666743417.7388888889,#N/A,,,
★,-,17,2018/11/13 17:22,111-726-SUN 111-727-SUN,13538,乗客アプリ（簡単予約）,2518,514,11,2,,2018/11/13 18:17,2018/11/13 18:27,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/13 18:22,2018/11/13 18:22,2018/11/13 18:35,2018/11/13 18:37,2018/11/13 18:22,2018/11/13 18:22,0:10:11,0:20:22,,00,00,,,2018/11/13 17:22,2018/11/13 18:27,43417.723611111143417.76875,#N/A,,,
-,-,17,2018/11/13 17:28,111-393-SUN 102-806-SNOW 111-392-SUN 102-807-SNOW,13540,まちかど端末（店舗から）,0,535,8,4,,2018/11/13 17:41,2018/11/13 17:50,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/11/13 17:40,2018/11/13 17:40,2018/11/13 17:53,2018/11/13 17:53,,2018/11/13 17:28,0:09:26,0:37:44,,00,13,,,2018/11/13 17:28,2018/11/13 17:50,43417.727777777843417.7430555556,#N/A,,,
-,-,17,2018/11/13 17:28,007-706-BLUE,13541,乗客アプリ（地図から）,2535,468,3,1,,2018/11/13 17:30,2018/11/13 17:39,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/13 17:31,2018/11/13 17:31,2018/11/13 17:42,2018/11/13 17:42,,2018/11/13 17:28,0:08:33,0:08:33,,00,01,,,2018/11/13 17:28,2018/11/13 17:39,43417.727777777843417.7354166667,肯定的,,,
★,-,17,2018/11/13 17:30,064-155-BANANA,13542,乗客アプリ（地図から）,2650,529,4,1,,2018/11/13 18:25,2018/11/13 18:33,35.443704 139.651332,ホテルメルパルク横浜,35.443908 139.635249,イセザキ・モール,2018/11/13 18:30,2018/11/13 18:30,2018/11/13 18:41,2018/11/13 18:39,2018/11/13 18:30,2018/11/13 18:30,0:08:14,0:08:14,,00,00,,,2018/11/13 17:30,2018/11/13 18:33,43417.729166666743417.7729166667,#N/A,,,
-,-,17,2018/11/13 17:31,019-169-RED,13543,乗客アプリ（目的地から）,5422,990,5,1,,2018/11/13 17:36,2018/11/13 17:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/13 17:39,2018/11/13 17:39,2018/11/13 17:47,2018/11/13 17:47,,2018/11/13 17:31,0:06:16,0:06:16,,00,05,,,2018/11/13 17:31,2018/11/13 17:43,43417.729861111143417.7381944444,#N/A,,,
★,-,17,2018/11/13 17:31,053-283-STRAWBERRY,13544,乗客アプリ（目的地から）,3765,174,6,1,,2018/11/13 17:39,2018/11/13 17:50,35.443908 139.635249,イセザキ・モール,35.445857 139.647636,ホテルモントレ横浜,2018/11/13 17:41,2018/11/13 17:41,2018/11/13 17:59,2018/11/13 17:59,2018/11/13 17:41,2018/11/13 17:41,0:11:01,0:11:01,,00,00,,,2018/11/13 17:31,2018/11/13 17:50,43417.729861111143417.7430555556,#N/A,,,
-,-,17,2018/11/13 17:32,009-838-BLUE,13545,乗客アプリ（地図から）,1019,404,9,1,,2018/11/13 17:36,2018/11/13 17:42,35.454389 139.630904,横浜ランドマークタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/13 17:38,2018/11/13 17:38,2018/11/13 17:50,2018/11/13 17:50,,2018/11/13 17:32,0:05:58,0:05:58,,00,04,,,2018/11/13 17:32,2018/11/13 17:42,43417.730555555643417.7375,#N/A,,,
-,-,17,2018/11/13 17:34,027-886-GREEN,13547,乗客アプリ（目的地から）,2215,769,9,1,,2018/11/13 17:46,2018/11/13 17:55,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/13 17:55,2018/11/13 17:55,2018/11/13 18:05,2018/11/13 18:05,,2018/11/13 17:34,0:09:19,0:09:19,,00,11,,,2018/11/13 17:34,2018/11/13 17:55,43417.731944444443417.7465277778,#N/A,,,
★,-,17,2018/11/13 17:35,111-235-SUN,13548,乗客アプリ（地図から）,4442,743,3,1,,2018/11/13 18:28,2018/11/13 18:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/13 18:35,2018/11/13 18:35,2018/11/13 18:45,2018/11/13 18:50,2018/11/13 18:35,2018/11/13 18:35,0:10:29,0:10:29,,00,00,,,2018/11/13 17:35,2018/11/13 18:39,43417.732638888943417.7770833333,肯定的,,,
-,-,17,2018/11/13 17:38,009-663-BLUE,13549,乗客アプリ（地図から）,2312,708,10,1,,2018/11/13 17:51,2018/11/13 17:59,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/13 17:44,2018/11/13 17:44,2018/11/13 17:56,2018/11/13 17:56,,2018/11/13 17:38,0:07:28,0:07:28,,07,13,,,2018/11/13 17:38,2018/11/13 17:59,43417.734722222243417.7493055556,#N/A,,,
★,-,17,2018/11/13 17:38,015-516-RED,13550,まちかど端末（店舗から）,0,389,7,1,,2018/11/13 17:46,2018/11/13 17:51,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/13 17:50,2018/11/13 17:50,2018/11/13 18:01,2018/11/13 18:01,2018/11/13 17:48,2018/11/13 17:48,0:04:59,0:04:59,,00,00,,,2018/11/13 17:38,2018/11/13 17:51,43417.734722222243417.74375,#N/A,,,
-,-,17,2018/11/13 17:40,102-972-SNOW 102-971-SNOW,13551,乗客アプリ（目的地から）,6114,38,13,2,,2018/11/13 17:46,2018/11/13 17:52,35.447546 139.64358,横浜開港資料館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/13 17:49,2018/11/13 17:49,2018/11/13 17:59,2018/11/13 17:59,,2018/11/13 17:40,0:05:31,0:11:02,,00,06,,,2018/11/13 17:40,2018/11/13 17:52,43417.736111111143417.7444444444,#N/A,,,
-,-,17,2018/11/13 17:41,167-625-CAKE,13552,乗客アプリ（目的地から）,6132,886,13,2,,2018/11/13 18:07,2018/11/13 18:11,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.456605 139.635327,横浜ベイホテル東急,2018/11/13 18:11,2018/11/13 18:11,2018/11/13 18:24,2018/11/13 18:24,,2018/11/13 17:41,0:03:44,0:07:28,,00,26,,,2018/11/13 17:41,2018/11/13 18:11,43417.736805555643417.7576388889,肯定的,,,
-,-,17,2018/11/13 17:42,007-706-BLUE,13553,乗客アプリ（地図から）,2535,650,11,1,,2018/11/13 17:52,2018/11/13 17:59,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/13 17:58,2018/11/13 17:58,2018/11/13 18:09,2018/11/13 18:10,,2018/11/13 17:42,0:07:14,0:07:14,,00,09,,,2018/11/13 17:42,2018/11/13 17:59,43417.737543417.7493055556,肯定的,,,
★,-,17,2018/11/13 17:46,166-627-agekke,13555,乗客アプリ（地図から）,1751,55,8,1,,2018/11/13 18:02,2018/11/13 18:08,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/13 18:03,2018/11/13 18:03,2018/11/13 18:11,2018/11/13 18:11,2018/11/13 17:56,2018/11/13 17:56,0:05:31,0:05:31,,00,06,,,2018/11/13 17:46,2018/11/13 18:08,43417.740277777843417.7555555556,肯定的,,,
