,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,
-,☆,12,2018/11/14 12:30,019-049-RED,13809,乗客アプリ（地図から）,2137,138,1,1,2018/11/14 12:30,,,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/14 13:14,,2018/11/14 13:24,,,2018/11/14 12:30,0:00:00,0:00:00,,00,44,,,2018/11/14 12:30,1900/1/0 0:00,43418.52083333330,#N/A,,,
★,☆,12,2018/11/14 12:32,167-642-CAKE,13810,乗客アプリWeb（地図から）,6203,630,5,1,2018/11/14 12:33,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/14 12:42,,2018/11/14 12:54,,2018/11/14 12:41,2018/11/14 12:41,0:00:00,0:00:00,,00,01,,,2018/11/14 12:32,1900/1/0 0:00,43418.52222222220,#N/A,,,
-,☆,12,2018/11/14 12:36,018-795-RED 020-916-GREEN 020-915-GREEN,13813,乗客アプリ（簡単予約）,3620,93,5,3,2018/11/14 12:37,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/14 12:53,,2018/11/14 13:03,,,2018/11/14 12:36,0:00:00,0:00:00,,00,16,,,2018/11/14 12:36,1900/1/0 0:00,43418.5250,#N/A,,,
-,☆,12,2018/11/14 12:41,018-710-RED,13817,乗客アプリ（目的地から）,6173,65,11,1,2018/11/14 13:26,,,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/14 13:18,,2018/11/14 13:28,,,2018/11/14 12:41,0:00:00,0:00:00,,00,45,,,2018/11/14 12:41,1900/1/0 0:00,43418.52847222220,#N/A,,,
-,☆,12,2018/11/14 12:43,167-630-CAKE,13818,乗客アプリ（地図から）,5055,156,6,4,2018/11/14 13:15,,,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/14 13:07,,2018/11/14 13:23,,,2018/11/14 12:43,0:00:00,0:00:00,,00,32,,,2018/11/14 12:43,1900/1/0 0:00,43418.52986111110,#N/A,,,
-,☆,12,2018/11/14 12:45,027-886-GREEN,13819,乗客アプリ（目的地から）,2215,6,5,1,2018/11/14 12:45,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/14 13:11,,2018/11/14 13:24,,,2018/11/14 12:45,0:00:00,0:00:00,,00,26,,,2018/11/14 12:45,1900/1/0 0:00,43418.531250,#N/A,,,
-,☆,12,2018/11/14 12:45,167-639-CAKE,13820,乗客アプリWeb（地図から）,1220,278,1,1,2018/11/14 12:47,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/14 13:06,,2018/11/14 13:26,,,2018/11/14 12:45,0:00:00,0:00:00,,00,21,,,2018/11/14 12:45,1900/1/0 0:00,43418.531250,#N/A,,,
-,☆,12,2018/11/14 12:53,000-364-BLUE,13825,乗客アプリ（簡単予約）,4795,236,8,1,2018/11/14 12:53,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/14 13:10,,2018/11/14 13:19,,,2018/11/14 12:53,0:00:00,0:00:00,,00,17,,,2018/11/14 12:53,1900/1/0 0:00,43418.53680555560,#N/A,,,
-,☆,12,2018/11/14 12:57,117-867-SUN 117-866-SUN 117-865-SUN,13829,乗客アプリ（目的地から）,6186,200,4,3,2018/11/14 12:57,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.445857 139.647636,ホテルモントレ横浜,2018/11/14 13:16,,2018/11/14 13:32,,,2018/11/14 12:57,0:00:00,0:00:00,,00,19,,,2018/11/14 12:57,1900/1/0 0:00,43418.53958333330,#N/A,,,
-,☆,12,2018/11/14 12:59,018-483-RED 018-484-RED 104-516-SNOW 104-515-SNOW 104-517-SNOW,13830,乗客アプリ（簡単予約）,5085,275,2,5,2018/11/14 13:01,,,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/14 13:28,,2018/11/14 13:41,,,2018/11/14 12:59,0:00:00,0:00:00,,00,28,,,2018/11/14 12:59,1900/1/0 0:00,43418.54097222220,#N/A,,,
-,-,13,2018/11/14 13:06,167-646-CAKE,13831,乗客アプリWeb（目的地から）,6209,85,1,1,,2018/11/14 13:11,2018/11/14 13:20,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/14 13:09,2018/11/14 13:09,2018/11/14 13:19,2018/11/14 13:19,,2018/11/14 13:06,0:08:51,0:08:51,249,02,05,04,04,2018/11/14 13:06,2018/11/14 13:20,43418.545833333343418.5555555556,#N/A,,,
-,-,13,2018/11/14 13:08,009-545-BLUE,13832,乗客アプリ（地図から）,2550,868,8,1,,2018/11/14 13:12,2018/11/14 13:21,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/14 13:14,2018/11/14 13:14,2018/11/14 13:32,2018/11/14 13:32,,2018/11/14 13:08,0:08:43,0:08:43,,00,04,,,2018/11/14 13:08,2018/11/14 13:21,43418.547222222243418.55625,#N/A,,,
-,-,13,2018/11/14 13:09,167-636-CAKE,13833,乗客アプリ（地図から）,6183,917,4,1,,2018/11/14 13:15,2018/11/14 13:21,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/14 13:13,2018/11/14 13:13,2018/11/14 13:17,2018/11/14 13:17,,2018/11/14 13:09,0:05:52,0:05:52,,01,06,,,2018/11/14 13:09,2018/11/14 13:21,43418.547916666743418.55625,肯定的,,,
-,-,13,2018/11/14 13:09,069-408-BANANA,13834,まちかど端末（店舗から）,0,924,3,1,,2018/11/14 13:15,2018/11/14 13:23,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/14 13:17,2018/11/14 13:17,2018/11/14 13:24,2018/11/14 13:27,,2018/11/14 13:09,0:07:42,0:07:42,,00,06,,,2018/11/14 13:09,2018/11/14 13:23,43418.547916666743418.5576388889,#N/A,,,
★,-,13,2018/11/14 13:10,167-617-CAKE,13835,乗客アプリ（地図から）,2176,919,3,1,,2018/11/14 13:19,2018/11/14 13:28,35.456605 139.635327,横浜ベイホテル東急,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/14 13:20,2018/11/14 13:20,2018/11/14 13:40,2018/11/14 13:40,2018/11/14 13:20,2018/11/14 13:20,0:08:30,0:08:30,,00,00,,,2018/11/14 13:10,2018/11/14 13:28,43418.548611111143418.5611111111,#N/A,,,
★,-,13,2018/11/14 13:11,115-339-SUN,13836,乗客アプリ（簡単予約）,4026,435,10,1,,2018/11/14 13:19,2018/11/14 13:27,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/14 13:21,2018/11/14 13:21,2018/11/14 13:35,2018/11/14 13:35,2018/11/14 13:21,2018/11/14 13:21,0:07:22,0:07:22,,00,00,,,2018/11/14 13:11,2018/11/14 13:27,43418.549305555643418.5604166667,#N/A,,,
-,-,13,2018/11/14 13:15,105-387-SNOW,13837,まちかど端末（乗降ポイントから）,0,521,6,1,,2018/11/14 13:20,2018/11/14 13:22,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.447541 139.644914,シルク博物館,2018/11/14 13:22,2018/11/14 13:22,2018/11/14 13:25,2018/11/14 13:25,,2018/11/14 13:15,0:02:12,0:02:12,,00,04,,,2018/11/14 13:15,2018/11/14 13:22,43418.552083333343418.5569444444,#N/A,,,
-,-,13,2018/11/14 13:22,166-611-agekke,13838,乗客アプリ（目的地から）,3162,709,9,1,,2018/11/14 13:25,2018/11/14 13:30,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/14 13:24,2018/11/14 13:24,2018/11/14 13:31,2018/11/14 13:31,,2018/11/14 13:22,0:04:19,0:04:19,,01,02,,,2018/11/14 13:22,2018/11/14 13:30,43418.556944444443418.5625,肯定的,,,
-,-,13,2018/11/14 13:24,167-630-CAKE,13839,乗客アプリ（目的地から）,5055,725,4,4,,2018/11/14 13:27,2018/11/14 13:30,35.445857 139.647636,ホテルモントレ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/14 13:27,2018/11/14 13:27,2018/11/14 13:32,2018/11/14 13:32,,2018/11/14 13:24,0:02:50,0:11:20,,00,03,,,2018/11/14 13:24,2018/11/14 13:30,43418.558333333343418.5625,肯定的,,,
★,-,13,2018/11/14 13:26,018-793-RED 018-828-RED 018-827-RED,13840,まちかど端末（店舗から）,0,333,9,3,,2018/11/14 13:32,2018/11/14 13:40,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/14 13:35,2018/11/14 13:35,2018/11/14 13:46,2018/11/14 13:46,2018/11/14 13:35,2018/11/14 13:35,0:08:27,0:25:21,,00,00,,,2018/11/14 13:26,2018/11/14 13:40,43418.559722222243418.5694444444,#N/A,,,
-,-,13,2018/11/14 13:27,023-701-GREEN 018-710-RED,13841,乗客アプリ（目的地から）,6173,488,11,2,,2018/11/14 13:27,2018/11/14 13:35,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/14 13:28,2018/11/14 13:28,2018/11/14 13:39,2018/11/14 13:39,,2018/11/14 13:27,0:07:07,0:14:14,,00,00,,,2018/11/14 13:27,2018/11/14 13:35,43418.560416666743418.5659722222,#N/A,,,
-,-,13,2018/11/14 13:28,009-648-BLUE 008-783-BLUE,13842,まちかど端末（乗降ポイントから）,0,140,7,2,,2018/11/14 13:34,2018/11/14 14:01,35.443073 139.651914,横浜人形の家,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/14 13:29,2018/11/14 13:29,2018/11/14 13:53,2018/11/14 13:53,,2018/11/14 13:28,0:27:27,0:54:54,,04,06,,,2018/11/14 13:28,2018/11/14 14:01,43418.561111111143418.5840277778,#N/A,,,
-,-,13,2018/11/14 13:30,019-049-RED,13843,乗客アプリ（地図から）,2137,771,2,1,,2018/11/14 13:36,2018/11/14 13:43,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/14 13:35,2018/11/14 13:35,2018/11/14 13:45,2018/11/14 13:45,,2018/11/14 13:30,0:07:20,0:07:20,,00,05,,,2018/11/14 13:30,2018/11/14 13:43,43418.562543418.5715277778,#N/A,,,
-,-,13,2018/11/14 13:32,167-636-CAKE,13847,乗客アプリ（地図から）,6183,480,4,1,,2018/11/14 13:36,2018/11/14 13:52,35.441002 139.650809,横浜元町ショッピングストリート,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/14 13:37,2018/11/14 13:37,2018/11/14 13:59,2018/11/14 13:59,,2018/11/14 13:32,0:16:16,0:16:16,,00,03,,,2018/11/14 13:32,2018/11/14 13:52,43418.563888888943418.5777777778,肯定的,,,
★,-,13,2018/11/14 13:34,166-611-agekke,13848,乗客アプリ（目的地から）,3162,424,3,1,,2018/11/14 13:47,2018/11/14 13:58,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/14 13:44,2018/11/14 13:44,2018/11/14 14:02,2018/11/14 14:02,2018/11/14 13:44,2018/11/14 13:44,0:10:48,0:10:48,,02,02,,,2018/11/14 13:34,2018/11/14 13:58,43418.565277777843418.5819444444,#N/A,,,
-,-,13,2018/11/14 13:35,167-648-CAKE,13849,乗客アプリWeb（簡単予約）,4622,381,6,1,,2018/11/14 13:46,2018/11/14 13:53,35.448676 139.635696,横浜平和プラザホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/14 13:40,2018/11/14 13:40,2018/11/14 13:48,2018/11/14 13:48,,2018/11/14 13:35,0:07:50,0:07:50,,05,10,,,2018/11/14 13:35,2018/11/14 13:53,43418.565972222243418.5784722222,#N/A,,,
-,-,13,2018/11/14 13:39,167-619-CAKE,13850,乗客アプリWeb（地図から）,6119,623,11,1,,2018/11/14 13:45,2018/11/14 13:48,35.450447 139.635947,馬車道駅（みなとみらい線）,35.453715 139.638133,横浜ワールドポーターズ,2018/11/14 13:43,2018/11/14 13:43,2018/11/14 13:49,2018/11/14 13:49,,2018/11/14 13:39,0:03:11,0:03:11,,01,05,,,2018/11/14 13:39,2018/11/14 13:48,43418.5687543418.575,#N/A,,,
★,-,13,2018/11/14 13:45,117-859-SUN 117-858-SUN,13851,乗客アプリ（地図から）,6208,904,7,2,,2018/11/14 13:56,2018/11/14 14:06,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/14 13:55,2018/11/14 13:55,2018/11/14 14:16,2018/11/14 14:16,2018/11/14 13:55,2018/11/14 13:55,0:10:14,0:20:28,,01,01,,,2018/11/14 13:45,2018/11/14 14:06,43418.572916666743418.5875,#N/A,,,
-,-,13,2018/11/14 13:48,167-640-CAKE,13852,乗客アプリWeb（簡単予約）,6193,521,9,1,,2018/11/14 13:53,2018/11/14 13:57,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/11/14 13:51,2018/11/14 13:51,2018/11/14 14:00,2018/11/14 14:00,,2018/11/14 13:48,0:04:13,0:04:13,,01,04,,,2018/11/14 13:48,2018/11/14 13:57,43418.57543418.58125,#N/A,,,
-,-,13,2018/11/14 13:53,167-644-CAKE,13854,乗客アプリ（地図から）,960,181,10,1,,2018/11/14 13:59,2018/11/14 14:17,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.447546 139.64358,横浜開港資料館,2018/11/14 13:58,2018/11/14 13:58,2018/11/14 14:14,2018/11/14 14:14,,2018/11/14 13:53,0:18:06,0:18:06,,00,05,,,2018/11/14 13:53,2018/11/14 14:17,43418.578472222243418.5951388889,#N/A,,,
-,-,13,2018/11/14 13:59,166-618-agekke,13856,まちかど端末（乗降ポイントから）,0,754,3,1,,2018/11/14 14:06,2018/11/14 14:08,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.447541 139.644914,シルク博物館,2018/11/14 14:04,2018/11/14 14:04,2018/11/14 14:07,2018/11/14 14:07,,2018/11/14 13:59,0:01:33,0:01:33,,02,07,,,2018/11/14 13:59,2018/11/14 14:08,43418.582638888943418.5888888889,#N/A,,,
-,☆,13,2018/11/14 13:30,018-795-RED 020-916-GREEN,13844,乗客アプリ（簡単予約）,3620,555,3,2,2018/11/14 13:31,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/14 13:34,,2018/11/14 13:42,,,2018/11/14 13:30,0:00:00,0:00:00,,00,03,,,2018/11/14 13:30,1900/1/0 0:00,43418.56250,#N/A,,※142行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,13,2018/11/14 13:30,051-837-STRAWBERRY 051-839-STRAWBERRY,13845,乗客アプリ（簡単予約）,6152,823,8,2,2018/11/14 13:31,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/14 13:35,,2018/11/14 13:43,,,2018/11/14 13:30,0:00:00,0:00:00,,00,04,,,2018/11/14 13:30,1900/1/0 0:00,43418.56250,#N/A,,,
-,☆,13,2018/11/14 13:31,018-795-RED 020-916-GREEN 020-915-GREEN,13846,乗客アプリ（簡単予約）,3620,869,3,3,2018/11/14 13:39,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/14 13:35,,2018/11/14 13:44,,,2018/11/14 13:31,0:00:00,0:00:00,,00,,,,2018/11/14 13:31,1900/1/0 0:00,43418.56319444440,#N/A,,※140行と同一人物と思われるため一番短い待ち時間を採用,
★,-,14,2018/11/14 13:53,008-456-BLUE,13853,乗客アプリ（地図から）,2092,546,6,1,,2018/11/14 13:58,2018/11/14 14:05,35.443659 139.650847,横浜マリンタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/14 14:03,2018/11/14 14:03,2018/11/14 14:16,2018/11/14 14:16,2018/11/14 14:03,2018/11/14 14:03,0:07:20,0:07:20,488,00,00,04,04,2018/11/14 13:53,2018/11/14 14:05,43418.578472222243418.5868055556,#N/A,,,
★,-,14,2018/11/14 13:55,166-627-agekke,13855,乗客アプリ（地図から）,1751,933,13,1,,2018/11/14 14:01,2018/11/14 14:11,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441441 139.648505,横浜中華街朱雀門,2018/11/14 14:05,2018/11/14 14:05,2018/11/14 14:14,2018/11/14 14:14,2018/11/14 14:05,2018/11/14 14:05,0:09:42,0:09:42,,00,00,,,2018/11/14 13:55,2018/11/14 14:11,43418.579861111143418.5909722222,肯定的,,,
-,-,14,2018/11/14 14:01,111-872-SUN 142-115-STAR,13857,まちかど端末（店舗から）,0,746,1,2,,2018/11/14 14:07,2018/11/14 14:21,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/14 14:07,2018/11/14 14:07,2018/11/14 14:25,2018/11/14 14:25,,2018/11/14 14:01,0:13:19,0:26:38,,00,06,,,2018/11/14 14:01,2018/11/14 14:21,43418.584027777843418.5979166667,#N/A,,,
-,-,14,2018/11/14 14:02,063-232-BANANA,13858,乗客アプリ（地図から）,5528,518,4,1,,2018/11/14 14:06,2018/11/14 14:11,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/14 14:04,2018/11/14 14:05,2018/11/14 14:10,2018/11/14 14:11,,2018/11/14 14:02,0:04:49,0:04:49,,01,03,,,2018/11/14 14:02,2018/11/14 14:11,43418.584722222243418.5909722222,#N/A,,,
-,-,14,2018/11/14 14:03,166-562-agekke,13859,乗客アプリ（目的地から）,2335,143,9,1,,2018/11/14 14:06,2018/11/14 14:13,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/14 14:05,2018/11/14 14:05,2018/11/14 14:21,2018/11/14 14:21,,2018/11/14 14:03,0:07:19,0:07:19,,00,03,,,2018/11/14 14:03,2018/11/14 14:13,43418.585416666743418.5923611111,#N/A,,,
★,-,14,2018/11/14 14:03,111-649-SUN,13860,乗客アプリ（目的地から）,4256,981,10,1,,2018/11/14 14:09,2018/11/14 14:19,35.450554 139.632616,横浜桜木町ワシントンホテル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/14 14:13,2018/11/14 14:13,2018/11/14 14:28,2018/11/14 14:28,2018/11/14 14:13,2018/11/14 14:13,0:10:05,0:10:05,,00,00,,,2018/11/14 14:03,2018/11/14 14:19,43418.585416666743418.5965277778,#N/A,,,
-,-,14,2018/11/14 14:04,166-633-agekke,13861,乗客アプリ（目的地から）,1328,883,5,1,,2018/11/14 14:09,2018/11/14 14:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/14 14:06,2018/11/14 14:06,2018/11/14 14:20,2018/11/14 14:20,,2018/11/14 14:04,0:17:01,0:17:01,,02,04,,,2018/11/14 14:04,2018/11/14 14:26,43418.586111111143418.6013888889,#N/A,,,
-,-,14,2018/11/14 14:05,166-617-agekke,13862,乗客アプリ（目的地から）,1742,666,4,1,,2018/11/14 14:11,2018/11/14 14:21,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/14 14:11,2018/11/14 14:11,2018/11/14 14:29,2018/11/14 14:29,,2018/11/14 14:05,0:09:48,0:09:48,,00,05,,,2018/11/14 14:05,2018/11/14 14:21,43418.586805555643418.5979166667,#N/A,,,
-,-,14,2018/11/14 14:06,023-701-GREEN 018-710-RED,13863,乗客アプリ（目的地から）,6173,851,11,2,,2018/11/14 14:09,2018/11/14 14:18,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443908 139.635249,イセザキ・モール,2018/11/14 14:08,2018/11/14 14:08,2018/11/14 14:21,2018/11/14 14:21,,2018/11/14 14:06,0:09:01,0:18:02,,01,03,,,2018/11/14 14:06,2018/11/14 14:18,43418.587543418.5958333333,#N/A,,,
★,-,14,2018/11/14 14:11,166-634-agekke,13864,乗客アプリ（地図から）,1338,938,5,1,,2018/11/14 14:26,2018/11/14 14:36,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/14 14:21,2018/11/14 14:21,2018/11/14 14:45,2018/11/14 14:45,2018/11/14 14:21,2018/11/14 14:21,0:10:41,0:10:41,,04,04,,,2018/11/14 14:11,2018/11/14 14:36,43418.590972222243418.6083333333,肯定的,,,
-,-,14,2018/11/14 14:11,023-334-GREEN,13865,まちかど端末（店舗から）,0,148,13,1,,2018/11/14 14:15,2018/11/14 14:34,35.441002 139.650809,横浜元町ショッピングストリート,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/14 14:13,2018/11/14 14:14,2018/11/14 14:28,2018/11/14 14:37,,2018/11/14 14:11,0:18:42,0:18:42,,02,03,,,2018/11/14 14:11,2018/11/14 14:34,43418.590972222243418.6069444444,#N/A,,,
-,-,14,2018/11/14 14:13,020-137-GREEN,13866,乗客アプリ（地図から）,4034,205,6,1,,2018/11/14 14:20,2018/11/14 14:46,35.441002 139.650809,横浜元町ショッピングストリート,35.454389 139.630904,横浜ランドマークタワー,2018/11/14 14:19,2018/11/14 14:19,2018/11/14 14:40,2018/11/14 14:40,,2018/11/14 14:13,0:25:17,0:25:17,,00,07,,,2018/11/14 14:13,2018/11/14 14:46,43418.592361111143418.6152777778,肯定的,,,
★,-,14,2018/11/14 14:15,062-645-BANANA 066-230-BANANA,13868,乗客アプリ（地図から）,5455,902,13,2,,2018/11/14 14:24,2018/11/14 14:43,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/14 14:25,2018/11/14 14:25,2018/11/14 14:52,2018/11/14 14:52,2018/11/14 14:25,2018/11/14 14:25,0:18:47,0:37:34,,00,00,,,2018/11/14 14:15,2018/11/14 14:43,43418.5937543418.6131944444,#N/A,,,
-,-,14,2018/11/14 14:18,075-020-ORANGE 075-021-ORANGE,13869,まちかど端末（乗降ポイントから）,0,67,11,2,,2018/11/14 14:22,2018/11/14 14:27,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/14 14:25,2018/11/14 14:25,2018/11/14 14:37,2018/11/14 14:37,,2018/11/14 14:18,0:05:25,0:10:50,,00,03,,,2018/11/14 14:18,2018/11/14 14:27,43418.595833333343418.6020833333,#N/A,,,
-,-,14,2018/11/14 14:18,063-733-BANANA 063-732-BANANA,13870,乗客アプリ（簡単予約）,2979,582,8,2,,2018/11/14 14:24,2018/11/14 14:39,35.445857 139.647636,ホテルモントレ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/14 14:26,2018/11/14 14:26,2018/11/14 14:44,2018/11/14 14:51,,2018/11/14 14:18,0:15:18,0:30:36,,00,05,,,2018/11/14 14:18,2018/11/14 14:39,43418.595833333343418.6104166667,#N/A,,,
★,-,14,2018/11/14 14:19,111-264-SUN,13871,乗客アプリ（地図から）,3598,80,8,1,,2018/11/14 14:25,2018/11/14 14:31,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/14 14:28,2018/11/14 14:28,2018/11/14 14:38,2018/11/14 14:38,2018/11/14 14:28,2018/11/14 14:28,0:05:49,0:05:49,,00,00,,,2018/11/14 14:19,2018/11/14 14:31,43418.596527777843418.6048611111,#N/A,,,
-,-,14,2018/11/14 14:20,022-442-GREEN,13872,まちかど端末（店舗から）,0,968,9,1,,2018/11/14 14:26,2018/11/14 14:33,35.45435 139.631762,横浜ロイヤルパークホテル,35.447541 139.644914,シルク博物館,2018/11/14 14:27,2018/11/14 14:27,2018/11/14 14:39,2018/11/14 14:39,,2018/11/14 14:20,0:06:57,0:06:57,,00,05,,,2018/11/14 14:20,2018/11/14 14:33,43418.597222222243418.60625,#N/A,,,
★,-,14,2018/11/14 14:20,167-617-CAKE,13873,乗客アプリ（地図から）,2176,171,7,1,,2018/11/14 14:30,2018/11/14 14:36,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.456605 139.635327,横浜ベイホテル東急,2018/11/14 14:32,2018/11/14 14:32,2018/11/14 14:41,2018/11/14 14:41,2018/11/14 14:30,2018/11/14 14:30,0:05:46,0:05:46,,00,00,,,2018/11/14 14:20,2018/11/14 14:36,43418.597222222243418.6083333333,#N/A,,,
★,-,14,2018/11/14 14:21,004-842-BLUE 028-494-GREEN 028-516-GREEN,13874,乗客アプリ（地図から）,4261,343,6,3,,2018/11/14 14:32,2018/11/14 14:41,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/14 14:31,2018/11/14 14:31,2018/11/14 14:46,2018/11/14 14:46,2018/11/14 14:31,2018/11/14 14:31,0:09:16,0:27:48,,01,01,,,2018/11/14 14:21,2018/11/14 14:41,43418.597916666743418.6118055556,#N/A,,,
-,-,14,2018/11/14 14:24,166-627-agekke,13875,乗客アプリ（地図から）,1751,297,4,1,,2018/11/14 14:32,2018/11/14 14:38,35.441441 139.648505,横浜中華街朱雀門,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/14 14:29,2018/11/14 14:29,2018/11/14 14:35,2018/11/14 14:35,,2018/11/14 14:24,0:05:38,0:05:38,,03,07,,,2018/11/14 14:24,2018/11/14 14:38,43418.643418.6097222222,肯定的,,,
-,-,14,2018/11/14 14:26,006-524-BLUE 006-523-BLUE,13876,乗客アプリ（目的地から）,2830,686,10,2,,2018/11/14 14:32,2018/11/14 14:42,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.447546 139.64358,横浜開港資料館,2018/11/14 14:36,2018/11/14 14:36,2018/11/14 14:50,2018/11/14 14:50,,2018/11/14 14:26,0:10:53,0:21:46,,00,05,,,2018/11/14 14:26,2018/11/14 14:42,43418.601388888943418.6125,#N/A,,,
-,-,14,2018/11/14 14:30,166-635-agekke,13877,乗客アプリ（地図から）,2051,742,8,1,,2018/11/14 14:31,2018/11/14 14:39,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/14 14:34,2018/11/14 14:34,2018/11/14 14:47,2018/11/14 14:47,,2018/11/14 14:30,0:07:30,0:07:30,,00,01,,,2018/11/14 14:30,2018/11/14 14:39,43418.604166666743418.6104166667,肯定的,,,
