,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,,,
-,-,16,2018/10/30 16:44,7599,まちかど設置端末（店舗から）,0,862,5,1,,2018/10/30 16:51,2018/10/30 17:02,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/30 16:51,2018/10/30 16:52,2018/10/30 17:00,2018/10/30 17:03,,2018/10/30 16:44,0:11:07,0:11:07,,00,07,,,2018/10/30 16:44,2018/10/30 17:02,43403.697222222243403.7097222222,#N/A,,,
-,-,16,2018/10/30 16:46,7600,まちかど設置端末（店舗から）,0,478,8,2,,2018/10/30 16:55,2018/10/30 17:08,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 16:52,2018/10/30 16:58,2018/10/30 17:09,2018/10/30 17:19,,2018/10/30 16:46,0:13:39,0:27:18,,02,08,,,2018/10/30 16:46,2018/10/30 17:08,43403.698611111143403.7138888889,#N/A,,,
-,-,16,2018/10/30 16:46,7601,乗客アプリ（地図から）,2225,366,2,1,,2018/10/30 16:48,2018/10/30 17:14,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 16:51,2018/10/30 16:51,2018/10/30 17:04,2018/10/30 17:14,,2018/10/30 16:46,0:26:11,0:26:11,,00,01,,,2018/10/30 16:46,2018/10/30 17:14,43403.698611111143403.7180555556,肯定的,,,
-,-,16,2018/10/30 16:47,7602,まちかど設置端末（地図から）,0,1217,8,1,,2018/10/30 16:50,2018/10/30 17:01,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 16:50,2018/10/30 16:50,2018/10/30 17:08,2018/10/30 17:08,,2018/10/30 16:47,0:10:56,0:10:56,,00,03,,,2018/10/30 16:47,2018/10/30 17:01,43403.699305555643403.7090277778,#N/A,,,
-,-,16,2018/10/30 16:48,7603,まちかど設置端末（店舗から）,0,1026,2,2,,2018/10/30 17:01,2018/10/30 17:14,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 16:57,2018/10/30 16:57,2018/10/30 17:15,2018/10/30 17:15,,2018/10/30 16:48,0:13:43,0:27:26,,03,12,,,2018/10/30 16:48,2018/10/30 17:14,43403.743403.7180555556,#N/A,,,
-,-,16,2018/10/30 16:49,7604,乗客アプリ（地図から）,4409,390,4,1,,2018/10/30 16:57,2018/10/30 17:06,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443908 139.635249,イセザキ・モール,2018/10/30 16:58,2018/10/30 17:01,2018/10/30 17:11,2018/10/30 17:15,,2018/10/30 16:49,0:09:26,0:09:26,,00,08,,,2018/10/30 16:49,2018/10/30 17:06,43403.700694444443403.7125,#N/A,,,
-,-,16,2018/10/30 16:49,7605,乗客アプリ（目的地から）,1316,630,5,1,,2018/10/30 17:00,2018/10/30 17:24,35.441441 139.648505,横浜中華街朱雀門,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/30 16:59,2018/10/30 16:59,2018/10/30 17:24,2018/10/30 17:32,,2018/10/30 16:49,0:24:57,0:24:57,,00,10,,,2018/10/30 16:49,2018/10/30 17:24,43403.700694444443403.725,肯定的,,,
-,-,16,2018/10/30 16:50,7606,まちかど設置端末（地図から）,0,892,9,2,,2018/10/30 16:54,2018/10/30 17:06,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/30 16:53,2018/10/30 16:55,2018/10/30 17:04,2018/10/30 17:09,,2018/10/30 16:50,0:11:50,0:23:40,,01,04,,,2018/10/30 16:50,2018/10/30 17:06,43403.701388888943403.7125,#N/A,,,
-,-,16,2018/10/30 16:53,7607,乗客アプリ（目的地から）,2351,900,9,2,,2018/10/30 16:59,2018/10/30 17:16,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/30 17:00,2018/10/30 17:00,2018/10/30 17:23,2018/10/30 17:23,,2018/10/30 16:53,0:16:35,0:33:10,,00,06,,,2018/10/30 16:53,2018/10/30 17:16,43403.703472222243403.7194444444,#N/A,,,
-,-,16,2018/10/30 16:53,7608,まちかど設置端末（地図から）,0,1213,4,1,,2018/10/30 16:58,2018/10/30 17:11,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 17:03,2018/10/30 17:03,2018/10/30 17:21,2018/10/30 17:21,,2018/10/30 16:53,0:12:54,0:12:54,,00,05,,,2018/10/30 16:53,2018/10/30 17:11,43403.703472222243403.7159722222,#N/A,,,
-,-,16,2018/10/30 16:57,7610,乗客アプリ（地図から）,4073,917,7,1,,2018/10/30 17:04,2018/10/30 17:12,35.447546 139.64358,横浜開港資料館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 17:01,2018/10/30 17:03,2018/10/30 17:10,2018/10/30 17:12,,2018/10/30 16:57,0:08:14,0:08:14,,03,07,,,2018/10/30 16:57,2018/10/30 17:12,43403.7062543403.7166666667,#N/A,,,
-,☆,16,2018/10/30 16:59,7611,乗客アプリ（地図から）,4103,1264,7,1,2018/10/30 17:00,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 17:24,,2018/10/30 17:35,,,2018/10/30 16:59,0:00:00,0:00:00,,00,25,,,2018/10/30 16:59,1900/1/0 0:00,43403.70763888890,#N/A,,,
★,☆,16,2018/10/30 15:12,7547,まちかど設置端末（地図から）,0,407,2,1,2018/10/30 15:12,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/30 16:12,,2018/10/30 16:23,,2018/10/30 16:12,2018/10/30 16:12,0:00:00,0:00:00,,00,00,,,2018/10/30 15:12,1900/1/0 0:00,43403.63333333330,#N/A,,,
-,☆,16,2018/10/30 16:12,7579,乗客アプリ（目的地から）,1663,384,6,1,2018/10/30 16:13,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 16:29,,2018/10/30 16:49,,,2018/10/30 16:12,0:00:00,0:00:00,,00,,,,2018/10/30 16:12,1900/1/0 0:00,43403.6750,#N/A,,※182行と同一人物と思われるため一番短いものを採用,
-,☆,16,2018/10/30 16:13,7582,乗客アプリ（目的地から）,1663,748,3,1,2018/10/30 16:18,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 16:28,,2018/10/30 16:52,,,2018/10/30 16:13,0:00:00,0:00:00,,00,15,,,2018/10/30 16:13,1900/1/0 0:00,43403.67569444440,#N/A,,※181行と同一人物と思われるため一番短いものを採用,
-,☆,16,2018/10/30 16:28,7591,まちかど設置端末（店舗から）,0,1294,7,3,2018/10/30 16:37,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 16:50,,2018/10/30 17:01,,,2018/10/30 16:28,0:00:00,0:00:00,,00,21,,,2018/10/30 16:28,1900/1/0 0:00,43403.68611111110,#N/A,,,
-,☆,16,2018/10/30 16:37,7597,まちかど設置端末（店舗から）,0,548,3,3,2018/10/30 16:47,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 16:45,,2018/10/30 16:56,,,2018/10/30 16:37,0:00:00,0:00:00,,00,09,,,2018/10/30 16:37,1900/1/0 0:00,43403.69236111110,#N/A,,,
-,☆,16,2018/10/30 16:55,7609,乗客アプリ（地図から）,4398,379,5,2,2018/10/30 17:42,2018/10/30 17:07,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/10/30 17:03,2018/10/30 17:04,2018/10/30 17:19,,,2018/10/30 16:55,,,,03,46,,,2018/10/30 16:55,1900/1/0 0:00,43403.70486111110,#N/A,,,
-,-,17,2018/10/30 17:00,7613,まちかど設置端末（地図から）,0,1174,10,2,,2018/10/30 17:06,2018/10/30 17:15,35.45435 139.631762,横浜ロイヤルパークホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 17:10,2018/10/30 17:10,2018/10/30 17:20,2018/10/30 17:24,,2018/10/30 17:00,0:09:38,0:19:16,531,00,05,07,06,2018/10/30 17:00,2018/10/30 17:15,43403.708333333343403.71875,#N/A,,,
-,-,17,2018/10/30 17:00,7614,乗客アプリ（目的地から）,2170,1169,5,1,,2018/10/30 17:01,2018/10/30 17:25,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 17:11,2018/10/30 17:11,2018/10/30 17:43,2018/10/30 17:43,,2018/10/30 17:00,0:23:43,0:23:43,,00,00,,,2018/10/30 17:00,2018/10/30 17:25,43403.708333333343403.7256944444,否定的,,,
-,-,17,2018/10/30 17:04,7616,まちかど設置端末（地図から）,0,418,1,1,,2018/10/30 17:13,2018/10/30 17:18,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/30 17:14,2018/10/30 17:14,2018/10/30 17:26,2018/10/30 17:26,,2018/10/30 17:04,0:05:36,0:05:36,,00,08,,,2018/10/30 17:04,2018/10/30 17:18,43403.711111111143403.7208333333,#N/A,,,
-,-,17,2018/10/30 17:05,7617,乗客アプリ（地図から）,1666,693,10,1,,2018/10/30 17:08,2018/10/30 17:15,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 17:14,2018/10/30 17:14,2018/10/30 17:23,2018/10/30 17:23,,2018/10/30 17:05,0:06:28,0:06:28,,00,03,,,2018/10/30 17:05,2018/10/30 17:15,43403.711805555643403.71875,#N/A,,,
★,-,17,2018/10/30 17:07,7619,乗客アプリ（地図から）,2554,1036,9,1,,2018/10/30 17:35,2018/10/30 17:46,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 17:37,2018/10/30 17:37,2018/10/30 17:56,2018/10/30 17:56,2018/10/30 17:37,2018/10/30 17:37,0:10:43,0:10:43,,00,00,,,2018/10/30 17:07,2018/10/30 17:46,43403.713194444443403.7402777778,#N/A,,,
-,-,17,2018/10/30 17:07,7620,まちかど設置端末（店舗から）,0,1020,8,2,,2018/10/30 17:15,2018/10/30 17:22,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 17:20,2018/10/30 17:20,2018/10/30 17:32,2018/10/30 17:32,,2018/10/30 17:07,0:07:46,0:15:32,,00,07,,,2018/10/30 17:07,2018/10/30 17:22,43403.713194444443403.7236111111,#N/A,,,
-,-,17,2018/10/30 17:08,7621,まちかど設置端末（店舗から）,0,1185,6,1,,2018/10/30 17:14,2018/10/30 17:21,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 17:18,2018/10/30 17:18,2018/10/30 17:29,2018/10/30 17:29,,2018/10/30 17:08,0:06:10,0:06:10,,00,06,,,2018/10/30 17:08,2018/10/30 17:21,43403.713888888943403.7229166667,#N/A,,,
-,-,17,2018/10/30 17:12,7622,まちかど設置端末（店舗から）,0,1217,2,2,,2018/10/30 17:19,2018/10/30 17:27,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/30 17:23,2018/10/30 17:23,2018/10/30 17:39,2018/10/30 17:39,,2018/10/30 17:12,0:08:02,0:16:04,,00,06,,,2018/10/30 17:12,2018/10/30 17:27,43403.716666666743403.7270833333,#N/A,,,
-,-,17,2018/10/30 17:19,7623,まちかど設置端末（地図から）,0,741,6,1,,2018/10/30 17:28,2018/10/30 17:41,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 17:26,2018/10/30 17:27,2018/10/30 17:38,2018/10/30 17:46,,2018/10/30 17:19,0:12:04,0:12:04,,02,09,,,2018/10/30 17:19,2018/10/30 17:41,43403.721527777843403.7368055556,#N/A,,,
-,-,17,2018/10/30 17:20,7624,乗客アプリ（地図から）,3175,1211,4,2,,2018/10/30 17:22,2018/10/30 17:32,35.448676 139.635696,横浜平和プラザホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/30 17:21,2018/10/30 17:21,2018/10/30 17:38,2018/10/30 17:38,,2018/10/30 17:20,0:10:07,0:20:14,,00,02,,,2018/10/30 17:20,2018/10/30 17:32,43403.722222222243403.7305555556,#N/A,,,
-,-,17,2018/10/30 17:25,7625,乗客アプリ（地図から）,3048,601,8,1,,2018/10/30 17:33,2018/10/30 17:42,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/30 17:34,2018/10/30 17:34,2018/10/30 17:48,2018/10/30 17:48,,2018/10/30 17:25,0:09:12,0:09:12,,00,08,,,2018/10/30 17:25,2018/10/30 17:42,43403.725694444443403.7375,#N/A,,,
-,-,17,2018/10/30 17:27,7626,乗客アプリ（目的地から）,2170,328,6,1,,2018/10/30 17:33,2018/10/30 17:50,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 17:33,2018/10/30 17:33,2018/10/30 17:57,2018/10/30 17:57,,2018/10/30 17:27,0:17:34,0:17:34,,00,05,,,2018/10/30 17:27,2018/10/30 17:50,43403.727083333343403.7430555556,#N/A,,,
-,-,17,2018/10/30 17:27,7627,乗客アプリ（目的地から）,4363,802,4,6,,2018/10/30 17:38,2018/10/30 17:46,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448676 139.635696,横浜平和プラザホテル,2018/10/30 17:38,2018/10/30 17:38,2018/10/30 17:55,2018/10/30 17:55,,2018/10/30 17:27,0:07:11,0:43:06,,00,11,,,2018/10/30 17:27,2018/10/30 17:46,43403.727083333343403.7402777778,#N/A,,,
-,-,17,2018/10/30 17:30,7628,乗客アプリ（目的地から）,4428,995,3,4,,2018/10/30 17:37,2018/10/30 17:48,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448676 139.635696,横浜平和プラザホテル,2018/10/30 17:37,2018/10/30 17:37,2018/10/30 17:52,2018/10/30 17:52,,2018/10/30 17:30,0:11:27,0:45:48,,00,06,,,2018/10/30 17:30,2018/10/30 17:48,43403.729166666743403.7416666667,肯定的,,,
-,-,17,2018/10/30 17:39,7631,乗客アプリ（地図から）,3217,959,8,1,,2018/10/30 17:45,2018/10/30 18:06,35.454389 139.630904,横浜ランドマークタワー,35.443704 139.651332,ホテルメルパルク横浜,2018/10/30 17:47,2018/10/30 17:47,2018/10/30 18:03,2018/10/30 18:17,,2018/10/30 17:39,0:21:16,0:21:16,,00,05,,,2018/10/30 17:39,2018/10/30 18:06,43403.735416666743403.7541666667,#N/A,,,
-,-,17,2018/10/30 17:40,7633,まちかど設置端末（店舗から）,0,890,6,3,,2018/10/30 17:43,2018/10/30 17:53,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 17:46,2018/10/30 17:46,2018/10/30 18:02,2018/10/30 18:04,,2018/10/30 17:40,0:10:51,0:32:33,,00,02,,,2018/10/30 17:40,2018/10/30 17:53,43403.736111111143403.7451388889,#N/A,,,
-,-,17,2018/10/30 17:41,7634,乗客アプリ（地図から）,4383,1300,6,2,,2018/10/30 17:46,2018/10/30 17:53,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 17:48,2018/10/30 17:48,2018/10/30 18:03,2018/10/30 18:03,,2018/10/30 17:41,0:07:33,0:15:06,,00,05,,,2018/10/30 17:41,2018/10/30 17:53,43403.736805555643403.7451388889,#N/A,,,
-,-,17,2018/10/30 17:41,7635,まちかど設置端末（店舗から）,0,1185,7,1,,2018/10/30 17:50,2018/10/30 17:59,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 17:45,2018/10/30 17:45,2018/10/30 17:56,2018/10/30 18:05,,2018/10/30 17:41,0:09:18,0:09:18,,04,08,,,2018/10/30 17:41,2018/10/30 17:59,43403.736805555643403.7493055556,#N/A,,,
-,-,17,2018/10/30 17:44,7638,まちかど設置端末（店舗から）,0,932,8,2,,2018/10/30 17:50,2018/10/30 17:59,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/30 17:55,2018/10/30 17:55,2018/10/30 18:10,2018/10/30 18:10,,2018/10/30 17:44,0:09:06,0:18:12,,00,05,,,2018/10/30 17:44,2018/10/30 17:59,43403.738888888943403.7493055556,#N/A,,,
-,-,17,2018/10/30 17:44,7639,まちかど設置端末（店舗から）,0,501,5,1,,2018/10/30 17:47,2018/10/30 17:54,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/30 17:51,2018/10/30 17:51,2018/10/30 18:02,2018/10/30 18:02,,2018/10/30 17:44,0:06:49,0:06:49,,00,03,,,2018/10/30 17:44,2018/10/30 17:54,43403.738888888943403.7458333333,#N/A,,,
-,-,17,2018/10/30 17:46,7642,まちかど設置端末（店舗から）,0,471,9,1,,2018/10/30 17:50,2018/10/30 17:55,35.441002 139.650809,横浜元町ショッピングストリート,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/30 17:50,2018/10/30 17:50,2018/10/30 17:57,2018/10/30 17:57,,2018/10/30 17:46,0:05:28,0:05:28,,00,03,,,2018/10/30 17:46,2018/10/30 17:55,43403.740277777843403.7465277778,#N/A,,,
-,-,17,2018/10/30 17:46,7643,乗客アプリ（地図から）,3445,736,4,1,,2018/10/30 17:53,2018/10/30 17:58,35.450447 139.635947,みなとみらい線　馬車道駅,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/30 17:53,2018/10/30 17:53,2018/10/30 18:03,2018/10/30 18:03,,2018/10/30 17:46,0:04:25,0:04:25,,00,06,,,2018/10/30 17:46,2018/10/30 17:58,43403.740277777843403.7486111111,肯定的,,,
-,-,17,2018/10/30 17:47,7644,まちかど設置端末（地図から）,0,1256,6,1,,2018/10/30 17:55,2018/10/30 17:55,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 17:58,2018/10/30 17:58,2018/10/30 18:10,2018/10/30 18:10,,2018/10/30 17:47,0:00:04,0:00:04,,00,07,,,2018/10/30 17:47,2018/10/30 17:55,43403.740972222243403.7465277778,#N/A,,,
★,-,17,2018/10/30 17:48,7646,まちかど設置端末（地図から）,0,1199,10,2,,2018/10/30 18:12,2018/10/30 18:25,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/10/30 18:18,2018/10/30 18:18,2018/10/30 18:34,2018/10/30 18:27,2018/10/30 18:18,2018/10/30 18:18,0:12:52,0:25:44,,00,00,,,2018/10/30 17:48,2018/10/30 18:25,43403.741666666743403.7673611111,#N/A,,,
-,-,17,2018/10/30 17:51,7648,まちかど設置端末（店舗から）,0,557,10,2,,2018/10/30 18:02,2018/10/30 18:11,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 18:01,2018/10/30 18:01,2018/10/30 18:24,2018/10/30 18:24,,2018/10/30 17:51,0:09:38,0:19:16,,01,11,,,2018/10/30 17:51,2018/10/30 18:11,43403.7437543403.7576388889,#N/A,,,
-,-,17,2018/10/30 17:58,7650,まちかど設置端末（地図から）,0,453,8,2,,2018/10/30 18:05,2018/10/30 18:40,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 18:07,2018/10/30 18:07,2018/10/30 18:27,2018/10/30 18:35,,2018/10/30 17:58,0:35:13,1:10:26,,00,06,,,2018/10/30 17:58,2018/10/30 18:40,43403.748611111143403.7777777778,#N/A,,,
-,-,17,2018/10/30 17:58,7652,乗客アプリ（地図から）,4277,1036,8,2,,2018/10/30 18:07,2018/10/30 18:33,35.443704 139.651332,ホテルメルパルク横浜,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 18:10,2018/10/30 18:10,2018/10/30 18:24,2018/10/30 18:26,,2018/10/30 17:58,0:25:56,0:51:52,,00,08,,,2018/10/30 17:58,2018/10/30 18:33,43403.748611111143403.7729166667,#N/A,,,
★,☆,17,2018/10/30 16:40,7598,まちかど設置端末（店舗から）,0,590,5,2,2018/10/30 16:41,,,35.443704 139.651332,ホテルメルパルク横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 17:09,,2018/10/30 17:25,,2018/10/30 17:09,2018/10/30 17:09,0:00:00,0:00:00,,00,00,,,2018/10/30 16:40,1900/1/0 0:00,43403.69444444440,#N/A,,,
-,☆,17,2018/10/30 17:00,7612,まちかど設置端末（店舗から）,0,638,8,1,2018/10/30 17:00,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/30 17:23,,2018/10/30 17:34,,,2018/10/30 17:00,0:00:00,0:00:00,,00,23,,,2018/10/30 17:00,1900/1/0 0:00,43403.70833333330,#N/A,,,
-,☆,17,2018/10/30 17:01,7615,乗客アプリ（地図から）,3217,897,9,1,2018/10/30 17:01,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443704 139.651332,ホテルメルパルク横浜,2018/10/30 17:21,,2018/10/30 17:39,,,2018/10/30 17:01,0:00:00,0:00:00,,00,20,,,2018/10/30 17:01,1900/1/0 0:00,43403.70902777780,#N/A,,,
-,☆,17,2018/10/30 17:05,7618,乗客アプリ（地図から）,2828,1238,9,1,2018/10/30 17:08,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/30 17:22,,2018/10/30 17:37,,,2018/10/30 17:05,0:00:00,0:00:00,,00,16,,,2018/10/30 17:05,1900/1/0 0:00,43403.71180555560,#N/A,,,
-,☆,17,2018/10/30 17:38,7629,乗客アプリ（目的地から）,3445,1197,9,1,2018/10/30 17:38,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.445783 139.642958,横浜情報文化センター,2018/10/30 17:49,,2018/10/30 17:55,,,2018/10/30 17:38,0:00:00,0:00:00,,00,,,,2018/10/30 17:38,1900/1/0 0:00,43403.73472222220,#N/A,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/10/30 17:38,7630,乗客アプリ（目的地から）,3445,326,9,1,2018/10/30 17:39,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.443704 139.651332,ホテルメルパルク横浜,2018/10/30 17:48,,2018/10/30 18:00,,,2018/10/30 17:38,0:00:00,0:00:00,,00,,,,2018/10/30 17:38,1900/1/0 0:00,43403.73472222220,#N/A,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/10/30 17:40,7632,乗客アプリ（目的地から）,3445,594,10,1,2018/10/30 17:40,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.454389 139.630904,横浜ランドマークタワー,2018/10/30 17:47,,2018/10/30 17:59,,,2018/10/30 17:40,0:00:00,0:00:00,,00,07,,,2018/10/30 17:40,1900/1/0 0:00,43403.73611111110,#N/A,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/10/30 17:43,7636,乗客アプリ（目的地から）,1747,863,10,1,2018/10/30 17:46,,,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 17:45,,2018/10/30 17:58,,,2018/10/30 17:43,0:00:00,0:00:00,,00,03,,,2018/10/30 17:43,1900/1/0 0:00,43403.73819444440,#N/A,,,
-,☆,17,2018/10/30 17:43,7637,乗客アプリ（地図から）,3445,603,8,1,2018/10/30 17:43,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.443659 139.650847,横浜マリンタワー,2018/10/30 17:53,,2018/10/30 18:03,,,2018/10/30 17:43,0:00:00,0:00:00,,00,,,,2018/10/30 17:43,1900/1/0 0:00,43403.73819444440,#N/A,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/10/30 17:44,7640,乗客アプリ（地図から）,3445,692,4,1,2018/10/30 17:44,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.443659 139.650847,横浜マリンタワー,2018/10/30 17:56,,2018/10/30 18:06,,,2018/10/30 17:44,0:00:00,0:00:00,,00,,,,2018/10/30 17:44,1900/1/0 0:00,43403.73888888890,#N/A,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/10/30 17:45,7641,乗客アプリ（目的地から）,3445,1244,4,1,2018/10/30 17:45,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.454389 139.630904,横浜ランドマークタワー,2018/10/30 17:57,,2018/10/30 18:08,,,2018/10/30 17:45,0:00:00,0:00:00,,00,,,,2018/10/30 17:45,1900/1/0 0:00,43403.73958333330,#N/A,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/10/30 17:47,7645,乗客アプリ（地図から）,4277,812,10,1,2018/10/30 17:57,,,35.443704 139.651332,ホテルメルパルク横浜,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 17:49,,2018/10/30 18:02,,,2018/10/30 17:47,0:00:00,0:00:00,,00,10,,,2018/10/30 17:47,1900/1/0 0:00,43403.74097222220,#N/A,,,
-,☆,17,2018/10/30 17:50,7647,乗客アプリ（目的地から）,4403,1261,7,2,2018/10/30 17:52,,,35.453715 139.638133,横浜ワールドポーターズ,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 17:54,,2018/10/30 18:12,,,2018/10/30 17:50,0:00:00,0:00:00,,00,03,,,2018/10/30 17:50,1900/1/0 0:00,43403.74305555560,#N/A,,※226行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,17,2018/10/30 17:57,7649,乗客アプリ（目的地から）,4403,700,6,1,2018/10/30 18:00,,,35.453715 139.638133,横浜ワールドポーターズ,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 18:03,,2018/10/30 18:13,,,2018/10/30 17:57,0:00:00,0:00:00,,00,,,,2018/10/30 17:57,1900/1/0 0:00,43403.74791666670,#N/A,,※225行と同一人物と思われるため一番短い待ち時間を採用,
