,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,,,
★,-,12,2018/10/30 12:08,7477,まちかど設置端末（店舗から）,0,1067,10,1,,2018/10/30 12:37,2018/10/30 12:55,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/30 12:38,2018/10/30 12:42,2018/10/30 12:51,2018/10/30 13:02,2018/10/30 12:38,2018/10/30 12:38,0:17:17,0:17:17,,00,00,,,2018/10/30 12:08,2018/10/30 12:55,43403.505555555643403.5381944444,#N/A,,,
-,-,12,2018/10/30 12:09,7478,乗客アプリ（地図から）,1756,1106,9,1,,2018/10/30 12:18,2018/10/30 12:29,35.445783 139.642958,横浜情報文化センター,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 12:12,2018/10/30 12:12,2018/10/30 12:33,2018/10/30 12:33,,2018/10/30 12:09,0:11:18,0:11:18,,05,09,,,2018/10/30 12:09,2018/10/30 12:29,43403.5062543403.5201388889,#N/A,,,
★,-,12,2018/10/30 12:09,7479,まちかど設置端末（地図から）,0,514,8,3,,2018/10/30 12:36,2018/10/30 12:40,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/30 12:38,2018/10/30 12:38,2018/10/30 12:52,2018/10/30 12:52,2018/10/30 12:38,2018/10/30 12:38,0:04:35,0:13:45,,00,00,,,2018/10/30 12:09,2018/10/30 12:40,43403.5062543403.5277777778,#N/A,,,
-,-,12,2018/10/30 12:09,7480,乗客アプリ（地図から）,985,713,8,1,,2018/10/30 12:14,2018/10/30 12:16,35.45435 139.631762,横浜ロイヤルパークホテル,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 12:17,2018/10/30 12:17,2018/10/30 12:21,2018/10/30 12:21,,2018/10/30 12:09,0:01:51,0:01:51,,00,05,,,2018/10/30 12:09,2018/10/30 12:16,43403.5062543403.5111111111,#N/A,,,
-,-,12,2018/10/30 12:15,7481,乗客アプリ（目的地から）,2375,798,7,1,,2018/10/30 12:21,2018/10/30 12:37,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 12:24,2018/10/30 12:24,2018/10/30 12:41,2018/10/30 12:48,,2018/10/30 12:15,0:16:30,0:16:30,,00,05,,,2018/10/30 12:15,2018/10/30 12:37,43403.510416666743403.5256944444,#N/A,,,
-,-,12,2018/10/30 12:18,7482,まちかど設置端末（店舗から）,0,1293,6,3,,2018/10/30 12:22,2018/10/30 12:26,35.448676 139.635696,横浜平和プラザホテル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/30 12:24,2018/10/30 12:24,2018/10/30 12:33,2018/10/30 12:33,,2018/10/30 12:18,0:03:47,0:11:21,,00,04,,,2018/10/30 12:18,2018/10/30 12:26,43403.512543403.5180555556,#N/A,,,
-,-,12,2018/10/30 12:21,7483,まちかど設置端末（店舗から）,0,544,10,2,,2018/10/30 12:26,2018/10/30 12:40,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 12:31,2018/10/30 12:31,2018/10/30 12:44,2018/10/30 12:44,,2018/10/30 12:21,0:13:37,0:27:14,,00,05,,,2018/10/30 12:21,2018/10/30 12:40,43403.514583333343403.5277777778,#N/A,,,
-,-,12,2018/10/30 12:21,7484,まちかど設置端末（店舗から）,0,1043,7,2,,2018/10/30 12:24,2018/10/30 12:38,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 12:25,2018/10/30 12:25,2018/10/30 12:37,2018/10/30 12:37,,2018/10/30 12:21,0:13:30,0:27:00,,00,02,,,2018/10/30 12:21,2018/10/30 12:38,43403.514583333343403.5263888889,#N/A,,,
-,-,12,2018/10/30 12:23,7485,まちかど設置端末（店舗から）,0,1176,2,2,,2018/10/30 12:29,2018/10/30 12:36,35.450447 139.635947,みなとみらい線　馬車道駅,35.443659 139.650847,横浜マリンタワー,2018/10/30 12:30,2018/10/30 12:30,2018/10/30 12:41,2018/10/30 12:42,,2018/10/30 12:23,0:07:29,0:14:58,,00,05,,,2018/10/30 12:23,2018/10/30 12:36,43403.515972222243403.525,#N/A,,,
-,-,12,2018/10/30 12:26,7486,まちかど設置端末（店舗から）,0,1282,7,1,,2018/10/30 12:31,2018/10/30 12:37,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 12:32,2018/10/30 12:32,2018/10/30 12:44,2018/10/30 12:44,,2018/10/30 12:26,0:06:17,0:06:17,,00,05,,,2018/10/30 12:26,2018/10/30 12:37,43403.518055555643403.5256944444,#N/A,,,
-,-,12,2018/10/30 12:27,7487,乗客アプリ（地図から）,985,1281,6,1,,2018/10/30 12:32,2018/10/30 12:36,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 12:32,2018/10/30 12:32,2018/10/30 12:42,2018/10/30 12:42,,2018/10/30 12:27,0:04:02,0:04:02,,00,05,,,2018/10/30 12:27,2018/10/30 12:36,43403.5187543403.525,#N/A,,,
-,-,12,2018/10/30 12:27,7488,乗客アプリ（目的地から）,4363,1168,10,1,,2018/10/30 12:33,2018/10/30 12:45,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/30 12:35,2018/10/30 12:35,2018/10/30 12:54,2018/10/30 12:54,,2018/10/30 12:27,0:12:06,0:12:06,,00,05,,,2018/10/30 12:27,2018/10/30 12:45,43403.5187543403.53125,#N/A,,,
-,-,12,2018/10/30 12:28,7489,まちかど設置端末（地図から）,0,898,2,1,,2018/10/30 12:34,2018/10/30 12:44,35.445857 139.647636,ホテルモントレ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/30 12:39,2018/10/30 12:39,2018/10/30 12:49,2018/10/30 12:49,,2018/10/30 12:28,0:09:36,0:09:36,,00,06,,,2018/10/30 12:28,2018/10/30 12:44,43403.519444444443403.5305555556,#N/A,,,
-,-,12,2018/10/30 12:40,7490,まちかど設置端末（店舗から）,0,1292,8,2,,2018/10/30 12:42,2018/10/30 12:48,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 12:44,2018/10/30 12:44,2018/10/30 12:55,2018/10/30 12:55,,2018/10/30 12:40,0:06:30,0:13:00,,00,01,,,2018/10/30 12:40,2018/10/30 12:48,43403.527777777843403.5333333333,#N/A,,,
-,-,12,2018/10/30 12:44,7491,まちかど設置端末（地図から）,0,1271,2,2,,2018/10/30 12:46,2018/10/30 12:59,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/30 12:47,2018/10/30 12:47,2018/10/30 13:01,2018/10/30 13:03,,2018/10/30 12:44,0:13:15,0:26:30,,00,01,,,2018/10/30 12:44,2018/10/30 12:59,43403.530555555643403.5409722222,#N/A,,,
-,-,12,2018/10/30 12:49,7492,乗客アプリ（目的地から）,2137,1011,4,1,,2018/10/30 12:54,2018/10/30 13:06,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/30 12:54,2018/10/30 12:56,2018/10/30 13:04,2018/10/30 13:07,,2018/10/30 12:49,0:11:42,0:11:42,,00,05,,,2018/10/30 12:49,2018/10/30 13:06,43403.534027777843403.5458333333,#N/A,,,
-,-,12,2018/10/30 12:51,7493,まちかど設置端末（地図から）,0,674,4,1,,2018/10/30 13:02,2018/10/30 13:12,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448676 139.635696,横浜平和プラザホテル,2018/10/30 13:02,2018/10/30 13:02,2018/10/30 13:16,2018/10/30 13:16,,2018/10/30 12:51,0:10:14,0:10:14,,00,10,,,2018/10/30 12:51,2018/10/30 13:12,43403.535416666743403.55,#N/A,,,
-,-,12,2018/10/30 12:56,7496,乗客アプリ（目的地から）,985,519,9,1,,2018/10/30 13:02,2018/10/30 13:10,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.447541 139.644914,シルク博物館,2018/10/30 13:03,2018/10/30 13:03,2018/10/30 13:17,2018/10/30 13:17,,2018/10/30 12:56,0:08:19,0:08:19,,00,06,,,2018/10/30 12:56,2018/10/30 13:10,43403.538888888943403.5486111111,肯定的,,,
-,-,12,2018/10/30 12:59,7497,乗客アプリ（地図から）,1756,575,2,1,,2018/10/30 13:05,2018/10/30 13:18,35.452963 139.642093,横浜赤レンガ倉庫,35.445783 139.642958,横浜情報文化センター,2018/10/30 13:05,2018/10/30 13:05,2018/10/30 13:13,2018/10/30 13:19,,2018/10/30 12:59,0:12:36,0:12:36,,00,06,,,2018/10/30 12:59,2018/10/30 13:18,43403.540972222243403.5541666667,#N/A,,,
-,☆,12,2018/10/30 12:53,7494,乗客アプリ（地図から）,985,1257,1,1,2018/10/30 12:53,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.447541 139.644914,シルク博物館,2018/10/30 13:07,,2018/10/30 13:21,,,2018/10/30 12:53,0:00:00,0:00:00,,00,14,,,2018/10/30 12:53,1900/1/0 0:00,43403.53680555560,#N/A,,※72行と同一人物と思われるため一番短いものを採用,
-,☆,12,2018/10/30 12:54,7495,乗客アプリ（地図から）,985,1121,1,1,2018/10/30 12:55,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.447541 139.644914,シルク博物館,2018/10/30 13:08,,2018/10/30 13:22,,,2018/10/30 12:54,0:00:00,0:00:00,,00,,,,2018/10/30 12:54,1900/1/0 0:00,43403.53750,#N/A,,※71行と同一人物と思われるため一番短いものを採用,
-,-,13,2018/10/30 13:03,7498,まちかど設置端末（地図から）,0,358,9,2,,2018/10/30 13:16,2018/10/30 13:26,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/30 13:08,2018/10/30 13:08,2018/10/30 13:29,2018/10/30 13:29,,2018/10/30 13:03,0:10:21,0:20:42,195,08,13,04,03,2018/10/30 13:03,2018/10/30 13:26,43403.5437543403.5597222222,#N/A,,,
-,-,13,2018/10/30 13:04,7499,乗客アプリ（目的地から）,4363,897,2,1,,2018/10/30 13:12,2018/10/30 13:23,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 13:13,2018/10/30 13:13,2018/10/30 13:30,2018/10/30 13:30,,2018/10/30 13:04,0:11:17,0:11:17,,00,08,,,2018/10/30 13:04,2018/10/30 13:23,43403.544444444443403.5576388889,#N/A,,,
-,-,13,2018/10/30 13:05,7500,乗客アプリ（地図から）,2043,717,5,1,,2018/10/30 13:11,2018/10/30 13:16,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/30 13:13,2018/10/30 13:13,2018/10/30 13:22,2018/10/30 13:22,,2018/10/30 13:05,0:05:40,0:05:40,,00,05,,,2018/10/30 13:05,2018/10/30 13:16,43403.545138888943403.5527777778,#N/A,,,
-,-,13,2018/10/30 13:09,7501,まちかど設置端末（地図から）,0,1010,1,2,,2018/10/30 13:19,2018/10/30 13:29,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/30 13:19,2018/10/30 13:19,2018/10/30 13:38,2018/10/30 13:38,,2018/10/30 13:09,0:09:45,0:19:30,,00,09,,,2018/10/30 13:09,2018/10/30 13:29,43403.547916666743403.5618055556,#N/A,,,
-,-,13,2018/10/30 13:12,7502,まちかど設置端末（地図から）,0,1031,10,2,,2018/10/30 13:15,2018/10/30 13:18,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 13:17,2018/10/30 13:17,2018/10/30 13:33,2018/10/30 13:33,,2018/10/30 13:12,0:03:08,0:06:16,,00,03,,,2018/10/30 13:12,2018/10/30 13:18,43403.5543403.5541666667,#N/A,,,
-,-,13,2018/10/30 13:16,7503,乗客アプリ（地図から）,1666,473,5,1,,2018/10/30 13:17,2018/10/30 13:25,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 13:18,2018/10/30 13:18,2018/10/30 13:28,2018/10/30 13:28,,2018/10/30 13:16,0:08:27,0:08:27,,00,00,,,2018/10/30 13:16,2018/10/30 13:25,43403.552777777843403.5590277778,#N/A,,,
-,-,13,2018/10/30 13:19,7504,乗客アプリ（地図から）,4398,773,6,2,,2018/10/30 13:24,2018/10/30 13:27,35.441441 139.648505,横浜中華街朱雀門,35.443659 139.650847,横浜マリンタワー,2018/10/30 13:23,2018/10/30 13:24,2018/10/30 13:28,2018/10/30 13:29,,2018/10/30 13:19,0:03:02,0:06:04,,01,05,,,2018/10/30 13:19,2018/10/30 13:27,43403.554861111143403.5604166667,肯定的,,,
★,-,13,2018/10/30 13:20,7505,まちかど設置端末（地図から）,0,888,6,1,,2018/10/30 13:40,2018/10/30 13:51,35.443704 139.651332,ホテルメルパルク横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/30 13:49,2018/10/30 13:49,2018/10/30 14:07,2018/10/30 14:07,2018/10/30 13:49,2018/10/30 13:49,0:11:20,0:11:20,,00,00,,,2018/10/30 13:20,2018/10/30 13:51,43403.555555555643403.5770833333,#N/A,,,
-,-,13,2018/10/30 13:24,7506,まちかど設置端末（地図から）,0,975,10,2,,2018/10/30 13:30,2018/10/30 13:36,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 13:31,2018/10/30 13:31,2018/10/30 13:41,2018/10/30 13:41,,2018/10/30 13:24,0:06:32,0:13:04,,00,05,,,2018/10/30 13:24,2018/10/30 13:36,43403.558333333343403.5666666667,#N/A,,,
-,-,13,2018/10/30 13:26,7507,まちかど設置端末（地図から）,0,644,2,1,,2018/10/30 13:29,2018/10/30 13:38,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 13:32,2018/10/30 13:32,2018/10/30 13:43,2018/10/30 13:43,,2018/10/30 13:26,0:09:13,0:09:13,,00,02,,,2018/10/30 13:26,2018/10/30 13:38,43403.559722222243403.5680555556,#N/A,,,
-,-,13,2018/10/30 13:27,7508,乗客アプリ（目的地から）,3958,308,1,1,,2018/10/30 13:33,2018/10/30 13:42,35.441441 139.648505,横浜中華街朱雀門,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 13:34,2018/10/30 13:34,2018/10/30 13:49,2018/10/30 13:52,,2018/10/30 13:27,0:08:26,0:08:26,,00,06,,,2018/10/30 13:27,2018/10/30 13:42,43403.560416666743403.5708333333,#N/A,,,
-,-,13,2018/10/30 13:30,7509,まちかど設置端末（地図から）,0,1013,5,2,,2018/10/30 13:34,2018/10/30 13:40,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 13:35,2018/10/30 13:35,2018/10/30 13:50,2018/10/30 13:50,,2018/10/30 13:30,0:06:44,0:13:28,,00,03,,,2018/10/30 13:30,2018/10/30 13:40,43403.562543403.5694444444,#N/A,,,
-,-,13,2018/10/30 13:31,7510,乗客アプリ（目的地から）,1747,1068,1,1,,2018/10/30 13:37,2018/10/30 13:42,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 13:38,2018/10/30 13:38,2018/10/30 13:52,2018/10/30 13:52,,2018/10/30 13:31,0:04:44,0:04:44,,00,06,,,2018/10/30 13:31,2018/10/30 13:42,43403.563194444443403.5708333333,#N/A,,,
-,-,13,2018/10/30 13:37,7511,まちかど設置端末（地図から）,0,894,4,1,,2018/10/30 13:39,2018/10/30 13:48,35.448801 139.636702,ホテルルートイン横浜馬車道,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 13:39,2018/10/30 13:39,2018/10/30 13:53,2018/10/30 13:53,,2018/10/30 13:37,0:09:34,0:09:34,,00,01,,,2018/10/30 13:37,2018/10/30 13:48,43403.567361111143403.575,#N/A,,,
-,-,13,2018/10/30 13:40,7512,まちかど設置端末（店舗から）,0,683,2,2,,2018/10/30 13:42,2018/10/30 13:47,35.45435 139.631762,横浜ロイヤルパークホテル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 13:43,2018/10/30 13:43,2018/10/30 13:49,2018/10/30 13:49,,2018/10/30 13:40,0:04:46,0:09:32,,00,02,,,2018/10/30 13:40,2018/10/30 13:47,43403.569444444443403.5743055556,#N/A,,,
-,-,13,2018/10/30 13:48,7513,乗客アプリ（目的地から）,2375,850,8,1,,2018/10/30 13:52,2018/10/30 14:02,35.456605 139.635327,横浜ベイホテル東急,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/30 13:57,2018/10/30 13:57,2018/10/30 14:07,2018/10/30 14:09,,2018/10/30 13:48,0:10:20,0:10:20,,00,03,,,2018/10/30 13:48,2018/10/30 14:02,43403.57543403.5847222222,#N/A,,,
-,-,13,2018/10/30 13:53,7514,乗客アプリ（地図から）,2290,647,7,1,,2018/10/30 13:55,2018/10/30 14:01,35.448676 139.635696,横浜平和プラザホテル,35.443908 139.635249,イセザキ・モール,2018/10/30 13:54,2018/10/30 13:54,2018/10/30 14:00,2018/10/30 14:00,,2018/10/30 13:53,0:06:27,0:06:27,,00,01,,,2018/10/30 13:53,2018/10/30 14:01,43403.578472222243403.5840277778,#N/A,,,
-,-,13,2018/10/30 13:54,7515,乗客アプリ（地図から）,1666,1048,4,1,,2018/10/30 13:56,2018/10/30 14:07,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/30 13:57,2018/10/30 13:57,2018/10/30 14:15,2018/10/30 14:15,,2018/10/30 13:54,0:10:26,0:10:26,,00,01,,,2018/10/30 13:54,2018/10/30 14:07,43403.579166666743403.5881944444,#N/A,,,
-,-,13,2018/10/30 13:54,7516,乗客アプリ（目的地から）,2215,517,8,1,,2018/10/30 13:57,2018/10/30 14:08,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/30 13:59,2018/10/30 13:59,2018/10/30 14:16,2018/10/30 14:16,,2018/10/30 13:54,0:10:32,0:10:32,,00,02,,,2018/10/30 13:54,2018/10/30 14:08,43403.579166666743403.5888888889,肯定的,,,
-,-,14,2018/10/30 14:02,7517,まちかど設置端末（店舗から）,0,639,7,1,,2018/10/30 14:07,2018/10/30 14:14,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/10/30 14:07,2018/10/30 14:07,2018/10/30 14:17,2018/10/30 14:17,,2018/10/30 14:02,0:06:54,0:06:54,280,00,04,05,05,2018/10/30 14:02,2018/10/30 14:14,43403.584722222243403.5930555556,#N/A,,,
-,-,14,2018/10/30 14:04,7518,乗客アプリ（目的地から）,4383,847,6,2,,2018/10/30 14:12,2018/10/30 14:29,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/30 14:13,2018/10/30 14:13,2018/10/30 14:31,2018/10/30 14:31,,2018/10/30 14:04,0:16:57,0:33:54,,00,07,,,2018/10/30 14:04,2018/10/30 14:29,43403.586111111143403.6034722222,肯定的,,,
-,-,14,2018/10/30 14:10,7520,乗客アプリ（目的地から）,1663,364,7,1,,2018/10/30 14:19,2018/10/30 14:23,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/10/30 14:18,2018/10/30 14:18,2018/10/30 14:25,2018/10/30 14:25,,2018/10/30 14:10,0:03:34,0:03:34,,01,08,,,2018/10/30 14:10,2018/10/30 14:23,43403.590277777843403.5993055556,#N/A,,,
-,-,14,2018/10/30 14:10,7521,乗客アプリ（地図から）,1265,323,4,1,,2018/10/30 14:17,2018/10/30 14:24,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/10/30 14:17,2018/10/30 14:17,2018/10/30 14:30,2018/10/30 14:30,,2018/10/30 14:10,0:07:13,0:07:13,,00,06,,,2018/10/30 14:10,2018/10/30 14:24,43403.590277777843403.6,#N/A,,,
-,-,14,2018/10/30 14:12,7522,乗客アプリ（地図から）,1155,426,5,1,,2018/10/30 14:18,2018/10/30 14:21,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/30 14:23,2018/10/30 14:23,2018/10/30 14:35,2018/10/30 14:35,,2018/10/30 14:12,0:03:54,0:03:54,,00,05,,,2018/10/30 14:12,2018/10/30 14:21,43403.591666666743403.5979166667,肯定的,,,
-,-,14,2018/10/30 14:12,7523,乗客アプリ（目的地から）,4343,345,8,2,,2018/10/30 14:21,2018/10/30 14:29,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/30 14:22,2018/10/30 14:22,2018/10/30 14:35,2018/10/30 14:35,,2018/10/30 14:12,0:08:20,0:16:40,,00,09,,,2018/10/30 14:12,2018/10/30 14:29,43403.591666666743403.6034722222,肯定的,,,
-,-,14,2018/10/30 14:13,7524,乗客アプリ（地図から）,2787,666,9,1,,2018/10/30 14:22,2018/10/30 14:55,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/30 14:29,2018/10/30 14:29,2018/10/30 14:49,2018/10/30 14:53,,2018/10/30 14:13,0:33:30,0:33:30,,00,08,,,2018/10/30 14:13,2018/10/30 14:55,43403.592361111143403.6215277778,#N/A,,,
-,-,14,2018/10/30 14:15,7525,まちかど設置端末（店舗から）,0,849,6,1,,2018/10/30 14:18,2018/10/30 14:24,35.447541 139.644914,シルク博物館,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/30 14:22,2018/10/30 14:22,2018/10/30 14:33,2018/10/30 14:33,,2018/10/30 14:15,0:05:24,0:05:24,,00,03,,,2018/10/30 14:15,2018/10/30 14:24,43403.5937543403.6,#N/A,,,
-,-,14,2018/10/30 14:15,7526,乗客アプリ（目的地から）,3300,786,10,1,,2018/10/30 14:21,2018/10/30 14:25,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/30 14:19,2018/10/30 14:23,2018/10/30 14:25,2018/10/30 14:29,,2018/10/30 14:15,0:04:27,0:04:27,,01,05,,,2018/10/30 14:15,2018/10/30 14:25,43403.5937543403.6006944444,#N/A,,,
-,-,14,2018/10/30 14:16,7527,乗客アプリ（目的地から）,3162,559,10,1,,2018/10/30 14:21,2018/10/30 14:34,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/10/30 14:21,2018/10/30 14:23,2018/10/30 14:38,2018/10/30 14:40,,2018/10/30 14:16,0:13:10,0:13:10,,00,05,,,2018/10/30 14:16,2018/10/30 14:34,43403.594444444443403.6069444444,#N/A,,,
★,-,14,2018/10/30 14:20,7529,乗客アプリ（地図から）,4140,601,10,2,,2018/10/30 14:44,2018/10/30 14:57,35.448801 139.636702,ホテルルートイン横浜馬車道,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/30 14:50,2018/10/30 14:50,2018/10/30 15:06,2018/10/30 15:06,2018/10/30 14:50,2018/10/30 14:50,0:12:52,0:25:44,,00,00,,,2018/10/30 14:20,2018/10/30 14:57,43403.597222222243403.6229166667,#N/A,,,
-,-,14,2018/10/30 14:22,7530,乗客アプリ（目的地から）,3945,929,9,1,,2018/10/30 14:24,2018/10/30 14:49,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/30 14:27,2018/10/30 14:27,2018/10/30 14:45,2018/10/30 14:45,,2018/10/30 14:22,0:25:12,0:25:12,,00,01,,,2018/10/30 14:22,2018/10/30 14:49,43403.598611111143403.6173611111,#N/A,,,
-,-,14,2018/10/30 14:26,7531,まちかど設置端末（地図から）,0,884,9,1,,2018/10/30 14:31,2018/10/30 14:39,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/30 14:33,2018/10/30 14:33,2018/10/30 14:42,2018/10/30 14:42,,2018/10/30 14:26,0:08:21,0:08:21,,00,04,,,2018/10/30 14:26,2018/10/30 14:39,43403.601388888943403.6104166667,#N/A,,,
-,-,14,2018/10/30 14:27,7532,まちかど設置端末（店舗から）,0,728,5,1,,2018/10/30 14:29,2018/10/30 14:34,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/30 14:30,2018/10/30 14:30,2018/10/30 14:41,2018/10/30 14:41,,2018/10/30 14:27,0:05:16,0:05:16,,00,02,,,2018/10/30 14:27,2018/10/30 14:34,43403.602083333343403.6069444444,#N/A,,,
-,-,14,2018/10/30 14:34,7533,乗客アプリ（地図から）,2424,498,9,1,,2018/10/30 14:40,2018/10/30 14:59,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 14:41,2018/10/30 14:41,2018/10/30 15:10,2018/10/30 15:10,,2018/10/30 14:34,0:18:36,0:18:36,,00,06,,,2018/10/30 14:34,2018/10/30 14:59,43403.606944444443403.6243055556,#N/A,,,
-,-,14,2018/10/30 14:36,7535,乗客アプリ（地図から）,1751,768,4,1,,2018/10/30 14:40,2018/10/30 14:44,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/30 14:43,2018/10/30 14:43,2018/10/30 14:49,2018/10/30 14:49,,2018/10/30 14:36,0:04:27,0:04:27,,00,03,,,2018/10/30 14:36,2018/10/30 14:44,43403.608333333343403.6138888889,肯定的,,,
-,-,14,2018/10/30 14:41,7536,乗客アプリ（目的地から）,985,1258,5,1,,2018/10/30 14:45,2018/10/30 14:50,35.447541 139.644914,シルク博物館,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/30 14:44,2018/10/30 14:44,2018/10/30 14:49,2018/10/30 14:49,,2018/10/30 14:41,0:04:25,0:04:25,,00,03,,,2018/10/30 14:41,2018/10/30 14:50,43403.611805555643403.6180555556,肯定的,,,
-,-,14,2018/10/30 14:44,7538,まちかど設置端末（店舗から）,0,760,4,2,,2018/10/30 14:50,2018/10/30 14:56,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/30 14:49,2018/10/30 14:49,2018/10/30 15:02,2018/10/30 15:02,,2018/10/30 14:44,0:06:25,0:12:50,,00,05,,,2018/10/30 14:44,2018/10/30 14:56,43403.613888888943403.6222222222,#N/A,,,
