,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,
-,-,17,2018/11/12 17:41,167-581-CAKE,13178,乗客アプリWeb（地図から）,6039,175,8,2,,2018/11/12 17:55,2018/11/12 18:01,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 18:00,2018/11/12 18:00,2018/11/12 18:13,2018/11/12 18:13,,2018/11/12 17:41,0:06:08,0:12:16,,00,13,,,2018/11/12 17:41,2018/11/12 18:01,43416.736805555643416.7506944444,#N/A,,
-,-,17,2018/11/12 17:52,101-829-SNOW,13180,乗客アプリ（目的地から）,3930,361,13,1,,2018/11/12 17:59,2018/11/12 18:04,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 18:04,2018/11/12 18:04,2018/11/12 18:24,2018/11/12 18:24,,2018/11/12 17:52,0:05:33,0:05:33,,00,06,,,2018/11/12 17:52,2018/11/12 18:04,43416.744444444443416.7527777778,#N/A,,
-,-,17,2018/11/12 17:58,105-817-SNOW,13183,乗客アプリ（地図から）,5429,972,11,1,,2018/11/12 18:00,2018/11/12 18:06,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 18:01,2018/11/12 18:02,2018/11/12 18:13,2018/11/12 18:13,,2018/11/12 17:58,0:05:10,0:05:10,,00,02,,,2018/11/12 17:58,2018/11/12 18:06,43416.748611111143416.7541666667,#N/A,,
-,-,17,2018/11/12 17:58,167-561-CAKE,13184,乗客アプリ（地図から）,2669,828,11,1,,2018/11/12 18:06,2018/11/12 18:20,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/12 18:14,2018/11/12 18:14,2018/11/12 18:28,2018/11/12 18:28,,2018/11/12 17:58,0:13:28,0:13:28,,00,08,,,2018/11/12 17:58,2018/11/12 18:20,43416.748611111143416.7638888889,#N/A,,
-,☆,17,2018/11/12 17:15,103-423-SNOW,13166,乗客アプリ（地図から）,5973,547,8,1,2018/11/12 17:20,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 17:19,,2018/11/12 17:25,,,2018/11/12 17:15,0:00:00,0:00:00,,00,05,,,2018/11/12 17:15,1900/1/0 0:00,43416.718750,#N/A,,
-,☆,17,2018/11/12 17:22,064-430-BANANA 064-429-BANANA,13168,乗客アプリ（目的地から）,1162,734,13,2,2018/11/12 17:30,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/12 17:26,,2018/11/12 17:37,,,2018/11/12 17:22,0:00:00,0:00:00,,00,07,,,2018/11/12 17:22,1900/1/0 0:00,43416.72361111110,#N/A,,
-,☆,17,2018/11/12 17:38,007-750-BLUE,13175,まちかど端末（乗降ポイントから）,0,284,9,1,2018/11/12 17:39,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 17:48,,2018/11/12 17:58,,,2018/11/12 17:38,0:00:00,0:00:00,,00,09,,,2018/11/12 17:38,1900/1/0 0:00,43416.73472222220,#N/A,,
-,☆,17,2018/11/12 17:45,063-091-BANANA 063-755-BANANA 070-937-ORANGE,13179,乗客アプリ（地図から）,5936,674,13,3,2018/11/12 17:46,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/12 18:16,,2018/11/12 18:36,,,2018/11/12 17:45,0:00:00,0:00:00,,00,31,,,2018/11/12 17:45,1900/1/0 0:00,43416.73958333330,#N/A,,
-,☆,17,2018/11/12 17:54,068-247-BANANA 068-235-BANANA,13182,乗客アプリ（目的地から）,6044,50,11,2,2018/11/12 17:55,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 18:21,,2018/11/12 18:34,,,2018/11/12 17:54,0:00:00,0:00:00,,00,26,,,2018/11/12 17:54,1900/1/0 0:00,43416.74583333330,#N/A,,
★,-,18,2018/11/12 17:06,167-584-CAKE,13163,乗客アプリWeb（目的地から）,3318,730,11,1,,2018/11/12 17:57,2018/11/12 18:06,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 18:06,2018/11/12 18:06,2018/11/12 18:21,2018/11/12 18:21,2018/11/12 18:06,2018/11/12 18:06,0:08:38,0:08:38,303,00,00,07,07,2018/11/12 17:06,2018/11/12 18:06,43416.712543416.7541666667,#N/A,,
★,-,18,2018/11/12 17:14,111-235-SUN,13165,乗客アプリ（地図から）,4442,427,10,1,,2018/11/12 18:13,2018/11/12 18:27,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/12 18:14,2018/11/12 18:14,2018/11/12 18:25,2018/11/12 18:27,2018/11/12 18:14,2018/11/12 18:14,0:14:18,0:14:18,,00,00,,,2018/11/12 17:14,2018/11/12 18:27,43416.718055555643416.76875,#N/A,,
★,-,18,2018/11/12 17:53,063-091-BANANA 063-755-BANANA,13181,乗客アプリ（地図から）,5936,947,13,2,,2018/11/12 18:13,2018/11/12 18:25,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/12 18:24,2018/11/12 18:24,2018/11/12 18:40,2018/11/12 18:42,2018/11/12 18:03,2018/11/12 18:03,0:12:44,0:25:28,,00,09,,,2018/11/12 17:53,2018/11/12 18:25,43416.745138888943416.7673611111,#N/A,,
-,-,18,2018/11/12 18:02,071-178-ORANGE,13185,乗客アプリ（地図から）,2383,450,1,1,,2018/11/12 18:06,2018/11/12 18:20,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/12 18:06,2018/11/12 18:06,2018/11/12 18:17,2018/11/12 18:19,,2018/11/12 18:02,0:14:31,0:14:31,,00,03,,,2018/11/12 18:02,2018/11/12 18:20,43416.751388888943416.7638888889,#N/A,,
-,-,18,2018/11/12 18:04,103-569-SNOW,13186,乗客アプリ（目的地から）,4511,104,1,1,,2018/11/12 18:11,2018/11/12 18:24,35.450554 139.632616,横浜桜木町ワシントンホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/12 18:10,2018/11/12 18:10,2018/11/12 18:23,2018/11/12 18:23,,2018/11/12 18:04,0:12:55,0:12:55,,01,07,,,2018/11/12 18:04,2018/11/12 18:24,43416.752777777843416.7666666667,#N/A,,
★,-,18,2018/11/12 18:05,113-848-SUN,13187,乗客アプリ（地図から）,3510,144,13,1,,2018/11/12 18:09,2018/11/12 18:18,35.454389 139.630904,横浜ランドマークタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/12 18:15,2018/11/12 18:15,2018/11/12 18:31,2018/11/12 18:31,2018/11/12 18:15,2018/11/12 18:15,0:08:55,0:08:55,,00,00,,,2018/11/12 18:05,2018/11/12 18:18,43416.753472222243416.7625,#N/A,,
-,-,18,2018/11/12 18:07,068-407-BANANA,13189,乗客アプリ（地図から）,3919,89,2,1,,2018/11/12 18:13,2018/11/12 18:22,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 18:13,2018/11/12 18:13,2018/11/12 18:23,2018/11/12 18:23,,2018/11/12 18:07,0:08:34,0:08:34,,00,06,,,2018/11/12 18:07,2018/11/12 18:22,43416.754861111143416.7652777778,#N/A,,
-,-,18,2018/11/12 18:08,007-750-BLUE,13191,まちかど端末（乗降ポイントから）,0,169,10,1,,2018/11/12 18:22,2018/11/12 18:28,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/11/12 18:22,2018/11/12 18:22,2018/11/12 18:29,2018/11/12 18:29,,2018/11/12 18:08,0:06:33,0:06:33,,00,14,,,2018/11/12 18:08,2018/11/12 18:28,43416.755555555643416.7694444444,#N/A,,
-,-,18,2018/11/12 18:14,069-439-BANANA,13193,まちかど端末（乗降ポイントから）,0,545,2,1,,2018/11/12 18:28,2018/11/12 18:37,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/12 18:29,2018/11/12 18:29,2018/11/12 18:40,2018/11/12 18:40,,2018/11/12 18:14,0:09:30,0:09:30,,00,13,,,2018/11/12 18:14,2018/11/12 18:37,43416.759722222243416.7756944444,#N/A,,
-,-,18,2018/11/12 18:16,016-062-RED,13194,まちかど端末（乗降ポイントから）,0,266,11,1,,2018/11/12 18:22,2018/11/12 18:29,35.454389 139.630904,横浜ランドマークタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 18:28,2018/11/12 18:28,2018/11/12 18:36,2018/11/12 18:36,,2018/11/12 18:16,0:06:30,0:06:30,,00,06,,,2018/11/12 18:16,2018/11/12 18:29,43416.761111111143416.7701388889,#N/A,,
-,-,18,2018/11/12 18:18,005-604-BLUE,13195,乗客アプリ（目的地から）,5081,195,4,1,,2018/11/12 18:28,2018/11/12 18:30,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.453715 139.638133,横浜ワールドポーターズ,2018/11/12 18:28,2018/11/12 18:28,2018/11/12 18:33,2018/11/12 18:33,,2018/11/12 18:18,0:02:04,0:02:04,,00,09,,,2018/11/12 18:18,2018/11/12 18:30,43416.762543416.7708333333,肯定的,,
-,-,18,2018/11/12 18:21,113-164-SUN 113-163-SUN,13196,乗客アプリ（地図から）,3931,834,13,2,,2018/11/12 18:32,2018/11/12 18:40,35.448676 139.635696,横浜平和プラザホテル,35.443659 139.650847,横浜マリンタワー,2018/11/12 18:32,2018/11/12 18:32,2018/11/12 18:41,2018/11/12 18:41,,2018/11/12 18:21,0:08:26,0:16:52,,00,10,,,2018/11/12 18:21,2018/11/12 18:40,43416.764583333343416.7777777778,#N/A,,
-,-,18,2018/11/12 18:24,167-583-CAKE,13197,乗客アプリ（目的地から）,5037,319,1,1,,2018/11/12 18:32,2018/11/12 18:41,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/11/12 18:35,2018/11/12 18:35,2018/11/12 18:43,2018/11/12 18:43,,2018/11/12 18:24,0:09:27,0:09:27,,00,07,,,2018/11/12 18:24,2018/11/12 18:41,43416.766666666743416.7784722222,#N/A,,
-,-,18,2018/11/12 18:29,103-423-SNOW 065-771-BANANA,13199,乗客アプリ（地図から）,5973,38,11,2,,2018/11/12 18:36,2018/11/12 18:41,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 18:33,2018/11/12 18:33,2018/11/12 18:39,2018/11/12 18:39,,2018/11/12 18:29,0:04:59,0:09:58,,03,07,,,2018/11/12 18:29,2018/11/12 18:41,43416.770138888943416.7784722222,#N/A,,
-,-,18,2018/11/12 18:30,003-389-BLUE 024-933-GREEN 010-363-RED 024-934-GREEN,13200,まちかど端末（店舗から）,0,214,5,4,,2018/11/12 18:41,2018/11/12 18:49,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 18:32,2018/11/12 18:35,2018/11/12 18:44,2018/11/12 18:46,,2018/11/12 18:30,0:08:38,0:34:32,,09,10,,,2018/11/12 18:30,2018/11/12 18:49,43416.770833333343416.7840277778,#N/A,,
★,-,18,2018/11/12 18:31,065-313-BANANA 068-246-BANANA 062-808-BANANA 065-316-BANANA 068-228-BANANA 068-229-BANANA,13201,乗客アプリ（地図から）,1410,172,4,6,,2018/11/12 18:39,2018/11/12 18:49,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/12 18:41,2018/11/12 18:41,2018/11/12 18:58,2018/11/12 18:58,2018/11/12 18:41,2018/11/12 18:41,0:10:16,1:01:36,,00,00,,,2018/11/12 18:31,2018/11/12 18:49,43416.771527777843416.7840277778,#N/A,,
-,-,18,2018/11/12 18:34,026-524-GREEN,13202,まちかど端末（店舗から）,0,163,6,1,,2018/11/12 18:40,2018/11/12 18:45,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 18:40,2018/11/12 18:40,2018/11/12 18:49,2018/11/12 18:49,,2018/11/12 18:34,0:04:28,0:04:28,,00,06,,,2018/11/12 18:34,2018/11/12 18:45,43416.773611111143416.78125,#N/A,,
★,-,18,2018/11/12 18:40,005-604-BLUE,13205,乗客アプリ（目的地から）,5081,394,1,1,,2018/11/12 18:50,2018/11/12 18:52,35.453715 139.638133,横浜ワールドポーターズ,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/12 18:50,2018/11/12 18:50,2018/11/12 18:55,2018/11/12 18:55,2018/11/12 18:50,2018/11/12 18:50,0:02:31,0:02:31,,00,00,,,2018/11/12 18:40,2018/11/12 18:52,43416.777777777843416.7861111111,肯定的,,
★,-,18,2018/11/12 18:45,166-697-agekke,13206,乗客アプリ（目的地から）,1334,875,6,1,,2018/11/12 18:51,2018/11/12 18:56,35.450447 139.635947,みなとみらい線　馬車道駅,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 18:55,2018/11/12 18:55,2018/11/12 19:06,2018/11/12 19:06,2018/11/12 18:55,2018/11/12 18:55,0:05:02,0:05:02,,00,00,,,2018/11/12 18:45,2018/11/12 18:56,43416.7812543416.7888888889,#N/A,,
-,-,18,2018/11/12 18:46,071-178-ORANGE,13207,乗客アプリ（地図から）,2383,378,8,1,,2018/11/12 18:54,2018/11/12 19:00,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 18:52,2018/11/12 18:52,2018/11/12 19:01,2018/11/12 19:01,,2018/11/12 18:46,0:05:54,0:05:54,,02,08,,,2018/11/12 18:46,2018/11/12 19:00,43416.781944444443416.7916666667,#N/A,,
-,-,18,2018/11/12 18:50,026-491-GREEN,13208,乗客アプリ（地図から）,3436,106,2,1,,2018/11/12 18:54,2018/11/12 19:07,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448676 139.635696,横浜平和プラザホテル,2018/11/12 18:54,2018/11/12 18:54,2018/11/12 19:03,2018/11/12 19:03,,2018/11/12 18:50,0:12:53,0:12:53,,00,03,,,2018/11/12 18:50,2018/11/12 19:07,43416.784722222243416.7965277778,#N/A,,
-,-,18,2018/11/12 18:51,020-937-GREEN,13209,乗客アプリ（地図から）,1158,57,5,1,,2018/11/12 19:02,2018/11/12 19:09,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/12 19:01,2018/11/12 19:01,2018/11/12 19:12,2018/11/12 19:12,,2018/11/12 18:51,0:07:35,0:07:35,,00,10,,,2018/11/12 18:51,2018/11/12 19:09,43416.785416666743416.7979166667,#N/A,,
-,-,18,2018/11/12 18:58,111-662-SUN,13211,乗客アプリ（地図から）,3445,447,2,1,,2018/11/12 19:03,2018/11/12 19:18,35.450447 139.635947,みなとみらい線　馬車道駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/12 19:01,2018/11/12 19:01,2018/11/12 19:11,2018/11/12 19:11,,2018/11/12 18:58,0:14:52,0:14:52,,02,04,,,2018/11/12 18:58,2018/11/12 19:18,43416.790277777843416.8041666667,#N/A,,
-,☆,18,2018/11/12 18:05,071-254-ORANGE,13188,まちかど端末（店舗から）,0,605,1,1,2018/11/12 18:12,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 18:29,,2018/11/12 18:40,,,2018/11/12 18:05,0:00:00,0:00:00,,00,24,,,2018/11/12 18:05,1900/1/0 0:00,43416.75347222220,#N/A,,
-,☆,18,2018/11/12 18:07,105-665-SNOW,13190,乗客アプリ（地図から）,2535,57,11,1,2018/11/12 18:08,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/12 18:22,,2018/11/12 18:39,,,2018/11/12 18:07,0:00:00,0:00:00,,00,14,,,2018/11/12 18:07,1900/1/0 0:00,43416.75486111110,#N/A,,
-,☆,18,2018/11/12 18:09,027-812-GREEN,13192,まちかど端末（店舗から）,0,716,11,1,2018/11/12 18:09,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 18:27,,2018/11/12 18:37,,,2018/11/12 18:09,0:00:00,0:00:00,,00,17,,,2018/11/12 18:09,1900/1/0 0:00,43416.756250,#N/A,,
-,☆,18,2018/11/12 18:26,103-423-SNOW 065-771-BANANA,13198,乗客アプリ（地図から）,5973,899,11,2,2018/11/12 18:28,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 18:28,,2018/11/12 18:34,,,2018/11/12 18:26,0:00:00,0:00:00,,00,02,,,2018/11/12 18:26,1900/1/0 0:00,43416.76805555560,#N/A,,
-,☆,18,2018/11/12 18:37,018-894-RED,13204,まちかど端末（乗降ポイントから）,0,366,1,1,2018/11/12 18:37,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/11/12 18:52,,2018/11/12 19:04,,,2018/11/12 18:37,0:00:00,0:00:00,,00,14,,,2018/11/12 18:37,1900/1/0 0:00,43416.77569444440,#N/A,,
-,☆,18,2018/11/12 18:54,006-886-BLUE,13210,乗客アプリ（目的地から）,1291,714,1,1,2018/11/12 18:54,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 18:55,,2018/11/12 19:06,,,2018/11/12 18:54,0:00:00,0:00:00,,00,01,,,2018/11/12 18:54,1900/1/0 0:00,43416.78750,#N/A,※307行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,18,2018/11/12 18:59,006-886-BLUE,13212,乗客アプリ（目的地から）,1291,361,1,1,2018/11/12 19:03,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 19:00,,2018/11/12 19:11,,,2018/11/12 18:59,0:00:00,0:00:00,,00,,,,2018/11/12 18:59,1900/1/0 0:00,43416.79097222220,#N/A,※306行と同一人物と思われるため一番短い待ち時間を採用,
-,-,19,2018/11/12 19:00,167-561-CAKE,13213,乗客アプリ（目的地から）,2669,391,8,1,,2018/11/12 19:06,2018/11/12 19:13,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/12 19:09,2018/11/12 19:09,2018/11/12 19:21,2018/11/12 19:21,,2018/11/12 19:00,0:06:55,0:06:55,315,00,06,04,03,2018/11/12 19:00,2018/11/12 19:13,43416.791666666743416.8006944444,肯定的,,
-,-,19,2018/11/12 19:01,018-616-RED,13214,乗客アプリ（目的地から）,3030,129,4,1,,2018/11/12 19:04,2018/11/12 19:10,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/12 19:03,2018/11/12 19:03,2018/11/12 19:10,2018/11/12 19:10,,2018/11/12 19:01,0:06:28,0:06:28,,01,02,,,2018/11/12 19:01,2018/11/12 19:10,43416.792361111143416.7986111111,#N/A,,
-,-,19,2018/11/12 19:03,006-886-BLUE,13215,乗客アプリ（目的地から）,1291,434,1,1,,2018/11/12 19:04,2018/11/12 19:11,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/12 19:05,2018/11/12 19:05,2018/11/12 19:16,2018/11/12 19:16,,2018/11/12 19:03,0:06:40,0:06:40,,00,00,,,2018/11/12 19:03,2018/11/12 19:11,43416.7937543416.7993055556,#N/A,,
-,-,19,2018/11/12 19:05,166-613-agekke,13216,まちかど端末（乗降ポイントから）,0,203,6,1,,2018/11/12 19:09,2018/11/12 19:16,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/12 19:15,2018/11/12 19:15,2018/11/12 19:26,2018/11/12 19:26,,2018/11/12 19:05,0:07:42,0:07:42,,00,03,,,2018/11/12 19:05,2018/11/12 19:16,43416.795138888943416.8027777778,#N/A,,
-,-,19,2018/11/12 19:06,050-536-STRAWBERRY 050-535-STRAWBERRY,13217,まちかど端末（乗降ポイントから）,0,337,10,2,,2018/11/12 19:09,2018/11/12 19:25,35.453715 139.638133,横浜ワールドポーターズ,35.441441 139.648505,横浜中華街朱雀門,2018/11/12 19:09,2018/11/12 19:09,2018/11/12 19:23,2018/11/12 19:33,,2018/11/12 19:06,0:15:59,0:31:58,,00,02,,,2018/11/12 19:06,2018/11/12 19:25,43416.795833333343416.8090277778,#N/A,,
★,-,19,2018/11/12 19:09,113-848-SUN,13219,乗客アプリ（地図から）,3510,271,10,1,,2018/11/12 19:13,2018/11/12 19:19,35.453715 139.638133,横浜ワールドポーターズ,35.445783 139.642958,横浜情報文化センター,2018/11/12 19:19,2018/11/12 19:19,2018/11/12 19:29,2018/11/12 19:29,2018/11/12 19:19,2018/11/12 19:19,0:06:16,0:06:16,,00,00,,,2018/11/12 19:09,2018/11/12 19:19,43416.797916666743416.8048611111,#N/A,,
-,-,19,2018/11/12 19:11,018-739-RED 055-204-STRAWBERRY 068-222-BANANA 068-223-BANANA,13220,乗客アプリ（目的地から）,5998,160,4,4,,2018/11/12 19:18,2018/11/12 19:27,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/11/12 19:18,2018/11/12 19:18,2018/11/12 19:37,2018/11/12 19:37,,2018/11/12 19:11,0:09:43,0:38:52,,00,06,,,2018/11/12 19:11,2018/11/12 19:27,43416.799305555643416.8104166667,#N/A,,
-,-,19,2018/11/12 19:13,050-537-STRAWBERRY,13221,乗客アプリ（地図から）,5976,430,8,1,,2018/11/12 19:21,2018/11/12 19:25,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/12 19:22,2018/11/12 19:22,2018/11/12 19:26,2018/11/12 19:26,,2018/11/12 19:13,0:03:40,0:03:40,,00,08,,,2018/11/12 19:13,2018/11/12 19:25,43416.800694444443416.8090277778,#N/A,,
-,-,19,2018/11/12 19:15,167-589-CAKE,13222,乗客アプリWeb（目的地から）,5430,908,5,1,,2018/11/12 19:22,2018/11/12 19:29,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/11/12 19:21,2018/11/12 19:21,2018/11/12 19:32,2018/11/12 19:32,,2018/11/12 19:15,0:07:13,0:07:13,,00,06,,,2018/11/12 19:15,2018/11/12 19:29,43416.802083333343416.8118055556,否定的,,
-,-,19,2018/11/12 19:16,021-216-GREEN,13223,乗客アプリ（目的地から）,1747,140,7,1,,2018/11/12 19:19,2018/11/12 19:26,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 19:17,2018/11/12 19:17,2018/11/12 19:27,2018/11/12 19:27,,2018/11/12 19:16,0:07:18,0:07:18,,01,03,,,2018/11/12 19:16,2018/11/12 19:26,43416.802777777843416.8097222222,#N/A,,
-,-,19,2018/11/12 19:18,166-613-agekke,13224,まちかど端末（乗降ポイントから）,0,378,2,1,,2018/11/12 19:19,2018/11/12 19:28,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/11/12 19:19,2018/11/12 19:19,2018/11/12 19:26,2018/11/12 19:26,,2018/11/12 19:18,0:08:14,0:08:14,,00,01,,,2018/11/12 19:18,2018/11/12 19:28,43416.804166666743416.8111111111,肯定的,,
-,-,19,2018/11/12 19:19,102-860-SNOW,13225,まちかど端末（店舗から）,0,409,6,1,,2018/11/12 19:23,2018/11/12 19:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/12 19:22,2018/11/12 19:22,2018/11/12 19:29,2018/11/12 19:29,,2018/11/12 19:19,0:05:47,0:05:47,,00,03,,,2018/11/12 19:19,2018/11/12 19:29,43416.804861111143416.8118055556,#N/A,,
-,-,19,2018/11/12 19:22,020-262-GREEN,13226,乗客アプリ（地図から）,3217,546,10,1,,2018/11/12 19:30,2018/11/12 19:42,35.443659 139.650847,横浜マリンタワー,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 19:28,2018/11/12 19:28,2018/11/12 19:44,2018/11/12 19:44,,2018/11/12 19:22,0:12:01,0:12:01,,01,07,,,2018/11/12 19:22,2018/11/12 19:42,43416.806944444443416.8208333333,肯定的,,
-,-,19,2018/11/12 19:23,017-113-RED,13227,まちかど端末（乗降ポイントから）,0,668,11,1,,2018/11/12 19:25,2018/11/12 19:36,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/12 19:25,2018/11/12 19:25,2018/11/12 19:38,2018/11/12 19:38,,2018/11/12 19:23,0:10:26,0:10:26,,00,02,,,2018/11/12 19:23,2018/11/12 19:36,43416.807638888943416.8166666667,#N/A,,
-,-,19,2018/11/12 19:26,111-212-SUN,13228,乗客アプリ（地図から）,2291,629,1,1,,2018/11/12 19:27,2018/11/12 19:38,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/12 19:28,2018/11/12 19:28,2018/11/12 19:44,2018/11/12 19:44,,2018/11/12 19:26,0:10:32,0:10:32,,00,01,,,2018/11/12 19:26,2018/11/12 19:38,43416.809722222243416.8180555556,#N/A,,
-,-,19,2018/11/12 19:28,007-749-BLUE,13229,まちかど端末（店舗から）,0,659,4,1,,2018/11/12 19:32,2018/11/12 19:37,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/12 19:31,2018/11/12 19:31,2018/11/12 19:40,2018/11/12 19:40,,2018/11/12 19:28,0:05:11,0:05:11,,00,03,,,2018/11/12 19:28,2018/11/12 19:37,43416.811111111143416.8173611111,#N/A,,
-,-,19,2018/11/12 19:28,008-512-BLUE 008-513-BLUE,13230,乗客アプリ（地図から）,2683,961,2,2,,2018/11/12 19:33,2018/11/12 19:39,35.445783 139.642958,横浜情報文化センター,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/12 19:32,2018/11/12 19:32,2018/11/12 19:43,2018/11/12 19:43,,2018/11/12 19:28,0:05:58,0:11:56,,00,05,,,2018/11/12 19:28,2018/11/12 19:39,43416.811111111143416.81875,#N/A,,
