,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,-,10,2018/12/2 10:08,166-403-agekke,23443,乗客アプリ（地図から）,5024,891,14,1,,2018/12/2 10:14,2018/12/2 10:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447546 139.64358,横浜開港資料館,2018/12/2 10:13,2018/12/2 10:14,2018/12/2 10:24,2018/12/2 10:37,,2018/12/2 10:08,0:16:21,0:16:21,,01,05,,,,,,
-,-,10,2018/12/2 10:09,166-382-agekke,23444,まちかど端末（乗降ポイントから）,0,951,3,1,,2018/12/2 10:15,2018/12/2 10:25,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 10:16,2018/12/2 10:16,2018/12/2 10:26,2018/12/2 10:26,,2018/12/2 10:09,0:10:05,0:10:05,,00,06,,,,,,
★,-,10,2018/12/2 10:11,142-972-STAR,23446,乗客アプリ（地図から）,8045,717,14,1,,2018/12/2 10:19,2018/12/2 10:27,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 10:20,2018/12/2 10:20,2018/12/2 10:32,2018/12/2 10:32,2018/12/2 10:20,2018/12/2 10:20,0:08:03,0:08:03,,00,00,,,,,,
-,-,10,2018/12/2 10:11,075-017-ORANGE 035-435-YELLOW,23447,まちかど端末（店舗から）,0,215,15,2,,2018/12/2 10:12,2018/12/2 10:19,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 10:12,2018/12/2 10:12,2018/12/2 10:22,2018/12/2 10:22,,2018/12/2 10:11,0:06:59,0:13:58,,00,01,,,,,,
-,-,10,2018/12/2 10:12,076-064-ORANGE 075-759-ORANGE,23448,まちかど端末（店舗から）,0,255,13,2,,2018/12/2 10:17,2018/12/2 10:23,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/12/2 10:17,2018/12/2 10:17,2018/12/2 10:29,2018/12/2 10:29,,2018/12/2 10:12,0:06:18,0:12:36,,00,04,,,,,,
-,-,10,2018/12/2 10:19,075-799-ORANGE 073-490-ORANGE,23450,まちかど端末（店舗から）,0,876,2,2,,2018/12/2 10:21,2018/12/2 10:29,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/2 10:20,2018/12/2 10:20,2018/12/2 10:30,2018/12/2 10:30,,2018/12/2 10:19,0:07:33,0:15:06,,01,02,,,,,,
-,-,10,2018/12/2 10:22,012-643-RED,23451,まちかど端末（店舗から）,0,790,1,1,,2018/12/2 10:29,2018/12/2 10:39,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/2 10:27,2018/12/2 10:32,2018/12/2 10:35,2018/12/2 10:44,,2018/12/2 10:22,0:10:06,0:10:06,,02,07,,,,,,
★,-,10,2018/12/2 10:22,028-886-GREEN,23452,乗客アプリ（Myルートから）,6126,204,2,1,,2018/12/2 10:31,2018/12/2 10:50,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/2 10:32,2018/12/2 10:32,2018/12/2 10:42,2018/12/2 10:46,2018/12/2 10:32,2018/12/2 10:32,0:19:19,0:19:19,,00,00,,,,,,
-,-,10,2018/12/2 10:23,166-410-agekke,23455,乗客アプリ（目的地から）,3162,191,4,1,,2018/12/2 10:25,2018/12/2 10:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443073 139.651914,横浜人形の家,2018/12/2 10:25,2018/12/2 10:25,2018/12/2 10:40,2018/12/2 10:40,,2018/12/2 10:23,0:09:21,0:09:21,,00,01,,,,,,
★,-,10,2018/12/2 10:24,010-023-RED,23456,乗客アプリ（目的地から）,2914,399,1,1,,2018/12/2 10:34,2018/12/2 10:39,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/2 10:34,2018/12/2 10:34,2018/12/2 10:43,2018/12/2 10:43,2018/12/2 10:34,2018/12/2 10:34,0:05:44,0:05:44,,00,00,,,,,,
★,-,10,2018/12/2 10:25,113-390-SUN,23457,乗客アプリ（目的地から）,5143,167,2,1,,2018/12/2 10:34,2018/12/2 11:04,35.441441 139.648505,横浜中華街朱雀門,35.454389 139.630904,横浜ランドマークタワー,2018/12/2 10:35,2018/12/2 10:35,2018/12/2 10:53,2018/12/2 10:53,2018/12/2 10:35,2018/12/2 10:35,0:29:36,0:29:36,,00,00,,,,,,
-,-,10,2018/12/2 10:25,141-260-STAR 141-261-STAR,23458,乗客アプリ（目的地から）,8057,175,8,2,,2018/12/2 10:27,2018/12/2 10:40,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/2 10:27,2018/12/2 10:27,2018/12/2 10:42,2018/12/2 10:42,,2018/12/2 10:25,0:12:36,0:25:12,,00,01,,,,,,
-,-,10,2018/12/2 10:29,065-858-BANANA,23459,乗客アプリ（目的地から）,7277,855,7,1,,2018/12/2 10:34,2018/12/2 10:46,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/12/2 10:32,2018/12/2 10:32,2018/12/2 10:46,2018/12/2 10:46,,2018/12/2 10:29,0:12:30,0:12:30,,01,04,,,,,,
-,-,10,2018/12/2 10:30,031-432-YELLOW,23460,乗客アプリ（簡単予約）,5952,681,15,1,,2018/12/2 10:35,2018/12/2 10:49,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443073 139.651914,横浜人形の家,2018/12/2 10:34,2018/12/2 10:34,2018/12/2 10:49,2018/12/2 10:49,,2018/12/2 10:30,0:13:51,0:13:51,,00,04,,,,,,
★,-,10,2018/12/2 10:35,012-675-RED 012-665-RED,23461,乗客アプリ（地図から）,8046,953,2,2,,2018/12/2 10:45,2018/12/2 11:00,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/2 10:45,2018/12/2 10:45,2018/12/2 11:00,2018/12/2 11:00,2018/12/2 10:45,2018/12/2 10:45,0:15:02,0:30:04,,00,00,,,,,,
-,-,10,2018/12/2 10:37,166-419-agekke,23462,乗客アプリ（目的地から）,1888,576,11,1,,2018/12/2 10:40,2018/12/2 10:45,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/2 10:41,2018/12/2 10:41,2018/12/2 10:48,2018/12/2 10:48,,2018/12/2 10:37,0:05:49,0:05:49,,00,02,,,,,,
-,-,10,2018/12/2 10:40,027-307-GREEN,23464,乗客アプリ（地図から）,2683,267,14,1,,2018/12/2 10:44,2018/12/2 11:07,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/2 10:42,2018/12/2 10:45,2018/12/2 10:56,2018/12/2 11:11,,2018/12/2 10:40,0:23:36,0:23:36,,01,03,,,,,,
★,-,10,2018/12/2 10:40,034-125-YELLOW,23465,乗客アプリ（Myルートから）,2215,403,3,1,,2018/12/2 10:50,2018/12/2 10:57,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/12/2 10:50,2018/12/2 10:50,2018/12/2 10:58,2018/12/2 10:58,2018/12/2 10:50,2018/12/2 10:50,0:07:23,0:07:23,,00,00,,,,,,
-,-,10,2018/12/2 10:43,070-756-ORANGE 076-107-ORANGE 076-108-ORANGE,23467,乗客アプリ（地図から）,6734,343,10,3,,2018/12/2 10:49,2018/12/2 11:19,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/2 10:44,2018/12/2 10:44,2018/12/2 11:03,2018/12/2 11:03,,2018/12/2 10:43,0:30:21,1:31:03,,04,05,,,,,,
★,-,10,2018/12/2 10:48,168-080-CAKE,23469,乗客アプリWeb（目的地から）,2041,18,8,4,,2018/12/2 11:03,2018/12/2 11:15,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/2 10:58,2018/12/2 11:00,2018/12/2 11:11,2018/12/2 11:16,2018/12/2 10:58,2018/12/2 10:58,0:11:41,0:46:44,,05,05,,,,,,
-,-,10,2018/12/2 10:49,168-084-CAKE,23470,乗客アプリWeb（地図から）,8049,872,7,2,,2018/12/2 10:56,2018/12/2 11:14,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/2 10:55,2018/12/2 10:55,2018/12/2 11:05,2018/12/2 11:13,,2018/12/2 10:49,0:17:39,0:35:18,,01,06,,,,,,
★,-,10,2018/12/2 10:49,143-306-STAR,23471,乗客アプリ（地図から）,8050,266,7,1,,2018/12/2 10:59,2018/12/2 11:13,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 10:59,2018/12/2 10:59,2018/12/2 11:11,2018/12/2 11:11,2018/12/2 10:59,2018/12/2 10:59,0:13:41,0:13:41,,00,00,,,,,,
-,-,10,2018/12/2 10:59,069-519-BANANA 069-520-BANANA,23480,乗客アプリ（目的地から）,4860,959,8,2,,2018/12/2 11:04,2018/12/2 11:11,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/12/2 11:02,2018/12/2 11:02,2018/12/2 11:12,2018/12/2 11:12,,2018/12/2 10:59,0:06:42,0:13:24,,01,05,,,,,,
★,☆,10,2018/12/2 9:26,022-567-GREEN,23428,乗客アプリ（地図から）,4834,983,3,1,2018/12/2 9:26,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/12/2 10:04,,2018/12/2 10:13,,2018/12/2 9:36,2018/12/2 9:36,0:00:00,0:00:00,,00,04,,,,2018/12/2 10:00,※10時以前に予約しているため,※36行と同一人物と思われるため一番短いものを採用
★,☆,10,2018/12/2 9:27,022-567-GREEN,23429,乗客アプリ（地図から）,4834,669,3,1,2018/12/2 10:04,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/2 10:04,,2018/12/2 10:12,,2018/12/2 9:37,2018/12/2 9:37,0:00:00,0:00:00,,00,,,,,2018/12/2 10:00,※10時以前に予約しているため,※35行と同一人物と思われるため一番短いものを採用
★,☆,10,2018/12/2 9:36,077-417-ORANGE 077-418-ORANGE 077-416-ORANGE,23430,乗客アプリ（地図から）,7989,182,5,3,2018/12/2 9:37,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 10:12,,2018/12/2 10:25,,2018/12/2 9:46,2018/12/2 9:46,0:00:00,0:00:00,,00,12,,,,2018/12/2 10:00,※10時以前に予約しているため,
-,☆,10,2018/12/2 9:59,117-127-SUN,23433,乗客アプリ（Myルートから）,6060,868,12,1,2018/12/2 10:00,,,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/2 10:09,,2018/12/2 10:19,,,2018/12/2 9:59,0:00:00,0:00:00,,00,09,,,,2018/12/2 10:00,※10時以前に予約しているため,
★,☆,10,2018/12/2 10:00,075-928-ORANGE 076-268-ORANGE,23436,まちかど端末（店舗から）,0,6,7,2,2018/12/2 10:02,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/12/2 10:10,,2018/12/2 10:29,,2018/12/2 10:10,2018/12/2 10:10,0:00:00,0:00:00,,00,00,,,,,,
★,☆,10,2018/12/2 10:18,028-886-GREEN,23449,乗客アプリ（Myルートから）,6126,899,10,1,2018/12/2 10:18,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/2 10:28,,2018/12/2 10:38,,2018/12/2 10:28,2018/12/2 10:28,0:00:00,0:00:00,,00,00,,,,,,
-,☆,10,2018/12/2 10:22,168-080-CAKE,23453,乗客アプリWeb（目的地から）,2041,349,4,4,2018/12/2 10:23,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/2 10:30,,2018/12/2 10:43,,,2018/12/2 10:22,0:00:00,0:00:00,,00,07,,,,,,
★,☆,10,2018/12/2 10:43,168-082-CAKE,23466,乗客アプリWeb（地図から）,8059,82,14,2,2018/12/2 10:43,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/2 10:52,,2018/12/2 11:06,,2018/12/2 10:52,2018/12/2 10:52,0:00:00,0:00:00,,00,00,,,,,,
★,☆,10,2018/12/2 10:46,168-083-CAKE,23468,乗客アプリWeb（地図から）,8060,514,1,1,2018/12/2 10:47,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/2 10:56,,2018/12/2 11:02,,2018/12/2 10:56,2018/12/2 10:56,0:00:00,0:00:00,,00,00,,,,,,
★,-,11,2018/12/2 10:10,114-166-SUN 111-748-SUN 111-747-SUN,23445,乗客アプリ（目的地から）,3931,564,11,3,,2018/12/2 11:08,2018/12/2 11:14,35.443659 139.650847,横浜マリンタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 11:10,2018/12/2 11:10,2018/12/2 11:24,2018/12/2 11:24,2018/12/2 11:10,2018/12/2 11:10,0:06:31,0:19:33,748,00,00,06,03,,,,
★,-,11,2018/12/2 10:23,077-417-ORANGE 077-418-ORANGE 077-416-ORANGE,23454,乗客アプリ（地図から）,7989,784,3,3,,2018/12/2 11:20,2018/12/2 11:28,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/2 11:23,2018/12/2 11:23,2018/12/2 11:33,2018/12/2 11:33,2018/12/2 11:23,2018/12/2 11:23,0:08:24,0:25:12,,00,00,,,,,,
★,-,11,2018/12/2 10:50,143-334-STAR,23472,乗客アプリ（地図から）,7776,962,10,1,,2018/12/2 10:58,2018/12/2 11:08,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 11:00,2018/12/2 11:00,2018/12/2 11:11,2018/12/2 11:11,2018/12/2 11:00,2018/12/2 11:00,0:10:08,0:10:08,,00,00,,,,,,
★,-,11,2018/12/2 10:50,143-303-STAR,23473,乗客アプリ（地図から）,8054,882,14,1,,2018/12/2 10:58,2018/12/2 11:16,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 11:00,2018/12/2 11:00,2018/12/2 11:18,2018/12/2 11:18,2018/12/2 11:00,2018/12/2 11:00,0:18:08,0:18:08,,00,00,,,,,,
★,-,11,2018/12/2 10:50,143-304-STAR 143-302-STAR 143-305-STAR,23474,乗客アプリ（地図から）,7777,208,13,3,,2018/12/2 11:00,2018/12/2 11:05,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 11:00,2018/12/2 11:00,2018/12/2 11:14,2018/12/2 11:14,2018/12/2 11:00,2018/12/2 11:00,0:05:21,0:16:03,,00,00,,,,,,
★,-,11,2018/12/2 10:50,026-581-GREEN,23475,まちかど端末（店舗から）,0,802,6,1,,2018/12/2 10:57,2018/12/2 11:05,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/2 11:00,2018/12/2 11:00,2018/12/2 11:09,2018/12/2 11:09,2018/12/2 11:00,2018/12/2 11:00,0:08:13,0:08:13,,00,00,,,,,,
★,-,11,2018/12/2 10:51,113-757-SUN 114-139-SUN,23476,乗客アプリ（目的地から）,7647,142,9,2,,2018/12/2 11:50,2018/12/2 11:57,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/2 11:51,2018/12/2 11:51,2018/12/2 11:57,2018/12/2 11:57,2018/12/2 11:51,2018/12/2 11:51,0:06:43,0:13:26,,00,00,,,,,,
★,-,11,2018/12/2 10:53,066-418-BANANA 066-419-BANANA,23477,乗客アプリ（地図から）,3307,505,5,2,,2018/12/2 10:59,2018/12/2 11:04,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 11:03,2018/12/2 11:03,2018/12/2 11:13,2018/12/2 11:13,2018/12/2 11:03,2018/12/2 11:03,0:05:45,0:11:30,,00,00,,,,,,
★,-,11,2018/12/2 10:57,141-271-STAR 141-272-STAR 141-328-STAR 141-321-STAR,23478,乗客アプリ（目的地から）,4075,105,12,4,,2018/12/2 11:05,2018/12/2 11:14,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/2 11:07,2018/12/2 11:07,2018/12/2 11:22,2018/12/2 11:22,2018/12/2 11:07,2018/12/2 11:07,0:09:25,0:37:40,,00,00,,,,,,
★,-,11,2018/12/2 10:59,033-577-YELLOW 033-578-YELLOW,23479,乗客アプリ（Myルートから）,3653,530,15,2,,2018/12/2 11:06,2018/12/2 11:16,35.445857 139.647636,ホテルモントレ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/2 11:09,2018/12/2 11:09,2018/12/2 11:24,2018/12/2 11:24,2018/12/2 11:09,2018/12/2 11:09,0:09:29,0:18:58,,00,00,,,,,,
★,-,11,2018/12/2 11:00,028-834-GREEN 027-084-GREEN 028-826-GREEN 028-833-GREEN,23481,乗客アプリ（簡単予約）,4547,60,1,4,,2018/12/2 11:07,2018/12/2 11:16,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/12/2 11:10,2018/12/2 11:10,2018/12/2 11:25,2018/12/2 11:25,2018/12/2 11:10,2018/12/2 11:10,0:08:13,0:32:52,,00,00,,,,,,
-,-,11,2018/12/2 11:02,065-490-BANANA 074-168-ORANGE 065-486-BANANA,23482,まちかど端末（店舗から）,0,788,3,3,,2018/12/2 11:12,2018/12/2 11:19,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 11:10,2018/12/2 11:10,2018/12/2 11:23,2018/12/2 11:23,,2018/12/2 11:02,0:07:41,0:23:03,,01,09,,,,,,
-,-,11,2018/12/2 11:05,168-079-CAKE,23483,乗客アプリWeb（地図から）,5745,562,14,1,,2018/12/2 11:09,2018/12/2 11:16,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 11:08,2018/12/2 11:08,2018/12/2 11:17,2018/12/2 11:17,,2018/12/2 11:05,0:06:36,0:06:36,,01,04,,,,,,
★,-,11,2018/12/2 11:05,025-261-GREEN 025-259-GREEN 025-260-GREEN 025-262-GREEN,23484,乗客アプリ（地図から）,5562,147,9,4,,2018/12/2 11:11,2018/12/2 11:25,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/2 11:15,2018/12/2 11:15,2018/12/2 11:33,2018/12/2 11:33,2018/12/2 11:15,2018/12/2 11:15,0:13:46,0:55:04,,00,00,,,,,,
-,-,11,2018/12/2 11:06,168-086-CAKE,23485,乗客アプリWeb（地図から）,6650,184,2,1,,2018/12/2 11:08,2018/12/2 11:14,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/2 11:09,2018/12/2 11:09,2018/12/2 11:18,2018/12/2 11:18,,2018/12/2 11:06,0:05:46,0:05:46,,00,01,,,,,,
-,-,11,2018/12/2 11:08,141-270-STAR 141-296-STAR,23486,乗客アプリ（地図から）,8038,549,5,2,,2018/12/2 11:11,2018/12/2 11:18,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/2 11:14,2018/12/2 11:14,2018/12/2 11:26,2018/12/2 11:26,,2018/12/2 11:08,0:07:31,0:15:02,,00,02,,,,,,
-,-,11,2018/12/2 11:10,141-399-STAR 141-400-STAR,23487,まちかど端末（店舗から）,0,126,6,2,,2018/12/2 11:15,2018/12/2 11:21,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/2 11:15,2018/12/2 11:15,2018/12/2 11:24,2018/12/2 11:24,,2018/12/2 11:10,0:06:08,0:12:16,,00,05,,,,,,
★,-,11,2018/12/2 11:11,168-087-CAKE,23488,乗客アプリWeb（地図から）,8066,537,13,4,,2018/12/2 11:23,2018/12/2 11:30,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/12/2 11:21,2018/12/2 11:21,2018/12/2 11:33,2018/12/2 11:33,2018/12/2 11:21,2018/12/2 11:21,0:07:10,0:28:40,,02,02,,,,,,
-,-,11,2018/12/2 11:15,034-372-YELLOW,23490,乗客アプリ（地図から）,5605,11,15,1,,2018/12/2 11:18,2018/12/2 11:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/2 11:18,2018/12/2 11:18,2018/12/2 11:24,2018/12/2 11:24,,2018/12/2 11:15,0:05:27,0:05:27,,00,02,,,,,,
-,-,11,2018/12/2 11:17,067-207-BANANA,23491,乗客アプリ（簡単予約）,3229,512,7,1,,2018/12/2 11:22,2018/12/2 11:48,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/2 11:24,2018/12/2 11:24,2018/12/2 11:30,2018/12/2 11:30,,2018/12/2 11:17,0:25:48,0:25:48,,00,04,,,,,,
-,-,11,2018/12/2 11:20,006-541-BLUE 006-542-BLUE,23492,乗客アプリ（地図から）,5131,72,2,2,,2018/12/2 11:23,2018/12/2 11:29,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/2 11:22,2018/12/2 11:22,2018/12/2 11:29,2018/12/2 11:29,,2018/12/2 11:20,0:06:01,0:12:02,,01,03,,,,,,
