,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,-,10,2018/11/18 9:28,105-810-SNOW 105-809-SNOW,15650,乗客アプリ（目的地から）,5412,908,1,2,,2018/11/18 10:10,2018/11/18 10:18,35.443908 139.635249,イセザキ・モール,35.445857 139.647636,ホテルモントレ横浜,2018/11/18 10:10,2018/11/18 10:10,2018/11/18 10:19,2018/11/18 10:19,,2018/11/18 9:28,0:07:47,0:15:34,925,00,41,07,05,,,,
-,-,10,2018/11/18 9:50,063-616-BANANA 073-726-ORANGE,15656,乗客アプリ（簡単予約）,6257,437,15,2,,2018/11/18 10:14,2018/11/18 10:22,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/18 10:10,2018/11/18 10:10,2018/11/18 10:21,2018/11/18 10:21,,2018/11/18 9:50,0:07:58,0:15:56,,04,24,,,,,,
★,-,10,2018/11/18 9:54,062-705-BANANA,15658,乗客アプリ（地図から）,5952,263,10,1,,2018/11/18 10:05,2018/11/18 10:24,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443073 139.651914,横浜人形の家,2018/11/18 10:04,2018/11/18 10:04,2018/11/18 10:20,2018/11/18 10:27,2018/11/18 10:04,2018/11/18 10:04,0:18:19,0:18:19,,01,01,,,,,,
★,-,10,2018/11/18 9:56,064-763-BANANA 065-734-BANANA,15660,乗客アプリ（地図から）,2855,633,10,2,,2018/11/18 10:06,2018/11/18 10:17,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/18 10:06,2018/11/18 10:06,2018/11/18 10:21,2018/11/18 10:21,2018/11/18 10:06,2018/11/18 10:06,0:11:32,0:23:04,,00,00,,,,,,
-,-,10,2018/11/18 9:59,023-762-GREEN 023-767-GREEN 023-761-GREEN,15668,乗客アプリ（地図から）,3615,471,8,3,,2018/11/18 10:09,2018/11/18 10:18,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/18 10:11,2018/11/18 10:11,2018/11/18 10:28,2018/11/18 10:28,,2018/11/18 9:59,0:08:56,0:26:48,,00,09,,,,,,
-,-,10,2018/11/18 10:00,073-715-ORANGE,15669,乗客アプリ（地図から）,3462,578,13,1,,2018/11/18 10:11,2018/11/18 10:23,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/18 10:11,2018/11/18 10:12,2018/11/18 10:25,2018/11/18 10:29,,2018/11/18 10:00,0:11:27,0:11:27,,00,11,,,,,,
-,-,10,2018/11/18 10:00,023-179-GREEN,15670,乗客アプリ（目的地から）,3457,937,2,1,,2018/11/18 10:04,2018/11/18 10:09,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/18 10:06,2018/11/18 10:06,2018/11/18 10:13,2018/11/18 10:13,,2018/11/18 10:00,0:04:51,0:04:51,,00,03,,,,,,
-,-,10,2018/11/18 10:02,167-744-CAKE,15671,乗客アプリWeb（地図から）,6535,953,11,2,,2018/11/18 10:08,2018/11/18 10:23,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/18 10:07,2018/11/18 10:07,2018/11/18 10:17,2018/11/18 10:28,,2018/11/18 10:02,0:15:10,0:30:20,,00,06,,,,,,
-,-,10,2018/11/18 10:02,069-878-BANANA,15672,乗客アプリ（簡単予約）,5811,132,4,1,,2018/11/18 10:06,2018/11/18 10:11,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/18 10:05,2018/11/18 10:05,2018/11/18 10:13,2018/11/18 10:13,,2018/11/18 10:02,0:05:12,0:05:12,,00,03,,,,,,
★,-,10,2018/11/18 10:03,028-106-GREEN,15673,乗客アプリ（地図から）,1312,664,11,1,,2018/11/18 10:13,2018/11/18 10:23,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/18 10:13,2018/11/18 10:13,2018/11/18 10:21,2018/11/18 10:27,2018/11/18 10:13,2018/11/18 10:13,0:10:22,0:10:22,,00,00,,,,,,
-,-,10,2018/11/18 10:03,007-564-BLUE,15674,乗客アプリ（目的地から）,1358,826,6,1,,2018/11/18 10:08,2018/11/18 10:13,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/18 10:07,2018/11/18 10:07,2018/11/18 10:16,2018/11/18 10:16,,2018/11/18 10:03,0:04:22,0:04:22,,00,05,,,,,,
-,-,10,2018/11/18 10:03,003-761-BLUE 003-762-BLUE 003-763-BLUE 003-760-BLUE,15675,乗客アプリ（目的地から）,6570,761,5,4,,2018/11/18 10:09,2018/11/18 10:14,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/18 10:05,2018/11/18 10:05,2018/11/18 10:14,2018/11/18 10:14,,2018/11/18 10:03,0:05:10,0:20:40,,03,05,,,,,,
-,-,10,2018/11/18 10:03,055-358-STRAWBERRY 055-356-STRAWBERRY 055-357-STRAWBERRY,15676,乗客アプリ（目的地から）,6347,20,7,3,,2018/11/18 10:12,2018/11/18 10:21,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/18 10:07,2018/11/18 10:07,2018/11/18 10:23,2018/11/18 10:23,,2018/11/18 10:03,0:09:13,0:27:39,,04,08,,,,,,
★,-,10,2018/11/18 10:06,056-150-STRAWBERRY 056-149-STRAWBERRY,15677,乗客アプリ（目的地から）,1605,179,13,2,,2018/11/18 10:14,2018/11/18 10:28,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/18 10:16,2018/11/18 10:16,2018/11/18 10:34,2018/11/18 10:34,2018/11/18 10:16,2018/11/18 10:16,0:13:57,0:27:54,,00,00,,,,,,
-,-,10,2018/11/18 10:07,023-864-GREEN 023-865-GREEN 023-861-GREEN 023-863-GREEN 023-862-GREEN 027-431-GREEN,15678,まちかど端末（店舗から）,0,732,4,6,,2018/11/18 10:15,2018/11/18 10:25,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/18 10:15,2018/11/18 10:15,2018/11/18 10:30,2018/11/18 10:30,,2018/11/18 10:07,0:10:40,1:04:00,,00,07,,,,,,
★,-,10,2018/11/18 10:08,006-288-BLUE,15679,乗客アプリ（地図から）,3537,440,11,1,,2018/11/18 10:16,2018/11/18 10:23,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/18 10:18,2018/11/18 10:18,2018/11/18 10:26,2018/11/18 10:26,2018/11/18 10:18,2018/11/18 10:18,0:07:06,0:07:06,,00,00,,,,,,
-,-,10,2018/11/18 10:08,166-624-agekke,15680,乗客アプリ（地図から）,1885,252,9,1,,2018/11/18 10:13,2018/11/18 10:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/18 10:11,2018/11/18 10:11,2018/11/18 10:22,2018/11/18 10:22,,2018/11/18 10:08,0:11:03,0:11:03,,01,04,,,,,,
-,-,10,2018/11/18 10:08,027-432-GREEN,15681,まちかど端末（店舗から）,0,91,2,1,,2018/11/18 10:11,2018/11/18 10:20,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/18 10:12,2018/11/18 10:12,2018/11/18 10:21,2018/11/18 10:21,,2018/11/18 10:08,0:08:03,0:08:03,,00,03,,,,,,
-,-,10,2018/11/18 10:12,166-600-agekke,15684,乗客アプリ（地図から）,5762,917,3,1,,2018/11/18 10:18,2018/11/18 10:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/18 10:17,2018/11/18 10:19,2018/11/18 10:32,2018/11/18 10:35,,2018/11/18 10:12,0:10:48,0:10:48,,01,06,,,,,,
