,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
★,-,10,2018/11/23 10:08,030-397-YELLOW,18101,乗客アプリ（目的地から）,3393,256,13,1,,2018/11/23 10:21,2018/11/23 10:25,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/23 10:18,2018/11/23 10:18,2018/11/23 10:26,2018/11/23 10:26,2018/11/23 10:18,2018/11/23 10:18,0:04:14,0:04:14,,02,02,,,,,,
-,-,10,2018/11/23 10:10,166-444-agekke,18102,まちかど端末（乗降ポイントから）,0,948,11,1,,2018/11/23 10:16,2018/11/23 10:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/23 10:19,2018/11/23 10:19,2018/11/23 10:30,2018/11/23 10:33,,2018/11/23 10:10,0:15:04,0:15:04,,00,05,,,,,,
-,-,10,2018/11/23 10:11,166-452-agekke,18103,乗客アプリ（地図から）,1885,6,8,1,,2018/11/23 10:16,2018/11/23 10:22,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/23 10:20,2018/11/23 10:20,2018/11/23 10:26,2018/11/23 10:26,,2018/11/23 10:11,0:05:37,0:05:37,,00,04,,,,,,
★,-,10,2018/11/23 10:16,117-471-SUN 117-472-SUN 117-470-SUN,18104,乗客アプリ（地図から）,7007,267,11,3,,2018/11/23 10:27,2018/11/23 10:41,35.450447 139.635947,馬車道駅（みなとみらい線）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/23 10:26,2018/11/23 10:26,2018/11/23 10:42,2018/11/23 10:42,2018/11/23 10:26,2018/11/23 10:26,0:13:58,0:41:54,,00,00,,,,,,
-,-,10,2018/11/23 10:23,028-688-GREEN,18108,まちかど端末（店舗から）,0,176,8,1,,2018/11/23 10:27,2018/11/23 10:33,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/23 10:26,2018/11/23 10:26,2018/11/23 10:35,2018/11/23 10:35,,2018/11/23 10:23,0:05:21,0:05:21,,00,04,,,,,,
-,-,10,2018/11/23 10:23,026-803-GREEN 026-802-GREEN,18109,まちかど端末（店舗から）,0,359,4,2,,2018/11/23 10:26,2018/11/23 10:37,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443073 139.651914,横浜人形の家,2018/11/23 10:26,2018/11/23 10:26,2018/11/23 10:42,2018/11/23 10:42,,2018/11/23 10:23,0:10:58,0:21:56,,00,02,,,,,,
-,-,10,2018/11/23 10:27,166-475-agekke,18112,乗客アプリ（目的地から）,1888,48,10,1,,2018/11/23 10:30,2018/11/23 10:36,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/23 10:30,2018/11/23 10:30,2018/11/23 10:36,2018/11/23 10:36,,2018/11/23 10:27,0:05:24,0:05:24,,00,03,,,,,,
-,-,10,2018/11/23 10:29,166-412-agekke,18113,乗客アプリ（地図から）,2051,679,7,1,,2018/11/23 10:34,2018/11/23 10:40,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/23 10:36,2018/11/23 10:36,2018/11/23 10:43,2018/11/23 10:43,,2018/11/23 10:29,0:06:02,0:06:02,,00,05,,,,,,
-,-,10,2018/11/23 10:33,067-357-BANANA 069-571-BANANA 067-356-BANANA,18114,乗客アプリ（地図から）,7032,730,1,3,,2018/11/23 10:43,2018/11/23 10:48,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/23 10:39,2018/11/23 10:39,2018/11/23 10:47,2018/11/23 10:47,,2018/11/23 10:33,0:04:30,0:13:30,,03,10,,,,,,
-,-,10,2018/11/23 10:34,024-741-GREEN 024-742-GREEN,18116,乗客アプリ（地図から）,3582,969,14,2,,2018/11/23 10:46,2018/11/23 10:51,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/23 10:40,2018/11/23 10:40,2018/11/23 10:49,2018/11/23 10:49,,2018/11/23 10:34,0:04:42,0:09:24,,05,11,,,,,,
-,-,10,2018/11/23 10:35,062-704-BANANA,18118,乗客アプリ（地図から）,2855,217,10,1,,2018/11/23 10:44,2018/11/23 10:57,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443073 139.651914,横浜人形の家,2018/11/23 10:42,2018/11/23 10:42,2018/11/23 10:58,2018/11/23 10:58,,2018/11/23 10:35,0:13:09,0:13:09,,01,08,,,,,,
-,-,10,2018/11/23 10:36,015-197-RED,18119,乗客アプリ（目的地から）,4745,178,13,1,,2018/11/23 10:40,2018/11/23 10:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/23 10:41,2018/11/23 10:41,2018/11/23 10:51,2018/11/23 10:51,,2018/11/23 10:36,0:07:02,0:07:02,,00,04,,,,,,
-,-,10,2018/11/23 10:41,030-552-YELLOW 030-551-YELLOW,18124,乗客アプリ（地図から）,6171,449,4,2,,2018/11/23 10:45,2018/11/23 10:55,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/11/23 10:44,2018/11/23 10:44,2018/11/23 10:59,2018/11/23 10:59,,2018/11/23 10:41,0:09:44,0:19:28,,00,03,,,,,,
-,-,10,2018/11/23 10:41,002-808-BLUE 002-809-BLUE,18125,乗客アプリ（地図から）,4092,366,5,2,,2018/11/23 10:46,2018/11/23 10:58,35.441002 139.650809,横浜元町ショッピングストリート,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/23 10:46,2018/11/23 10:47,2018/11/23 11:02,2018/11/23 11:10,,2018/11/23 10:41,0:11:48,0:23:36,,00,04,,,,,,
★,-,10,2018/11/23 10:42,111-714-SUN 111-716-SUN,18126,乗客アプリ（目的地から）,4397,702,5,2,,2018/11/23 10:49,2018/11/23 10:58,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/23 10:52,2018/11/23 10:52,2018/11/23 11:07,2018/11/23 11:07,2018/11/23 10:52,2018/11/23 10:52,0:08:41,0:17:22,,00,00,,,,,,
-,-,10,2018/11/23 10:43,116-326-SUN 116-328-SUN 116-330-SUN 116-329-SUN,18127,乗客アプリ（目的地から）,1898,320,12,4,,2018/11/23 10:47,2018/11/23 10:59,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/23 10:47,2018/11/23 10:47,2018/11/23 10:59,2018/11/23 10:59,,2018/11/23 10:43,0:11:44,0:46:56,,00,03,,,,,,
-,-,10,2018/11/23 10:47,111-076-SUN,18128,乗客アプリ（目的地から）,3378,708,9,1,,2018/11/23 10:50,2018/11/23 10:57,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/23 10:49,2018/11/23 10:49,2018/11/23 10:59,2018/11/23 10:59,,2018/11/23 10:47,0:07:41,0:07:41,,01,02,,,,,,
★,-,10,2018/11/23 10:47,025-333-GREEN,18129,乗客アプリ（地図から）,2176,412,13,1,,2018/11/23 10:57,2018/11/23 11:06,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/23 10:57,2018/11/23 10:57,2018/11/23 11:13,2018/11/23 11:13,2018/11/23 10:57,2018/11/23 10:57,0:08:37,0:08:37,,00,00,,,,,,
-,-,10,2018/11/23 10:52,166-467-agekke,18132,まちかど端末（店舗から）,0,253,2,1,,2018/11/23 10:56,2018/11/23 11:00,35.450447 139.635947,馬車道駅（みなとみらい線）,35.447546 139.64358,横浜開港資料館,2018/11/23 10:57,2018/11/23 10:57,2018/11/23 11:02,2018/11/23 11:02,,2018/11/23 10:52,0:04:00,0:04:00,,00,03,,,,,,
-,-,10,2018/11/23 10:56,107-378-SNOW,18133,乗客アプリ（目的地から）,6126,60,3,1,,2018/11/23 11:00,2018/11/23 11:08,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/23 10:59,2018/11/23 10:59,2018/11/23 11:08,2018/11/23 11:08,,2018/11/23 10:56,0:08:01,0:08:01,,01,04,,,,,,
-,-,10,2018/11/23 10:57,070-698-ORANGE 069-640-BANANA 070-491-ORANGE,18134,まちかど端末（店舗から）,0,360,8,3,,2018/11/23 11:06,2018/11/23 11:10,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/23 11:02,2018/11/23 11:02,2018/11/23 11:10,2018/11/23 11:10,,2018/11/23 10:57,0:03:56,0:11:48,,03,08,,,,,,
-,-,10,2018/11/23 10:59,117-590-SUN,18135,乗客アプリ（地図から）,7061,906,4,1,,2018/11/23 11:02,2018/11/23 11:08,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/23 11:02,2018/11/23 11:02,2018/11/23 11:11,2018/11/23 11:11,,2018/11/23 10:59,0:06:27,0:06:27,,00,02,,,,,,
-,☆,10,2018/11/23 9:37,167-855-CAKE,18089,乗客アプリWeb（簡単予約）,5717,512,2,4,2018/11/23 9:39,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/23 10:06,,2018/11/23 10:20,,,2018/11/23 9:37,0:00:00,0:00:00,,00,06,,,,2018/11/23 10:00,※10時以前に予約しているため,
-,☆,10,2018/11/23 9:38,069-514-BANANA 063-917-BANANA,18090,まちかど端末（乗降ポイントから）,0,71,2,2,2018/11/23 10:44,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/23 10:38,,2018/11/23 10:48,,,2018/11/23 9:38,0:00:00,0:00:00,,00,44,,,,2018/11/23 10:00,※10時以前に予約しているため,
★,☆,10,2018/11/23 10:19,069-567-BANANA,18105,乗客アプリ（地図から）,7034,654,4,1,2018/11/23 10:20,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/23 10:29,,2018/11/23 10:36,,2018/11/23 10:29,2018/11/23 10:29,0:00:00,0:00:00,,00,00,,,,,,
★,☆,10,2018/11/23 10:20,069-570-BANANA,18106,乗客アプリ（地図から）,7033,109,14,1,2018/11/23 10:20,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/23 10:29,,2018/11/23 10:36,,2018/11/23 10:29,2018/11/23 10:29,0:00:00,0:00:00,,00,00,,,,,,
★,☆,10,2018/11/23 10:20,069-571-BANANA,18107,乗客アプリ（地図から）,7032,476,6,1,2018/11/23 10:20,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/23 10:30,,2018/11/23 10:36,,2018/11/23 10:30,2018/11/23 10:30,0:00:00,0:00:00,,00,00,,,,※40行と同一人物と思われるため一番短いものを採用,,
★,☆,10,2018/11/23 10:25,111-714-SUN 111-716-SUN,18110,乗客アプリ（地図から）,4397,731,1,2,2018/11/23 10:25,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/23 10:35,,2018/11/23 10:49,,2018/11/23 10:35,2018/11/23 10:35,0:00:00,0:00:00,,00,00,,,,,,
-,☆,10,2018/11/23 10:27,067-356-BANANA,18111,乗客アプリ（地図から）,7032,452,14,1,2018/11/23 10:32,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/23 10:34,,2018/11/23 10:40,,,2018/11/23 10:27,0:00:00,0:00:00,,00,,,,,※38行と同一人物と思われるため一番短いものを採用,,
-,☆,10,2018/11/23 10:33,024-741-GREEN,18115,乗客アプリ（地図から）,3582,935,14,1,2018/11/23 10:34,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/23 10:40,,2018/11/23 10:47,,,2018/11/23 10:33,0:00:00,0:00:00,,00,06,,,,,,
★,☆,10,2018/11/23 10:39,107-378-SNOW,18121,乗客アプリ（目的地から）,6126,161,3,1,2018/11/23 10:55,,,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/23 10:48,,2018/11/23 10:59,,2018/11/23 10:48,2018/11/23 10:48,0:00:00,0:00:00,,00,06,,,,,,
-,☆,10,2018/11/23 10:39,116-330-SUN,18122,乗客アプリ（目的地から）,1898,465,15,1,2018/11/23 10:43,,,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/23 10:45,,2018/11/23 10:53,,,2018/11/23 10:39,0:00:00,0:00:00,,00,05,,,,,,
-,☆,10,2018/11/23 10:49,066-104-BANANA 067-066-BANANA,18130,乗客アプリ（地図から）,1162,464,2,2,2018/11/23 10:49,,,35.448676 139.635696,横浜平和プラザホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/23 10:51,,2018/11/23 11:01,,,2018/11/23 10:49,0:00:00,0:00:00,,00,01,,,,,,
★,-,11,2018/11/23 10:04,112-471-SUN 022-403-GREEN,18100,乗客アプリ（地図から）,3588,447,13,2,,2018/11/23 11:01,2018/11/23 11:16,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/23 11:04,2018/11/23 11:04,2018/11/23 11:18,2018/11/23 11:23,2018/11/23 11:04,2018/11/23 11:04,0:14:15,0:28:30,660,00,00,04,03,,,,
★,-,11,2018/11/23 10:40,167-855-CAKE,18123,乗客アプリWeb（簡単予約）,5717,74,8,4,,2018/11/23 11:38,2018/11/23 11:46,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/23 11:40,2018/11/23 11:40,2018/11/23 11:52,2018/11/23 11:55,2018/11/23 11:40,2018/11/23 11:40,0:08:30,0:34:00,,00,00,,,,,,
★,-,11,2018/11/23 10:51,007-233-BLUE,18131,乗客アプリ（目的地から）,1358,547,14,1,,2018/11/23 11:00,2018/11/23 11:06,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/23 11:01,2018/11/23 11:01,2018/11/23 11:10,2018/11/23 11:10,2018/11/23 11:01,2018/11/23 11:01,0:05:53,0:05:53,,00,00,,,,,,
★,-,11,2018/11/23 11:01,074-197-ORANGE 074-199-ORANGE 071-193-ORANGE,18137,乗客アプリ（目的地から）,6987,715,15,3,,2018/11/23 11:07,2018/11/23 11:16,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/23 11:11,2018/11/23 11:11,2018/11/23 11:21,2018/11/23 11:21,2018/11/23 11:11,2018/11/23 11:11,0:09:19,0:27:57,,00,00,,,,,,
-,-,11,2018/11/23 11:02,076-663-ORANGE 076-665-ORANGE 076-661-ORANGE 076-662-ORANGE 076-664-ORANGE,18138,まちかど端末（店舗から）,0,513,6,5,,2018/11/23 11:08,2018/11/23 11:15,35.45435 139.631762,横浜ロイヤルパークホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/23 11:09,2018/11/23 11:09,2018/11/23 11:22,2018/11/23 11:22,,2018/11/23 11:02,0:06:58,0:34:50,,00,06,,,,,,
-,-,11,2018/11/23 11:02,015-197-RED,18139,乗客アプリ（目的地から）,4745,693,5,1,,2018/11/23 11:06,2018/11/23 11:10,35.453715 139.638133,横浜ワールドポーターズ,35.454389 139.630904,横浜ランドマークタワー,2018/11/23 11:05,2018/11/23 11:05,2018/11/23 11:13,2018/11/23 11:13,,2018/11/23 11:02,0:04:50,0:04:50,,00,03,,,,,,
-,-,11,2018/11/23 11:05,066-104-BANANA 067-066-BANANA,18140,乗客アプリ（地図から）,1162,492,12,2,,2018/11/23 11:09,2018/11/23 11:13,35.448676 139.635696,横浜平和プラザホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/23 11:08,2018/11/23 11:08,2018/11/23 11:19,2018/11/23 11:19,,2018/11/23 11:05,0:04:29,0:08:58,,00,03,,,,,,
-,-,11,2018/11/23 11:09,167-855-CAKE,18141,乗客アプリWeb（目的地から）,7068,58,3,2,,2018/11/23 11:16,2018/11/23 11:32,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/23 11:10,2018/11/23 11:10,2018/11/23 11:22,2018/11/23 11:22,,2018/11/23 11:09,0:16:10,0:32:20,,05,07,,,,,,
-,-,11,2018/11/23 11:09,072-435-ORANGE,18142,乗客アプリ（簡単予約）,3866,550,10,1,,2018/11/23 11:11,2018/11/23 11:19,35.445857 139.647636,ホテルモントレ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/23 11:10,2018/11/23 11:10,2018/11/23 11:20,2018/11/23 11:20,,2018/11/23 11:09,0:07:09,0:07:09,,01,02,,,,,,
-,-,11,2018/11/23 11:09,069-344-BANANA 069-343-BANANA,18143,まちかど端末（店舗から）,0,398,4,2,,2018/11/23 11:12,2018/11/23 11:21,35.448801 139.636702,ホテルルートイン横浜馬車道,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/23 11:14,2018/11/23 11:14,2018/11/23 11:25,2018/11/23 11:25,,2018/11/23 11:09,0:08:22,0:16:44,,00,03,,,,,,
-,-,11,2018/11/23 11:09,112-085-SUN 112-086-SUN,18144,乗客アプリ（地図から）,3698,269,2,2,,2018/11/23 11:17,2018/11/23 11:29,35.443908 139.635249,イセザキ・モール,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/23 11:16,2018/11/23 11:16,2018/11/23 11:27,2018/11/23 11:28,,2018/11/23 11:09,0:11:53,0:23:46,,01,08,,,,,,
-,-,11,2018/11/23 11:11,020-740-GREEN 021-054-GREEN 021-053-GREEN,18145,乗客アプリ（地図から）,2535,931,9,3,,2018/11/23 11:13,2018/11/23 11:20,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/23 11:13,2018/11/23 11:13,2018/11/23 11:22,2018/11/23 11:22,,2018/11/23 11:11,0:06:40,0:20:00,,00,02,,,,,,
-,-,11,2018/11/23 11:16,067-391-BANANA 065-157-BANANA 065-156-BANANA 067-341-BANANA,18146,まちかど端末（店舗から）,0,159,1,4,,2018/11/23 11:23,2018/11/23 11:28,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/23 11:20,2018/11/23 11:20,2018/11/23 11:29,2018/11/23 11:29,,2018/11/23 11:16,0:05:02,0:20:08,,02,06,,,,,,
-,-,11,2018/11/23 11:18,167-857-CAKE,18148,乗客アプリWeb（目的地から）,7070,569,10,3,,2018/11/23 11:22,2018/11/23 11:37,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/23 11:20,2018/11/23 11:20,2018/11/23 11:33,2018/11/23 11:33,,2018/11/23 11:18,0:14:18,0:42:54,,02,04,,,,,,
-,-,11,2018/11/23 11:21,117-595-SUN 117-594-SUN 117-593-SUN,18149,乗客アプリ（目的地から）,2975,658,5,3,,2018/11/23 11:25,2018/11/23 11:32,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/23 11:26,2018/11/23 11:26,2018/11/23 11:36,2018/11/23 11:36,,2018/11/23 11:21,0:06:51,0:20:33,,00,04,,,,,,
-,-,11,2018/11/23 11:22,117-763-SUN,18150,まちかど端末（店舗から）,0,777,15,1,,2018/11/23 11:25,2018/11/23 11:40,35.443073 139.651914,横浜人形の家,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/23 11:25,2018/11/23 11:25,2018/11/23 11:43,2018/11/23 11:43,,2018/11/23 11:22,0:15:05,0:15:05,,00,03,,,,,,
-,-,11,2018/11/23 11:27,020-664-GREEN,18152,まちかど端末（乗降ポイントから）,0,261,7,1,,2018/11/23 11:30,2018/11/23 11:35,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/23 11:30,2018/11/23 11:30,2018/11/23 11:38,2018/11/23 11:38,,2018/11/23 11:27,0:05:16,0:05:16,,00,03,,,,,,
-,-,11,2018/11/23 11:27,166-467-agekke,18153,まちかど端末（乗降ポイントから）,0,922,13,1,,2018/11/23 11:34,2018/11/23 11:40,35.447541 139.644914,シルク博物館,35.443073 139.651914,横浜人形の家,2018/11/23 11:31,2018/11/23 11:31,2018/11/23 11:35,2018/11/23 11:35,,2018/11/23 11:27,0:05:28,0:05:28,,03,06,,,,,,
-,-,11,2018/11/23 11:30,020-666-GREEN,18154,まちかど端末（乗降ポイントから）,0,583,11,1,,2018/11/23 11:34,2018/11/23 11:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/23 11:32,2018/11/23 11:34,2018/11/23 11:39,2018/11/23 11:51,,2018/11/23 11:30,0:08:33,0:08:33,,01,04,,,,,,
-,-,11,2018/11/23 11:30,024-758-GREEN 024-757-GREEN,18155,まちかど端末（乗降ポイントから）,0,771,6,2,,2018/11/23 11:37,2018/11/23 11:48,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/23 11:39,2018/11/23 11:39,2018/11/23 11:55,2018/11/23 11:55,,2018/11/23 11:30,0:10:21,0:20:42,,00,06,,,,,,
★,-,11,2018/11/23 11:34,028-552-GREEN 028-274-GREEN,18157,乗客アプリ（目的地から）,4838,237,9,2,,2018/11/23 11:44,2018/11/23 11:52,35.443908 139.635249,イセザキ・モール,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/23 11:44,2018/11/23 11:44,2018/11/23 11:54,2018/11/23 11:54,2018/11/23 11:44,2018/11/23 11:44,0:07:58,0:15:56,,00,00,,,,,,
