,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
★,-,18,2018/11/29 17:15,069-864-BANANA 069-863-BANANA,21852,乗客アプリ（地図から）,2475,91,1,2,,2018/11/29 18:16,2018/11/29 18:27,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/29 18:15,2018/11/29 18:15,2018/11/29 18:32,2018/11/29 18:29,2018/11/29 18:15,2018/11/29 18:15,0:11:08,0:22:16,448,00,00,17,12,,,
★,-,18,2018/11/29 17:36,076-871-ORANGE,21885,乗客アプリ（目的地から）,7019,233,4,1,,2018/11/29 18:31,2018/11/29 18:36,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 18:36,2018/11/29 18:36,2018/11/29 18:47,2018/11/29 18:45,2018/11/29 18:36,2018/11/29 18:36,0:05:05,0:05:05,,00,00,,,,,
★,-,18,2018/11/29 17:40,076-472-ORANGE 076-475-ORANGE 076-471-ORANGE 076-474-ORANGE,21894,まちかど端末（店舗から）,0,796,3,4,,2018/11/29 18:35,2018/11/29 18:41,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 18:40,2018/11/29 18:40,2018/11/29 18:54,2018/11/29 18:52,2018/11/29 18:40,2018/11/29 18:40,0:06:50,0:27:20,,00,00,,,,,
★,-,18,2018/11/29 17:43,076-150-ORANGE 076-151-ORANGE 076-476-ORANGE 076-149-ORANGE 076-477-ORANGE,21902,まちかど端末（店舗から）,0,417,6,5,,2018/11/29 18:35,2018/11/29 18:41,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 18:42,2018/11/29 18:42,2018/11/29 18:58,2018/11/29 18:58,2018/11/29 18:42,2018/11/29 18:42,0:06:16,0:31:20,,00,00,,,,,
-,-,18,2018/11/29 18:02,118-342-SUN,21924,乗客アプリ（地図から）,3915,110,2,1,,2018/11/29 18:13,2018/11/29 18:22,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 18:13,2018/11/29 18:16,2018/11/29 18:25,2018/11/29 18:29,,2018/11/29 18:02,0:09:06,0:09:06,,00,11,,,,,
-,-,18,2018/11/29 18:03,117-057-SUN 117-058-SUN,21925,乗客アプリ（地図から）,4610,224,8,2,,2018/11/29 18:04,2018/11/29 18:09,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/29 18:04,2018/11/29 18:04,2018/11/29 18:13,2018/11/29 18:13,,2018/11/29 18:03,0:04:46,0:09:32,,00,01,,,,,
-,-,18,2018/11/29 18:03,118-297-SUN,21926,乗客アプリ（地図から）,1051,266,2,1,,2018/11/29 18:13,2018/11/29 18:22,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 18:14,2018/11/29 18:16,2018/11/29 18:26,2018/11/29 18:28,,2018/11/29 18:03,0:08:49,0:08:49,,00,10,,,,,
-,-,18,2018/11/29 18:06,035-575-YELLOW,21928,まちかど端末（乗降ポイントから）,0,142,2,1,,2018/11/29 18:35,2018/11/29 18:43,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 18:42,2018/11/29 18:43,2018/11/29 18:53,2018/11/29 18:54,,2018/11/29 18:06,0:07:57,0:07:57,,00,29,,,,,
-,-,18,2018/11/29 18:09,065-874-BANANA 065-872-BANANA 065-873-BANANA,21929,乗客アプリ（目的地から）,7188,242,1,3,,2018/11/29 18:34,2018/11/29 18:46,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/29 18:35,2018/11/29 18:35,2018/11/29 18:47,2018/11/29 18:47,,2018/11/29 18:09,0:12:20,0:37:00,,00,25,,,,,
-,-,18,2018/11/29 18:10,118-830-SUN,21934,まちかど端末（乗降ポイントから）,0,342,13,1,,2018/11/29 18:22,2018/11/29 18:25,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.447541 139.644914,シルク博物館,2018/11/29 18:30,2018/11/29 18:30,2018/11/29 18:33,2018/11/29 18:33,,2018/11/29 18:10,0:02:47,0:02:47,,00,12,,,,,
-,-,18,2018/11/29 18:15,033-273-YELLOW,21941,乗客アプリ（簡単予約）,1318,294,3,1,,2018/11/29 18:19,2018/11/29 18:26,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 18:22,2018/11/29 18:22,2018/11/29 18:31,2018/11/29 18:31,,2018/11/29 18:15,0:06:38,0:06:38,,00,03,,,,,
-,-,18,2018/11/29 18:18,072-459-ORANGE,21942,まちかど端末（乗降ポイントから）,0,817,2,1,,2018/11/29 18:49,2018/11/29 19:08,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 19:00,2018/11/29 19:00,2018/11/29 19:12,2018/11/29 19:11,,2018/11/29 18:18,0:18:47,0:18:47,,00,30,,,,,
-,-,18,2018/11/29 18:35,076-729-ORANGE 076-730-ORANGE,21950,まちかど端末（乗降ポイントから）,0,710,11,2,,2018/11/29 18:41,2018/11/29 18:44,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/11/29 18:37,2018/11/29 18:37,2018/11/29 18:43,2018/11/29 18:43,,2018/11/29 18:35,0:02:14,0:04:28,,04,06,,,,,
-,-,18,2018/11/29 18:36,076-137-ORANGE,21953,乗客アプリ（地図から）,2584,939,4,1,,2018/11/29 18:44,2018/11/29 19:00,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 18:45,2018/11/29 18:45,2018/11/29 18:55,2018/11/29 19:01,,2018/11/29 18:36,0:16:06,0:16:06,,00,08,,,,,
-,-,18,2018/11/29 18:36,076-764-ORANGE,21954,乗客アプリ（地図から）,5455,206,3,1,,2018/11/29 18:43,2018/11/29 18:48,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 18:45,2018/11/29 18:45,2018/11/29 18:50,2018/11/29 18:50,,2018/11/29 18:36,0:04:52,0:04:52,,00,06,,,,,
-,-,18,2018/11/29 18:42,034-305-YELLOW,21955,まちかど端末（店舗から）,0,469,6,1,,2018/11/29 18:51,2018/11/29 18:58,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/29 18:45,2018/11/29 18:53,2018/11/29 18:54,2018/11/29 19:02,,2018/11/29 18:42,0:06:57,0:06:57,,06,08,,,,,
★,-,18,2018/11/29 18:42,031-927-YELLOW 117-476-SUN,21956,乗客アプリ（地図から）,1218,823,4,2,,2018/11/29 18:52,2018/11/29 19:00,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 18:52,2018/11/29 18:52,2018/11/29 19:02,2018/11/29 19:07,2018/11/29 18:52,2018/11/29 18:52,0:07:58,0:15:56,,00,00,,,,,
-,-,18,2018/11/29 18:44,166-534-agekke,21957,乗客アプリ（地図から）,1751,271,15,1,,2018/11/29 18:53,2018/11/29 19:02,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 18:52,2018/11/29 18:52,2018/11/29 19:01,2018/11/29 19:06,,2018/11/29 18:44,0:09:00,0:09:00,,00,09,,,,,
-,-,18,2018/11/29 18:44,035-572-YELLOW,21958,乗客アプリ（地図から）,2654,237,3,1,,2018/11/29 18:53,2018/11/29 19:04,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/29 18:56,2018/11/29 18:56,2018/11/29 19:09,2018/11/29 19:09,,2018/11/29 18:44,0:10:59,0:10:59,,00,09,,,,,
-,-,18,2018/11/29 18:44,035-573-YELLOW 035-599-YELLOW,21959,乗客アプリ（目的地から）,7764,890,5,2,,2018/11/29 19:02,2018/11/29 19:08,35.443704 139.651332,ホテルメルパルク横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 18:59,2018/11/29 18:59,2018/11/29 19:12,2018/11/29 19:12,,2018/11/29 18:44,0:06:11,0:12:22,,02,17,,,,,
★,-,18,2018/11/29 18:46,118-835-SUN 118-660-SUN,21960,乗客アプリ（目的地から）,7705,802,8,2,,2018/11/29 18:53,2018/11/29 19:06,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 18:56,2018/11/29 18:56,2018/11/29 19:03,2018/11/29 19:05,2018/11/29 18:56,2018/11/29 18:56,0:12:16,0:24:32,,00,00,,,,,
★,-,18,2018/11/29 18:46,026-054-GREEN 020-661-GREEN,21961,乗客アプリ（簡単予約）,7757,484,15,2,,2018/11/29 18:53,2018/11/29 19:11,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 18:56,2018/11/29 18:56,2018/11/29 19:12,2018/11/29 19:16,2018/11/29 18:56,2018/11/29 18:56,0:17:25,0:34:50,,00,00,,,,,
-,-,18,2018/11/29 18:47,023-021-GREEN,21963,乗客アプリ（簡単予約）,2915,870,4,1,,2018/11/29 18:54,2018/11/29 19:00,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 18:54,2018/11/29 18:54,2018/11/29 19:05,2018/11/29 19:06,,2018/11/29 18:47,0:06:23,0:06:23,,00,06,,,,,
-,-,18,2018/11/29 18:48,035-894-YELLOW,21964,まちかど端末（店舗から）,0,517,4,1,,2018/11/29 18:54,2018/11/29 19:00,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 18:55,2018/11/29 18:55,2018/11/29 19:05,2018/11/29 19:05,,2018/11/29 18:48,0:05:57,0:05:57,,00,06,,,,,
-,-,18,2018/11/29 18:48,104-476-SNOW,21965,乗客アプリ（地図から）,7599,355,7,1,,2018/11/29 19:02,2018/11/29 19:13,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 18:59,2018/11/29 18:59,2018/11/29 19:08,2018/11/29 19:12,,2018/11/29 18:48,0:11:23,0:11:23,,02,14,,,,,
★,-,18,2018/11/29 18:49,072-500-ORANGE 075-856-ORANGE 070-520-ORANGE,21967,まちかど端末（店舗から）,0,898,2,3,,2018/11/29 18:59,2018/11/29 19:12,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/29 18:59,2018/11/29 18:59,2018/11/29 19:16,2018/11/29 19:16,2018/11/29 18:59,2018/11/29 18:59,0:13:16,0:39:48,,00,00,,,,,
-,-,18,2018/11/29 18:50,167-995-CAKE,21968,乗客アプリ（簡単予約）,6318,90,15,1,,2018/11/29 18:56,2018/11/29 19:06,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/29 19:00,2018/11/29 19:00,2018/11/29 19:11,2018/11/29 19:11,,2018/11/29 18:50,0:10:33,0:10:33,,00,06,,,,,
-,-,18,2018/11/29 18:51,036-581-YELLOW 036-582-YELLOW,21971,まちかど端末（乗降ポイントから）,0,940,6,2,,2018/11/29 19:08,2018/11/29 19:12,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 19:09,2018/11/29 19:09,2018/11/29 19:19,2018/11/29 19:19,,2018/11/29 18:51,0:04:32,0:09:04,,00,16,,,,,
-,-,18,2018/11/29 18:52,012-244-RED,21972,乗客アプリ（目的地から）,2351,64,8,1,,2018/11/29 18:58,2018/11/29 19:14,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/29 19:00,2018/11/29 19:00,2018/11/29 19:19,2018/11/29 19:19,,2018/11/29 18:52,0:16:50,0:16:50,,00,05,,,,,
-,-,18,2018/11/29 18:53,035-801-YELLOW 035-802-YELLOW,21973,まちかど端末（乗降ポイントから）,0,279,5,2,,2018/11/29 19:08,2018/11/29 19:18,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 19:12,2018/11/29 19:12,2018/11/29 19:18,2018/11/29 19:22,,2018/11/29 18:53,0:09:33,0:19:06,,00,15,,,,,
-,-,18,2018/11/29 18:55,118-830-SUN,21974,まちかど端末（乗降ポイントから）,0,994,4,1,,2018/11/29 19:06,2018/11/29 19:08,35.447541 139.644914,シルク博物館,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 19:12,2018/11/29 19:12,2018/11/29 19:16,2018/11/29 19:16,,2018/11/29 18:55,0:02:42,0:02:42,,00,10,,,,,
★,☆,18,2018/11/29 17:05,167-990-CAKE,21839,乗客アプリWeb（地図から）,7711,77,13,1,2018/11/29 18:06,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/29 18:04,,2018/11/29 18:17,,2018/11/29 18:04,2018/11/29 18:04,0:00:00,0:00:00,,00,02,,,,,
★,☆,18,2018/11/29 17:55,118-297-SUN,21917,乗客アプリ（地図から）,1051,942,5,1,2018/11/29 17:56,,,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 18:43,,2018/11/29 18:57,,2018/11/29 18:05,2018/11/29 18:05,0:00:00,0:00:00,,00,37,,,,,
★,☆,18,2018/11/29 17:56,066-324-BANANA,21918,乗客アプリ（目的地から）,5564,714,7,1,2018/11/29 17:56,,,35.443704 139.651332,ホテルメルパルク横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 18:56,,2018/11/29 19:10,,2018/11/29 18:06,2018/11/29 18:06,0:00:00,0:00:00,,00,,,,,,※429行と同一人物と思われるため一番短い待ち時間を採用
★,☆,18,2018/11/29 17:58,066-324-BANANA,21921,乗客アプリ（目的地から）,5564,923,15,1,2018/11/29 17:58,,,35.443704 139.651332,ホテルメルパルク横浜,35.443908 139.635249,イセザキ・モール,2018/11/29 18:48,,2018/11/29 18:59,,2018/11/29 18:08,2018/11/29 18:08,0:00:00,0:00:00,,00,40,,,,,※428行と同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/11/29 18:57,036-584-YELLOW 036-583-YELLOW,21975,まちかど端末（店舗から）,0,787,3,2,2018/11/29 18:58,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 19:15,,2018/11/29 19:24,,,2018/11/29 18:57,0:00:00,0:00:00,,00,17,,,,,
-,☆,18,2018/11/29 18:57,035-863-YELLOW,21976,まちかど端末（乗降ポイントから）,0,323,15,1,2018/11/29 19:05,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/29 19:14,,2018/11/29 19:21,,,2018/11/29 18:57,0:00:00,0:00:00,,00,17,,,,,
-,☆,18,2018/11/29 18:01,020-328-GREEN,21923,まちかど端末（店舗から）,0,992,2,1,2018/11/29 18:01,,,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 18:17,,2018/11/29 18:34,,,2018/11/29 18:01,0:00:00,0:00:00,,00,16,,,,,
★,☆,18,2018/11/29 18:05,012-498-RED 012-242-RED 012-497-RED,21927,乗客アプリ（地図から）,2758,601,1,3,2018/11/29 18:06,,,35.448676 139.635696,横浜平和プラザホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/29 18:32,,2018/11/29 18:43,,2018/11/29 18:15,2018/11/29 18:15,0:00:00,0:00:00,,00,17,,,,,
-,☆,18,2018/11/29 18:09,066-603-BANANA,21930,乗客アプリ（地図から）,984,156,1,1,2018/11/29 18:09,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.445857 139.647636,ホテルモントレ横浜,2018/11/29 18:47,,2018/11/29 19:00,,,2018/11/29 18:09,0:00:00,0:00:00,,00,37,,,,,
-,☆,18,2018/11/29 18:09,036-069-YELLOW,21931,まちかど端末（乗降ポイントから）,0,501,7,1,2018/11/29 18:57,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/29 18:50,,2018/11/29 18:55,,,2018/11/29 18:09,0:00:00,0:00:00,,00,47,,,,,
★,☆,18,2018/11/29 18:10,034-777-YELLOW 034-778-YELLOW,21932,乗客アプリ（簡単予約）,7724,333,8,2,2018/11/29 18:10,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 18:52,,2018/11/29 19:06,,2018/11/29 18:20,2018/11/29 18:20,0:00:00,0:00:00,,00,32,,,,,※439行と同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/11/29 18:10,072-456-ORANGE 072-455-ORANGE 072-454-ORANGE,21933,まちかど端末（乗降ポイントから）,0,200,1,3,2018/11/29 19:00,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 18:56,,2018/11/29 19:04,,,2018/11/29 18:10,0:00:00,0:00:00,,00,50,,,,,
-,☆,18,2018/11/29 18:10,034-870-YELLOW 034-869-YELLOW,21935,まちかど端末（乗降ポイントから）,0,24,2,2,2018/11/29 18:16,,,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 18:45,,2018/11/29 19:04,,,2018/11/29 18:10,0:00:00,0:00:00,,00,35,,,,,
-,☆,18,2018/11/29 18:11,034-777-YELLOW 034-778-YELLOW,21936,乗客アプリ（簡単予約）,7724,592,8,2,2018/11/29 18:49,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 18:52,,2018/11/29 19:06,,,2018/11/29 18:11,0:00:00,0:00:00,,00,,,,,,※436行と同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/11/29 18:11,036-596-YELLOW,21937,まちかど端末（店舗から）,0,537,9,1,2018/11/29 18:12,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 19:00,,2018/11/29 19:08,,,2018/11/29 18:11,0:00:00,0:00:00,,00,48,,,,,
-,☆,18,2018/11/29 18:12,035-916-YELLOW,21938,まちかど端末（乗降ポイントから）,0,394,7,1,2018/11/29 18:58,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/29 18:50,,2018/11/29 18:55,,,2018/11/29 18:12,0:00:00,0:00:00,,00,45,,,,,
-,☆,18,2018/11/29 18:14,167-987-CAKE,21939,乗客アプリWeb（簡単予約）,5101,419,11,1,2018/11/29 18:15,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 18:34,,2018/11/29 18:43,,,2018/11/29 18:14,0:00:00,0:00:00,,00,20,,,,,
★,☆,18,2018/11/29 18:14,167-984-CAKE,21940,乗客アプリWeb（簡単予約）,7702,196,10,1,2018/11/29 18:15,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 19:03,,2018/11/29 19:17,,2018/11/29 18:24,2018/11/29 18:24,0:00:00,0:00:00,,00,38,,,,,
-,☆,18,2018/11/29 18:21,030-389-YELLOW 030-090-YELLOW 036-580-YELLOW,21943,乗客アプリ（目的地から）,7768,94,9,3,2018/11/29 18:21,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 19:00,,2018/11/29 19:10,,,2018/11/29 18:21,0:00:00,0:00:00,,00,,,,,,"※447,449行と同一人物と思われるため一番短い待ち時間を採用"
-,☆,18,2018/11/29 18:21,113-612-SUN 114-182-SUN,21944,乗客アプリ（目的地から）,3931,565,3,2,2018/11/29 18:21,,,35.448676 139.635696,横浜平和プラザホテル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/29 18:57,,2018/11/29 19:07,,,2018/11/29 18:21,0:00:00,0:00:00,,00,36,,,,,
★,☆,18,2018/11/29 18:21,052-129-STRAWBERRY,21945,乗客アプリ（地図から）,1923,494,9,1,2018/11/29 18:21,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.445857 139.647636,ホテルモントレ横浜,2018/11/29 19:08,,2018/11/29 19:21,,2018/11/29 18:31,2018/11/29 18:31,0:00:00,0:00:00,,00,,,,,,"※448,450行と同一人物と思われるため一番短い待ち時間を採用"
-,☆,18,2018/11/29 18:22,030-389-YELLOW 030-090-YELLOW 036-580-YELLOW,21946,乗客アプリ（目的地から）,7768,305,9,3,2018/11/29 18:22,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 19:00,,2018/11/29 19:10,,,2018/11/29 18:22,0:00:00,0:00:00,,00,37,,,,,"※444,449行と同一人物と思われるため一番短い待ち時間を採用"
-,☆,18,2018/11/29 18:22,052-129-STRAWBERRY,21947,乗客アプリ（地図から）,1923,343,3,1,2018/11/29 18:22,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.445857 139.647636,ホテルモントレ横浜,2018/11/29 19:01,,2018/11/29 19:14,,,2018/11/29 18:22,0:00:00,0:00:00,,00,,,,,,"※446,450行と同一人物と思われるため一番短い待ち時間を採用"
-,☆,18,2018/11/29 18:23,030-389-YELLOW 030-090-YELLOW 036-580-YELLOW,21948,乗客アプリ（地図から）,7768,118,9,3,2018/11/29 19:06,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 19:00,,2018/11/29 19:10,,,2018/11/29 18:23,0:00:00,0:00:00,,00,,,,,,"※447,444行と同一人物と思われるため一番短い待ち時間を採用"
-,☆,18,2018/11/29 18:23,052-129-STRAWBERRY 052-187-STRAWBERRY,21949,乗客アプリ（地図から）,1923,323,4,2,2018/11/29 18:23,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.445857 139.647636,ホテルモントレ横浜,2018/11/29 18:48,,2018/11/29 19:01,,,2018/11/29 18:23,0:00:00,0:00:00,,00,24,,,,,"※446,444行と同一人物と思われるため一番短い待ち時間を採用"
★,☆,18,2018/11/29 18:35,033-275-YELLOW 033-277-YELLOW,21951,まちかど端末（店舗から）,0,43,5,2,2018/11/29 18:47,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/29 18:44,,2018/11/29 18:54,,2018/11/29 18:44,2018/11/29 18:44,0:00:00,0:00:00,,00,02,,,,,※455行と同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/11/29 18:35,076-096-ORANGE 076-416-ORANGE,21952,まちかど端末（乗降ポイントから）,0,440,13,2,2018/11/29 18:40,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/11/29 18:38,,2018/11/29 18:43,,,2018/11/29 18:35,0:00:00,0:00:00,,00,04,,,,,"※453,454行と同一人物と思われるため一番短い待ち時間を採用"
-,☆,18,2018/11/29 18:47,076-096-ORANGE 076-416-ORANGE,21962,乗客アプリ（目的地から）,1054,35,7,2,2018/11/29 18:47,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/11/29 19:05,,2018/11/29 19:11,,,2018/11/29 18:47,0:00:00,0:00:00,,00,,,,,,"※452,454行と同一人物と思われるため一番短い待ち時間を採用"
-,☆,18,2018/11/29 18:48,076-096-ORANGE 076-416-ORANGE,21966,乗客アプリ（目的地から）,1054,677,6,2,2018/11/29 18:48,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/11/29 19:07,,2018/11/29 19:12,,,2018/11/29 18:48,0:00:00,0:00:00,,00,,,,,,"※453,452行と同一人物と思われるため一番短い待ち時間を採用"
-,☆,18,2018/11/29 18:51,035-896-YELLOW 035-895-YELLOW,21970,まちかど端末（店舗から）,0,434,1,2,2018/11/29 19:09,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/29 19:05,,2018/11/29 19:14,,,2018/11/29 18:51,0:00:00,0:00:00,,00,18,,,,,※451行と同一人物と思われるため一番短い待ち時間を採用
★,-,19,2018/11/29 18:51,025-268-GREEN,21969,乗客アプリ（地図から）,7533,256,8,1,,2018/11/29 19:01,2018/11/29 19:17,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 19:01,2018/11/29 19:01,2018/11/29 19:21,2018/11/29 19:23,2018/11/29 19:01,2018/11/29 19:01,0:15:47,0:15:47,391,00,00,03,03,,,
-,-,19,2018/11/29 19:02,030-663-YELLOW,21978,乗客アプリ（地図から）,7755,612,3,1,,2018/11/29 19:06,2018/11/29 19:11,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 19:07,2018/11/29 19:07,2018/11/29 19:14,2018/11/29 19:19,,2018/11/29 19:02,0:05:28,0:05:28,,00,03,,,,,
-,-,19,2018/11/29 19:02,036-121-YELLOW,21979,まちかど端末（店舗から）,0,361,7,1,,2018/11/29 19:08,2018/11/29 19:21,35.445783 139.642958,横浜情報文化センター,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 19:09,2018/11/29 19:09,2018/11/29 19:23,2018/11/29 19:23,,2018/11/29 19:02,0:12:24,0:12:24,,00,06,,,,,
-,-,19,2018/11/29 19:02,025-338-GREEN,21980,乗客アプリ（Myルートから）,3653,533,3,1,,2018/11/29 19:06,2018/11/29 19:20,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445857 139.647636,ホテルモントレ横浜,2018/11/29 19:08,2018/11/29 19:08,2018/11/29 19:23,2018/11/29 19:27,,2018/11/29 19:02,0:14:15,0:14:15,,00,03,,,,,
-,-,19,2018/11/29 19:03,026-285-GREEN,21981,乗客アプリ（Myルートから）,7569,556,10,1,,2018/11/29 19:08,2018/11/29 19:15,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/29 19:08,2018/11/29 19:08,2018/11/29 19:15,2018/11/29 19:16,,2018/11/29 19:03,0:07:06,0:07:06,,00,04,,,,,
