,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,,
★,-,11,2018/11/22 11:06,025-818-GREEN,17603,乗客アプリ（地図から）,1591,97,8,1,,2018/11/22 11:13,2018/11/22 11:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/22 11:16,2018/11/22 11:16,2018/11/22 11:43,2018/11/22 11:43,2018/11/22 11:16,2018/11/22 11:16,0:24:53,0:24:53,,00,00,,,,,,
-,-,11,2018/11/22 11:06,003-787-BLUE 003-788-BLUE,17604,まちかど端末（店舗から）,0,605,11,2,,2018/11/22 11:09,2018/11/22 11:18,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 11:09,2018/11/22 11:09,2018/11/22 11:22,2018/11/22 11:22,,2018/11/22 11:06,0:09:05,0:18:10,,00,03,,,,,,
★,-,11,2018/11/22 11:14,000-047-BLUE,17605,乗客アプリ（Myルートから）,5352,270,8,1,,2018/11/22 11:24,2018/11/22 11:27,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 11:24,2018/11/22 11:24,2018/11/22 11:29,2018/11/22 11:29,2018/11/22 11:24,2018/11/22 11:24,0:03:41,0:03:41,,00,00,,,,,,
-,-,11,2018/11/22 11:14,014-954-RED,17606,乗客アプリ（地図から）,1756,472,4,1,,2018/11/22 11:25,2018/11/22 11:31,35.443908 139.635249,イセザキ・モール,35.445783 139.642958,横浜情報文化センター,2018/11/22 11:21,2018/11/22 11:21,2018/11/22 11:26,2018/11/22 11:26,,2018/11/22 11:14,0:06:04,0:06:04,,04,10,,,,,,
-,-,11,2018/11/22 11:15,065-172-BANANA 065-687-BANANA 065-688-BANANA,17607,乗客アプリ（地図から）,5499,982,6,3,,2018/11/22 11:19,2018/11/22 11:27,35.45435 139.631762,横浜ロイヤルパークホテル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/22 11:18,2018/11/22 11:18,2018/11/22 11:32,2018/11/22 11:32,,2018/11/22 11:15,0:07:33,0:22:39,,01,04,,,,,,
-,-,11,2018/11/22 11:16,018-356-RED 018-355-RED,17609,乗客アプリ（地図から）,5562,923,2,2,,2018/11/22 11:18,2018/11/22 11:29,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 11:17,2018/11/22 11:17,2018/11/22 11:28,2018/11/22 11:28,,2018/11/22 11:16,0:11:06,0:22:12,,00,01,,,,,,
-,-,11,2018/11/22 11:18,107-378-SNOW,17610,乗客アプリ（目的地から）,6126,823,13,1,,2018/11/22 11:20,2018/11/22 11:31,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/22 11:20,2018/11/22 11:20,2018/11/22 11:30,2018/11/22 11:30,,2018/11/22 11:18,0:11:19,0:11:19,,00,01,,,,,,
-,-,11,2018/11/22 11:19,167-849-CAKE,17611,乗客アプリWeb（地図から）,6970,944,9,2,,2018/11/22 11:24,2018/11/22 11:32,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 11:25,2018/11/22 11:25,2018/11/22 11:37,2018/11/22 11:37,,2018/11/22 11:19,0:07:44,0:15:28,,00,05,,,,,,
-,-,11,2018/11/22 11:22,068-314-BANANA 068-307-BANANA,17612,乗客アプリ（地図から）,4719,459,3,2,,2018/11/22 11:25,2018/11/22 11:35,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 11:26,2018/11/22 11:26,2018/11/22 11:40,2018/11/22 11:40,,2018/11/22 11:22,0:09:56,0:19:52,,00,03,,,,,,
-,-,11,2018/11/22 11:23,026-012-GREEN,17614,乗客アプリ（地図から）,6917,786,10,1,,2018/11/22 11:29,2018/11/22 11:37,35.447541 139.644914,シルク博物館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 11:30,2018/11/22 11:30,2018/11/22 11:44,2018/11/22 11:44,,2018/11/22 11:23,0:08:02,0:08:02,,00,05,,,,,,
-,-,11,2018/11/22 11:23,063-923-BANANA,17615,まちかど端末（乗降ポイントから）,0,704,5,1,,2018/11/22 11:28,2018/11/22 11:35,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 11:25,2018/11/22 11:25,2018/11/22 11:37,2018/11/22 11:37,,2018/11/22 11:23,0:06:57,0:06:57,,03,04,,,,,,
-,-,11,2018/11/22 11:24,065-613-BANANA,17616,まちかど端末（店舗から）,0,77,11,1,,2018/11/22 11:35,2018/11/22 11:39,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 11:33,2018/11/22 11:33,2018/11/22 11:38,2018/11/22 11:38,,2018/11/22 11:24,0:04:13,0:04:13,,02,11,,,,,,
-,-,11,2018/11/22 11:28,023-875-GREEN,17617,まちかど端末（店舗から）,0,839,6,1,,2018/11/22 11:33,2018/11/22 11:44,35.441002 139.650809,横浜元町ショッピングストリート,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 11:31,2018/11/22 11:31,2018/11/22 11:48,2018/11/22 11:48,,2018/11/22 11:28,0:10:57,0:10:57,,02,05,,,,,,
-,-,11,2018/11/22 11:28,118-014-SUN 118-012-SUN,17618,乗客アプリ（地図から）,6535,292,15,2,,2018/11/22 11:35,2018/11/22 11:39,35.450554 139.632616,横浜桜木町ワシントンホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/22 11:30,2018/11/22 11:30,2018/11/22 11:36,2018/11/22 11:36,,2018/11/22 11:28,0:04:44,0:09:28,,04,06,,,,,,
-,-,11,2018/11/22 11:30,063-510-BANANA 063-355-BANANA,17619,乗客アプリ（簡単予約）,2375,240,13,2,,2018/11/22 11:39,2018/11/22 11:50,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 11:36,2018/11/22 11:37,2018/11/22 11:51,2018/11/22 12:06,,2018/11/22 11:30,0:11:17,0:22:34,,03,08,,,,,,
-,-,11,2018/11/22 11:35,111-736-SUN 111-735-SUN,17621,乗客アプリ（地図から）,4313,417,10,2,,2018/11/22 11:40,2018/11/22 12:02,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 11:39,2018/11/22 11:39,2018/11/22 11:55,2018/11/22 12:07,,2018/11/22 11:35,0:22:10,0:44:20,,01,04,,,,,,
★,-,11,2018/11/22 11:38,105-902-SNOW,17624,乗客アプリ（地図から）,6965,251,10,1,,2018/11/22 11:47,2018/11/22 11:56,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 11:48,2018/11/22 11:48,2018/11/22 12:01,2018/11/22 12:01,2018/11/22 11:48,2018/11/22 11:48,0:09:07,0:09:07,,00,00,,,,,,
★,-,11,2018/11/22 11:38,105-864-SNOW 105-865-SNOW,17625,乗客アプリ（簡単予約）,6951,718,9,2,,2018/11/22 11:47,2018/11/22 12:15,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 11:48,2018/11/22 11:48,2018/11/22 12:03,2018/11/22 12:09,2018/11/22 11:48,2018/11/22 11:48,0:28:48,0:57:36,,00,00,,,,,,
★,-,11,2018/11/22 11:38,073-129-ORANGE 073-121-ORANGE,17626,まちかど端末（店舗から）,0,554,11,2,,2018/11/22 11:43,2018/11/22 11:51,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443073 139.651914,横浜人形の家,2018/11/22 11:48,2018/11/22 11:48,2018/11/22 11:56,2018/11/22 11:56,2018/11/22 11:48,2018/11/22 11:48,0:08:13,0:16:26,,00,00,,,,,,
-,-,11,2018/11/22 11:42,071-144-ORANGE 069-689-BANANA,17630,乗客アプリ（地図から）,6975,573,8,2,,2018/11/22 11:45,2018/11/22 12:05,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 11:45,2018/11/22 11:45,2018/11/22 11:57,2018/11/22 11:57,,2018/11/22 11:42,0:19:48,0:39:36,,00,03,,,,,,
-,-,11,2018/11/22 11:44,007-215-BLUE,17631,まちかど端末（乗降ポイントから）,0,72,11,1,,2018/11/22 11:52,2018/11/22 12:07,35.443073 139.651914,横浜人形の家,35.443908 139.635249,イセザキ・モール,2018/11/22 11:50,2018/11/22 11:50,2018/11/22 12:00,2018/11/22 12:00,,2018/11/22 11:44,0:15:54,0:15:54,,01,07,,,,,,
-,-,11,2018/11/22 11:49,022-192-GREEN 022-197-GREEN,17633,乗客アプリ（地図から）,2303,836,13,2,,2018/11/22 11:57,2018/11/22 12:06,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 12:02,2018/11/22 12:02,2018/11/22 12:17,2018/11/22 12:17,,2018/11/22 11:49,0:09:20,0:18:40,,00,07,,,,,,
-,-,11,2018/11/22 11:50,065-613-BANANA,17634,まちかど端末（店舗から）,0,994,8,1,,2018/11/22 12:00,2018/11/22 12:01,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 11:58,2018/11/22 11:58,2018/11/22 12:09,2018/11/22 12:12,,2018/11/22 11:50,0:00:57,0:00:57,,01,09,,,,,,
-,-,11,2018/11/22 11:54,065-668-BANANA 068-433-BANANA,17637,乗客アプリ（地図から）,3911,11,10,2,,2018/11/22 12:09,2018/11/22 12:21,35.443073 139.651914,横浜人形の家,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 12:08,2018/11/22 12:08,2018/11/22 12:27,2018/11/22 12:27,,2018/11/22 11:54,0:12:02,0:24:04,,01,15,,,,,,
-,-,11,2018/11/22 11:55,025-170-GREEN 025-171-GREEN,17639,まちかど端末（店舗から）,0,456,13,2,,2018/11/22 12:07,2018/11/22 12:15,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/22 12:17,2018/11/22 12:17,2018/11/22 12:34,2018/11/22 12:34,,2018/11/22 11:55,0:08:14,0:16:28,,00,11,,,,,,
-,-,11,2018/11/22 11:58,077-601-ORANGE,17642,まちかど端末（店舗から）,0,926,11,1,,2018/11/22 12:13,2018/11/22 12:22,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/22 12:19,2018/11/22 12:19,2018/11/22 12:38,2018/11/22 12:36,,2018/11/22 11:58,0:09:15,0:09:15,,00,15,,,,,,
★,☆,11,2018/11/22 10:09,027-171-GREEN,17562,乗客アプリ（目的地から）,6658,151,1,1,2018/11/22 10:09,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 11:09,,2018/11/22 11:19,,2018/11/22 11:09,2018/11/22 11:09,0:00:00,0:00:00,,00,00,,,,,,
★,☆,11,2018/11/22 10:15,167-846-CAKE,17569,乗客アプリWeb（地図から）,6182,652,13,1,2018/11/22 10:16,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 11:14,,2018/11/22 11:25,,2018/11/22 11:14,2018/11/22 11:14,0:00:00,0:00:00,,00,00,,,,,,
★,☆,11,2018/11/22 10:16,000-047-BLUE,17571,乗客アプリ（地図から）,5352,147,1,1,2018/11/22 11:13,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 11:16,,2018/11/22 11:21,,2018/11/22 11:16,2018/11/22 11:16,0:00:00,0:00:00,,00,00,,,,,,
★,☆,11,2018/11/22 11:02,107-378-SNOW,17602,乗客アプリ（目的地から）,6126,695,5,1,2018/11/22 11:15,,,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/22 11:12,,2018/11/22 11:28,,2018/11/22 11:12,2018/11/22 11:12,0:00:00,0:00:00,,00,02,,,,,,
-,☆,11,2018/11/22 11:23,118-014-SUN,17613,乗客アプリ（地図から）,6535,435,5,1,2018/11/22 11:28,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/22 11:24,,2018/11/22 11:30,,,2018/11/22 11:23,0:00:00,0:00:00,,00,04,,,,,,
★,☆,11,2018/11/22 11:35,073-129-ORANGE,17622,まちかど端末（乗降ポイントから）,0,93,13,1,2018/11/22 11:36,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/22 11:45,,2018/11/22 11:52,,2018/11/22 11:45,2018/11/22 11:45,0:00:00,0:00:00,,00,00,,,,,,
-,☆,11,2018/11/22 11:39,026-038-GREEN,17627,まちかど端末（店舗から）,0,441,7,1,2018/11/22 12:27,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 11:44,,2018/11/22 11:54,,,2018/11/22 11:39,0:00:00,0:00:00,,00,47,,,,,,
★,☆,11,2018/11/22 11:40,103-237-SNOW 103-219-SNOW 103-236-SNOW,17628,乗客アプリ（目的地から）,6834,968,7,3,2018/11/22 11:40,,,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/22 11:50,,2018/11/22 12:01,,2018/11/22 11:50,2018/11/22 11:50,0:00:00,0:00:00,,00,00,,,,,,
★,☆,11,2018/11/22 11:42,062-880-BANANA,17629,乗客アプリ（地図から）,4324,795,9,1,2018/11/22 11:55,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 11:51,,2018/11/22 12:01,,2018/11/22 11:51,2018/11/22 11:51,0:00:00,0:00:00,,00,03,,,,,"※92,93行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,11,2018/11/22 11:47,167-847-CAKE,17632,乗客アプリ（目的地から）,1108,537,11,1,2018/11/22 11:54,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/22 12:08,,2018/11/22 12:18,,,2018/11/22 11:47,0:00:00,0:00:00,,00,20,,,,,,
-,☆,11,2018/11/22 11:53,026-075-GREEN 026-076-GREEN,17636,乗客アプリ（地図から）,2043,269,11,2,2018/11/22 11:54,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/22 12:30,,2018/11/22 12:43,,,2018/11/22 11:53,0:00:00,0:00:00,,00,37,,,,,,
-,☆,11,2018/11/22 11:56,062-880-BANANA,17640,乗客アプリ（Myルートから）,4324,250,9,1,2018/11/22 11:56,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 12:02,,2018/11/22 12:13,,,2018/11/22 11:56,0:00:00,0:00:00,,00,06,,,,,"※89,93行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,11,2018/11/22 11:57,062-880-BANANA,17641,乗客アプリ（地図から）,4324,672,9,1,2018/11/22 12:00,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 12:07,,2018/11/22 12:13,,,2018/11/22 11:57,0:00:00,0:00:00,,00,09,,,,,"※89,92行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,11,2018/11/22 11:58,065-690-BANANA 065-691-BANANA,17643,乗客アプリ（目的地から）,4746,515,1,2,2018/11/22 12:16,,,35.454389 139.630904,横浜ランドマークタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 12:08,,2018/11/22 12:23,,,2018/11/22 11:58,0:00:00,0:00:00,,00,17,,,,,,
★,-,12,2018/11/22 11:32,023-758-GREEN 015-945-RED,17620,乗客アプリ（簡単予約）,4650,946,13,2,,2018/11/22 12:28,2018/11/22 12:33,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/22 12:32,2018/11/22 12:32,2018/11/22 12:40,2018/11/22 12:41,2018/11/22 12:32,2018/11/22 12:32,0:05:08,0:10:16,421,00,00,17,10,,,,
★,-,12,2018/11/22 11:36,068-314-BANANA 068-307-BANANA,17623,乗客アプリ（Myルートから）,4719,689,3,2,,2018/11/22 12:33,2018/11/22 12:47,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 12:36,2018/11/22 12:36,2018/11/22 12:51,2018/11/22 12:55,2018/11/22 12:36,2018/11/22 12:36,0:13:56,0:27:52,,00,00,,,,,"※78,81行と同一人物と思われるため一番短い待ち時間を採用",
-,-,12,2018/11/22 12:01,115-903-SUN,17649,乗客アプリ（地図から）,6690,904,9,1,,2018/11/22 12:09,2018/11/22 12:22,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443073 139.651914,横浜人形の家,2018/11/22 12:14,2018/11/22 12:14,2018/11/22 12:27,2018/11/22 12:27,,2018/11/22 12:01,0:12:53,0:12:53,,00,07,,,,,,
-,-,12,2018/11/22 12:02,166-373-agekke,17654,乗客アプリ（地図から）,2171,307,11,1,,2018/11/22 12:29,2018/11/22 12:36,35.443704 139.651332,ホテルメルパルク横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/22 12:36,2018/11/22 12:36,2018/11/22 12:43,2018/11/22 12:43,,2018/11/22 12:02,0:06:42,0:06:42,,00,27,,,,,,
-,-,12,2018/11/22 12:10,029-416-GREEN,17664,まちかど端末（店舗から）,0,346,8,1,,2018/11/22 12:53,2018/11/22 13:04,35.445783 139.642958,横浜情報文化センター,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 12:54,2018/11/22 12:54,2018/11/22 13:04,2018/11/22 13:09,,2018/11/22 12:10,0:11:14,0:11:14,,00,43,,,,,※121行と同一人物と思われるため一番短い待ち時間を採用,
-,-,12,2018/11/22 12:11,024-802-GREEN,17666,まちかど端末（乗降ポイントから）,0,403,2,1,,2018/11/22 12:17,2018/11/22 12:29,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 12:19,2018/11/22 12:19,2018/11/22 12:37,2018/11/22 12:34,,2018/11/22 12:11,0:12:28,0:12:28,,00,05,,,,,,
-,-,12,2018/11/22 12:21,069-630-BANANA,17676,乗客アプリ（目的地から）,6959,680,4,1,,2018/11/22 12:34,2018/11/22 12:47,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 12:33,2018/11/22 12:37,2018/11/22 12:46,2018/11/22 12:52,,2018/11/22 12:21,0:13:24,0:13:24,,00,12,,,,,,
-,-,12,2018/11/22 12:21,000-551-BLUE,17677,乗客アプリ（地図から）,6942,17,1,1,,2018/11/22 12:57,2018/11/22 13:13,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.445857 139.647636,ホテルモントレ横浜,2018/11/22 12:56,2018/11/22 12:56,2018/11/22 13:12,2018/11/22 13:12,,2018/11/22 12:21,0:15:35,0:15:35,,01,35,,,,,,
-,-,12,2018/11/22 12:26,065-613-BANANA 117-533-SUN 117-534-SUN,17679,まちかど端末（店舗から）,0,963,2,3,,2018/11/22 12:49,2018/11/22 12:59,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 12:48,2018/11/22 12:48,2018/11/22 13:04,2018/11/22 13:04,,2018/11/22 12:26,0:09:43,0:29:09,,01,23,,,,,,
-,-,12,2018/11/22 12:27,070-801-ORANGE 069-616-BANANA,17680,乗客アプリ（簡単予約）,6916,112,4,2,,2018/11/22 12:36,2018/11/22 12:43,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/22 12:37,2018/11/22 12:37,2018/11/22 12:48,2018/11/22 12:48,,2018/11/22 12:27,0:06:58,0:13:56,,00,08,,,,,,
★,-,12,2018/11/22 12:35,070-543-ORANGE 070-542-ORANGE 072-559-ORANGE,17682,乗客アプリ（目的地から）,6986,235,6,3,,2018/11/22 12:42,2018/11/22 12:53,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 12:44,2018/11/22 12:44,2018/11/22 12:57,2018/11/22 12:57,2018/11/22 12:44,2018/11/22 12:44,0:11:01,0:33:03,,00,00,,,,,,
-,-,12,2018/11/22 12:36,065-670-BANANA 065-671-BANANA,17684,乗客アプリ（目的地から）,5476,817,15,2,,2018/11/22 12:41,2018/11/22 12:50,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/22 12:43,2018/11/22 12:43,2018/11/22 12:57,2018/11/22 13:01,,2018/11/22 12:36,0:09:16,0:18:32,,00,05,,,,,,
-,-,12,2018/11/22 12:36,020-565-GREEN,17685,乗客アプリ（目的地から）,2215,130,5,1,,2018/11/22 12:39,2018/11/22 12:48,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/22 12:40,2018/11/22 12:40,2018/11/22 12:53,2018/11/22 12:54,,2018/11/22 12:36,0:09:20,0:09:20,,00,02,,,,,,
-,-,12,2018/11/22 12:36,018-356-RED 018-355-RED,17686,乗客アプリ（地図から）,5562,813,15,2,,2018/11/22 12:41,2018/11/22 12:48,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 12:44,2018/11/22 12:44,2018/11/22 12:56,2018/11/22 12:56,,2018/11/22 12:36,0:07:24,0:14:48,,00,04,,,,,,
-,-,12,2018/11/22 12:37,167-836-CAKE,17687,乗客アプリ（地図から）,2669,838,5,1,,2018/11/22 12:43,2018/11/22 12:53,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 12:45,2018/11/22 12:45,2018/11/22 13:03,2018/11/22 13:03,,2018/11/22 12:37,0:10:04,0:10:04,,00,06,,,,,,
-,-,12,2018/11/22 12:40,115-903-SUN,17688,乗客アプリ（地図から）,6690,690,4,1,,2018/11/22 12:54,2018/11/22 13:25,35.443073 139.651914,横浜人形の家,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/22 12:54,2018/11/22 12:54,2018/11/22 13:16,2018/11/22 13:16,,2018/11/22 12:40,0:31:03,0:31:03,,00,13,,,,,,
★,-,12,2018/11/22 12:43,023-875-GREEN,17689,乗客アプリ（地図から）,5434,548,7,1,,2018/11/22 12:53,2018/11/22 13:25,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/11/22 12:53,2018/11/22 12:53,2018/11/22 13:11,2018/11/22 13:11,2018/11/22 12:53,2018/11/22 12:53,0:32:09,0:32:09,,00,00,,,,,,
-,-,12,2018/11/22 12:44,069-686-BANANA,17691,乗客アプリ（簡単予約）,6966,889,6,1,,2018/11/22 12:57,2018/11/22 13:13,35.443659 139.650847,横浜マリンタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/22 12:59,2018/11/22 12:59,2018/11/22 13:14,2018/11/22 13:14,,2018/11/22 12:44,0:15:48,0:15:48,,00,13,,,,,,
-,-,12,2018/11/22 12:46,065-690-BANANA 065-691-BANANA,17692,乗客アプリ（目的地から）,4746,706,15,2,,2018/11/22 12:57,2018/11/22 13:08,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/22 13:00,2018/11/22 13:00,2018/11/22 13:18,2018/11/22 13:18,,2018/11/22 12:46,0:11:19,0:22:38,,00,10,,,,,,
-,-,12,2018/11/22 12:51,166-484-agekke,17693,乗客アプリ（目的地から）,3162,893,3,1,,2018/11/22 12:55,2018/11/22 13:07,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/22 12:55,2018/11/22 12:55,2018/11/22 13:13,2018/11/22 13:13,,2018/11/22 12:51,0:12:22,0:12:22,,00,03,,,,,,
-,-,12,2018/11/22 12:51,019-039-RED,17694,乗客アプリ（地図から）,2092,968,8,1,,2018/11/22 12:58,2018/11/22 13:16,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 12:58,2018/11/22 13:00,2018/11/22 13:20,2018/11/22 13:22,,2018/11/22 12:51,0:18:05,0:18:05,,00,06,,,,,,
-,-,12,2018/11/22 12:54,018-356-RED,17695,乗客アプリ（地図から）,5562,587,5,1,,2018/11/22 12:59,2018/11/22 13:13,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 13:02,2018/11/22 13:02,2018/11/22 13:12,2018/11/22 13:18,,2018/11/22 12:54,0:13:27,0:13:27,,00,05,,,,,,
-,-,12,2018/11/22 12:58,019-063-RED 019-064-RED,17699,まちかど端末（店舗から）,0,562,1,2,,2018/11/22 13:04,2018/11/22 13:17,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/22 13:06,2018/11/22 13:06,2018/11/22 13:25,2018/11/22 13:25,,2018/11/22 12:58,0:13:20,0:26:40,,00,05,,,,,,
-,-,12,2018/11/22 12:59,015-197-RED 026-935-GREEN,17700,乗客アプリ（目的地から）,4745,103,8,2,,2018/11/22 13:15,2018/11/22 13:20,35.45435 139.631762,横浜ロイヤルパークホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/22 13:17,2018/11/22 13:17,2018/11/22 13:28,2018/11/22 13:28,,2018/11/22 12:59,0:05:06,0:10:12,,00,15,,,,,,
★,☆,12,2018/11/22 11:55,167-847-CAKE,17638,乗客アプリ（目的地から）,1108,884,11,1,2018/11/22 11:59,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/22 12:05,,2018/11/22 12:23,,2018/11/22 12:05,2018/11/22 12:05,0:00:00,0:00:00,,00,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
★,☆,12,2018/11/22 11:52,000-047-BLUE,17635,乗客アプリ（地図から）,5352,954,9,1,2018/11/22 12:01,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/22 12:02,,2018/11/22 12:07,,2018/11/22 12:02,2018/11/22 12:02,0:00:00,0:00:00,,00,00,,,,,"※128,133行と同一人物と思われるため一番短い待ち時間を採用",
