,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,☆,12,2018/12/10 12:24,027-708-GREEN,29048,乗客アプリ（Myルートから）,2177,133,3,1,2018/12/10 12:25,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/10 13:12,,2018/12/10 13:28,,,2018/12/10 12:24,0:00:00,0:00:00,,00,47,,,,,
-,☆,12,2018/12/10 12:28,168-339-CAKE,29051,乗客アプリWeb（地図から）,8910,615,5,2,2018/12/10 12:30,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/10 13:02,,2018/12/10 13:13,,,2018/12/10 12:28,0:00:00,0:00:00,,00,33,,,,,
★,☆,12,2018/12/10 12:35,029-259-GREEN 030-122-YELLOW 029-258-GREEN 029-257-GREEN 029-261-GREEN 029-260-GREEN,29052,乗客アプリ（地図から）,3790,839,2,6,2018/12/10 12:36,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/10 13:53,,2018/12/10 14:15,,2018/12/10 12:45,2018/12/10 12:45,0:00:00,0:00:00,,00,68,,,,,
-,☆,12,2018/12/10 12:36,029-259-GREEN 030-122-YELLOW 029-258-GREEN 029-257-GREEN 029-261-GREEN 029-260-GREEN,29053,乗客アプリ（地図から）,3790,624,2,6,2018/12/10 13:20,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/10 13:53,,2018/12/10 14:15,,,2018/12/10 12:36,0:00:00,0:00:00,,00,77,,,,,
★,☆,12,2018/12/10 12:38,019-383-RED,29055,乗客アプリ（地図から）,6079,36,5,1,2018/12/10 12:46,,,35.443659 139.650847,横浜マリンタワー,35.454389 139.630904,横浜ランドマークタワー,2018/12/10 12:48,,2018/12/10 13:10,,2018/12/10 12:48,2018/12/10 12:48,0:00:00,0:00:00,,00,00,,,,,
-,☆,12,2018/12/10 12:38,040-326-BLACK,29056,乗客アプリ（目的地から）,96,916,15,1,2018/12/10 12:38,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445857 139.647636,ホテルモントレ横浜,2018/12/10 13:10,,2018/12/10 13:28,,,2018/12/10 12:38,0:00:00,0:00:00,,00,32,,,,,
★,☆,12,2018/12/10 12:39,166-204-agekke,29058,乗客アプリ（目的地から）,1888,494,5,1,2018/12/10 12:39,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/12/10 13:14,,2018/12/10 13:23,,2018/12/10 12:49,2018/12/10 12:49,0:00:00,0:00:00,,00,25,,,,,
-,☆,12,2018/12/10 12:39,037-334-YELLOW 037-333-YELLOW,29059,まちかど端末（乗降ポイントから）,0,572,13,2,2018/12/10 13:00,,,35.447541 139.644914,シルク博物館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/10 13:18,,2018/12/10 13:32,,,2018/12/10 12:39,0:00:00,0:00:00,,00,39,,,,,
-,☆,12,2018/12/10 12:40,011-063-RED 012-657-RED 011-071-RED 010-786-RED,29061,乗客アプリ（地図から）,6786,793,3,4,2018/12/10 12:40,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 13:21,,2018/12/10 13:42,,,2018/12/10 12:40,0:00:00,0:00:00,,00,41,,,,,
★,☆,12,2018/12/10 12:40,025-527-GREEN 025-526-GREEN,29062,乗客アプリ（地図から）,5351,199,15,2,2018/12/10 12:41,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 12:50,,2018/12/10 13:09,,2018/12/10 12:50,2018/12/10 12:50,0:00:00,0:00:00,,00,00,,,,,
-,☆,12,2018/12/10 12:41,119-047-SUN,29064,乗客アプリ（簡単予約）,5143,247,11,1,2018/12/10 12:42,,,35.453715 139.638133,横浜ワールドポーターズ,35.441441 139.648505,横浜中華街朱雀門,2018/12/10 13:25,,2018/12/10 13:41,,,2018/12/10 12:41,0:00:00,0:00:00,,00,,,,,"※191,192行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,12,2018/12/10 12:41,040-326-BLACK,29065,まちかど端末（店舗から）,0,239,3,1,2018/12/10 12:42,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445857 139.647636,ホテルモントレ横浜,2018/12/10 13:10,,2018/12/10 13:27,,,2018/12/10 12:41,0:00:00,0:00:00,,00,28,,,,,
-,☆,12,2018/12/10 12:43,119-047-SUN,29066,乗客アプリ（簡単予約）,5143,309,3,1,2018/12/10 12:44,,,35.453715 139.638133,横浜ワールドポーターズ,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/12/10 13:12,,2018/12/10 13:27,,,2018/12/10 12:43,0:00:00,0:00:00,,00,28,,,,"※189,192行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,12,2018/12/10 12:46,119-047-SUN,29068,乗客アプリ（簡単予約）,5143,579,6,1,2018/12/10 13:18,,,35.453715 139.638133,横浜ワールドポーターズ,35.443659 139.650847,横浜マリンタワー,2018/12/10 13:16,,2018/12/10 13:30,,,2018/12/10 12:46,0:00:00,0:00:00,,00,,,,,"※189,191行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,12,2018/12/10 12:46,019-383-RED,29069,乗客アプリ（地図から）,6079,992,8,1,2018/12/10 12:54,,,35.447541 139.644914,シルク博物館,35.454389 139.630904,横浜ランドマークタワー,2018/12/10 12:56,,2018/12/10 13:13,,,2018/12/10 12:46,0:00:00,0:00:00,,00,10,,,,"※197,199行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,12,2018/12/10 12:47,166-180-agekke,29070,乗客アプリ（地図から）,2176,549,8,1,2018/12/10 12:47,,,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/10 13:14,,2018/12/10 13:22,,,2018/12/10 12:47,0:00:00,0:00:00,,00,27,,,,,
-,☆,12,2018/12/10 12:47,168-336-CAKE,29071,乗客アプリWeb（地図から）,8906,459,8,3,2018/12/10 12:50,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 13:18,,2018/12/10 13:30,,,2018/12/10 12:47,0:00:00,0:00:00,,00,31,,,,,
★,☆,12,2018/12/10 12:47,168-333-CAKE,29072,乗客アプリ（地図から）,8901,116,1,3,2018/12/10 12:54,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 12:57,,2018/12/10 13:08,,2018/12/10 12:57,2018/12/10 12:57,0:00:00,0:00:00,,00,00,,,,,
-,☆,12,2018/12/10 12:54,019-383-RED,29081,乗客アプリ（地図から）,6079,896,3,1,2018/12/10 12:55,,,35.447541 139.644914,シルク博物館,35.454389 139.630904,横浜ランドマークタワー,2018/12/10 13:19,,2018/12/10 13:40,,,2018/12/10 12:54,0:00:00,0:00:00,,00,,,,,"※193,199行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,12,2018/12/10 12:56,008-076-BLUE,29082,乗客アプリ（地図から）,6535,674,5,1,2018/12/10 12:59,,,35.448676 139.635696,横浜平和プラザホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/12/10 13:30,,2018/12/10 13:36,,,2018/12/10 12:56,0:00:00,0:00:00,,00,33,,,,,
-,☆,12,2018/12/10 12:56,019-383-RED,29083,乗客アプリ（地図から）,6079,947,7,1,2018/12/10 12:57,,,35.447546 139.64358,横浜開港資料館,35.454389 139.630904,横浜ランドマークタワー,2018/12/10 13:19,,2018/12/10 13:38,,,2018/12/10 12:56,0:00:00,0:00:00,,00,22,,,,"※193,197行と同一人物と思われるため一番短い待ち時間を採用",
★,-,13,2018/12/10 12:18,168-295-CAKE,29036,乗客アプリWeb（地図から）,5923,844,2,1,,2018/12/10 13:11,2018/12/10 13:20,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/10 13:18,2018/12/10 13:18,2018/12/10 13:34,2018/12/10 13:34,2018/12/10 13:18,2018/12/10 13:18,0:09:37,0:09:37,926,00,00,11,10,,,
★,-,13,2018/12/10 12:50,039-497-YELLOW,29074,乗客アプリ（Myルートから）,6994,707,5,1,,2018/12/10 12:58,2018/12/10 13:06,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 13:00,2018/12/10 13:00,2018/12/10 13:10,2018/12/10 13:07,2018/12/10 13:00,2018/12/10 13:00,0:07:48,0:07:48,,00,00,,,,,
★,-,13,2018/12/10 12:52,025-526-GREEN,29077,乗客アプリ（地図から）,5351,653,7,1,,2018/12/10 13:13,2018/12/10 13:48,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 13:12,2018/12/10 13:15,2018/12/10 13:30,2018/12/10 13:50,2018/12/10 13:02,2018/12/10 13:02,0:34:27,0:34:27,,01,10,,,,,
★,-,13,2018/12/10 12:53,012-365-RED,29079,まちかど端末（店舗から）,0,818,6,1,,2018/12/10 13:00,2018/12/10 13:27,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/10 13:03,2018/12/10 13:03,2018/12/10 13:25,2018/12/10 13:27,2018/12/10 13:03,2018/12/10 13:03,0:27:18,0:27:18,,00,00,,,,,
-,-,13,2018/12/10 13:00,168-344-CAKE,29084,乗客アプリWeb（地図から）,5483,912,5,2,,2018/12/10 13:11,2018/12/10 13:26,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/10 13:13,2018/12/10 13:13,2018/12/10 13:32,2018/12/10 13:30,,2018/12/10 13:00,0:15:11,0:30:22,,00,10,,,,,
-,-,13,2018/12/10 13:01,034-255-YELLOW 034-256-YELLOW,29085,乗客アプリ（目的地から）,1015,318,10,2,,2018/12/10 13:14,2018/12/10 13:23,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/10 13:16,2018/12/10 13:16,2018/12/10 13:34,2018/12/10 13:34,,2018/12/10 13:01,0:08:06,0:16:12,,00,13,,,,,
★,-,13,2018/12/10 13:01,116-805-SUN,29086,乗客アプリ（簡単予約）,8893,559,5,1,,2018/12/10 13:15,2018/12/10 13:28,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/12/10 13:15,2018/12/10 13:15,2018/12/10 13:35,2018/12/10 13:29,2018/12/10 13:11,2018/12/10 13:11,0:13:35,0:13:35,,00,03,,,,,
-,-,13,2018/12/10 13:01,021-063-GREEN,29087,乗客アプリ（目的地から）,4323,42,8,1,,2018/12/10 13:11,2018/12/10 13:17,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 13:20,2018/12/10 13:20,2018/12/10 13:30,2018/12/10 13:31,,2018/12/10 13:01,0:05:58,0:05:58,,00,09,,,,,
-,-,13,2018/12/10 13:01,021-062-GREEN 009-155-BLUE,29088,乗客アプリ（地図から）,4404,706,8,2,,2018/12/10 13:11,2018/12/10 13:17,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 13:20,2018/12/10 13:20,2018/12/10 13:32,2018/12/10 13:32,,2018/12/10 13:01,0:05:57,0:11:54,,00,10,,,,,
-,-,13,2018/12/10 13:02,119-802-SUN 119-821-SUN,29090,乗客アプリ（地図から）,7732,351,7,2,,2018/12/10 13:20,2018/12/10 13:40,35.443908 139.635249,イセザキ・モール,35.453715 139.638133,横浜ワールドポーターズ,2018/12/10 13:17,2018/12/10 13:20,2018/12/10 13:28,2018/12/10 13:40,,2018/12/10 13:02,0:19:28,0:38:56,,03,18,,,,,
★,-,13,2018/12/10 13:16,168-329-CAKE,29100,乗客アプリWeb（地図から）,8895,143,13,2,,2018/12/10 13:20,2018/12/10 13:26,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 13:26,2018/12/10 13:26,2018/12/10 13:38,2018/12/10 13:38,2018/12/10 13:26,2018/12/10 13:26,0:06:18,0:12:36,,00,00,,,,,
★,-,13,2018/12/10 13:16,017-675-RED 017-668-RED,29101,乗客アプリ（Myルートから）,3620,876,11,2,,2018/12/10 13:23,2018/12/10 13:44,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445857 139.647636,ホテルモントレ横浜,2018/12/10 13:26,2018/12/10 13:26,2018/12/10 13:45,2018/12/10 13:47,2018/12/10 13:26,2018/12/10 13:26,0:20:45,0:41:30,,00,00,,,,,
-,-,13,2018/12/10 13:19,038-224-YELLOW 038-222-YELLOW,29108,乗客アプリ（地図から）,2331,45,13,2,,2018/12/10 13:27,2018/12/10 13:33,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/10 13:38,2018/12/10 13:38,2018/12/10 13:50,2018/12/10 13:35,,2018/12/10 13:19,0:05:52,0:11:44,,00,07,,,,,
-,-,13,2018/12/10 13:19,142-196-STAR 142-197-STAR,29110,乗客アプリ（地図から）,8257,365,1,2,,2018/12/10 13:33,2018/12/10 13:39,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 13:40,2018/12/10 13:40,2018/12/10 13:53,2018/12/10 13:53,,2018/12/10 13:19,0:05:49,0:11:38,,00,13,,,,,
-,-,13,2018/12/10 13:21,110-248-SUN 110-247-SUN,29113,乗客アプリ（目的地から）,3561,445,2,2,,2018/12/10 13:34,2018/12/10 13:42,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/10 13:36,2018/12/10 13:36,2018/12/10 13:47,2018/12/10 13:46,,2018/12/10 13:21,0:07:17,0:14:34,,00,13,,,,,
-,-,13,2018/12/10 13:21,019-495-RED 110-099-SUN,29114,乗客アプリ（目的地から）,8896,425,2,2,,2018/12/10 13:35,2018/12/10 13:41,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/10 13:37,2018/12/10 13:37,2018/12/10 13:48,2018/12/10 13:45,,2018/12/10 13:21,0:06:52,0:13:44,,00,13,,,,,
-,-,13,2018/12/10 13:23,166-298-agekke,29118,乗客アプリ（地図から）,1338,869,10,1,,2018/12/10 13:32,2018/12/10 13:42,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/10 13:32,2018/12/10 13:32,2018/12/10 13:49,2018/12/10 13:46,,2018/12/10 13:23,0:10:09,0:10:09,,00,09,,,,,
★,-,13,2018/12/10 13:24,143-364-STAR 143-365-STAR,29121,乗客アプリ（目的地から）,5021,759,11,2,,2018/12/10 13:32,2018/12/10 13:47,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/10 13:34,2018/12/10 13:34,2018/12/10 13:55,2018/12/10 13:50,2018/12/10 13:34,2018/12/10 13:34,0:14:36,0:29:12,,00,00,,,,,
★,-,13,2018/12/10 13:24,040-207-BLACK,29122,乗客アプリ（Myルートから）,8449,12,15,1,,2018/12/10 13:38,2018/12/10 13:42,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 13:40,2018/12/10 13:40,2018/12/10 13:49,2018/12/10 13:46,2018/12/10 13:34,2018/12/10 13:34,0:04:24,0:04:24,,00,03,,,,,
★,-,13,2018/12/10 13:26,065-918-BANANA 065-919-BANANA,29126,乗客アプリ（地図から）,5670,942,3,2,,2018/12/10 13:36,2018/12/10 14:04,35.456605 139.635327,横浜ベイホテル東急,35.443073 139.651914,横浜人形の家,2018/12/10 13:43,2018/12/10 13:43,2018/12/10 14:00,2018/12/10 13:57,2018/12/10 13:36,2018/12/10 13:36,0:28:12,0:56:24,,00,00,,,,,
-,-,13,2018/12/10 13:27,054-876-STRAWBERRY,29127,まちかど端末（店舗から）,0,725,5,1,,2018/12/10 13:44,2018/12/10 13:55,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/10 13:44,2018/12/10 13:44,2018/12/10 14:01,2018/12/10 13:58,,2018/12/10 13:27,0:11:00,0:11:00,,00,16,,,,,
-,-,13,2018/12/10 13:27,033-447-YELLOW,29128,まちかど端末（乗降ポイントから）,0,774,3,1,,2018/12/10 13:37,2018/12/10 13:51,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/10 13:44,2018/12/10 13:44,2018/12/10 13:59,2018/12/10 13:49,,2018/12/10 13:27,0:13:44,0:13:44,,00,09,,,,,
-,-,13,2018/12/10 13:29,070-272-ORANGE,29129,まちかど端末（店舗から）,0,608,9,1,,2018/12/10 13:34,2018/12/10 13:54,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/10 13:34,2018/12/10 13:34,2018/12/10 13:47,2018/12/10 14:05,,2018/12/10 13:29,0:20:11,0:20:11,,00,04,,,,,
-,-,13,2018/12/10 13:30,001-007-BLUE,29130,乗客アプリ（Myルートから）,1312,264,6,1,,2018/12/10 13:35,2018/12/10 13:40,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/10 13:36,2018/12/10 13:36,2018/12/10 13:43,2018/12/10 13:41,,2018/12/10 13:30,0:04:08,0:04:08,,00,05,,,,,
-,-,13,2018/12/10 13:30,118-739-SUN,29131,乗客アプリ（目的地から）,5470,791,10,1,,2018/12/10 13:32,2018/12/10 13:52,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/10 13:33,2018/12/10 13:33,2018/12/10 13:58,2018/12/10 13:53,,2018/12/10 13:30,0:19:42,0:19:42,,00,02,,,,,
★,-,13,2018/12/10 13:30,065-320-BANANA,29132,乗客アプリ（地図から）,5359,948,13,1,,2018/12/10 13:40,2018/12/10 13:49,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/12/10 13:47,2018/12/10 13:47,2018/12/10 14:05,2018/12/10 13:58,2018/12/10 13:40,2018/12/10 13:40,0:09:29,0:09:29,,00,00,,,,,
★,-,13,2018/12/10 13:31,110-528-SUN,29133,乗客アプリ（地図から）,3598,862,3,1,,2018/12/10 13:39,2018/12/10 13:48,35.456605 139.635327,横浜ベイホテル東急,35.445857 139.647636,ホテルモントレ横浜,2018/12/10 13:45,2018/12/10 13:45,2018/12/10 13:58,2018/12/10 13:47,2018/12/10 13:41,2018/12/10 13:41,0:08:26,0:08:26,,00,00,,,,,
-,-,13,2018/12/10 13:33,040-065-BLACK,29135,まちかど端末（乗降ポイントから）,0,14,6,1,,2018/12/10 13:34,2018/12/10 13:43,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 13:37,2018/12/10 13:37,2018/12/10 13:50,2018/12/10 13:47,,2018/12/10 13:33,0:08:55,0:08:55,,00,01,,,,,
-,-,13,2018/12/10 13:33,055-396-STRAWBERRY,29136,乗客アプリ（地図から）,8890,533,15,1,,2018/12/10 13:49,2018/12/10 13:59,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/10 13:54,2018/12/10 13:54,2018/12/10 14:07,2018/12/10 13:59,,2018/12/10 13:33,0:09:14,0:09:14,,00,16,,,,,
-,-,13,2018/12/10 13:34,040-362-BLACK,29137,乗客アプリ（簡単予約）,8923,507,2,1,,2018/12/10 13:35,2018/12/10 13:41,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/10 13:38,2018/12/10 13:38,2018/12/10 13:48,2018/12/10 13:44,,2018/12/10 13:34,0:06:01,0:06:01,,00,00,,,,,
-,-,13,2018/12/10 13:36,064-374-BANANA,29138,まちかど端末（店舗から）,0,64,9,1,,2018/12/10 13:42,2018/12/10 13:54,35.443704 139.651332,ホテルメルパルク横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/10 13:41,2018/12/10 13:42,2018/12/10 13:51,2018/12/10 13:58,,2018/12/10 13:36,0:11:51,0:11:51,,01,05,,,,,
-,-,13,2018/12/10 13:37,009-051-BLUE 009-050-BLUE,29139,まちかど端末（乗降ポイントから）,0,978,2,2,,2018/12/10 13:51,2018/12/10 13:58,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/12/10 13:53,2018/12/10 13:53,2018/12/10 14:00,2018/12/10 14:00,,2018/12/10 13:37,0:06:37,0:13:14,,00,14,,,,,
-,-,13,2018/12/10 13:38,040-359-BLACK 040-358-BLACK,29143,まちかど端末（乗降ポイントから）,0,639,6,2,,2018/12/10 13:55,2018/12/10 14:09,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/10 13:56,2018/12/10 13:56,2018/12/10 14:11,2018/12/10 14:10,,2018/12/10 13:38,0:14:07,0:28:14,,00,16,,,,,
-,-,13,2018/12/10 13:38,103-650-SNOW,29142,乗客アプリ（目的地から）,7936,527,8,1,,2018/12/10 13:52,2018/12/10 14:00,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/12/10 13:48,2018/12/10 13:48,2018/12/10 14:04,2018/12/10 14:01,,2018/12/10 13:38,0:08:27,0:08:27,,03,13,,,,,
-,-,13,2018/12/10 13:38,064-273-BANANA,29144,乗客アプリ（地図から）,4542,380,11,1,,2018/12/10 13:44,2018/12/10 14:05,35.445857 139.647636,ホテルモントレ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/12/10 13:47,2018/12/10 13:47,2018/12/10 14:07,2018/12/10 14:11,,2018/12/10 13:38,0:20:29,0:20:29,,00,06,,,,,
-,-,13,2018/12/10 13:38,034-257-YELLOW,29145,乗客アプリ（目的地から）,1015,364,9,1,,2018/12/10 13:47,2018/12/10 14:08,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/10 13:46,2018/12/10 13:46,2018/12/10 14:12,2018/12/10 14:07,,2018/12/10 13:38,0:21:06,0:21:06,,00,09,,,,,
-,-,13,2018/12/10 13:39,015-504-RED,29146,まちかど端末（乗降ポイントから）,0,193,7,1,,2018/12/10 13:53,2018/12/10 14:10,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/12/10 13:54,2018/12/10 13:54,2018/12/10 14:05,2018/12/10 14:15,,2018/12/10 13:39,0:17:18,0:17:18,,00,13,,,,,
-,-,13,2018/12/10 13:40,040-340-BLACK 040-339-BLACK,29147,まちかど端末（乗降ポイントから）,0,758,13,2,,2018/12/10 13:59,2018/12/10 14:11,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/12/10 14:04,2018/12/10 14:04,2018/12/10 14:23,2018/12/10 14:19,,2018/12/10 13:40,0:12:08,0:24:16,,00,18,,,,,
-,-,13,2018/12/10 13:41,037-287-YELLOW,29148,まちかど端末（乗降ポイントから）,0,465,1,1,,2018/12/10 13:44,2018/12/10 14:06,35.447541 139.644914,シルク博物館,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/10 13:52,2018/12/10 13:52,2018/12/10 14:18,2018/12/10 14:18,,2018/12/10 13:41,0:21:21,0:21:21,,00,03,,,,,
★,-,13,2018/12/10 13:41,012-521-RED,29149,まちかど端末（乗降ポイントから）,0,256,15,1,,2018/12/10 13:54,2018/12/10 14:05,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/12/10 14:00,2018/12/10 14:00,2018/12/10 14:17,2018/12/10 14:06,2018/12/10 13:51,2018/12/10 13:51,0:10:27,0:10:27,,00,03,,,,,
★,-,13,2018/12/10 13:43,040-154-BLACK 040-155-BLACK,29150,まちかど端末（乗降ポイントから）,0,463,3,2,,2018/12/10 13:58,2018/12/10 14:13,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/10 13:53,2018/12/10 13:53,2018/12/10 14:13,2018/12/10 14:14,2018/12/10 13:53,2018/12/10 13:53,0:14:38,0:29:16,,05,05,,,,,
★,-,13,2018/12/10 13:48,040-286-BLACK 040-290-BLACK 040-289-BLACK 040-287-BLACK,29151,まちかど端末（乗降ポイントから）,0,610,2,4,,2018/12/10 14:09,2018/12/10 14:13,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/12/10 14:11,2018/12/10 14:11,2018/12/10 14:19,2018/12/10 14:19,2018/12/10 13:56,2018/12/10 13:56,0:03:40,0:14:40,,00,12,,,,,
-,-,13,2018/12/10 13:49,001-007-BLUE,29153,乗客アプリ（Myルートから）,1312,604,11,1,,2018/12/10 13:54,2018/12/10 14:00,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/10 13:53,2018/12/10 13:53,2018/12/10 14:00,2018/12/10 14:00,,2018/12/10 13:49,0:06:00,0:06:00,,01,04,,,,,
-,-,13,2018/12/10 13:50,040-347-BLACK 040-350-BLACK 040-349-BLACK 040-351-BLACK,29154,乗客アプリ（簡単予約）,8922,227,10,4,,2018/12/10 14:00,2018/12/10 14:07,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/10 14:00,2018/12/10 14:00,2018/12/10 14:14,2018/12/10 14:09,,2018/12/10 13:50,0:07:18,0:29:12,,00,10,,,,,
-,-,13,2018/12/10 13:50,063-218-BANANA,29156,乗客アプリ（目的地から）,1103,464,5,1,,2018/12/10 14:00,2018/12/10 14:05,35.443659 139.650847,横浜マリンタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/12/10 14:03,2018/12/10 14:03,2018/12/10 14:16,2018/12/10 14:19,,2018/12/10 13:50,0:04:31,0:04:31,,00,10,,,,,
