,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
★,-,10,2018/12/3 10:01,053-166-STRAWBERRY,24156,乗客アプリ（Myルートから）,6658,42,8,1,,2018/12/3 10:08,2018/12/3 10:15,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/3 10:11,2018/12/3 10:11,2018/12/3 10:20,2018/12/3 10:20,2018/12/3 10:11,2018/12/3 10:11,0:06:50,0:06:50,,00,00,,,,,,
-,-,10,2018/12/3 10:03,166-363-agekke,24157,乗客アプリ（Myルートから）,2306,690,5,1,,2018/12/3 10:07,2018/12/3 10:11,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/3 10:06,2018/12/3 10:06,2018/12/3 10:13,2018/12/3 10:13,,2018/12/3 10:03,0:04:16,0:04:16,,00,03,,,,,,
-,-,10,2018/12/3 10:09,166-388-agekke,24161,乗客アプリ（目的地から）,2314,688,6,1,,2018/12/3 10:13,2018/12/3 10:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/12/3 10:16,2018/12/3 10:16,2018/12/3 10:28,2018/12/3 10:28,,2018/12/3 10:09,0:09:35,0:09:35,,00,04,,,,,,
-,-,10,2018/12/3 10:09,168-116-CAKE,24162,乗客アプリWeb（地図から）,8186,628,5,2,,2018/12/3 10:11,2018/12/3 10:16,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/12/3 10:13,2018/12/3 10:13,2018/12/3 10:21,2018/12/3 10:21,,2018/12/3 10:09,0:04:45,0:09:30,,00,01,,,,,,
-,-,10,2018/12/3 10:10,166-380-agekke,24163,まちかど端末（乗降ポイントから）,0,173,11,1,,2018/12/3 10:16,2018/12/3 10:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/3 10:19,2018/12/3 10:19,2018/12/3 10:28,2018/12/3 10:33,,2018/12/3 10:10,0:13:43,0:13:43,,00,05,,,,,,
★,-,10,2018/12/3 10:16,034-251-YELLOW,24165,乗客アプリ（目的地から）,1015,412,11,1,,2018/12/3 10:25,2018/12/3 10:37,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/3 10:26,2018/12/3 10:26,2018/12/3 10:42,2018/12/3 10:42,2018/12/3 10:26,2018/12/3 10:26,0:11:33,0:11:33,,00,00,,,,,,
-,-,10,2018/12/3 10:16,015-311-RED,24166,乗客アプリ（簡単予約）,6833,514,15,1,,2018/12/3 10:21,2018/12/3 10:32,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/3 10:19,2018/12/3 10:19,2018/12/3 10:33,2018/12/3 10:33,,2018/12/3 10:16,0:11:27,0:11:27,,01,04,,,,,,
-,-,10,2018/12/3 10:17,166-371-agekke,24167,乗客アプリ（目的地から）,2171,379,9,1,,2018/12/3 10:20,2018/12/3 10:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/3 10:22,2018/12/3 10:22,2018/12/3 10:35,2018/12/3 10:35,,2018/12/3 10:17,0:08:48,0:08:48,,00,02,,,,,,
-,-,10,2018/12/3 10:18,075-728-ORANGE 076-782-ORANGE 075-727-ORANGE,24168,まちかど端末（店舗から）,0,992,5,3,,2018/12/3 10:22,2018/12/3 10:29,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/3 10:24,2018/12/3 10:24,2018/12/3 10:33,2018/12/3 10:33,,2018/12/3 10:18,0:07:25,0:22:15,,00,03,,,,,,
-,-,10,2018/12/3 10:21,166-419-agekke,24170,乗客アプリ（目的地から）,1888,56,1,1,,2018/12/3 10:29,2018/12/3 10:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/3 10:29,2018/12/3 10:29,2018/12/3 10:35,2018/12/3 10:35,,2018/12/3 10:21,0:05:11,0:05:11,,00,07,,,,,,
-,-,10,2018/12/3 10:21,168-118-CAKE,24171,乗客アプリWeb（地図から）,7824,305,2,1,,2018/12/3 10:23,2018/12/3 10:29,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/3 10:26,2018/12/3 10:26,2018/12/3 10:34,2018/12/3 10:34,,2018/12/3 10:21,0:06:01,0:06:01,,00,01,,,,,,
★,-,10,2018/12/3 10:30,110-839-SUN,24174,乗客アプリ（地図から）,4073,496,6,1,,2018/12/3 10:33,2018/12/3 10:39,35.450554 139.632616,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/12/3 10:40,2018/12/3 10:40,2018/12/3 10:47,2018/12/3 10:47,2018/12/3 10:40,2018/12/3 10:40,0:05:23,0:05:23,,00,00,,,,,,
-,-,10,2018/12/3 10:33,077-023-ORANGE 077-022-ORANGE,24178,乗客アプリ（目的地から）,4746,792,8,2,,2018/12/3 10:36,2018/12/3 10:42,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/12/3 10:37,2018/12/3 10:37,2018/12/3 10:45,2018/12/3 10:45,,2018/12/3 10:33,0:05:45,0:11:30,,00,02,,,,,,
★,-,10,2018/12/3 10:36,166-388-agekke,24179,乗客アプリ（目的地から）,2314,304,6,1,,2018/12/3 10:44,2018/12/3 10:52,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/3 10:45,2018/12/3 10:45,2018/12/3 10:52,2018/12/3 10:52,2018/12/3 10:45,2018/12/3 10:45,0:08:17,0:08:17,,00,00,,,,,,
★,-,10,2018/12/3 10:36,056-043-STRAWBERRY,24180,乗客アプリ（地図から）,8133,756,13,1,,2018/12/3 10:45,2018/12/3 10:49,35.448676 139.635696,横浜平和プラザホテル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/3 10:46,2018/12/3 10:46,2018/12/3 10:50,2018/12/3 10:50,2018/12/3 10:46,2018/12/3 10:46,0:04:05,0:04:05,,00,00,,,,,,
-,-,10,2018/12/3 10:37,026-287-GREEN,24182,まちかど端末（店舗から）,0,282,10,1,,2018/12/3 10:42,2018/12/3 10:49,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/12/3 10:41,2018/12/3 10:41,2018/12/3 10:47,2018/12/3 10:47,,2018/12/3 10:37,0:07:39,0:07:39,,00,05,,,,,,
-,-,10,2018/12/3 10:39,007-571-BLUE,24183,乗客アプリ（Myルートから）,1358,937,11,1,,2018/12/3 10:43,2018/12/3 10:49,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/3 10:42,2018/12/3 10:42,2018/12/3 10:51,2018/12/3 10:51,,2018/12/3 10:39,0:06:15,0:06:15,,00,03,,,,,,
★,-,10,2018/12/3 10:39,069-871-BANANA 069-872-BANANA,24184,乗客アプリ（地図から）,8062,776,9,2,,2018/12/3 10:47,2018/12/3 10:51,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/3 10:49,2018/12/3 10:49,2018/12/3 10:56,2018/12/3 10:56,2018/12/3 10:49,2018/12/3 10:49,0:04:12,0:08:24,,00,00,,,,,,
-,-,10,2018/12/3 10:40,066-558-BANANA 065-829-BANANA 066-555-BANANA 066-554-BANANA,24185,乗客アプリ（地図から）,6347,970,2,4,,2018/12/3 10:47,2018/12/3 10:58,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/3 10:43,2018/12/3 10:43,2018/12/3 11:00,2018/12/3 11:00,,2018/12/3 10:40,0:11:44,0:46:56,,03,06,,,,,,
-,-,10,2018/12/3 10:43,113-525-SUN 115-571-SUN 113-198-SUN,24186,まちかど端末（店舗から）,0,312,4,3,,2018/12/3 10:49,2018/12/3 10:53,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443659 139.650847,横浜マリンタワー,2018/12/3 10:49,2018/12/3 10:49,2018/12/3 10:56,2018/12/3 10:56,,2018/12/3 10:43,0:04:02,0:12:06,,00,05,,,,,,
-,-,10,2018/12/3 10:44,116-926-SUN 116-925-SUN 116-923-SUN,24187,乗客アプリ（地図から）,8196,423,13,3,,2018/12/3 10:49,2018/12/3 10:57,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/3 10:50,2018/12/3 10:50,2018/12/3 11:02,2018/12/3 11:02,,2018/12/3 10:44,0:07:39,0:22:57,,00,04,,,,,,
-,-,10,2018/12/3 10:46,168-118-CAKE,24188,乗客アプリWeb（地図から）,7824,963,15,1,,2018/12/3 10:48,2018/12/3 10:53,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/3 10:50,2018/12/3 10:50,2018/12/3 10:59,2018/12/3 10:59,,2018/12/3 10:46,0:05:20,0:05:20,,00,01,,,,,,
-,-,10,2018/12/3 10:54,168-122-CAKE,24189,乗客アプリWeb（地図から）,8194,677,6,2,,2018/12/3 11:01,2018/12/3 11:08,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/3 10:58,2018/12/3 10:58,2018/12/3 11:08,2018/12/3 11:08,,2018/12/3 10:54,0:06:40,0:13:20,,02,07,,,,,,
-,-,10,2018/12/3 10:54,168-121-CAKE,24190,乗客アプリWeb（地図から）,8193,302,10,3,,2018/12/3 11:03,2018/12/3 11:09,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/3 11:01,2018/12/3 11:01,2018/12/3 11:12,2018/12/3 11:12,,2018/12/3 10:54,0:06:43,0:20:09,,01,08,,,,,,
-,-,10,2018/12/3 10:55,015-311-RED,24191,乗客アプリ（地図から）,6833,707,9,1,,2018/12/3 10:59,2018/12/3 11:05,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/3 10:58,2018/12/3 10:58,2018/12/3 11:07,2018/12/3 11:07,,2018/12/3 10:55,0:06:13,0:06:13,,01,04,,,,,,
-,-,10,2018/12/3 10:56,118-317-SUN 118-076-SUN,24192,まちかど端末（店舗から）,0,211,7,2,,2018/12/3 10:59,2018/12/3 11:05,35.450447 139.635947,馬車道駅（みなとみらい線）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/3 11:02,2018/12/3 11:02,2018/12/3 11:13,2018/12/3 11:13,,2018/12/3 10:56,0:06:26,0:12:52,,00,02,,,,,,
-,-,10,2018/12/3 10:58,033-115-YELLOW,24193,乗客アプリ（地図から）,7012,272,4,1,,2018/12/3 11:01,2018/12/3 11:16,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/3 11:00,2018/12/3 11:00,2018/12/3 11:15,2018/12/3 11:15,,2018/12/3 10:58,0:14:56,0:14:56,,00,03,,,,,,
-,-,10,2018/12/3 10:59,064-593-BANANA,24195,まちかど端末（乗降ポイントから）,0,821,2,1,,2018/12/3 11:02,2018/12/3 11:09,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443073 139.651914,横浜人形の家,2018/12/3 11:02,2018/12/3 11:02,2018/12/3 11:08,2018/12/3 11:08,,2018/12/3 10:59,0:06:45,0:06:45,,00,03,,,,,,
★,☆,10,2018/12/3 9:23,113-806-SUN,24142,乗客アプリ（地図から）,3510,899,3,1,2018/12/3 9:23,,,35.445783 139.642958,横浜情報文化センター,35.443908 139.635249,イセザキ・モール,2018/12/3 10:09,,2018/12/3 10:15,,2018/12/3 9:33,2018/12/3 9:33,0:00:00,0:00:00,,00,09,,,,2018/12/3 10:00,※10時以前に予約しているため,※同一人物と思われるため一番短い待ち時間を採用
-,☆,10,2018/12/3 9:23,113-806-SUN,24143,乗客アプリ（Myルートから）,3510,5,3,1,2018/12/3 9:24,,,35.445783 139.642958,横浜情報文化センター,35.443908 139.635249,イセザキ・モール,2018/12/3 10:09,,2018/12/3 10:15,,,2018/12/3 9:23,0:00:00,0:00:00,,00,,,,,2018/12/3 10:00,※10時以前に予約しているため,※同一人物と思われるため一番短い待ち時間を採用
-,☆,10,2018/12/3 9:25,113-806-SUN,24144,乗客アプリ（Myルートから）,3510,386,3,1,2018/12/3 9:25,,,35.445783 139.642958,横浜情報文化センター,35.443908 139.635249,イセザキ・モール,2018/12/3 10:09,,2018/12/3 10:15,,,2018/12/3 9:25,0:00:00,0:00:00,,00,,,,,2018/12/3 10:00,※10時以前に予約しているため,※同一人物と思われるため一番短い待ち時間を採用
★,☆,10,2018/12/3 9:40,056-043-STRAWBERRY,24145,乗客アプリ（地図から）,8133,251,2,1,2018/12/3 9:40,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.448676 139.635696,横浜平和プラザホテル,2018/12/3 10:12,,2018/12/3 10:19,,2018/12/3 9:50,2018/12/3 9:50,0:00:00,0:00:00,,00,12,,,,2018/12/3 10:00,※10時以前に予約しているため,
-,☆,10,2018/12/3 10:06,000-527-BLUE,24158,乗客アプリ（目的地から）,1312,737,6,1,2018/12/3 10:07,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/3 10:13,,2018/12/3 10:22,,,2018/12/3 10:06,0:00:00,0:00:00,,00,,,,,※※同一人物と思われるため一番短い待ち時間を採用,,
-,☆,10,2018/12/3 10:07,000-527-BLUE,24159,乗客アプリ（地図から）,1312,970,6,1,2018/12/3 10:07,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/3 10:13,,2018/12/3 10:21,,,2018/12/3 10:07,0:00:00,0:00:00,,00,,,,,※※同一人物と思われるため一番短い待ち時間を採用,,
-,☆,10,2018/12/3 10:08,000-527-BLUE,24160,乗客アプリ（目的地から）,1312,202,10,1,2018/12/3 10:11,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/3 10:10,,2018/12/3 10:17,,,2018/12/3 10:08,0:00:00,0:00:00,,00,03,,,,※※同一人物と思われるため一番短い待ち時間を採用,,
-,☆,10,2018/12/3 10:20,033-371-YELLOW 033-372-YELLOW 033-373-YELLOW,24169,まちかど端末（店舗から）,0,69,10,3,2018/12/3 10:26,,,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/3 10:25,,2018/12/3 10:35,,,2018/12/3 10:20,0:00:00,0:00:00,,00,06,,,,,,
-,☆,10,2018/12/3 10:58,107-442-SNOW,24194,乗客アプリ（地図から）,8174,306,15,1,2018/12/3 11:02,,,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/3 11:04,,2018/12/3 11:11,,,2018/12/3 10:58,0:00:00,0:00:00,,00,05,,,,,,
★,-,11,2018/12/3 10:30,027-849-GREEN 027-850-GREEN,24175,乗客アプリ（地図から）,4033,21,5,2,,2018/12/3 11:28,2018/12/3 11:33,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/3 11:30,2018/12/3 11:30,2018/12/3 11:40,2018/12/3 11:40,2018/12/3 11:30,2018/12/3 11:30,0:04:15,0:08:30,481,00,00,04,03,,,,
★,-,11,2018/12/3 10:32,064-262-BANANA 064-274-BANANA,24177,乗客アプリ（地図から）,4542,544,11,2,,2018/12/3 11:32,2018/12/3 11:43,35.456605 139.635327,横浜ベイホテル東急,35.441441 139.648505,横浜中華街朱雀門,2018/12/3 11:32,2018/12/3 11:35,2018/12/3 11:46,2018/12/3 11:49,2018/12/3 11:32,2018/12/3 11:32,0:11:18,0:22:36,,00,00,,,,,,
-,-,11,2018/12/3 11:03,107-442-SNOW,24196,乗客アプリ（地図から）,8174,256,15,1,,2018/12/3 11:09,2018/12/3 11:13,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/12/3 11:09,2018/12/3 11:09,2018/12/3 11:14,2018/12/3 11:14,,2018/12/3 11:03,0:04:15,0:04:15,,00,05,,,,,,
-,-,11,2018/12/3 11:03,143-330-STAR 039-491-YELLOW,24197,まちかど端末（店舗から）,0,14,1,2,,2018/12/3 11:10,2018/12/3 11:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/12/3 11:12,2018/12/3 11:12,2018/12/3 11:28,2018/12/3 11:28,,2018/12/3 11:03,0:13:17,0:26:34,,00,06,,,,,,
-,-,11,2018/12/3 11:04,016-884-RED 016-885-RED,24198,まちかど端末（乗降ポイントから）,0,593,7,2,,2018/12/3 11:11,2018/12/3 11:19,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/3 11:13,2018/12/3 11:13,2018/12/3 11:25,2018/12/3 11:25,,2018/12/3 11:04,0:08:29,0:16:58,,00,06,,,,,,
-,-,11,2018/12/3 11:05,072-490-ORANGE 073-936-ORANGE,24199,乗客アプリ（簡単予約）,8109,684,2,2,,2018/12/3 11:13,2018/12/3 11:26,35.443704 139.651332,ホテルメルパルク横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/3 11:12,2018/12/3 11:12,2018/12/3 11:27,2018/12/3 11:27,,2018/12/3 11:05,0:12:33,0:25:06,,01,08,,,,,,
-,-,11,2018/12/3 11:06,023-742-GREEN,24200,乗客アプリ（目的地から）,4380,804,13,1,,2018/12/3 11:13,2018/12/3 11:26,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/3 11:10,2018/12/3 11:10,2018/12/3 11:22,2018/12/3 11:22,,2018/12/3 11:06,0:13:12,0:13:12,,02,06,,,,,,
-,-,11,2018/12/3 11:07,006-543-BLUE,24201,乗客アプリ（地図から）,5131,372,9,1,,2018/12/3 11:17,2018/12/3 11:26,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/3 11:15,2018/12/3 11:16,2018/12/3 11:26,2018/12/3 11:30,,2018/12/3 11:07,0:08:34,0:08:34,,01,09,,,,,,
★,-,11,2018/12/3 11:08,033-518-YELLOW,24202,乗客アプリ（地図から）,5679,494,9,1,,2018/12/3 11:17,2018/12/3 11:26,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/3 11:18,2018/12/3 11:18,2018/12/3 11:29,2018/12/3 11:29,2018/12/3 11:18,2018/12/3 11:18,0:08:37,0:08:37,,00,00,,,,,,
-,-,11,2018/12/3 11:09,039-462-YELLOW 039-438-YELLOW,24203,まちかど端末（乗降ポイントから）,0,160,3,2,,2018/12/3 11:11,2018/12/3 11:19,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/12/3 11:10,2018/12/3 11:10,2018/12/3 11:21,2018/12/3 11:33,,2018/12/3 11:09,0:08:43,0:17:26,,00,01,,,,,,
-,-,11,2018/12/3 11:09,168-125-CAKE,24204,乗客アプリWeb（地図から）,8206,559,6,2,,2018/12/3 11:17,2018/12/3 11:24,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/12/3 11:17,2018/12/3 11:17,2018/12/3 11:29,2018/12/3 11:29,,2018/12/3 11:09,0:07:22,0:14:44,,00,07,,,,,,
-,-,11,2018/12/3 11:14,168-116-CAKE,24208,乗客アプリWeb（地図から）,8158,206,15,1,,2018/12/3 11:17,2018/12/3 11:28,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/3 11:21,2018/12/3 11:21,2018/12/3 11:31,2018/12/3 11:31,,2018/12/3 11:14,0:11:04,0:11:04,,00,02,,,,,,
★,-,11,2018/12/3 11:17,027-410-GREEN 027-409-GREEN 027-407-GREEN 027-408-GREEN,24210,乗客アプリ（地図から）,5119,895,10,4,,2018/12/3 11:27,2018/12/3 11:32,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/12/3 11:27,2018/12/3 11:27,2018/12/3 11:43,2018/12/3 11:43,2018/12/3 11:27,2018/12/3 11:27,0:05:52,0:23:28,,00,00,,,,,,
★,-,11,2018/12/3 11:19,026-630-GREEN 026-836-GREEN 026-837-GREEN,24211,乗客アプリ（Myルートから）,4719,163,4,3,,2018/12/3 11:25,2018/12/3 11:35,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/3 11:29,2018/12/3 11:29,2018/12/3 11:44,2018/12/3 11:44,2018/12/3 11:29,2018/12/3 11:29,0:10:35,0:31:45,,00,00,,,,,,
-,-,11,2018/12/3 11:19,118-352-SUN 118-616-SUN,24212,乗客アプリ（地図から）,5936,572,3,2,,2018/12/3 11:24,2018/12/3 11:33,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.456605 139.635327,横浜ベイホテル東急,2018/12/3 11:24,2018/12/3 11:24,2018/12/3 11:42,2018/12/3 11:42,,2018/12/3 11:19,0:08:52,0:17:44,,00,04,,,,,,
-,-,11,2018/12/3 11:23,066-816-BANANA,24213,乗客アプリ（目的地から）,1219,23,8,1,,2018/12/3 11:33,2018/12/3 11:37,35.450554 139.632616,横浜桜木町ワシントンホテル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/3 11:32,2018/12/3 11:32,2018/12/3 11:36,2018/12/3 11:36,,2018/12/3 11:23,0:04:33,0:04:33,,00,09,,,,,,
