,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
★,-,10,2018/12/4 10:05,035-460-YELLOW,24662,乗客アプリ（地図から）,7698,324,11,1,,2018/12/4 10:12,2018/12/4 10:21,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/4 10:15,2018/12/4 10:15,2018/12/4 10:25,2018/12/4 10:25,2018/12/4 10:15,2018/12/4 10:15,0:09:08,0:09:08,,00,00,,,,,
-,-,10,2018/12/4 10:10,076-532-ORANGE,24663,まちかど端末（店舗から）,0,292,3,1,,2018/12/4 10:19,2018/12/4 10:29,35.443704 139.651332,ホテルメルパルク横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/4 10:16,2018/12/4 10:16,2018/12/4 10:33,2018/12/4 10:33,,2018/12/4 10:10,0:10:33,0:10:33,,02,09,,,,,
-,-,10,2018/12/4 10:12,166-363-agekke,24664,乗客アプリ（Myルートから）,2306,546,15,1,,2018/12/4 10:14,2018/12/4 10:19,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/4 10:14,2018/12/4 10:15,2018/12/4 10:20,2018/12/4 10:22,,2018/12/4 10:12,0:04:56,0:04:56,,00,02,,,,,
-,-,10,2018/12/4 10:20,075-018-ORANGE,24666,まちかど端末（店舗から）,0,47,15,1,,2018/12/4 10:25,2018/12/4 10:31,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/4 10:22,2018/12/4 10:22,2018/12/4 10:31,2018/12/4 10:31,,2018/12/4 10:20,0:06:09,0:06:09,,02,04,,,,,
-,-,10,2018/12/4 10:21,031-009-YELLOW,24668,まちかど端末（乗降ポイントから）,0,293,8,1,,2018/12/4 10:30,2018/12/4 10:37,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/4 10:30,2018/12/4 10:31,2018/12/4 10:38,2018/12/4 10:40,,2018/12/4 10:21,0:07:01,0:07:01,,00,09,,,,,
-,-,10,2018/12/4 10:23,166-372-agekke,24669,乗客アプリ（目的地から）,8181,785,6,1,,2018/12/4 10:26,2018/12/4 10:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/4 10:28,2018/12/4 10:28,2018/12/4 10:41,2018/12/4 10:45,,2018/12/4 10:23,0:12:01,0:12:01,,00,03,,,,,
-,-,10,2018/12/4 10:24,017-924-RED,24670,乗客アプリ（簡単予約）,8234,42,1,1,,2018/12/4 10:28,2018/12/4 10:40,35.441441 139.648505,横浜中華街朱雀門,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/4 10:27,2018/12/4 10:27,2018/12/4 10:39,2018/12/4 10:39,,2018/12/4 10:24,0:12:45,0:12:45,,00,03,,,,,
-,-,10,2018/12/4 10:26,166-310-agekke,24671,まちかど端末（乗降ポイントから）,0,415,6,1,,2018/12/4 10:28,2018/12/4 10:32,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/4 10:28,2018/12/4 10:28,2018/12/4 10:38,2018/12/4 10:38,,2018/12/4 10:26,0:04:35,0:04:35,,00,02,,,,,
-,-,10,2018/12/4 10:29,016-891-RED,24673,まちかど端末（店舗から）,0,617,8,1,,2018/12/4 10:30,2018/12/4 10:43,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/4 10:32,2018/12/4 10:32,2018/12/4 10:49,2018/12/4 10:49,,2018/12/4 10:29,0:13:12,0:13:12,,00,01,,,,,
-,-,10,2018/12/4 10:31,113-415-SUN 113-414-SUN,24674,乗客アプリ（地図から）,4051,195,9,2,,2018/12/4 10:36,2018/12/4 10:43,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/4 10:35,2018/12/4 10:35,2018/12/4 10:45,2018/12/4 10:45,,2018/12/4 10:31,0:06:59,0:13:58,,00,04,,,,,
-,-,10,2018/12/4 10:33,033-019-YELLOW,24675,乗客アプリ（Myルートから）,4852,120,15,1,,2018/12/4 10:38,2018/12/4 10:39,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/4 10:38,2018/12/4 10:38,2018/12/4 10:44,2018/12/4 10:44,,2018/12/4 10:33,0:01:57,0:01:57,,00,04,,,,,
-,-,10,2018/12/4 10:40,023-742-GREEN 026-788-GREEN,24677,乗客アプリ（目的地から）,4380,269,7,2,,2018/12/4 10:45,2018/12/4 11:05,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.447546 139.64358,横浜開港資料館,2018/12/4 10:44,2018/12/4 10:44,2018/12/4 10:56,2018/12/4 11:08,,2018/12/4 10:40,0:20:16,0:40:32,,01,04,,,,,
★,-,10,2018/12/4 10:41,014-953-RED,24678,乗客アプリ（地図から）,1756,264,8,1,,2018/12/4 10:50,2018/12/4 10:54,35.441002 139.650809,横浜元町ショッピングストリート,35.445783 139.642958,横浜情報文化センター,2018/12/4 10:51,2018/12/4 10:51,2018/12/4 10:57,2018/12/4 10:57,2018/12/4 10:51,2018/12/4 10:51,0:04:16,0:04:16,,00,00,,,,,
-,-,10,2018/12/4 10:41,121-222-SKY,24679,まちかど端末（乗降ポイントから）,0,883,4,1,,2018/12/4 10:45,2018/12/4 10:58,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/4 10:44,2018/12/4 10:44,2018/12/4 10:56,2018/12/4 10:56,,2018/12/4 10:41,0:13:12,0:13:12,,00,03,,,,,
-,-,10,2018/12/4 10:43,166-310-agekke,24681,乗客アプリ（地図から）,2051,774,11,1,,2018/12/4 10:45,2018/12/4 10:49,35.452963 139.642093,横浜赤レンガ倉庫,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/4 10:45,2018/12/4 10:45,2018/12/4 10:54,2018/12/4 10:54,,2018/12/4 10:43,0:04:03,0:04:03,,00,02,,,,,
★,-,10,2018/12/4 10:45,017-674-RED 070-980-ORANGE,24682,乗客アプリ（簡単予約）,3620,837,7,2,,2018/12/4 10:53,2018/12/4 11:14,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443073 139.651914,横浜人形の家,2018/12/4 10:55,2018/12/4 10:55,2018/12/4 11:14,2018/12/4 11:14,2018/12/4 10:55,2018/12/4 10:55,0:21:31,0:43:02,,00,00,,,,,
-,-,10,2018/12/4 10:45,168-151-CAKE,24683,乗客アプリWeb（地図から）,8158,426,13,2,,2018/12/4 10:56,2018/12/4 11:07,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/4 10:52,2018/12/4 10:52,2018/12/4 11:04,2018/12/4 11:04,,2018/12/4 10:45,0:11:22,0:22:44,,03,10,,,,,
-,-,10,2018/12/4 10:47,077-263-ORANGE 077-245-ORANGE,24684,まちかど端末（店舗から）,0,543,5,2,,2018/12/4 10:51,2018/12/4 11:00,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/4 10:52,2018/12/4 10:52,2018/12/4 11:06,2018/12/4 11:06,,2018/12/4 10:47,0:08:55,0:17:50,,00,04,,,,,
-,-,10,2018/12/4 10:47,076-660-ORANGE 076-659-ORANGE,24685,まちかど端末（店舗から）,0,212,15,2,,2018/12/4 10:52,2018/12/4 10:56,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/4 10:51,2018/12/4 10:51,2018/12/4 11:00,2018/12/4 11:00,,2018/12/4 10:47,0:04:34,0:09:08,,00,04,,,,,
★,-,10,2018/12/4 10:47,037-387-YELLOW 037-386-YELLOW,24686,まちかど端末（乗降ポイントから）,0,182,4,2,,2018/12/4 10:57,2018/12/4 11:04,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/12/4 10:56,2018/12/4 10:56,2018/12/4 11:10,2018/12/4 11:10,2018/12/4 10:56,2018/12/4 10:56,0:07:02,0:14:04,,00,00,,,,,
★,☆,10,2018/12/4 9:31,168-135-CAKE,24651,乗客アプリ（目的地から）,6355,137,9,1,2018/12/4 9:35,,,35.443908 139.635249,イセザキ・モール,35.443659 139.650847,横浜マリンタワー,2018/12/4 10:31,,2018/12/4 10:40,,2018/12/4 10:31,2018/12/4 10:31,0:00:00,0:00:00,,00,00,,,,,
-,☆,10,2018/12/4 10:04,076-015-ORANGE,24661,まちかど端末（乗降ポイントから）,0,603,1,1,2018/12/4 10:11,,,35.443704 139.651332,ホテルメルパルク横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/4 10:18,,2018/12/4 10:26,,,2018/12/4 10:04,0:00:00,0:00:00,,00,13,,,,,
-,☆,10,2018/12/4 10:13,166-372-agekke,24665,乗客アプリ（目的地から）,8181,414,15,1,2018/12/4 10:14,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/4 10:16,,2018/12/4 10:31,,,2018/12/4 10:13,0:00:00,0:00:00,,00,02,,,,,
-,☆,10,2018/12/4 10:37,023-742-GREEN,24676,乗客アプリ（目的地から）,4380,818,7,1,2018/12/4 10:38,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/4 10:40,,2018/12/4 10:51,,,2018/12/4 10:37,0:00:00,0:00:00,,00,03,,,,,
-,☆,10,2018/12/4 10:43,168-151-CAKE,24680,乗客アプリWeb（地図から）,8158,185,5,1,2018/12/4 10:43,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/4 10:49,,2018/12/4 11:01,,,2018/12/4 10:43,0:00:00,0:00:00,,00,06,,,,,
★,-,11,2018/12/4 10:55,027-854-GREEN 027-853-GREEN,24687,乗客アプリ（目的地から）,5117,691,15,2,,2018/12/4 10:59,2018/12/4 11:05,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/12/4 11:05,2018/12/4 11:05,2018/12/4 11:18,2018/12/4 11:18,2018/12/4 11:05,2018/12/4 11:05,0:06:01,0:12:02,416,00,00,03,03,,,
★,-,11,2018/12/4 11:01,116-234-SUN 116-235-SUN,24688,乗客アプリ（簡単予約）,8220,327,4,2,,2018/12/4 11:10,2018/12/4 11:24,35.443908 139.635249,イセザキ・モール,35.443073 139.651914,横浜人形の家,2018/12/4 11:11,2018/12/4 11:11,2018/12/4 11:21,2018/12/4 11:21,2018/12/4 11:11,2018/12/4 11:11,0:13:41,0:27:22,,00,00,,,,,
-,-,11,2018/12/4 11:01,076-657-ORANGE,24689,まちかど端末（乗降ポイントから）,0,163,10,1,,2018/12/4 11:05,2018/12/4 11:09,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/4 11:03,2018/12/4 11:03,2018/12/4 11:12,2018/12/4 11:12,,2018/12/4 11:01,0:04:32,0:04:32,,01,03,,,,,
-,-,11,2018/12/4 11:02,077-248-ORANGE 077-247-ORANGE,24690,まちかど端末（店舗から）,0,838,8,2,,2018/12/4 11:04,2018/12/4 11:12,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/4 11:05,2018/12/4 11:05,2018/12/4 11:17,2018/12/4 11:17,,2018/12/4 11:02,0:07:50,0:15:40,,00,02,,,,,
-,-,11,2018/12/4 11:06,166-310-agekke,24691,まちかど端末（乗降ポイントから）,0,586,11,1,,2018/12/4 11:12,2018/12/4 11:17,35.450447 139.635947,馬車道駅（みなとみらい線）,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/12/4 11:12,2018/12/4 11:12,2018/12/4 11:20,2018/12/4 11:20,,2018/12/4 11:06,0:05:22,0:05:22,,00,05,,,,,
-,-,11,2018/12/4 11:09,017-924-RED,24692,乗客アプリ（簡単予約）,8234,775,6,1,,2018/12/4 11:14,2018/12/4 11:27,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/4 11:12,2018/12/4 11:12,2018/12/4 11:21,2018/12/4 11:28,,2018/12/4 11:09,0:13:04,0:13:04,,02,05,,,,,
★,-,11,2018/12/4 11:10,008-701-BLUE 024-851-GREEN 033-604-YELLOW,24693,乗客アプリ（Myルートから）,3203,194,6,3,,2018/12/4 11:20,2018/12/4 11:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445783 139.642958,横浜情報文化センター,2018/12/4 11:20,2018/12/4 11:20,2018/12/4 11:36,2018/12/4 11:42,2018/12/4 11:20,2018/12/4 11:20,0:14:02,0:42:06,,00,00,,,,,
★,-,11,2018/12/4 11:17,026-630-GREEN 026-837-GREEN,24695,乗客アプリ（Myルートから）,4719,924,6,2,,2018/12/4 11:21,2018/12/4 11:37,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/4 11:27,2018/12/4 11:27,2018/12/4 11:45,2018/12/4 11:45,2018/12/4 11:27,2018/12/4 11:27,0:15:58,0:31:56,,00,00,,,,,
★,-,11,2018/12/4 11:18,110-839-SUN,24696,乗客アプリ（地図から）,4073,909,9,1,,2018/12/4 11:22,2018/12/4 11:28,35.450554 139.632616,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/12/4 11:28,2018/12/4 11:28,2018/12/4 11:35,2018/12/4 11:35,2018/12/4 11:28,2018/12/4 11:28,0:06:05,0:06:05,,00,00,,,,,
-,-,11,2018/12/4 11:20,033-691-YELLOW,24698,乗客アプリ（目的地から）,6775,415,15,1,,2018/12/4 11:26,2018/12/4 11:50,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/4 11:26,2018/12/4 11:26,2018/12/4 11:37,2018/12/4 11:37,,2018/12/4 11:20,0:24:15,0:24:15,,00,06,,,,,
-,-,11,2018/12/4 11:22,116-940-SUN 116-941-SUN,24699,まちかど端末（店舗から）,0,910,8,2,,2018/12/4 11:24,2018/12/4 11:29,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/4 11:25,2018/12/4 11:25,2018/12/4 11:35,2018/12/4 11:35,,2018/12/4 11:22,0:05:06,0:10:12,,00,01,,,,,
★,-,11,2018/12/4 11:23,053-166-STRAWBERRY,24701,乗客アプリ（Myルートから）,6658,380,11,1,,2018/12/4 11:30,2018/12/4 11:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/4 11:33,2018/12/4 11:33,2018/12/4 11:42,2018/12/4 11:42,2018/12/4 11:33,2018/12/4 11:33,0:08:22,0:08:22,,00,00,,,,,
★,-,11,2018/12/4 11:27,068-431-BANANA 063-756-BANANA,24702,乗客アプリ（地図から）,6064,972,15,2,,2018/12/4 11:37,2018/12/4 11:45,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/4 11:37,2018/12/4 11:37,2018/12/4 11:47,2018/12/4 11:47,2018/12/4 11:37,2018/12/4 11:37,0:07:51,0:15:42,,00,00,,,,,
-,-,11,2018/12/4 11:28,113-415-SUN 113-414-SUN,24703,乗客アプリ（地図から）,4051,657,4,2,,2018/12/4 11:31,2018/12/4 11:38,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/4 11:30,2018/12/4 11:30,2018/12/4 11:42,2018/12/4 11:42,,2018/12/4 11:28,0:06:57,0:13:54,,00,02,,,,,
-,-,11,2018/12/4 11:29,016-891-RED,24704,まちかど端末（店舗から）,0,346,9,1,,2018/12/4 11:35,2018/12/4 11:47,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/4 11:35,2018/12/4 11:35,2018/12/4 11:51,2018/12/4 11:51,,2018/12/4 11:29,0:11:42,0:11:42,,00,06,,,,,
-,-,11,2018/12/4 11:32,033-515-YELLOW 034-001-YELLOW 033-516-YELLOW 034-000-YELLOW 033-956-YELLOW,24705,乗客アプリ（地図から）,3790,588,8,5,,2018/12/4 11:39,2018/12/4 11:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/4 11:37,2018/12/4 11:37,2018/12/4 11:54,2018/12/4 11:54,,2018/12/4 11:32,0:08:26,0:42:10,,01,06,,,,,
-,-,11,2018/12/4 11:38,059-235-STRAWBERRY 059-234-STRAWBERRY,24706,まちかど端末（店舗から）,0,664,7,2,,2018/12/4 11:44,2018/12/4 11:50,35.456605 139.635327,横浜ベイホテル東急,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/4 11:46,2018/12/4 11:46,2018/12/4 11:53,2018/12/4 11:53,,2018/12/4 11:38,0:05:58,0:11:56,,00,05,,,,,
★,-,11,2018/12/4 11:43,027-854-GREEN 027-853-GREEN,24707,乗客アプリ（目的地から）,5117,36,13,2,,2018/12/4 11:53,2018/12/4 11:59,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/4 11:53,2018/12/4 11:53,2018/12/4 12:03,2018/12/4 12:03,2018/12/4 11:53,2018/12/4 11:53,0:05:16,0:10:32,,00,00,,,,,
-,-,11,2018/12/4 11:45,120-812-SKY 120-811-SKY 120-792-SKY,24708,まちかど端末（乗降ポイントから）,0,728,11,3,,2018/12/4 11:52,2018/12/4 11:58,35.450447 139.635947,馬車道駅（みなとみらい線）,35.445857 139.647636,ホテルモントレ横浜,2018/12/4 11:50,2018/12/4 11:50,2018/12/4 12:00,2018/12/4 12:00,,2018/12/4 11:45,0:06:51,0:20:33,,01,07,,,,,
-,-,11,2018/12/4 11:45,113-413-SUN 113-412-SUN,24709,乗客アプリ（地図から）,1228,408,9,2,,2018/12/4 11:50,2018/12/4 11:55,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/12/4 11:51,2018/12/4 11:51,2018/12/4 11:59,2018/12/4 11:59,,2018/12/4 11:45,0:05:10,0:10:20,,00,05,,,,,
-,-,11,2018/12/4 11:46,110-390-SUN,24710,乗客アプリ（地図から）,3598,683,6,1,,2018/12/4 11:51,2018/12/4 11:58,35.445857 139.647636,ホテルモントレ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/4 11:50,2018/12/4 11:50,2018/12/4 11:59,2018/12/4 11:59,,2018/12/4 11:46,0:07:16,0:07:16,,01,05,,,,,
★,-,11,2018/12/4 11:47,168-155-CAKE,24713,乗客アプリWeb（地図から）,8279,464,8,2,,2018/12/4 12:00,2018/12/4 12:10,35.441002 139.650809,横浜元町ショッピングストリート,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/4 11:57,2018/12/4 11:57,2018/12/4 12:10,2018/12/4 12:10,2018/12/4 11:57,2018/12/4 11:57,0:09:23,0:18:46,,03,03,,,,,
-,-,11,2018/12/4 11:55,035-163-YELLOW 077-077-ORANGE 035-162-YELLOW,24715,乗客アプリ（地図から）,8251,424,7,3,,2018/12/4 12:02,2018/12/4 12:10,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.453715 139.638133,横浜ワールドポーターズ,2018/12/4 11:58,2018/12/4 11:58,2018/12/4 12:09,2018/12/4 12:09,,2018/12/4 11:55,0:08:10,0:24:30,,03,06,,,,,
-,-,11,2018/12/4 11:59,071-187-ORANGE 077-099-ORANGE,24718,まちかど端末（店舗から）,0,329,11,2,,2018/12/4 12:03,2018/12/4 12:17,35.448801 139.636702,ホテルルートイン横浜馬車道,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/4 12:04,2018/12/4 12:04,2018/12/4 12:13,2018/12/4 12:13,,2018/12/4 11:59,0:14:10,0:28:20,,00,04,,,,,
★,☆,11,2018/12/4 10:21,168-147-CAKE,24667,乗客アプリWeb（目的地から）,8266,880,4,3,2018/12/4 10:23,,,35.443908 139.635249,イセザキ・モール,35.443659 139.650847,横浜マリンタワー,2018/12/4 11:21,,2018/12/4 11:32,,2018/12/4 11:21,2018/12/4 11:21,0:00:00,0:00:00,,00,00,,,,,
★,☆,11,2018/12/4 10:29,008-701-BLUE 024-851-GREEN 033-604-YELLOW,24672,乗客アプリ（目的地から）,3203,479,3,3,2018/12/4 11:10,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445783 139.642958,横浜情報文化センター,2018/12/4 11:29,,2018/12/4 11:42,,2018/12/4 11:29,2018/12/4 11:29,0:00:00,0:00:00,,00,00,,,,,
★,☆,11,2018/12/4 11:47,168-155-CAKE,24711,乗客アプリWeb（地図から）,8279,882,8,1,2018/12/4 11:47,,,35.441002 139.650809,横浜元町ショッピングストリート,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/4 11:57,,2018/12/4 12:09,,2018/12/4 11:57,2018/12/4 11:57,0:00:00,0:00:00,,00,00,,,,,
-,☆,11,2018/12/4 11:47,008-701-BLUE 024-851-GREEN 033-604-YELLOW,24712,乗客アプリ（Myルートから）,3203,155,8,3,2018/12/4 11:47,,,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/4 11:53,,2018/12/4 12:08,,,2018/12/4 11:47,0:00:00,0:00:00,,00,05,,,,,
-,☆,11,2018/12/4 11:58,119-469-SUN,24717,乗客アプリ（目的地から）,8282,263,11,1,2018/12/4 11:58,,,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/4 12:08,,2018/12/4 12:20,,,2018/12/4 11:58,0:00:00,0:00:00,,00,10,,,,,
