,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,-,10,2018/11/21 10:08,065-494-BANANA,17001,乗客アプリ（地図から）,1103,501,9,1,,2018/11/21 10:12,2018/11/21 10:18,35.443704 139.651332,ホテルメルパルク横浜,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/21 10:10,2018/11/21 10:10,2018/11/21 10:15,2018/11/21 10:15,,2018/11/21 10:08,0:05:49,0:05:49,,02,04,,,,,,
-,-,10,2018/11/21 10:08,117-965-SUN 105-557-SNOW,17002,まちかど端末（乗降ポイントから）,0,714,2,2,,2018/11/21 10:14,2018/11/21 10:24,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/21 10:12,2018/11/21 10:12,2018/11/21 10:20,2018/11/21 10:20,,2018/11/21 10:08,0:09:18,0:18:36,,02,06,,,,,,
-,-,10,2018/11/21 10:08,166-524-agekke,17003,乗客アプリ（地図から）,2171,404,6,1,,2018/11/21 10:14,2018/11/21 10:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/21 10:17,2018/11/21 10:17,2018/11/21 10:29,2018/11/21 10:29,,2018/11/21 10:08,0:09:30,0:09:30,,00,06,,,,,,
-,-,10,2018/11/21 10:09,166-527-agekke,17004,乗客アプリ（地図から）,2051,618,11,1,,2018/11/21 10:14,2018/11/21 10:18,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/21 10:14,2018/11/21 10:14,2018/11/21 10:20,2018/11/21 10:20,,2018/11/21 10:09,0:04:18,0:04:18,,00,04,,,,,,
-,-,10,2018/11/21 10:12,006-548-BLUE,17006,乗客アプリ（地図から）,5131,486,7,1,,2018/11/21 10:38,2018/11/21 10:54,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/21 10:15,2018/11/21 10:15,2018/11/21 10:30,2018/11/21 10:30,,2018/11/21 10:12,0:16:00,0:16:00,,22,26,,,,,,
-,-,10,2018/11/21 10:13,115-263-SUN 115-614-SUN 115-262-SUN,17007,まちかど端末（乗降ポイントから）,0,52,1,3,,2018/11/21 10:21,2018/11/21 10:30,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/21 10:17,2018/11/21 10:17,2018/11/21 10:25,2018/11/21 10:25,,2018/11/21 10:13,0:09:26,0:28:18,,03,07,,,,,,
-,-,10,2018/11/21 10:14,167-822-CAKE,17008,乗客アプリWeb（目的地から）,6841,460,11,2,,2018/11/21 10:20,2018/11/21 10:24,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/21 10:20,2018/11/21 10:20,2018/11/21 10:31,2018/11/21 10:31,,2018/11/21 10:14,0:04:15,0:08:30,,00,06,,,,,,
-,-,10,2018/11/21 10:16,028-690-GREEN,17010,まちかど端末（店舗から）,0,117,3,1,,2018/11/21 10:21,2018/11/21 10:28,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/21 10:22,2018/11/21 10:22,2018/11/21 10:30,2018/11/21 10:30,,2018/11/21 10:16,0:06:33,0:06:33,,00,05,,,,,,
★,-,10,2018/11/21 10:16,020-591-GREEN,17011,乗客アプリ（地図から）,2488,129,10,1,,2018/11/21 10:23,2018/11/21 10:31,35.454389 139.630904,横浜ランドマークタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/21 10:26,2018/11/21 10:26,2018/11/21 10:37,2018/11/21 10:37,2018/11/21 10:26,2018/11/21 10:26,0:08:24,0:08:24,,00,00,,,,,,
-,-,10,2018/11/21 10:17,071-204-ORANGE 061-220-BANANA,17012,まちかど端末（店舗から）,0,881,13,2,,2018/11/21 10:22,2018/11/21 10:29,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.453715 139.638133,横浜ワールドポーターズ,2018/11/21 10:20,2018/11/21 10:20,2018/11/21 10:31,2018/11/21 10:31,,2018/11/21 10:17,0:07:32,0:15:04,,02,05,,,,,,
-,-,10,2018/11/21 10:17,065-196-BANANA 065-195-BANANA,17013,乗客アプリ（地図から）,6842,734,4,2,,2018/11/21 10:23,2018/11/21 10:33,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/21 10:24,2018/11/21 10:24,2018/11/21 10:35,2018/11/21 10:35,,2018/11/21 10:17,0:10:03,0:20:06,,00,05,,,,,,
-,-,10,2018/11/21 10:20,102-808-SNOW 112-648-SUN,17014,まちかど端末（店舗から）,0,389,5,2,,2018/11/21 10:26,2018/11/21 10:32,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/21 10:26,2018/11/21 10:26,2018/11/21 10:40,2018/11/21 10:40,,2018/11/21 10:20,0:05:14,0:10:28,,00,06,,,,,,
-,-,10,2018/11/21 10:26,166-522-agekke,17016,乗客アプリ（地図から）,1338,448,15,1,,2018/11/21 10:37,2018/11/21 10:45,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/21 10:28,2018/11/21 10:28,2018/11/21 10:34,2018/11/21 10:34,,2018/11/21 10:26,0:08:34,0:08:34,,08,10,,,,,,
-,-,10,2018/11/21 10:31,022-248-GREEN,17018,乗客アプリ（目的地から）,1312,338,9,1,,2018/11/21 10:35,2018/11/21 10:41,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/21 10:35,2018/11/21 10:35,2018/11/21 10:43,2018/11/21 10:43,,2018/11/21 10:31,0:05:56,0:05:56,,00,03,,,,,,
-,-,10,2018/11/21 10:32,166-496-agekke,17019,乗客アプリ（目的地から）,2314,640,1,1,,2018/11/21 10:37,2018/11/21 10:43,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/21 10:36,2018/11/21 10:36,2018/11/21 10:43,2018/11/21 10:43,,2018/11/21 10:32,0:06:21,0:06:21,,01,04,,,,,,
-,-,10,2018/11/21 10:34,117-420-SUN 117-422-SUN 117-418-SUN 117-419-SUN,17021,乗客アプリ（地図から）,6740,825,2,4,,2018/11/21 10:41,2018/11/21 10:53,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/21 10:40,2018/11/21 10:40,2018/11/21 10:50,2018/11/21 10:50,,2018/11/21 10:34,0:11:56,0:47:44,,01,07,,,,,,
-,-,10,2018/11/21 10:35,019-033-RED,17022,乗客アプリ（地図から）,1789,531,13,1,,2018/11/21 10:40,2018/11/21 10:47,35.445857 139.647636,ホテルモントレ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/21 10:41,2018/11/21 10:41,2018/11/21 10:51,2018/11/21 10:51,,2018/11/21 10:35,0:06:55,0:06:55,,00,05,,,,,,
-,-,10,2018/11/21 10:35,072-304-ORANGE,17023,まちかど端末（店舗から）,0,829,10,1,,2018/11/21 10:39,2018/11/21 10:48,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/21 10:39,2018/11/21 10:39,2018/11/21 10:47,2018/11/21 10:47,,2018/11/21 10:35,0:08:23,0:08:23,,00,04,,,,,,
-,-,10,2018/11/21 10:35,068-142-BANANA,17024,まちかど端末（乗降ポイントから）,0,355,4,1,,2018/11/21 10:38,2018/11/21 10:41,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/21 10:38,2018/11/21 10:38,2018/11/21 10:46,2018/11/21 10:46,,2018/11/21 10:35,0:03:32,0:03:32,,00,02,,,,,,
-,-,10,2018/11/21 10:41,068-440-BANANA,17026,乗客アプリ（地図から）,6347,233,3,1,,2018/11/21 10:46,2018/11/21 10:54,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.445783 139.642958,横浜情報文化センター,2018/11/21 10:42,2018/11/21 10:42,2018/11/21 10:55,2018/11/21 10:55,,2018/11/21 10:41,0:08:42,0:08:42,,03,04,,,,,,
-,-,10,2018/11/21 10:42,025-109-GREEN 025-149-GREEN 025-110-GREEN,17027,まちかど端末（店舗から）,0,274,5,3,,2018/11/21 10:46,2018/11/21 10:53,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/21 10:43,2018/11/21 10:43,2018/11/21 10:51,2018/11/21 10:51,,2018/11/21 10:42,0:06:18,0:18:54,,02,04,,,,,,
-,-,10,2018/11/21 10:42,065-427-BANANA 065-428-BANANA,17028,まちかど端末（店舗から）,0,847,10,2,,2018/11/21 10:44,2018/11/21 10:53,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/21 10:44,2018/11/21 10:44,2018/11/21 10:58,2018/11/21 10:58,,2018/11/21 10:42,0:09:03,0:18:06,,00,01,,,,,,
-,-,10,2018/11/21 10:43,102-823-SNOW,17029,乗客アプリ（地図から）,6845,652,9,1,,2018/11/21 10:50,2018/11/21 11:02,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/11/21 10:48,2018/11/21 10:48,2018/11/21 11:03,2018/11/21 11:03,,2018/11/21 10:43,0:12:20,0:12:20,,01,06,,,,,,
-,-,10,2018/11/21 10:44,070-506-ORANGE 070-507-ORANGE,17031,乗客アプリ（地図から）,1112,712,1,2,,2018/11/21 10:52,2018/11/21 10:58,35.443908 139.635249,イセザキ・モール,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/21 10:48,2018/11/21 10:48,2018/11/21 11:01,2018/11/21 11:01,,2018/11/21 10:44,0:06:40,0:13:20,,03,07,,,,,,
★,-,10,2018/11/21 10:47,167-811-CAKE,17032,乗客アプリWeb（地図から）,6784,993,11,4,,2018/11/21 10:54,2018/11/21 11:00,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/21 10:56,2018/11/21 10:56,2018/11/21 11:07,2018/11/21 11:07,2018/11/21 10:56,2018/11/21 10:56,0:05:54,0:23:36,,00,00,,,,,,
-,-,10,2018/11/21 10:55,025-046-GREEN,17034,まちかど端末（乗降ポイントから）,0,698,15,1,,2018/11/21 10:57,2018/11/21 11:03,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/21 10:57,2018/11/21 10:57,2018/11/21 11:03,2018/11/21 11:03,,2018/11/21 10:55,0:06:23,0:06:23,,00,01,,,,,,
★,☆,10,2018/11/21 9:36,103-766-SNOW,16986,乗客アプリ（簡単予約）,6349,386,10,1,2018/11/21 9:36,,,35.443073 139.651914,横浜人形の家,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/21 10:14,,2018/11/21 10:23,,2018/11/21 9:46,2018/11/21 9:46,0:00:00,0:00:00,,00,14,,,,2018/11/21 10:00,※10時以前に予約しているため,※39行と同一人物と思われるため一番短い待ち時間を採用
-,☆,10,2018/11/21 9:37,103-766-SNOW,16987,乗客アプリ（簡単予約）,6349,338,10,1,2018/11/21 9:38,,,35.443073 139.651914,横浜人形の家,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/21 10:14,,2018/11/21 10:23,,,2018/11/21 9:37,0:00:00,0:00:00,,00,,,,,2018/11/21 10:00,※10時以前に予約しているため,※38行と同一人物と思われるため一番短い待ち時間を採用
★,☆,10,2018/11/21 9:47,006-548-BLUE,16988,乗客アプリ（地図から）,5131,267,2,1,2018/11/21 9:53,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/21 10:03,,2018/11/21 10:17,,2018/11/21 9:57,2018/11/21 9:57,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,,
★,☆,10,2018/11/21 9:51,103-168-SNOW 103-175-SNOW,16990,乗客アプリ（目的地から）,3765,654,5,2,2018/11/21 9:52,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/21 10:10,,2018/11/21 10:22,,2018/11/21 10:01,2018/11/21 10:01,0:00:00,0:00:00,,00,08,,,,,,
★,☆,10,2018/11/21 10:06,006-548-BLUE,16998,乗客アプリ（地図から）,5131,794,13,1,2018/11/21 10:09,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/21 10:16,,2018/11/21 10:34,,2018/11/21 10:16,2018/11/21 10:16,0:00:00,0:00:00,,00,00,,,,※同一人物と思われるため一番短い待ち時間を採用,,
-,☆,10,2018/11/21 10:10,006-548-BLUE,17005,乗客アプリ（地図から）,5131,173,5,1,2018/11/21 10:10,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/21 10:25,,2018/11/21 10:40,,,2018/11/21 10:10,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,,
-,☆,10,2018/11/21 10:16,167-823-CAKE,17009,乗客アプリWeb（地図から）,6844,643,9,1,2018/11/21 10:28,,,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/21 10:23,,2018/11/21 10:31,,,2018/11/21 10:16,0:00:00,0:00:00,,00,12,,,,,,
★,☆,10,2018/11/21 10:25,022-248-GREEN,17015,乗客アプリ（目的地から）,1312,985,13,1,2018/11/21 10:26,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/21 10:35,,2018/11/21 10:48,,2018/11/21 10:35,2018/11/21 10:35,0:00:00,0:00:00,,00,00,,,,※46行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,10,2018/11/21 10:29,022-248-GREEN,17017,乗客アプリ（目的地から）,1312,131,9,1,2018/11/21 10:30,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/21 10:34,,2018/11/21 10:43,,,2018/11/21 10:29,0:00:00,0:00:00,,00,,,,,※45行と同一人物と思われるため一番短い待ち時間を採用,,
★,☆,10,2018/11/21 10:44,167-811-CAKE,17030,乗客アプリWeb（地図から）,6784,345,4,1,2018/11/21 10:44,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/21 10:54,,2018/11/21 11:02,,2018/11/21 10:54,2018/11/21 10:54,0:00:00,0:00:00,,00,00,,,,,,
★,-,11,2018/11/21 10:33,000-047-BLUE,17020,乗客アプリ（目的地から）,5352,168,10,1,,2018/11/21 11:29,2018/11/21 11:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/21 11:33,2018/11/21 11:33,2018/11/21 11:38,2018/11/21 11:38,2018/11/21 11:33,2018/11/21 11:33,0:04:22,0:04:22,307,00,00,04,04,,,,
★,-,11,2018/11/21 10:41,101-314-SNOW,17025,乗客アプリ（簡単予約）,2161,592,13,1,,2018/11/21 11:38,2018/11/21 11:45,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/21 11:41,2018/11/21 11:41,2018/11/21 11:50,2018/11/21 11:55,2018/11/21 11:41,2018/11/21 11:41,0:06:52,0:06:52,,00,00,,,,,,
★,-,11,2018/11/21 10:51,027-971-GREEN 027-346-GREEN 027-349-GREEN,17033,乗客アプリ（簡単予約）,5679,422,4,3,,2018/11/21 10:56,2018/11/21 11:03,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.456605 139.635327,横浜ベイホテル東急,2018/11/21 11:01,2018/11/21 11:01,2018/11/21 11:13,2018/11/21 11:13,2018/11/21 11:01,2018/11/21 11:01,0:06:16,0:18:48,,00,00,,,,,,
-,-,11,2018/11/21 11:02,068-141-BANANA 068-137-BANANA 068-139-BANANA 068-138-BANANA 068-140-BANANA,17035,まちかど端末（店舗から）,0,128,6,5,,2018/11/21 11:06,2018/11/21 11:13,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/21 11:03,2018/11/21 11:03,2018/11/21 11:15,2018/11/21 11:15,,2018/11/21 11:02,0:07:38,0:38:10,,02,03,,,,,,
★,-,11,2018/11/21 11:03,065-112-BANANA 065-113-BANANA,17036,まちかど端末（店舗から）,0,438,13,2,,2018/11/21 11:09,2018/11/21 11:16,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/21 11:11,2018/11/21 11:11,2018/11/21 11:25,2018/11/21 11:25,2018/11/21 11:11,2018/11/21 11:11,0:06:51,0:13:42,,00,00,,,,,,
-,-,11,2018/11/21 11:09,025-969-GREEN 025-979-GREEN,17037,まちかど端末（店舗から）,0,104,7,2,,2018/11/21 11:17,2018/11/21 11:26,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/21 11:11,2018/11/21 11:11,2018/11/21 11:20,2018/11/21 11:20,,2018/11/21 11:09,0:08:10,0:16:20,,06,08,,,,,,
★,-,11,2018/11/21 11:11,024-852-GREEN,17038,乗客アプリ（目的地から）,3203,348,3,1,,2018/11/21 11:23,2018/11/21 11:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/21 11:21,2018/11/21 11:21,2018/11/21 11:26,2018/11/21 11:26,2018/11/21 11:21,2018/11/21 11:21,0:03:02,0:03:02,,01,01,,,,,,
-,-,11,2018/11/21 11:13,020-591-GREEN,17039,乗客アプリ（地図から）,2488,661,15,1,,2018/11/21 11:17,2018/11/21 11:23,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454389 139.630904,横浜ランドマークタワー,2018/11/21 11:16,2018/11/21 11:16,2018/11/21 11:23,2018/11/21 11:23,,2018/11/21 11:13,0:06:02,0:06:02,,00,04,,,,,,
★,-,11,2018/11/21 11:17,166-492-agekke,17041,乗客アプリ（地図から）,1751,623,9,1,,2018/11/21 11:21,2018/11/21 11:36,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/21 11:27,2018/11/21 11:27,2018/11/21 11:38,2018/11/21 11:38,2018/11/21 11:27,2018/11/21 11:27,0:14:17,0:14:17,,00,00,,,,,,
★,-,11,2018/11/21 11:24,017-076-RED,17042,乗客アプリ（地図から）,1258,633,9,1,,2018/11/21 11:32,2018/11/21 11:44,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.445857 139.647636,ホテルモントレ横浜,2018/11/21 11:34,2018/11/21 11:34,2018/11/21 11:46,2018/11/21 11:46,2018/11/21 11:34,2018/11/21 11:34,0:11:20,0:11:20,,00,00,,,,,,
-,-,11,2018/11/21 11:24,025-956-GREEN,17043,まちかど端末（店舗から）,0,510,4,1,,2018/11/21 11:28,2018/11/21 11:35,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/21 11:28,2018/11/21 11:28,2018/11/21 11:37,2018/11/21 11:37,,2018/11/21 11:24,0:07:01,0:07:01,,00,04,,,,,,
-,-,11,2018/11/21 11:27,053-157-STRAWBERRY 053-162-STRAWBERRY,17044,乗客アプリ（目的地から）,5476,867,5,2,,2018/11/21 11:35,2018/11/21 11:52,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/21 11:35,2018/11/21 11:37,2018/11/21 11:47,2018/11/21 11:59,,2018/11/21 11:27,0:17:26,0:34:52,,00,08,,,,,,
★,-,11,2018/11/21 11:31,166-496-agekke,17046,乗客アプリ（目的地から）,2314,503,15,1,,2018/11/21 11:41,2018/11/21 11:49,35.450447 139.635947,馬車道駅（みなとみらい線）,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/21 11:41,2018/11/21 11:41,2018/11/21 11:49,2018/11/21 11:49,2018/11/21 11:41,2018/11/21 11:41,0:07:50,0:07:50,,00,00,,,,,,
-,-,11,2018/11/21 11:32,146-023-STAR,17048,乗客アプリ（目的地から）,6718,676,6,1,,2018/11/21 11:40,2018/11/21 11:49,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443073 139.651914,横浜人形の家,2018/11/21 11:41,2018/11/21 11:41,2018/11/21 11:55,2018/11/21 11:55,,2018/11/21 11:32,0:09:19,0:09:19,,00,08,,,,,,
-,-,11,2018/11/21 11:32,016-694-RED,17047,乗客アプリ（目的地から）,4452,831,8,1,,2018/11/21 11:38,2018/11/21 11:42,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/21 11:40,2018/11/21 11:40,2018/11/21 11:47,2018/11/21 11:47,,2018/11/21 11:32,0:04:12,0:04:12,,00,05,,,,,,
★,-,11,2018/11/21 11:34,061-220-BANANA 071-204-ORANGE,17050,乗客アプリ（地図から）,6849,160,5,2,,2018/11/21 11:42,2018/11/21 11:51,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/21 11:44,2018/11/21 11:44,2018/11/21 11:55,2018/11/21 11:55,2018/11/21 11:44,2018/11/21 11:44,0:09:25,0:18:50,,00,00,,,,,,
-,-,11,2018/11/21 11:34,007-998-BLUE,17051,乗客アプリ（目的地から）,6840,653,10,1,,2018/11/21 11:39,2018/11/21 11:46,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/21 11:40,2018/11/21 11:40,2018/11/21 11:51,2018/11/21 11:51,,2018/11/21 11:34,0:06:56,0:06:56,,00,04,,,,,,
