,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,-,10,2018/12/5 10:07,007-570-BLUE,25261,乗客アプリ（Myルートから）,1358,658,5,1,,2018/12/5 10:13,2018/12/5 10:19,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/5 10:14,2018/12/5 10:14,2018/12/5 10:23,2018/12/5 10:24,,2018/12/5 10:07,0:05:32,0:05:32,,00,06,,,,,,
★,-,10,2018/12/5 10:09,036-663-YELLOW,25262,乗客アプリ（地図から）,6763,641,7,1,,2018/12/5 10:15,2018/12/5 10:18,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/5 10:19,2018/12/5 10:19,2018/12/5 10:24,2018/12/5 10:24,2018/12/5 10:19,2018/12/5 10:19,0:02:23,0:02:23,,00,00,,,,,,
-,-,10,2018/12/5 10:09,168-172-CAKE,25263,乗客アプリWeb（目的地から）,8342,66,4,2,,2018/12/5 10:18,2018/12/5 10:25,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/12/5 10:18,2018/12/5 10:18,2018/12/5 10:29,2018/12/5 10:29,,2018/12/5 10:09,0:07:32,0:15:04,,00,08,,,,,,
-,-,10,2018/12/5 10:09,077-285-ORANGE 077-298-ORANGE,25264,乗客アプリ（地図から）,8203,637,5,2,,2018/12/5 10:13,2018/12/5 10:19,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/5 10:15,2018/12/5 10:15,2018/12/5 10:25,2018/12/5 10:25,,2018/12/5 10:09,0:05:40,0:11:20,,00,03,,,,,,
-,-,10,2018/12/5 10:10,035-460-YELLOW,25265,乗客アプリ（地図から）,7698,509,6,1,,2018/12/5 10:21,2018/12/5 10:32,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/5 10:19,2018/12/5 10:19,2018/12/5 10:29,2018/12/5 10:29,,2018/12/5 10:10,0:11:08,0:11:08,,01,10,,,,,,
-,-,10,2018/12/5 10:11,166-190-agekke,25266,乗客アプリ（目的地から）,2171,935,2,1,,2018/12/5 10:18,2018/12/5 10:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/12/5 10:17,2018/12/5 10:17,2018/12/5 10:29,2018/12/5 10:29,,2018/12/5 10:11,0:11:21,0:11:21,,00,06,,,,,,
-,-,10,2018/12/5 10:12,166-357-agekke,25267,乗客アプリ（目的地から）,2314,696,11,1,,2018/12/5 10:21,2018/12/5 10:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/12/5 10:21,2018/12/5 10:22,2018/12/5 10:33,2018/12/5 10:36,,2018/12/5 10:12,0:08:51,0:08:51,,00,08,,,,,,
-,-,10,2018/12/5 10:13,077-310-ORANGE 077-309-ORANGE 077-343-ORANGE 077-312-ORANGE 061-231-BANANA 077-340-ORANGE,25268,まちかど端末（店舗から）,0,192,2,6,,2018/12/5 10:46,2018/12/5 10:53,35.448801 139.636702,ホテルルートイン横浜馬車道,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/5 10:32,2018/12/5 10:32,2018/12/5 10:45,2018/12/5 10:45,,2018/12/5 10:13,0:07:34,0:45:24,,13,33,,,,,,
-,-,10,2018/12/5 10:13,166-166-agekke,25269,まちかど端末（乗降ポイントから）,0,271,3,1,,2018/12/5 10:20,2018/12/5 10:25,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/5 10:24,2018/12/5 10:24,2018/12/5 10:32,2018/12/5 10:32,,2018/12/5 10:13,0:05:02,0:05:02,,00,07,,,,,,
-,-,10,2018/12/5 10:14,168-175-CAKE,25270,乗客アプリWeb（地図から）,8347,611,1,4,,2018/12/5 10:21,2018/12/5 10:31,35.450554 139.632616,横浜桜木町ワシントンホテル,35.445857 139.647636,ホテルモントレ横浜,2018/12/5 10:24,2018/12/5 10:24,2018/12/5 10:36,2018/12/5 10:36,,2018/12/5 10:14,0:10:15,0:41:00,,00,06,,,,,,
-,-,10,2018/12/5 10:15,057-117-STRAWBERRY 075-888-ORANGE 065-448-BANANA 075-890-ORANGE 077-301-ORANGE 077-341-ORANGE,25271,まちかど端末（店舗から）,0,545,6,6,,2018/12/5 10:36,2018/12/5 10:42,35.448801 139.636702,ホテルルートイン横浜馬車道,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/5 10:35,2018/12/5 10:35,2018/12/5 10:48,2018/12/5 10:48,,2018/12/5 10:15,0:05:34,0:33:24,,01,21,,,,,,
-,-,10,2018/12/5 10:17,035-881-YELLOW 039-485-YELLOW 039-484-YELLOW,25272,まちかど端末（店舗から）,0,642,11,3,,2018/12/5 10:20,2018/12/5 10:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/5 10:22,2018/12/5 10:22,2018/12/5 10:42,2018/12/5 10:42,,2018/12/5 10:17,0:14:02,0:42:06,,00,03,,,,,,
-,-,10,2018/12/5 10:17,166-198-agekke,25273,まちかど端末（乗降ポイントから）,0,311,3,1,,2018/12/5 10:23,2018/12/5 10:28,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/5 10:26,2018/12/5 10:26,2018/12/5 10:36,2018/12/5 10:36,,2018/12/5 10:17,0:05:27,0:05:27,,00,05,,,,,,
-,-,10,2018/12/5 10:22,075-018-ORANGE,25274,まちかど端末（店舗から）,0,103,8,1,,2018/12/5 10:28,2018/12/5 10:32,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/5 10:26,2018/12/5 10:26,2018/12/5 10:35,2018/12/5 10:35,,2018/12/5 10:22,0:03:34,0:03:34,,02,06,,,,,,
-,-,10,2018/12/5 10:24,035-883-YELLOW 035-882-YELLOW,25276,まちかど端末（乗降ポイントから）,0,115,5,2,,2018/12/5 10:26,2018/12/5 10:40,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/12/5 10:27,2018/12/5 10:27,2018/12/5 10:38,2018/12/5 10:52,,2018/12/5 10:24,0:14:05,0:28:10,,00,02,,,,,,
★,-,10,2018/12/5 10:25,110-837-SUN,25277,乗客アプリ（地図から）,4073,924,5,1,,2018/12/5 10:34,2018/12/5 10:44,35.450554 139.632616,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/12/5 10:35,2018/12/5 10:35,2018/12/5 10:43,2018/12/5 10:43,2018/12/5 10:35,2018/12/5 10:35,0:09:53,0:09:53,,00,00,,,,,,
-,-,10,2018/12/5 10:34,077-285-ORANGE 077-298-ORANGE,25278,乗客アプリ（地図から）,8203,97,7,2,,2018/12/5 10:36,2018/12/5 10:44,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/12/5 10:35,2018/12/5 10:35,2018/12/5 10:46,2018/12/5 10:46,,2018/12/5 10:34,0:07:08,0:14:16,,01,02,,,,,,
-,-,10,2018/12/5 10:35,067-274-BANANA 067-272-BANANA,25279,乗客アプリ（地図から）,2824,471,4,2,,2018/12/5 10:38,2018/12/5 10:52,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/5 10:40,2018/12/5 10:40,2018/12/5 10:52,2018/12/5 10:52,,2018/12/5 10:35,0:13:55,0:27:50,,00,02,,,,,,
-,-,10,2018/12/5 10:36,120-661-SKY 120-664-SKY 120-666-SKY,25280,乗客アプリ（地図から）,7046,382,13,3,,2018/12/5 10:45,2018/12/5 10:54,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/5 10:44,2018/12/5 10:44,2018/12/5 10:55,2018/12/5 10:55,,2018/12/5 10:36,0:08:42,0:26:06,,00,09,,,,,,
★,-,10,2018/12/5 10:36,016-971-RED 023-257-GREEN 027-591-GREEN,25281,乗客アプリ（地図から）,6052,817,3,3,,2018/12/5 10:44,2018/12/5 10:54,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/5 10:46,2018/12/5 10:46,2018/12/5 11:03,2018/12/5 11:03,2018/12/5 10:46,2018/12/5 10:46,0:10:06,0:30:18,,00,00,,,,,,
-,-,10,2018/12/5 10:40,032-912-YELLOW,25282,まちかど端末（店舗から）,0,138,1,1,,2018/12/5 10:46,2018/12/5 10:50,35.454389 139.630904,横浜ランドマークタワー,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/5 10:49,2018/12/5 10:49,2018/12/5 10:55,2018/12/5 10:55,,2018/12/5 10:40,0:03:21,0:03:21,,00,05,,,,,,
-,-,10,2018/12/5 10:43,166-357-agekke,25283,乗客アプリ（目的地から）,2314,934,5,1,,2018/12/5 10:48,2018/12/5 10:55,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/5 10:46,2018/12/5 10:46,2018/12/5 10:53,2018/12/5 10:53,,2018/12/5 10:43,0:06:58,0:06:58,,02,04,,,,,,
-,-,10,2018/12/5 10:44,031-009-YELLOW,25284,乗客アプリ（目的地から）,3162,40,6,1,,2018/12/5 10:46,2018/12/5 10:52,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/5 10:45,2018/12/5 10:45,2018/12/5 10:54,2018/12/5 10:54,,2018/12/5 10:44,0:06:03,0:06:03,,01,02,,,,,,
-,-,10,2018/12/5 10:48,168-172-CAKE,25285,乗客アプリWeb（地図から）,8342,717,7,2,,2018/12/5 10:49,2018/12/5 10:59,35.443659 139.650847,横浜マリンタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/5 10:49,2018/12/5 10:49,2018/12/5 11:02,2018/12/5 11:02,,2018/12/5 10:48,0:09:37,0:19:14,,00,01,,,,,,
-,-,10,2018/12/5 10:50,037-422-YELLOW 038-229-YELLOW 037-421-YELLOW,25286,まちかど端末（店舗から）,0,554,1,3,,2018/12/5 10:55,2018/12/5 11:02,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.441441 139.648505,横浜中華街朱雀門,2018/12/5 10:56,2018/12/5 10:56,2018/12/5 11:08,2018/12/5 11:08,,2018/12/5 10:50,0:07:27,0:22:21,,00,05,,,,,,
-,-,10,2018/12/5 10:50,069-328-BANANA,25287,乗客アプリ（地図から）,8296,473,15,1,,2018/12/5 10:53,2018/12/5 10:56,35.448801 139.636702,ホテルルートイン横浜馬車道,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/5 10:53,2018/12/5 10:53,2018/12/5 10:59,2018/12/5 10:59,,2018/12/5 10:50,0:03:16,0:03:16,,00,02,,,,,,
-,-,10,2018/12/5 10:54,034-202-YELLOW,25288,乗客アプリ（目的地から）,6068,921,4,1,,2018/12/5 10:59,2018/12/5 11:07,35.445783 139.642958,横浜情報文化センター,35.453715 139.638133,横浜ワールドポーターズ,2018/12/5 10:58,2018/12/5 10:58,2018/12/5 11:06,2018/12/5 11:06,,2018/12/5 10:54,0:07:26,0:07:26,,01,05,,,,,,
-,☆,10,2018/12/5 9:14,033-714-YELLOW,25243,乗客アプリ（目的地から）,4745,457,2,1,2018/12/5 9:14,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/5 10:02,,2018/12/5 10:15,,,2018/12/5 9:14,0:00:00,0:00:00,,00,48,,,,※40行と同一人物と思われるため一番短い待ち時間を採用,2018/12/5 10:00,※10時以前に予約しているため
-,☆,10,2018/12/5 9:15,033-714-YELLOW,25244,乗客アプリ（目的地から）,4745,848,2,1,2018/12/5 9:15,,,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/5 10:04,,2018/12/5 10:18,,,2018/12/5 9:15,0:00:00,0:00:00,,00,,,,,※39行と同一人物と思われるため一番短い待ち時間を採用,2018/12/5 10:00,※10時以前に予約しているため
-,☆,10,2018/12/5 9:46,002-815-BLUE,25246,乗客アプリ（地図から）,6126,828,4,1,2018/12/5 9:46,,,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.454389 139.630904,横浜ランドマークタワー,2018/12/5 10:13,,2018/12/5 10:28,,,2018/12/5 9:46,0:00:00,0:00:00,,00,27,,,,,2018/12/5 10:00,※10時以前に予約しているため
★,☆,10,2018/12/5 9:50,017-894-RED,25249,乗客アプリ（目的地から）,3393,1000,8,1,2018/12/5 10:28,,,35.445783 139.642958,横浜情報文化センター,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/5 10:50,,2018/12/5 11:02,,2018/12/5 10:50,2018/12/5 10:50,0:00:00,0:00:00,,00,00,,,,,2018/12/5 10:00,※10時以前に予約しているため
-,☆,10,2018/12/5 9:58,075-880-ORANGE,25253,まちかど端末（店舗から）,0,276,9,1,2018/12/5 10:15,,,35.443704 139.651332,ホテルメルパルク横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/5 10:12,,2018/12/5 10:20,,,2018/12/5 9:58,0:00:00,0:00:00,,00,,,,,※44行と同一人物と思われるため一番短い待ち時間を採用,2018/12/5 10:00,※10時以前に予約しているため
-,☆,10,2018/12/5 10:02,076-023-ORANGE,25256,まちかど端末（店舗から）,0,968,9,1,2018/12/5 10:15,,,35.443704 139.651332,ホテルメルパルク横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/5 10:13,,2018/12/5 10:21,,,2018/12/5 10:02,0:00:00,0:00:00,,00,12,,,,※43行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,10,2018/12/5 10:57,118-478-SUN,25289,乗客アプリ（地図から）,8341,181,9,1,2018/12/5 11:02,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/5 11:00,,2018/12/5 11:11,,,2018/12/5 10:57,0:00:00,0:00:00,,00,05,,,,,,
★,-,11,2018/12/5 10:01,015-522-RED 017-439-RED 017-440-RED,25255,乗客アプリ（目的地から）,4329,793,8,3,,2018/12/5 10:57,2018/12/5 11:04,35.447541 139.644914,シルク博物館,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/5 11:01,2018/12/5 11:01,2018/12/5 11:16,2018/12/5 11:16,2018/12/5 11:01,2018/12/5 11:01,0:07:28,0:22:24,313,00,00,03,03,,,,
★,-,11,2018/12/5 10:04,027-949-GREEN 027-950-GREEN 027-948-GREEN,25259,まちかど端末（店舗から）,0,92,11,3,,2018/12/5 10:59,2018/12/5 11:07,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/5 11:04,2018/12/5 11:04,2018/12/5 11:16,2018/12/5 11:16,2018/12/5 11:04,2018/12/5 11:04,0:08:08,0:24:24,,00,00,,,,,,
★,-,11,2018/12/5 10:22,008-701-BLUE 024-851-GREEN 033-604-YELLOW,25275,乗客アプリ（地図から）,3203,489,5,3,,2018/12/5 11:21,2018/12/5 11:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/12/5 11:22,2018/12/5 11:22,2018/12/5 11:36,2018/12/5 11:36,2018/12/5 11:22,2018/12/5 11:22,0:09:52,0:29:36,,00,00,,,,,,
-,-,11,2018/12/5 11:00,112-257-SUN,25291,乗客アプリ（Myルートから）,3962,538,7,1,,2018/12/5 11:05,2018/12/5 11:12,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/12/5 11:06,2018/12/5 11:06,2018/12/5 11:21,2018/12/5 11:21,,2018/12/5 11:00,0:06:26,0:06:26,,00,05,,,,,,
-,-,11,2018/12/5 11:02,033-687-YELLOW,25292,まちかど端末（店舗から）,0,286,15,1,,2018/12/5 11:05,2018/12/5 11:09,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/12/5 11:07,2018/12/5 11:07,2018/12/5 11:19,2018/12/5 11:19,,2018/12/5 11:02,0:04:21,0:04:21,,00,03,,,,,,
-,-,11,2018/12/5 11:03,121-227-SKY 118-478-SUN,25293,乗客アプリ（地図から）,8341,854,9,2,,2018/12/5 11:03,2018/12/5 11:12,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/5 11:04,2018/12/5 11:04,2018/12/5 11:16,2018/12/5 11:16,,2018/12/5 11:03,0:08:14,0:16:28,,00,00,,,,,,
-,-,11,2018/12/5 11:04,143-335-STAR,25295,まちかど端末（乗降ポイントから）,0,490,2,1,,2018/12/5 11:09,2018/12/5 11:22,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/12/5 11:08,2018/12/5 11:08,2018/12/5 11:23,2018/12/5 11:23,,2018/12/5 11:04,0:13:05,0:13:05,,01,05,,,,,,
-,-,11,2018/12/5 11:05,076-023-ORANGE,25296,まちかど端末（店舗から）,0,529,6,1,,2018/12/5 11:10,2018/12/5 11:18,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/5 11:11,2018/12/5 11:11,2018/12/5 11:21,2018/12/5 11:21,,2018/12/5 11:05,0:08:10,0:08:10,,00,04,,,,,,
-,-,11,2018/12/5 11:05,057-138-STRAWBERRY,25297,乗客アプリ（地図から）,1748,846,8,1,,2018/12/5 11:10,2018/12/5 11:16,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/5 11:12,2018/12/5 11:12,2018/12/5 11:22,2018/12/5 11:22,,2018/12/5 11:05,0:06:19,0:06:19,,00,04,,,,,,
★,-,11,2018/12/5 11:05,037-360-YELLOW,25298,乗客アプリ（地図から）,8285,84,5,1,,2018/12/5 11:16,2018/12/5 11:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/5 11:15,2018/12/5 11:15,2018/12/5 11:44,2018/12/5 11:44,2018/12/5 11:15,2018/12/5 11:15,0:23:05,0:23:05,,00,00,,,,,,
-,-,11,2018/12/5 11:09,016-635-RED,25300,乗客アプリ（目的地から）,2678,459,3,1,,2018/12/5 11:13,2018/12/5 11:23,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/5 11:11,2018/12/5 11:11,2018/12/5 11:27,2018/12/5 11:27,,2018/12/5 11:09,0:10:56,0:10:56,,01,03,,,,,,
★,-,11,2018/12/5 11:14,036-037-YELLOW,25302,まちかど端末（乗降ポイントから）,0,345,6,1,,2018/12/5 11:26,2018/12/5 11:33,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447541 139.644914,シルク博物館,2018/12/5 11:24,2018/12/5 11:24,2018/12/5 11:36,2018/12/5 11:45,2018/12/5 11:24,2018/12/5 11:24,0:07:23,0:07:23,,01,01,,,,,,
-,-,11,2018/12/5 11:14,035-883-YELLOW 035-882-YELLOW,25303,まちかど端末（乗降ポイントから）,0,810,7,2,,2018/12/5 11:18,2018/12/5 11:23,35.453715 139.638133,横浜ワールドポーターズ,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/5 11:18,2018/12/5 11:18,2018/12/5 11:26,2018/12/5 11:26,,2018/12/5 11:14,0:05:24,0:10:48,,00,03,,,,,,
-,-,11,2018/12/5 11:15,116-028-SUN,25304,乗客アプリ（目的地から）,5200,725,9,1,,2018/12/5 11:19,2018/12/5 11:27,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/5 11:18,2018/12/5 11:18,2018/12/5 11:29,2018/12/5 11:29,,2018/12/5 11:15,0:08:23,0:08:23,,01,04,,,,,,
-,-,11,2018/12/5 11:15,027-482-GREEN,25305,まちかど端末（乗降ポイントから）,0,114,8,1,,2018/12/5 11:19,2018/12/5 11:30,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/5 11:19,2018/12/5 11:19,2018/12/5 11:34,2018/12/5 11:34,,2018/12/5 11:15,0:11:01,0:11:01,,00,03,,,,,,
★,-,11,2018/12/5 11:16,006-852-BLUE,25306,乗客アプリ（Myルートから）,2823,771,4,1,,2018/12/5 11:25,2018/12/5 11:31,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/5 11:26,2018/12/5 11:26,2018/12/5 11:32,2018/12/5 11:32,2018/12/5 11:26,2018/12/5 11:26,0:06:28,0:06:28,,00,00,,,,,,
-,-,11,2018/12/5 11:21,037-192-YELLOW,25307,乗客アプリ（目的地から）,4746,378,15,1,,2018/12/5 11:30,2018/12/5 11:34,35.443908 139.635249,イセザキ・モール,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/5 11:28,2018/12/5 11:28,2018/12/5 11:34,2018/12/5 11:34,,2018/12/5 11:21,0:04:40,0:04:40,,01,09,,,,,,
★,-,11,2018/12/5 11:22,026-625-GREEN 026-624-GREEN 026-623-GREEN,25308,乗客アプリ（Myルートから）,4719,130,6,3,,2018/12/5 11:27,2018/12/5 11:45,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/5 11:32,2018/12/5 11:32,2018/12/5 11:49,2018/12/5 11:49,2018/12/5 11:32,2018/12/5 11:32,0:18:48,0:56:24,,00,00,,,,,,
★,-,11,2018/12/5 11:30,109-269-SNOW,25312,乗客アプリ（地図から）,1756,161,6,1,,2018/12/5 11:41,2018/12/5 11:48,35.441002 139.650809,横浜元町ショッピングストリート,35.445783 139.642958,横浜情報文化センター,2018/12/5 11:40,2018/12/5 11:40,2018/12/5 11:50,2018/12/5 11:50,2018/12/5 11:40,2018/12/5 11:40,0:06:40,0:06:40,,00,00,,,,,,
