,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
-,-,16,2018/12/6 16:27,117-028-SUN 117-027-SUN,26034,乗客アプリ（地図から）,8428,127,4,2,,2018/12/6 16:31,2018/12/6 17:01,35.441002 139.650809,横浜元町ショッピングストリート,35.454389 139.630904,横浜ランドマークタワー,2018/12/6 16:31,2018/12/6 16:31,2018/12/6 16:52,2018/12/6 17:10,,2018/12/6 16:27,0:30:26,1:00:52,,00,03,,,,,
-,-,16,2018/12/6 16:29,077-329-ORANGE,26036,まちかど端末（店舗から）,0,286,9,1,,2018/12/6 16:32,2018/12/6 16:39,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/12/6 16:38,2018/12/6 16:38,2018/12/6 16:52,2018/12/6 16:42,,2018/12/6 16:29,0:06:33,0:06:33,,00,03,,,,,
★,-,16,2018/12/6 16:29,030-352-YELLOW 029-542-GREEN,26037,乗客アプリ（地図から）,6335,166,1,2,,2018/12/6 16:53,2018/12/6 17:00,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/6 16:39,2018/12/6 16:47,2018/12/6 16:50,2018/12/6 17:00,2018/12/6 16:39,2018/12/6 16:39,0:07:16,0:14:32,,13,13,,,,,
-,-,16,2018/12/6 16:31,034-932-YELLOW 034-317-YELLOW 034-316-YELLOW,26038,まちかど端末（店舗から）,0,62,2,3,,2018/12/6 16:41,2018/12/6 16:50,35.454389 139.630904,横浜ランドマークタワー,35.443659 139.650847,横浜マリンタワー,2018/12/6 16:37,2018/12/6 16:40,2018/12/6 16:54,2018/12/6 16:53,,2018/12/6 16:31,0:09:35,0:28:45,,03,09,,,,,
★,-,16,2018/12/6 16:31,076-077-ORANGE 076-285-ORANGE,26039,乗客アプリ（地図から）,5506,576,4,2,,2018/12/6 16:43,2018/12/6 16:52,35.441441 139.648505,横浜中華街朱雀門,35.453715 139.638133,横浜ワールドポーターズ,2018/12/6 16:41,2018/12/6 16:41,2018/12/6 16:56,2018/12/6 16:54,2018/12/6 16:41,2018/12/6 16:41,0:09:01,0:18:02,,01,01,,,,,
★,-,16,2018/12/6 16:34,035-693-YELLOW 035-694-YELLOW,26040,乗客アプリ（目的地から）,7089,221,5,2,,2018/12/6 16:43,2018/12/6 16:51,35.443073 139.651914,横浜人形の家,35.453715 139.638133,横浜ワールドポーターズ,2018/12/6 16:45,2018/12/6 16:45,2018/12/6 17:00,2018/12/6 16:52,2018/12/6 16:44,2018/12/6 16:44,0:08:17,0:16:34,,00,00,,,,,
★,-,16,2018/12/6 16:35,037-671-YELLOW,26042,乗客アプリ（地図から）,8447,178,9,1,,2018/12/6 16:43,2018/12/6 16:52,35.443908 139.635249,イセザキ・モール,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/6 16:45,2018/12/6 16:45,2018/12/6 16:57,2018/12/6 16:55,2018/12/6 16:45,2018/12/6 16:45,0:09:14,0:09:14,,00,00,,,,,
-,-,16,2018/12/6 16:36,166-197-agekke,26043,乗客アプリ（目的地から）,2424,656,15,1,,2018/12/6 16:43,2018/12/6 16:47,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/6 16:44,2018/12/6 16:44,2018/12/6 16:52,2018/12/6 16:50,,2018/12/6 16:36,0:04:10,0:04:10,,00,07,,,,,
★,-,16,2018/12/6 16:37,146-179-STAR 004-682-BLUE 118-347-SUN,26045,乗客アプリ（目的地から）,8271,626,13,3,,2018/12/6 16:50,2018/12/6 17:00,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/12/6 16:52,2018/12/6 16:52,2018/12/6 17:08,2018/12/6 17:02,2018/12/6 16:47,2018/12/6 16:47,0:10:29,0:31:27,,00,02,,,,,
-,-,16,2018/12/6 16:38,038-867-YELLOW 038-868-YELLOW,26046,まちかど端末（店舗から）,0,130,10,2,,2018/12/6 16:47,2018/12/6 16:54,35.447541 139.644914,シルク博物館,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/6 16:49,2018/12/6 16:50,2018/12/6 16:57,2018/12/6 16:56,,2018/12/6 16:38,0:07:15,0:14:30,,00,08,,,,,
-,-,16,2018/12/6 16:41,077-456-ORANGE,26048,乗客アプリ（地図から）,2535,807,11,1,,2018/12/6 16:43,2018/12/6 16:48,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/6 16:43,2018/12/6 16:43,2018/12/6 16:50,2018/12/6 16:50,,2018/12/6 16:41,0:04:41,0:04:41,,00,02,,,,,
-,-,16,2018/12/6 16:41,077-479-ORANGE,26049,まちかど端末（乗降ポイントから）,0,755,1,1,,2018/12/6 17:06,2018/12/6 17:11,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45435 139.631762,横浜ロイヤルパークホテル,2018/12/6 17:01,2018/12/6 17:06,2018/12/6 17:07,2018/12/6 17:13,,2018/12/6 16:41,0:05:03,0:05:03,,04,24,,,,,
-,-,16,2018/12/6 16:42,036-316-YELLOW 036-321-YELLOW,26050,乗客アプリ（目的地から）,8295,55,8,2,,2018/12/6 16:55,2018/12/6 17:02,35.453715 139.638133,横浜ワールドポーターズ,35.443073 139.651914,横浜人形の家,2018/12/6 16:56,2018/12/6 16:56,2018/12/6 17:12,2018/12/6 17:07,,2018/12/6 16:42,0:07:14,0:14:28,,00,13,,,,,
★,-,16,2018/12/6 16:43,035-972-YELLOW,26051,乗客アプリ（簡単予約）,8479,855,1,1,,2018/12/6 17:06,2018/12/6 17:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/12/6 17:03,2018/12/6 17:07,2018/12/6 17:21,2018/12/6 17:28,2018/12/6 16:53,2018/12/6 16:53,0:17:18,0:17:18,,02,13,,,,,
-,-,16,2018/12/6 16:46,120-742-SKY,26054,まちかど端末（店舗から）,0,948,2,1,,2018/12/6 16:57,2018/12/6 17:13,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 17:00,2018/12/6 17:00,2018/12/6 17:12,2018/12/6 17:14,,2018/12/6 16:46,0:15:28,0:15:28,,00,11,,,,,
-,-,16,2018/12/6 16:46,118-284-SUN 118-348-SUN,26055,乗客アプリ（簡単予約）,8368,145,15,2,,2018/12/6 16:53,2018/12/6 17:12,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/12/6 17:03,2018/12/6 17:03,2018/12/6 17:19,2018/12/6 17:14,,2018/12/6 16:46,0:18:18,0:36:36,,00,07,,,,,
-,-,16,2018/12/6 16:50,120-734-SKY 107-255-SNOW 113-565-SUN,26056,まちかど端末（店舗から）,0,553,3,3,,2018/12/6 17:13,2018/12/6 17:16,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/12/6 17:02,2018/12/6 17:05,2018/12/6 17:14,2018/12/6 17:17,,2018/12/6 16:50,0:02:29,0:07:27,,11,23,,,,,
-,-,16,2018/12/6 16:51,055-693-STRAWBERRY 056-407-STRAWBERRY 057-094-STRAWBERRY,26057,乗客アプリ（地図から）,8416,204,5,3,,2018/12/6 16:54,2018/12/6 17:00,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 16:56,2018/12/6 16:56,2018/12/6 17:09,2018/12/6 17:05,,2018/12/6 16:51,0:06:25,0:19:15,,00,03,,,,,
-,-,16,2018/12/6 16:51,005-788-BLUE,26058,乗客アプリ（目的地から）,5179,519,9,1,,2018/12/6 16:57,2018/12/6 17:10,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/12/6 17:02,2018/12/6 17:02,2018/12/6 17:20,2018/12/6 17:18,,2018/12/6 16:51,0:12:56,0:12:56,,00,06,,,,,
-,-,16,2018/12/6 16:51,077-456-ORANGE,26059,乗客アプリ（地図から）,2535,915,13,1,,2018/12/6 16:53,2018/12/6 17:08,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 16:56,2018/12/6 16:56,2018/12/6 17:14,2018/12/6 17:09,,2018/12/6 16:51,0:15:04,0:15:04,,00,02,,,,,
★,-,16,2018/12/6 16:52,077-117-ORANGE 077-296-ORANGE 077-116-ORANGE 077-295-ORANGE 077-118-ORANGE,26061,まちかど端末（乗降ポイントから）,0,736,10,5,,2018/12/6 17:01,2018/12/6 17:08,35.445857 139.647636,ホテルモントレ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 17:02,2018/12/6 17:02,2018/12/6 17:18,2018/12/6 17:13,2018/12/6 16:59,2018/12/6 16:59,0:07:47,0:38:55,,00,01,,,,,
-,-,16,2018/12/6 16:53,036-679-YELLOW 036-680-YELLOW,26063,まちかど端末（店舗から）,0,938,4,2,,2018/12/6 16:55,2018/12/6 16:59,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.456605 139.635327,横浜ベイホテル東急,2018/12/6 16:57,2018/12/6 16:57,2018/12/6 17:15,2018/12/6 17:15,,2018/12/6 16:53,0:03:40,0:07:20,,00,02,,,,,
-,-,16,2018/12/6 16:53,026-842-GREEN,26064,まちかど端末（店舗から）,0,803,15,1,,2018/12/6 16:59,2018/12/6 17:12,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/12/6 17:04,2018/12/6 17:04,2018/12/6 17:18,2018/12/6 17:13,,2018/12/6 16:53,0:12:15,0:12:15,,00,05,,,,,
-,-,16,2018/12/6 16:54,028-041-GREEN,26065,乗客アプリ（Myルートから）,8478,878,15,1,,2018/12/6 16:57,2018/12/6 17:21,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 17:04,2018/12/6 17:04,2018/12/6 17:27,2018/12/6 17:22,,2018/12/6 16:54,0:23:19,0:23:19,,00,03,,,,,
-,-,16,2018/12/6 16:56,036-227-YELLOW,26068,乗客アプリ（地図から）,2911,697,1,1,,2018/12/6 17:07,2018/12/6 17:14,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 17:06,2018/12/6 17:07,2018/12/6 17:16,2018/12/6 17:18,,2018/12/6 16:56,0:07:33,0:07:33,,00,10,,,,,
-,-,16,2018/12/6 16:59,036-034-YELLOW,26072,乗客アプリ（目的地から）,8480,244,7,1,,2018/12/6 17:19,2018/12/6 17:42,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 17:19,2018/12/6 17:19,2018/12/6 17:35,2018/12/6 17:41,,2018/12/6 16:59,0:23:00,0:23:00,,00,20,,,,,
-,-,16,2018/12/6 16:59,019-715-RED,26073,乗客アプリ（地図から）,3880,112,4,1,,2018/12/6 17:07,2018/12/6 17:16,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/12/6 17:05,2018/12/6 17:05,2018/12/6 17:21,2018/12/6 17:21,,2018/12/6 16:59,0:08:44,0:08:44,,01,08,,,,,
-,-,16,2018/12/6 16:59,036-684-YELLOW 036-683-YELLOW 036-682-YELLOW 036-681-YELLOW 036-685-YELLOW,26074,まちかど端末（店舗から）,0,2,2,5,,2018/12/6 17:04,2018/12/6 17:13,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 17:08,2018/12/6 17:08,2018/12/6 17:24,2018/12/6 17:16,,2018/12/6 16:59,0:08:48,0:44:00,,00,05,,,,,
★,☆,16,2018/12/6 15:05,026-842-GREEN,25974,まちかど端末（乗降ポイントから）,0,442,3,1,2018/12/6 15:06,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/12/6 16:05,,2018/12/6 16:23,,2018/12/6 16:05,2018/12/6 16:05,0:00:00,0:00:00,,00,00,,,,,
★,☆,16,2018/12/6 15:35,035-884-YELLOW,25994,乗客アプリ（地図から）,3352,896,11,1,2018/12/6 15:37,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 16:35,,2018/12/6 16:51,,2018/12/6 16:35,2018/12/6 16:35,0:00:00,0:00:00,,00,00,,,,,
★,☆,16,2018/12/6 16:01,033-454-YELLOW,26015,乗客アプリ（Myルートから）,7586,883,8,1,2018/12/6 16:01,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.441441 139.648505,横浜中華街朱雀門,2018/12/6 16:11,,2018/12/6 16:21,,2018/12/6 16:11,2018/12/6 16:11,0:00:00,0:00:00,,00,00,,,,,
-,☆,16,2018/12/6 16:13,077-456-ORANGE,26026,乗客アプリ（地図から）,2535,367,8,1,2018/12/6 16:13,,,35.447541 139.644914,シルク博物館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/6 16:15,,2018/12/6 16:32,,,2018/12/6 16:13,0:00:00,0:00:00,,00,01,,,,,
-,☆,16,2018/12/6 16:20,026-842-GREEN,26028,まちかど端末（店舗から）,0,337,13,1,2018/12/6 16:20,,,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/6 16:23,,2018/12/6 16:44,,,2018/12/6 16:20,0:00:00,0:00:00,,00,03,,,,,
★,☆,16,2018/12/6 16:24,076-077-ORANGE 076-285-ORANGE,26032,乗客アプリ（地図から）,5506,613,1,2,2018/12/6 16:24,,,35.441441 139.648505,横浜中華街朱雀門,35.453715 139.638133,横浜ワールドポーターズ,2018/12/6 16:34,,2018/12/6 16:48,,2018/12/6 16:34,2018/12/6 16:34,0:00:00,0:00:00,,00,00,,,,,
★,☆,16,2018/12/6 16:35,146-179-STAR,26041,乗客アプリ（目的地から）,8271,594,10,1,2018/12/6 16:35,,,35.456605 139.635327,横浜ベイホテル東急,35.443659 139.650847,横浜マリンタワー,2018/12/6 16:45,,2018/12/6 17:00,,2018/12/6 16:45,2018/12/6 16:45,0:00:00,0:00:00,,00,00,,,,,
-,☆,16,2018/12/6 16:36,038-867-YELLOW,26044,まちかど端末（店舗から）,0,423,10,1,2018/12/6 16:37,,,35.447541 139.644914,シルク博物館,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/6 16:48,,2018/12/6 16:54,,,2018/12/6 16:36,0:00:00,0:00:00,,00,11,,,,,
-,☆,16,2018/12/6 16:40,077-456-ORANGE,26047,乗客アプリ（地図から）,2535,489,2,1,2018/12/6 16:40,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 16:48,,2018/12/6 17:05,,,2018/12/6 16:40,0:00:00,0:00:00,,00,08,,,,,
★,☆,16,2018/12/6 16:44,028-108-GREEN 028-041-GREEN 028-110-GREEN 028-109-GREEN 028-301-GREEN 033-357-YELLOW,26052,乗客アプリ（目的地から）,8478,338,10,6,2018/12/6 16:45,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 17:16,,2018/12/6 17:38,,2018/12/6 16:54,2018/12/6 16:54,0:00:00,0:00:00,,00,22,,,,,※305行と同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/12/6 16:45,028-108-GREEN 028-041-GREEN 028-110-GREEN 028-109-GREEN 028-301-GREEN 033-358-YELLOW,26053,乗客アプリ（Myルートから）,8478,421,10,6,2018/12/6 16:47,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 17:18,,2018/12/6 17:39,,,2018/12/6 16:45,0:00:00,0:00:00,,00,,,,,,※304行と同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/12/6 16:52,075-714-ORANGE 075-715-ORANGE,26060,まちかど端末（店舗から）,0,675,4,2,2018/12/6 16:52,,,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 17:09,,2018/12/6 17:20,,,2018/12/6 16:52,0:00:00,0:00:00,,00,16,,,,,
-,☆,16,2018/12/6 16:53,028-041-GREEN,26062,乗客アプリ（Myルートから）,8478,452,5,1,2018/12/6 16:53,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 17:18,,2018/12/6 17:34,,,2018/12/6 16:53,0:00:00,0:00:00,,00,25,,,,,
-,☆,16,2018/12/6 16:55,020-587-GREEN,26067,乗客アプリ（地図から）,8232,445,5,1,2018/12/6 17:20,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/6 17:08,,2018/12/6 17:20,,,2018/12/6 16:55,0:00:00,0:00:00,,00,25,,,,,
-,☆,16,2018/12/6 16:57,036-684-YELLOW 036-683-YELLOW 036-681-YELLOW 036-682-YELLOW,26069,まちかど端末（店舗から）,0,233,7,4,2018/12/6 16:58,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/12/6 17:14,,2018/12/6 17:24,,,2018/12/6 16:57,0:00:00,0:00:00,,00,16,,,,,
★,-,17,2018/12/6 16:00,006-552-BLUE 006-553-BLUE 006-554-BLUE 009-134-BLUE,26011,乗客アプリ（Myルートから）,3203,919,11,4,,2018/12/6 16:56,2018/12/6 17:11,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 17:00,2018/12/6 17:00,2018/12/6 17:19,2018/12/6 17:11,2018/12/6 17:00,2018/12/6 17:00,0:14:13,0:56:52,950,00,00,09,07,,,
★,-,17,2018/12/6 16:02,033-352-YELLOW 033-351-YELLOW 033-353-YELLOW,26020,乗客アプリ（地図から）,5352,782,6,3,,2018/12/6 17:12,2018/12/6 17:22,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/6 17:02,2018/12/6 17:02,2018/12/6 17:21,2018/12/6 17:21,2018/12/6 17:02,2018/12/6 17:02,0:09:51,0:29:33,,10,10,,,,,
★,-,17,2018/12/6 16:29,022-120-GREEN,26035,乗客アプリ（Myルートから）,1325,824,4,1,,2018/12/6 17:33,2018/12/6 17:36,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/12/6 17:29,2018/12/6 17:29,2018/12/6 17:38,2018/12/6 17:38,2018/12/6 17:29,2018/12/6 17:29,0:03:25,0:03:25,,03,03,,,,,
★,-,17,2018/12/6 16:57,034-015-YELLOW 034-017-YELLOW,26070,乗客アプリ（地図から）,6963,663,8,2,,2018/12/6 17:07,2018/12/6 17:31,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/6 17:10,2018/12/6 17:10,2018/12/6 17:27,2018/12/6 17:34,2018/12/6 17:07,2018/12/6 17:07,0:23:58,0:47:56,,00,00,,,,,
★,-,17,2018/12/6 16:57,168-177-CAKE,26071,乗客アプリ（目的地から）,7536,885,11,1,,2018/12/6 18:01,2018/12/6 18:23,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/12/6 17:57,2018/12/6 17:57,2018/12/6 18:15,2018/12/6 18:34,2018/12/6 17:57,2018/12/6 17:57,0:21:55,0:21:55,,03,03,,,,,
-,-,17,2018/12/6 17:03,004-682-BLUE,26076,乗客アプリ（目的地から）,8271,3,3,1,,2018/12/6 17:15,2018/12/6 17:25,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/12/6 17:17,2018/12/6 17:17,2018/12/6 17:31,2018/12/6 17:32,,2018/12/6 17:03,0:10:09,0:10:09,,00,11,,,,,
-,-,17,2018/12/6 17:05,141-268-STAR 141-269-STAR,26077,乗客アプリ（目的地から）,4075,653,9,2,,2018/12/6 17:08,2018/12/6 17:13,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/6 17:11,2018/12/6 17:11,2018/12/6 17:25,2018/12/6 17:15,,2018/12/6 17:05,0:05:34,0:11:08,,00,03,,,,,
★,-,17,2018/12/6 17:05,016-890-RED,26078,乗客アプリ（簡単予約）,7901,138,5,1,,2018/12/6 17:28,2018/12/6 17:36,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/6 17:15,2018/12/6 17:15,2018/12/6 17:26,2018/12/6 17:36,2018/12/6 17:15,2018/12/6 17:15,0:07:24,0:07:24,,13,13,,,,,
-,-,17,2018/12/6 17:05,036-686-YELLOW,26079,まちかど端末（乗降ポイントから）,0,429,13,1,,2018/12/6 17:17,2018/12/6 17:25,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/12/6 17:20,2018/12/6 17:20,2018/12/6 17:31,2018/12/6 17:30,,2018/12/6 17:05,0:07:53,0:07:53,,00,12,,,,,
-,-,17,2018/12/6 17:06,035-693-YELLOW 035-694-YELLOW,26081,乗客アプリ（目的地から）,7089,184,11,2,,2018/12/6 17:19,2018/12/6 17:24,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/6 17:21,2018/12/6 17:23,2018/12/6 17:32,2018/12/6 17:27,,2018/12/6 17:06,0:05:12,0:10:24,,00,12,,,,,
-,-,17,2018/12/6 17:06,026-549-GREEN,26082,まちかど端末（店舗から）,0,778,10,1,,2018/12/6 17:19,2018/12/6 17:43,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 17:22,2018/12/6 17:22,2018/12/6 17:33,2018/12/6 17:44,,2018/12/6 17:06,0:23:47,0:23:47,,00,12,,,,,
★,-,17,2018/12/6 17:07,032-668-YELLOW,26083,乗客アプリ（目的地から）,7560,132,7,1,,2018/12/6 17:15,2018/12/6 17:27,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 17:17,2018/12/6 17:18,2018/12/6 17:27,2018/12/6 17:28,2018/12/6 17:17,2018/12/6 17:17,0:12:29,0:12:29,,00,00,,,,,
-,-,17,2018/12/6 17:08,037-675-YELLOW,26084,乗客アプリ（目的地から）,8453,328,7,1,,2018/12/6 17:15,2018/12/6 17:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445783 139.642958,横浜情報文化センター,2018/12/6 17:19,2018/12/6 17:19,2018/12/6 17:36,2018/12/6 17:36,,2018/12/6 17:08,0:18:54,0:18:54,,00,07,,,,,
-,-,17,2018/12/6 17:10,077-456-ORANGE,26086,乗客アプリ（地図から）,2535,917,15,1,,2018/12/6 17:23,2018/12/6 17:36,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/6 17:26,2018/12/6 17:26,2018/12/6 17:41,2018/12/6 17:37,,2018/12/6 17:10,0:12:14,0:12:14,,00,13,,,,,
★,-,17,2018/12/6 17:12,036-636-YELLOW,26087,乗客アプリ（地図から）,1218,873,13,1,,2018/12/6 17:18,2018/12/6 17:25,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/12/6 17:22,2018/12/6 17:22,2018/12/6 17:33,2018/12/6 17:29,2018/12/6 17:22,2018/12/6 17:22,0:07:06,0:07:06,,00,00,,,,,
-,-,17,2018/12/6 17:12,011-711-RED,26088,乗客アプリ（地図から）,8481,860,7,1,,2018/12/6 17:21,2018/12/6 17:45,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/12/6 17:20,2018/12/6 17:20,2018/12/6 17:42,2018/12/6 17:44,,2018/12/6 17:12,0:24:24,0:24:24,,00,08,,,,,
-,-,17,2018/12/6 17:12,027-744-GREEN,26089,まちかど端末（乗降ポイントから）,0,735,9,1,,2018/12/6 17:14,2018/12/6 17:20,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/12/6 17:17,2018/12/6 17:17,2018/12/6 17:28,2018/12/6 17:28,,2018/12/6 17:12,0:06:38,0:06:38,,00,01,,,,,
-,-,17,2018/12/6 17:13,120-943-SKY,26090,まちかど端末（乗降ポイントから）,0,97,9,1,,2018/12/6 17:21,2018/12/6 17:52,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/6 17:28,2018/12/6 17:28,2018/12/6 17:49,2018/12/6 17:56,,2018/12/6 17:13,0:31:09,0:31:09,,00,07,,,,,
★,-,17,2018/12/6 17:13,037-671-YELLOW,26091,乗客アプリ（地図から）,8447,559,8,1,,2018/12/6 17:21,2018/12/6 17:31,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/6 17:25,2018/12/6 17:25,2018/12/6 17:38,2018/12/6 17:33,2018/12/6 17:23,2018/12/6 17:23,0:10:21,0:10:21,,00,00,,,,,
-,-,17,2018/12/6 17:14,118-284-SUN 118-348-SUN,26092,乗客アプリ（目的地から）,8368,33,3,2,,2018/12/6 17:15,2018/12/6 17:26,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/12/6 17:18,2018/12/6 17:18,2018/12/6 17:33,2018/12/6 17:33,,2018/12/6 17:14,0:10:06,0:20:12,,00,01,,,,,
-,-,17,2018/12/6 17:15,030-318-YELLOW,26093,まちかど端末（乗降ポイントから）,0,367,10,1,,2018/12/6 17:20,2018/12/6 17:43,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/6 17:22,2018/12/6 17:22,2018/12/6 17:34,2018/12/6 17:43,,2018/12/6 17:15,0:23:20,0:23:20,,00,04,,,,,
★,-,17,2018/12/6 17:16,118-356-SUN 118-357-SUN,26094,乗客アプリ（地図から）,7890,554,8,2,,2018/12/6 17:21,2018/12/6 17:31,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/12/6 17:26,2018/12/6 17:26,2018/12/6 17:49,2018/12/6 17:45,2018/12/6 17:26,2018/12/6 17:26,0:10:04,0:20:08,,00,00,,,,,
-,-,17,2018/12/6 17:19,112-830-SUN,26096,まちかど端末（店舗から）,0,149,13,1,,2018/12/6 17:32,2018/12/6 17:41,35.448676 139.635696,横浜平和プラザホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/6 17:33,2018/12/6 17:33,2018/12/6 17:48,2018/12/6 17:42,,2018/12/6 17:19,0:09:15,0:09:15,,00,12,,,,,
