,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,-,12,2018/11/25 12:44,076-643-ORANGE,19829,乗客アプリ（目的地から）,7362,80,15,1,,2018/11/25 13:01,2018/11/25 13:16,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/25 13:06,2018/11/25 13:06,2018/11/25 13:23,2018/11/25 13:23,,2018/11/25 12:44,0:15:33,0:15:33,,00,16,,,,,,
-,-,12,2018/11/25 12:48,065-410-BANANA,19832,まちかど端末（店舗から）,0,46,8,1,,2018/11/25 12:56,2018/11/25 13:13,35.447546 139.64358,横浜開港資料館,35.454389 139.630904,横浜ランドマークタワー,2018/11/25 12:56,2018/11/25 12:58,2018/11/25 13:11,2018/11/25 13:18,,2018/11/25 12:48,0:17:28,0:17:28,,00,08,,,,,,
-,-,12,2018/11/25 12:48,165-912-staff,19833,乗客アプリ（地図から）,716,987,5,1,,2018/11/25 12:53,2018/11/25 13:03,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/25 12:53,2018/11/25 12:53,2018/11/25 13:07,2018/11/25 13:07,,2018/11/25 12:48,0:09:55,0:09:55,,00,04,,,,,,
-,-,12,2018/11/25 12:50,020-672-GREEN 020-673-GREEN 020-711-GREEN 020-674-GREEN,19836,まちかど端末（店舗から）,0,203,12,4,,2018/11/25 13:17,2018/11/25 13:28,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/25 13:31,2018/11/25 13:31,2018/11/25 13:52,2018/11/25 13:52,,2018/11/25 12:50,0:11:21,0:45:24,,00,26,,,,,,
-,-,12,2018/11/25 12:51,167-879-CAKE,19837,乗客アプリWeb（地図から）,7197,742,8,1,,2018/11/25 13:05,2018/11/25 13:16,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/11/25 13:00,2018/11/25 13:01,2018/11/25 13:23,2018/11/25 13:24,,2018/11/25 12:51,0:10:54,0:10:54,,04,14,,,,,,
-,-,12,2018/11/25 12:54,076-102-ORANGE 076-103-ORANGE 076-101-ORANGE,19842,まちかど端末（店舗から）,0,819,8,3,,2018/11/25 13:24,2018/11/25 13:36,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/25 13:24,2018/11/25 13:24,2018/11/25 13:40,2018/11/25 13:40,,2018/11/25 12:54,0:11:54,0:35:42,,00,29,,,,,,
-,-,12,2018/11/25 12:55,065-665-BANANA 065-666-BANANA,19843,乗客アプリ（地図から）,5455,349,3,2,,2018/11/25 13:12,2018/11/25 13:28,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/25 13:19,2018/11/25 13:20,2018/11/25 13:38,2018/11/25 13:48,,2018/11/25 12:55,0:15:47,0:31:34,,00,17,,,,,,
-,-,12,2018/11/25 12:55,118-764-SUN 118-765-SUN,19844,乗客アプリ（地図から）,7397,463,15,2,,2018/11/25 13:25,2018/11/25 13:35,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/25 13:29,2018/11/25 13:29,2018/11/25 13:47,2018/11/25 13:47,,2018/11/25 12:55,0:09:58,0:19:56,,00,30,,,,,,
-,-,12,2018/11/25 12:57,118-189-SUN,19850,乗客アプリ（地図から）,4198,234,2,1,,2018/11/25 13:05,2018/11/25 13:28,35.447546 139.64358,横浜開港資料館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/25 13:05,2018/11/25 13:05,2018/11/25 13:31,2018/11/25 13:39,,2018/11/25 12:57,0:23:02,0:23:02,,00,07,,,,,,
-,-,12,2018/11/25 12:59,167-943-CAKE,19854,乗客アプリWeb（簡単予約）,7106,540,4,3,,2018/11/25 13:05,2018/11/25 13:24,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/25 13:05,2018/11/25 13:05,2018/11/25 13:17,2018/11/25 13:34,,2018/11/25 12:59,0:19:04,0:57:12,,00,05,,,,,,
-,-,12,2018/11/25 12:59,167-944-CAKE,19855,乗客アプリWeb（地図から）,7399,643,4,1,,2018/11/25 13:11,2018/11/25 13:22,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/25 13:15,2018/11/25 13:15,2018/11/25 13:30,2018/11/25 13:30,,2018/11/25 12:59,0:11:29,0:11:29,,00,11,,,,,,
★,☆,11,2018/11/25 11:48,020-936-GREEN 020-935-GREEN 020-934-GREEN,19769,乗客アプリ（簡単予約）,3620,448,15,3,2018/11/25 12:35,,,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/25 12:48,,2018/11/25 12:58,,2018/11/25 12:48,2018/11/25 12:48,0:00:00,0:00:00,,00,00,,,,,,
★,☆,11,2018/11/25 11:52,062-490-BANANA,19771,乗客アプリ（Myルートから）,2737,485,11,1,2018/11/25 11:53,,,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/25 12:09,,2018/11/25 12:16,,2018/11/25 12:02,2018/11/25 12:02,0:00:00,0:00:00,,00,06,,,,,,
★,☆,11,2018/11/25 11:54,076-409-ORANGE 076-401-ORANGE 034-054-YELLOW 076-408-ORANGE,19772,乗客アプリ（地図から）,7366,618,14,4,2018/11/25 11:56,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/25 12:18,,2018/11/25 12:31,,2018/11/25 12:04,2018/11/25 12:04,0:00:00,0:00:00,,00,14,,,,,,
-,☆,12,2018/11/25 12:03,031-759-YELLOW 030-272-YELLOW,19781,まちかど端末（乗降ポイントから）,0,47,2,2,2018/11/25 12:06,,,35.443073 139.651914,横浜人形の家,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/25 12:22,,2018/11/25 12:46,,,2018/11/25 12:03,0:00:00,0:00:00,,00,19,,,,,,
★,☆,12,2018/11/25 12:14,065-622-BANANA 065-621-BANANA,19787,乗客アプリ（地図から）,3039,790,2,2,2018/11/25 12:38,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/25 12:37,,2018/11/25 12:46,,2018/11/25 12:24,2018/11/25 12:24,0:00:00,0:00:00,,00,14,,,,,,
★,☆,12,2018/11/25 12:19,111-314-SUN 117-323-SUN 117-322-SUN 117-324-SUN,19791,乗客アプリ（地図から）,6259,660,1,4,2018/11/25 12:19,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/25 12:29,,2018/11/25 12:47,,2018/11/25 12:29,2018/11/25 12:29,0:00:00,0:00:00,,00,00,,,,,,
★,☆,12,2018/11/25 12:22,165-912-staff,19797,乗客アプリ（地図から）,716,209,11,1,2018/11/25 12:34,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/25 12:33,,2018/11/25 12:43,,2018/11/25 12:32,2018/11/25 12:32,0:00:00,0:00:00,,00,01,,,,※同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:29,118-189-SUN,19799,乗客アプリ（地図から）,4198,525,12,1,2018/11/25 12:32,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/25 12:48,,2018/11/25 13:06,,,2018/11/25 12:29,0:00:00,0:00:00,,00,18,,,,,,
-,☆,12,2018/11/25 12:32,069-562-BANANA,19802,乗客アプリ（目的地から）,5936,908,1,1,2018/11/25 12:37,,,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/25 12:56,,2018/11/25 13:11,,,2018/11/25 12:32,0:00:00,0:00:00,,00,24,,,,,,
-,☆,12,2018/11/25 12:32,036-218-YELLOW 034-228-YELLOW 036-219-YELLOW,19803,まちかど端末（店舗から）,0,837,6,3,2018/11/25 12:33,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/25 13:00,,2018/11/25 13:10,,,2018/11/25 12:32,0:00:00,0:00:00,,00,28,,,,,,
★,☆,12,2018/11/25 12:32,111-314-SUN 117-323-SUN 117-322-SUN 117-324-SUN,19804,乗客アプリ（地図から）,6259,385,15,4,2018/11/25 12:33,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/25 13:08,,2018/11/25 13:26,,2018/11/25 12:42,2018/11/25 12:42,0:00:00,0:00:00,,00,26,,,,,,
-,☆,12,2018/11/25 12:33,031-675-YELLOW 031-676-YELLOW,19805,乗客アプリ（簡単予約）,7099,955,12,2,2018/11/25 12:33,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/25 12:50,,2018/11/25 13:02,,,2018/11/25 12:33,0:00:00,0:00:00,,00,17,,,,,,
-,☆,12,2018/11/25 12:33,034-196-YELLOW,19806,乗客アプリ（目的地から）,6771,535,6,1,2018/11/25 12:58,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/25 12:55,,2018/11/25 13:13,,,2018/11/25 12:33,0:00:00,0:00:00,,00,25,,,,,,
-,☆,12,2018/11/25 12:35,165-912-staff,19810,乗客アプリ（地図から）,716,193,15,1,2018/11/25 12:36,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/25 12:47,,2018/11/25 13:01,,,2018/11/25 12:35,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,,
★,☆,12,2018/11/25 12:36,111-314-SUN 117-323-SUN 117-322-SUN 117-324-SUN,19811,乗客アプリ（地図から）,6259,526,3,4,2018/11/25 12:36,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/25 13:07,,2018/11/25 13:25,,2018/11/25 12:46,2018/11/25 12:46,0:00:00,0:00:00,,00,21,,,,,,
-,☆,12,2018/11/25 12:37,165-912-staff,19813,乗客アプリ（目的地から）,716,916,15,1,2018/11/25 12:39,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/25 12:47,,2018/11/25 13:01,,,2018/11/25 12:37,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:39,165-912-staff,19815,乗客アプリ（目的地から）,716,848,5,1,2018/11/25 12:41,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/25 12:51,,2018/11/25 13:05,,,2018/11/25 12:39,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:40,167-879-CAKE,19816,乗客アプリWeb（地図から）,7197,446,12,1,2018/11/25 12:46,,,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/25 13:00,,2018/11/25 13:23,,,2018/11/25 12:40,0:00:00,0:00:00,,00,20,,,,,,
★,☆,12,2018/11/25 12:40,068-225-BANANA,19817,乗客アプリ（地図から）,1605,167,1,1,2018/11/25 12:40,,,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/25 13:07,,2018/11/25 13:20,,2018/11/25 12:50,2018/11/25 12:50,0:00:00,0:00:00,,00,17,,,,,,
-,☆,12,2018/11/25 12:41,165-912-staff,19819,乗客アプリ（Myルートから）,716,717,2,1,2018/11/25 12:41,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/25 13:08,,2018/11/25 13:21,,,2018/11/25 12:41,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:42,165-912-staff,19820,乗客アプリ（Myルートから）,716,492,2,1,2018/11/25 12:42,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/25 13:08,,2018/11/25 13:21,,,2018/11/25 12:42,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:42,065-622-BANANA 065-621-BANANA,19821,乗客アプリ（地図から）,3039,958,3,2,2018/11/25 12:42,,,35.448676 139.635696,横浜平和プラザホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/25 13:11,,2018/11/25 13:22,,,2018/11/25 12:42,0:00:00,0:00:00,,00,28,,,,,,
-,☆,12,2018/11/25 12:42,026-930-GREEN 026-689-GREEN 026-662-GREEN,19822,乗客アプリ（簡単予約）,7213,574,2,3,2018/11/25 12:56,,,35.453715 139.638133,横浜ワールドポーターズ,35.443659 139.650847,横浜マリンタワー,2018/11/25 12:56,,2018/11/25 13:12,,,2018/11/25 12:42,0:00:00,0:00:00,,00,14,,,,,,
-,☆,12,2018/11/25 12:42,165-912-staff,19824,乗客アプリ（Myルートから）,716,486,11,1,2018/11/25 12:46,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/25 13:15,,2018/11/25 13:28,,,2018/11/25 12:42,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:43,167-919-CAKE,19826,乗客アプリWeb（目的地から）,7352,218,12,3,2018/11/25 13:01,,,35.445783 139.642958,横浜情報文化センター,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/25 13:08,,2018/11/25 13:20,,,2018/11/25 12:43,0:00:00,0:00:00,,00,24,,,,※164行と同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:44,167-918-CAKE,19827,乗客アプリWeb（簡単予約）,7351,317,4,3,2018/11/25 12:58,,,35.445783 139.642958,横浜情報文化センター,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/25 13:17,,2018/11/25 13:29,,,2018/11/25 12:44,0:00:00,0:00:00,,00,,,,,※163行と同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:46,165-912-staff,19831,乗客アプリ（Myルートから）,716,565,8,1,2018/11/25 12:47,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/25 12:57,,2018/11/25 13:10,,,2018/11/25 12:46,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:49,167-942-CAKE,19834,乗客アプリWeb（地図から）,7398,54,8,2,2018/11/25 12:51,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/25 13:14,,2018/11/25 13:26,,,2018/11/25 12:49,0:00:00,0:00:00,,00,25,,,,,,
-,☆,12,2018/11/25 12:51,167-910-CAKE,19838,乗客アプリWeb（目的地から）,7266,553,3,1,2018/11/25 12:52,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/25 13:08,,2018/11/25 13:14,,,2018/11/25 12:51,0:00:00,0:00:00,,00,16,,,,※169行と同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:52,167-943-CAKE,19840,乗客アプリWeb（簡単予約）,7106,399,2,3,2018/11/25 12:56,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/25 13:30,,2018/11/25 13:42,,,2018/11/25 12:52,0:00:00,0:00:00,,00,38,,,,,,
-,☆,12,2018/11/25 12:54,167-910-CAKE,19841,乗客アプリWeb（目的地から）,7266,541,7,1,2018/11/25 12:55,,,35.454389 139.630904,横浜ランドマークタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/25 13:13,,2018/11/25 13:24,,,2018/11/25 12:54,0:00:00,0:00:00,,00,,,,,※167行と同一人物と思われるため一番短いものを採用,,
-,☆,12,2018/11/25 12:55,074-161-ORANGE,19845,まちかど端末（店舗から）,0,2,3,1,2018/11/25 12:58,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/25 13:21,,2018/11/25 13:34,,,2018/11/25 12:55,0:00:00,0:00:00,,00,25,,,,,,
-,☆,12,2018/11/25 12:56,074-160-ORANGE,19847,まちかど端末（店舗から）,0,128,7,1,2018/11/25 12:59,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/25 13:18,,2018/11/25 13:30,,,2018/11/25 12:56,0:00:00,0:00:00,,00,21,,,,,,
-,☆,12,2018/11/25 12:57,167-943-CAKE,19849,乗客アプリWeb（簡単予約）,7106,888,5,3,2018/11/25 12:58,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/25 13:31,,2018/11/25 13:42,,,2018/11/25 12:57,0:00:00,0:00:00,,00,33,,,,,,
-,☆,12,2018/11/25 12:57,020-934-GREEN,19851,乗客アプリ（Myルートから）,3620,509,7,1,2018/11/25 12:58,,,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/25 13:40,,2018/11/25 13:48,,,2018/11/25 12:57,0:00:00,0:00:00,,00,42,,,,,,
-,☆,12,2018/11/25 12:59,068-384-BANANA 068-360-BANANA 068-383-BANANA,19856,まちかど端末（店舗から）,0,379,7,3,2018/11/25 13:01,,,35.445857 139.647636,ホテルモントレ横浜,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/25 13:18,,2018/11/25 13:36,,,2018/11/25 12:59,0:00:00,0:00:00,,00,18,,,,,,
★,-,12,2018/11/25 12:36,076-645-ORANGE 065-866-BANANA 065-868-BANANA 065-867-BANANA,19812,乗客アプリ（地図から）,7358,842,1,4,,2018/11/25 13:35,2018/11/25 13:52,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/25 13:36,2018/11/25 13:36,2018/11/25 13:59,2018/11/25 13:59,2018/11/25 13:36,2018/11/25 13:36,0:17:34,1:10:16,1060,00,00,07,05,,,,
★,-,12,2018/11/25 12:46,166-439-agekke,19830,乗客アプリ（目的地から）,1888,547,4,1,,2018/11/25 13:41,2018/11/25 13:50,35.450554 139.632616,横浜桜木町ワシントンホテル,35.447546 139.64358,横浜開港資料館,2018/11/25 13:46,2018/11/25 13:46,2018/11/25 13:55,2018/11/25 13:55,2018/11/25 13:46,2018/11/25 13:46,0:08:09,0:08:09,,00,00,,,,,,
★,-,12,2018/11/25 12:49,025-315-GREEN 025-323-GREEN,19835,乗客アプリ（地図から）,7239,844,5,2,,2018/11/25 13:44,2018/11/25 14:19,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/25 13:49,2018/11/25 13:49,2018/11/25 14:04,2018/11/25 14:17,2018/11/25 13:49,2018/11/25 13:49,0:34:38,1:09:16,,00,00,,,,,,
★,-,12,2018/11/25 12:56,026-311-GREEN 026-310-GREEN,19846,乗客アプリ（地図から）,4580,408,7,2,,2018/11/25 13:03,2018/11/25 13:12,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/25 13:06,2018/11/25 13:06,2018/11/25 13:15,2018/11/25 13:15,2018/11/25 13:06,2018/11/25 13:06,0:08:34,0:17:08,,00,00,,,,,,
★,-,13,2018/11/25 13:00,110-494-SUN 060-887-BANANA,19858,乗客アプリ（地図から）,3598,130,2,2,,2018/11/25 13:11,2018/11/25 13:27,35.445857 139.647636,ホテルモントレ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/25 13:10,2018/11/25 13:10,2018/11/25 13:36,2018/11/25 13:36,2018/11/25 13:10,2018/11/25 13:10,0:16:07,0:32:14,,00,00,,,,,,
-,-,13,2018/11/25 13:00,020-936-GREEN 020-935-GREEN 020-934-GREEN,19859,乗客アプリ（Myルートから）,3620,708,5,3,,2018/11/25 13:25,2018/11/25 13:32,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/25 13:28,2018/11/25 13:28,2018/11/25 13:39,2018/11/25 13:39,,2018/11/25 13:00,0:06:41,0:20:03,,00,25,,,,,,
-,-,13,2018/11/25 13:09,167-945-CAKE,19862,乗客アプリWeb（簡単予約）,7400,241,9,2,,2018/11/25 13:16,2018/11/25 13:21,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/25 13:18,2018/11/25 13:18,2018/11/25 13:28,2018/11/25 13:28,,2018/11/25 13:09,0:04:34,0:09:08,,00,07,,,,,,
★,-,13,2018/11/25 13:14,021-137-GREEN 021-139-GREEN 021-138-GREEN,19863,乗客アプリ（地図から）,4261,571,10,3,,2018/11/25 13:23,2018/11/25 13:33,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445783 139.642958,横浜情報文化センター,2018/11/25 13:24,2018/11/25 13:24,2018/11/25 13:40,2018/11/25 13:40,2018/11/25 13:24,2018/11/25 13:24,0:09:38,0:28:54,,00,00,,,,,,
-,-,13,2018/11/25 13:15,036-156-YELLOW 036-157-YELLOW 034-229-YELLOW,19864,乗客アプリ（地図から）,7402,390,6,3,,2018/11/25 13:22,2018/11/25 13:48,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/25 13:26,2018/11/25 13:26,2018/11/25 13:46,2018/11/25 13:46,,2018/11/25 13:15,0:26:10,1:18:30,,00,06,,,,,,
-,-,13,2018/11/25 13:16,167-916-CAKE,19865,乗客アプリWeb（簡単予約）,5430,695,7,1,,2018/11/25 13:22,2018/11/25 13:31,35.443659 139.650847,横浜マリンタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/25 13:20,2018/11/25 13:20,2018/11/25 13:24,2018/11/25 13:24,,2018/11/25 13:16,0:09:21,0:09:21,,02,05,,,,,,
-,-,13,2018/11/25 13:17,071-114-ORANGE 071-116-ORANGE 071-115-ORANGE,19866,乗客アプリ（地図から）,5605,572,11,3,,2018/11/25 13:22,2018/11/25 13:35,35.445783 139.642958,横浜情報文化センター,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/25 13:20,2018/11/25 13:20,2018/11/25 13:28,2018/11/25 13:37,,2018/11/25 13:17,0:13:11,0:39:33,,02,04,,,,,,
-,-,13,2018/11/25 13:18,116-641-SUN,19868,乗客アプリ（目的地から）,7409,190,13,1,,2018/11/25 13:22,2018/11/25 13:33,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/25 13:22,2018/11/25 13:22,2018/11/25 13:35,2018/11/25 13:35,,2018/11/25 13:18,0:11:10,0:11:10,,00,03,,,,,,
-,-,13,2018/11/25 13:21,034-050-YELLOW 003-726-BLUE 024-156-GREEN 034-058-YELLOW,19869,乗客アプリ（目的地から）,7406,273,14,4,,2018/11/25 13:27,2018/11/25 13:34,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/25 13:29,2018/11/25 13:29,2018/11/25 13:47,2018/11/25 13:47,,2018/11/25 13:21,0:06:56,0:27:44,,00,06,,,,,,
★,-,13,2018/11/25 13:23,105-079-SNOW 105-078-SNOW,19870,乗客アプリ（簡単予約）,3654,892,6,2,,2018/11/25 13:31,2018/11/25 13:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/25 13:33,2018/11/25 13:33,2018/11/25 13:51,2018/11/25 13:51,2018/11/25 13:33,2018/11/25 13:33,0:11:35,0:23:10,,00,00,,,,,,
-,-,13,2018/11/25 13:23,076-715-ORANGE,19871,まちかど端末（店舗から）,0,194,9,1,,2018/11/25 13:30,2018/11/25 13:40,35.45435 139.631762,横浜ロイヤルパークホテル,35.443908 139.635249,イセザキ・モール,2018/11/25 13:30,2018/11/25 13:30,2018/11/25 13:41,2018/11/25 13:41,,2018/11/25 13:23,0:10:19,0:10:19,,00,06,,,,,,
-,-,13,2018/11/25 13:23,022-596-GREEN,19872,まちかど端末（乗降ポイントから）,0,182,3,1,,2018/11/25 13:34,2018/11/25 13:46,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/25 13:36,2018/11/25 13:36,2018/11/25 13:50,2018/11/25 13:50,,2018/11/25 13:23,0:11:19,0:11:19,,00,11,,,,,,
-,-,13,2018/11/25 13:27,025-126-GREEN 025-125-GREEN 000-092-BLUE 025-124-GREEN,19875,乗客アプリ（目的地から）,7410,65,7,4,,2018/11/25 13:39,2018/11/25 13:52,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/25 13:39,2018/11/25 13:39,2018/11/25 13:55,2018/11/25 13:55,,2018/11/25 13:27,0:12:40,0:50:40,,00,12,,,,,,
-,-,13,2018/11/25 13:32,030-482-YELLOW 030-161-YELLOW 030-483-YELLOW 030-481-YELLOW,19877,乗客アプリ（地図から）,7395,445,11,4,,2018/11/25 13:38,2018/11/25 13:45,35.443704 139.651332,ホテルメルパルク横浜,35.443908 139.635249,イセザキ・モール,2018/11/25 13:38,2018/11/25 13:38,2018/11/25 13:53,2018/11/25 13:53,,2018/11/25 13:32,0:07:43,0:30:52,,00,05,,,,,,
-,-,13,2018/11/25 13:34,077-695-ORANGE 065-116-BANANA 077-694-ORANGE,19878,まちかど端末（店舗から）,0,869,12,3,,2018/11/25 13:37,2018/11/25 13:49,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/25 13:37,2018/11/25 13:37,2018/11/25 13:52,2018/11/25 13:52,,2018/11/25 13:34,0:12:14,0:36:42,,00,03,,,,,,
-,-,13,2018/11/25 13:34,076-409-ORANGE 076-401-ORANGE 034-054-YELLOW 076-408-ORANGE,19879,乗客アプリ（目的地から）,7366,977,10,4,,2018/11/25 14:03,2018/11/25 14:06,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/25 13:38,2018/11/25 13:38,2018/11/25 13:54,2018/11/25 13:59,,2018/11/25 13:34,0:03:02,0:12:08,,25,28,,,,,,
