,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
★,-,10,2018/12/9 9:57,142-610-STAR 143-349-STAR,28009,乗客アプリ（地図から）,8774,648,9,2,,2018/12/9 10:05,2018/12/9 10:15,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/12/9 10:07,2018/12/9 10:07,2018/12/9 10:24,2018/12/9 10:24,2018/12/9 10:07,2018/12/9 10:07,0:09:59,0:19:58,,00,00,,,,2018/12/9 10:00,※10時以前に予約しているため,
-,-,10,2018/12/9 10:00,005-775-BLUE,28010,乗客アプリ（Myルートから）,5702,545,5,1,,2018/12/9 10:03,2018/12/9 10:07,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/9 10:08,2018/12/9 10:08,2018/12/9 10:14,2018/12/9 10:14,,2018/12/9 10:00,0:04:03,0:04:03,,00,03,,,,,,
-,-,10,2018/12/9 10:01,166-196-agekke,28011,乗客アプリ（地図から）,1885,965,15,1,,2018/12/9 10:03,2018/12/9 10:12,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/12/9 10:03,2018/12/9 10:03,2018/12/9 10:14,2018/12/9 10:14,,2018/12/9 10:01,0:08:46,0:08:46,,00,02,,,,,,
-,-,10,2018/12/9 10:02,035-205-YELLOW 039-113-YELLOW 039-112-YELLOW,28013,乗客アプリ（地図から）,3845,890,6,3,,2018/12/9 10:08,2018/12/9 10:23,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443073 139.651914,横浜人形の家,2018/12/9 10:09,2018/12/9 10:09,2018/12/9 10:27,2018/12/9 10:26,,2018/12/9 10:02,0:14:25,0:43:15,,00,06,,,,,,
★,-,10,2018/12/9 10:02,118-635-SUN,28014,乗客アプリ（地図から）,3753,397,7,1,,2018/12/9 10:07,2018/12/9 10:18,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/9 10:12,2018/12/9 10:12,2018/12/9 10:26,2018/12/9 10:26,2018/12/9 10:12,2018/12/9 10:12,0:10:41,0:10:41,,00,00,,,,,,
-,-,10,2018/12/9 10:02,166-188-agekke,28015,乗客アプリ（地図から）,1727,440,13,1,,2018/12/9 10:05,2018/12/9 10:09,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/9 10:06,2018/12/9 10:06,2018/12/9 10:13,2018/12/9 10:11,,2018/12/9 10:02,0:03:50,0:03:50,,00,03,,,,,,
-,-,10,2018/12/9 10:02,039-025-YELLOW 039-026-YELLOW 039-024-YELLOW,28016,乗客アプリ（地図から）,1603,507,6,3,,2018/12/9 10:08,2018/12/9 10:18,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.445857 139.647636,ホテルモントレ横浜,2018/12/9 10:11,2018/12/9 10:11,2018/12/9 10:27,2018/12/9 10:23,,2018/12/9 10:02,0:09:52,0:29:36,,00,05,,,,,,
★,-,10,2018/12/9 10:05,019-533-RED 019-534-RED,28017,乗客アプリ（地図から）,7166,682,8,2,,2018/12/9 10:15,2018/12/9 10:25,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/9 10:15,2018/12/9 10:15,2018/12/9 10:25,2018/12/9 10:25,2018/12/9 10:15,2018/12/9 10:15,0:10:26,0:20:52,,00,00,,,,,,
-,-,10,2018/12/9 10:05,019-116-RED 019-115-RED,28018,まちかど端末（乗降ポイントから）,0,283,12,2,,2018/12/9 10:14,2018/12/9 10:20,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/9 10:14,2018/12/9 10:14,2018/12/9 10:28,2018/12/9 10:28,,2018/12/9 10:05,0:06:05,0:12:10,,00,08,,,,,,
-,-,10,2018/12/9 10:06,119-374-SUN,28019,乗客アプリ（地図から）,4820,223,11,1,,2018/12/9 10:07,2018/12/9 10:15,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447546 139.64358,横浜開港資料館,2018/12/9 10:08,2018/12/9 10:08,2018/12/9 10:20,2018/12/9 10:19,,2018/12/9 10:06,0:08:08,0:08:08,,00,01,,,,,,
-,-,10,2018/12/9 10:08,038-444-YELLOW,28020,乗客アプリ（Myルートから）,5081,591,13,1,,2018/12/9 10:12,2018/12/9 10:16,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/9 10:11,2018/12/9 10:11,2018/12/9 10:19,2018/12/9 10:19,,2018/12/9 10:08,0:04:06,0:04:06,,01,04,,,,,,
-,-,10,2018/12/9 10:09,166-212-agekke,28021,まちかど端末（乗降ポイントから）,0,474,1,1,,2018/12/9 10:14,2018/12/9 10:20,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/9 10:12,2018/12/9 10:12,2018/12/9 10:22,2018/12/9 10:22,,2018/12/9 10:09,0:05:40,0:05:40,,01,05,,,,,,
-,-,10,2018/12/9 10:13,035-464-YELLOW,28025,乗客アプリ（地図から）,7698,346,15,1,,2018/12/9 10:19,2018/12/9 10:26,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/9 10:15,2018/12/9 10:15,2018/12/9 10:24,2018/12/9 10:24,,2018/12/9 10:13,0:07:57,0:07:57,,03,05,,,,,,
-,-,10,2018/12/9 10:21,039-110-YELLOW,28031,乗客アプリ（地図から）,5878,333,14,1,,2018/12/9 10:22,2018/12/9 10:28,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/12/9 10:23,2018/12/9 10:23,2018/12/9 10:31,2018/12/9 10:31,,2018/12/9 10:21,0:05:04,0:05:04,,00,01,,,,,,
-,-,10,2018/12/9 10:22,166-204-agekke,28033,乗客アプリ（Myルートから）,1888,539,5,1,,2018/12/9 10:23,2018/12/9 10:27,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/9 10:24,2018/12/9 10:24,2018/12/9 10:30,2018/12/9 10:30,,2018/12/9 10:22,0:03:51,0:03:51,,00,00,,,,,,
★,-,10,2018/12/9 10:23,072-303-ORANGE,28034,乗客アプリ（地図から）,5898,253,4,1,,2018/12/9 10:33,2018/12/9 10:46,35.443908 139.635249,イセザキ・モール,35.443073 139.651914,横浜人形の家,2018/12/9 10:33,2018/12/9 10:33,2018/12/9 10:42,2018/12/9 10:42,2018/12/9 10:33,2018/12/9 10:33,0:12:59,0:12:59,,00,00,,,,,,
-,-,10,2018/12/9 10:25,040-063-BLACK,28035,まちかど端末（乗降ポイントから）,0,227,13,1,,2018/12/9 10:28,2018/12/9 10:33,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/9 10:27,2018/12/9 10:27,2018/12/9 10:37,2018/12/9 10:37,,2018/12/9 10:25,0:05:25,0:05:25,,00,02,,,,,,
-,-,10,2018/12/9 10:26,168-281-CAKE,28036,乗客アプリWeb（地図から）,8783,252,10,2,,2018/12/9 10:28,2018/12/9 10:35,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/9 10:29,2018/12/9 10:29,2018/12/9 10:39,2018/12/9 10:39,,2018/12/9 10:26,0:06:41,0:13:22,,00,02,,,,,,
-,-,10,2018/12/9 10:26,027-501-GREEN 071-107-ORANGE 074-158-ORANGE,28037,乗客アプリ（地図から）,5468,937,3,3,,2018/12/9 10:34,2018/12/9 10:47,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443073 139.651914,横浜人形の家,2018/12/9 10:32,2018/12/9 10:32,2018/12/9 10:45,2018/12/9 10:45,,2018/12/9 10:26,0:13:40,0:41:00,,01,07,,,,,,
-,-,10,2018/12/9 10:31,166-347-agekke,28039,乗客アプリ（地図から）,1751,547,11,1,,2018/12/9 10:33,2018/12/9 10:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/9 10:33,2018/12/9 10:33,2018/12/9 10:40,2018/12/9 10:40,,2018/12/9 10:31,0:06:09,0:06:09,,00,02,,,,,,
-,-,10,2018/12/9 10:32,168-282-CAKE,28040,乗客アプリWeb（目的地から）,8782,236,1,4,,2018/12/9 10:39,2018/12/9 10:47,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/9 10:35,2018/12/9 10:35,2018/12/9 10:48,2018/12/9 10:48,,2018/12/9 10:32,0:07:25,0:29:40,,04,07,,,,,,
-,-,10,2018/12/9 10:34,116-122-SUN 116-123-SUN,28043,乗客アプリ（目的地から）,4860,785,5,2,,2018/12/9 10:37,2018/12/9 10:42,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/9 10:36,2018/12/9 10:36,2018/12/9 10:48,2018/12/9 10:48,,2018/12/9 10:34,0:05:13,0:10:26,,00,02,,,,,,
-,-,10,2018/12/9 10:34,027-717-GREEN,28045,乗客アプリ（地図から）,8647,696,13,1,,2018/12/9 10:38,2018/12/9 10:47,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/12/9 10:38,2018/12/9 10:38,2018/12/9 10:51,2018/12/9 10:51,,2018/12/9 10:34,0:08:52,0:08:52,,00,03,,,,,,
-,-,10,2018/12/9 10:35,021-143-GREEN 028-170-GREEN 028-515-GREEN 028-169-GREEN,28046,乗客アプリ（地図から）,4261,145,2,4,,2018/12/9 10:37,2018/12/9 10:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/9 10:37,2018/12/9 10:37,2018/12/9 10:55,2018/12/9 10:55,,2018/12/9 10:35,0:09:42,0:38:48,,00,02,,,,,,
-,-,10,2018/12/9 10:36,120-444-SKY,28048,乗客アプリ（目的地から）,7277,769,9,1,,2018/12/9 10:40,2018/12/9 10:56,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/12/9 10:40,2018/12/9 10:42,2018/12/9 10:54,2018/12/9 11:07,,2018/12/9 10:36,0:15:42,0:15:42,,00,04,,,,,,
-,-,10,2018/12/9 10:36,024-651-GREEN 024-494-GREEN 024-652-GREEN,28049,乗客アプリ（地図から）,8666,324,8,3,,2018/12/9 10:41,2018/12/9 10:55,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/9 10:40,2018/12/9 10:40,2018/12/9 10:53,2018/12/9 11:03,,2018/12/9 10:36,0:14:48,0:44:24,,00,04,,,,,,
★,-,10,2018/12/9 10:39,109-424-SNOW,28051,乗客アプリ（目的地から）,4999,291,9,1,,2018/12/9 10:45,2018/12/9 10:55,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/12/9 10:49,2018/12/9 10:49,2018/12/9 11:04,2018/12/9 11:07,2018/12/9 10:49,2018/12/9 10:49,0:10:29,0:10:29,,00,00,,,,,,
★,-,10,2018/12/9 10:41,168-283-CAKE,28052,乗客アプリ（Myルートから）,967,681,8,1,,2018/12/9 10:42,2018/12/9 10:53,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/12/9 10:50,2018/12/9 10:50,2018/12/9 10:57,2018/12/9 10:57,2018/12/9 10:50,2018/12/9 10:50,0:10:39,0:10:39,,00,00,,,,,,
-,-,10,2018/12/9 10:55,038-428-YELLOW 052-849-STRAWBERRY 038-429-YELLOW 038-430-YELLOW,28058,まちかど端末（店舗から）,0,84,5,4,,2018/12/9 10:58,2018/12/9 11:04,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.441441 139.648505,横浜中華街朱雀門,2018/12/9 10:56,2018/12/9 10:56,2018/12/9 11:11,2018/12/9 11:05,,2018/12/9 10:55,0:06:26,0:25:44,,01,03,,,,,,
-,-,10,2018/12/9 10:56,119-430-SUN 119-431-SUN,28060,乗客アプリ（目的地から）,8790,559,12,2,,2018/12/9 11:01,2018/12/9 11:08,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/9 10:59,2018/12/9 10:59,2018/12/9 11:09,2018/12/9 11:09,,2018/12/9 10:56,0:06:36,0:13:12,,02,05,,,,,,
-,-,10,2018/12/9 10:57,118-635-SUN,28061,乗客アプリ（地図から）,3753,702,14,1,,2018/12/9 10:59,2018/12/9 11:05,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.453715 139.638133,横浜ワールドポーターズ,2018/12/9 10:58,2018/12/9 10:58,2018/12/9 11:08,2018/12/9 11:08,,2018/12/9 10:57,0:06:03,0:06:03,,00,01,,,,,,
★,☆,10,2018/12/9 9:11,019-143-RED 019-144-RED,27999,乗客アプリ（地図から）,3203,625,8,2,2018/12/9 10:10,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/9 10:11,,2018/12/9 10:22,,2018/12/9 10:11,2018/12/9 10:11,0:00:00,0:00:00,,00,00,,,,2018/12/9 10:00,※10時以前に予約しているため,
★,☆,10,2018/12/9 9:02,009-578-BLUE,27995,乗客アプリ（地図から）,8571,734,7,1,2018/12/9 9:04,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/9 10:03,,2018/12/9 10:20,,2018/12/9 10:02,2018/12/9 10:02,0:00:00,0:00:00,,00,01,,,,2018/12/9 10:00,※10時以前に予約しているため,
★,☆,10,2018/12/9 9:17,057-553-STRAWBERRY 063-602-BANANA,28001,乗客アプリ（地図から）,1605,448,2,2,2018/12/9 9:19,,,35.443908 139.635249,イセザキ・モール,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/9 10:17,,2018/12/9 10:38,,2018/12/9 10:17,2018/12/9 10:17,0:00:00,0:00:00,,00,00,,,,2018/12/9 10:00,※10時以前に予約しているため,
★,☆,10,2018/12/9 9:37,076-566-ORANGE 076-567-ORANGE,28003,乗客アプリ（地図から）,8768,803,10,2,2018/12/9 9:38,,,35.448676 139.635696,横浜平和プラザホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/9 10:08,,2018/12/9 10:18,,2018/12/9 9:47,2018/12/9 9:47,0:00:00,0:00:00,,00,08,,,,2018/12/9 10:00,※10時以前に予約しているため,
-,☆,10,2018/12/9 10:01,039-025-YELLOW 039-024-YELLOW 039-026-YELLOW,28012,乗客アプリ（目的地から）,1603,99,13,3,2018/12/9 10:02,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/12/9 10:06,,2018/12/9 10:24,,,2018/12/9 10:01,0:00:00,0:00:00,,00,04,,,,,,
★,☆,10,2018/12/9 10:12,035-464-YELLOW,28023,乗客アプリ（地図から）,7698,483,3,1,2018/12/9 10:13,,,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/9 10:22,,2018/12/9 10:31,,2018/12/9 10:22,2018/12/9 10:22,0:00:00,0:00:00,,00,00,,,,,,
-,☆,10,2018/12/9 10:19,166-204-agekke,28027,乗客アプリ（目的地から）,1888,680,14,1,2018/12/9 10:19,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/9 10:21,,2018/12/9 10:27,,,2018/12/9 10:19,0:00:00,0:00:00,,00,,,,,※51行と同一人物と思われるため一番短いものを採用,,
-,☆,10,2018/12/9 10:19,039-111-YELLOW 039-110-YELLOW,28028,乗客アプリ（地図から）,5878,399,14,2,2018/12/9 10:21,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/12/9 10:22,,2018/12/9 10:31,,,2018/12/9 10:19,0:00:00,0:00:00,,00,02,,,,,,
★,☆,10,2018/12/9 10:20,166-204-agekke,28030,乗客アプリ（Myルートから）,1888,659,14,1,2018/12/9 10:20,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/9 10:30,,2018/12/9 10:40,,2018/12/9 10:30,2018/12/9 10:30,0:00:00,0:00:00,,00,00,,,,※49行と同一人物と思われるため一番短いものを採用,,
-,☆,10,2018/12/9 10:22,072-303-ORANGE,28032,乗客アプリ（地図から）,5898,220,4,1,2018/12/9 10:22,,,35.443908 139.635249,イセザキ・モール,35.443073 139.651914,横浜人形の家,2018/12/9 10:24,,2018/12/9 10:33,,,2018/12/9 10:22,0:00:00,0:00:00,,00,01,,,,,,
★,☆,10,2018/12/9 10:33,168-283-CAKE,28041,乗客アプリ（地図から）,967,767,12,1,2018/12/9 10:33,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/12/9 10:43,,2018/12/9 10:50,,2018/12/9 10:43,2018/12/9 10:43,0:00:00,0:00:00,,00,00,,,,,,
-,☆,10,2018/12/9 10:34,021-143-GREEN,28044,乗客アプリ（地図から）,4261,733,2,1,2018/12/9 10:34,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/9 10:36,,2018/12/9 10:52,,,2018/12/9 10:34,0:00:00,0:00:00,,00,02,,,,,,
-,☆,10,2018/12/9 10:36,025-314-GREEN 020-886-GREEN 025-322-GREEN 025-343-GREEN,28050,乗客アプリ（地図から）,8699,641,10,4,2018/12/9 10:37,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/12/9 10:45,,2018/12/9 11:00,,,2018/12/9 10:36,0:00:00,0:00:00,,00,08,,,,,,
-,☆,10,2018/12/9 10:42,038-110-YELLOW,28053,まちかど端末（店舗から）,0,154,10,1,2018/12/9 10:42,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/9 10:47,,2018/12/9 10:54,,,2018/12/9 10:42,0:00:00,0:00:00,,00,04,,,,,,
★,☆,10,2018/12/9 10:46,032-591-YELLOW,28055,乗客アプリ（地図から）,5059,789,5,1,2018/12/9 10:46,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/9 10:56,,2018/12/9 11:12,,2018/12/9 10:56,2018/12/9 10:56,0:00:00,0:00:00,,00,00,,,,,,
★,☆,10,2018/12/9 10:48,032-143-YELLOW,28056,乗客アプリ（Myルートから）,7544,453,9,1,2018/12/9 10:48,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/9 10:58,,2018/12/9 11:13,,2018/12/9 10:58,2018/12/9 10:58,0:00:00,0:00:00,,00,00,,,,,,
★,-,11,2018/12/9 10:12,032-673-YELLOW 032-674-YELLOW,28024,乗客アプリ（Myルートから）,3653,113,6,2,,2018/12/9 11:13,2018/12/9 11:39,35.445857 139.647636,ホテルモントレ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/9 11:12,2018/12/9 11:12,2018/12/9 11:27,2018/12/9 11:45,2018/12/9 11:12,2018/12/9 11:12,0:26:37,0:53:14,904,00,00,09,04,,,,
★,-,11,2018/12/9 10:19,019-672-RED 033-304-YELLOW,28029,乗客アプリ（地図から）,4966,706,8,2,,2018/12/9 11:17,2018/12/9 11:50,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441441 139.648505,横浜中華街朱雀門,2018/12/9 11:19,2018/12/9 11:19,2018/12/9 11:36,2018/12/9 11:53,2018/12/9 11:19,2018/12/9 11:19,0:33:07,1:06:14,,00,00,,,,,,
★,-,11,2018/12/9 10:26,103-764-SNOW,28038,乗客アプリ（Myルートから）,6349,882,6,1,,2018/12/9 11:23,2018/12/9 11:32,35.443073 139.651914,横浜人形の家,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/9 11:26,2018/12/9 11:26,2018/12/9 11:35,2018/12/9 11:35,2018/12/9 11:26,2018/12/9 11:26,0:09:52,0:09:52,,00,00,,,,,,
★,-,11,2018/12/9 10:34,033-052-YELLOW 033-051-YELLOW 033-053-YELLOW,28042,乗客アプリ（目的地から）,2825,460,8,3,,2018/12/9 11:26,2018/12/9 11:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/9 11:34,2018/12/9 11:34,2018/12/9 11:42,2018/12/9 11:37,2018/12/9 11:34,2018/12/9 11:34,0:12:48,0:38:24,,00,00,,,,,,
★,-,11,2018/12/9 10:55,032-591-YELLOW 034-508-YELLOW,28059,乗客アプリ（地図から）,5059,976,15,2,,2018/12/9 11:05,2018/12/9 11:22,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/9 11:05,2018/12/9 11:05,2018/12/9 11:23,2018/12/9 11:23,2018/12/9 11:05,2018/12/9 11:05,0:16:40,0:33:20,,00,00,,,,,,
-,-,11,2018/12/9 11:01,017-798-RED,28063,まちかど端末（乗降ポイントから）,0,579,7,1,,2018/12/9 11:03,2018/12/9 11:11,35.452963 139.642093,横浜赤レンガ倉庫,35.445783 139.642958,横浜情報文化センター,2018/12/9 11:03,2018/12/9 11:03,2018/12/9 11:09,2018/12/9 11:09,,2018/12/9 11:01,0:07:50,0:07:50,,00,01,,,,,,
