,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,-,10,2018/12/8 10:17,166-308-agekke,27261,乗客アプリ（目的地から）,3600,54,5,1,,2018/12/8 10:23,2018/12/8 10:49,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/12/8 10:25,2018/12/8 10:25,2018/12/8 10:36,2018/12/8 10:52,,2018/12/8 10:17,0:25:07,0:25:07,,00,06,,,,,,
-,-,10,2018/12/8 10:18,118-999-SUN,27262,乗客アプリ（地図から）,8655,546,12,1,,2018/12/8 10:22,2018/12/8 10:27,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/8 10:24,2018/12/8 10:24,2018/12/8 10:32,2018/12/8 10:32,,2018/12/8 10:18,0:05:10,0:05:10,,00,04,,,,,,
★,-,10,2018/12/8 10:21,021-350-GREEN,27263,乗客アプリ（地図から）,8232,566,5,1,,2018/12/8 10:29,2018/12/8 10:41,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/8 10:31,2018/12/8 10:31,2018/12/8 10:40,2018/12/8 10:45,2018/12/8 10:31,2018/12/8 10:31,0:11:46,0:11:46,,00,00,,,,,,
-,-,10,2018/12/8 10:22,166-251-agekke,27265,乗客アプリ（目的地から）,1888,981,11,1,,2018/12/8 10:32,2018/12/8 10:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/8 10:30,2018/12/8 10:30,2018/12/8 10:37,2018/12/8 10:38,,2018/12/8 10:22,0:06:29,0:06:29,,01,10,,,,,,
-,-,10,2018/12/8 10:22,077-365-ORANGE 077-364-ORANGE 062-640-BANANA 070-295-ORANGE,27266,まちかど端末（店舗から）,0,786,8,4,,2018/12/8 10:26,2018/12/8 10:36,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/12/8 10:25,2018/12/8 10:26,2018/12/8 10:43,2018/12/8 10:45,,2018/12/8 10:22,0:09:59,0:39:56,,00,03,,,,,,
-,-,10,2018/12/8 10:22,074-409-ORANGE,27269,まちかど端末（店舗から）,0,58,14,1,,2018/12/8 10:29,2018/12/8 10:34,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/8 10:32,2018/12/8 10:32,2018/12/8 10:40,2018/12/8 10:40,,2018/12/8 10:22,0:05:45,0:05:45,,00,06,,,,,,
-,-,10,2018/12/8 10:23,033-048-YELLOW 033-047-YELLOW,27270,乗客アプリ（地図から）,8285,680,9,2,,2018/12/8 10:29,2018/12/8 10:37,35.450447 139.635947,馬車道駅（みなとみらい線）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/8 10:32,2018/12/8 10:32,2018/12/8 10:45,2018/12/8 10:45,,2018/12/8 10:23,0:08:15,0:16:30,,00,05,,,,,,
★,-,10,2018/12/8 10:23,168-252-CAKE,27271,乗客アプリ（地図から）,8654,589,6,2,,2018/12/8 10:27,2018/12/8 10:32,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.445857 139.647636,ホテルモントレ横浜,2018/12/8 10:33,2018/12/8 10:33,2018/12/8 10:40,2018/12/8 10:40,2018/12/8 10:33,2018/12/8 10:33,0:05:08,0:10:16,,00,00,,,,,,
★,-,10,2018/12/8 10:25,028-569-GREEN 029-551-GREEN,27273,乗客アプリ（Myルートから）,2855,672,5,2,,2018/12/8 10:36,2018/12/8 10:58,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/8 10:35,2018/12/8 10:35,2018/12/8 11:01,2018/12/8 11:01,2018/12/8 10:35,2018/12/8 10:35,0:21:35,0:43:10,,01,01,,,,,,
-,-,10,2018/12/8 10:25,143-325-STAR 143-329-STAR 143-328-STAR 143-324-STAR,27272,乗客アプリ（地図から）,7687,148,13,4,,2018/12/8 10:32,2018/12/8 10:40,35.443704 139.651332,ホテルメルパルク横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/8 10:29,2018/12/8 10:29,2018/12/8 10:43,2018/12/8 10:43,,2018/12/8 10:25,0:08:39,0:34:36,,03,06,,,,,,
-,-,10,2018/12/8 10:33,112-887-SUN 027-654-GREEN,27275,まちかど端末（店舗から）,0,633,2,2,,2018/12/8 10:39,2018/12/8 10:42,35.450447 139.635947,馬車道駅（みなとみらい線）,35.453715 139.638133,横浜ワールドポーターズ,2018/12/8 10:37,2018/12/8 10:37,2018/12/8 10:43,2018/12/8 10:43,,2018/12/8 10:33,0:02:55,0:05:50,,01,05,,,,,,
-,-,10,2018/12/8 10:33,038-324-YELLOW 038-326-YELLOW 038-325-YELLOW 038-327-YELLOW,27276,まちかど端末（店舗から）,0,534,11,4,,2018/12/8 10:40,2018/12/8 10:51,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/8 10:38,2018/12/8 10:38,2018/12/8 10:51,2018/12/8 10:51,,2018/12/8 10:33,0:11:19,0:45:16,,01,06,,,,,,
-,-,10,2018/12/8 10:34,168-254-CAKE,27277,乗客アプリWeb（地図から）,8158,640,12,2,,2018/12/8 10:39,2018/12/8 10:48,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/8 10:39,2018/12/8 10:39,2018/12/8 10:54,2018/12/8 10:54,,2018/12/8 10:34,0:09:31,0:19:02,,00,05,,,,,,
-,-,10,2018/12/8 10:36,035-634-YELLOW,27278,乗客アプリ（地図から）,3394,19,6,1,,2018/12/8 10:38,2018/12/8 10:49,35.441002 139.650809,横浜元町ショッピングストリート,35.456605 139.635327,横浜ベイホテル東急,2018/12/8 10:39,2018/12/8 10:39,2018/12/8 10:57,2018/12/8 11:07,,2018/12/8 10:36,0:11:00,0:11:00,,00,02,,,,,,
-,-,10,2018/12/8 10:43,168-255-CAKE,27280,乗客アプリWeb（地図から）,8658,869,13,2,,2018/12/8 10:49,2018/12/8 10:54,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/8 10:47,2018/12/8 10:47,2018/12/8 10:57,2018/12/8 10:57,,2018/12/8 10:43,0:05:30,0:11:00,,01,05,,,,,,
★,-,10,2018/12/8 10:44,032-673-YELLOW 032-672-YELLOW 032-674-YELLOW,27281,乗客アプリ（Myルートから）,3653,273,11,3,,2018/12/8 10:55,2018/12/8 11:03,35.445857 139.647636,ホテルモントレ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/8 10:54,2018/12/8 10:54,2018/12/8 11:05,2018/12/8 11:05,2018/12/8 10:54,2018/12/8 10:54,0:08:06,0:24:18,,01,01,,,,,,
-,-,10,2018/12/8 10:46,025-689-GREEN,27283,乗客アプリ（地図から）,4540,586,14,1,,2018/12/8 10:52,2018/12/8 11:11,35.443073 139.651914,横浜人形の家,35.448676 139.635696,横浜平和プラザホテル,2018/12/8 10:50,2018/12/8 10:50,2018/12/8 10:59,2018/12/8 11:13,,2018/12/8 10:46,0:19:20,0:19:20,,02,05,,,,,,
-,-,10,2018/12/8 10:47,166-284-agekke 166-300-agekke,27284,まちかど端末（乗降ポイントから）,0,539,2,2,,2018/12/8 10:52,2018/12/8 10:58,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/12/8 10:50,2018/12/8 10:50,2018/12/8 10:59,2018/12/8 10:59,,2018/12/8 10:47,0:05:53,0:11:46,,02,05,,,,,,
-,-,10,2018/12/8 10:47,062-639-BANANA,27285,乗客アプリ（目的地から）,8629,841,9,1,,2018/12/8 10:51,2018/12/8 11:00,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/8 10:50,2018/12/8 10:50,2018/12/8 10:59,2018/12/8 10:59,,2018/12/8 10:47,0:09:00,0:09:00,,00,03,,,,,,
★,-,10,2018/12/8 10:48,168-253-CAKE,27286,乗客アプリ（目的地から）,8649,615,14,1,,2018/12/8 10:58,2018/12/8 11:05,35.441441 139.648505,横浜中華街朱雀門,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/8 10:58,2018/12/8 10:58,2018/12/8 11:04,2018/12/8 11:04,2018/12/8 10:58,2018/12/8 10:58,0:07:06,0:07:06,,00,00,,,,,,
★,-,10,2018/12/8 10:48,075-813-ORANGE,27287,乗客アプリ（地図から）,8471,196,15,1,,2018/12/8 10:53,2018/12/8 11:00,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/8 10:58,2018/12/8 10:58,2018/12/8 11:09,2018/12/8 11:09,2018/12/8 10:58,2018/12/8 10:58,0:07:02,0:07:02,,00,00,,,,,,
-,-,10,2018/12/8 10:49,057-100-STRAWBERRY,27288,乗客アプリ（目的地から）,4746,15,4,1,,2018/12/8 10:53,2018/12/8 11:03,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/8 10:54,2018/12/8 10:54,2018/12/8 11:05,2018/12/8 11:16,,2018/12/8 10:49,0:10:21,0:10:21,,00,03,,,,,,
-,-,10,2018/12/8 10:53,168-230-CAKE,27289,乗客アプリWeb（目的地から）,8561,673,1,3,,2018/12/8 10:54,2018/12/8 11:05,35.445857 139.647636,ホテルモントレ横浜,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/8 10:55,2018/12/8 10:55,2018/12/8 11:10,2018/12/8 11:19,,2018/12/8 10:53,0:11:46,0:35:18,,00,00,,,,,,
-,☆,10,2018/12/8 9:11,119-563-SUN,27228,乗客アプリ（目的地から）,4091,692,7,1,2018/12/8 9:12,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/8 10:03,,2018/12/8 10:06,,,2018/12/8 9:11,0:00:00,0:00:00,,00,03,,,,2018/12/8 10:00,※10時以前に予約しているため,
★,☆,10,2018/12/8 9:41,033-048-YELLOW 033-047-YELLOW,27229,乗客アプリ（地図から）,8285,134,1,2,2018/12/8 9:41,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/8 10:41,,2018/12/8 10:52,,2018/12/8 10:41,2018/12/8 10:41,0:00:00,0:00:00,,00,00,,,,2018/12/8 10:00,※10時以前に予約しているため,
-,☆,10,2018/12/8 9:49,033-895-YELLOW,27231,乗客アプリ（地図から）,6825,676,2,1,2018/12/8 10:12,,,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.443908 139.635249,イセザキ・モール,2018/12/8 10:11,,2018/12/8 10:20,,,2018/12/8 9:49,0:00:00,0:00:00,,00,11,,,,2018/12/8 10:00,※10時以前に予約しているため,
★,☆,10,2018/12/8 9:53,033-048-YELLOW 033-047-YELLOW,27234,乗客アプリ（地図から）,8285,644,8,2,2018/12/8 10:05,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/8 10:53,,2018/12/8 11:04,,2018/12/8 10:53,2018/12/8 10:53,0:00:00,0:00:00,,00,00,,,,2018/12/8 10:00,※10時以前に予約しているため,
★,☆,10,2018/12/8 9:58,168-230-CAKE,27239,乗客アプリWeb（地図から）,8561,867,1,1,2018/12/8 10:52,,,35.445857 139.647636,ホテルモントレ横浜,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/8 10:57,,2018/12/8 11:10,,2018/12/8 10:57,2018/12/8 10:57,0:00:00,0:00:00,,00,00,,,,2018/12/8 10:00,※10時以前に予約しているため,
★,☆,10,2018/12/8 10:00,025-689-GREEN,27244,乗客アプリ（地図から）,4540,760,3,1,2018/12/8 10:00,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/12/8 10:10,,2018/12/8 10:25,,2018/12/8 10:10,2018/12/8 10:10,0:00:00,0:00:00,,00,00,,,,,,
-,☆,10,2018/12/8 10:12,033-048-YELLOW 033-047-YELLOW,27255,乗客アプリ（地図から）,8285,702,15,2,2018/12/8 10:22,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/12/8 10:16,,2018/12/8 10:27,,,2018/12/8 10:12,0:00:00,0:00:00,,00,09,,,,,,
-,☆,10,2018/12/8 10:22,168-254-CAKE,27268,乗客アプリWeb（地図から）,8158,436,2,2,2018/12/8 10:32,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/8 10:29,,2018/12/8 10:44,,,2018/12/8 10:22,0:00:00,0:00:00,,00,09,,,,,,
★,☆,10,2018/12/8 10:26,004-588-BLUE,27274,乗客アプリ（地図から）,2654,413,15,1,2018/12/8 10:26,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45435 139.631762,横浜ロイヤルパークホテル,2018/12/8 10:36,,2018/12/8 10:44,,2018/12/8 10:36,2018/12/8 10:36,0:00:00,0:00:00,,00,00,,,,,,
★,☆,10,2018/12/8 10:37,032-672-YELLOW 032-673-YELLOW 032-674-YELLOW,27279,乗客アプリ（地図から）,3653,331,6,3,2018/12/8 10:37,,,35.445857 139.647636,ホテルモントレ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/8 10:47,,2018/12/8 10:59,,2018/12/8 10:47,2018/12/8 10:47,0:00:00,0:00:00,,00,00,,,,,,
★,-,11,2018/12/8 10:21,019-672-RED 033-304-YELLOW,27264,乗客アプリ（地図から）,4966,707,11,2,,2018/12/8 11:21,2018/12/8 11:31,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.445857 139.647636,ホテルモントレ横浜,2018/12/8 11:21,2018/12/8 11:21,2018/12/8 11:36,2018/12/8 11:36,2018/12/8 11:21,2018/12/8 11:21,0:10:38,0:21:16,793,00,00,04,03,,,,
★,-,11,2018/12/8 10:46,038-990-YELLOW 038-991-YELLOW 038-992-YELLOW,27282,まちかど端末（店舗から）,0,288,7,3,,2018/12/8 11:41,2018/12/8 11:54,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/8 11:45,2018/12/8 11:45,2018/12/8 12:01,2018/12/8 11:55,2018/12/8 11:45,2018/12/8 11:45,0:12:24,0:37:12,,00,00,,,,,,
★,-,11,2018/12/8 11:02,019-081-RED 021-382-GREEN,27292,乗客アプリ（地図から）,3582,857,8,2,,2018/12/8 11:10,2018/12/8 11:16,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/8 11:12,2018/12/8 11:12,2018/12/8 11:30,2018/12/8 11:30,2018/12/8 11:12,2018/12/8 11:12,0:05:59,0:11:58,,00,00,,,,,,
-,-,11,2018/12/8 11:03,060-180-BANANA,27293,まちかど端末（店舗から）,0,649,5,1,,2018/12/8 11:07,2018/12/8 11:16,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/8 11:05,2018/12/8 11:05,2018/12/8 11:16,2018/12/8 11:16,,2018/12/8 11:03,0:08:51,0:08:51,,01,03,,,,,,
-,-,11,2018/12/8 11:08,039-357-YELLOW 026-843-GREEN,27295,まちかど端末（乗降ポイントから）,0,595,3,2,,2018/12/8 11:11,2018/12/8 11:19,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448676 139.635696,横浜平和プラザホテル,2018/12/8 11:10,2018/12/8 11:10,2018/12/8 11:21,2018/12/8 11:21,,2018/12/8 11:08,0:08:58,0:17:56,,00,02,,,,,,
