,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,-,10,2018/11/24 10:08,166-457-agekke,18868,まちかど端末（乗降ポイントから）,0,305,15,1,,2018/11/24 10:19,2018/11/24 10:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/24 10:23,2018/11/24 10:23,2018/11/24 10:34,2018/11/24 10:36,,2018/11/24 10:08,0:12:32,0:12:32,,00,10,,,,,,
-,-,10,2018/11/24 10:09,025-996-GREEN 025-997-GREEN,18869,乗客アプリ（地図から）,7192,453,14,2,,2018/11/24 10:29,2018/11/24 10:38,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/11/24 10:24,2018/11/24 10:24,2018/11/24 10:41,2018/11/24 10:41,,2018/11/24 10:09,0:08:52,0:17:44,,05,20,,,,,,
-,-,10,2018/11/24 10:10,036-148-YELLOW 036-147-YELLOW,18870,乗客アプリ（地図から）,7193,578,13,2,,2018/11/24 10:22,2018/11/24 10:35,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/24 10:22,2018/11/24 10:22,2018/11/24 10:37,2018/11/24 10:44,,2018/11/24 10:10,0:13:47,0:27:34,,00,11,,,,,,
-,-,10,2018/11/24 10:10,032-015-YELLOW 117-763-SUN,18871,まちかど端末（店舗から）,0,615,4,2,,2018/11/24 10:18,2018/11/24 10:33,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/24 10:18,2018/11/24 10:18,2018/11/24 10:35,2018/11/24 10:35,,2018/11/24 10:10,0:14:43,0:29:26,,00,08,,,,,,
-,-,10,2018/11/24 10:10,036-202-YELLOW 036-201-YELLOW,18872,乗客アプリ（地図から）,7184,121,13,2,,2018/11/24 10:22,2018/11/24 10:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/24 10:23,2018/11/24 10:23,2018/11/24 10:34,2018/11/24 10:34,,2018/11/24 10:10,0:07:36,0:15:12,,00,11,,,,,,
-,-,10,2018/11/24 10:10,166-474-agekke,18873,乗客アプリ（目的地から）,5695,66,15,1,,2018/11/24 10:19,2018/11/24 10:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/24 10:23,2018/11/24 10:23,2018/11/24 10:30,2018/11/24 10:30,,2018/11/24 10:10,0:05:42,0:05:42,,00,08,,,,,,
-,-,10,2018/11/24 10:11,167-878-CAKE,18874,乗客アプリWeb（簡単予約）,7195,741,9,2,,2018/11/24 10:19,2018/11/24 10:27,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/24 10:16,2018/11/24 10:16,2018/11/24 10:26,2018/11/24 10:26,,2018/11/24 10:11,0:08:07,0:16:14,,02,07,,,,,,
-,-,10,2018/11/24 10:14,077-624-ORANGE 077-623-ORANGE,18875,まちかど端末（店舗から）,0,530,10,2,,2018/11/24 10:23,2018/11/24 10:30,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/24 10:31,2018/11/24 10:31,2018/11/24 10:39,2018/11/24 10:39,,2018/11/24 10:14,0:06:34,0:13:08,,00,09,,,,,,
-,-,10,2018/11/24 10:14,025-376-GREEN,18876,乗客アプリ（簡単予約）,2397,248,1,1,,2018/11/24 10:23,2018/11/24 10:31,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/24 10:30,2018/11/24 10:30,2018/11/24 10:39,2018/11/24 10:39,,2018/11/24 10:14,0:08:12,0:08:12,,00,09,,,,,,
-,-,10,2018/11/24 10:14,021-033-GREEN 021-032-GREEN 021-031-GREEN,18877,まちかど端末（乗降ポイントから）,0,240,8,3,,2018/11/24 10:28,2018/11/24 10:32,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/24 10:32,2018/11/24 10:32,2018/11/24 10:41,2018/11/24 10:41,,2018/11/24 10:14,0:04:14,0:12:42,,00,14,,,,,,
-,-,10,2018/11/24 10:16,166-475-agekke,18878,乗客アプリ（目的地から）,1888,661,5,1,,2018/11/24 10:28,2018/11/24 10:32,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/24 10:36,2018/11/24 10:36,2018/11/24 10:42,2018/11/24 10:43,,2018/11/24 10:16,0:04:33,0:04:33,,00,11,,,,,,
★,-,10,2018/11/24 10:17,112-085-SUN 112-086-SUN,18879,乗客アプリ（地図から）,3698,105,7,2,,2018/11/24 10:24,2018/11/24 10:38,35.443908 139.635249,イセザキ・モール,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/24 10:27,2018/11/24 10:27,2018/11/24 10:44,2018/11/24 10:44,2018/11/24 10:27,2018/11/24 10:27,0:14:08,0:28:16,,00,00,,,,,,
-,-,10,2018/11/24 10:19,166-441-agekke,18880,乗客アプリ（地図から）,7189,396,5,1,,2018/11/24 10:28,2018/11/24 10:35,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/24 10:36,2018/11/24 10:36,2018/11/24 10:47,2018/11/24 10:47,,2018/11/24 10:19,0:07:01,0:07:01,,00,08,,,,,,
★,-,10,2018/11/24 10:22,028-566-GREEN 028-568-GREEN,18882,乗客アプリ（地図から）,2855,908,2,2,,2018/11/24 10:41,2018/11/24 10:55,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/24 10:42,2018/11/24 10:42,2018/11/24 10:59,2018/11/24 10:59,2018/11/24 10:32,2018/11/24 10:32,0:13:56,0:27:52,,00,09,,,,,,
-,-,10,2018/11/24 10:24,167-880-CAKE,18883,乗客アプリWeb（地図から）,7199,560,15,3,,2018/11/24 10:32,2018/11/24 10:43,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/24 10:32,2018/11/24 10:32,2018/11/24 10:46,2018/11/24 10:46,,2018/11/24 10:24,0:11:24,0:34:12,,00,07,,,,,,
-,-,10,2018/11/24 10:25,004-240-BLUE,18884,乗客アプリ（目的地から）,2914,955,3,1,,2018/11/24 10:31,2018/11/24 10:36,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/24 10:31,2018/11/24 10:31,2018/11/24 10:40,2018/11/24 10:40,,2018/11/24 10:25,0:05:01,0:05:01,,00,06,,,,,,
-,-,10,2018/11/24 10:31,166-472-agekke,18887,まちかど端末（店舗から）,0,237,10,1,,2018/11/24 10:35,2018/11/24 10:40,35.450447 139.635947,馬車道駅（みなとみらい線）,35.447541 139.644914,シルク博物館,2018/11/24 10:38,2018/11/24 10:38,2018/11/24 10:44,2018/11/24 10:44,,2018/11/24 10:31,0:05:04,0:05:04,,00,04,,,,,,
-,-,10,2018/11/24 10:34,058-831-STRAWBERRY,18889,乗客アプリ（目的地から）,5899,31,4,1,,2018/11/24 10:39,2018/11/24 10:44,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/24 10:36,2018/11/24 10:36,2018/11/24 10:46,2018/11/24 10:46,,2018/11/24 10:34,0:05:40,0:05:40,,03,04,,,,,,
-,-,10,2018/11/24 10:35,025-364-GREEN 025-337-GREEN,18890,まちかど端末（乗降ポイントから）,0,827,8,2,,2018/11/24 10:41,2018/11/24 10:57,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/24 10:43,2018/11/24 10:43,2018/11/24 10:55,2018/11/24 10:55,,2018/11/24 10:35,0:15:54,0:31:48,,00,05,,,,,,
-,-,10,2018/11/24 10:38,004-590-BLUE,18891,乗客アプリ（地図から）,4852,114,3,1,,2018/11/24 10:46,2018/11/24 10:48,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/24 10:45,2018/11/24 10:45,2018/11/24 10:50,2018/11/24 10:50,,2018/11/24 10:38,0:02:14,0:02:14,,01,07,,,,,,
-,-,10,2018/11/24 10:39,167-882-CAKE,18892,乗客アプリWeb（地図から）,7203,287,12,3,,2018/11/24 10:45,2018/11/24 10:50,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/24 10:46,2018/11/24 10:46,2018/11/24 10:55,2018/11/24 10:55,,2018/11/24 10:39,0:04:54,0:14:42,,00,06,,,,,,
-,-,10,2018/11/24 10:40,167-881-CAKE,18893,乗客アプリWeb（地図から）,7200,873,11,3,,2018/11/24 10:43,2018/11/24 10:48,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/24 10:47,2018/11/24 10:47,2018/11/24 10:56,2018/11/24 10:56,,2018/11/24 10:40,0:04:20,0:13:00,,00,03,,,,,,
-,-,10,2018/11/24 10:41,065-502-BANANA 065-461-BANANA,18894,まちかど端末（乗降ポイントから）,0,659,14,2,,2018/11/24 10:44,2018/11/24 10:46,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.456605 139.635327,横浜ベイホテル東急,2018/11/24 10:43,2018/11/24 10:43,2018/11/24 10:54,2018/11/24 10:54,,2018/11/24 10:41,0:02:31,0:05:02,,01,02,,,,,,
-,-,10,2018/11/24 10:42,167-884-CAKE,18895,乗客アプリWeb（地図から）,7206,945,5,3,,2018/11/24 10:47,2018/11/24 10:55,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/24 10:49,2018/11/24 10:49,2018/11/24 11:00,2018/11/24 11:00,,2018/11/24 10:42,0:08:19,0:24:57,,00,04,,,,,,
★,-,10,2018/11/24 10:45,068-507-BANANA,18896,乗客アプリ（地図から）,3674,997,8,1,,2018/11/24 10:53,2018/11/24 11:06,35.443659 139.650847,横浜マリンタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/24 10:55,2018/11/24 10:55,2018/11/24 11:08,2018/11/24 11:08,2018/11/24 10:55,2018/11/24 10:55,0:13:19,0:13:19,,00,00,,,,,,
★,-,10,2018/11/24 10:47,008-318-BLUE 008-049-BLUE 008-085-BLUE,18897,乗客アプリ（地図から）,2813,306,1,3,,2018/11/24 10:58,2018/11/24 11:07,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/24 10:57,2018/11/24 10:57,2018/11/24 11:08,2018/11/24 11:08,2018/11/24 10:57,2018/11/24 10:57,0:08:43,0:26:09,,01,01,,,,,,
-,-,10,2018/11/24 10:52,003-521-BLUE,18899,乗客アプリ（目的地から）,7202,666,6,1,,2018/11/24 10:58,2018/11/24 11:05,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/24 10:54,2018/11/24 10:59,2018/11/24 11:03,2018/11/24 11:14,,2018/11/24 10:52,0:06:41,0:06:41,,03,06,,,,,,
-,-,10,2018/11/24 10:52,113-205-SUN,18900,乗客アプリ（目的地から）,7201,803,6,1,,2018/11/24 10:58,2018/11/24 11:05,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/24 10:55,2018/11/24 11:00,2018/11/24 11:03,2018/11/24 11:13,,2018/11/24 10:52,0:06:31,0:06:31,,03,06,,,,,,
-,-,10,2018/11/24 10:53,166-472-agekke,18901,まちかど端末（店舗から）,0,884,3,1,,2018/11/24 10:56,2018/11/24 11:01,35.447546 139.64358,横浜開港資料館,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/24 10:54,2018/11/24 10:54,2018/11/24 10:59,2018/11/24 10:59,,2018/11/24 10:53,0:04:42,0:04:42,,02,03,,,,,,
-,-,10,2018/11/24 10:53,027-406-GREEN,18902,まちかど端末（乗降ポイントから）,0,81,2,1,,2018/11/24 10:55,2018/11/24 11:17,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/24 10:55,2018/11/24 10:55,2018/11/24 11:12,2018/11/24 11:12,,2018/11/24 10:53,0:21:52,0:21:52,,00,02,,,,,,
-,-,10,2018/11/24 10:56,065-845-BANANA 065-844-BANANA,18905,乗客アプリ（地図から）,6347,386,5,2,,2018/11/24 11:00,2018/11/24 11:09,35.452963 139.642093,横浜赤レンガ倉庫,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/24 10:57,2018/11/24 10:57,2018/11/24 11:08,2018/11/24 11:08,,2018/11/24 10:56,0:08:53,0:17:46,,03,04,,,,,,
-,-,10,2018/11/24 10:56,019-147-RED 019-146-RED,18906,乗客アプリ（簡単予約）,7166,486,14,2,,2018/11/24 11:00,2018/11/24 11:10,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/24 10:58,2018/11/24 10:58,2018/11/24 11:15,2018/11/24 11:15,,2018/11/24 10:56,0:10:01,0:20:02,,01,04,,,,,,
-,-,10,2018/11/24 10:58,067-028-BANANA,18907,乗客アプリ（目的地から）,3481,379,13,1,,2018/11/24 11:03,2018/11/24 11:11,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/24 11:02,2018/11/24 11:02,2018/11/24 11:15,2018/11/24 11:15,,2018/11/24 10:58,0:07:39,0:07:39,,01,05,,,,,,
-,☆,10,2018/11/24 9:18,065-406-BANANA,18849,まちかど端末（店舗から）,0,618,2,1,2018/11/24 10:30,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/24 10:25,,2018/11/24 10:35,,,2018/11/24 9:18,0:00:00,0:00:00,,00,30,,,,2018/11/24 10:00,※10時以前に予約しているため,
-,☆,10,2018/11/24 10:00,027-789-GREEN,18857,乗客アプリ（地図から）,5562,750,9,1,2018/11/24 10:03,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/24 10:02,,2018/11/24 10:13,,,2018/11/24 10:00,0:00:00,0:00:00,,00,03,,,,,,
-,☆,10,2018/11/24 10:07,166-474-agekke,18866,乗客アプリ（目的地から）,5695,995,7,1,2018/11/24 10:08,2018/11/24 10:08,,35.454389 139.630904,横浜ランドマークタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/24 10:10,2018/11/24 10:10,2018/11/24 10:15,,,2018/11/24 10:07,,,,00,02,,,,,,
-,☆,10,2018/11/24 10:26,050-917-STRAWBERRY,18885,乗客アプリ（地図から）,2092,318,1,1,2018/11/24 10:37,,,35.445857 139.647636,ホテルモントレ横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/24 10:35,,2018/11/24 10:48,,,2018/11/24 10:26,0:00:00,0:00:00,,00,11,,,,,,
★,-,11,2018/11/24 10:21,076-697-ORANGE 076-682-ORANGE 076-695-ORANGE 076-696-ORANGE,18881,まちかど端末（乗降ポイントから）,0,288,8,4,,2018/11/24 11:19,2018/11/24 11:45,35.45435 139.631762,横浜ロイヤルパークホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/24 11:20,2018/11/24 11:20,2018/11/24 11:37,2018/11/24 11:41,2018/11/24 11:20,2018/11/24 11:20,0:26:00,1:44:00,965,00,00,08,06,,,,
★,-,11,2018/11/24 10:27,167-856-CAKE,18886,乗客アプリWeb（目的地から）,6864,867,8,1,,2018/11/24 11:26,2018/11/24 11:36,35.450554 139.632616,横浜桜木町ワシントンホテル,35.447546 139.64358,横浜開港資料館,2018/11/24 11:27,2018/11/24 11:27,2018/11/24 11:34,2018/11/24 11:34,2018/11/24 11:27,2018/11/24 11:27,0:10:01,0:10:01,,00,00,,,,,,
★,-,11,2018/11/24 10:50,050-917-STRAWBERRY,18898,乗客アプリ（地図から）,2092,220,7,1,,2018/11/24 10:58,2018/11/24 11:07,35.445857 139.647636,ホテルモントレ横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/24 11:00,2018/11/24 11:00,2018/11/24 11:13,2018/11/24 11:13,2018/11/24 11:00,2018/11/24 11:00,0:09:40,0:09:40,,00,00,,,,,,
-,-,11,2018/11/24 11:01,069-390-BANANA,18909,乗客アプリ（地図から）,6727,124,4,1,,2018/11/24 11:07,2018/11/24 11:12,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/24 11:10,2018/11/24 11:10,2018/11/24 11:19,2018/11/24 11:19,,2018/11/24 11:01,0:05:12,0:05:12,,00,05,,,,,,
★,-,11,2018/11/24 11:02,117-177-SUN 117-176-SUN 117-178-SUN,18910,乗客アプリ（地図から）,7194,191,2,3,,2018/11/24 11:07,2018/11/24 11:15,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/24 11:12,2018/11/24 11:12,2018/11/24 11:23,2018/11/24 11:23,2018/11/24 11:12,2018/11/24 11:12,0:07:13,0:21:39,,00,00,,,,,,
-,-,11,2018/11/24 11:05,020-593-GREEN 076-683-ORANGE,18911,まちかど端末（乗降ポイントから）,0,92,11,2,,2018/11/24 11:08,2018/11/24 11:10,35.45435 139.631762,横浜ロイヤルパークホテル,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/24 11:09,2018/11/24 11:09,2018/11/24 11:15,2018/11/24 11:15,,2018/11/24 11:05,0:02:02,0:04:04,,00,02,,,,,,
-,-,11,2018/11/24 11:05,077-628-ORANGE,18912,まちかど端末（店舗から）,0,183,12,1,,2018/11/24 11:14,2018/11/24 11:22,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/24 11:11,2018/11/24 11:11,2018/11/24 11:18,2018/11/24 11:18,,2018/11/24 11:05,0:08:36,0:08:36,,02,08,,,,,,
-,-,11,2018/11/24 11:10,117-161-SUN,18913,乗客アプリ（地図から）,2902,259,1,1,,2018/11/24 11:13,2018/11/24 11:22,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/24 11:13,2018/11/24 11:13,2018/11/24 11:22,2018/11/24 11:22,,2018/11/24 11:10,0:08:21,0:08:21,,00,03,,,,,,
-,-,11,2018/11/24 11:11,005-782-BLUE,18915,乗客アプリ（目的地から）,5702,227,11,1,,2018/11/24 11:15,2018/11/24 11:21,35.448676 139.635696,横浜平和プラザホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/24 11:13,2018/11/24 11:13,2018/11/24 11:21,2018/11/24 11:21,,2018/11/24 11:11,0:05:54,0:05:54,,02,03,,,,,,
