,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
★,-,11,2018/11/19 11:46,071-111-ORANGE 069-569-BANANA,16267,乗客アプリ（地図から）,6655,838,9,2,,2018/11/19 11:51,2018/11/19 11:55,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/19 11:56,2018/11/19 11:56,2018/11/19 12:06,2018/11/19 12:06,2018/11/19 11:56,2018/11/19 11:56,0:04:13,0:08:26,,00,00,,,,,
-,-,11,2018/11/19 11:49,018-995-RED,16268,乗客アプリ（目的地から）,6658,442,13,1,,2018/11/19 11:59,2018/11/19 12:07,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/19 12:04,2018/11/19 12:04,2018/11/19 12:15,2018/11/19 12:15,,2018/11/19 11:49,0:08:16,0:08:16,,00,10,,,,,
-,-,11,2018/11/19 11:49,066-444-BANANA,16269,乗客アプリ（地図から）,3607,866,11,1,,2018/11/19 11:56,2018/11/19 12:13,35.441441 139.648505,横浜中華街朱雀門,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/19 11:55,2018/11/19 11:56,2018/11/19 12:07,2018/11/19 12:13,,2018/11/19 11:49,0:16:57,0:16:57,,00,07,,,,,
-,-,11,2018/11/19 11:50,065-124-BANANA,16270,まちかど端末（店舗から）,0,246,11,1,,2018/11/19 12:01,2018/11/19 12:09,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/19 11:59,2018/11/19 11:59,2018/11/19 12:07,2018/11/19 12:07,,2018/11/19 11:50,0:08:27,0:08:27,,01,10,,,,,
-,-,11,2018/11/19 11:54,166-731-agekke,16271,まちかど端末（乗降ポイントから）,0,570,10,1,,2018/11/19 12:07,2018/11/19 12:19,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/19 12:06,2018/11/19 12:06,2018/11/19 12:26,2018/11/19 12:26,,2018/11/19 11:54,0:11:54,0:11:54,,01,13,,,,,
-,-,11,2018/11/19 11:56,031-659-YELLOW,16272,乗客アプリ（目的地から）,3162,133,9,1,,2018/11/19 12:08,2018/11/19 12:24,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/19 12:11,2018/11/19 12:11,2018/11/19 12:26,2018/11/19 12:26,,2018/11/19 11:56,0:15:44,0:15:44,,00,12,,,,,
★,☆,11,2018/11/19 10:21,167-775-CAKE,16217,乗客アプリWeb（地図から）,6572,640,13,1,2018/11/19 10:21,,,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/19 11:21,,2018/11/19 11:34,,2018/11/19 11:21,2018/11/19 11:21,0:00:00,0:00:00,,00,00,,,,,
★,☆,11,2018/11/19 10:58,167-746-CAKE,16236,乗客アプリ（地図から）,6355,883,10,1,2018/11/19 11:59,,,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/19 11:58,,2018/11/19 12:11,,2018/11/19 11:58,2018/11/19 11:58,0:00:00,0:00:00,,00,01,,,,,
-,☆,11,2018/11/19 11:04,167-764-CAKE,16239,乗客アプリWeb（地図から）,6638,733,4,2,2018/11/19 11:07,,,35.445783 139.642958,横浜情報文化センター,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/19 11:07,,2018/11/19 11:20,,,2018/11/19 11:04,0:00:00,0:00:00,,00,02,,,,,
-,☆,11,2018/11/19 11:24,068-306-BANANA,16250,乗客アプリ（地図から）,4719,241,15,1,2018/11/19 11:27,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/19 11:27,,2018/11/19 11:40,,,2018/11/19 11:24,0:00:00,0:00:00,,00,02,,,,,
-,☆,11,2018/11/19 11:31,166-731-agekke,16254,乗客アプリ（地図から）,3744,961,7,1,2018/11/19 11:32,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/11/19 11:38,,2018/11/19 11:45,,,2018/11/19 11:31,0:00:00,0:00:00,,00,07,,,,,
-,☆,11,2018/11/19 11:39,016-840-RED 016-838-RED 016-839-RED,16259,まちかど端末（店舗から）,0,214,6,3,2018/11/19 11:41,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/19 11:49,,2018/11/19 11:55,,,2018/11/19 11:39,0:00:00,0:00:00,,00,09,,,,,
-,-,12,2018/11/19 12:02,024-026-GREEN,16274,まちかど端末（店舗から）,0,700,2,1,,2018/11/19 12:06,2018/11/19 12:11,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/19 12:05,2018/11/19 12:07,2018/11/19 12:13,2018/11/19 12:15,,2018/11/19 12:02,0:05:33,0:05:33,443,00,03,11,09,,,
-,-,12,2018/11/19 12:03,167-789-CAKE,16276,乗客アプリWeb（地図から）,6696,28,13,1,,2018/11/19 12:15,2018/11/19 12:21,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/19 12:17,2018/11/19 12:17,2018/11/19 12:29,2018/11/19 12:29,,2018/11/19 12:03,0:05:32,0:05:32,,00,11,,,,,
-,-,12,2018/11/19 12:05,053-145-STRAWBERRY 052-120-STRAWBERRY,16278,乗客アプリ（地図から）,2665,166,2,2,,2018/11/19 12:18,2018/11/19 12:42,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.453715 139.638133,横浜ワールドポーターズ,2018/11/19 12:25,2018/11/19 12:25,2018/11/19 12:38,2018/11/19 12:41,,2018/11/19 12:05,0:23:33,0:47:06,,00,13,,,,,
-,-,12,2018/11/19 12:07,062-156-BANANA 062-154-BANANA 062-682-BANANA,16280,まちかど端末（店舗から）,0,835,2,3,,2018/11/19 12:23,2018/11/19 12:46,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/19 12:28,2018/11/19 12:28,2018/11/19 12:48,2018/11/19 12:48,,2018/11/19 12:07,0:22:37,1:07:51,,00,15,,,,,
-,-,12,2018/11/19 12:12,003-791-BLUE,16281,まちかど端末（店舗から）,0,721,1,1,,2018/11/19 12:26,2018/11/19 12:36,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/19 12:25,2018/11/19 12:25,2018/11/19 12:40,2018/11/19 12:57,,2018/11/19 12:12,0:10:48,0:10:48,,00,13,,,,,
-,-,12,2018/11/19 12:15,102-435-SNOW,16289,乗客アプリ（目的地から）,2740,23,4,1,,2018/11/19 12:36,2018/11/19 12:54,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/19 12:40,2018/11/19 12:40,2018/11/19 13:00,2018/11/19 13:01,,2018/11/19 12:15,0:17:17,0:17:17,,00,21,,,,,
-,-,12,2018/11/19 12:16,102-436-SNOW,16291,乗客アプリ（目的地から）,2741,386,4,1,,2018/11/19 12:37,2018/11/19 12:54,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/19 12:41,2018/11/19 12:41,2018/11/19 13:01,2018/11/19 13:01,,2018/11/19 12:16,0:16:47,0:16:47,,00,20,,,,,
-,-,12,2018/11/19 12:16,069-513-BANANA 069-512-BANANA 069-511-BANANA,16292,まちかど端末（乗降ポイントから）,0,661,3,3,,2018/11/19 12:23,2018/11/19 12:29,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/19 12:28,2018/11/19 12:28,2018/11/19 12:43,2018/11/19 12:43,,2018/11/19 12:16,0:06:24,0:19:12,,00,06,,,,,
-,-,12,2018/11/19 12:21,061-224-BANANA 068-306-BANANA,16298,乗客アプリ（地図から）,4719,445,1,2,,2018/11/19 12:48,2018/11/19 12:58,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:35,2018/11/19 12:35,2018/11/19 12:57,2018/11/19 13:00,,2018/11/19 12:21,0:09:40,0:19:20,,13,27,,,,,
-,-,12,2018/11/19 12:23,166-708-agekke,16301,乗客アプリ（目的地から）,1888,359,13,1,,2018/11/19 12:25,2018/11/19 12:32,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443908 139.635249,イセザキ・モール,2018/11/19 12:28,2018/11/19 12:28,2018/11/19 12:38,2018/11/19 12:38,,2018/11/19 12:23,0:06:29,0:06:29,,00,02,,,,,
-,-,12,2018/11/19 12:25,166-420-agekke,16302,まちかど端末（乗降ポイントから）,0,694,11,1,,2018/11/19 12:30,2018/11/19 12:36,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/19 12:31,2018/11/19 12:31,2018/11/19 12:41,2018/11/19 12:41,,2018/11/19 12:25,0:06:11,0:06:11,,00,04,,,,,
-,-,12,2018/11/19 12:26,065-121-BANANA 065-122-BANANA 065-123-BANANA,16303,乗客アプリ（地図から）,6576,983,3,3,,2018/11/19 12:38,2018/11/19 12:47,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/19 12:45,2018/11/19 12:45,2018/11/19 12:55,2018/11/19 12:55,,2018/11/19 12:26,0:09:14,0:27:42,,00,11,,,,,
-,-,12,2018/11/19 12:26,116-695-SUN,16305,まちかど端末（乗降ポイントから）,0,541,2,1,,2018/11/19 12:30,2018/11/19 12:55,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/19 12:29,2018/11/19 12:29,2018/11/19 13:01,2018/11/19 13:01,,2018/11/19 12:26,0:24:38,0:24:38,,01,03,,,,,
-,-,12,2018/11/19 12:32,016-844-RED 002-833-BLUE 002-832-BLUE 002-831-BLUE,16307,まちかど端末（店舗から）,0,439,5,4,,2018/11/19 12:41,2018/11/19 12:51,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/11/19 12:44,2018/11/19 12:44,2018/11/19 13:02,2018/11/19 13:02,,2018/11/19 12:32,0:09:52,0:39:28,,00,09,,,,,
-,-,12,2018/11/19 12:34,020-744-GREEN 009-113-BLUE 020-745-GREEN,16308,まちかど端末（乗降ポイントから）,0,417,15,3,,2018/11/19 12:40,2018/11/19 12:46,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/19 12:42,2018/11/19 12:42,2018/11/19 12:50,2018/11/19 12:50,,2018/11/19 12:34,0:05:36,0:16:48,,00,05,,,,,
-,-,12,2018/11/19 12:37,066-197-BANANA 066-196-BANANA,16309,乗客アプリ（地図から）,6683,708,6,2,,2018/11/19 12:46,2018/11/19 12:51,35.452963 139.642093,横浜赤レンガ倉庫,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/19 12:48,2018/11/19 12:48,2018/11/19 13:00,2018/11/19 13:00,,2018/11/19 12:37,0:05:02,0:10:04,,00,09,,,,,
-,-,12,2018/11/19 12:43,020-944-GREEN,16311,まちかど端末（店舗から）,0,130,15,1,,2018/11/19 12:46,2018/11/19 12:49,35.454389 139.630904,横浜ランドマークタワー,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/19 12:46,2018/11/19 12:46,2018/11/19 12:53,2018/11/19 12:53,,2018/11/19 12:43,0:02:41,0:02:41,,00,02,,,,,
-,-,12,2018/11/19 12:47,167-774-CAKE,16312,乗客アプリ（目的地から）,2669,287,7,1,,2018/11/19 12:52,2018/11/19 12:58,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:57,2018/11/19 12:57,2018/11/19 13:07,2018/11/19 13:07,,2018/11/19 12:47,0:06:04,0:06:04,,00,04,,,,,
-,-,12,2018/11/19 12:49,009-116-BLUE 009-114-BLUE 024-182-GREEN,16313,まちかど端末（店舗から）,0,871,15,3,,2018/11/19 12:57,2018/11/19 13:02,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/19 12:59,2018/11/19 12:59,2018/11/19 13:06,2018/11/19 13:06,,2018/11/19 12:49,0:04:50,0:14:30,,00,07,,,,,
-,-,12,2018/11/19 12:50,118-142-SUN 118-131-SUN,16315,乗客アプリ（地図から）,6674,161,5,2,,2018/11/19 12:52,2018/11/19 13:00,35.443908 139.635249,イセザキ・モール,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/19 12:53,2018/11/19 12:53,2018/11/19 13:04,2018/11/19 13:04,,2018/11/19 12:50,0:07:32,0:15:04,,00,02,,,,,
-,-,12,2018/11/19 12:53,020-945-GREEN 020-946-GREEN,16316,まちかど端末（店舗から）,0,207,6,2,,2018/11/19 12:58,2018/11/19 13:07,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/19 13:01,2018/11/19 13:01,2018/11/19 13:13,2018/11/19 13:13,,2018/11/19 12:53,0:08:14,0:16:28,,00,05,,,,,
-,-,12,2018/11/19 12:56,105-816-SNOW,16317,乗客アプリ（地図から）,6535,476,2,1,,2018/11/19 13:05,2018/11/19 13:12,35.450554 139.632616,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/11/19 13:05,2018/11/19 13:05,2018/11/19 13:14,2018/11/19 13:14,,2018/11/19 12:56,0:06:52,0:06:52,,00,09,,,,,
-,-,12,2018/11/19 12:56,024-186-GREEN 024-185-GREEN 024-184-GREEN,16318,まちかど端末（乗降ポイントから）,0,844,7,3,,2018/11/19 13:04,2018/11/19 13:15,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/19 13:08,2018/11/19 13:08,2018/11/19 13:28,2018/11/19 13:28,,2018/11/19 12:56,0:10:58,0:32:54,,00,08,,,,,
-,-,12,2018/11/19 12:56,063-117-BANANA,16319,乗客アプリ（地図から）,1103,723,8,1,,2018/11/19 12:59,2018/11/19 13:07,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/11/19 12:59,2018/11/19 12:59,2018/11/19 13:10,2018/11/19 13:10,,2018/11/19 12:56,0:07:54,0:07:54,,00,03,,,,,
-,☆,12,2018/11/19 12:01,167-789-CAKE,16273,乗客アプリWeb（地図から）,6696,298,1,1,2018/11/19 12:02,,,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/19 12:12,,2018/11/19 12:23,,,2018/11/19 12:01,0:00:00,0:00:00,,00,10,,,,,
★,☆,12,2018/11/19 12:02,068-306-BANANA,16275,乗客アプリ（地図から）,4719,1001,1,1,2018/11/19 12:11,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:12,,2018/11/19 12:30,,2018/11/19 12:12,2018/11/19 12:12,0:00:00,0:00:00,,00,00,,,,,
-,☆,12,2018/11/19 12:04,003-791-BLUE,16277,まちかど端末（店舗から）,0,177,2,1,2018/11/19 12:05,,,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:23,,2018/11/19 12:36,,,2018/11/19 12:04,0:00:00,0:00:00,,00,,,,,※102行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/19 12:07,003-791-BLUE,16279,まちかど端末（店舗から）,0,776,1,1,2018/11/19 12:12,,,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:26,,2018/11/19 12:39,,,2018/11/19 12:07,0:00:00,0:00:00,,00,18,,,,※101行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/19 12:13,066-277-BANANA 066-278-BANANA,16282,乗客アプリ（地図から）,6661,744,1,2,2018/11/19 12:13,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/19 12:49,,2018/11/19 12:59,,,2018/11/19 12:13,0:00:00,0:00:00,,00,,,,,※105行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/19 12:13,019-820-RED 018-779-RED 018-842-RED 019-821-RED,16283,まちかど端末（乗降ポイントから）,0,733,8,4,2018/11/19 12:14,,,35.445783 139.642958,横浜情報文化センター,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/19 12:51,,2018/11/19 13:06,,,2018/11/19 12:13,0:00:00,0:00:00,,00,37,,,,,
★,☆,12,2018/11/19 12:14,066-277-BANANA 066-278-BANANA,16284,乗客アプリ（地図から）,6661,892,1,2,2018/11/19 12:14,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/19 12:50,,2018/11/19 13:00,,2018/11/19 12:24,2018/11/19 12:24,0:00:00,0:00:00,,00,25,,,,※103行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,12,2018/11/19 12:14,102-436-SNOW,16285,乗客アプリ（目的地から）,2741,540,7,1,2018/11/19 12:14,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/19 12:55,,2018/11/19 13:16,,2018/11/19 12:24,2018/11/19 12:24,0:00:00,0:00:00,,00,31,,,,※108行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,12,2018/11/19 12:14,102-435-SNOW,16286,乗客アプリ（目的地から）,2740,159,7,1,2018/11/19 12:14,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/19 12:56,,2018/11/19 13:16,,2018/11/19 12:24,2018/11/19 12:24,0:00:00,0:00:00,,00,31,,,,,
-,☆,12,2018/11/19 12:15,102-436-SNOW,16287,乗客アプリ（目的地から）,2741,587,1,1,2018/11/19 12:16,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/19 12:46,,2018/11/19 13:07,,,2018/11/19 12:15,0:00:00,0:00:00,,00,,,,,※106行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/19 12:15,061-224-BANANA,16288,乗客アプリ（地図から）,4719,259,4,1,2018/11/19 12:15,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:18,,2018/11/19 12:35,,,2018/11/19 12:15,0:00:00,0:00:00,,00,02,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/19 12:16,061-224-BANANA 068-306-BANANA,16290,乗客アプリ（地図から）,4719,771,8,2,2018/11/19 12:16,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:51,,2018/11/19 13:10,,,2018/11/19 12:16,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/19 12:17,061-224-BANANA 068-306-BANANA,16293,乗客アプリ（地図から）,4719,727,8,2,2018/11/19 12:17,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:51,,2018/11/19 13:10,,,2018/11/19 12:17,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
★,☆,12,2018/11/19 12:17,061-224-BANANA 068-306-BANANA,16294,乗客アプリ（地図から）,4719,499,8,2,2018/11/19 12:17,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:51,,2018/11/19 13:10,,2018/11/19 12:27,2018/11/19 12:27,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/19 12:19,061-225-BANANA,16295,乗客アプリ（地図から）,6020,181,8,1,2018/11/19 12:20,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:51,,2018/11/19 13:09,,,2018/11/19 12:19,0:00:00,0:00:00,,00,,,,,"※116,117,119行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,12,2018/11/19 12:19,061-224-BANANA,16296,乗客アプリ（地図から）,4719,241,8,1,2018/11/19 12:20,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:52,,2018/11/19 13:10,,,2018/11/19 12:19,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
★,☆,12,2018/11/19 12:20,061-224-BANANA,16297,乗客アプリ（地図から）,4719,620,1,1,2018/11/19 12:20,,,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:36,,2018/11/19 12:57,,2018/11/19 12:30,2018/11/19 12:30,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/19 12:21,061-225-BANANA,16299,乗客アプリ（地図から）,6020,164,8,1,2018/11/19 12:21,,,35.443073 139.651914,横浜人形の家,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:56,,2018/11/19 13:17,,,2018/11/19 12:21,0:00:00,0:00:00,,00,,,,,"※113,117,119行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,12,2018/11/19 12:23,061-225-BANANA,16300,乗客アプリ（地図から）,6020,633,1,1,2018/11/19 12:40,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:37,,2018/11/19 12:59,,,2018/11/19 12:23,0:00:00,0:00:00,,00,,,,,"※113,116,119行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,12,2018/11/19 12:29,066-277-BANANA 066-278-BANANA,16306,乗客アプリ（地図から）,6661,561,8,2,2018/11/19 12:30,,,35.443908 139.635249,イセザキ・モール,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/19 12:50,,2018/11/19 13:06,,,2018/11/19 12:29,0:00:00,0:00:00,,00,,,,,※120行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,12,2018/11/19 12:41,061-114-BANANA 061-225-BANANA,16310,乗客アプリ（地図から）,6020,119,8,2,2018/11/19 12:48,,,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/19 12:51,,2018/11/19 13:09,,,2018/11/19 12:41,0:00:00,0:00:00,,00,10,,,,"※113,116,117行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,12,2018/11/19 12:57,066-277-BANANA 066-278-BANANA,16320,乗客アプリ（地図から）,6661,49,4,2,2018/11/19 12:57,,,35.443908 139.635249,イセザキ・モール,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/19 13:05,,2018/11/19 13:21,,,2018/11/19 12:57,0:00:00,0:00:00,,00,08,,,,※118行と同一人物と思われるため一番短い待ち時間を採用,
★,-,13,2018/11/19 12:50,112-293-SUN,16314,乗客アプリ（地図から）,4087,98,3,1,,2018/11/19 12:57,2018/11/19 13:04,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.453715 139.638133,横浜ワールドポーターズ,2018/11/19 13:00,2018/11/19 13:00,2018/11/19 13:13,2018/11/19 13:13,2018/11/19 13:00,2018/11/19 13:00,0:06:28,0:06:28,305,00,00,04,04,,,
-,-,13,2018/11/19 13:00,020-944-GREEN,16321,まちかど端末（店舗から）,0,644,5,1,,2018/11/19 13:06,2018/11/19 13:09,35.448676 139.635696,横浜平和プラザホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/19 13:06,2018/11/19 13:06,2018/11/19 13:18,2018/11/19 13:18,,2018/11/19 13:00,0:03:21,0:03:21,,00,05,,,,,
-,-,13,2018/11/19 13:09,024-932-GREEN,16324,まちかど端末（店舗から）,0,142,3,1,,2018/11/19 13:11,2018/11/19 13:15,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.456605 139.635327,横浜ベイホテル東急,2018/11/19 13:11,2018/11/19 13:11,2018/11/19 13:25,2018/11/19 13:25,,2018/11/19 13:09,0:04:04,0:04:04,,00,02,,,,,
-,-,13,2018/11/19 13:14,167-784-CAKE,16327,乗客アプリWeb（地図から）,6691,287,8,3,,2018/11/19 13:20,2018/11/19 13:31,35.443908 139.635249,イセザキ・モール,35.445857 139.647636,ホテルモントレ横浜,2018/11/19 13:16,2018/11/19 13:20,2018/11/19 13:28,2018/11/19 13:37,,2018/11/19 13:14,0:11:29,0:34:27,,04,05,,,,,
-,-,13,2018/11/19 13:14,069-666-BANANA 069-665-BANANA,16328,まちかど端末（乗降ポイントから）,0,676,1,2,,2018/11/19 13:19,2018/11/19 13:30,35.443704 139.651332,ホテルメルパルク横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/19 13:17,2018/11/19 13:17,2018/11/19 13:39,2018/11/19 13:39,,2018/11/19 13:14,0:10:09,0:20:18,,02,05,,,,,
★,-,13,2018/11/19 13:16,066-277-BANANA 066-278-BANANA,16330,乗客アプリ（地図から）,6661,372,8,2,,2018/11/19 13:22,2018/11/19 13:38,35.443908 139.635249,イセザキ・モール,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/19 13:26,2018/11/19 13:26,2018/11/19 13:53,2018/11/19 13:53,2018/11/19 13:26,2018/11/19 13:26,0:16:37,0:33:14,,00,00,,,,,
-,-,13,2018/11/19 13:21,167-778-CAKE,16331,乗客アプリWeb（目的地から）,6684,746,5,1,,2018/11/19 13:27,2018/11/19 13:33,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/19 13:28,2018/11/19 13:28,2018/11/19 13:40,2018/11/19 13:40,,2018/11/19 13:21,0:06:07,0:06:07,,00,06,,,,,
★,-,13,2018/11/19 13:23,166-708-agekke,16332,乗客アプリ（目的地から）,1888,649,4,1,,2018/11/19 13:29,2018/11/19 13:42,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/19 13:33,2018/11/19 13:33,2018/11/19 13:43,2018/11/19 13:43,2018/11/19 13:33,2018/11/19 13:33,0:13:14,0:13:14,,00,00,,,,,
-,-,13,2018/11/19 13:29,024-013-GREEN 024-012-GREEN,16333,まちかど端末（店舗から）,0,143,3,2,,2018/11/19 13:37,2018/11/19 13:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/19 13:34,2018/11/19 13:34,2018/11/19 13:41,2018/11/19 13:41,,2018/11/19 13:29,0:06:33,0:13:06,,03,07,,,,,
