,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,,
-,-,10,2018/12/7 10:09,118-077-SUN,26331,乗客アプリ（目的地から）,8375,43,7,1,,2018/12/7 10:16,2018/12/7 10:23,35.450447 139.635947,馬車道駅（みなとみらい線）,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/7 10:18,2018/12/7 10:18,2018/12/7 10:25,2018/12/7 10:25,,2018/12/7 10:09,0:06:35,0:06:35,,00,07,,,,,,
-,-,10,2018/12/7 10:09,118-339-SUN,26332,乗客アプリ（簡単予約）,2388,406,9,1,,2018/12/7 10:28,2018/12/7 10:33,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454389 139.630904,横浜ランドマークタワー,2018/12/7 10:22,2018/12/7 10:22,2018/12/7 10:32,2018/12/7 10:32,,2018/12/7 10:09,0:04:45,0:04:45,,06,19,,,,,,
-,-,10,2018/12/7 10:09,166-243-agekke,26333,まちかど端末（乗降ポイントから）,0,917,3,1,,2018/12/7 10:16,2018/12/7 10:22,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/7 10:19,2018/12/7 10:19,2018/12/7 10:25,2018/12/7 10:23,,2018/12/7 10:09,0:06:12,0:06:12,,00,07,,,,,,
-,-,10,2018/12/7 10:11,166-227-agekke,26335,乗客アプリ（Myルートから）,2306,700,1,1,,2018/12/7 10:20,2018/12/7 10:27,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/7 10:23,2018/12/7 10:23,2018/12/7 10:32,2018/12/7 10:29,,2018/12/7 10:11,0:06:46,0:06:46,,00,09,,,,,,
★,-,10,2018/12/7 10:13,121-165-SKY,26337,乗客アプリ（地図から）,4073,407,13,1,,2018/12/7 10:17,2018/12/7 10:35,35.450554 139.632616,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/12/7 10:23,2018/12/7 10:23,2018/12/7 10:41,2018/12/7 10:36,2018/12/7 10:23,2018/12/7 10:23,0:17:24,0:17:24,,00,00,,,,,,
-,-,10,2018/12/7 10:15,166-235-agekke,26338,乗客アプリ（地図から）,1885,93,4,1,,2018/12/7 10:22,2018/12/7 10:32,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/12/7 10:21,2018/12/7 10:21,2018/12/7 10:32,2018/12/7 10:33,,2018/12/7 10:15,0:10:09,0:10:09,,00,06,,,,,,
-,-,10,2018/12/7 10:16,019-968-RED,26339,乗客アプリ（Myルートから）,3457,1000,7,1,,2018/12/7 10:19,2018/12/7 10:23,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/7 10:18,2018/12/7 10:18,2018/12/7 10:27,2018/12/7 10:27,,2018/12/7 10:16,0:04:44,0:04:44,,00,02,,,,,,
-,-,10,2018/12/7 10:19,070-401-ORANGE,26340,まちかど端末（店舗から）,0,305,3,1,,2018/12/7 10:23,2018/12/7 10:29,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/12/7 10:23,2018/12/7 10:23,2018/12/7 10:32,2018/12/7 10:40,,2018/12/7 10:19,0:06:23,0:06:23,,00,04,,,,,,
-,-,10,2018/12/7 10:21,121-163-SKY 121-164-SKY,26341,乗客アプリ（目的地から）,8527,570,3,2,,2018/12/7 10:23,2018/12/7 10:31,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/7 10:23,2018/12/7 10:23,2018/12/7 10:35,2018/12/7 10:43,,2018/12/7 10:21,0:07:58,0:15:56,,00,01,,,,,,
-,-,10,2018/12/7 10:21,024-892-GREEN 024-893-GREEN,26342,乗客アプリ（簡単予約）,3732,980,5,2,,2018/12/7 10:22,2018/12/7 10:29,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.453715 139.638133,横浜ワールドポーターズ,2018/12/7 10:23,2018/12/7 10:23,2018/12/7 10:34,2018/12/7 10:34,,2018/12/7 10:21,0:07:07,0:14:14,,00,00,,,,,,
-,-,10,2018/12/7 10:22,166-251-agekke,26343,乗客アプリ（目的地から）,1888,418,15,1,,2018/12/7 10:26,2018/12/7 10:31,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/7 10:30,2018/12/7 10:30,2018/12/7 10:36,2018/12/7 10:36,,2018/12/7 10:22,0:05:10,0:05:10,,00,04,,,,,,
-,-,10,2018/12/7 10:24,168-215-CAKE,26346,乗客アプリWeb（目的地から）,8521,654,7,1,,2018/12/7 10:29,2018/12/7 10:34,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/7 10:31,2018/12/7 10:31,2018/12/7 10:36,2018/12/7 10:36,,2018/12/7 10:24,0:05:03,0:05:03,,00,04,,,,,,
-,-,10,2018/12/7 10:26,077-329-ORANGE,26347,まちかど端末（店舗から）,0,702,11,1,,2018/12/7 10:34,2018/12/7 10:37,35.447541 139.644914,シルク博物館,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/7 10:32,2018/12/7 10:32,2018/12/7 10:36,2018/12/7 10:36,,2018/12/7 10:26,0:02:53,0:02:53,,02,07,,,,,,
-,-,10,2018/12/7 10:26,118-077-SUN,26348,乗客アプリ（目的地から）,8375,619,1,1,,2018/12/7 10:28,2018/12/7 10:30,35.452963 139.642093,横浜赤レンガ倉庫,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/7 10:29,2018/12/7 10:29,2018/12/7 10:37,2018/12/7 10:38,,2018/12/7 10:26,0:02:31,0:02:31,,00,01,,,,,,
-,-,10,2018/12/7 10:26,118-078-SUN,26349,乗客アプリ（目的地から）,8362,471,1,1,,2018/12/7 10:28,2018/12/7 10:30,35.452963 139.642093,横浜赤レンガ倉庫,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/12/7 10:29,2018/12/7 10:29,2018/12/7 10:37,2018/12/7 10:37,,2018/12/7 10:26,0:02:15,0:02:15,,00,01,,,,,,
-,-,10,2018/12/7 10:27,032-770-YELLOW,26350,乗客アプリ（Myルートから）,4092,185,8,1,,2018/12/7 10:37,2018/12/7 11:05,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/7 10:38,2018/12/7 10:38,2018/12/7 10:55,2018/12/7 11:08,,2018/12/7 10:27,0:27:28,0:27:28,,00,10,,,,,,
-,-,10,2018/12/7 10:29,037-160-YELLOW,26351,まちかど端末（店舗から）,0,884,10,1,,2018/12/7 10:35,2018/12/7 10:51,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/7 10:33,2018/12/7 10:33,2018/12/7 10:48,2018/12/7 10:52,,2018/12/7 10:29,0:16:22,0:16:22,,01,06,,,,,,
-,-,10,2018/12/7 10:32,120-754-SKY,26353,乗客アプリ（目的地から）,8510,203,4,1,,2018/12/7 10:38,2018/12/7 10:46,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/12/7 10:38,2018/12/7 10:38,2018/12/7 10:49,2018/12/7 10:49,,2018/12/7 10:32,0:08:10,0:08:10,,00,06,,,,,,
-,-,10,2018/12/7 10:32,012-662-RED,26354,乗客アプリ（簡単予約）,7887,273,2,1,,2018/12/7 10:39,2018/12/7 10:48,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.445857 139.647636,ホテルモントレ横浜,2018/12/7 10:38,2018/12/7 10:38,2018/12/7 10:51,2018/12/7 10:50,,2018/12/7 10:32,0:09:05,0:09:05,,01,06,,,,,,
-,-,10,2018/12/7 10:34,033-002-YELLOW,26355,乗客アプリ（Myルートから）,4852,117,9,1,,2018/12/7 10:37,2018/12/7 10:43,35.450447 139.635947,馬車道駅（みなとみらい線）,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/7 10:38,2018/12/7 10:38,2018/12/7 10:43,2018/12/7 10:43,,2018/12/7 10:34,0:06:06,0:06:06,,00,03,,,,,,
-,-,10,2018/12/7 10:35,120-751-SKY 120-756-SKY,26356,乗客アプリ（目的地から）,8529,879,6,2,,2018/12/7 10:39,2018/12/7 10:47,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/7 10:41,2018/12/7 10:41,2018/12/7 10:51,2018/12/7 10:51,,2018/12/7 10:35,0:07:38,0:15:16,,00,04,,,,,,
-,-,10,2018/12/7 10:36,034-203-YELLOW,26358,乗客アプリ（Myルートから）,6068,883,13,1,,2018/12/7 10:40,2018/12/7 10:55,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/12/7 10:38,2018/12/7 10:38,2018/12/7 10:52,2018/12/7 10:57,,2018/12/7 10:36,0:14:11,0:14:11,,02,04,,,,,,
-,-,10,2018/12/7 10:36,118-078-SUN,26359,乗客アプリ（地図から）,8362,844,1,1,,2018/12/7 10:39,2018/12/7 10:51,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443073 139.651914,横浜人形の家,2018/12/7 10:39,2018/12/7 10:39,2018/12/7 10:50,2018/12/7 10:51,,2018/12/7 10:36,0:12:09,0:12:09,,00,02,,,,,,
-,-,10,2018/12/7 10:36,118-077-SUN,26360,乗客アプリ（地図から）,8375,777,1,1,,2018/12/7 10:39,2018/12/7 10:51,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443073 139.651914,横浜人形の家,2018/12/7 10:40,2018/12/7 10:40,2018/12/7 10:51,2018/12/7 10:51,,2018/12/7 10:36,0:12:27,0:12:27,,00,02,,,,,,
★,-,10,2018/12/7 10:37,168-217-CAKE,26361,乗客アプリWeb（目的地から）,8524,680,10,2,,2018/12/7 10:42,2018/12/7 10:54,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443659 139.650847,横浜マリンタワー,2018/12/7 10:46,2018/12/7 10:46,2018/12/7 11:00,2018/12/7 10:55,2018/12/7 10:46,2018/12/7 10:46,0:12:27,0:24:54,,00,00,,,,,,
★,-,10,2018/12/7 10:38,072-123-ORANGE,26362,乗客アプリ（地図から）,3462,801,8,1,,2018/12/7 10:46,2018/12/7 11:00,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/12/7 10:48,2018/12/7 10:48,2018/12/7 11:02,2018/12/7 11:02,2018/12/7 10:48,2018/12/7 10:48,0:13:54,0:13:54,,00,00,,,,,,
-,-,10,2018/12/7 10:40,034-319-YELLOW 034-934-YELLOW,26363,まちかど端末（店舗から）,0,412,5,2,,2018/12/7 10:44,2018/12/7 10:52,35.454389 139.630904,横浜ランドマークタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/12/7 10:47,2018/12/7 10:47,2018/12/7 10:59,2018/12/7 10:59,,2018/12/7 10:40,0:08:19,0:16:38,,00,03,,,,,,
★,-,10,2018/12/7 10:41,077-329-ORANGE,26364,まちかど端末（店舗から）,0,466,11,1,,2018/12/7 10:51,2018/12/7 10:57,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/12/7 10:51,2018/12/7 10:52,2018/12/7 10:59,2018/12/7 11:00,2018/12/7 10:51,2018/12/7 10:51,0:05:59,0:05:59,,00,00,,,,,,
-,-,10,2018/12/7 10:42,120-755-SKY 120-757-SKY,26365,乗客アプリ（目的地から）,8531,824,7,2,,2018/12/7 10:48,2018/12/7 10:58,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/12/7 10:50,2018/12/7 10:50,2018/12/7 11:02,2018/12/7 11:02,,2018/12/7 10:42,0:09:03,0:18:06,,00,06,,,,,,
-,-,10,2018/12/7 10:49,120-752-SKY,26369,乗客アプリ（地図から）,8533,897,6,1,,2018/12/7 10:54,2018/12/7 10:59,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/7 10:56,2018/12/7 10:56,2018/12/7 11:05,2018/12/7 11:06,,2018/12/7 10:49,0:05:29,0:05:29,,00,05,,,,,,
-,-,10,2018/12/7 10:49,117-764-SUN,26370,乗客アプリ（地図から）,2291,743,4,1,,2018/12/7 10:53,2018/12/7 11:06,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/12/7 10:52,2018/12/7 10:52,2018/12/7 11:06,2018/12/7 11:10,,2018/12/7 10:49,0:13:55,0:13:55,,00,03,,,,,,
-,-,10,2018/12/7 10:49,118-760-SUN 121-194-SKY 121-178-SKY 121-233-SKY 121-234-SKY 121-193-SKY,26371,まちかど端末（乗降ポイントから）,0,877,10,6,,2018/12/7 10:59,2018/12/7 11:05,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/7 10:59,2018/12/7 10:59,2018/12/7 11:16,2018/12/7 11:16,,2018/12/7 10:49,0:06:26,0:38:36,,00,10,,,,,,
-,-,10,2018/12/7 10:49,120-753-SKY,26372,乗客アプリ（地図から）,8530,789,6,1,,2018/12/7 10:54,2018/12/7 10:59,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/12/7 10:56,2018/12/7 10:56,2018/12/7 11:05,2018/12/7 11:05,,2018/12/7 10:49,0:05:12,0:05:12,,00,04,,,,,,
-,-,10,2018/12/7 10:50,168-215-CAKE,26373,乗客アプリWeb（目的地から）,8521,127,4,1,,2018/12/7 10:52,2018/12/7 10:59,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/12/7 10:53,2018/12/7 10:53,2018/12/7 11:03,2018/12/7 11:03,,2018/12/7 10:50,0:06:50,0:06:50,,00,02,,,,,,
-,-,10,2018/12/7 10:55,166-356-agekke,26375,乗客アプリ（地図から）,2176,320,9,1,,2018/12/7 10:58,2018/12/7 11:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/12/7 10:57,2018/12/7 10:57,2018/12/7 11:04,2018/12/7 11:04,,2018/12/7 10:55,0:06:32,0:06:32,,00,02,,,,,,
-,-,10,2018/12/7 10:59,120-691-SKY 120-693-SKY,26377,乗客アプリ（目的地から）,8534,471,15,2,,2018/12/7 11:01,2018/12/7 11:09,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/12/7 11:01,2018/12/7 11:01,2018/12/7 11:11,2018/12/7 11:11,,2018/12/7 10:59,0:08:01,0:16:02,,00,02,,,,,,
★,☆,10,2018/12/7 9:02,030-337-YELLOW,26298,乗客アプリ（Myルートから）,6349,947,1,1,2018/12/7 9:03,,,35.443073 139.651914,横浜人形の家,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/7 10:12,,2018/12/7 10:21,,2018/12/7 10:02,2018/12/7 10:02,0:00:00,0:00:00,,00,,,,,2018/12/7 10:00,※10時以前に予約しているため,※同一人物と思われるため一番短いものを採用
★,☆,10,2018/12/7 9:11,030-337-YELLOW,26299,乗客アプリ（Myルートから）,6349,362,2,1,2018/12/7 9:11,,,35.445857 139.647636,ホテルモントレ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/7 10:12,,2018/12/7 10:19,,2018/12/7 10:11,2018/12/7 10:11,0:00:00,0:00:00,,00,,,,,2018/12/7 10:00,※10時以前に予約しているため,※同一人物と思われるため一番短いものを採用
★,☆,10,2018/12/7 9:11,030-337-YELLOW,26300,乗客アプリ（Myルートから）,6349,759,2,1,2018/12/7 10:13,,,35.445857 139.647636,ホテルモントレ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/7 10:12,,2018/12/7 10:19,,2018/12/7 9:21,2018/12/7 9:21,0:00:00,0:00:00,,00,,,,,2018/12/7 10:00,※10時以前に予約しているため,※同一人物と思われるため一番短いものを採用
★,☆,10,2018/12/7 9:11,030-337-YELLOW,26301,乗客アプリ（Myルートから）,6349,350,2,1,2018/12/7 9:11,,,35.445857 139.647636,ホテルモントレ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/7 10:13,,2018/12/7 10:19,,2018/12/7 9:21,2018/12/7 9:21,0:00:00,0:00:00,,00,,,,,2018/12/7 10:00,※10時以前に予約しているため,※同一人物と思われるため一番短いものを採用
-,☆,10,2018/12/7 9:13,030-337-YELLOW,26302,乗客アプリ（目的地から）,6349,494,2,1,2018/12/7 9:32,,,35.445857 139.647636,ホテルモントレ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/7 10:13,,2018/12/7 10:19,,,2018/12/7 9:13,0:00:00,0:00:00,,00,,,,,2018/12/7 10:00,※10時以前に予約しているため,※同一人物と思われるため一番短いものを採用
-,☆,10,2018/12/7 9:18,076-562-ORANGE,26304,まちかど端末（乗降ポイントから）,0,117,2,1,2018/12/7 9:19,,,35.448676 139.635696,横浜平和プラザホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/12/7 10:30,,2018/12/7 10:37,,,2018/12/7 9:18,0:00:00,0:00:00,,00,30,,,,2018/12/7 10:00,※10時以前に予約しているため,
★,☆,10,2018/12/7 9:32,037-223-YELLOW,26305,乗客アプリ（地図から）,8483,265,2,1,2018/12/7 9:33,,,35.443908 139.635249,イセザキ・モール,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/12/7 10:28,,2018/12/7 10:40,,2018/12/7 9:42,2018/12/7 9:42,0:00:00,0:00:00,,00,28,,,,2018/12/7 10:00,※10時以前に予約しているため,
★,☆,10,2018/12/7 9:33,030-337-YELLOW,26306,乗客アプリ（地図から）,6349,450,2,1,2018/12/7 9:33,,,35.445783 139.642958,横浜情報文化センター,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/7 10:28,,2018/12/7 10:33,,2018/12/7 9:43,2018/12/7 9:43,0:00:00,0:00:00,,00,,,,,2018/12/7 10:00,※10時以前に予約しているため,※同一人物と思われるため一番短いものを採用
-,☆,10,2018/12/7 9:35,030-337-YELLOW,26307,乗客アプリ（目的地から）,6349,169,3,1,2018/12/7 9:53,,,35.445783 139.642958,横浜情報文化センター,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/12/7 10:10,,2018/12/7 10:16,,,2018/12/7 9:35,0:00:00,0:00:00,,00,10,,,,2018/12/7 10:00,※10時以前に予約しているため,※同一人物と思われるため一番短いものを採用
